t              SphericalCavity.fdtd_Point probe_Ez_50_25_50.dat
   0.54576563768282682E-007   0.323575805E-003
   0.54595051764139146E-007   0.289447227E-003
   0.54613539759995611E-007   0.253117352E-003
   0.54632027755852075E-007   0.214127533E-003
   0.54650515751708539E-007   0.172137457E-003
   0.54669003747565004E-007   0.127107283E-003
   0.54687491743421468E-007   0.793522777E-004
   0.54705979739277932E-007   0.295406171E-004
   0.54724467735134397E-007  -0.213574604E-004
   0.54742955730990861E-007  -0.722889454E-004
   0.54761443726847325E-007  -0.122405210E-003
   0.54779931722703790E-007  -0.171128588E-003
   0.54798419718560254E-007  -0.217971596E-003
   0.54816907714416718E-007  -0.262378162E-003
   0.54835395710273183E-007  -0.303741806E-003
   0.54853883706129647E-007  -0.341516017E-003
   0.54872371701986111E-007  -0.375292060E-003
   0.54890859697842576E-007  -0.404787628E-003
   0.54909347693699040E-007  -0.429771346E-003
   0.54927835689555504E-007  -0.450039923E-003
   0.54946323685411969E-007  -0.465497695E-003
   0.54964811681268433E-007  -0.476194837E-003
   0.54983299677124897E-007  -0.482220203E-003
   0.55001787672981362E-007  -0.483587559E-003
   0.55020275668837826E-007  -0.480249320E-003
   0.55038763664694290E-007  -0.472133601E-003
   0.55057251660550754E-007  -0.459087139E-003
   0.55075739656407219E-007  -0.440815958E-003
   0.55094227652263683E-007  -0.416951487E-003
   0.55112715648120147E-007  -0.387189415E-003
   0.55131203643976612E-007  -0.351341179E-003
   0.55149691639833076E-007  -0.309247698E-003
   0.55168179635689540E-007  -0.260724744E-003
   0.55186667631546005E-007  -0.205741468E-003
   0.55205155627402469E-007  -0.144718462E-003
   0.55223643623258933E-007  -0.786035016E-004
   0.55242131619115398E-007  -0.866857590E-005
   0.55260619614971862E-007   0.636739715E-004
   0.55279107610828326E-007   0.136908639E-003
   0.55297595606684791E-007   0.209457881E-003
   0.55316083602541255E-007   0.279728440E-003
   0.55334571598397719E-007   0.346040790E-003
   0.55353059594254184E-007   0.406575855E-003
   0.55371547590110648E-007   0.459500880E-003
   0.55390035585967112E-007   0.503066462E-003
   0.55408523581823577E-007   0.535483996E-003
   0.55427011577680041E-007   0.554852071E-003
   0.55445499573536505E-007   0.559379987E-003
   0.55463987569392970E-007   0.547640957E-003
   0.55482475565249434E-007   0.518556510E-003
   0.55500963561105898E-007   0.471313368E-003
   0.55519451556962363E-007   0.405519095E-003
   0.55537939552818827E-007   0.321482425E-003
   0.55556427548675291E-007   0.220310583E-003
   0.55574915544531756E-007   0.103800172E-003
   0.55593403540388220E-007  -0.256468993E-004
   0.55611891536244684E-007  -0.164952478E-003
   0.55630379532101148E-007  -0.310241885E-003
   0.55648867527957613E-007  -0.456870970E-003
   0.55667355523814077E-007  -0.599713589E-003
   0.55685843519670541E-007  -0.733661989E-003
   0.55704331515527006E-007  -0.854114303E-003
   0.55722819511383470E-007  -0.957188720E-003
   0.55741307507239934E-007  -0.103967031E-002
   0.55759795503096399E-007  -0.109898741E-002
   0.55778283498952863E-007  -0.113335566E-002
   0.55796771494809327E-007  -0.114184723E-002
   0.55815259490665792E-007  -0.112422369E-002
   0.55833747486522256E-007  -0.108077191E-002
   0.55852235482378720E-007  -0.101234321E-002
   0.55870723478235185E-007  -0.920427789E-003
   0.55889211474091649E-007  -0.807133096E-003
   0.55907699469948113E-007  -0.675185991E-003
   0.55926187465804578E-007  -0.527953263E-003
   0.55944675461661042E-007  -0.369277812E-003
   0.55963163457517506E-007  -0.203182368E-003
   0.55981651453373971E-007  -0.337247766E-004
   0.56000139449230435E-007   0.134969552E-003
   0.56018627445086899E-007   0.298727711E-003
   0.56037115440943364E-007   0.453461369E-003
   0.56055603436799828E-007   0.595287420E-003
   0.56074091432656292E-007   0.720626384E-003
   0.56092579428512757E-007   0.826361240E-003
   0.56111067424369221E-007   0.910033705E-003
   0.56129555420225685E-007   0.969989051E-003
   0.56148043416082150E-007   0.100545399E-002
   0.56166531411938614E-007   0.101660460E-002
   0.56185019407795078E-007   0.100464153E-002
   0.56203507403651543E-007   0.971786852E-003
   0.56221995399508007E-007   0.921125058E-003
   0.56240483395364471E-007   0.856360595E-003
   0.56258971391220935E-007   0.781612296E-003
   0.56277459387077400E-007   0.701210287E-003
   0.56295947382933864E-007   0.619428873E-003
   0.56314435378790328E-007   0.540260924E-003
   0.56332923374646793E-007   0.467292441E-003
   0.56351411370503257E-007   0.403470680E-003
   0.56369899366359721E-007   0.350682269E-003
   0.56388387362216186E-007   0.309474563E-003
   0.56406875358072650E-007   0.279173662E-003
   0.56425363353929114E-007   0.258125277E-003
   0.56443851349785579E-007   0.243751856E-003
   0.56462339345642043E-007   0.232619190E-003
   0.56480827341498507E-007   0.220813061E-003
   0.56499315337354972E-007   0.204484269E-003
   0.56517803333211436E-007   0.180233837E-003
   0.56536291329067900E-007   0.145315673E-003
   0.56554779324924365E-007   0.978318276E-004
   0.56573267320780829E-007   0.369350128E-004
   0.56591755316637293E-007  -0.370854941E-004
   0.56610243312493758E-007  -0.122863450E-003
   0.56628731308350222E-007  -0.218071495E-003
   0.56647219304206686E-007  -0.319532643E-003
   0.56665707300063151E-007  -0.423365505E-003
   0.56684195295919615E-007  -0.525226700E-003
   0.56702683291776079E-007  -0.620629638E-003
   0.56721171287632544E-007  -0.705238024E-003
   0.56739659283489008E-007  -0.775081047E-003
   0.56758147279345472E-007  -0.826737320E-003
   0.56776635275201937E-007  -0.857502222E-003
   0.56795123271058401E-007  -0.865477836E-003
   0.56813611266914865E-007  -0.849590462E-003
   0.56832099262771330E-007  -0.809642777E-003
   0.56850587258627794E-007  -0.746413891E-003
   0.56869075254484258E-007  -0.661676633E-003
   0.56887563250340722E-007  -0.558074447E-003
   0.56906051246197187E-007  -0.438953517E-003
   0.56924539242053651E-007  -0.308229704E-003
   0.56943027237910115E-007  -0.170286352E-003
   0.56961515233766580E-007  -0.298913656E-004
   0.56980003229623044E-007   0.107934145E-003
   0.56998491225479508E-007   0.238206339E-003
   0.57016979221335973E-007   0.356334203E-003
   0.57035467217192437E-007   0.458254945E-003
   0.57053955213048901E-007   0.540350564E-003
   0.57072443208905366E-007   0.599524064E-003
   0.57090931204761830E-007   0.633560936E-003
   0.57109419200618294E-007   0.641382532E-003
   0.57127907196474759E-007   0.622927211E-003
   0.57146395192331223E-007   0.578954176E-003
   0.57164883188187687E-007   0.511097896E-003
   0.57183371184044152E-007   0.422018929E-003
   0.57201859179900616E-007   0.315362413E-003
   0.57220347175757080E-007   0.195557863E-003
   0.57238835171613545E-007   0.676362833E-004
   0.57257323167470009E-007  -0.629620044E-004
   0.57275811163326473E-007  -0.190706211E-003
   0.57294299159182938E-007  -0.310350762E-003
   0.57312787155039402E-007  -0.417176954E-003
   0.57331275150895866E-007  -0.507058459E-003
   0.57349763146752331E-007  -0.576509279E-003
   0.57368251142608795E-007  -0.622856373E-003
   0.57386739138465259E-007  -0.644486456E-003
   0.57405227134321724E-007  -0.640982122E-003
   0.57423715130178188E-007  -0.613024808E-003
   0.57442203126034652E-007  -0.562150963E-003
   0.57460691121891116E-007  -0.490583479E-003
   0.57479179117747581E-007  -0.401233643E-003
   0.57497667113604045E-007  -0.297713617E-003
   0.57516155109460509E-007  -0.184182063E-003
   0.57534643105316974E-007  -0.650843867E-004
   0.57553131101173438E-007   0.550696277E-004
   0.57571619097029902E-007   0.171909778E-003
   0.57590107092886367E-007   0.281432178E-003
   0.57608595088742831E-007   0.380150886E-003
   0.57627083084599295E-007   0.465152523E-003
   0.57645571080455760E-007   0.534201623E-003
   0.57664059076312224E-007   0.585904694E-003
   0.57682547072168688E-007   0.619751983E-003
   0.57701035068025153E-007   0.636046927E-003
   0.57719523063881617E-007   0.635922886E-003
   0.57738011059738081E-007   0.621391227E-003
   0.57756499055594546E-007   0.595173915E-003
   0.57774987051451010E-007   0.560361892E-003
   0.57793475047307474E-007   0.520164787E-003
   0.57811963043163939E-007   0.477773225E-003
   0.57830451039020403E-007   0.436151604E-003
   0.57848939034876867E-007   0.397754629E-003
   0.57867427030733332E-007   0.364315521E-003
   0.57885915026589796E-007   0.336764700E-003
   0.57904403022446260E-007   0.315254118E-003
   0.57922891018302725E-007   0.299270963E-003
   0.57941379014159189E-007   0.287795818E-003
   0.57959867010015653E-007   0.279431843E-003
   0.57978355005872118E-007   0.272475008E-003
   0.57996843001728582E-007   0.264979986E-003
   0.58015330997585046E-007   0.254937593E-003
   0.58033818993441511E-007   0.240583176E-003
   0.58052306989297975E-007   0.220609159E-003
   0.58070794985154439E-007   0.194088498E-003
   0.58089282981010903E-007   0.160357973E-003
   0.58107770976867368E-007   0.119209304E-003
   0.58126258972723832E-007   0.711567409E-004
   0.58144746968580296E-007   0.173036024E-004
   0.58163234964436761E-007  -0.410345347E-004
   0.58181722960293225E-007  -0.102422404E-003
   0.58200210956149689E-007  -0.165180623E-003
   0.58218698952006154E-007  -0.227500801E-003
   0.58237186947862618E-007  -0.287712930E-003
   0.58255674943719082E-007  -0.344277825E-003
   0.58274162939575547E-007  -0.395595620E-003
   0.58292650935432011E-007  -0.440033327E-003
   0.58311138931288475E-007  -0.476133311E-003
   0.58329626927144940E-007  -0.502704293E-003
   0.58348114923001404E-007  -0.518815126E-003
   0.58366602918857868E-007  -0.523842813E-003
   0.58385090914714333E-007  -0.517483510E-003
   0.58403578910570797E-007  -0.499643676E-003
   0.58422066906427261E-007  -0.470385159E-003
   0.58440554902283726E-007  -0.430036715E-003
   0.58459042898140190E-007  -0.379292760E-003
   0.58477530893996654E-007  -0.319136714E-003
   0.58496018889853119E-007  -0.250719750E-003
   0.58514506885709583E-007  -0.175419802E-003
   0.58532994881566047E-007  -0.950390604E-004
   0.58551482877422512E-007  -0.118363678E-004
   0.58569970873278976E-007   0.717385774E-004
   0.58588458869135440E-007   0.153330417E-003
   0.58606946864991905E-007   0.230714766E-003
   0.58625434860848369E-007   0.301764347E-003
   0.58643922856704833E-007   0.364587671E-003
   0.58662410852561298E-007   0.417656265E-003
   0.58680898848417762E-007   0.459712377E-003
   0.58699386844274226E-007   0.489712809E-003
   0.58717874840130690E-007   0.507011777E-003
   0.58736362835987155E-007   0.511441089E-003
   0.58754850831843619E-007   0.503055460E-003
   0.58773338827700083E-007   0.481948955E-003
   0.58791826823556548E-007   0.448443694E-003
   0.58810314819413012E-007   0.403263868E-003
   0.58828802815269476E-007   0.347349793E-003
   0.58847290811125941E-007   0.281615066E-003
   0.58865778806982405E-007   0.206982601E-003
   0.58884266802838869E-007   0.124508166E-003
   0.58902754798695334E-007   0.353213036E-004
   0.58921242794551798E-007  -0.595051388E-004
   0.58939730790408262E-007  -0.158932235E-003
   0.58958218786264727E-007  -0.261789741E-003
   0.58976706782121191E-007  -0.366634573E-003
   0.58995194777977655E-007  -0.471725216E-003
   0.59013682773834120E-007  -0.575035636E-003
   0.59032170769690584E-007  -0.674200419E-003
   0.59050658765547048E-007  -0.766474113E-003
   0.59069146761403513E-007  -0.848903495E-003
   0.59087634757259977E-007  -0.918665202E-003
   0.59106122753116441E-007  -0.973275339E-003
   0.59124610748972906E-007  -0.101057242E-002
   0.59143098744829370E-007  -0.102869631E-002
   0.59161586740685834E-007  -0.102621969E-002
   0.59180074736542299E-007  -0.100232183E-002
   0.59198562732398763E-007  -0.956862117E-003
   0.59217050728255227E-007  -0.890393509E-003
   0.59235538724111692E-007  -0.804232433E-003
   0.59254026719968156E-007  -0.700547069E-003
   0.59272514715824620E-007  -0.582267123E-003
   0.59291002711681084E-007  -0.452749606E-003
   0.59309490707537549E-007  -0.315458688E-003
   0.59327978703394013E-007  -0.173900014E-003
   0.59346466699250477E-007  -0.316428050E-004
   0.59364954695106942E-007   0.107848784E-003
   0.59383442690963406E-007   0.241470756E-003
   0.59401930686819870E-007   0.366539287E-003
   0.59420418682676335E-007   0.480697985E-003
   0.59438906678532799E-007   0.581907458E-003
   0.59457394674389263E-007   0.668517430E-003
   0.59475882670245728E-007   0.739262847E-003
   0.59494370666102192E-007   0.793208368E-003
   0.59512858661958656E-007   0.829823955E-003
   0.59531346657815121E-007   0.849227945E-003
   0.59549834653671585E-007   0.852365338E-003
   0.59568322649528049E-007   0.840871304E-003
   0.59586810645384514E-007   0.816714892E-003
   0.59605298641240978E-007   0.781994255E-003
   0.59623786637097442E-007   0.738999341E-003
   0.59642274632953907E-007   0.690230168E-003
   0.59660762628810371E-007   0.638166326E-003
   0.59679250624666835E-007   0.585019472E-003
   0.59697738620523300E-007   0.532703067E-003
   0.59716226616379764E-007   0.482874631E-003
   0.59734714612236228E-007   0.436828414E-003
   0.59753202608092693E-007   0.395303359E-003
   0.59771690603949157E-007   0.358415098E-003
   0.59790178599805621E-007   0.325736473E-003
   0.59808666595662086E-007   0.296343031E-003
   0.59827154591518550E-007   0.268721662E-003
   0.59845642587375014E-007   0.240730980E-003
   0.59864130583231479E-007   0.209856735E-003
   0.59882618579087943E-007   0.173657390E-003
   0.59901106574944407E-007   0.130064567E-003
   0.59919594570800871E-007   0.774638029E-004
   0.59938082566657336E-007   0.147693936E-004
   0.59956570562513800E-007  -0.584037698E-004
   0.59975058558370264E-007  -0.141560507E-003
   0.59993546554226729E-007  -0.233226980E-003
   0.60012034550083193E-007  -0.331003510E-003
   0.60030522545939657E-007  -0.431776891E-003
   0.60049010541796122E-007  -0.531922851E-003
   0.60067498537652586E-007  -0.627372763E-003
   0.60085986533509050E-007  -0.713715097E-003
   0.60104474529365515E-007  -0.786480843E-003
   0.60122962525221979E-007  -0.841457746E-003
   0.60141450521078443E-007  -0.874960097E-003
   0.60159938516934908E-007  -0.884231413E-003
   0.60178426512791372E-007  -0.867890427E-003
   0.60196914508647836E-007  -0.826010597E-003
   0.60215402504504301E-007  -0.759834715E-003
   0.60233890500360765E-007  -0.671581656E-003
   0.60252378496217229E-007  -0.564437185E-003
   0.60270866492073694E-007  -0.442383636E-003
   0.60289354487930158E-007  -0.309855008E-003
   0.60307842483786622E-007  -0.171587686E-003
   0.60326330479643087E-007  -0.326767622E-004
   0.60344818475499551E-007   0.101565965E-003
   0.60363306471356015E-007   0.226056523E-003
   0.60381794467212480E-007   0.336312049E-003
   0.60400282463068944E-007   0.428507628E-003
   0.60418770458925408E-007   0.499438611E-003
   0.60437258454781873E-007   0.546665280E-003
   0.60455746450638337E-007   0.568730349E-003
   0.60474234446494801E-007   0.565178052E-003
   0.60492722442351265E-007   0.536411651E-003
   0.60511210438207730E-007   0.483648502E-003
   0.60529698434064194E-007   0.408983033E-003
   0.60548186429920658E-007   0.315330632E-003
   0.60566674425777123E-007   0.206251338E-003
   0.60585162421633587E-007   0.858884014E-004
   0.60603650417490051E-007  -0.409722124E-004
   0.60622138413346516E-007  -0.168992599E-003
   0.60640626409202980E-007  -0.292621437E-003
   0.60659114405059444E-007  -0.406478182E-003
   0.60677602400915909E-007  -0.505622709E-003
   0.60696090396772373E-007  -0.585757487E-003
   0.60714578392628837E-007  -0.643425388E-003
   0.60733066388485302E-007  -0.676163763E-003
   0.60751554384341766E-007  -0.682585698E-003
   0.60770042380198230E-007  -0.662443927E-003
   0.60788530376054695E-007  -0.616715930E-003
   0.60807018371911159E-007  -0.547615462E-003
   0.60825506367767623E-007  -0.458399969E-003
   0.60843994363624088E-007  -0.353029900E-003
   0.60862482359480552E-007  -0.235904445E-003
   0.60880970355337016E-007  -0.111748697E-003
   0.60899458351193481E-007   0.145461818E-004
   0.60917946347049945E-007   0.138271425E-003
   0.60936434342906409E-007   0.255237275E-003
   0.60954922338762874E-007   0.361834915E-003
   0.60973410334619338E-007   0.454945141E-003
   0.60991898330475802E-007   0.532059814E-003
   0.61010386326332267E-007   0.591622724E-003
   0.61028874322188731E-007   0.633146323E-003
   0.61047362318045195E-007   0.656893768E-003
   0.61065850313901660E-007   0.663548999E-003
   0.61084338309758124E-007   0.654299103E-003
   0.61102826305614588E-007   0.631086819E-003
   0.61121314301471052E-007   0.596555357E-003
   0.61139802297327517E-007   0.553733320E-003
   0.61158290293183981E-007   0.505809556E-003
   0.61176778289040445E-007   0.455992471E-003
   0.61195266284896910E-007   0.407253799E-003
   0.61213754280753374E-007   0.362085266E-003
   0.61232242276609838E-007   0.322478067E-003
   0.61250730272466303E-007   0.289945252E-003
   0.61269218268322767E-007   0.265348150E-003
   0.61287706264179231E-007   0.248721073E-003
   0.61306194260035696E-007   0.239358604E-003
   0.61324682255892160E-007   0.235983287E-003
   0.61343170251748624E-007   0.236723499E-003
   0.61361658247605089E-007   0.239092216E-003
   0.61380146243461553E-007   0.240287831E-003
   0.61398634239318017E-007   0.237651795E-003
   0.61417122235174482E-007   0.228860241E-003
   0.61435610231030946E-007   0.211857958E-003
   0.61454098226887410E-007   0.184940262E-003
   0.61472586222743875E-007   0.147111787E-003
   0.61491074218600339E-007   0.983870705E-004
   0.61509562214456803E-007   0.397791373E-004
   0.61528050210313268E-007  -0.268874064E-004
   0.61546538206169732E-007  -0.991662018E-004
   0.61565026202026196E-007  -0.174225250E-003
   0.61583514197882661E-007  -0.249111385E-003
   0.61602002193739125E-007  -0.320851570E-003
   0.61620490189595589E-007  -0.386400905E-003
   0.61638978185452054E-007  -0.442728226E-003
   0.61657466181308518E-007  -0.487128476E-003
   0.61675954177164982E-007  -0.517494103E-003
   0.61694442173021447E-007  -0.532374892E-003
   0.61712930168877911E-007  -0.530949212E-003
   0.61731418164734375E-007  -0.513009843E-003
   0.61749906160590839E-007  -0.478939648E-003
   0.61768394156447304E-007  -0.429689739E-003
   0.61786882152303768E-007  -0.366746244E-003
   0.61805370148160232E-007  -0.291973527E-003
   0.61823858144016697E-007  -0.207382327E-003
   0.61842346139873161E-007  -0.115060335E-003
   0.61860834135729625E-007  -0.172905275E-004
   0.61879322131586090E-007   0.833954400E-004
   0.61897810127442554E-007   0.184320903E-003
   0.61916298123299018E-007   0.282760622E-003
   0.61934786119155483E-007   0.375961594E-003
   0.61953274115011947E-007   0.461183721E-003
   0.61971762110868411E-007   0.535803556E-003
   0.61990250106724876E-007   0.597455015E-003
   0.62008738102581340E-007   0.644179876E-003
   0.62027226098437804E-007   0.674505427E-003
   0.62045714094294269E-007   0.687398599E-003
   0.62064202090150733E-007   0.682209386E-003
   0.62082690086007197E-007   0.658717647E-003
   0.62101178081863662E-007   0.617232930E-003
   0.62119666077720126E-007   0.558666768E-003
   0.62138154073576590E-007   0.484549993E-003
   0.62156642069433055E-007   0.396933465E-003
   0.62175130065289519E-007   0.298199680E-003
   0.62193618061145983E-007   0.190985185E-003
   0.62212106057002448E-007   0.782379502E-004
   0.62230594052858912E-007  -0.368943511E-004
   0.62249082048715376E-007  -0.151446264E-003
   0.62267570044571841E-007  -0.262923102E-003
   0.62286058040428305E-007  -0.369246816E-003
   0.62304546036284769E-007  -0.468603917E-003
   0.62323034032141233E-007  -0.559486274E-003
   0.62341522027997698E-007  -0.640846207E-003
   0.62360010023854162E-007  -0.712117704E-003
   0.62378498019710626E-007  -0.773003325E-003
   0.62396986015567091E-007  -0.823156442E-003
   0.62415474011423555E-007  -0.862028624E-003
   0.62433962007280019E-007  -0.889010436E-003
   0.62452450003136484E-007  -0.903644133E-003
   0.62470937998992948E-007  -0.905633671E-003
   0.62489425994849412E-007  -0.894721365E-003
   0.62507913990705877E-007  -0.870660704E-003
   0.62526401986562341E-007  -0.833298196E-003
   0.62544889982418805E-007  -0.782668882E-003
   0.62563377978275270E-007  -0.719136966E-003
   0.62581865974131734E-007  -0.643566658E-003
   0.62600353969988198E-007  -0.557333580E-003
   0.62618841965844663E-007  -0.462141237E-003
   0.62637329961701127E-007  -0.359915284E-003
   0.62655817957557591E-007  -0.252911734E-003
   0.62674305953414056E-007  -0.143760029E-003
   0.62692793949270520E-007  -0.352027928E-004
   0.62711281945126984E-007   0.702404941E-004
   0.62729769940983449E-007   0.170370535E-003
   0.62748257936839913E-007   0.263265887E-003
   0.62766745932696377E-007   0.347350317E-003
   0.62785233928552842E-007   0.421498553E-003
   0.62803721924409306E-007   0.484985474E-003
   0.62822209920265770E-007   0.537351239E-003
   0.62840697916122235E-007   0.578351202E-003
   0.62859185911978699E-007   0.607975991E-003
   0.62877673907835163E-007   0.626513152E-003
   0.62896161903691628E-007   0.634701224E-003
   0.62914649899548092E-007   0.633861055E-003
   0.62933137895404556E-007   0.625765591E-003
   0.62951625891261020E-007   0.612285570E-003
   0.62970113887117485E-007   0.595109130E-003
   0.62988601882973949E-007   0.575681974E-003
   0.63007089878830413E-007   0.555236824E-003
   0.63025577874686878E-007   0.534732186E-003
   0.63044065870543342E-007   0.514678308E-003
   0.63062553866399806E-007   0.495044515E-003
   0.63081041862256271E-007   0.475450885E-003
   0.63099529858112735E-007   0.455480680E-003
   0.63118017853969199E-007   0.434711808E-003
   0.63136505849825664E-007   0.412467984E-003
   0.63154993845682128E-007   0.387738139E-003
   0.63173481841538592E-007   0.359424419E-003
   0.63191969837395057E-007   0.326561916E-003
   0.63210457833251521E-007   0.288277253E-003
   0.63228945829107985E-007   0.243701797E-003
   0.63247433824964450E-007   0.192077889E-003
   0.63265921820820914E-007   0.132995963E-003
   0.63284409816677378E-007   0.665600164E-004
   0.63302897812533843E-007  -0.662753155E-005
   0.63321385808390307E-007  -0.856046536E-004
   0.63339873804246771E-007  -0.169153675E-003
   0.63358361800103236E-007  -0.255771243E-003
   0.63376849795959700E-007  -0.343545806E-003
   0.63395337791816164E-007  -0.430065993E-003
   0.63413825787672629E-007  -0.512505358E-003
   0.63432313783529093E-007  -0.587907678E-003
   0.63450801779385557E-007  -0.653416908E-003
   0.63469289775242022E-007  -0.706200488E-003
   0.63487777771098486E-007  -0.743321027E-003
   0.63506265766954950E-007  -0.762031588E-003
   0.63524753762811415E-007  -0.760371273E-003
   0.63543241758667879E-007  -0.737444672E-003
   0.63561729754524343E-007  -0.693236012E-003
   0.63580217750380807E-007  -0.628457579E-003
   0.63598705746237272E-007  -0.544758223E-003
   0.63617193742093736E-007  -0.444994395E-003
   0.63635681737950200E-007  -0.333103468E-003
   0.63654169733806665E-007  -0.213548046E-003
   0.63672657729663129E-007  -0.907895155E-004
   0.63691145725519593E-007   0.307789160E-004
   0.63709633721376058E-007   0.146586885E-003
   0.63728121717232522E-007   0.251876074E-003
   0.63746609713088986E-007   0.342117768E-003
   0.63765097708945451E-007   0.413500646E-003
   0.63783585704801915E-007   0.463141827E-003
   0.63802073700658379E-007   0.489034399E-003
   0.63820561696514844E-007   0.489941856E-003
   0.63839049692371308E-007   0.465452758E-003
   0.63857537688227772E-007   0.416220864E-003
   0.63876025684084237E-007   0.344088185E-003
   0.63894513679940701E-007   0.251830672E-003
   0.63913001675797165E-007   0.142788092E-003
   0.63931489671653630E-007   0.207828998E-004
   0.63949977667510094E-007  -0.109793749E-003
   0.63968465663366558E-007  -0.244084556E-003
   0.63986953659223023E-007  -0.376991520E-003
   0.64005441655079487E-007  -0.503285381E-003
   0.64023929650935951E-007  -0.617707206E-003
   0.64042417646792416E-007  -0.715231581E-003
   0.64060905642648880E-007  -0.791345374E-003
   0.64079393638505344E-007  -0.842236914E-003
   0.64097881634361809E-007  -0.865078648E-003
   0.64116369630218273E-007  -0.858408981E-003
   0.64134857626074737E-007  -0.822273083E-003
   0.64153345621931201E-007  -0.758011651E-003
   0.64171833617787666E-007  -0.668046472E-003
   0.64190321613644130E-007  -0.555851846E-003
   0.64208809609500594E-007  -0.425838778E-003
   0.64227297605357059E-007  -0.283002882E-003
   0.64245785601213523E-007  -0.132642366E-003
   0.64264273597069987E-007   0.196796027E-004
   0.64282761592926452E-007   0.168255181E-003
   0.64301249588782916E-007   0.307669688E-003
   0.64319737584639380E-007   0.433245936E-003
   0.64338225580495845E-007   0.541177753E-003
   0.64356713576352309E-007   0.628527079E-003
   0.64375201572208773E-007   0.693354581E-003
   0.64393689568065238E-007   0.734884525E-003
   0.64412177563921702E-007   0.753495551E-003
   0.64430665559778166E-007   0.750572712E-003
   0.64449153555634631E-007   0.728368061E-003
   0.64467641551491095E-007   0.689894659E-003
   0.64486129547347559E-007   0.638772966E-003
   0.64504617543204024E-007   0.578980253E-003
   0.64523105539060488E-007   0.514555082E-003
   0.64541593534916952E-007   0.449347543E-003
   0.64560081530773417E-007   0.386817730E-003
   0.64578569526629881E-007   0.329862814E-003
   0.64597057522486345E-007   0.280739827E-003
   0.64615545518342810E-007   0.241047004E-003
   0.64634033514199274E-007   0.211570223E-003
   0.64652521510055738E-007   0.192091204E-003
   0.64671009505912203E-007   0.181550058E-003
   0.64689497501768667E-007   0.178477523E-003
   0.64707985497625131E-007   0.181130396E-003
   0.64726473493481596E-007   0.187345882E-003
   0.64744961489338060E-007   0.194707463E-003
   0.64763449485194524E-007   0.200939161E-003
   0.64781937481050988E-007   0.203877411E-003
   0.64800425476907453E-007   0.201194853E-003
   0.64818913472763917E-007   0.190605788E-003
   0.64837401468620381E-007   0.170344894E-003
   0.64855889464476846E-007   0.139194977E-003
   0.64874377460333310E-007   0.963259954E-004
   0.64892865456189774E-007   0.416179391E-004
   0.64911353452046239E-007  -0.238989815E-004
   0.64929841447902703E-007  -0.981903650E-004
   0.64948329443759167E-007  -0.178614690E-003
   0.64966817439615632E-007  -0.261924055E-003
   0.64985305435472096E-007  -0.344137428E-003
   0.65003793431328560E-007  -0.420815166E-003
   0.65022281427185025E-007  -0.487513840E-003
   0.65040769423041489E-007  -0.540010573E-003
   0.65059257418897953E-007  -0.574455014E-003
   0.65077745414754418E-007  -0.587723101E-003
   0.65096233410610882E-007  -0.577811385E-003
   0.65114721406467346E-007  -0.543987902E-003
   0.65133209402323811E-007  -0.486695819E-003
   0.65151697398180275E-007  -0.407391228E-003
   0.65170185394036739E-007  -0.308463845E-003
   0.65188673389893204E-007  -0.193233282E-003
   0.65207161385749668E-007  -0.658404315E-004
   0.65225649381606132E-007   0.690911547E-004
   0.65244137377462597E-007   0.206853118E-003
   0.65262625373319061E-007   0.342852960E-003
   0.65281113369175525E-007   0.472653599E-003
   0.65299601365031990E-007   0.592070166E-003
   0.65318089360888454E-007   0.697330281E-003
   0.65336577356744918E-007   0.785134616E-003
   0.65355065352601383E-007   0.852643629E-003
   0.65373553348457847E-007   0.897564751E-003
   0.65392041344314311E-007   0.918325037E-003
   0.65410529340170775E-007   0.914141303E-003
   0.65429017336027240E-007   0.884983107E-003
   0.65447505331883704E-007   0.831590150E-003
   0.65465993327740168E-007   0.755526533E-003
   0.65484481323596633E-007   0.659086916E-003
   0.65502969319453097E-007   0.545062008E-003
   0.65521457315309561E-007   0.416581403E-003
   0.65539945311166026E-007   0.277112209E-003
   0.65558433307022490E-007   0.130452187E-003
   0.65576921302878954E-007  -0.194158201E-004
   0.65595409298735419E-007  -0.168551560E-003
   0.65613897294591883E-007  -0.313239289E-003
   0.65632385290448347E-007  -0.450089428E-003
   0.65650873286304812E-007  -0.576129532E-003
   0.65669361282161276E-007  -0.688922126E-003
   0.65687849278017740E-007  -0.786621938E-003
   0.65706337273874205E-007  -0.867902068E-003
   0.65724825269730669E-007  -0.931843475E-003
   0.65743313265587133E-007  -0.977901509E-003
   0.65761801261443598E-007  -0.100590661E-002
   0.65780289257300062E-007  -0.101604057E-002
   0.65798777253156526E-007  -0.100884191E-002
   0.65817265249012991E-007  -0.985217746E-003
   0.65835753244869455E-007  -0.946332759E-003
   0.65854241240725919E-007  -0.893445627E-003
   0.65872729236582384E-007  -0.827915734E-003
   0.65891217232438848E-007  -0.751334126E-003
   0.65909705228295312E-007  -0.665488769E-003
   0.65928193224151777E-007  -0.572142133E-003
   0.65946681220008241E-007  -0.472898479E-003
   0.65965169215864705E-007  -0.369270099E-003
   0.65983657211721169E-007  -0.262794289E-003
   0.66002145207577634E-007  -0.155104266E-003
   0.66020633203434098E-007  -0.479605224E-004
   0.66039121199290562E-007   0.567760362E-004
