t              SphericalCavity.fdtd_Point probe_Ez_50_25_50.dat
   0.32002720827539743E-007   0.689799374E-003
   0.32021208823396208E-007   0.678767508E-003
   0.32039696819252672E-007   0.655016629E-003
   0.32058184815109136E-007   0.617785088E-003
   0.32076672810965601E-007   0.566487259E-003
   0.32095160806822065E-007   0.500770868E-003
   0.32113648802678529E-007   0.420637982E-003
   0.32132136798534994E-007   0.326576090E-003
   0.32150624794391458E-007   0.219618873E-003
   0.32169112790247922E-007   0.101484009E-003
   0.32187600786104387E-007  -0.252061291E-004
   0.32206088781960851E-007  -0.156969603E-003
   0.32224576777817315E-007  -0.289889984E-003
   0.32243064773673780E-007  -0.420011871E-003
   0.32261552769530244E-007  -0.543388654E-003
   0.32280040765386708E-007  -0.655958196E-003
   0.32298528761243173E-007  -0.753561791E-003
   0.32317016757099637E-007  -0.832221995E-003
   0.32335504752956101E-007  -0.888556999E-003
   0.32353992748812566E-007  -0.920024526E-003
   0.32372480744669030E-007  -0.924858788E-003
   0.32390968740525494E-007  -0.902025145E-003
   0.32409456736381959E-007  -0.851479184E-003
   0.32427944732238423E-007  -0.774422486E-003
   0.32446432728094887E-007  -0.673171890E-003
   0.32464920723951352E-007  -0.550864323E-003
   0.32483408719807816E-007  -0.411360787E-003
   0.32501896715664280E-007  -0.259231339E-003
   0.32520384711520745E-007  -0.995955052E-004
   0.32538872707377209E-007   0.620984356E-004
   0.32557360703233673E-007   0.220286835E-003
   0.32575848699090137E-007   0.369579793E-003
   0.32594336694946602E-007   0.505044416E-003
   0.32612824690803066E-007   0.622346124E-003
   0.32631312686659530E-007   0.717869902E-003
   0.32649800682515995E-007   0.788933714E-003
   0.32668288678372459E-007   0.833959435E-003
   0.32686776674228923E-007   0.852571859E-003
   0.32705264670085388E-007   0.845739851E-003
   0.32723752665941852E-007   0.815770065E-003
   0.32742240661798316E-007   0.765900128E-003
   0.32760728657654781E-007   0.699804747E-003
   0.32779216653511245E-007   0.621459796E-003
   0.32797704649367709E-007   0.535115425E-003
   0.32816192645224174E-007   0.444922742E-003
   0.32834680641080638E-007   0.354471442E-003
   0.32853168636937102E-007   0.266733987E-003
   0.32871656632793567E-007   0.184211240E-003
   0.32890144628650031E-007   0.108791020E-003
   0.32908632624506495E-007   0.414723690E-004
   0.32927120620362960E-007  -0.175488240E-004
   0.32945608616219424E-007  -0.684897241E-004
   0.32964096612075888E-007  -0.111796122E-003
   0.32982584607932353E-007  -0.148311490E-003
   0.33001072603788817E-007  -0.179415918E-003
   0.33019560599645281E-007  -0.206848257E-003
   0.33038048595501746E-007  -0.232398190E-003
   0.33056536591358210E-007  -0.257747015E-003
   0.33075024587214674E-007  -0.284414418E-003
   0.33093512583071139E-007  -0.313667639E-003
   0.33112000578927603E-007  -0.346479152E-003
   0.33130488574784067E-007  -0.383606617E-003
   0.33148976570640531E-007  -0.425591861E-003
   0.33167464566496996E-007  -0.472557382E-003
   0.33185952562353460E-007  -0.524033967E-003
   0.33204440558209924E-007  -0.578993815E-003
   0.33222928554066389E-007  -0.635930919E-003
   0.33241416549922853E-007  -0.692893867E-003
   0.33259904545779317E-007  -0.747605111E-003
   0.33278392541635782E-007  -0.797646469E-003
   0.33296880537492246E-007  -0.840516586E-003
   0.33315368533348710E-007  -0.873600133E-003
   0.33333856529205175E-007  -0.894258555E-003
   0.33352344525061639E-007  -0.900032988E-003
   0.33370832520918103E-007  -0.888825918E-003
   0.33389320516774568E-007  -0.859064166E-003
   0.33407808512631032E-007  -0.809850171E-003
   0.33426296508487496E-007  -0.741005759E-003
   0.33444784504343961E-007  -0.653016788E-003
   0.33463272500200425E-007  -0.547013013E-003
   0.33481760496056889E-007  -0.424820464E-003
   0.33500248491913354E-007  -0.289022049E-003
   0.33518736487769818E-007  -0.142968274E-003
   0.33537224483626282E-007   0.934617128E-005
   0.33555712479482747E-007   0.163566408E-003
   0.33574200475339211E-007   0.315228914E-003
   0.33592688471195675E-007   0.459797331E-003
   0.33611176467052140E-007   0.592628843E-003
   0.33629664462908604E-007   0.709128042E-003
   0.33648152458765068E-007   0.805065036E-003
   0.33666640454621533E-007   0.876877340E-003
   0.33685128450477997E-007   0.921928091E-003
   0.33703616446334461E-007   0.938746380E-003
   0.33722104442190926E-007   0.927147630E-003
   0.33740592438047390E-007   0.888156355E-003
   0.33759080433903854E-007   0.823871756E-003
   0.33777568429760318E-007   0.737449271E-003
   0.33796056425616783E-007   0.633099000E-003
   0.33814544421473247E-007   0.515856955E-003
   0.33833032417329711E-007   0.391177600E-003
   0.33851520413186176E-007   0.264670554E-003
   0.33870008409042640E-007   0.141997327E-003
   0.33888496404899104E-007   0.285518909E-004
   0.33906984400755569E-007  -0.711156245E-004
   0.33925472396612033E-007  -0.153590401E-003
   0.33943960392468497E-007  -0.216347733E-003
   0.33962448388324962E-007  -0.257486303E-003
   0.33980936384181426E-007  -0.275897182E-003
   0.33999424380037890E-007  -0.271585624E-003
   0.34017912375894355E-007  -0.245692558E-003
   0.34036400371750819E-007  -0.200260198E-003
   0.34054888367607283E-007  -0.138030620E-003
   0.34073376363463748E-007  -0.623611413E-004
   0.34091864359320212E-007   0.228288918E-004
   0.34110352355176676E-007   0.113160007E-003
   0.34128840351033141E-007   0.203977397E-003
   0.34147328346889605E-007   0.290577096E-003
   0.34165816342746069E-007   0.368421111E-003
   0.34184304338602534E-007   0.433389301E-003
   0.34202792334458998E-007   0.482109579E-003
   0.34221280330315462E-007   0.512264029E-003
   0.34239768326171927E-007   0.522770395E-003
   0.34258256322028391E-007   0.513848732E-003
   0.34276744317884855E-007   0.486942765E-003
   0.34295232313741320E-007   0.444457924E-003
   0.34313720309597784E-007   0.389498717E-003
   0.34332208305454248E-007   0.325805391E-003
   0.34350696301310712E-007   0.257672975E-003
   0.34369184297167177E-007   0.189495855E-003
   0.34387672293023641E-007   0.125126317E-003
   0.34406160288880105E-007   0.675990377E-004
   0.34424648284736570E-007   0.192708503E-004
   0.34443136280593034E-007  -0.181490323E-004
   0.34461624276449498E-007  -0.438990464E-004
   0.34480112272305963E-007  -0.583838228E-004
   0.34498600268162427E-007  -0.629816859E-004
   0.34517088264018891E-007  -0.596812606E-004
   0.34535576259875356E-007  -0.508969424E-004
   0.34554064255731820E-007  -0.394235431E-004
   0.34572552251588284E-007  -0.283012105E-004
   0.34591040247444749E-007  -0.205310243E-004
   0.34609528243301213E-007  -0.187317091E-004
   0.34628016239157677E-007  -0.248605538E-004
   0.34646504235014142E-007  -0.401291400E-004
   0.34664992230870606E-007  -0.651153678E-004
   0.34683480226727070E-007  -0.998486648E-004
   0.34701968222583535E-007  -0.143684141E-003
   0.34720456218439999E-007  -0.195119574E-003
   0.34738944214296463E-007  -0.251878722E-003
   0.34757432210152928E-007  -0.311321986E-003
   0.34775920206009392E-007  -0.370868423E-003
   0.34794408201865856E-007  -0.428094034E-003
   0.34812896197722321E-007  -0.480585033E-003
   0.34831384193578785E-007  -0.525970187E-003
   0.34849872189435249E-007  -0.562281697E-003
   0.34868360185291714E-007  -0.588215829E-003
   0.34886848181148178E-007  -0.602929504E-003
   0.34905336177004642E-007  -0.605695008E-003
   0.34923824172861107E-007  -0.595911173E-003
   0.34942312168717571E-007  -0.573339639E-003
   0.34960800164574035E-007  -0.538116088E-003
   0.34979288160430499E-007  -0.490575039E-003
   0.34997776156286964E-007  -0.431260327E-003
   0.35016264152143428E-007  -0.361118611E-003
   0.35034752147999892E-007  -0.281570305E-003
   0.35053240143856357E-007  -0.194412394E-003
   0.35071728139712821E-007  -0.101736805E-003
   0.35090216135569285E-007  -0.586134411E-005
   0.35108704131425750E-007   0.908439033E-004
   0.35127192127282214E-007   0.186132922E-003
   0.35145680123138678E-007   0.277870451E-003
   0.35164168118995143E-007   0.363905041E-003
   0.35182656114851607E-007   0.442098943E-003
   0.35201144110708071E-007   0.510595215E-003
   0.35219632106564536E-007   0.568104675E-003
   0.35238120102421000E-007   0.613959040E-003
   0.35256608098277464E-007   0.647916459E-003
   0.35275096094133929E-007   0.669953239E-003
   0.35293584089990393E-007   0.680249475E-003
   0.35312072085846857E-007   0.679268967E-003
   0.35330560081703322E-007   0.667664164E-003
   0.35349048077559786E-007   0.646024884E-003
   0.35367536073416250E-007   0.614783785E-003
   0.35386024069272715E-007   0.574350939E-003
   0.35404512065129179E-007   0.525178446E-003
   0.35423000060985643E-007   0.467638514E-003
   0.35441488056842108E-007   0.401993573E-003
   0.35459976052698572E-007   0.328587455E-003
   0.35478464048555036E-007   0.247999968E-003
   0.35496952044411501E-007   0.161018135E-003
   0.35515440040267965E-007   0.686100902E-004
   0.35533928036124429E-007  -0.279847445E-004
   0.35552416031980894E-007  -0.127186737E-003
   0.35570904027837358E-007  -0.227105484E-003
   0.35589392023693822E-007  -0.325577392E-003
   0.35607880019550286E-007  -0.420159369E-003
   0.35626368015406751E-007  -0.508122786E-003
   0.35644856011263215E-007  -0.586522336E-003
   0.35663344007119679E-007  -0.652416202E-003
   0.35681832002976144E-007  -0.703182479E-003
   0.35700319998832608E-007  -0.736698101E-003
   0.35718807994689072E-007  -0.751295593E-003
   0.35737295990545537E-007  -0.745749101E-003
   0.35755783986402001E-007  -0.719446747E-003
   0.35774271982258465E-007  -0.672507798E-003
   0.35792759978114930E-007  -0.605659676E-003
   0.35811247973971394E-007  -0.520121655E-003
   0.35829735969827858E-007  -0.417739153E-003
   0.35848223965684323E-007  -0.301161403E-003
   0.35866711961540787E-007  -0.173769251E-003
   0.35885199957397251E-007  -0.394258823E-004
   0.35903687953253716E-007   0.977311865E-004
   0.35922175949110180E-007   0.233454019E-003
   0.35940663944966644E-007   0.363567087E-003
   0.35959151940823109E-007   0.484080520E-003
   0.35977639936679573E-007   0.591206481E-003
   0.35996127932536037E-007   0.681487902E-003
   0.36014615928392502E-007   0.752159511E-003
   0.36033103924248966E-007   0.801495567E-003
   0.36051591920105430E-007   0.828864810E-003
   0.36070079915961895E-007   0.834575738E-003
   0.36088567911818359E-007   0.819736801E-003
   0.36107055907674823E-007   0.786128920E-003
   0.36125543903531288E-007   0.736030750E-003
   0.36144031899387752E-007   0.672130962E-003
   0.36162519895244216E-007   0.597570324E-003
   0.36181007891100680E-007   0.515837281E-003
   0.36199495886957145E-007   0.430358283E-003
   0.36217983882813609E-007   0.344084139E-003
   0.36236471878670073E-007   0.259376829E-003
   0.36254959874526538E-007   0.178058050E-003
   0.36273447870383002E-007   0.101387246E-003
   0.36291935866239466E-007   0.300465908E-004
   0.36310423862095931E-007  -0.357532772E-004
   0.36328911857952395E-007  -0.961716723E-004
   0.36347399853808859E-007  -0.151735177E-003
   0.36365887849665324E-007  -0.203312622E-003
   0.36384375845521788E-007  -0.251993624E-003
   0.36402863841378252E-007  -0.298950676E-003
   0.36421351837234717E-007  -0.345301698E-003
   0.36439839833091181E-007  -0.391938724E-003
   0.36458327828947645E-007  -0.439420342E-003
   0.36476815824804110E-007  -0.488012360E-003
   0.36495303820660574E-007  -0.537739601E-003
   0.36513791816517038E-007  -0.588300405E-003
   0.36532279812373503E-007  -0.638929661E-003
   0.36550767808229967E-007  -0.688371481E-003
   0.36569255804086431E-007  -0.734989881E-003
   0.36587743799942896E-007  -0.776959816E-003
   0.36606231795799360E-007  -0.812450307E-003
   0.36624719791655824E-007  -0.839709362E-003
   0.36643207787512289E-007  -0.857080682E-003
   0.36661695783368753E-007  -0.863077352E-003
   0.36680183779225217E-007  -0.856504252E-003
   0.36698671775081682E-007  -0.836510619E-003
   0.36717159770938146E-007  -0.802587194E-003
   0.36735647766794610E-007  -0.754580484E-003
   0.36754135762651075E-007  -0.692674133E-003
   0.36772623758507539E-007  -0.617343641E-003
   0.36791111754364003E-007  -0.529425917E-003
   0.36809599750220467E-007  -0.430242828E-003
   0.36828087746076932E-007  -0.321545260E-003
   0.36846575741933396E-007  -0.205367338E-003
   0.36865063737789860E-007  -0.840841312E-004
   0.36883551733646325E-007   0.394585732E-004
   0.36902039729502789E-007   0.162090379E-003
   0.36920527725359253E-007   0.280573964E-003
   0.36939015721215718E-007   0.391583191E-003
   0.36957503717072182E-007   0.491590239E-003
   0.36975991712928646E-007   0.577093801E-003
   0.36994479708785111E-007   0.645023480E-003
   0.37012967704641575E-007   0.692883972E-003
   0.37031455700498039E-007   0.718755357E-003
   0.37049943696354504E-007   0.721513818E-003
   0.37068431692210968E-007   0.701109821E-003
   0.37086919688067432E-007   0.658510777E-003
   0.37105407683923897E-007   0.595434336E-003
   0.37123895679780361E-007   0.514282554E-003
   0.37142383675636825E-007   0.418239477E-003
   0.37160871671493290E-007   0.311184209E-003
   0.37179359667349754E-007   0.197424059E-003
   0.37197847663206218E-007   0.815368476E-004
   0.37216335659062683E-007  -0.316975929E-004
   0.37234823654919147E-007  -0.137539362E-003
   0.37253311650775611E-007  -0.231635815E-003
   0.37271799646632076E-007  -0.310148578E-003
   0.37290287642488540E-007  -0.369682064E-003
   0.37308775638345004E-007  -0.407371845E-003
   0.37327263634201469E-007  -0.421226345E-003
   0.37345751630057933E-007  -0.410431676E-003
   0.37364239625914397E-007  -0.375402073E-003
   0.37382727621770862E-007  -0.317656610E-003
   0.37401215617627326E-007  -0.239704095E-003
   0.37419703613483790E-007  -0.144997786E-003
   0.37438191609340254E-007  -0.378461700E-004
   0.37456679605196719E-007   0.768440586E-004
   0.37475167601053183E-007   0.193884945E-003
   0.37493655596909647E-007   0.308000395E-003
   0.37512143592766112E-007   0.414031238E-003
   0.37530631588622576E-007   0.507383724E-003
   0.37549119584479040E-007   0.584476511E-003
   0.37567607580335505E-007   0.642748375E-003
   0.37586095576191969E-007   0.680387660E-003
   0.37604583572048433E-007   0.696302450E-003
   0.37623071567904898E-007   0.690328074E-003
   0.37641559563761362E-007   0.663262093E-003
   0.37660047559617826E-007   0.616727746E-003
   0.37678535555474291E-007   0.553194259E-003
   0.37697023551330755E-007   0.476088055E-003
   0.37715511547187219E-007   0.389598572E-003
   0.37733999543043684E-007   0.298150408E-003
   0.37752487538900148E-007   0.205970078E-003
   0.37770975534756612E-007   0.117012889E-003
   0.37789463530613077E-007   0.350303308E-004
   0.37807951526469541E-007  -0.365407541E-004
   0.37826439522326005E-007  -0.948626330E-004
   0.37844927518182470E-007  -0.137982104E-003
   0.37863415514038934E-007  -0.165079895E-003
   0.37881903509895398E-007  -0.176630812E-003
   0.37900391505751863E-007  -0.174280722E-003
   0.37918879501608327E-007  -0.160510477E-003
   0.37937367497464791E-007  -0.138496500E-003
   0.37955855493321256E-007  -0.112193011E-003
   0.37974343489177720E-007  -0.861168082E-004
   0.37992831485034184E-007  -0.647035195E-004
   0.38011319480890648E-007  -0.517618646E-004
   0.38029807476747113E-007  -0.502620605E-004
   0.38048295472603577E-007  -0.621390936E-004
   0.38066783468460041E-007  -0.880590960E-004
   0.38085271464316506E-007  -0.127451262E-003
   0.38103759460172970E-007  -0.178752860E-003
   0.38122247456029434E-007  -0.239580258E-003
   0.38140735451885899E-007  -0.306880858E-003
   0.38159223447742363E-007  -0.377188495E-003
   0.38177711443598827E-007  -0.446808641E-003
   0.38196199439455292E-007  -0.511887891E-003
   0.38214687435311756E-007  -0.568613701E-003
   0.38233175431168220E-007  -0.613568933E-003
   0.38251663427024685E-007  -0.644006592E-003
   0.38270151422881149E-007  -0.657981436E-003
   0.38288639418737613E-007  -0.654356845E-003
   0.38307127414594078E-007  -0.632629963E-003
   0.38325615410450542E-007  -0.592760451E-003
   0.38344103406307006E-007  -0.535299827E-003
   0.38362591402163471E-007  -0.461614982E-003
   0.38381079398019935E-007  -0.373774034E-003
   0.38399567393876399E-007  -0.274244638E-003
   0.38418055389732864E-007  -0.165829071E-003
   0.38436543385589328E-007  -0.517064764E-004
   0.38455031381445792E-007   0.647832203E-004
   0.38473519377302257E-007   0.180480827E-003
   0.38492007373158721E-007   0.292524666E-003
   0.38510495369015185E-007   0.398261356E-003
   0.38528983364871650E-007   0.495173910E-003
   0.38547471360728114E-007   0.580908265E-003
   0.38565959356584578E-007   0.653376454E-003
   0.38584447352441043E-007   0.710873690E-003
   0.38602935348297507E-007   0.752123946E-003
   0.38621423344153971E-007   0.776284898E-003
   0.38639911340010435E-007   0.783006893E-003
   0.38658399335866900E-007   0.772473053E-003
   0.38676887331723364E-007   0.745302648E-003
   0.38695375327579828E-007   0.702432124E-003
   0.38713863323436293E-007   0.645125518E-003
   0.38732351319292757E-007   0.575001002E-003
   0.38750839315149221E-007   0.493914296E-003
   0.38769327311005686E-007   0.403811777E-003
   0.38787815306862150E-007   0.306736416E-003
   0.38806303302718614E-007   0.204910262E-003
   0.38824791298575079E-007   0.100701327E-003
   0.38843279294431543E-007  -0.351483322E-005
   0.38861767290288007E-007  -0.105446270E-003
   0.38880255286144472E-007  -0.202924683E-003
   0.38898743282000936E-007  -0.294017664E-003
   0.38917231277857400E-007  -0.377174350E-003
   0.38935719273713865E-007  -0.451215456E-003
   0.38954207269570329E-007  -0.515147345E-003
   0.38972695265426793E-007  -0.567974173E-003
   0.38991183261283258E-007  -0.608607370E-003
   0.39009671257139722E-007  -0.635881966E-003
   0.39028159252996186E-007  -0.648720132E-003
   0.39046647248852651E-007  -0.646354456E-003
   0.39065135244709115E-007  -0.628386973E-003
   0.39083623240565579E-007  -0.594717276E-003
   0.39102111236422044E-007  -0.545621093E-003
   0.39120599232278508E-007  -0.481955591E-003
   0.39139087228134972E-007  -0.405176193E-003
   0.39157575223991437E-007  -0.317160389E-003
   0.39176063219847901E-007  -0.220107322E-003
   0.39194551215704365E-007  -0.116505216E-003
   0.39213039211560830E-007  -0.898927101E-005
   0.39231527207417294E-007   0.998286705E-004
   0.39250015203273758E-007   0.207424717E-003
   0.39268503199130222E-007   0.311416952E-003
   0.39286991194986687E-007   0.409667584E-003
   0.39305479190843151E-007   0.500328257E-003
   0.39323967186699615E-007   0.581827073E-003
   0.39342455182556080E-007   0.652868475E-003
   0.39360943178412544E-007   0.712392037E-003
   0.39379431174269008E-007   0.759508053E-003
   0.39397919170125473E-007   0.793565414E-003
   0.39416407165981937E-007   0.814282626E-003
   0.39434895161838401E-007   0.821694150E-003
   0.39453383157694866E-007   0.815979671E-003
   0.39471871153551330E-007   0.797442801E-003
   0.39490359149407794E-007   0.766590587E-003
   0.39508847145264259E-007   0.724104932E-003
   0.39527335141120723E-007   0.670789450E-003
   0.39545823136977187E-007   0.607674592E-003
   0.39564311132833652E-007   0.536187086E-003
   0.39582799128690116E-007   0.458190276E-003
   0.39601287124546580E-007   0.375849544E-003
   0.39619775120403045E-007   0.291351054E-003
   0.39638263116259509E-007   0.206552038E-003
   0.39656751112115973E-007   0.122776866E-003
   0.39675239107972438E-007   0.408958076E-004
   0.39693727103828902E-007  -0.385015446E-004
   0.39712215099685366E-007  -0.115121758E-003
   0.39730703095541831E-007  -0.189110637E-003
   0.39749191091398295E-007  -0.260975678E-003
   0.39767679087254759E-007  -0.331208546E-003
   0.39786167083111224E-007  -0.399996876E-003
   0.39804655078967688E-007  -0.467306585E-003
   0.39823143074824152E-007  -0.533051672E-003
   0.39841631070680616E-007  -0.597018981E-003
   0.39860119066537081E-007  -0.658743549E-003
   0.39878607062393545E-007  -0.717588293E-003
   0.39897095058250009E-007  -0.772779284E-003
   0.39915583054106474E-007  -0.823184382E-003
   0.39934071049962938E-007  -0.867203227E-003
   0.39952559045819402E-007  -0.903061358E-003
   0.39971047041675867E-007  -0.929155562E-003
   0.39989535037532331E-007  -0.944085710E-003
   0.40008023033388795E-007  -0.946571468E-003
   0.40026511029245260E-007  -0.935530697E-003
   0.40044999025101724E-007  -0.910230621E-003
   0.40063487020958188E-007  -0.870355172E-003
   0.40081975016814653E-007  -0.815985317E-003
   0.40100463012671117E-007  -0.747522514E-003
   0.40118951008527581E-007  -0.665627827E-003
   0.40137439004384046E-007  -0.571287004E-003
   0.40155927000240510E-007  -0.465945166E-003
   0.40174414996096974E-007  -0.351533847E-003
   0.40192902991953439E-007  -0.230393343E-003
   0.40211390987809903E-007  -0.105229890E-003
   0.40229878983666367E-007   0.209044374E-004
   0.40248366979522832E-007   0.144723483E-003
   0.40266854975379296E-007   0.262903981E-003
   0.40285342971235760E-007   0.372256764E-003
   0.40303830967092225E-007   0.469810038E-003
   0.40322318962948689E-007   0.552846934E-003
   0.40340806958805153E-007   0.618983177E-003
   0.40359294954661618E-007   0.666289241E-003
   0.40377782950518082E-007   0.693372043E-003
   0.40396270946374546E-007   0.699423661E-003
   0.40414758942231011E-007   0.684300379E-003
   0.40433246938087475E-007   0.648525544E-003
   0.40451734933943939E-007   0.593113713E-003
   0.40470222929800403E-007   0.519482128E-003
   0.40488710925656868E-007   0.429696927E-003
   0.40507198921513332E-007   0.326717302E-003
   0.40525686917369796E-007   0.214213083E-003
   0.40544174913226261E-007   0.962086269E-004
   0.40562662909082725E-007  -0.229991783E-004
   0.40581150904939189E-007  -0.138832489E-003
   0.40599638900795654E-007  -0.246707001E-003
   0.40618126896652118E-007  -0.342375657E-003
   0.40636614892508582E-007  -0.421984121E-003
   0.40655102888365047E-007  -0.482051488E-003
   0.40673590884221511E-007  -0.519740628E-003
   0.40692078880077975E-007  -0.533241429E-003
   0.40710566875934440E-007  -0.521869864E-003
   0.40729054871790904E-007  -0.485917641E-003
   0.40747542867647368E-007  -0.426572456E-003
   0.40766030863503833E-007  -0.345984357E-003
   0.40784518859360297E-007  -0.247286458E-003
   0.40803006855216761E-007  -0.134478963E-003
   0.40821494851073226E-007  -0.122542115E-004
   0.40839982846929690E-007   0.114224225E-003
   0.40858470842786154E-007   0.239661109E-003
   0.40876958838642619E-007   0.359013706E-003
   0.40895446834499083E-007   0.467723992E-003
   0.40913934830355547E-007   0.561785419E-003
   0.40932422826212012E-007   0.637826452E-003
   0.40950910822068476E-007   0.693260226E-003
   0.40969398817924940E-007   0.726368395E-003
   0.40987886813781405E-007   0.736297283E-003
   0.41006374809637869E-007   0.723097997E-003
   0.41024862805494333E-007   0.687831023E-003
   0.41043350801350797E-007   0.632600859E-003
   0.41061838797207262E-007   0.560444780E-003
   0.41080326793063726E-007   0.475126930E-003
   0.41098814788920190E-007   0.380897196E-003
   0.41117302784776655E-007   0.282234512E-003
   0.41135790780633119E-007   0.183600394E-003
   0.41154278776489583E-007   0.892317476E-004
   0.41172766772346048E-007   0.294575148E-005
   0.41191254768202512E-007  -0.721087417E-004
   0.41209742764058976E-007  -0.133713533E-003
   0.41228230759915441E-007  -0.180687144E-003
   0.41246718755771905E-007  -0.212781029E-003
   0.41265206751628369E-007  -0.230560036E-003
   0.41283694747484834E-007  -0.235397980E-003
   0.41302182743341298E-007  -0.229435856E-003
   0.41320670739197762E-007  -0.215389911E-003
   0.41339158735054227E-007  -0.196370267E-003
   0.41357646730910691E-007  -0.175794878E-003
   0.41376134726767155E-007  -0.157213828E-003
   0.41394622722623620E-007  -0.143974394E-003
   0.41413110718480084E-007  -0.138922594E-003
   0.41431598714336548E-007  -0.144230726E-003
   0.41450086710193013E-007  -0.161256336E-003
   0.41468574706049477E-007  -0.190451028E-003
   0.41487062701905941E-007  -0.231374725E-003
   0.41505550697762406E-007  -0.282693829E-003
   0.41524038693618870E-007  -0.342118990E-003
   0.41542526689475334E-007  -0.406486681E-003
   0.41561014685331799E-007  -0.472038781E-003
   0.41579502681188263E-007  -0.534663210E-003
   0.41597990677044727E-007  -0.590035343E-003
   0.41616478672901192E-007  -0.633879215E-003
   0.41634966668757656E-007  -0.662363193E-003
   0.41653454664614120E-007  -0.672391092E-003
   0.41671942660470584E-007  -0.661736529E-003
   0.41690430656327049E-007  -0.629171613E-003
   0.41708918652183513E-007  -0.574612175E-003
   0.41727406648039977E-007  -0.499177491E-003
   0.41745894643896442E-007  -0.405130966E-003
   0.41764382639752906E-007  -0.295695500E-003
   0.41782870635609370E-007  -0.174732995E-003
   0.41801358631465835E-007  -0.463809120E-004
   0.41819846627322299E-007   0.852299127E-004
   0.41838334623178763E-007   0.216162676E-003
   0.41856822619035228E-007   0.342781510E-003
   0.41875310614891692E-007   0.461750838E-003
   0.41893798610748156E-007   0.569981406E-003
   0.41912286606604621E-007   0.664644409E-003
   0.41930774602461085E-007   0.743256067E-003
   0.41949262598317549E-007   0.803760078E-003
   0.41967750594174014E-007   0.844622438E-003
   0.41986238590030478E-007   0.864945468E-003
   0.42004726585886942E-007   0.864470785E-003
   0.42023214581743407E-007   0.843407586E-003
   0.42041702577599871E-007   0.802277820E-003
   0.42060190573456335E-007   0.741979282E-003
   0.42078678569312800E-007   0.663962157E-003
   0.42097166565169264E-007   0.570255623E-003
   0.42115654561025728E-007   0.463305740E-003
   0.42134142556882193E-007   0.345832843E-003
   0.42152630552738657E-007   0.220807793E-003
   0.42171118548595121E-007   0.914207776E-004
   0.42189606544451586E-007  -0.390182831E-004
   0.42208094540308050E-007  -0.167135862E-003
   0.42226582536164514E-007  -0.289518037E-003
   0.42245070532020979E-007  -0.402868580E-003
   0.42263558527877443E-007  -0.504258904E-003
   0.42282046523733907E-007  -0.591213233E-003
   0.42300534519590371E-007  -0.661620405E-003
   0.42319022515446836E-007  -0.713729474E-003
   0.42337510511303300E-007  -0.746264763E-003
   0.42355998507159764E-007  -0.758462120E-003
   0.42374486503016229E-007  -0.750027888E-003
   0.42392974498872693E-007  -0.721209857E-003
   0.42411462494729157E-007  -0.672960479E-003
   0.42429950490585622E-007  -0.606985879E-003
   0.42448438486442086E-007  -0.525605748E-003
   0.42466926482298550E-007  -0.431522581E-003
   0.42485414478155015E-007  -0.327619171E-003
   0.42503902474011479E-007  -0.216858229E-003
   0.42522390469867943E-007  -0.102264195E-003
   0.42540878465724408E-007   0.131089691E-004
   0.42559366461580872E-007   0.126266066E-003
   0.42577854457437336E-007   0.234382998E-003
   0.42596342453293801E-007   0.334935146E-003
   0.42614830449150265E-007   0.425817969E-003
   0.42633318445006729E-007   0.505378703E-003
   0.42651806440863194E-007   0.572386722E-003
   0.42670294436719658E-007   0.626096094E-003
   0.42688782432576122E-007   0.666396285E-003
   0.42707270428432587E-007   0.693861046E-003
   0.42725758424289051E-007   0.709622633E-003
   0.42744246420145515E-007   0.715183967E-003
   0.42762734416001980E-007   0.712255773E-003
   0.42781222411858444E-007   0.702642195E-003
   0.42799710407714908E-007   0.688178116E-003
   0.42818198403571373E-007   0.670632464E-003
   0.42836686399427837E-007   0.651506707E-003
   0.42855174395284301E-007   0.631862495E-003
   0.42873662391140765E-007   0.612308329E-003
   0.42892150386997230E-007   0.592999742E-003
   0.42910638382853694E-007   0.573513447E-003
   0.42929126378710158E-007   0.552795769E-003
   0.42947614374566623E-007   0.529403042E-003
   0.42966102370423087E-007   0.501844566E-003
   0.42984590366279551E-007   0.468715501E-003
   0.43003078362136016E-007   0.428682863E-003
   0.43021566357992480E-007   0.380619778E-003
   0.43040054353848944E-007   0.323873130E-003
   0.43058542349705409E-007   0.258307904E-003
   0.43077030345561873E-007   0.184039411E-003
   0.43095518341418337E-007   0.101295162E-003
   0.43114006337274802E-007   0.107039523E-004
   0.43132494333131266E-007  -0.864157191E-004
   0.43150982328987730E-007  -0.188269172E-003
   0.43169470324844195E-007  -0.293002580E-003
   0.43187958320700659E-007  -0.398731703E-003
   0.43206446316557123E-007  -0.503317919E-003
   0.43224934312413588E-007  -0.604436907E-003
   0.43243422308270052E-007  -0.699908007E-003
   0.43261910304126516E-007  -0.787835044E-003
   0.43280398299982981E-007  -0.866497809E-003
   0.43298886295839445E-007  -0.934258802E-003
   0.43317374291695909E-007  -0.989538967E-003
   0.43335862287552374E-007  -0.103075965E-002
   0.43354350283408838E-007  -0.105629361E-002
   0.43372838279265302E-007  -0.106453162E-002
   0.43391326275121767E-007  -0.105408730E-002
   0.43409814270978231E-007  -0.102407567E-002
   0.43428302266834695E-007  -0.974296883E-003
