t              SphericalCavity.fdtd_Point probe_Ey_50_25_50.dat
   0.60622138413346516E-007  -0.180859279E-004
   0.60640626409202980E-007  -0.151087215E-004
   0.60659114405059444E-007  -0.116163947E-004
   0.60677602400915909E-007  -0.770148290E-005
   0.60696090396772373E-007  -0.352604184E-005
   0.60714578392628837E-007   0.786901182E-006
   0.60733066388485302E-007   0.518565230E-005
   0.60751554384341766E-007   0.964499759E-005
   0.60770042380198230E-007   0.141015344E-004
   0.60788530376054695E-007   0.183971479E-004
   0.60807018371911159E-007   0.222751514E-004
   0.60825506367767623E-007   0.254730076E-004
   0.60843994363624088E-007   0.278326424E-004
   0.60862482359480552E-007   0.292873574E-004
   0.60880970355337016E-007   0.297560364E-004
   0.60899458351193481E-007   0.291347587E-004
   0.60917946347049945E-007   0.274253161E-004
   0.60936434342906409E-007   0.248116212E-004
   0.60954922338762874E-007   0.215762866E-004
   0.60973410334619338E-007   0.179807193E-004
   0.60991898330475802E-007   0.142196423E-004
   0.61010386326332267E-007   0.104200844E-004
   0.61028874322188731E-007   0.667955055E-005
   0.61047362318045195E-007   0.315297962E-005
   0.61065850313901660E-007   0.574304977E-007
   0.61084338309758124E-007  -0.247498997E-005
   0.61102826305614588E-007  -0.446129206E-005
   0.61121314301471052E-007  -0.588917874E-005
   0.61139802297327517E-007  -0.659934949E-005
   0.61158290293183981E-007  -0.649590902E-005
   0.61176778289040445E-007  -0.575837885E-005
   0.61195266284896910E-007  -0.467329664E-005
   0.61213754280753374E-007  -0.335744198E-005
   0.61232242276609838E-007  -0.181647385E-005
   0.61250730272466303E-007  -0.177781089E-006
   0.61269218268322767E-007   0.131267382E-005
   0.61287706264179231E-007   0.247154662E-005
   0.61306194260035696E-007   0.324466032E-005
   0.61324682255892160E-007   0.367369512E-005
   0.61343170251748624E-007   0.389954903E-005
   0.61361658247605089E-007   0.412893633E-005
   0.61380146243461553E-007   0.451177630E-005
   0.61398634239318017E-007   0.508785524E-005
   0.61417122235174482E-007   0.587238856E-005
   0.61435610231030946E-007   0.691639889E-005
   0.61454098226887410E-007   0.824401013E-005
   0.61472586222743875E-007   0.978270782E-005
   0.61491074218600339E-007   0.113805463E-004
   0.61509562214456803E-007   0.128401061E-004
   0.61528050210313268E-007   0.138979176E-004
   0.61546538206169732E-007   0.142214394E-004
   0.61565026202026196E-007   0.135178834E-004
   0.61583514197882661E-007   0.116657702E-004
   0.61602002193739125E-007   0.868094867E-005
   0.61620490189595589E-007   0.456172893E-005
   0.61638978185452054E-007  -0.716794602E-006
   0.61657466181308518E-007  -0.702481884E-005
   0.61675954177164982E-007  -0.140099874E-004
   0.61694442173021447E-007  -0.212437626E-004
   0.61712930168877911E-007  -0.283336485E-004
   0.61731418164734375E-007  -0.349002621E-004
   0.61749906160590839E-007  -0.405978753E-004
   0.61768394156447304E-007  -0.451870874E-004
   0.61786882152303768E-007  -0.484967459E-004
   0.61805370148160232E-007  -0.503588635E-004
   0.61823858144016697E-007  -0.506757060E-004
   0.61842346139873161E-007  -0.494581109E-004
   0.61860834135729625E-007  -0.466935126E-004
   0.61879322131586090E-007  -0.422989178E-004
   0.61897810127442554E-007  -0.363224899E-004
   0.61916298123299018E-007  -0.290896896E-004
   0.61934786119155483E-007  -0.210788185E-004
   0.61953274115011947E-007  -0.127628418E-004
   0.61971762110868411E-007  -0.459265539E-005
   0.61990250106724876E-007   0.303185197E-005
   0.62008738102581340E-007   0.983915743E-005
   0.62027226098437804E-007   0.156336391E-004
   0.62045714094294269E-007   0.201685943E-004
   0.62064202090150733E-007   0.232080693E-004
   0.62082690086007197E-007   0.247353037E-004
   0.62101178081863662E-007   0.249747864E-004
   0.62119666077720126E-007   0.241676626E-004
   0.62138154073576590E-007   0.224355044E-004
   0.62156642069433055E-007   0.199218521E-004
   0.62175130065289519E-007   0.169436717E-004
   0.62193618061145983E-007   0.138732594E-004
   0.62212106057002448E-007   0.109269949E-004
   0.62230594052858912E-007   0.817455566E-005
   0.62249082048715376E-007   0.567708003E-005
   0.62267570044571841E-007   0.348500430E-005
   0.62286058040428305E-007   0.156503370E-005
   0.62304546036284769E-007  -0.155380462E-006
   0.62323034032141233E-007  -0.173631872E-005
   0.62341522027997698E-007  -0.326813711E-005
   0.62360010023854162E-007  -0.481558209E-005
   0.62378498019710626E-007  -0.624856966E-005
   0.62396986015567091E-007  -0.729272324E-005
   0.62415474011423555E-007  -0.780765913E-005
   0.62433962007280019E-007  -0.785061184E-005
   0.62452450003136484E-007  -0.744459157E-005
   0.62470937998992948E-007  -0.647002844E-005
   0.62489425994849412E-007  -0.480546987E-005
   0.62507913990705877E-007  -0.242924193E-005
   0.62526401986562341E-007   0.582232815E-006
   0.62544889982418805E-007   0.401038233E-005
   0.62563377978275270E-007   0.750487379E-005
   0.62581865974131734E-007   0.107739706E-004
   0.62600353969988198E-007   0.137272773E-004
   0.62618841965844663E-007   0.163771401E-004
   0.62637329961701127E-007   0.187086862E-004
   0.62655817957557591E-007   0.207164139E-004
   0.62674305953414056E-007   0.224597043E-004
   0.62692793949270520E-007   0.240093668E-004
   0.62711281945126984E-007   0.254203351E-004
   0.62729769940983449E-007   0.267975793E-004
   0.62748257936839913E-007   0.282879519E-004
   0.62766745932696377E-007   0.299294297E-004
   0.62785233928552842E-007   0.315594625E-004
   0.62803721924409306E-007   0.329392496E-004
   0.62822209920265770E-007   0.339411163E-004
   0.62840697916122235E-007   0.345539302E-004
   0.62859185911978699E-007   0.347279856E-004
   0.62877673907835163E-007   0.343004140E-004
   0.62896161903691628E-007   0.330978401E-004
   0.62914649899548092E-007   0.310567193E-004
   0.62933137895404556E-007   0.282279561E-004
   0.62951625891261020E-007   0.247305034E-004
   0.62970113887117485E-007   0.207293397E-004
   0.62988601882973949E-007   0.163823297E-004
   0.63007089878830413E-007   0.117397467E-004
   0.63025577874686878E-007   0.672802980E-005
   0.63044065870543342E-007   0.128070678E-005
   0.63062553866399806E-007  -0.454315068E-005
   0.63081041862256271E-007  -0.106009920E-004
   0.63099529858112735E-007  -0.167561739E-004
   0.63118017853969199E-007  -0.228353874E-004
   0.63136505849825664E-007  -0.285375500E-004
   0.63154993845682128E-007  -0.335061268E-004
   0.63173481841538592E-007  -0.375152558E-004
   0.63191969837395057E-007  -0.405070241E-004
   0.63210457833251521E-007  -0.424391583E-004
   0.63228945829107985E-007  -0.431986082E-004
   0.63247433824964450E-007  -0.427255800E-004
   0.63265921820820914E-007  -0.411685578E-004
   0.63284409816677378E-007  -0.388488770E-004
   0.63302897812533843E-007  -0.360754893E-004
   0.63321385808390307E-007  -0.330281036E-004
   0.63339873804246771E-007  -0.298138948E-004
   0.63358361800103236E-007  -0.265826693E-004
   0.63376849795959700E-007  -0.235443767E-004
   0.63395337791816164E-007  -0.208885394E-004
   0.63413825787672629E-007  -0.186998877E-004
   0.63432313783529093E-007  -0.169097730E-004
   0.63450801779385557E-007  -0.153082401E-004
   0.63469289775242022E-007  -0.136722019E-004
   0.63487777771098486E-007  -0.119291190E-004
   0.63506265766954950E-007  -0.101401247E-004
   0.63524753762811415E-007  -0.831336092E-005
   0.63543241758667879E-007  -0.634615708E-005
   0.63561729754524343E-007  -0.418077661E-005
   0.63580217750380807E-007  -0.187748697E-005
   0.63598705746237272E-007   0.520210051E-006
   0.63617193742093736E-007   0.304640207E-005
   0.63635681737950200E-007   0.566751805E-005
   0.63654169733806665E-007   0.821255617E-005
   0.63672657729663129E-007   0.105315839E-004
   0.63691145725519593E-007   0.126236437E-004
   0.63709633721376058E-007   0.145559407E-004
   0.63728121717232522E-007   0.163592740E-004
   0.63746609713088986E-007   0.180471052E-004
   0.63765097708945451E-007   0.196407418E-004
   0.63783585704801915E-007   0.211324059E-004
   0.63802073700658379E-007   0.224952564E-004
   0.63820561696514844E-007   0.237479890E-004
   0.63839049692371308E-007   0.249385121E-004
   0.63857537688227772E-007   0.260535453E-004
   0.63876025684084237E-007   0.270025739E-004
   0.63894513679940701E-007   0.276865085E-004
   0.63913001675797165E-007   0.280266249E-004
   0.63931489671653630E-007   0.279383366E-004
   0.63949977667510094E-007   0.273347468E-004
   0.63968465663366558E-007   0.261549758E-004
   0.63986953659223023E-007   0.243605409E-004
   0.64005441655079487E-007   0.219256344E-004
   0.64023929650935951E-007   0.188541089E-004
   0.64042417646792416E-007   0.151748318E-004
   0.64060905642648880E-007   0.109115526E-004
   0.64079393638505344E-007   0.611802579E-005
   0.64097881634361809E-007   0.966932021E-006
   0.64116369630218273E-007  -0.426791530E-005
   0.64134857626074737E-007  -0.935870503E-005
   0.64153345621931201E-007  -0.141889486E-004
   0.64171833617787666E-007  -0.186382495E-004
   0.64190321613644130E-007  -0.224948744E-004
   0.64208809609500594E-007  -0.255523410E-004
   0.64227297605357059E-007  -0.277063300E-004
   0.64245785601213523E-007  -0.288620340E-004
   0.64264273597069987E-007  -0.288294850E-004
   0.64282761592926452E-007  -0.274559025E-004
   0.64301249588782916E-007  -0.248464657E-004
   0.64319737584639380E-007  -0.213376934E-004
   0.64338225580495845E-007  -0.172494019E-004
   0.64356713576352309E-007  -0.127570856E-004
   0.64375201572208773E-007  -0.801438728E-005
   0.64393689568065238E-007  -0.330278590E-005
   0.64412177563921702E-007   0.994800303E-006
   0.64430665559778166E-007   0.453853954E-005
   0.64449153555634631E-007   0.712965675E-005
   0.64467641551491095E-007   0.870667463E-005
   0.64486129547347559E-007   0.930531405E-005
   0.64504617543204024E-007   0.903679393E-005
   0.64523105539060488E-007   0.805868149E-005
   0.64541593534916952E-007   0.651590653E-005
   0.64560081530773417E-007   0.450862353E-005
   0.64578569526629881E-007   0.212164673E-005
   0.64597057522486345E-007  -0.553132395E-006
   0.64615545518342810E-007  -0.343556258E-005
   0.64634033514199274E-007  -0.644431020E-005
   0.64652521510055738E-007  -0.945249030E-005
   0.64671009505912203E-007  -0.123220016E-004
   0.64689497501768667E-007  -0.149915950E-004
   0.64707985497625131E-007  -0.174594516E-004
   0.64726473493481596E-007  -0.196887195E-004
   0.64744961489338060E-007  -0.216190565E-004
   0.64763449485194524E-007  -0.232541843E-004
   0.64781937481050988E-007  -0.246459404E-004
   0.64800425476907453E-007  -0.258265827E-004
   0.64818913472763917E-007  -0.268462372E-004
   0.64837401468620381E-007  -0.277976833E-004
   0.64855889464476846E-007  -0.286628510E-004
   0.64874377460333310E-007  -0.291855758E-004
   0.64892865456189774E-007  -0.290286334E-004
   0.64911353452046239E-007  -0.280113200E-004
   0.64929841447902703E-007  -0.260767447E-004
   0.64948329443759167E-007  -0.231038994E-004
   0.64966817439615632E-007  -0.189295770E-004
   0.64985305435472096E-007  -0.135585888E-004
   0.65003793431328560E-007  -0.722384084E-005
   0.65022281427185025E-007  -0.227517376E-006
   0.65040769423041489E-007   0.716958630E-005
   0.65059257418897953E-007   0.146795401E-004
   0.65077745414754418E-007   0.219176945E-004
   0.65096233410610882E-007   0.284868784E-004
   0.65114721406467346E-007   0.341091254E-004
   0.65133209402323811E-007   0.386251122E-004
   0.65151697398180275E-007   0.418789496E-004
   0.65170185394036739E-007   0.436852206E-004
   0.65188673389893204E-007   0.439722025E-004
   0.65207161385749668E-007   0.429204920E-004
   0.65225649381606132E-007   0.408615597E-004
   0.65244137377462597E-007   0.380225283E-004
   0.65262625373319061E-007   0.344584005E-004
   0.65281113369175525E-007   0.302453573E-004
   0.65299601365031990E-007   0.255933937E-004
   0.65318089360888454E-007   0.206890927E-004
   0.65336577356744918E-007   0.155713533E-004
   0.65355065352601383E-007   0.102946342E-004
   0.65373553348457847E-007   0.511158396E-005
   0.65392041344314311E-007   0.365776941E-006
   0.65410529340170775E-007  -0.370139014E-005
   0.65429017336027240E-007  -0.692129152E-005
   0.65447505331883704E-007  -0.909773098E-005
   0.65465993327740168E-007  -0.100981897E-004
   0.65484481323596633E-007  -0.998697669E-005
   0.65502969319453097E-007  -0.896327219E-005
   0.65521457315309561E-007  -0.723942139E-005
   0.65539945311166026E-007  -0.504685704E-005
   0.65558433307022490E-007  -0.263149241E-005
   0.65576921302878954E-007  -0.130456556E-006
   0.65595409298735419E-007   0.245511569E-005
   0.65613897294591883E-007   0.509377605E-005
   0.65632385290448347E-007   0.764817378E-005
   0.65650873286304812E-007   0.100348434E-004
   0.65669361282161276E-007   0.123251666E-004
   0.65687849278017740E-007   0.145962476E-004
   0.65706337273874205E-007   0.167954640E-004
   0.65724825269730669E-007   0.188358226E-004
   0.65743313265587133E-007   0.207103931E-004
   0.65761801261443598E-007   0.224061387E-004
   0.65780289257300062E-007   0.237753229E-004
   0.65798777253156526E-007   0.245817264E-004
   0.65817265249012991E-007   0.246356667E-004
   0.65835753244869455E-007   0.238332159E-004
   0.65854241240725919E-007   0.221189075E-004
   0.65872729236582384E-007   0.194910717E-004
   0.65891217232438848E-007   0.160481468E-004
   0.65909705228295312E-007   0.119879314E-004
   0.65928193224151777E-007   0.753888435E-005
   0.65946681220008241E-007   0.289670743E-005
   0.65965169215864705E-007  -0.176465073E-005
   0.65983657211721169E-007  -0.624458926E-005
   0.66002145207577634E-007  -0.103463881E-004
   0.66020633203434098E-007  -0.140027532E-004
   0.66039121199290562E-007  -0.173310254E-004
   0.66057609195147027E-007  -0.205001052E-004
   0.66076097191003491E-007  -0.235628650E-004
   0.66094585186859955E-007  -0.264780974E-004
   0.66113073182716420E-007  -0.292555796E-004
   0.66131561178572884E-007  -0.319703613E-004
   0.66150049174429348E-007  -0.346330526E-004
   0.66168537170285813E-007  -0.371482383E-004
   0.66187025166142277E-007  -0.394129456E-004
   0.66205513161998741E-007  -0.413506823E-004
   0.66224001157855206E-007  -0.428289568E-004
   0.66242489153711670E-007  -0.436563350E-004
   0.66260977149568134E-007  -0.436989394E-004
   0.66279465145424599E-007  -0.429087413E-004
   0.66297953141281063E-007  -0.412261652E-004
   0.66316441137137527E-007  -0.385776839E-004
   0.66334929132993992E-007  -0.350058617E-004
   0.66353417128850456E-007  -0.306948059E-004
   0.66371905124706920E-007  -0.258280124E-004
   0.66390393120563385E-007  -0.204991284E-004
   0.66408881116419849E-007  -0.147737092E-004
   0.66427369112276313E-007  -0.876328068E-005
   0.66445857108132778E-007  -0.262721005E-005
   0.66464345103989242E-007   0.346442630E-005
   0.66482833099845706E-007   0.939881011E-005
   0.66501321095702171E-007   0.151572467E-004
   0.66519809091558635E-007   0.206882796E-004
   0.66538297087415099E-007   0.257186894E-004
   0.66556785083271564E-007   0.298225696E-004
   0.66575273079128028E-007   0.327430862E-004
   0.66593761074984492E-007   0.345307417E-004
   0.66612249070840956E-007   0.353138639E-004
   0.66630737066697421E-007   0.350876799E-004
   0.66649225062553885E-007   0.338422797E-004
   0.66667713058410349E-007   0.317800441E-004
   0.66686201054266814E-007   0.292618788E-004
   0.66704689050123278E-007   0.265865983E-004
   0.66723177045979742E-007   0.239310884E-004
   0.66741665041836207E-007   0.214557695E-004
   0.66760153037692671E-007   0.193294545E-004
   0.66778641033549135E-007   0.176459980E-004
   0.66797129029405600E-007   0.164295489E-004
   0.66815617025262064E-007   0.157276281E-004
   0.66834105021118528E-007   0.155713842E-004
   0.66852593016974993E-007   0.158095299E-004
   0.66871081012831457E-007   0.161023836E-004
   0.66889569008687921E-007   0.161445896E-004
   0.66908057004544386E-007   0.158177263E-004
   0.66926545000400850E-007   0.150949154E-004
   0.66945032996257314E-007   0.138987680E-004
   0.66963520992113779E-007   0.121260091E-004
   0.66982008987970243E-007   0.976705087E-005
   0.67000496983826707E-007   0.694360324E-005
   0.67018984979683172E-007   0.382278722E-005
   0.67037472975539636E-007   0.505986236E-006
   0.67055960971396100E-007  -0.298508439E-005
   0.67074448967252565E-007  -0.662166985E-005
   0.67092936963109029E-007  -0.103216025E-004
   0.67111424958965493E-007  -0.140111015E-004
   0.67129912954821958E-007  -0.176602935E-004
   0.67148400950678422E-007  -0.212117156E-004
   0.67166888946534886E-007  -0.245465690E-004
   0.67185376942391350E-007  -0.275701823E-004
   0.67203864938247815E-007  -0.302525968E-004
   0.67222352934104279E-007  -0.325396322E-004
   0.67240840929960743E-007  -0.343047941E-004
   0.67259328925817208E-007  -0.354327058E-004
   0.67277816921673672E-007  -0.358794059E-004
   0.67296304917530136E-007  -0.356192322E-004
   0.67314792913386601E-007  -0.346024026E-004
   0.67333280909243065E-007  -0.327997514E-004
   0.67351768905099529E-007  -0.302441167E-004
   0.67370256900955994E-007  -0.270112541E-004
   0.67388744896812458E-007  -0.231974645E-004
   0.67407232892668922E-007  -0.189301754E-004
   0.67425720888525387E-007  -0.143769221E-004
   0.67444208884381851E-007  -0.972487396E-005
   0.67462696880238315E-007  -0.514055546E-005
   0.67481184876094780E-007  -0.738914423E-006
   0.67499672871951244E-007   0.340375846E-005
   0.67518160867807708E-007   0.719872423E-005
   0.67536648863664173E-007   0.105242916E-004
   0.67555136859520637E-007   0.132708719E-004
   0.67573624855377101E-007   0.153679866E-004
   0.67592112851233566E-007   0.167230028E-004
   0.67610600847090030E-007   0.171838201E-004
   0.67629088842946494E-007   0.166611426E-004
   0.67647576838802959E-007   0.152694465E-004
   0.67666064834659423E-007   0.132252244E-004
   0.67684552830515887E-007   0.106023890E-004
   0.67703040826372352E-007   0.733664911E-005
   0.67721528822228816E-007   0.350879145E-005
   0.67740016818085280E-007  -0.530540092E-006
   0.67758504813941745E-007  -0.438338884E-005
   0.67776992809798209E-007  -0.782096231E-005
   0.67795480805654673E-007  -0.107276064E-004
   0.67813968801511137E-007  -0.129719956E-004
   0.67832456797367602E-007  -0.144120349E-004
   0.67850944793224066E-007  -0.149396110E-004
   0.67869432789080530E-007  -0.144981832E-004
   0.67887920784936995E-007  -0.131611314E-004
   0.67906408780793459E-007  -0.111971985E-004
   0.67924896776649923E-007  -0.892761636E-005
   0.67943384772506388E-007  -0.647363868E-005
   0.67961872768362852E-007  -0.373008811E-005
   0.67980360764219316E-007  -0.609441486E-006
   0.67998848760075781E-007   0.278321886E-005
   0.68017336755932245E-007   0.626903875E-005
   0.68035824751788709E-007   0.980821096E-005
   0.68054312747645174E-007   0.134901848E-004
   0.68072800743501638E-007   0.173283588E-004
   0.68091288739358102E-007   0.211762508E-004
   0.68109776735214567E-007   0.248782089E-004
   0.68128264731071031E-007   0.283902336E-004
   0.68146752726927495E-007   0.316815676E-004
   0.68165240722783960E-007   0.346185843E-004
   0.68183728718640424E-007   0.370437738E-004
   0.68202216714496888E-007   0.388995832E-004
   0.68220704710353353E-007   0.401876823E-004
   0.68239192706209817E-007   0.408588312E-004
   0.68257680702066281E-007   0.408035121E-004
   0.68276168697922746E-007   0.398971897E-004
   0.68294656693779210E-007   0.380180572E-004
   0.68313144689635674E-007   0.350896917E-004
   0.68331632685492139E-007   0.311495460E-004
   0.68350120681348603E-007   0.263193724E-004
   0.68368608677205067E-007   0.206706645E-004
   0.68387096673061532E-007   0.141808287E-004
   0.68405584668917996E-007   0.690599154E-005
   0.68424072664774460E-007  -0.800772796E-006
   0.68442560660630924E-007  -0.832910428E-005
   0.68461048656487389E-007  -0.151319282E-004
   0.68479536652343853E-007  -0.209450445E-004
   0.68498024648200317E-007  -0.256253024E-004
   0.68516512644056782E-007  -0.289129930E-004
   0.68535000639913246E-007  -0.305581088E-004
   0.68553488635769710E-007  -0.306078618E-004
   0.68571976631626175E-007  -0.293340054E-004
   0.68590464627482639E-007  -0.269140528E-004
   0.68608952623339103E-007  -0.234201907E-004
   0.68627440619195568E-007  -0.190800693E-004
   0.68645928615052032E-007  -0.142730314E-004
   0.68664416610908496E-007  -0.925681525E-005
   0.68682904606764961E-007  -0.412788540E-005
   0.68701392602621425E-007   0.949833066E-006
   0.68719880598477889E-007   0.570031170E-005
   0.68738368594334354E-007   0.992752939E-005
   0.68756856590190818E-007   0.135518367E-004
   0.68775344586047282E-007   0.164318390E-004
   0.68793832581903747E-007   0.183183911E-004
   0.68812320577760211E-007   0.190298088E-004
   0.68830808573616675E-007   0.185622703E-004
   0.68849296569473140E-007   0.169970099E-004
   0.68867784565329604E-007   0.143909328E-004
   0.68886272561186068E-007   0.108118820E-004
   0.68904760557042533E-007   0.644249667E-005
   0.68923248552898997E-007   0.159815136E-005
   0.68941736548755461E-007  -0.337888241E-005
   0.68960224544611926E-007  -0.824599920E-005
   0.68978712540468390E-007  -0.128751135E-004
   0.68997200536324854E-007  -0.171545798E-004
   0.69015688532181318E-007  -0.209358004E-004
   0.69034176528037783E-007  -0.241283178E-004
   0.69052664523894247E-007  -0.268044805E-004
   0.69071152519750711E-007  -0.291197466E-004
   0.69089640515607176E-007  -0.311334661E-004
   0.69108128511463640E-007  -0.327958624E-004
   0.69126616507320104E-007  -0.341093837E-004
   0.69145104503176569E-007  -0.351744311E-004
   0.69163592499033033E-007  -0.360168488E-004
   0.69182080494889497E-007  -0.364727093E-004
   0.69200568490745962E-007  -0.363266845E-004
   0.69219056486602426E-007  -0.354898548E-004
   0.69237544482458890E-007  -0.339554608E-004
   0.69256032478315355E-007  -0.316546939E-004
   0.69274520474171819E-007  -0.284943999E-004
   0.69293008470028283E-007  -0.245323372E-004
   0.69311496465884748E-007  -0.199951428E-004
   0.69329984461741212E-007  -0.150958176E-004
   0.69348472457597676E-007  -0.993492722E-005
   0.69366960453454141E-007  -0.461037007E-005
   0.69385448449310605E-007   0.697986252E-006
   0.69403936445167069E-007   0.582333723E-005
   0.69422424441023534E-007   0.106986845E-004
   0.69440912436879998E-007   0.152963912E-004
   0.69459400432736462E-007   0.195896191E-004
   0.69477888428592927E-007   0.236257747E-004
   0.69496376424449391E-007   0.275047532E-004
   0.69514864420305855E-007   0.312061056E-004
   0.69533352416162320E-007   0.345533663E-004
   0.69551840412018784E-007   0.374159863E-004
   0.69570328407875248E-007   0.398237207E-004
   0.69588816403731713E-007   0.418080417E-004
   0.69607304399588177E-007   0.432449924E-004
   0.69625792395444641E-007   0.439372452E-004
   0.69644280391301105E-007   0.437699891E-004
   0.69662768387157570E-007   0.427218220E-004
   0.69681256383014034E-007   0.407924126E-004
   0.69699744378870498E-007   0.379908488E-004
   0.69718232374726963E-007   0.343710526E-004
   0.69736720370583427E-007   0.300440333E-004
   0.69755208366439891E-007   0.251688307E-004
   0.69773696362296356E-007   0.199343140E-004
   0.69792184358152820E-007   0.145143204E-004
   0.69810672354009284E-007   0.902964894E-005
   0.69829160349865749E-007   0.358623629E-005
   0.69847648345722213E-007  -0.165253914E-005
   0.69866136341578677E-007  -0.650270795E-005
   0.69884624337435142E-007  -0.108971626E-004
   0.69903112333291606E-007  -0.149081825E-004
   0.69921600329148070E-007  -0.185737717E-004
   0.69940088325004535E-007  -0.217732668E-004
   0.69958576320860999E-007  -0.243451395E-004
   0.69977064316717463E-007  -0.262476824E-004
   0.69995552312573928E-007  -0.275084330E-004
   0.70014040308430392E-007  -0.280941367E-004
   0.70032528304286856E-007  -0.279607029E-004
   0.70051016300143321E-007  -0.271888257E-004
   0.70069504295999785E-007  -0.259523149E-004
   0.70087992291856249E-007  -0.243905379E-004
   0.70106480287712714E-007  -0.226315260E-004
   0.70124968283569178E-007  -0.209021491E-004
   0.70143456279425642E-007  -0.194717941E-004
   0.70161944275282107E-007  -0.184861910E-004
   0.70180432271138571E-007  -0.179689287E-004
   0.70198920266995035E-007  -0.179636481E-004
   0.70217408262851500E-007  -0.185199915E-004
   0.70235896258707964E-007  -0.195134780E-004
   0.70254384254564428E-007  -0.206236018E-004
   0.70272872250420892E-007  -0.215617620E-004
   0.70291360246277357E-007  -0.222384861E-004
   0.70309848242133821E-007  -0.226618395E-004
   0.70328336237990285E-007  -0.227642777E-004
   0.70346824233846750E-007  -0.224168616E-004
   0.70365312229703214E-007  -0.215766577E-004
   0.70383800225559678E-007  -0.203272957E-004
   0.70402288221416143E-007  -0.187471232E-004
   0.70420776217272607E-007  -0.167918442E-004
   0.70439264213129071E-007  -0.143487359E-004
   0.70457752208985536E-007  -0.113616670E-004
   0.70476240204842000E-007  -0.784288750E-005
   0.70494728200698464E-007  -0.380820939E-005
   0.70513216196554929E-007   0.705559160E-006
   0.70531704192411393E-007   0.557021758E-005
   0.70550192188267857E-007   0.105874878E-004
   0.70568680184124322E-007   0.155659363E-004
   0.70587168179980786E-007   0.203221607E-004
   0.70605656175837250E-007   0.246574964E-004
   0.70624144171693715E-007   0.284195357E-004
   0.70642632167550179E-007   0.315528960E-004
   0.70661120163406643E-007   0.340139704E-004
   0.70679608159263108E-007   0.356665369E-004
   0.70698096155119572E-007   0.363304935E-004
   0.70716584150976036E-007   0.359118458E-004
   0.70735072146832501E-007   0.344345826E-004
   0.70753560142688965E-007   0.319820501E-004
   0.70772048138545429E-007   0.286785835E-004
   0.70790536134401894E-007   0.247176413E-004
   0.70809024130258358E-007   0.203360323E-004
   0.70827512126114822E-007   0.157352479E-004
   0.70846000121971286E-007   0.110578258E-004
   0.70864488117827751E-007   0.644215834E-005
   0.70882976113684215E-007   0.206581581E-005
   0.70901464109540679E-007  -0.186334137E-005
   0.70919952105397144E-007  -0.513054465E-005
   0.70938440101253608E-007  -0.754917301E-005
   0.70956928097110072E-007  -0.900971827E-005
   0.70975416092966537E-007  -0.947162152E-005
   0.70993904088823001E-007  -0.889186595E-005
   0.71012392084679465E-007  -0.722861341E-005
   0.71030880080535930E-007  -0.455315512E-005
   0.71049368076392394E-007  -0.109060852E-005
   0.71067856072248858E-007   0.287474109E-005
   0.71086344068105323E-007   0.705901220E-005
   0.71104832063961787E-007   0.111646095E-004
   0.71123320059818251E-007   0.149626931E-004
   0.71141808055674716E-007   0.184275468E-004
   0.71160296051531180E-007   0.216532044E-004
   0.71178784047387644E-007   0.245953961E-004
   0.71197272043244109E-007   0.270116288E-004
   0.71215760039100573E-007   0.286712111E-004
   0.71234248034957037E-007   0.294902529E-004
   0.71252736030813502E-007   0.294474175E-004
   0.71271224026669966E-007   0.285361748E-004
   0.71289712022526430E-007   0.268600797E-004
   0.71308200018382895E-007   0.246165346E-004
   0.71326688014239359E-007   0.218900659E-004
   0.71345176010095823E-007   0.185907538E-004
   0.71363664005952288E-007   0.146859711E-004
   0.71382152001808752E-007   0.103436032E-004
   0.71400639997665216E-007   0.572822410E-005
   0.71419127993521681E-007   0.818566605E-006
   0.71437615989378145E-007  -0.441497787E-005
   0.71456103985234609E-007  -0.981553967E-005
   0.71474591981091073E-007  -0.152106477E-004
   0.71493079976947538E-007  -0.206137447E-004
   0.71511567972804002E-007  -0.260244487E-004
   0.71530055968660466E-007  -0.311573131E-004
   0.71548543964516931E-007  -0.356143937E-004
   0.71567031960373395E-007  -0.392459406E-004
   0.71585519956229859E-007  -0.421214172E-004
   0.71604007952086324E-007  -0.442056480E-004
   0.71622495947942788E-007  -0.452647764E-004
   0.71640983943799252E-007  -0.450583648E-004
   0.71659471939655717E-007  -0.434605281E-004
   0.71677959935512181E-007  -0.404308084E-004
   0.71696447931368645E-007  -0.360318554E-004
   0.71714935927225110E-007  -0.304731257E-004
   0.71733423923081574E-007  -0.240117297E-004
   0.71751911918938038E-007  -0.168348743E-004
   0.71770399914794503E-007  -0.916495446E-005
   0.71788887910650967E-007  -0.142575027E-005
   0.71807375906507431E-007   0.587807381E-005
   0.71825863902363896E-007   0.124313383E-004
   0.71844351898220360E-007   0.180841471E-004
   0.71862839894076824E-007   0.225874574E-004
   0.71881327889933289E-007   0.255733103E-004
   0.71899815885789753E-007   0.268238800E-004
   0.71918303881646217E-007   0.263911443E-004
   0.71936791877502682E-007   0.244487437E-004
   0.71955279873359146E-007   0.211772785E-004
   0.71973767869215610E-007   0.167805501E-004
   0.71992255865072075E-007   0.114877512E-004
   0.72010743860928539E-007   0.556241275E-005
   0.72029231856785003E-007  -0.631780495E-006
   0.72047719852641467E-007  -0.666679716E-005
   0.72066207848497932E-007  -0.122191859E-004
   0.72084695844354396E-007  -0.171315132E-004
