t              BoxCavity.fdtd_Point probe002_Ey_24_10_7.dat
   0.66248662697158955E-009   0.420603163E-009
   0.66556796012029462E-009   0.445893267E-009
   0.66864929326899969E-009   0.467569428E-009
   0.67173062641770476E-009   0.483245888E-009
   0.67481195956640982E-009   0.500835484E-009
   0.67789329271511489E-009   0.530088307E-009
   0.68097462586381996E-009   0.564910563E-009
   0.68405595901252503E-009   0.590407723E-009
   0.68713729216123010E-009   0.606758033E-009
   0.69021862530993516E-009   0.629176156E-009
   0.69329995845864023E-009   0.665884792E-009
   0.69638129160734530E-009   0.708214931E-009
   0.69946262475605037E-009   0.741359585E-009
   0.70254395790475543E-009   0.762085728E-009
   0.70562529105346050E-009   0.786500864E-009
   0.70870662420216557E-009   0.831378133E-009
   0.71178795735087064E-009   0.886523299E-009
   0.71486929049957570E-009   0.925035937E-009
   0.71795062364828077E-009   0.944554435E-009
   0.72103195679698584E-009   0.973684577E-009
   0.72411328994569091E-009   0.103039244E-008
   0.72719462309439598E-009   0.109637122E-008
   0.73027595624310104E-009   0.114255294E-008
   0.73335728939180611E-009   0.116764953E-008
   0.73643862254051118E-009   0.120168497E-008
   0.73951995568921625E-009   0.126898259E-008
   0.74260128883792131E-009   0.135190370E-008
   0.74568262198662638E-009   0.140898515E-008
   0.74876395513533145E-009   0.143440426E-008
   0.75184528828403652E-009   0.147234180E-008
   0.75492662143274158E-009   0.155567803E-008
   0.75800795458144665E-009   0.165601022E-008
   0.76108928773015172E-009   0.172145920E-008
   0.76417062087885679E-009   0.174968706E-008
   0.76725195402756186E-009   0.179358572E-008
   0.77033328717626692E-009   0.189126048E-008
   0.77341462032497199E-009   0.201189909E-008
   0.77649595347367706E-009   0.209215667E-008
   0.77957728662238213E-009   0.212257212E-008
   0.78265861977108719E-009   0.216818608E-008
   0.78573995291979226E-009   0.228383024E-008
   0.78882128606849733E-009   0.243257259E-008
   0.79190261921720240E-009   0.252822030E-008
   0.79498395236590746E-009   0.255703103E-008
   0.79806528551461253E-009   0.260674726E-008
   0.80114661866331760E-009   0.274671286E-008
   0.80422795181202267E-009   0.292332114E-008
   0.80730928496072774E-009   0.302905301E-008
   0.81039061810943280E-009   0.305484882E-008
   0.81347195125813787E-009   0.310848858E-008
   0.81655328440684294E-009   0.326914296E-008
   0.81963461755554801E-009   0.347705309E-008
   0.82271595070425307E-009   0.360751784E-008
   0.82579728385295814E-009   0.363855879E-008
   0.82887861700166321E-009   0.369313891E-008
   0.83195995015036828E-009   0.387991861E-008
   0.83504128329907334E-009   0.413090540E-008
   0.83812261644777841E-009   0.427913394E-008
   0.84120394959648348E-009   0.429624736E-008
   0.84428528274518855E-009   0.434863079E-008
   0.84736661589389362E-009   0.456855753E-008
   0.85044794904259868E-009   0.486287632E-008
   0.85352928219130375E-009   0.503390840E-008
   0.85661061534000882E-009   0.504971664E-008
   0.85969194848871389E-009   0.509884224E-008
   0.86277328163741895E-009   0.534557731E-008
   0.86585461478612402E-009   0.569304781E-008
   0.86893594793482909E-009   0.589097082E-008
   0.87201728108353416E-009   0.588466698E-008
   0.87509861423223922E-009   0.591919802E-008
   0.87817994738094429E-009   0.620566309E-008
   0.88126128052964936E-009   0.660884947E-008
   0.88434261367835443E-009   0.682454759E-008
   0.88742394682705950E-009   0.680800349E-008
   0.89050527997576456E-009   0.684695856E-008
   0.89358661312446963E-009   0.717493087E-008
   0.89666794627317470E-009   0.764364838E-008
   0.89974927942187977E-009   0.790009569E-008
   0.90283061257058483E-009   0.786181964E-008
   0.90591194571928990E-009   0.786178322E-008
   0.90899327886799497E-009   0.821571966E-008
   0.91207461201670004E-009   0.876068995E-008
   0.91515594516540510E-009   0.904433417E-008
   0.91823727831411017E-009   0.896414765E-008
   0.92131861146281524E-009   0.895252228E-008
   0.92439994461152031E-009   0.938381461E-008
   0.92748127776022538E-009   0.100207664E-007
   0.93056261090893044E-009   0.103183853E-007
   0.93364394405763551E-009   0.101897575E-007
   0.93672527720634058E-009   0.101487201E-007
   0.93980661035504565E-009   0.106087281E-007
   0.94288794350375071E-009   0.113078427E-007
   0.94596927665245578E-009   0.116520660E-007
   0.94905060980116085E-009   0.115151622E-007
   0.95213194294986592E-009   0.114352501E-007
   0.95521327609857098E-009   0.119200774E-007
   0.95829460924727605E-009   0.127284272E-007
   0.96137594239598112E-009   0.131287852E-007
   0.96445727554468619E-009   0.129073667E-007
   0.96753860869339126E-009   0.127459954E-007
   0.97061994184209632E-009   0.132995392E-007
   0.97370127499080139E-009   0.142267318E-007
   0.97678260813950646E-009   0.146398911E-007
   0.97986394128821153E-009   0.143612429E-007
   0.98294527443691659E-009   0.141727163E-007
   0.98602660758562166E-009   0.147433044E-007
   0.98910794073432673E-009   0.157320201E-007
   0.99218927388303180E-009   0.162201026E-007
   0.99527060703173686E-009   0.159235931E-007
   0.99835194018044193E-009   0.156526312E-007
   0.10014332733291470E-008   0.162740683E-007
   0.10045146064778521E-008   0.174259416E-007
   0.10075959396265571E-008   0.179154647E-007
   0.10106772727752622E-008   0.174478760E-007
   0.10137586059239673E-008   0.171217884E-007
   0.10168399390726723E-008   0.178455810E-007
   0.10199212722213774E-008   0.190500273E-007
   0.10230026053700825E-008   0.195334167E-007
   0.10260839385187875E-008   0.190899048E-007
   0.10291652716674926E-008   0.187347080E-007
   0.10322466048161977E-008   0.194000069E-007
   0.10353279379649027E-008   0.207027497E-007
   0.10384092711136078E-008   0.213065654E-007
   0.10414906042623129E-008   0.207036610E-007
   0.10445719374110179E-008   0.201213730E-007
   0.10476532705597230E-008   0.209028741E-007
   0.10507346037084281E-008   0.224510099E-007
   0.10538159368571332E-008   0.229895534E-007
   0.10568972700058382E-008   0.221746657E-007
   0.10599786031545433E-008   0.215909548E-007
   0.10630599363032484E-008   0.224612062E-007
   0.10661412694519534E-008   0.240134490E-007
   0.10692226026006585E-008   0.246005580E-007
   0.10723039357493636E-008   0.238412312E-007
   0.10753852688980686E-008   0.231303918E-007
   0.10784666020467737E-008   0.239045672E-007
   0.10815479351954788E-008   0.256358987E-007
   0.10846292683441838E-008   0.263202224E-007
   0.10877106014928889E-008   0.252751455E-007
   0.10907919346415940E-008   0.243215847E-007
   0.10938732677902990E-008   0.252339714E-007
   0.10969546009390041E-008   0.271122680E-007
   0.11000359340877092E-008   0.277066547E-007
   0.11031172672364142E-008   0.266249298E-007
   0.11061986003851193E-008   0.257355310E-007
   0.11092799335338244E-008   0.265674149E-007
   0.11123612666825294E-008   0.283973076E-007
   0.11154425998312345E-008   0.291796898E-007
   0.11185239329799396E-008   0.281040293E-007
   0.11216052661286446E-008   0.268367248E-007
   0.11246865992773497E-008   0.275219740E-007
   0.11277679324260548E-008   0.296594322E-007
   0.11308492655747598E-008   0.305069392E-007
   0.11339305987234649E-008   0.290747053E-007
   0.11370119318721700E-008   0.277407057E-007
   0.11400932650208750E-008   0.287186896E-007
   0.11431745981695801E-008   0.308223775E-007
   0.11462559313182852E-008   0.313833297E-007
   0.11493372644669902E-008   0.300154639E-007
   0.11524185976156953E-008   0.288280120E-007
   0.11554999307644004E-008   0.295178637E-007
   0.11585812639131055E-008   0.313652819E-007
   0.11616625970618105E-008   0.321549045E-007
   0.11647439302105156E-008   0.309171000E-007
   0.11678252633592207E-008   0.294142168E-007
   0.11709065965079257E-008   0.299802174E-007
   0.11739879296566308E-008   0.320897868E-007
   0.11770692628053359E-008   0.328733947E-007
   0.11801505959540409E-008   0.313334851E-007
   0.11832319291027460E-008   0.298685343E-007
   0.11863132622514511E-008   0.307030383E-007
   0.11893945954001561E-008   0.327419620E-007
   0.11924759285488612E-008   0.333015002E-007
   0.11955572616975663E-008   0.317719255E-007
   0.11986385948462713E-008   0.302523624E-007
   0.12017199279949764E-008   0.307522647E-007
   0.12048012611436815E-008   0.325690834E-007
   0.12078825942923865E-008   0.331477423E-007
   0.12109639274410916E-008   0.316119291E-007
   0.12140452605897967E-008   0.301777483E-007
   0.12171265937385017E-008   0.309851735E-007
   0.12202079268872068E-008   0.328735048E-007
   0.12232892600359119E-008   0.331634951E-007
   0.12263705931846169E-008   0.316049515E-007
   0.12294519263333220E-008   0.304163379E-007
   0.12325332594820271E-008   0.309701669E-007
   0.12356145926307321E-008   0.322873674E-007
   0.12386959257794372E-008   0.325991500E-007
   0.12417772589281423E-008   0.313468433E-007
   0.12448585920768473E-008   0.298680867E-007
   0.12479399252255524E-008   0.300772136E-007
   0.12510212583742575E-008   0.317736202E-007
   0.12541025915229626E-008   0.323278861E-007
   0.12571839246716676E-008   0.305307317E-007
   0.12602652578203727E-008   0.288907422E-007
   0.12633465909690778E-008   0.297465430E-007
   0.12664279241177828E-008   0.313973239E-007
   0.12695092572664879E-008   0.311049675E-007
   0.12725905904151930E-008   0.295092093E-007
   0.12756719235638980E-008   0.288636759E-007
   0.12787532567126031E-008   0.293029494E-007
   0.12818345898613082E-008   0.296588212E-007
   0.12849159230100132E-008   0.295628073E-007
   0.12879972561587183E-008   0.288986186E-007
   0.12910785893074234E-008   0.277593823E-007
   0.12941599224561284E-008   0.274481540E-007
   0.12972412556048335E-008   0.285795618E-007
   0.13003225887535386E-008   0.291327478E-007
   0.13034039219022436E-008   0.276983698E-007
   0.13064852550509487E-008   0.263674718E-007
   0.13095665881996538E-008   0.269083564E-007
   0.13126479213483588E-008   0.275095111E-007
   0.13157292544970639E-008   0.266384035E-007
   0.13188105876457690E-008   0.258653685E-007
   0.13218919207944740E-008   0.261322857E-007
   0.13249732539431791E-008   0.259610786E-007
   0.13280545870918842E-008   0.250592667E-007
   0.13311359202405892E-008   0.248477932E-007
   0.13342172533892943E-008   0.250731382E-007
   0.13372985865379994E-008   0.244994993E-007
   0.13403799196867044E-008   0.238064715E-007
   0.13434612528354095E-008   0.238356002E-007
   0.13465425859841146E-008   0.235533264E-007
   0.13496239191328196E-008   0.227192718E-007
   0.13527052522815247E-008   0.227483756E-007
   0.13557865854302298E-008   0.232005704E-007
   0.13588679185789349E-008   0.221533689E-007
   0.13619492517276399E-008   0.205089616E-007
   0.13650305848763450E-008   0.207582325E-007
   0.13681119180250501E-008   0.221045262E-007
   0.13711932511737551E-008   0.218006448E-007
   0.13742745843224602E-008   0.199492298E-007
   0.13773559174711653E-008   0.188709866E-007
   0.13804372506198703E-008   0.194071603E-007
   0.13835185837685754E-008   0.204130775E-007
   0.13865999169172805E-008   0.202777848E-007
   0.13896812500659855E-008   0.184485280E-007
   0.13927625832146906E-008   0.167864034E-007
   0.13958439163633957E-008   0.176081976E-007
   0.13989252495121007E-008   0.194301801E-007
   0.14020065826608058E-008   0.185705513E-007
   0.14050879158095109E-008   0.155756084E-007
   0.14081692489582159E-008   0.146609018E-007
   0.14112505821069210E-008   0.165387899E-007
   0.14143319152556261E-008   0.177075599E-007
   0.14174132484043311E-008   0.165316987E-007
   0.14204945815530362E-008   0.146236570E-007
   0.14235759147017413E-008   0.134589451E-007
   0.14266572478504463E-008   0.137276350E-007
   0.14297385809991514E-008   0.153774238E-007
   0.14328199141478565E-008   0.159025397E-007
   0.14359012472965615E-008   0.130815359E-007
   0.14389825804452666E-008   0.101830055E-007
   0.14420639135939717E-008   0.119345893E-007
   0.14451452467426767E-008   0.156175304E-007
   0.14482265798913818E-008   0.144741188E-007
   0.14513079130400869E-008   0.939906375E-008
   0.14543892461887920E-008   0.792107091E-008
   0.14574705793374970E-008   0.117454970E-007
   0.14605519124862021E-008   0.144956562E-007
   0.14636332456349072E-008   0.122501254E-007
   0.14667145787836122E-008   0.846823944E-008
   0.14697959119323173E-008   0.772555619E-008
   0.14728772450810224E-008   0.101428910E-007
   0.14759585782297274E-008   0.123544863E-007
   0.14790399113784325E-008   0.111331531E-007
   0.14821212445271376E-008   0.706999659E-008
   0.14852025776758426E-008   0.509434361E-008
   0.14882839108245477E-008   0.827778113E-008
   0.14913652439732528E-008   0.121919488E-007
   0.14944465771219578E-008   0.105820419E-007
   0.14975279102706629E-008   0.521119325E-008
   0.15006092434193680E-008   0.350943385E-008
   0.15036905765680730E-008   0.731263583E-008
   0.15067719097167781E-008   0.106466906E-007
   0.15098532428654832E-008   0.882818796E-008
   0.15129345760141882E-008   0.436650582E-008
   0.15160159091628933E-008   0.288523783E-008
   0.15190972423115984E-008   0.602559957E-008
   0.15221785754603034E-008   0.940760714E-008
   0.15252599086090085E-008   0.792724730E-008
   0.15283412417577136E-008   0.298299119E-008
   0.15314225749064186E-008   0.136102274E-008
   0.15345039080551237E-008   0.541723644E-008
   0.15375852412038288E-008   0.910527032E-008
   0.15406665743525338E-008   0.693919722E-008
   0.15437479075012389E-008   0.197193195E-008
   0.15468292406499440E-008   0.739863060E-009
   0.15499105737986490E-008   0.414577617E-008
   0.15529919069473541E-008   0.725981142E-008
   0.15560732400960592E-008   0.606020656E-008
   0.15591545732447643E-008   0.195704253E-008
   0.15622359063934693E-008   0.394413391E-010
   0.15653172395421744E-008   0.287546320E-008
   0.15683985726908795E-008   0.661039312E-008
   0.15714799058395845E-008   0.570181991E-008
   0.15745612389882896E-008   0.104945519E-008
   0.15776425721369947E-008  -0.873349837E-009
   0.15807239052856997E-008   0.254534616E-008
   0.15838052384344048E-008   0.626776586E-008
   0.15868865715831099E-008   0.499700370E-008
   0.15899679047318149E-008   0.505661291E-009
   0.15930492378805200E-008  -0.119772303E-008
   0.15961305710292251E-008   0.183473992E-008
   0.15992119041779301E-008   0.508682163E-008
   0.16022932373266352E-008   0.396680910E-008
   0.16053745704753403E-008   0.137100109E-009
   0.16084559036240453E-008  -0.102347208E-008
   0.16115372367727504E-008   0.186361415E-008
   0.16146185699214555E-008   0.445204940E-008
   0.16176999030701605E-008   0.306072545E-008
   0.16207812362188656E-008  -0.362503361E-009
   0.16238625693675707E-008  -0.123737509E-008
   0.16269439025162757E-008   0.145155221E-008
   0.16300252356649808E-008   0.387794774E-008
   0.16331065688136859E-008   0.250567456E-008
   0.16361879019623909E-008  -0.823891844E-009
   0.16392692351110960E-008  -0.114973675E-008
   0.16423505682598011E-008   0.214378715E-008
   0.16454319014085061E-008   0.386727272E-008
   0.16485132345572112E-008   0.107280629E-008
   0.16515945677059163E-008  -0.193591809E-008
   0.16546759008546214E-008  -0.541210188E-009
   0.16577572340033264E-008   0.271037126E-008
   0.16608385671520315E-008   0.274241341E-008
   0.16639199003007366E-008   0.101547215E-009
   0.16670012334494416E-008  -0.107139730E-008
   0.16700825665981467E-008   0.120372379E-009
   0.16731638997468518E-008   0.145824031E-008
   0.16762452328955568E-008   0.163635527E-008
   0.16793265660442619E-008   0.699715841E-009
   0.16824078991929670E-008  -0.628485930E-009
   0.16854892323416720E-008  -0.637180864E-009
   0.16885705654903771E-008   0.110711640E-008
   0.16916518986390822E-008   0.197023153E-008
   0.16947332317877872E-008   0.397529787E-009
   0.16978145649364923E-008  -0.926727362E-009
   0.17008958980851974E-008   0.834786684E-010
   0.17039772312339024E-008   0.120019783E-008
   0.17070585643826075E-008   0.510275266E-009
   0.17101398975313126E-008  -0.322219085E-009
   0.17132212306800176E-008   0.574616188E-010
   0.17163025638287227E-008   0.611927842E-009
   0.17193838969774278E-008   0.645063891E-009
   0.17224652301261328E-008   0.372801429E-009
   0.17255465632748379E-008  -0.235795078E-009
   0.17286278964235430E-008  -0.433721337E-009
   0.17317092295722480E-008   0.624904406E-009
   0.17347905627209531E-008   0.137349487E-008
   0.17378718958696582E-008   0.197132755E-009
   0.17409532290183632E-008  -0.993914173E-009
   0.17440345621670683E-008  -0.196146321E-009
   0.17471158953157734E-008   0.898763508E-009
   0.17501972284644784E-008   0.570327008E-009
   0.17532785616131835E-008  -0.451063076E-010
   0.17563598947618886E-008  -0.112684521E-009
   0.17594412279105937E-008  -0.938527103E-010
   0.17625225610592987E-008   0.357818636E-009
   0.17656038942080038E-008   0.958938040E-009
   0.17686852273567089E-008   0.113261456E-009
   0.17717665605054139E-008  -0.118327637E-008
   0.17748478936541190E-008  -0.182828419E-009
   0.17779292268028241E-008   0.167960579E-008
   0.17810105599515291E-008   0.853796589E-009
   0.17840918931002342E-008  -0.126962707E-008
   0.17871732262489393E-008  -0.981046799E-009
   0.17902545593976443E-008   0.897261154E-009
   0.17933358925463494E-008   0.136802625E-008
   0.17964172256950545E-008   0.367691322E-009
   0.17994985588437595E-008  -0.719627802E-009
   0.18025798919924646E-008  -0.107003228E-008
   0.18056612251411697E-008   0.111942677E-009
   0.18087425582898747E-008   0.182160320E-008
   0.18118238914385798E-008   0.118010690E-008
   0.18149052245872849E-008  -0.139289469E-008
   0.18179865577359899E-008  -0.174377335E-008
   0.18210678908846950E-008   0.890678420E-009
   0.18241492240334001E-008   0.234336284E-008
   0.18272305571821051E-008   0.476675366E-009
   0.18303118903308102E-008  -0.183794979E-008
   0.18333932234795153E-008  -0.137244582E-008
   0.18364745566282203E-008   0.127123168E-008
   0.18395558897769254E-008   0.250104648E-008
   0.18426372229256305E-008   0.343078899E-009
   0.18457185560743355E-008  -0.225949726E-008
   0.18487998892230406E-008  -0.136407152E-008
   0.18518812223717457E-008   0.164376202E-008
   0.18549625555204508E-008   0.229793207E-008
   0.18580438886691558E-008   0.112641230E-009
   0.18611252218178609E-008  -0.165119152E-008
   0.18642065549665660E-008  -0.111461884E-008
   0.18672878881152710E-008   0.903956021E-009
   0.18703692212639761E-008   0.209168793E-008
   0.18734505544126812E-008   0.556721669E-009
   0.18765318875613862E-008  -0.183665738E-008
   0.18796132207100913E-008  -0.111639153E-008
   0.18826945538587964E-008   0.176873172E-008
   0.18857758870075014E-008   0.192666305E-008
   0.18888572201562065E-008  -0.657891963E-009
   0.18919385533049116E-008  -0.152609281E-008
   0.18950198864536166E-008   0.288933322E-010
   0.18981012196023217E-008   0.123455313E-008
   0.19011825527510268E-008   0.121368349E-008
   0.19042638858997318E-008   0.233244535E-009
   0.19073452190484369E-008  -0.130906064E-008
   0.19104265521971420E-008  -0.110489962E-008
   0.19135078853458470E-008   0.145691448E-008
   0.19165892184945521E-008   0.229294872E-008
   0.19196705516432572E-008  -0.286110247E-009
   0.19227518847919622E-008  -0.182538884E-008
   0.19258332179406673E-008  -0.135515932E-009
   0.19289145510893724E-008   0.137037770E-008
   0.19319958842380774E-008   0.101835718E-008
   0.19350772173867825E-008   0.308833847E-009
   0.19381585505354876E-008  -0.545470336E-009
