t              BoxCavity.fdtd_Point probe_Ey_5_10_7.dat
   0.66556796012029462E-009   0.948667639E-005
   0.66864929326899969E-009   0.988461670E-005
   0.67173062641770476E-009   0.103098255E-004
   0.67481195956640982E-009   0.107479636E-004
   0.67789329271511489E-009   0.111864829E-004
   0.68097462586381996E-009   0.116327874E-004
   0.68405595901252503E-009   0.121060802E-004
   0.68713729216123010E-009   0.126111281E-004
   0.69021862530993516E-009   0.131313254E-004
   0.69329995845864023E-009   0.136513063E-004
   0.69638129160734530E-009   0.141794435E-004
   0.69946262475605037E-009   0.147387063E-004
   0.70254395790475543E-009   0.153347537E-004
   0.70562529105346050E-009   0.159477040E-004
   0.70870662420216557E-009   0.165597648E-004
   0.71178795735087064E-009   0.171809843E-004
   0.71486929049957570E-009   0.178374521E-004
   0.71795062364828077E-009   0.185354456E-004
   0.72103195679698584E-009   0.192527477E-004
   0.72411328994569091E-009   0.199688457E-004
   0.72719462309439598E-009   0.206942423E-004
   0.73027595624310104E-009   0.214590582E-004
   0.73335728939180611E-009   0.222714552E-004
   0.73643862254051118E-009   0.231052873E-004
   0.73951995568921625E-009   0.239360979E-004
   0.74260128883792131E-009   0.247769276E-004
   0.74568262198662638E-009   0.256627682E-004
   0.74876395513533145E-009   0.266013867E-004
   0.75184528828403652E-009   0.275627572E-004
   0.75492662143274158E-009   0.285208898E-004
   0.75800795458144665E-009   0.294901110E-004
   0.76108928773015172E-009   0.305077956E-004
   0.76417062087885679E-009   0.315835896E-004
   0.76725195402756186E-009   0.326855625E-004
   0.77033328717626692E-009   0.337828278E-004
   0.77341462032497199E-009   0.348898684E-004
   0.77649595347367706E-009   0.360506565E-004
   0.77957728662238213E-009   0.372769136E-004
   0.78265861977108719E-009   0.385304484E-004
   0.78573995291979226E-009   0.397763979E-004
   0.78882128606849733E-009   0.410330904E-004
   0.79190261921720240E-009   0.423488382E-004
   0.79498395236590746E-009   0.437346062E-004
   0.79806528551461253E-009   0.451492851E-004
   0.80114661866331760E-009   0.465557314E-004
   0.80422795181202267E-009   0.479721421E-004
   0.80730928496072774E-009   0.494506203E-004
   0.81039061810943280E-009   0.510054342E-004
   0.81347195125813787E-009   0.525916694E-004
   0.81655328440684294E-009   0.541662303E-004
   0.81963461755554801E-009   0.557495259E-004
   0.82271595070425307E-009   0.574003279E-004
   0.82579728385295814E-009   0.591326643E-004
   0.82887861700166321E-009   0.608960363E-004
   0.83195995015036828E-009   0.626457113E-004
   0.83504128329907334E-009   0.644044703E-004
   0.83812261644777841E-009   0.662327584E-004
   0.84120394959648348E-009   0.681455640E-004
   0.84428528274518855E-009   0.700918754E-004
   0.84736661589389362E-009   0.720229727E-004
   0.85044794904259868E-009   0.739596144E-004
   0.85352928219130375E-009   0.759675022E-004
   0.85661061534000882E-009   0.780659902E-004
   0.85969194848871389E-009   0.801988353E-004
   0.86277328163741895E-009   0.823111259E-004
   0.86585461478612402E-009   0.844269016E-004
   0.86893594793482909E-009   0.866174887E-004
   0.87201728108353416E-009   0.889002768E-004
   0.87509861423223922E-009   0.912150426E-004
   0.87817994738094429E-009   0.935078133E-004
   0.88126128052964936E-009   0.958040691E-004
   0.88434261367835443E-009   0.981738267E-004
   0.88742394682705950E-009   0.100634701E-003
   0.89050527997576456E-009   0.103127946E-003
   0.89358661312446963E-009   0.105597741E-003
   0.89666794627317470E-009   0.108067230E-003
   0.89974927942187977E-009   0.110608446E-003
   0.90283061257058483E-009   0.113241585E-003
   0.90591194571928990E-009   0.115905714E-003
   0.90899327886799497E-009   0.118542106E-003
   0.91207461201670004E-009   0.121174766E-003
   0.91515594516540510E-009   0.123877457E-003
   0.91823727831411017E-009   0.126669882E-003
   0.92131861146281524E-009   0.129490232E-003
   0.92439994461152031E-009   0.132280285E-003
   0.92748127776022538E-009   0.135064154E-003
   0.93056261090893044E-009   0.137913870E-003
   0.93364394405763551E-009   0.140848046E-003
   0.93672527720634058E-009   0.143806916E-003
   0.93980661035504565E-009   0.146734281E-003
   0.94288794350375071E-009   0.149652144E-003
   0.94596927665245578E-009   0.152628898E-003
   0.94905060980116085E-009   0.155683258E-003
   0.95213194294986592E-009   0.158757699E-003
   0.95521327609857098E-009   0.161797725E-003
   0.95829460924727605E-009   0.164826401E-003
   0.96137594239598112E-009   0.167908744E-003
   0.96445727554468619E-009   0.171057618E-003
   0.96753860869339126E-009   0.174219298E-003
   0.97061994184209632E-009   0.177348833E-003
   0.97370127499080139E-009   0.180464282E-003
   0.97678260813950646E-009   0.183618264E-003
   0.97986394128821153E-009   0.186829086E-003
   0.98294527443691659E-009   0.190053950E-003
   0.98602660758562166E-009   0.193241693E-003
   0.98910794073432673E-009   0.196404260E-003
   0.99218927388303180E-009   0.199601287E-003
   0.99527060703173686E-009   0.202849071E-003
   0.99835194018044193E-009   0.206095137E-003
   0.10014332733291470E-008   0.209299047E-003
   0.10045146064778521E-008   0.212485160E-003
   0.10075959396265571E-008   0.215693886E-003
   0.10106772727752622E-008   0.218926492E-003
   0.10137586059239673E-008   0.222153874E-003
   0.10168399390726723E-008   0.225351294E-003
   0.10199212722213774E-008   0.228520148E-003
   0.10230026053700825E-008   0.231687925E-003
   0.10260839385187875E-008   0.234872874E-003
   0.10291652716674926E-008   0.238050794E-003
   0.10322466048161977E-008   0.241187998E-003
   0.10353279379649027E-008   0.244292518E-003
   0.10384092711136078E-008   0.247393182E-003
   0.10414906042623129E-008   0.250488985E-003
   0.10445719374110179E-008   0.253558770E-003
   0.10476532705597230E-008   0.256598549E-003
   0.10507346037084281E-008   0.259613415E-003
   0.10538159368571332E-008   0.262596935E-003
   0.10568972700058382E-008   0.265547424E-003
   0.10599786031545433E-008   0.268475094E-003
   0.10630599363032484E-008   0.271380442E-003
   0.10661412694519534E-008   0.274247956E-003
   0.10692226026006585E-008   0.277065672E-003
   0.10723039357493636E-008   0.279839500E-003
   0.10753852688980686E-008   0.282582507E-003
   0.10784666020467737E-008   0.285300106E-003
   0.10815479351954788E-008   0.287981005E-003
   0.10846292683441838E-008   0.290601107E-003
   0.10877106014928889E-008   0.293153251E-003
   0.10907919346415940E-008   0.295661070E-003
   0.10938732677902990E-008   0.298149738E-003
   0.10969546009390041E-008   0.300605519E-003
   0.11000359340877092E-008   0.302984990E-003
   0.11031172672364142E-008   0.305273803E-003
   0.11061986003851193E-008   0.307508424E-003
   0.11092799335338244E-008   0.309727737E-003
   0.11123612666825294E-008   0.311916228E-003
   0.11154425998312345E-008   0.314015429E-003
   0.11185239329799396E-008   0.316001533E-003
   0.11216052661286446E-008   0.317922910E-003
   0.11246865992773497E-008   0.319840037E-003
   0.11277679324260548E-008   0.321734347E-003
   0.11308492655747598E-008   0.323517917E-003
   0.11339305987234649E-008   0.325159024E-003
   0.11370119318721700E-008   0.326736423E-003
   0.11400932650208750E-008   0.328326540E-003
   0.11431745981695801E-008   0.329886738E-003
   0.11462559313182852E-008   0.331313553E-003
   0.11493372644669902E-008   0.332591619E-003
   0.11524185976156953E-008   0.333808566E-003
   0.11554999307644004E-008   0.335032004E-003
   0.11585812639131055E-008   0.336223340E-003
   0.11616625970618105E-008   0.337283476E-003
   0.11647439302105156E-008   0.338180485E-003
   0.11678252633592207E-008   0.338999147E-003
   0.11709065965079257E-008   0.339835417E-003
   0.11739879296566308E-008   0.340655795E-003
   0.11770692628053359E-008   0.341327104E-003
   0.11801505959540409E-008   0.341809093E-003
   0.11832319291027460E-008   0.342220213E-003
   0.11863132622514511E-008   0.342667889E-003
   0.11893945954001561E-008   0.343093241E-003
   0.11924759285488612E-008   0.343353458E-003
   0.11955572616975663E-008   0.343423802E-003
   0.11986385948462713E-008   0.343427499E-003
   0.12017199279949764E-008   0.343466992E-003
   0.12048012611436815E-008   0.343486201E-003
   0.12078825942923865E-008   0.343341933E-003
   0.12109639274410916E-008   0.343000283E-003
   0.12140452605897967E-008   0.342586398E-003
   0.12171265937385017E-008   0.342216605E-003
   0.12202079268872068E-008   0.341837324E-003
   0.12232892600359119E-008   0.341292354E-003
   0.12263705931846169E-008   0.340540486E-003
   0.12294519263333220E-008   0.339715218E-003
   0.12325332594820271E-008   0.338943559E-003
   0.12356145926307321E-008   0.338170619E-003
   0.12386959257794372E-008   0.337232137E-003
   0.12417772589281423E-008   0.336086057E-003
   0.12448585920768473E-008   0.334871263E-003
   0.12479399252255524E-008   0.333714648E-003
   0.12510212583742575E-008   0.332558353E-003
   0.12541025915229626E-008   0.331240182E-003
   0.12571839246716676E-008   0.329718896E-003
   0.12602652578203727E-008   0.328130787E-003
   0.12633465909690778E-008   0.326606765E-003
   0.12664279241177828E-008   0.325093162E-003
   0.12695092572664879E-008   0.323422166E-003
   0.12725905904151930E-008   0.321549422E-003
   0.12756719235638980E-008   0.319617509E-003
   0.12787532567126031E-008   0.317755708E-003
   0.12818345898613082E-008   0.315904064E-003
   0.12849159230100132E-008   0.313903234E-003
   0.12879972561587183E-008   0.311717828E-003
   0.12910785893074234E-008   0.309478986E-003
   0.12941599224561284E-008   0.307306356E-003
   0.12972412556048335E-008   0.305150985E-003
   0.13003225887535386E-008   0.302861095E-003
   0.13034039219022436E-008   0.300392712E-003
   0.13064852550509487E-008   0.297874736E-003
   0.13095665881996538E-008   0.295431149E-003
   0.13126479213483588E-008   0.293010293E-003
   0.13157292544970639E-008   0.290463067E-003
   0.13188105876457690E-008   0.287755945E-003
   0.13218919207944740E-008   0.285010319E-003
   0.13249732539431791E-008   0.282332767E-003
   0.13280545870918842E-008   0.279678206E-003
   0.13311359202405892E-008   0.276917155E-003
   0.13342172533892943E-008   0.274015038E-003
   0.13372985865379994E-008   0.271080236E-003
   0.13403799196867044E-008   0.268213480E-003
   0.13434612528354095E-008   0.265369948E-003
   0.13465425859841146E-008   0.262431626E-003
   0.13496239191328196E-008   0.259377586E-003
   0.13527052522815247E-008   0.256302650E-003
   0.13557865854302298E-008   0.253283797E-003
   0.13588679185789349E-008   0.250290002E-003
   0.13619492517276399E-008   0.247229618E-003
   0.13650305848763450E-008   0.244069292E-003
   0.13681119180250501E-008   0.240884168E-003
   0.13711932511737551E-008   0.237762346E-003
   0.13742745843224602E-008   0.234676918E-003
   0.13773559174711653E-008   0.231524435E-003
   0.13804372506198703E-008   0.228286037E-003
   0.13835185837685754E-008   0.225052077E-003
   0.13865999169172805E-008   0.221879862E-003
   0.13896812500659855E-008   0.218723086E-003
   0.13927625832146906E-008   0.215518186E-003
   0.13958439163633957E-008   0.212267420E-003
   0.13989252495121007E-008   0.209021193E-003
   0.14020065826608058E-008   0.205816643E-003
   0.14050879158095109E-008   0.202638636E-003
   0.14081692489582159E-008   0.199438218E-003
   0.14112505821069210E-008   0.196201087E-003
   0.14143319152556261E-008   0.192972613E-003
   0.14174132484043311E-008   0.189789571E-003
   0.14204945815530362E-008   0.186628313E-003
   0.14235759147017413E-008   0.183453012E-003
   0.14266572478504463E-008   0.180269810E-003
   0.14297385809991514E-008   0.177105554E-003
   0.14328199141478565E-008   0.173969704E-003
   0.14359012472965615E-008   0.170854953E-003
   0.14389825804452666E-008   0.167751947E-003
   0.14420639135939717E-008   0.164657409E-003
   0.14451452467426767E-008   0.161578952E-003
   0.14482265798913818E-008   0.158524752E-003
   0.14513079130400869E-008   0.155492482E-003
   0.14543892461887920E-008   0.152481283E-003
   0.14574705793374970E-008   0.149497660E-003
   0.14605519124862021E-008   0.146539460E-003
   0.14636332456349072E-008   0.143595258E-003
   0.14667145787836122E-008   0.140669217E-003
   0.14697959119323173E-008   0.137781448E-003
   0.14728772450810224E-008   0.134935297E-003
   0.14759585782297274E-008   0.132112036E-003
   0.14790399113784325E-008   0.129299122E-003
   0.14821212445271376E-008   0.126507497E-003
   0.14852025776758426E-008   0.123760183E-003
   0.14882839108245477E-008   0.121064404E-003
   0.14913652439732528E-008   0.118399592E-003
   0.14944465771219578E-008   0.115741306E-003
   0.14975279102706629E-008   0.113098024E-003
   0.15006092434193680E-008   0.110506131E-003
   0.15036905765680730E-008   0.107978791E-003
   0.15067719097167781E-008   0.105485095E-003
   0.15098532428654832E-008   0.102991027E-003
   0.15129345760141882E-008   0.100508681E-003
   0.15160159091628933E-008   0.980866462E-004
   0.15190972423115984E-008   0.957417142E-004
   0.15221785754603034E-008   0.934289419E-004
   0.15252599086090085E-008   0.911036186E-004
   0.15283412417577136E-008   0.887900023E-004
   0.15314225749064186E-008   0.865495240E-004
   0.15345039080551237E-008   0.843903908E-004
   0.15375852412038288E-008   0.822583097E-004
   0.15406665743525338E-008   0.801132410E-004
   0.15437479075012389E-008   0.779801630E-004
   0.15468292406499440E-008   0.759171453E-004
   0.15499105737986490E-008   0.739409079E-004
   0.15529919069473541E-008   0.720004537E-004
   0.15560732400960592E-008   0.700396922E-004
   0.15591545732447643E-008   0.680795856E-004
   0.15622359063934693E-008   0.661967715E-004
   0.15653172395421744E-008   0.644104657E-004
   0.15683985726908795E-008   0.626520996E-004
   0.15714799058395845E-008   0.608659757E-004
   0.15745612389882896E-008   0.590866439E-004
   0.15776425721369947E-008   0.573864963E-004
   0.15807239052856997E-008   0.557761414E-004
   0.15838052384344048E-008   0.541944391E-004
   0.15868865715831099E-008   0.525891192E-004
   0.15899679047318149E-008   0.509850870E-004
   0.15930492378805200E-008   0.494546730E-004
   0.15961305710292251E-008   0.480173330E-004
   0.15992119041779301E-008   0.466089914E-004
   0.16022932373266352E-008   0.451709166E-004
   0.16053745704753403E-008   0.437329145E-004
   0.16084559036240453E-008   0.423707643E-004
   0.16115372367727504E-008   0.410983594E-004
   0.16146185699214555E-008   0.398509146E-004
   0.16176999030701605E-008   0.385745625E-004
   0.16207812362188656E-008   0.372974755E-004
   0.16238625693675707E-008   0.360912127E-004
   0.16269439025162757E-008   0.349715920E-004
   0.16300252356649808E-008   0.338763857E-004
   0.16331065688136859E-008   0.327510970E-004
   0.16361879019623909E-008   0.316239348E-004
   0.16392692351110960E-008   0.305654758E-004
   0.16423505682598011E-008   0.295884274E-004
   0.16454319014085061E-008   0.286318373E-004
   0.16485132345572112E-008   0.276463616E-004
   0.16515945677059163E-008   0.266599818E-004
   0.16546759008546214E-008   0.257378924E-004
   0.16577572340033264E-008   0.248913002E-004
   0.16608385671520315E-008   0.240628178E-004
   0.16639199003007366E-008   0.232060138E-004
   0.16670012334494416E-008   0.223478401E-004
   0.16700825665981467E-008   0.215496475E-004
   0.16731638997468518E-008   0.208212405E-004
   0.16762452328955568E-008   0.201091334E-004
   0.16793265660442619E-008   0.193702272E-004
   0.16824078991929670E-008   0.186287143E-004
   0.16854892323416720E-008   0.179419148E-004
   0.16885705654903771E-008   0.173202461E-004
   0.16916518986390822E-008   0.167130547E-004
   0.16947332317877872E-008   0.160791533E-004
   0.16978145649364923E-008   0.154427198E-004
   0.17008958980851974E-008   0.148573736E-004
   0.17039772312339024E-008   0.143301731E-004
   0.17070585643826075E-008   0.138144051E-004
   0.17101398975313126E-008   0.132749883E-004
   0.17132212306800176E-008   0.127337044E-004
   0.17163025638287227E-008   0.122373767E-004
   0.17193838969774278E-008   0.117931886E-004
   0.17224652301261328E-008   0.113594888E-004
   0.17255465632748379E-008   0.109031835E-004
   0.17286278964235430E-008   0.104444871E-004
   0.17317092295722480E-008   0.100272227E-004
   0.17347905627209531E-008   0.965633353E-005
   0.17378718958696582E-008   0.929296584E-005
   0.17409532290183632E-008   0.890962110E-005
   0.17440345621670683E-008   0.852531957E-005
   0.17471158953157734E-008   0.817667114E-005
   0.17501972284644784E-008   0.786759483E-005
   0.17532785616131835E-008   0.756583904E-005
   0.17563598947618886E-008   0.724695428E-005
   0.17594412279105937E-008   0.692603226E-005
   0.17625225610592987E-008   0.663597257E-005
   0.17656038942080038E-008   0.638132587E-005
   0.17686852273567089E-008   0.613274506E-005
   0.17717665605054139E-008   0.586827400E-005
   0.17748478936541190E-008   0.560235230E-005
   0.17779292268028241E-008   0.536372318E-005
   0.17810105599515291E-008   0.515495003E-005
   0.17840918931002342E-008   0.495071072E-005
   0.17871732262489393E-008   0.473332875E-005
   0.17902545593976443E-008   0.451498454E-005
   0.17933358925463494E-008   0.431925810E-005
   0.17964172256950545E-008   0.414881242E-005
   0.17994985588437595E-008   0.398299835E-005
   0.18025798919924646E-008   0.380608026E-005
   0.18056612251411697E-008   0.362744345E-005
   0.18087425582898747E-008   0.346773641E-005
   0.18118238914385798E-008   0.332990794E-005
   0.18149052245872849E-008   0.319589958E-005
   0.18179865577359899E-008   0.305228195E-005
   0.18210678908846950E-008   0.290766911E-005
   0.18241492240334001E-008   0.277899676E-005
   0.18272305571821051E-008   0.266786628E-005
   0.18303118903308102E-008   0.255991586E-005
   0.18333932234795153E-008   0.244466560E-005
   0.18364745566282203E-008   0.232829848E-005
   0.18395558897769254E-008   0.222455333E-005
   0.18426372229256305E-008   0.213589715E-005
   0.18457185560743355E-008   0.205030187E-005
   0.18487998892230406E-008   0.195804114E-005
   0.18518812223717457E-008   0.186474733E-005
   0.18549625555204508E-008   0.178231721E-005
   0.18580438886691558E-008   0.171185513E-005
   0.18611252218178609E-008   0.164365531E-005
   0.18642065549665660E-008   0.157101738E-005
   0.18672878881152710E-008   0.149759751E-005
   0.18703692212639761E-008   0.143158445E-005
   0.18734505544126812E-008   0.137529071E-005
   0.18765318875613862E-008   0.132229775E-005
   0.18796132207100913E-008   0.126576606E-005
   0.18826945538587964E-008   0.120766174E-005
   0.18857758870075014E-008   0.115558123E-005
   0.18888572201562065E-008   0.111153417E-005
   0.18919385533049116E-008   0.106997686E-005
   0.18950198864536166E-008   0.102612250E-005
   0.18981012196023217E-008   0.981195512E-006
   0.19011825527510268E-008   0.939929464E-006
   0.19042638858997318E-008   0.905047273E-006
   0.19073452190484369E-008   0.873841827E-006
   0.19104265521971420E-008   0.840800510E-006
   0.19135078853458470E-008   0.805061688E-006
   0.19165892184945521E-008   0.772168676E-006
   0.19196705516432572E-008   0.745870580E-006
   0.19227518847919622E-008   0.722720415E-006
   0.19258332179406673E-008   0.697415601E-006
   0.19289145510893724E-008   0.669696590E-006
   0.19319958842380774E-008   0.643907072E-006
   0.19350772173867825E-008   0.623460892E-006
   0.19381585505354876E-008   0.606625520E-006
   0.19412398836841926E-008   0.588177329E-006
   0.19443212168328977E-008   0.566399081E-006
   0.19474025499816028E-008   0.546056356E-006
