t              BoxCavity.fdtd_Point probe002_Ex_24_10_7.dat
   0.66556796012029462E-009   0.179576602E-007
   0.66864929326899969E-009   0.190586551E-007
   0.67173062641770476E-009   0.199091019E-007
   0.67481195956640982E-009   0.205623358E-007
   0.67789329271511489E-009   0.214249773E-007
   0.68097462586381996E-009   0.227024248E-007
   0.68405595901252503E-009   0.240781475E-007
   0.68713729216123010E-009   0.251203431E-007
   0.69021862530993516E-009   0.258976094E-007
   0.69329995845864023E-009   0.269369327E-007
   0.69638129160734530E-009   0.285147568E-007
   0.69946262475605037E-009   0.302277314E-007
   0.70254395790475543E-009   0.315001643E-007
   0.70562529105346050E-009   0.324071188E-007
   0.70870662420216557E-009   0.336459465E-007
   0.71178795735087064E-009   0.355911212E-007
   0.71486929049957570E-009   0.377115015E-007
   0.71795062364828077E-009   0.392469381E-007
   0.72103195679698584E-009   0.402935605E-007
   0.72411328994569091E-009   0.417602379E-007
   0.72719462309439598E-009   0.441401227E-007
   0.73027595624310104E-009   0.467503227E-007
   0.73335728939180611E-009   0.485949307E-007
   0.73643862254051118E-009   0.497819457E-007
   0.73951995568921625E-009   0.514945881E-007
   0.74260128883792131E-009   0.543907426E-007
   0.74568262198662638E-009   0.575883092E-007
   0.74876395513533145E-009   0.597846750E-007
   0.75184528828403652E-009   0.611102848E-007
   0.75492662143274158E-009   0.630948804E-007
   0.75800795458144665E-009   0.665962645E-007
   0.76108928773015172E-009   0.704869905E-007
   0.76417062087885679E-009   0.730848271E-007
   0.76725195402756186E-009   0.745395425E-007
   0.77033328717626692E-009   0.768111832E-007
   0.77341462032497199E-009   0.810170846E-007
   0.77649595347367706E-009   0.857244586E-007
   0.77957728662238213E-009   0.887705696E-007
   0.78265861977108719E-009   0.903309427E-007
   0.78573995291979226E-009   0.929059141E-007
   0.78882128606849733E-009   0.979313128E-007
   0.79190261921720240E-009   0.103593521E-006
   0.79498395236590746E-009   0.107138881E-006
   0.79806528551461253E-009   0.108772198E-006
   0.80114661866331760E-009   0.111651623E-006
   0.80422795181202267E-009   0.117609424E-006
   0.80730928496072774E-009   0.124378502E-006
   0.81039061810943280E-009   0.128479257E-006
   0.81347195125813787E-009   0.130134126E-006
   0.81655328440684294E-009   0.133302692E-006
   0.81963461755554801E-009   0.140321944E-006
   0.82271595070425307E-009   0.148378419E-006
   0.82579728385295814E-009   0.153088990E-006
   0.82887861700166321E-009   0.154689602E-006
   0.83195995015036828E-009   0.158126142E-006
   0.83504128329907334E-009   0.166347590E-006
   0.83812261644777841E-009   0.175870753E-006
   0.84120394959648348E-009   0.181230433E-006
   0.84428528274518855E-009   0.182683721E-006
   0.84736661589389362E-009   0.186346270E-006
   0.85044794904259868E-009   0.195904988E-006
   0.85352928219130375E-009   0.207102133E-006
   0.85661061534000882E-009   0.213168889E-006
   0.85969194848871389E-009   0.214350806E-006
   0.86277328163741895E-009   0.218168523E-006
   0.86585461478612402E-009   0.229222252E-006
   0.86893594793482909E-009   0.242320255E-006
   0.87201728108353416E-009   0.249119438E-006
   0.87509861423223922E-009   0.249863092E-006
   0.87817994738094429E-009   0.253744986E-006
   0.88126128052964936E-009   0.266439713E-006
   0.88434261367835443E-009   0.281667610E-006
   0.88742394682705950E-009   0.289237391E-006
   0.89050527997576456E-009   0.289357814E-006
   0.89358661312446963E-009   0.293182410E-006
   0.89666794627317470E-009   0.307679670E-006
   0.89974927942187977E-009   0.325294167E-006
   0.90283061257058483E-009   0.333642731E-006
   0.90591194571928990E-009   0.332902204E-006
   0.90899327886799497E-009   0.336521396E-006
   0.91207461201670004E-009   0.352959574E-006
   0.91515594516540510E-009   0.373195064E-006
   0.91823727831411017E-009   0.382332900E-006
   0.92131861146281524E-009   0.380479577E-006
   0.92439994461152031E-009   0.383700666E-006
   0.92748127776022538E-009   0.402215761E-006
   0.93056261090893044E-009   0.425352681E-006
   0.93364394405763551E-009   0.435285955E-006
   0.93672527720634058E-009   0.432006431E-006
   0.93980661035504565E-009   0.434599599E-006
   0.94288794350375071E-009   0.455316780E-006
   0.94596927665245578E-009   0.481599727E-006
   0.94905060980116085E-009   0.492296408E-006
   0.95213194294986592E-009   0.487254852E-006
   0.95521327609857098E-009   0.488957710E-006
   0.95829460924727605E-009   0.511974349E-006
   0.96137594239598112E-009   0.541656220E-006
   0.96445727554468619E-009   0.553092320E-006
   0.96753860869339126E-009   0.545937837E-006
   0.97061994184209632E-009   0.546473075E-006
   0.97370127499080139E-009   0.571859744E-006
   0.97678260813950646E-009   0.605147193E-006
   0.97986394128821153E-009   0.617270075E-006
   0.98294527443691659E-009   0.607618063E-006
   0.98602660758562166E-009   0.606628987E-006
   0.98910794073432673E-009   0.634414334E-006
   0.99218927388303180E-009   0.671547923E-006
   0.99527060703173686E-009   0.684295117E-006
   0.99835194018044193E-009   0.671709302E-006
   0.10014332733291470E-008   0.668890152E-006
   0.10045146064778521E-008   0.699159727E-006
   0.10075959396265571E-008   0.740265762E-006
   0.10106772727752622E-008   0.753469294E-006
   0.10137586059239673E-008   0.737583946E-006
   0.10168399390726723E-008   0.732604690E-006
   0.10199212722213774E-008   0.765219966E-006
   0.10230026053700825E-008   0.810380527E-006
   0.10260839385187875E-008   0.824054155E-006
   0.10291652716674926E-008   0.804491322E-006
   0.10322466048161977E-008   0.796877544E-006
   0.10353279379649027E-008   0.831816806E-006
   0.10384092711136078E-008   0.881250003E-006
   0.10414906042623129E-008   0.895197957E-006
   0.10445719374110179E-008   0.871432064E-006
   0.10476532705597230E-008   0.860905857E-006
   0.10507346037084281E-008   0.898135454E-006
   0.10538159368571332E-008   0.951673655E-006
   0.10568972700058382E-008   0.965645540E-006
   0.10599786031545433E-008   0.937509469E-006
   0.10630599363032484E-008   0.923822313E-006
   0.10661412694519534E-008   0.963009256E-006
   0.10692226026006585E-008   0.102055151E-005
   0.10723039357493636E-008   0.103458387E-005
   0.10753852688980686E-008   0.100180853E-005
   0.10784666020467737E-008   0.984482540E-006
   0.10815479351954788E-008   0.102540878E-005
   0.10846292683441838E-008   0.108690597E-005
   0.10877106014928889E-008   0.110074200E-005
   0.10907919346415940E-008   0.106300195E-005
   0.10938732677902990E-008   0.104188780E-005
   0.10969546009390041E-008   0.108433085E-005
   0.11000359340877092E-008   0.114937507E-005
   0.11031172672364142E-008   0.116282888E-005
   0.11061986003851193E-008   0.112022417E-005
   0.11092799335338244E-008   0.109516759E-005
   0.11123612666825294E-008   0.113859107E-005
   0.11154425998312345E-008   0.120677169E-005
   0.11185239329799396E-008   0.121976302E-005
   0.11216052661286446E-008   0.117226921E-005
   0.11246865992773497E-008   0.114313707E-005
   0.11277679324260548E-008   0.118721709E-005
   0.11308492655747598E-008   0.125798056E-005
   0.11339305987234649E-008   0.127018575E-005
   0.11370119318721700E-008   0.121812218E-005
   0.11400932650208750E-008   0.118517232E-005
   0.11431745981695801E-008   0.122925485E-005
   0.11462559313182852E-008   0.130171793E-005
   0.11493372644669902E-008   0.131313698E-005
   0.11524185976156953E-008   0.125694760E-005
   0.11554999307644004E-008   0.122004883E-005
   0.11585812639131055E-008   0.126356281E-005
   0.11616625970618105E-008   0.133725734E-005
   0.11647439302105156E-008   0.134762809E-005
   0.11678252633592207E-008   0.128754164E-005
   0.11709065965079257E-008   0.124731309E-005
   0.11739879296566308E-008   0.128998647E-005
   0.11770692628053359E-008   0.136348558E-005
   0.11801505959540409E-008   0.137229574E-005
   0.11832319291027460E-008   0.130955721E-005
   0.11863132622514511E-008   0.126663701E-005
   0.11893945954001561E-008   0.130718695E-005
   0.11924759285488612E-008   0.137941174E-005
   0.11955572616975663E-008   0.138721157E-005
   0.11986385948462713E-008   0.132257037E-005
   0.12017199279949764E-008   0.127693352E-005
   0.12048012611436815E-008   0.131506886E-005
   0.12078825942923865E-008   0.138533710E-005
   0.12109639274410916E-008   0.139129713E-005
   0.12140452605897967E-008   0.132540072E-005
   0.12171265937385017E-008   0.127865496E-005
   0.12202079268872068E-008   0.131389652E-005
   0.12232892600359119E-008   0.137994880E-005
   0.12263705931846169E-008   0.138398650E-005
   0.12294519263333220E-008   0.131915067E-005
   0.12325332594820271E-008   0.127195915E-005
   0.12356145926307321E-008   0.130256058E-005
   0.12386959257794372E-008   0.136340952E-005
   0.12417772589281423E-008   0.136613221E-005
   0.12448585920768473E-008   0.130299293E-005
   0.12479399252255524E-008   0.125591419E-005
   0.12510212583742575E-008   0.128222996E-005
   0.12541025915229626E-008   0.133675883E-005
   0.12571839246716676E-008   0.133695789E-005
   0.12602652578203727E-008   0.127702776E-005
   0.12633465909690778E-008   0.123230143E-005
   0.12664279241177828E-008   0.125321151E-005
   0.12695092572664879E-008   0.129886087E-005
   0.12725905904151930E-008   0.129716955E-005
   0.12756719235638980E-008   0.124291762E-005
   0.12787532567126031E-008   0.120070740E-005
   0.12818345898613082E-008   0.121480718E-005
   0.12849159230100132E-008   0.125130066E-005
   0.12879972561587183E-008   0.124818371E-005
   0.12910785893074234E-008   0.120027187E-005
   0.12941599224561284E-008   0.116202784E-005
   0.12972412556048335E-008   0.116969125E-005
   0.13003225887535386E-008   0.119476317E-005
   0.13034039219022436E-008   0.118900903E-005
   0.13064852550509487E-008   0.115020509E-005
   0.13095665881996538E-008   0.111833970E-005
   0.13126479213483588E-008   0.111775216E-005
   0.13157292544970639E-008   0.112919577E-005
   0.13188105876457690E-008   0.112200109E-005
   0.13218919207944740E-008   0.109423286E-005
   0.13249732539431791E-008   0.106891491E-005
   0.13280545870918842E-008   0.106001960E-005
   0.13311359202405892E-008   0.105784579E-005
   0.13342172533892943E-008   0.104831975E-005
   0.13372985865379994E-008   0.103177842E-005
   0.13403799196867044E-008   0.101526041E-005
   0.13434612528354095E-008   0.998738983E-006
   0.13465425859841146E-008   0.980872301E-006
   0.13496239191328196E-008   0.968510903E-006
   0.13527052522815247E-008   0.965470008E-006
   0.13557865854302298E-008   0.958713372E-006
   0.13588679185789349E-008   0.933426975E-006
   0.13619492517276399E-008   0.899804149E-006
   0.13650305848763450E-008   0.885553789E-006
   0.13681119180250501E-008   0.896033953E-006
   0.13711932511737551E-008   0.899276017E-006
   0.13742745843224602E-008   0.866304333E-006
   0.13773559174711653E-008   0.816668489E-006
   0.13804372506198703E-008   0.799458235E-006
   0.13835185837685754E-008   0.824465133E-006
   0.13865999169172805E-008   0.839417964E-006
   0.13896812500659855E-008   0.798187557E-006
   0.13927625832146906E-008   0.731656769E-006
   0.13958439163633957E-008   0.712715064E-006
   0.13989252495121007E-008   0.753070424E-006
   0.14020065826608058E-008   0.778689866E-006
   0.14050879158095109E-008   0.729269061E-006
   0.14081692489582159E-008   0.647520892E-006
   0.14112505821069210E-008   0.627017471E-006
   0.14143319152556261E-008   0.681676170E-006
   0.14174132484043311E-008   0.718455169E-006
   0.14204945815530362E-008   0.661939850E-006
   0.14235759147017413E-008   0.564716970E-006
   0.14266572478504463E-008   0.542479142E-006
   0.14297385809991514E-008   0.612288204E-006
   0.14328199141478565E-008   0.660343517E-006
   0.14359012472965615E-008   0.596199129E-006
   0.14389825804452666E-008   0.484145914E-006
   0.14420639135939717E-008   0.461092725E-006
   0.14451452467426767E-008   0.545535556E-006
   0.14482265798913818E-008   0.604278853E-006
   0.14513079130400869E-008   0.533341847E-006
   0.14543892461887920E-008   0.407500806E-006
   0.14574705793374970E-008   0.383686910E-006
   0.14605519124862021E-008   0.482111432E-006
   0.14636332456349072E-008   0.550736047E-006
   0.14667145787836122E-008   0.473292715E-006
   0.14697959119323173E-008   0.335701316E-006
   0.14728772450810224E-008   0.312210688E-006
   0.14759585782297274E-008   0.422532594E-006
   0.14790399113784325E-008   0.499217151E-006
   0.14821212445271376E-008   0.417187209E-006
   0.14852025776758426E-008   0.270289974E-006
   0.14882839108245477E-008   0.246303671E-006
   0.14913652439732528E-008   0.366752943E-006
   0.14944465771219578E-008   0.451574238E-006
   0.14975279102706629E-008   0.365575886E-006
   0.15006092434193680E-008   0.209857177E-006
   0.15036905765680730E-008   0.186460298E-006
   0.15067719097167781E-008   0.316756172E-006
   0.15098532428654832E-008   0.407270534E-006
   0.15129345760141882E-008   0.317208105E-006
   0.15160159091628933E-008   0.156400347E-006
   0.15190972423115984E-008   0.134745122E-006
   0.15221785754603034E-008   0.270781300E-006
   0.15252599086090085E-008   0.364710672E-006
   0.15283412417577136E-008   0.274077735E-006
   0.15314225749064186E-008   0.111229909E-006
   0.15345039080551237E-008   0.894139731E-007
   0.15375852412038288E-008   0.228385019E-006
   0.15406665743525338E-008   0.325669617E-006
   0.15437479075012389E-008   0.235692070E-006
   0.15468292406499440E-008   0.721813791E-007
   0.15499105737986490E-008   0.514529930E-007
   0.15529919069473541E-008   0.192159774E-006
   0.15560732400960592E-008   0.289476475E-006
   0.15591545732447643E-008   0.199952680E-006
   0.15622359063934693E-008   0.396782838E-007
   0.15653172395421744E-008   0.214597318E-007
   0.15683985726908795E-008   0.160351902E-006
   0.15714799058395845E-008   0.255430081E-006
   0.15745612389882896E-008   0.168685659E-006
   0.15776425721369947E-008   0.138002321E-007
   0.15807239052856997E-008  -0.295777447E-008
   0.15838052384344048E-008   0.132644800E-006
   0.15868865715831099E-008   0.225264984E-006
   0.15899679047318149E-008   0.141542770E-006
   0.15930492378805200E-008  -0.686706869E-008
   0.15961305710292251E-008  -0.211593658E-007
   0.15992119041779301E-008   0.109181840E-006
   0.16022932373266352E-008   0.196419137E-006
   0.16053745704753403E-008   0.117263532E-006
   0.16084559036240453E-008  -0.207036450E-007
   0.16115372367727504E-008  -0.331210224E-007
   0.16146185699214555E-008   0.880331328E-007
   0.16176999030701605E-008   0.169362721E-006
   0.16207812362188656E-008   0.971952403E-007
   0.16238625693675707E-008  -0.297167588E-007
   0.16269439025162757E-008  -0.409196552E-007
   0.16300252356649808E-008   0.709538597E-007
   0.16331065688136859E-008   0.145153734E-006
   0.16361879019623909E-008   0.785255949E-007
   0.16392692351110960E-008  -0.355837528E-007
   0.16423505682598011E-008  -0.433071037E-007
   0.16454319014085061E-008   0.572650833E-007
   0.16485132345572112E-008   0.121509373E-006
   0.16515945677059163E-008   0.621640055E-007
   0.16546759008546214E-008  -0.363156261E-007
   0.16577572340033264E-008  -0.417603552E-007
   0.16608385671520315E-008   0.449606112E-007
   0.16639199003007366E-008   0.992128832E-007
   0.16670012334494416E-008   0.482327671E-007
   0.16700825665981467E-008  -0.340950983E-007
   0.16731638997468518E-008  -0.369809605E-007
   0.16762452328955568E-008   0.351654883E-007
   0.16793265660442619E-008   0.778350255E-007
   0.16824078991929670E-008   0.352757326E-007
   0.16854892323416720E-008  -0.293202689E-007
   0.16885705654903771E-008  -0.294266282E-007
   0.16916518986390822E-008   0.272890563E-007
   0.16947332317877872E-008   0.584403281E-007
   0.16978145649364923E-008   0.241592737E-007
   0.17008958980851974E-008  -0.238254323E-007
   0.17039772312339024E-008  -0.209831228E-007
   0.17070585643826075E-008   0.216661569E-007
   0.17101398975313126E-008   0.410771506E-007
   0.17132212306800176E-008   0.139998981E-007
   0.17163025638287227E-008  -0.170848580E-007
   0.17193838969774278E-008  -0.112705791E-007
   0.17224652301261328E-008   0.161971538E-007
   0.17255465632748379E-008   0.245858569E-007
   0.17286278964235430E-008   0.673359679E-008
   0.17317092295722480E-008  -0.852088000E-008
   0.17347905627209531E-008  -0.243222154E-008
   0.17378718958696582E-008   0.107374420E-007
   0.17409532290183632E-008   0.105538476E-007
   0.17440345621670683E-008   0.801302136E-009
   0.17471158953157734E-008  -0.855351456E-009
   0.17501972284644784E-008   0.665297950E-008
   0.17532785616131835E-008   0.734458672E-008
   0.17563598947618886E-008  -0.235165443E-008
   0.17594412279105937E-008  -0.520425436E-008
   0.17625225610592987E-008   0.717075865E-008
   0.17656038942080038E-008   0.161256200E-007
   0.17686852273567089E-008   0.405013623E-008
   0.17717665605054139E-008  -0.140118974E-007
   0.17748478936541190E-008  -0.947206136E-008
   0.17779292268028241E-008   0.148429065E-007
   0.17810105599515291E-008   0.239836702E-007
   0.17840918931002342E-008   0.111949916E-008
   0.17871732262489393E-008  -0.236305890E-007
   0.17902545593976443E-008  -0.128676483E-007
   0.17933358925463494E-008   0.220161986E-007
   0.17964172256950545E-008   0.316627791E-007
   0.17994985588437595E-008  -0.143999301E-008
   0.18025798919924646E-008  -0.327990541E-007
   0.18056612251411697E-008  -0.157608611E-007
   0.18087425582898747E-008   0.292213649E-007
   0.18118238914385798E-008   0.388210317E-007
   0.18149052245872849E-008  -0.364267905E-008
   0.18179865577359899E-008  -0.405378238E-007
   0.18210678908846950E-008  -0.183922442E-007
   0.18241492240334001E-008   0.349246392E-007
   0.18272305571821051E-008   0.452770159E-007
   0.18303118903308102E-008  -0.446902604E-008
   0.18333932234795153E-008  -0.466787249E-007
   0.18364745566282203E-008  -0.207912425E-007
   0.18395558897769254E-008   0.397221456E-007
   0.18426372229256305E-008   0.504667845E-007
   0.18457185560743355E-008  -0.559049340E-008
   0.18487998892230406E-008  -0.511263174E-007
   0.18518812223717457E-008  -0.213111164E-007
   0.18549625555204508E-008   0.438401671E-007
   0.18580438886691558E-008   0.535320588E-007
   0.18611252218178609E-008  -0.685180268E-008
   0.18642065549665660E-008  -0.537307407E-007
   0.18672878881152710E-008  -0.209150208E-007
   0.18703692212639761E-008   0.471762469E-007
   0.18734505544126812E-008   0.558749562E-007
   0.18765318875613862E-008  -0.772254083E-008
   0.18796132207100913E-008  -0.553908102E-007
   0.18826945538587964E-008  -0.201887609E-007
   0.18857758870075014E-008   0.496309518E-007
   0.18888572201562065E-008   0.573338852E-007
   0.18919385533049116E-008  -0.768707764E-008
   0.18950198864536166E-008  -0.551736790E-007
   0.18981012196023217E-008  -0.192541805E-007
   0.19011825527510268E-008   0.504677615E-007
   0.19042638858997318E-008   0.578263588E-007
   0.19073452190484369E-008  -0.677359324E-008
   0.19104265521971420E-008  -0.533914779E-007
   0.19135078853458470E-008  -0.175474248E-007
   0.19165892184945521E-008   0.506950109E-007
   0.19196705516432572E-008   0.570984291E-007
   0.19227518847919622E-008  -0.600491390E-008
   0.19258332179406673E-008  -0.504041786E-007
   0.19289145510893724E-008  -0.149579797E-007
   0.19319958842380774E-008   0.507811428E-007
   0.19350772173867825E-008   0.562647244E-007
   0.19381585505354876E-008  -0.505161069E-008
