t              BoxCavity.fdtd_Point probe_Ex_20_30_24.dat
   0.14929059105476053E-008  -0.133699784E-002
   0.14944465771219578E-008  -0.132157048E-002
   0.14959872436963104E-008  -0.130621705E-002
   0.14975279102706629E-008  -0.129119388E-002
   0.14990685768450154E-008  -0.127642846E-002
   0.15006092434193680E-008  -0.126161822E-002
   0.15021499099937205E-008  -0.124666153E-002
   0.15036905765680730E-008  -0.123180239E-002
   0.15052312431424256E-008  -0.121728808E-002
   0.15067719097167781E-008  -0.120303035E-002
   0.15083125762911306E-008  -0.118873175E-002
   0.15098532428654832E-008  -0.117429032E-002
   0.15113939094398357E-008  -0.115993700E-002
   0.15129345760141882E-008  -0.114592304E-002
   0.15144752425885408E-008  -0.113217009E-002
   0.15160159091628933E-008  -0.111836928E-002
   0.15175565757372458E-008  -0.110441481E-002
   0.15190972423115984E-008  -0.109056174E-002
   0.15206379088859509E-008  -0.107707083E-002
   0.15221785754603034E-008  -0.106384547E-002
   0.15237192420346560E-008  -0.105057459E-002
   0.15252599086090085E-008  -0.103716610E-002
   0.15268005751833610E-008  -0.102386368E-002
   0.15283412417577136E-008  -0.101090607E-002
   0.15298819083320661E-008  -0.998199219E-003
   0.15314225749064186E-008  -0.985440798E-003
   0.15329632414807712E-008  -0.972536276E-003
   0.15345039080551237E-008  -0.959740253E-003
   0.15360445746294762E-008  -0.947309192E-003
   0.15375852412038288E-008  -0.935140764E-003
   0.15391259077781813E-008  -0.922918611E-003
   0.15406665743525338E-008  -0.910561474E-003
   0.15422072409268864E-008  -0.898332219E-003
   0.15437479075012389E-008  -0.886459078E-003
   0.15452885740755914E-008  -0.874814054E-003
   0.15468292406499440E-008  -0.863094931E-003
   0.15483699072242965E-008  -0.851248100E-003
   0.15499105737986490E-008  -0.839546730E-003
   0.15514512403730016E-008  -0.828213990E-003
   0.15529919069473541E-008  -0.817110413E-003
   0.15545325735217067E-008  -0.805926742E-003
   0.15560732400960592E-008  -0.794617750E-003
   0.15576139066704117E-008  -0.783463940E-003
   0.15591545732447643E-008  -0.772674452E-003
   0.15606952398191168E-008  -0.762093696E-003
   0.15622359063934693E-008  -0.751420914E-003
   0.15637765729678219E-008  -0.740630843E-003
   0.15653172395421744E-008  -0.730010506E-003
   0.15668579061165269E-008  -0.719758857E-003
   0.15683985726908795E-008  -0.709703774E-003
   0.15699392392652320E-008  -0.699539960E-003
   0.15714799058395845E-008  -0.689261709E-003
   0.15730205724139371E-008  -0.679174671E-003
   0.15745612389882896E-008  -0.669463538E-003
   0.15761019055626421E-008  -0.659932848E-003
   0.15776425721369947E-008  -0.650283648E-003
   0.15791832387113472E-008  -0.640528568E-003
   0.15807239052856997E-008  -0.630968600E-003
   0.15822645718600523E-008  -0.621772488E-003
   0.15838052384344048E-008  -0.612739648E-003
   0.15853459050087573E-008  -0.603575201E-003
   0.15868865715831099E-008  -0.594304816E-003
   0.15884272381574624E-008  -0.585246482E-003
   0.15899679047318149E-008  -0.576566148E-003
   0.15915085713061675E-008  -0.568043324E-003
   0.15930492378805200E-008  -0.559383305E-003
   0.15945899044548725E-008  -0.550629338E-003
   0.15961305710292251E-008  -0.542093185E-003
   0.15976712376035776E-008  -0.533912622E-003
   0.15992119041779301E-008  -0.525857147E-003
   0.16007525707522827E-008  -0.517648878E-003
   0.16022932373266352E-008  -0.509355217E-003
   0.16038339039009877E-008  -0.501301663E-003
   0.16053745704753403E-008  -0.493613596E-003
   0.16069152370496928E-008  -0.486035453E-003
   0.16084559036240453E-008  -0.478295726E-003
   0.16099965701983979E-008  -0.470492203E-003
   0.16115372367727504E-008  -0.462943251E-003
   0.16130779033471029E-008  -0.455732370E-003
   0.16146185699214555E-008  -0.448596285E-003
   0.16161592364958080E-008  -0.441293814E-003
   0.16176999030701605E-008  -0.433936395E-003
   0.16192405696445131E-008  -0.426836719E-003
   0.16207812362188656E-008  -0.420079567E-003
   0.16223219027932181E-008  -0.413396832E-003
   0.16238625693675707E-008  -0.406536885E-003
   0.16254032359419232E-008  -0.399624114E-003
   0.16269439025162757E-008  -0.392984133E-003
   0.16284845690906283E-008  -0.386673055E-003
   0.16300252356649808E-008  -0.380396174E-003
   0.16315659022393333E-008  -0.373932387E-003
   0.16331065688136859E-008  -0.367446133E-003
   0.16346472353880384E-008  -0.361251703E-003
   0.16361879019623909E-008  -0.355374475E-003
   0.16377285685367435E-008  -0.349515816E-003
   0.16392692351110960E-008  -0.343463413E-003
   0.16408099016854485E-008  -0.337386387E-003
   0.16423505682598011E-008  -0.331602700E-003
   0.16438912348341536E-008  -0.326131296E-003
   0.16454319014085061E-008  -0.320660620E-003
   0.16469725679828587E-008  -0.314988283E-003
   0.16485132345572112E-008  -0.309306401E-003
   0.16500539011315637E-008  -0.303925772E-003
   0.16515945677059163E-008  -0.298837491E-003
   0.16531352342802688E-008  -0.293730263E-003
   0.16546759008546214E-008  -0.288427109E-003
   0.16562165674289739E-008  -0.283128116E-003
   0.16577572340033264E-008  -0.278129359E-003
   0.16592979005776790E-008  -0.273411250E-003
   0.16608385671520315E-008  -0.268666859E-003
   0.16623792337263840E-008  -0.263730733E-003
   0.16639199003007366E-008  -0.258807966E-003
   0.16654605668750891E-008  -0.254181301E-003
   0.16670012334494416E-008  -0.249810284E-003
   0.16685419000237942E-008  -0.245388219E-003
   0.16700825665981467E-008  -0.240774782E-003
   0.16716232331724992E-008  -0.236193140E-003
   0.16731638997468518E-008  -0.231914470E-003
   0.16747045663212043E-008  -0.227875877E-003
   0.16762452328955568E-008  -0.223771276E-003
   0.16777858994699094E-008  -0.219483278E-003
   0.16793265660442619E-008  -0.215243315E-003
   0.16808672326186144E-008  -0.211299950E-003
   0.16824078991929670E-008  -0.207570469E-003
   0.16839485657673195E-008  -0.203761098E-003
   0.16854892323416720E-008  -0.199778253E-003
   0.16870298989160246E-008  -0.195856352E-003
   0.16885705654903771E-008  -0.192227744E-003
   0.16901112320647296E-008  -0.188795209E-003
   0.16916518986390822E-008  -0.185267811E-003
   0.16931925652134347E-008  -0.181572075E-003
   0.16947332317877872E-008  -0.177953203E-003
   0.16962738983621398E-008  -0.174621731E-003
   0.16978145649364923E-008  -0.171456326E-003
   0.16993552315108448E-008  -0.168183062E-003
   0.17008958980851974E-008  -0.164761397E-003
   0.17024365646595499E-008  -0.161432879E-003
   0.17039772312339024E-008  -0.158381503E-003
   0.17055178978082550E-008  -0.155481481E-003
   0.17070585643826075E-008  -0.152471941E-003
   0.17085992309569600E-008  -0.149317115E-003
   0.17101398975313126E-008  -0.146255232E-003
   0.17116805641056651E-008  -0.143459984E-003
   0.17132212306800176E-008  -0.140790507E-003
   0.17147618972543702E-008  -0.137994706E-003
   0.17163025638287227E-008  -0.135073482E-003
   0.17178432304030752E-008  -0.132274406E-003
   0.17193838969774278E-008  -0.129732551E-003
   0.17209245635517803E-008  -0.127284860E-003
   0.17224652301261328E-008  -0.124710088E-003
   0.17240058967004854E-008  -0.122036086E-003
   0.17255465632748379E-008  -0.119487864E-003
   0.17270872298491904E-008  -0.117166463E-003
   0.17286278964235430E-008  -0.114910443E-003
   0.17301685629978955E-008  -0.112527894E-003
   0.17317092295722480E-008  -0.110069333E-003
   0.17332498961466006E-008  -0.107753120E-003
   0.17347905627209531E-008  -0.105649997E-003
   0.17363312292953056E-008  -0.103583086E-003
   0.17378718958696582E-008  -0.101386278E-003
   0.17394125624440107E-008  -0.991408670E-004
   0.17409532290183632E-008  -0.970498149E-004
   0.17424938955927158E-008  -0.951420880E-004
   0.17440345621670683E-008  -0.932360927E-004
   0.17455752287414208E-008  -0.912043615E-004
   0.17471158953157734E-008  -0.891527307E-004
   0.17486565618901259E-008  -0.872630844E-004
   0.17501972284644784E-008  -0.855323087E-004
   0.17517378950388310E-008  -0.837807092E-004
   0.17532785616131835E-008  -0.819132911E-004
   0.17548192281875361E-008  -0.800559574E-004
   0.17563598947618886E-008  -0.783695141E-004
   0.17579005613362411E-008  -0.768113896E-004
   0.17594412279105937E-008  -0.751952539E-004
   0.17609818944849462E-008  -0.734645801E-004
   0.17625225610592987E-008  -0.717764487E-004
   0.17640632276336513E-008  -0.702686157E-004
   0.17656038942080038E-008  -0.688548389E-004
   0.17671445607823563E-008  -0.673532995E-004
   0.17686852273567089E-008  -0.657567871E-004
   0.17702258939310614E-008  -0.642445229E-004
   0.17717665605054139E-008  -0.629188726E-004
   0.17733072270797665E-008  -0.616524485E-004
   0.17748478936541190E-008  -0.602695836E-004
   0.17763885602284715E-008  -0.588021030E-004
   0.17779292268028241E-008  -0.574461192E-004
   0.17794698933771766E-008  -0.562734785E-004
   0.17810105599515291E-008  -0.551174744E-004
   0.17825512265258817E-008  -0.538138738E-004
   0.17840918931002342E-008  -0.524516363E-004
   0.17856325596745867E-008  -0.512527149E-004
   0.17871732262489393E-008  -0.502439689E-004
   0.17887138928232918E-008  -0.492069485E-004
   0.17902545593976443E-008  -0.479916816E-004
   0.17917952259719969E-008  -0.467404825E-004
   0.17933358925463494E-008  -0.456891466E-004
   0.17948765591207019E-008  -0.448229111E-004
   0.17964172256950545E-008  -0.438834213E-004
   0.17979578922694070E-008  -0.427324667E-004
   0.17994985588437595E-008  -0.415619834E-004
   0.18010392254181121E-008  -0.406343315E-004
   0.18025798919924646E-008  -0.399027267E-004
   0.18041205585668171E-008  -0.390618297E-004
   0.18056612251411697E-008  -0.379814774E-004
   0.18072018917155222E-008  -0.369065165E-004
   0.18087425582898747E-008  -0.361152597E-004
   0.18102832248642273E-008  -0.355117518E-004
   0.18118238914385798E-008  -0.347458517E-004
   0.18133645580129323E-008  -0.337085403E-004
   0.18149052245872849E-008  -0.327007183E-004
   0.18164458911616374E-008  -0.320191866E-004
   0.18179865577359899E-008  -0.315299148E-004
   0.18195272243103425E-008  -0.308404815E-004
   0.18210678908846950E-008  -0.298536543E-004
   0.18226085574590475E-008  -0.289243708E-004
   0.18241492240334001E-008  -0.283697264E-004
   0.18256898906077526E-008  -0.280048389E-004
   0.18272305571821051E-008  -0.273811329E-004
   0.18287712237564577E-008  -0.264196660E-004
   0.18303118903308102E-008  -0.255407085E-004
   0.18318525569051627E-008  -0.250799767E-004
   0.18333932234795153E-008  -0.248048364E-004
   0.18349338900538678E-008  -0.242283604E-004
   0.18364745566282203E-008  -0.232981038E-004
   0.18380152232025729E-008  -0.224886171E-004
   0.18395558897769254E-008  -0.221442133E-004
   0.18410965563512779E-008  -0.219797112E-004
   0.18426372229256305E-008  -0.214585343E-004
   0.18441778894999830E-008  -0.205474989E-004
   0.18457185560743355E-008  -0.197846130E-004
   0.18472592226486881E-008  -0.195310240E-004
   0.18487998892230406E-008  -0.194464701E-004
   0.18503405557973931E-008  -0.189515395E-004
   0.18518812223717457E-008  -0.180492025E-004
   0.18534218889460982E-008  -0.173401077E-004
   0.18549625555204508E-008  -0.171862321E-004
   0.18565032220948033E-008  -0.171902411E-004
   0.18580438886691558E-008  -0.167358776E-004
   0.18595845552435084E-008  -0.158516596E-004
   0.18611252218178609E-008  -0.151882632E-004
   0.18626658883922134E-008  -0.151163958E-004
   0.18642065549665660E-008  -0.151911436E-004
   0.18657472215409185E-008  -0.147546298E-004
   0.18672878881152710E-008  -0.138649675E-004
   0.18688285546896236E-008  -0.132409004E-004
   0.18703692212639761E-008  -0.132617724E-004
   0.18719098878383286E-008  -0.134164111E-004
   0.18734505544126812E-008  -0.130035287E-004
   0.18749912209870337E-008  -0.121212861E-004
   0.18765318875613862E-008  -0.115449529E-004
   0.18780725541357388E-008  -0.116432084E-004
   0.18796132207100913E-008  -0.118487451E-004
   0.18811538872844438E-008  -0.114389713E-004
   0.18826945538587964E-008  -0.105503168E-004
   0.18842352204331489E-008  -0.100057341E-004
   0.18857758870075014E-008  -0.101739461E-004
   0.18873165535818540E-008  -0.104409155E-004
   0.18888572201562065E-008  -0.100513334E-004
   0.18903978867305590E-008  -0.916948738E-005
   0.18919385533049116E-008  -0.866862410E-005
   0.18934792198792641E-008  -0.891491800E-005
   0.18950198864536166E-008  -0.923958669E-005
   0.18965605530279692E-008  -0.885704958E-005
   0.18981012196023217E-008  -0.796314271E-005
   0.18996418861766742E-008  -0.747628383E-005
   0.19011825527510268E-008  -0.776545949E-005
   0.19027232193253793E-008  -0.812722919E-005
   0.19042638858997318E-008  -0.775300487E-005
   0.19058045524740844E-008  -0.686227850E-005
   0.19073452190484369E-008  -0.641784027E-005
   0.19088858856227894E-008  -0.678654533E-005
   0.19104265521971420E-008  -0.720463277E-005
   0.19119672187714945E-008  -0.682689370E-005
   0.19135078853458470E-008  -0.591657181E-005
   0.19150485519201996E-008  -0.549376273E-005
   0.19165892184945521E-008  -0.591080834E-005
   0.19181298850689046E-008  -0.635066090E-005
   0.19196705516432572E-008  -0.596301015E-005
   0.19212112182176097E-008  -0.505620528E-005
   0.19227518847919622E-008  -0.467895507E-005
   0.19242925513663148E-008  -0.516327009E-005
   0.19258332179406673E-008  -0.564766424E-005
   0.19273738845150198E-008  -0.525869928E-005
   0.19289145510893724E-008  -0.433164723E-005
   0.19304552176637249E-008  -0.396313271E-005
   0.19319958842380774E-008  -0.448641867E-005
   0.19335365508124300E-008  -0.499178213E-005
   0.19350772173867825E-008  -0.458915247E-005
   0.19366178839611350E-008  -0.365986125E-005
   0.19381585505354876E-008  -0.333284675E-005
   0.19396992171098401E-008  -0.390837249E-005
   0.19412398836841926E-008  -0.443407134E-005
   0.19427805502585452E-008  -0.402616934E-005
   0.19443212168328977E-008  -0.309863549E-005
   0.19458618834072502E-008  -0.279532856E-005
   0.19474025499816028E-008  -0.340527413E-005
   0.19489432165559553E-008  -0.395058441E-005
   0.19504838831303078E-008  -0.353357541E-005
   0.19520245497046604E-008  -0.259241574E-005
   0.19535652162790129E-008  -0.230726414E-005
   0.19551058828533655E-008  -0.295686823E-005
   0.19566465494277180E-008  -0.351855169E-005
   0.19581872160020705E-008  -0.309065467E-005
   0.19597278825764231E-008  -0.215513523E-005
   0.19612685491507756E-008  -0.190851711E-005
   0.19628092157251281E-008  -0.259400008E-005
   0.19643498822994807E-008  -0.316106298E-005
   0.19658905488738332E-008  -0.272265243E-005
   0.19674312154481857E-008  -0.178543974E-005
   0.19689718820225383E-008  -0.154936879E-005
   0.19705125485968908E-008  -0.224439509E-005
   0.19720532151712433E-008  -0.280836730E-005
   0.19735938817455959E-008  -0.236184837E-005
   0.19751345483199484E-008  -0.143707371E-005
   0.19766752148943009E-008  -0.124228382E-005
   0.19782158814686535E-008  -0.197672716E-005
   0.19797565480430060E-008  -0.254830979E-005
   0.19812972146173585E-008  -0.209203426E-005
   0.19828378811917111E-008  -0.117128661E-005
   0.19843785477660636E-008  -0.991027946E-006
   0.19859192143404161E-008  -0.172382511E-005
   0.19874598809147687E-008  -0.227492774E-005
   0.19890005474891212E-008  -0.180728966E-005
   0.19905412140634737E-008  -0.907237848E-006
   0.19920818806378263E-008  -0.770229917E-006
   0.19936225472121788E-008  -0.153423139E-005
   0.19951632137865313E-008  -0.208136248E-005
   0.19967038803608839E-008  -0.159223964E-005
   0.19982445469352364E-008  -0.688688942E-006
   0.19997852135095889E-008  -0.567990696E-006
   0.20013258800839415E-008  -0.133735318E-005
   0.20028665466582940E-008  -0.187099772E-005
   0.20044072132326465E-008  -0.138018515E-005
   0.20059478798069991E-008  -0.505206742E-006
   0.20074885463813516E-008  -0.419186563E-006
   0.20090292129557041E-008  -0.119792378E-005
   0.20105698795300567E-008  -0.171718011E-005
   0.20121105461044092E-008  -0.121504581E-005
   0.20136512126787617E-008  -0.349584127E-006
   0.20151918792531143E-008  -0.282690337E-006
   0.20167325458274668E-008  -0.106456127E-005
   0.20182732124018193E-008  -0.156796705E-005
   0.20198138789761719E-008  -0.105964273E-005
   0.20213545455505244E-008  -0.214849933E-006
   0.20228952121248769E-008  -0.169662044E-006
   0.20244358786992295E-008  -0.943449436E-006
   0.20259765452735820E-008  -0.142245949E-005
   0.20275172118479345E-008  -0.911264351E-006
   0.20290578784222871E-008  -0.932332682E-007
   0.20305985449966396E-008  -0.762034844E-007
   0.20321392115709921E-008  -0.854189750E-006
   0.20336798781453447E-008  -0.132002640E-005
   0.20352205447196972E-008  -0.807292963E-006
   0.20367612112940497E-008  -0.118329808E-007
   0.20383018778684023E-008  -0.128855069E-007
   0.20398425444427548E-008  -0.770715701E-006
   0.20413832110171073E-008  -0.119605761E-005
   0.20429238775914599E-008  -0.674938860E-006
   0.20444645441658124E-008   0.857260147E-007
   0.20460052107401649E-008   0.516130108E-007
   0.20475458773145175E-008  -0.704683885E-006
   0.20490865438888700E-008  -0.111414522E-005
   0.20506272104632225E-008  -0.598389647E-006
   0.20521678770375751E-008   0.135154608E-006
   0.20537085436119276E-008   0.878969146E-007
   0.20552492101862802E-008  -0.639952816E-006
   0.20567898767606327E-008  -0.100333477E-005
   0.20583305433349852E-008  -0.480621395E-006
   0.20598712099093378E-008   0.207486380E-006
   0.20614118764836903E-008   0.118396088E-006
   0.20629525430580428E-008  -0.601108468E-006
   0.20644932096323954E-008  -0.935675303E-006
   0.20660338762067479E-008  -0.418408035E-006
   0.20675745427811004E-008   0.235227162E-006
   0.20691152093554530E-008   0.136435233E-006
   0.20706558759298055E-008  -0.546205911E-006
   0.20721965425041580E-008  -0.839432630E-006
   0.20737372090785106E-008  -0.328686610E-006
   0.20752778756528631E-008   0.276294998E-006
   0.20768185422272156E-008   0.146080509E-006
   0.20783592088015682E-008  -0.515733177E-006
   0.20798998753759207E-008  -0.773157012E-006
   0.20814405419502732E-008  -0.266638324E-006
   0.20829812085246258E-008   0.300299405E-006
   0.20845218750989783E-008   0.152909323E-006
   0.20860625416733308E-008  -0.482705445E-006
   0.20876032082476834E-008  -0.711580014E-006
   0.20891438748220359E-008  -0.221707921E-006
   0.20906845413963884E-008   0.297924430E-006
   0.20922252079707410E-008   0.137547460E-006
   0.20937658745450935E-008  -0.448808038E-006
   0.20953065411194460E-008  -0.622195387E-006
   0.20968472076937986E-008  -0.137222344E-006
   0.20983878742681511E-008   0.333282912E-006
   0.20999285408425036E-008   0.148388636E-006
   0.21014692074168562E-008  -0.419475754E-006
   0.21030098739912087E-008  -0.578831418E-006
   0.21045505405655612E-008  -0.118256565E-006
   0.21060912071399138E-008   0.314874171E-006
   0.21076318737142663E-008   0.128400245E-006
   0.21091725402886188E-008  -0.392100389E-006
   0.21107132068629714E-008  -0.499541784E-006
   0.21122538734373239E-008  -0.418292245E-007
   0.21137945400116764E-008   0.335585526E-006
   0.21153352065860290E-008   0.110669419E-006
   0.21168758731603815E-008  -0.388695980E-006
   0.21184165397347340E-008  -0.464272233E-006
   0.21199572063090866E-008  -0.268832991E-007
   0.21214978728834391E-008   0.302380528E-006
   0.21230385394577916E-008   0.779786404E-007
   0.21245792060321442E-008  -0.359021783E-006
   0.21261198726064967E-008  -0.381411667E-006
   0.21276605391808492E-008   0.416822559E-007
   0.21292012057552018E-008   0.317282485E-006
   0.21307418723295543E-008   0.709492269E-007
   0.21322825389039068E-008  -0.337279062E-006
   0.21338232054782594E-008  -0.334550720E-006
   0.21353638720526119E-008   0.610134236E-007
   0.21369045386269644E-008   0.284841065E-006
   0.21384452052013170E-008   0.323149436E-007
   0.21399858717756695E-008  -0.323519913E-006
   0.21415265383500220E-008  -0.275894905E-006
   0.21430672049243746E-008   0.101544344E-006
   0.21446078714987271E-008   0.275575132E-006
   0.21461485380730796E-008   0.130531816E-007
   0.21476892046474322E-008  -0.303569038E-006
   0.21492298712217847E-008  -0.230432477E-006
   0.21507705377961372E-008   0.116602195E-006
   0.21523112043704898E-008   0.242898068E-006
   0.21538518709448423E-008  -0.205563424E-007
   0.21553925375191949E-008  -0.290627895E-006
   0.21569332040935474E-008  -0.186441099E-006
   0.21584738706678999E-008   0.136316459E-006
   0.21600145372422525E-008   0.221620866E-006
   0.21615552038166050E-008  -0.360265346E-007
   0.21630958703909575E-008  -0.255727826E-006
   0.21646365369653101E-008  -0.124014804E-006
   0.21661772035396626E-008   0.164184428E-006
   0.21677178701140151E-008   0.195363953E-006
   0.21692585366883677E-008  -0.712884969E-007
   0.21707992032627202E-008  -0.253324117E-006
   0.21723398698370727E-008  -0.955186863E-007
   0.21738805364114253E-008   0.169949004E-006
   0.21754212029857778E-008   0.164205559E-006
   0.21769618695601303E-008  -0.927024502E-007
   0.21785025361344829E-008  -0.218288861E-006
   0.21800432027088354E-008  -0.276175598E-007
   0.21815838692831879E-008   0.199878755E-006
   0.21831245358575405E-008   0.130722725E-006
   0.21846652024318930E-008  -0.137968158E-006
   0.21862058690062455E-008  -0.221976990E-006
   0.21877465355805981E-008  -0.596037353E-008
   0.21892872021549506E-008   0.194531694E-006
   0.21908278687293031E-008   0.925137940E-007
   0.21923685353036557E-008  -0.157098782E-006
   0.21939092018780082E-008  -0.184188266E-006
   0.21954498684523607E-008   0.589828772E-007
   0.21969905350267133E-008   0.224434004E-006
   0.21985312016010658E-008   0.684452317E-007
   0.22000718681754183E-008  -0.191701602E-006
   0.22016125347497709E-008  -0.183512768E-006
   0.22031532013241234E-008   0.827847515E-007
   0.22046938678984759E-008   0.221657729E-006
   0.22062345344728285E-008   0.279106871E-007
   0.22077752010471810E-008  -0.219256293E-006
   0.22093158676215335E-008  -0.156512314E-006
   0.22108565341958861E-008   0.132090108E-006
   0.22123972007702386E-008   0.230588583E-006
   0.22139378673445911E-008  -0.782327447E-008
   0.22154785339189437E-008  -0.245461649E-006
   0.22170192004932962E-008  -0.141501971E-006
   0.22185598670676487E-008   0.160333656E-006
   0.22201005336420013E-008   0.230937275E-006
   0.22216412002163538E-008  -0.366572692E-007
   0.22231818667907063E-008  -0.265581008E-006
   0.22247225333650589E-008  -0.122042081E-006
   0.22262631999394114E-008   0.197966841E-006
   0.22278038665137639E-008   0.231411747E-006
   0.22293445330881165E-008  -0.834567402E-007
   0.22308851996624690E-008  -0.299608018E-006
   0.22324258662368215E-008  -0.100276168E-006
   0.22339665328111741E-008   0.235341219E-006
   0.22355071993855266E-008   0.227975221E-006
   0.22370478659598791E-008  -0.115240169E-006
   0.22385885325342317E-008  -0.311336464E-006
   0.22401291991085842E-008  -0.833205149E-007
   0.22416698656829367E-008   0.252112727E-006
   0.22432105322572893E-008   0.224343452E-006
   0.22447511988316418E-008  -0.133562466E-006
   0.22462918654059943E-008  -0.319208766E-006
   0.22478325319803469E-008  -0.602153420E-007
   0.22493731985546994E-008   0.285453751E-006
   0.22509138651290519E-008   0.219576123E-006
   0.22524545317034045E-008  -0.180706394E-006
   0.22539951982777570E-008  -0.354655583E-006
   0.22555358648521096E-008  -0.526187023E-007
   0.22570765314264621E-008   0.301877463E-006
   0.22586171980008146E-008   0.209322323E-006
   0.22601578645751672E-008  -0.197952644E-006
   0.22616985311495197E-008  -0.340158692E-006
   0.22632391977238722E-008  -0.741778194E-008
   0.22647798642982248E-008   0.335860619E-006
   0.22663205308725773E-008   0.196420444E-006
   0.22678611974469298E-008  -0.243692938E-006
   0.22694018640212824E-008  -0.366300014E-006
   0.22709425305956349E-008   0.990743843E-008
   0.22724831971699874E-008   0.357802975E-006
   0.22740238637443400E-008   0.181342884E-006
   0.22755645303186925E-008  -0.275795344E-006
   0.22771051968930450E-008  -0.368841711E-006
   0.22786458634673976E-008   0.375201239E-007
   0.22801865300417501E-008   0.374146964E-006
   0.22817271966161026E-008   0.162207812E-006
   0.22832678631904552E-008  -0.311915102E-006
   0.22848085297648077E-008  -0.384536094E-006
   0.22863491963391602E-008   0.601247905E-007
   0.22878898629135128E-008   0.411988850E-006
   0.22894305294878653E-008   0.177671723E-006
   0.22909711960622178E-008  -0.317370962E-006
   0.22925118626365704E-008  -0.373227692E-006
   0.22940525292109229E-008   0.945804857E-007
   0.22955931957852754E-008   0.424729734E-006
   0.22971338623596280E-008   0.141309300E-006
   0.22986745289339805E-008  -0.369751405E-006
   0.23002151955083330E-008  -0.398858759E-006
   0.23017558620826856E-008   0.942490317E-007
   0.23032965286570381E-008   0.423953708E-006
   0.23048371952313906E-008   0.132863477E-006
   0.23063778618057432E-008  -0.369651218E-006
   0.23079185283800957E-008  -0.372356624E-006
   0.23094591949544482E-008   0.142885312E-006
   0.23109998615288008E-008   0.461182225E-006
   0.23125405281031533E-008   0.129031605E-006
   0.23140811946775058E-008  -0.397281894E-006
   0.23156218612518584E-008  -0.380456498E-006
   0.23171625278262109E-008   0.158241022E-006
   0.23187031944005634E-008   0.461682475E-006
   0.23202438609749160E-008   0.100374024E-006
   0.23217845275492685E-008  -0.423110379E-006
   0.23233251941236210E-008  -0.377081875E-006
   0.23248658606979736E-008   0.178790316E-006
   0.23264065272723261E-008   0.475720867E-006
   0.23279471938466786E-008   0.101747474E-006
   0.23294878604210312E-008  -0.423448824E-006
   0.23310285269953837E-008  -0.365136657E-006
   0.23325691935697362E-008   0.199355270E-006
   0.23341098601440888E-008   0.476746607E-006
   0.23356505267184413E-008   0.674998830E-007
   0.23371911932927938E-008  -0.459841175E-006
   0.23387318598671464E-008  -0.358300895E-006
   0.23402725264414989E-008   0.242276940E-006
   0.23418131930158514E-008   0.508932430E-006
   0.23433538595902040E-008   0.712529697E-007
   0.23448945261645565E-008  -0.459501138E-006
   0.23464351927389090E-008  -0.344512216E-006
   0.23479758593132616E-008   0.250523954E-006
   0.23495165258876141E-008   0.484808652E-006
   0.23510571924619666E-008   0.181305779E-007
   0.23525978590363192E-008  -0.503146566E-006
   0.23541385256106717E-008  -0.340429779E-006
   0.23556791921850243E-008   0.298188127E-006
   0.23572198587593768E-008   0.535763832E-006
   0.23587605253337293E-008   0.488312821E-007
   0.23603011919080819E-008  -0.477389676E-006
   0.23618418584824344E-008  -0.307146593E-006
   0.23633825250567869E-008   0.315224952E-006
   0.23649231916311395E-008   0.507480422E-006
   0.23664638582054920E-008  -0.145730610E-007
   0.23680045247798445E-008  -0.535002926E-006
   0.23695451913541971E-008  -0.331679701E-006
   0.23710858579285496E-008   0.317391255E-006
   0.23726265245029021E-008   0.517769308E-006
   0.23741671910772547E-008   0.129091404E-008
   0.23757078576516072E-008  -0.501645104E-006
   0.23772485242259597E-008  -0.280973239E-006
   0.23787891908003123E-008   0.360904295E-006
   0.23803298573746648E-008   0.528110206E-006
   0.23818705239490173E-008  -0.191955110E-007
   0.23834111905233699E-008  -0.526211863E-006
   0.23849518570977224E-008  -0.291780822E-006
   0.23864925236720749E-008   0.355069147E-006
   0.23880331902464275E-008   0.513330974E-006
   0.23895738568207800E-008  -0.341994451E-007
   0.23911145233951325E-008  -0.518649927E-006
   0.23926551899694851E-008  -0.257689123E-006
   0.23941958565438376E-008   0.391114099E-006
   0.23957365231181901E-008   0.523893334E-006
   0.23972771896925427E-008  -0.517886178E-007
   0.23988178562668952E-008  -0.543031831E-006
   0.24003585228412477E-008  -0.271175338E-006
   0.24018991894156003E-008   0.379572327E-006
   0.24034398559899528E-008   0.496415225E-006
   0.24049805225643053E-008  -0.813769248E-007
   0.24065211891386579E-008  -0.534489629E-006
   0.24080618557130104E-008  -0.215419817E-006
   0.24096025222873629E-008   0.441045273E-006
   0.24111431888617155E-008   0.526636143E-006
   0.24126838554360680E-008  -0.751609832E-007
   0.24142245220104205E-008  -0.533962179E-006
   0.24157651885847731E-008  -0.227697512E-006
   0.24173058551591256E-008   0.401393550E-006
   0.24188465217334781E-008   0.467209674E-006
   0.24203871883078307E-008  -0.126247954E-006
   0.24219278548821832E-008  -0.547236311E-006
   0.24234685214565357E-008  -0.194310047E-006
   0.24250091880308883E-008   0.456934998E-006
   0.24265498546052408E-008   0.509685208E-006
   0.24280905211795933E-008  -0.103725256E-006
   0.24296311877539459E-008  -0.528567966E-006
   0.24311718543282984E-008  -0.182398367E-006
   0.24327125209026509E-008   0.436112146E-006
   0.24342531874770035E-008   0.449548480E-006
