t              BoxCavity.fdtd_Point probe_Ey_20_30_24.dat
   0.14759585782297274E-008  -0.219510068E-003
   0.14774992448040800E-008  -0.217164416E-003
   0.14790399113784325E-008  -0.214808970E-003
   0.14805805779527850E-008  -0.212484068E-003
   0.14821212445271376E-008  -0.210205835E-003
   0.14836619111014901E-008  -0.207944686E-003
   0.14852025776758426E-008  -0.205663338E-003
   0.14867432442501952E-008  -0.203367381E-003
   0.14882839108245477E-008  -0.201101371E-003
   0.14898245773989002E-008  -0.198888229E-003
   0.14913652439732528E-008  -0.196694251E-003
   0.14929059105476053E-008  -0.194475768E-003
   0.14944465771219578E-008  -0.192242136E-003
   0.14959872436963104E-008  -0.190042585E-003
   0.14975279102706629E-008  -0.187898229E-003
   0.14990685768450154E-008  -0.185774828E-003
   0.15006092434193680E-008  -0.183628406E-003
   0.15021499099937205E-008  -0.181463081E-003
   0.15036905765680730E-008  -0.179328475E-003
   0.15052312431424256E-008  -0.177254115E-003
   0.15067719097167781E-008  -0.175204215E-003
   0.15083125762911306E-008  -0.173124718E-003
   0.15098532428654832E-008  -0.171023057E-003
   0.15113939094398357E-008  -0.168960018E-003
   0.15129345760141882E-008  -0.166961734E-003
   0.15144752425885408E-008  -0.164983794E-003
   0.15160159091628933E-008  -0.162976517E-003
   0.15175565757372458E-008  -0.160951298E-003
   0.15190972423115984E-008  -0.158961819E-003
   0.15206379088859509E-008  -0.157034126E-003
   0.15221785754603034E-008  -0.155132817E-003
   0.15237192420346560E-008  -0.153203888E-003
   0.15252599086090085E-008  -0.151247528E-003
   0.15268005751833610E-008  -0.149324245E-003
   0.15283412417577136E-008  -0.147472456E-003
   0.15298819083320661E-008  -0.145649959E-003
   0.15314225749064186E-008  -0.143793251E-003
   0.15329632414807712E-008  -0.141910350E-003
   0.15345039080551237E-008  -0.140067335E-003
   0.15360445746294762E-008  -0.138293282E-003
   0.15375852412038288E-008  -0.136543953E-003
   0.15391259077781813E-008  -0.134765040E-003
   0.15406665743525338E-008  -0.132961504E-003
   0.15422072409268864E-008  -0.131189125E-003
   0.15437479075012389E-008  -0.129483189E-003
   0.15452885740755914E-008  -0.127811043E-003
   0.15468292406499440E-008  -0.126113373E-003
   0.15483699072242965E-008  -0.124386614E-003
   0.15499105737986490E-008  -0.122690020E-003
   0.15514512403730016E-008  -0.121061581E-003
   0.15529919069473541E-008  -0.119464617E-003
   0.15545325735217067E-008  -0.117841839E-003
   0.15560732400960592E-008  -0.116193674E-003
   0.15576139066704117E-008  -0.114573311E-003
   0.15591545732447643E-008  -0.113014692E-003
   0.15606952398191168E-008  -0.111490197E-003
   0.15622359063934693E-008  -0.109947527E-003
   0.15637765729678219E-008  -0.108378073E-003
   0.15653172395421744E-008  -0.106829684E-003
   0.15668579061165269E-008  -0.105343424E-003
   0.15683985726908795E-008  -0.103896884E-003
   0.15699392392652320E-008  -0.102433791E-003
   0.15714799058395845E-008  -0.100941208E-003
   0.15730205724139371E-008  -0.994670409E-004
   0.15745612389882896E-008  -0.980536352E-004
   0.15761019055626421E-008  -0.966787775E-004
   0.15776425721369947E-008  -0.952864939E-004
   0.15791832387113472E-008  -0.938651065E-004
   0.15807239052856997E-008  -0.924632477E-004
   0.15822645718600523E-008  -0.911224197E-004
   0.15838052384344048E-008  -0.898218932E-004
   0.15853459050087573E-008  -0.885088593E-004
   0.15868865715831099E-008  -0.871675438E-004
   0.15884272381574624E-008  -0.858381318E-004
   0.15899679047318149E-008  -0.845646937E-004
   0.15915085713061675E-008  -0.833353406E-004
   0.15930492378805200E-008  -0.820943242E-004
   0.15945899044548725E-008  -0.808193727E-004
   0.15961305710292251E-008  -0.795564629E-004
   0.15976712376035776E-008  -0.783538926E-004
   0.15992119041779301E-008  -0.771934865E-004
   0.16007525707522827E-008  -0.760218609E-004
   0.16022932373266352E-008  -0.748248640E-004
   0.16038339039009877E-008  -0.736376751E-004
   0.16053745704753403E-008  -0.724962811E-004
   0.16069152370496928E-008  -0.713977279E-004
   0.16084559036240453E-008  -0.703019614E-004
   0.16099965701983979E-008  -0.691771638E-004
   0.16115372367727504E-008  -0.680474332E-004
   0.16130779033471029E-008  -0.669674773E-004
   0.16146185699214555E-008  -0.659422731E-004
   0.16161592364958080E-008  -0.649163048E-004
   0.16176999030701605E-008  -0.638559140E-004
   0.16192405696445131E-008  -0.627946283E-004
   0.16207812362188656E-008  -0.617796322E-004
   0.16223219027932181E-008  -0.608107403E-004
   0.16238625693675707E-008  -0.598473707E-004
   0.16254032359419232E-008  -0.588580333E-004
   0.16269439025162757E-008  -0.578586405E-004
   0.16284845690906283E-008  -0.568979121E-004
   0.16300252356649808E-008  -0.559929176E-004
   0.16315659022393333E-008  -0.550986770E-004
   0.16331065688136859E-008  -0.541700610E-004
   0.16346472353880384E-008  -0.532287886E-004
   0.16361879019623909E-008  -0.523305389E-004
   0.16377285685367435E-008  -0.514854582E-004
   0.16392692351110960E-008  -0.506489814E-004
   0.16408099016854485E-008  -0.497834080E-004
   0.16423505682598011E-008  -0.489034537E-004
   0.16438912348341536E-008  -0.480568015E-004
   0.16454319014085061E-008  -0.472639549E-004
   0.16469725679828587E-008  -0.464878940E-004
   0.16485132345572112E-008  -0.456809066E-004
   0.16500539011315637E-008  -0.448530373E-004
   0.16515945677059163E-008  -0.440608928E-004
   0.16531352342802688E-008  -0.433271271E-004
   0.16546759008546214E-008  -0.426081824E-004
   0.16562165674289739E-008  -0.418561249E-004
   0.16577572340033264E-008  -0.410841421E-004
   0.16592979005776790E-008  -0.403465820E-004
   0.16608385671520315E-008  -0.396641881E-004
   0.16623792337263840E-008  -0.389958368E-004
   0.16639199003007366E-008  -0.382942271E-004
   0.16654605668750891E-008  -0.375703494E-004
   0.16670012334494416E-008  -0.368791698E-004
   0.16685419000237942E-008  -0.362459141E-004
   0.16700825665981467E-008  -0.356320743E-004
   0.16716232331724992E-008  -0.349859110E-004
   0.16731638997468518E-008  -0.343115971E-004
   0.16747045663212043E-008  -0.336652702E-004
   0.16762452328955568E-008  -0.330787880E-004
   0.16777858994699094E-008  -0.325135261E-004
   0.16793265660442619E-008  -0.319133433E-004
   0.16808672326186144E-008  -0.312840966E-004
   0.16824078991929670E-008  -0.306845723E-004
   0.16839485657673195E-008  -0.301440341E-004
   0.16854892323416720E-008  -0.296241233E-004
   0.16870298989160246E-008  -0.290712796E-004
   0.16885705654903771E-008  -0.284861526E-004
   0.16901112320647296E-008  -0.279238720E-004
   0.16916518986390822E-008  -0.274228241E-004
   0.16931925652134347E-008  -0.269494758E-004
   0.16947332317877872E-008  -0.264405862E-004
   0.16962738983621398E-008  -0.258940199E-004
   0.16978145649364923E-008  -0.253740836E-004
   0.16993552315108448E-008  -0.249175646E-004
   0.17008958980851974E-008  -0.244818002E-004
   0.17024365646595499E-008  -0.240089794E-004
   0.17039772312339024E-008  -0.235054249E-004
   0.17055178978082550E-008  -0.230279493E-004
   0.17070585643826075E-008  -0.226068241E-004
   0.17085992309569600E-008  -0.222066810E-004
   0.17101398975313126E-008  -0.217723100E-004
   0.17116805641056651E-008  -0.213042294E-004
   0.17132212306800176E-008  -0.208617203E-004
   0.17147618972543702E-008  -0.204792577E-004
   0.17163025638287227E-008  -0.201146013E-004
   0.17178432304030752E-008  -0.197099253E-004
   0.17193838969774278E-008  -0.192750886E-004
   0.17209245635517803E-008  -0.188706272E-004
   0.17224652301261328E-008  -0.185226218E-004
   0.17240058967004854E-008  -0.181904834E-004
   0.17255465632748379E-008  -0.178225691E-004
   0.17270872298491904E-008  -0.174236757E-004
   0.17286278964235430E-008  -0.170499188E-004
   0.17301685629978955E-008  -0.167326834E-004
   0.17317092295722480E-008  -0.164308040E-004
   0.17332498961466006E-008  -0.160868258E-004
   0.17347905627209531E-008  -0.157128161E-004
   0.17363312292953056E-008  -0.153741421E-004
   0.17378718958696582E-008  -0.150923879E-004
   0.17394125624440107E-008  -0.148155823E-004
   0.17409532290183632E-008  -0.144961705E-004
   0.17424938955927158E-008  -0.141560649E-004
   0.17440345621670683E-008  -0.138509467E-004
   0.17455752287414208E-008  -0.135935034E-004
   0.17471158953157734E-008  -0.133389958E-004
   0.17486565618901259E-008  -0.130465623E-004
   0.17501972284644784E-008  -0.127348130E-004
   0.17517378950388310E-008  -0.124569951E-004
   0.17532785616131835E-008  -0.122258853E-004
   0.17548192281875361E-008  -0.119940187E-004
   0.17563598947618886E-008  -0.117217069E-004
   0.17579005613362411E-008  -0.114347931E-004
   0.17594412279105937E-008  -0.111863328E-004
   0.17609818944849462E-008  -0.109796201E-004
   0.17625225610592987E-008  -0.107651849E-004
   0.17640632276336513E-008  -0.105125746E-004
   0.17656038942080038E-008  -0.102525992E-004
   0.17671445607823563E-008  -0.100327288E-004
   0.17686852273567089E-008  -0.984974849E-005
   0.17702258939310614E-008  -0.965352410E-005
   0.17717665605054139E-008  -0.941784674E-005
   0.17733072270797665E-008  -0.917912257E-005
   0.17748478936541190E-008  -0.898482267E-005
   0.17763885602284715E-008  -0.882340919E-005
   0.17779292268028241E-008  -0.863985042E-005
   0.17794698933771766E-008  -0.841695783E-005
   0.17810105599515291E-008  -0.820197056E-005
   0.17825512265258817E-008  -0.803693638E-005
   0.17840918931002342E-008  -0.789567548E-005
   0.17856325596745867E-008  -0.772138446E-005
   0.17871732262489393E-008  -0.750981280E-005
   0.17887138928232918E-008  -0.731626415E-005
   0.17902545593976443E-008  -0.717631792E-005
   0.17917952259719969E-008  -0.705416778E-005
   0.17933358925463494E-008  -0.689243143E-005
   0.17948765591207019E-008  -0.669386509E-005
   0.17964172256950545E-008  -0.651950040E-005
   0.17979578922694070E-008  -0.640258986E-005
   0.17994985588437595E-008  -0.629815759E-005
   0.18010392254181121E-008  -0.614435612E-005
   0.18025798919924646E-008  -0.595282563E-005
   0.18041205585668171E-008  -0.579531388E-005
   0.18056612251411697E-008  -0.570051407E-005
   0.18072018917155222E-008  -0.561099750E-005
   0.18087425582898747E-008  -0.546514730E-005
   0.18102832248642273E-008  -0.528528290E-005
   0.18118238914385798E-008  -0.514607018E-005
   0.18133645580129323E-008  -0.507001414E-005
   0.18149052245872849E-008  -0.499513635E-005
   0.18164458911616374E-008  -0.485880355E-005
   0.18179865577359899E-008  -0.468611051E-005
   0.18195272243103425E-008  -0.456002090E-005
   0.18210678908846950E-008  -0.450520702E-005
   0.18226085574590475E-008  -0.444675561E-005
   0.18241492240334001E-008  -0.431350736E-005
   0.18256898906077526E-008  -0.414350097E-005
   0.18272305571821051E-008  -0.403267040E-005
   0.18287712237564577E-008  -0.399641885E-005
   0.18303118903308102E-008  -0.394607741E-005
   0.18318525569051627E-008  -0.381493692E-005
   0.18333932234795153E-008  -0.365398364E-005
   0.18349338900538678E-008  -0.356251121E-005
   0.18364745566282203E-008  -0.354796521E-005
   0.18380152232025729E-008  -0.350971095E-005
   0.18395558897769254E-008  -0.337755409E-005
   0.18410965563512779E-008  -0.321601078E-005
   0.18426372229256305E-008  -0.313846022E-005
   0.18441778894999830E-008  -0.314409931E-005
   0.18457185560743355E-008  -0.311400822E-005
   0.18472592226486881E-008  -0.297907377E-005
   0.18487998892230406E-008  -0.282094425E-005
   0.18503405557973931E-008  -0.275989919E-005
   0.18518812223717457E-008  -0.278494167E-005
   0.18534218889460982E-008  -0.276425635E-005
   0.18549625555204508E-008  -0.262734352E-005
   0.18565032220948033E-008  -0.246855620E-005
   0.18580438886691558E-008  -0.241986345E-005
   0.18595845552435084E-008  -0.246322406E-005
   0.18611252218178609E-008  -0.245084766E-005
   0.18626658883922134E-008  -0.231243985E-005
   0.18642065549665660E-008  -0.215694240E-005
   0.18657472215409185E-008  -0.212200848E-005
   0.18672878881152710E-008  -0.218027776E-005
   0.18688285546896236E-008  -0.217307229E-005
   0.18703692212639761E-008  -0.202990964E-005
   0.18719098878383286E-008  -0.187269075E-005
   0.18734505544126812E-008  -0.185092699E-005
   0.18749912209870337E-008  -0.192830498E-005
   0.18765318875613862E-008  -0.192693756E-005
   0.18780725541357388E-008  -0.177843458E-005
   0.18796132207100913E-008  -0.162438550E-005
   0.18811538872844438E-008  -0.161756634E-005
   0.18826945538587964E-008  -0.170619876E-005
   0.18842352204331489E-008  -0.170581870E-005
   0.18857758870075014E-008  -0.155575663E-005
   0.18873165535818540E-008  -0.140477607E-005
   0.18888572201562065E-008  -0.140754184E-005
   0.18903978867305590E-008  -0.150837297E-005
   0.18919385533049116E-008  -0.151324844E-005
   0.18934792198792641E-008  -0.135941730E-005
   0.18950198864536166E-008  -0.120761672E-005
   0.18965605530279692E-008  -0.121993901E-005
   0.18981012196023217E-008  -0.133164724E-005
   0.18996418861766742E-008  -0.133898595E-005
   0.19011825527510268E-008  -0.118231549E-005
   0.19027232193253793E-008  -0.103211801E-005
   0.19042638858997318E-008  -0.105598315E-005
   0.19058045524740844E-008  -0.118259231E-005
   0.19073452190484369E-008  -0.119339154E-005
   0.19088858856227894E-008  -0.102780473E-005
   0.19104265521971420E-008  -0.875692308E-006
   0.19119672187714945E-008  -0.913319639E-006
   0.19135078853458470E-008  -0.105123775E-005
   0.19150485519201996E-008  -0.105776201E-005
   0.19165892184945521E-008  -0.885186466E-006
   0.19181298850689046E-008  -0.737446783E-006
   0.19196705516432572E-008  -0.787115823E-006
   0.19212112182176097E-008  -0.935383696E-006
   0.19227518847919622E-008  -0.944464318E-006
   0.19242925513663148E-008  -0.765259813E-006
   0.19258332179406673E-008  -0.612422014E-006
   0.19273738845150198E-008  -0.671527516E-006
   0.19289145510893724E-008  -0.834989123E-006
   0.19304552176637249E-008  -0.845022612E-006
   0.19319958842380774E-008  -0.656115787E-006
   0.19335365508124300E-008  -0.504314926E-006
   0.19350772173867825E-008  -0.577139645E-006
   0.19366178839611350E-008  -0.748151194E-006
   0.19381585505354876E-008  -0.752418032E-006
   0.19396992171098401E-008  -0.557486942E-006
   0.19412398836841926E-008  -0.410222185E-006
   0.19427805502585452E-008  -0.493581410E-006
   0.19443212168328977E-008  -0.671143084E-006
   0.19458618834072502E-008  -0.675023728E-006
   0.19474025499816028E-008  -0.477059359E-006
   0.19489432165559553E-008  -0.329299667E-006
   0.19504838831303078E-008  -0.416733428E-006
   0.19520245497046604E-008  -0.599890541E-006
   0.19535652162790129E-008  -0.604647653E-006
   0.19551058828533655E-008  -0.403067304E-006
   0.19566465494277180E-008  -0.257160451E-006
   0.19581872160020705E-008  -0.355148302E-006
   0.19597278825764231E-008  -0.544514705E-006
   0.19612685491507756E-008  -0.543189287E-006
   0.19628092157251281E-008  -0.335846380E-006
   0.19643498822994807E-008  -0.195386264E-006
   0.19658905488738332E-008  -0.301106411E-006
   0.19674312154481857E-008  -0.490636694E-006
   0.19689718820225383E-008  -0.486521969E-006
   0.19705125485968908E-008  -0.279771200E-006
   0.19720532151712433E-008  -0.143310302E-006
   0.19735938817455959E-008  -0.255271260E-006
   0.19751345483199484E-008  -0.448492784E-006
   0.19766752148943009E-008  -0.439743815E-006
   0.19782158814686535E-008  -0.227245437E-006
   0.19797565480430060E-008  -0.957120818E-007
   0.19812972146173585E-008  -0.216372271E-006
   0.19828378811917111E-008  -0.407733467E-006
   0.19843785477660636E-008  -0.392209415E-006
   0.19859192143404161E-008  -0.182045412E-006
   0.19874598809147687E-008  -0.590961662E-007
   0.19890005474891212E-008  -0.184700568E-006
   0.19905412140634737E-008  -0.376749028E-006
   0.19920818806378263E-008  -0.358296234E-006
   0.19936225472121788E-008  -0.141727796E-006
   0.19951632137865313E-008  -0.181757542E-007
   0.19967038803608839E-008  -0.154388772E-006
   0.19982445469352364E-008  -0.354346355E-006
   0.19997852135095889E-008  -0.329521100E-006
   0.20013258800839415E-008  -0.104776092E-006
   0.20028665466582940E-008   0.144476644E-007
   0.20044072132326465E-008  -0.130219405E-006
   0.20059478798069991E-008  -0.329015734E-006
   0.20074885463813516E-008  -0.297712091E-006
   0.20090292129557041E-008  -0.735643368E-007
   0.20105698795300567E-008   0.377200990E-007
   0.20121105461044092E-008  -0.111743219E-006
   0.20136512126787617E-008  -0.306952302E-006
   0.20151918792531143E-008  -0.270848062E-006
   0.20167325458274668E-008  -0.493153323E-007
   0.20182732124018193E-008   0.555456339E-007
   0.20198138789761719E-008  -0.941909875E-007
   0.20213545455505244E-008  -0.283944843E-006
   0.20228952121248769E-008  -0.245771332E-006
   0.20244358786992295E-008  -0.280319767E-007
   0.20259765452735820E-008   0.718872002E-007
   0.20275172118479345E-008  -0.811409393E-007
   0.20290578784222871E-008  -0.270399426E-006
   0.20305985449966396E-008  -0.226362403E-006
   0.20321392115709921E-008  -0.453343318E-008
   0.20336798781453447E-008   0.893793768E-007
   0.20352205447196972E-008  -0.714108310E-007
   0.20367612112940497E-008  -0.256531450E-006
   0.20383018778684023E-008  -0.204076315E-006
   0.20398425444427548E-008   0.129961961E-007
   0.20413832110171073E-008   0.939529130E-007
   0.20429238775914599E-008  -0.685376662E-007
   0.20444645441658124E-008  -0.242898864E-006
   0.20460052107401649E-008  -0.182698003E-006
   0.20475458773145175E-008   0.322057048E-007
   0.20490865438888700E-008   0.106507976E-006
   0.20506272104632225E-008  -0.600622840E-007
   0.20521678770375751E-008  -0.231324123E-006
   0.20537085436119276E-008  -0.164709050E-006
   0.20552492101862802E-008   0.469958508E-007
   0.20567898767606327E-008   0.107154577E-006
   0.20583305433349852E-008  -0.653203500E-007
   0.20598712099093378E-008  -0.224236828E-006
   0.20614118764836903E-008  -0.145092571E-006
   0.20629525430580428E-008   0.625047392E-007
   0.20644932096323954E-008   0.111817009E-006
   0.20660338762067479E-008  -0.617607228E-007
   0.20675745427811004E-008  -0.213286910E-006
   0.20691152093554530E-008  -0.130054786E-006
   0.20706558759298055E-008   0.722501881E-007
   0.20721965425041580E-008   0.111985237E-006
   0.20737372090785106E-008  -0.633525943E-007
   0.20752778756528631E-008  -0.204938402E-006
   0.20768185422272156E-008  -0.113624068E-006
   0.20783592088015682E-008   0.832605167E-007
   0.20798998753759207E-008   0.114029987E-006
   0.20814405419502732E-008  -0.596333081E-007
   0.20829812085246258E-008  -0.194120943E-006
   0.20845218750989783E-008  -0.103416610E-006
   0.20860625416733308E-008   0.849699404E-007
   0.20876032082476834E-008   0.109016440E-006
   0.20891438748220359E-008  -0.620659080E-007
   0.20906845413963884E-008  -0.185474875E-006
   0.20922252079707410E-008  -0.870997212E-007
   0.20937658745450935E-008   0.945414627E-007
   0.20953065411194460E-008   0.106623929E-006
   0.20968472076937986E-008  -0.631896313E-007
   0.20983878742681511E-008  -0.175098208E-006
   0.20999285408425036E-008  -0.746278275E-007
   0.21014692074168562E-008   0.964066302E-007
   0.21030098739912087E-008   0.100996182E-006
   0.21045505405655612E-008  -0.641399609E-007
   0.21060912071399138E-008  -0.165824559E-006
   0.21076318737142663E-008  -0.612359159E-007
   0.21091725402886188E-008   0.101258514E-006
   0.21107132068629714E-008   0.919364425E-007
   0.21122538734373239E-008  -0.746852464E-007
   0.21137945400116764E-008  -0.161624968E-006
   0.21153352065860290E-008  -0.457929374E-007
   0.21168758731603815E-008   0.110812216E-006
   0.21184165397347340E-008   0.919171299E-007
   0.21199572063090866E-008  -0.718812601E-007
   0.21214978728834391E-008  -0.150214362E-006
   0.21230385394577916E-008  -0.353287888E-007
   0.21245792060321442E-008   0.109297737E-006
   0.21261198726064967E-008   0.789437919E-007
   0.21276605391808492E-008  -0.836250180E-007
   0.21292012057552018E-008  -0.147180756E-006
   0.21307418723295543E-008  -0.203473007E-007
   0.21322825389039068E-008   0.117399551E-006
   0.21338232054782594E-008   0.726509768E-007
   0.21353638720526119E-008  -0.868249828E-007
   0.21369045386269644E-008  -0.133778769E-006
   0.21384452052013170E-008  -0.575865045E-008
   0.21399858717756695E-008   0.113699485E-006
   0.21415265383500220E-008   0.587247300E-007
   0.21430672049243746E-008  -0.909432814E-007
   0.21446078714987271E-008  -0.126164892E-006
   0.21461485380730796E-008   0.211927897E-008
   0.21476892046474322E-008   0.115981237E-006
   0.21492298712217847E-008   0.569669361E-007
   0.21507705377961372E-008  -0.909558793E-007
   0.21523112043704898E-008  -0.117816086E-006
   0.21538518709448423E-008   0.129149385E-007
   0.21553925375191949E-008   0.112239427E-006
   0.21569332040935474E-008   0.396503168E-007
   0.21584738706678999E-008  -0.976764056E-007
   0.21600145372422525E-008  -0.104953578E-006
   0.21615552038166050E-008   0.247976502E-007
   0.21630958703909575E-008   0.109752655E-006
   0.21646365369653101E-008   0.352742902E-007
   0.21661772035396626E-008  -0.927845392E-007
   0.21677178701140151E-008  -0.967785070E-007
   0.21692585366883677E-008   0.281166450E-007
   0.21707992032627202E-008   0.106267635E-006
   0.21723398698370727E-008   0.272526961E-007
   0.21738805364114253E-008  -0.962628945E-007
   0.21754212029857778E-008  -0.886289016E-007
   0.21769618695601303E-008   0.372632414E-007
   0.21785025361344829E-008   0.100482950E-006
   0.21800432027088354E-008   0.116491776E-007
   0.21815838692831879E-008  -0.101852407E-006
   0.21831245358575405E-008  -0.774779920E-007
   0.21846652024318930E-008   0.527249853E-007
   0.21862058690062455E-008   0.105565078E-006
   0.21877465355805981E-008   0.591845151E-008
   0.21892872021549506E-008  -0.103530070E-006
   0.21908278687293031E-008  -0.662340298E-007
   0.21923685353036557E-008   0.614927771E-007
   0.21939092018780082E-008   0.942619067E-007
   0.21954498684523607E-008  -0.132801503E-007
   0.21969905350267133E-008  -0.106495335E-006
   0.21985312016010658E-008  -0.548036176E-007
   0.22000718681754183E-008   0.685121364E-007
   0.22016125347497709E-008   0.923971442E-007
   0.22031532013241234E-008  -0.161685563E-007
   0.22046938678984759E-008  -0.105670708E-006
   0.22062345344728285E-008  -0.486268021E-007
   0.22077752010471810E-008   0.755546807E-007
   0.22093158676215335E-008   0.882818370E-007
   0.22108565341958861E-008  -0.303349310E-007
   0.22123972007702386E-008  -0.109580256E-006
   0.22139378673445911E-008  -0.356607828E-007
   0.22154785339189437E-008   0.854498481E-007
   0.22170192004932962E-008   0.834204243E-007
   0.22185598670676487E-008  -0.366067709E-007
   0.22201005336420013E-008  -0.106353248E-006
   0.22216412002163538E-008  -0.292538473E-007
   0.22231818667907063E-008   0.866477237E-007
   0.22247225333650589E-008   0.770796120E-007
   0.22262631999394114E-008  -0.472877915E-007
   0.22278038665137639E-008  -0.109911738E-006
   0.22293445330881165E-008  -0.185563493E-007
   0.22308851996624690E-008   0.977462662E-007
   0.22324258662368215E-008   0.727434752E-007
   0.22339665328111741E-008  -0.563819356E-007
   0.22355071993855266E-008  -0.104701186E-006
   0.22370478659598791E-008  -0.583275295E-008
   0.22385885325342317E-008   0.980915615E-007
   0.22401291991085842E-008   0.614247071E-007
   0.22416698656829367E-008  -0.627102636E-007
   0.22432105322572893E-008  -0.100117035E-006
   0.22447511988316418E-008   0.154468438E-008
   0.22462918654059943E-008   0.996639073E-007
   0.22478325319803469E-008   0.546463781E-007
   0.22493731985546994E-008  -0.725571567E-007
   0.22509138651290519E-008  -0.102174425E-006
   0.22524545317034045E-008   0.104853228E-007
   0.22539951982777570E-008   0.107771804E-006
   0.22555358648521096E-008   0.519895984E-007
   0.22570765314264621E-008  -0.770258168E-007
   0.22586171980008146E-008  -0.952508756E-007
   0.22601578645751672E-008   0.219934435E-007
   0.22616985311495197E-008   0.105369523E-006
   0.22632391977238722E-008   0.345944713E-007
   0.22647798642982248E-008  -0.897912500E-007
   0.22663205308725773E-008  -0.897070720E-007
   0.22678611974469298E-008   0.370448703E-007
   0.22694018640212824E-008   0.112146544E-006
   0.22709425305956349E-008   0.284881025E-007
   0.22724831971699874E-008  -0.967280869E-007
   0.22740238637443400E-008  -0.865624727E-007
   0.22755645303186925E-008   0.445279014E-007
   0.22771051968930450E-008   0.110773271E-006
   0.22786458634673976E-008   0.184011668E-007
   0.22801865300417501E-008  -0.102238445E-006
   0.22817271966161026E-008  -0.805222840E-007
   0.22832678631904552E-008   0.551717250E-007
   0.22848085297648077E-008   0.115441473E-006
   0.22863491963391602E-008   0.128232500E-007
   0.22878898629135128E-008  -0.112111579E-006
   0.22894305294878653E-008  -0.826627655E-007
   0.22909711960622178E-008   0.624405061E-007
   0.22925118626365704E-008   0.117435974E-006
   0.22940525292109229E-008   0.278281931E-008
   0.22955931957852754E-008  -0.117226044E-006
   0.22971338623596280E-008  -0.704462693E-007
   0.22986745289339805E-008   0.756660157E-007
   0.23002151955083330E-008   0.113812774E-006
   0.23017558620826856E-008  -0.804004685E-008
   0.23032965286570381E-008  -0.118507316E-006
   0.23048371952313906E-008  -0.651759393E-007
   0.23063778618057432E-008   0.766730892E-007
   0.23079185283800957E-008   0.110301926E-006
   0.23094591949544482E-008  -0.108563256E-007
   0.23109998615288008E-008  -0.117445246E-006
   0.23125405281031533E-008  -0.589552656E-007
   0.23140811946775058E-008   0.831348501E-007
   0.23156218612518584E-008   0.107362297E-006
   0.23171625278262109E-008  -0.226801689E-007
   0.23187031944005634E-008  -0.124674798E-006
   0.23202438609749160E-008  -0.538665788E-007
   0.23217845275492685E-008   0.921230097E-007
   0.23233251941236210E-008   0.108445533E-006
   0.23248658606979736E-008  -0.293239424E-007
   0.23264065272723261E-008  -0.127407262E-006
   0.23279471938466786E-008  -0.451404887E-007
   0.23294878604210312E-008   0.102267627E-006
   0.23310285269953837E-008   0.103733619E-006
   0.23325691935697362E-008  -0.451000020E-007
   0.23341098601440888E-008  -0.132701274E-006
   0.23356505267184413E-008  -0.335373471E-007
   0.23371911932927938E-008   0.113112449E-006
   0.23387318598671464E-008   0.101295328E-006
   0.23402725264414989E-008  -0.525843689E-007
   0.23418131930158514E-008  -0.134391428E-006
   0.23433538595902040E-008  -0.302123553E-007
   0.23448945261645565E-008   0.115125196E-006
   0.23464351927389090E-008   0.973997132E-007
   0.23479758593132616E-008  -0.608878068E-007
   0.23495165258876141E-008  -0.136700777E-006
   0.23510571924619666E-008  -0.189791507E-007
   0.23525978590363192E-008   0.129319957E-006
   0.23541385256106717E-008   0.978537074E-007
   0.23556791921850243E-008  -0.719419901E-007
   0.23572198587593768E-008  -0.142926140E-006
   0.23587605253337293E-008  -0.160969904E-007
   0.23603011919080819E-008   0.130172282E-006
   0.23618418584824344E-008   0.905055373E-007
   0.23633825250567869E-008  -0.794783972E-007
   0.23649231916311395E-008  -0.140200470E-006
   0.23664638582054920E-008  -0.386259558E-008
   0.23680045247798445E-008   0.140204193E-006
   0.23695451913541971E-008   0.894031302E-007
   0.23710858579285496E-008  -0.869585790E-007
   0.23726265245029021E-008  -0.143104103E-006
   0.23741671910772547E-008  -0.391921162E-009
   0.23757078576516072E-008   0.142081291E-006
   0.23772485242259597E-008   0.844835029E-007
   0.23787891908003123E-008  -0.940090104E-007
   0.23803298573746648E-008  -0.142870690E-006
   0.23818705239490173E-008   0.918127796E-008
   0.23834111905233699E-008   0.149435948E-006
   0.23849518570977224E-008   0.783516754E-007
   0.23864925236720749E-008  -0.105432576E-006
   0.23880331902464275E-008  -0.142476054E-006
   0.23895738568207800E-008   0.194461620E-007
   0.23911145233951325E-008   0.152934760E-006
   0.23926551899694851E-008   0.727017877E-007
   0.23941958565438376E-008  -0.108435792E-006
   0.23957365231181901E-008  -0.139929554E-006
   0.23972771896925427E-008   0.215459721E-007
   0.23988178562668952E-008   0.152825649E-006
   0.24003585228412477E-008   0.693177284E-007
   0.24018991894156003E-008  -0.116107323E-006
   0.24034398559899528E-008  -0.142117855E-006
   0.24049805225643053E-008   0.336550414E-007
   0.24065211891386579E-008   0.165661717E-006
   0.24080618557130104E-008   0.656016539E-007
   0.24096025222873629E-008  -0.126716557E-006
   0.24111431888617155E-008  -0.141769320E-006
   0.24126838554360680E-008   0.382678138E-007
   0.24142245220104205E-008   0.159741376E-006
   0.24157651885847731E-008   0.551580612E-007
   0.24173058551591256E-008  -0.128134360E-006
