t              BoxCavity.fdtd_Point probe001_Ex_40_30_24.dat
   0.37284131099331319E-009  -0.658558275E-008
   0.37438197756766572E-009  -0.680488110E-008
   0.37592264414201826E-009  -0.706318204E-008
   0.37746331071637079E-009  -0.732266292E-008
   0.37900397729072333E-009  -0.755049268E-008
   0.38054464386507586E-009  -0.778802622E-008
   0.38208531043942839E-009  -0.808602074E-008
   0.38362597701378093E-009  -0.841587688E-008
   0.38516664358813346E-009  -0.871889583E-008
   0.38670731016248600E-009  -0.900488839E-008
   0.38824797673683853E-009  -0.932789224E-008
   0.38978864331119106E-009  -0.969171765E-008
   0.39132930988554360E-009  -0.100486481E-007
   0.39286997645989613E-009  -0.103789981E-007
   0.39441064303424866E-009  -0.107146461E-007
   0.39595130960860120E-009  -0.110843681E-007
   0.39749197618295373E-009  -0.114785044E-007
   0.39903264275730627E-009  -0.118734134E-007
   0.40057330933165880E-009  -0.122618538E-007
   0.40211397590601133E-009  -0.126541106E-007
   0.40365464248036387E-009  -0.130673667E-007
   0.40519530905471640E-009  -0.135105180E-007
   0.40673597562906894E-009  -0.139662770E-007
   0.40827664220342147E-009  -0.144053738E-007
   0.40981730877777400E-009  -0.148326489E-007
   0.41135797535212654E-009  -0.152886237E-007
   0.41289864192647907E-009  -0.157895883E-007
   0.41443930850083160E-009  -0.163104179E-007
   0.41597997507518414E-009  -0.168452203E-007
   0.41752064164953667E-009  -0.174290893E-007
   0.41906130822388921E-009  -0.180761592E-007
   0.42060197479824174E-009  -0.187524609E-007
   0.42214264137259427E-009  -0.194309848E-007
   0.42368330794694681E-009  -0.201212025E-007
   0.42522397452129934E-009  -0.208306563E-007
   0.42676464109565188E-009  -0.215438476E-007
   0.42830530767000441E-009  -0.222467573E-007
   0.42984597424435694E-009  -0.229405064E-007
   0.43138664081870948E-009  -0.236345592E-007
   0.43292730739306201E-009  -0.243445033E-007
   0.43446797396741454E-009  -0.250819152E-007
   0.43600864054176708E-009  -0.258395403E-007
   0.43754930711611961E-009  -0.266083049E-007
   0.43908997369047215E-009  -0.274076530E-007
   0.44063064026482468E-009  -0.282735932E-007
   0.44217130683917721E-009  -0.292191320E-007
   0.44371197341352975E-009  -0.302250207E-007
   0.44525263998788228E-009  -0.312638058E-007
   0.44679330656223482E-009  -0.323225571E-007
   0.44833397313658735E-009  -0.334099823E-007
   0.44987463971093988E-009  -0.345438664E-007
   0.45141530628529242E-009  -0.357218894E-007
   0.45295597285964495E-009  -0.369096504E-007
   0.45449663943399748E-009  -0.380735941E-007
   0.45603730600835002E-009  -0.392239414E-007
   0.45757797258270255E-009  -0.404050695E-007
   0.45911863915705509E-009  -0.416360670E-007
   0.46065930573140762E-009  -0.428848459E-007
   0.46219997230576015E-009  -0.441275034E-007
   0.46374063888011269E-009  -0.454132412E-007
   0.46528130545446522E-009  -0.468224428E-007
   0.46682197202881776E-009  -0.483629741E-007
   0.46836263860317029E-009  -0.499615034E-007
   0.46990330517752282E-009  -0.515674152E-007
   0.47144397175187536E-009  -0.532141051E-007
   0.47298463832622789E-009  -0.549556844E-007
   0.47452530490058042E-009  -0.567782656E-007
   0.47606597147493296E-009  -0.586011204E-007
   0.47760663804928549E-009  -0.603632628E-007
   0.47914730462363803E-009  -0.621001490E-007
   0.48068797119799056E-009  -0.639130775E-007
   0.48222863777234309E-009  -0.658461090E-007
   0.48376930434669563E-009  -0.678314720E-007
   0.48530997092104816E-009  -0.698034768E-007
   0.48685063749540070E-009  -0.718232727E-007
   0.48839130406975323E-009  -0.740098685E-007
   0.48993197064410576E-009  -0.763686288E-007
   0.49147263721845830E-009  -0.787810563E-007
   0.49301330379281083E-009  -0.811741856E-007
   0.49455397036716336E-009  -0.836169747E-007
   0.49609463694151590E-009  -0.862087290E-007
   0.49763530351586843E-009  -0.889238549E-007
   0.49917597009022097E-009  -0.916288840E-007
   0.50071663666457350E-009  -0.942554337E-007
   0.50225730323892603E-009  -0.969091403E-007
   0.50379796981327857E-009  -0.997611167E-007
   0.50533863638763110E-009  -0.102839941E-006
   0.50687930296198364E-009  -0.105993706E-006
   0.50841996953633617E-009  -0.109090855E-006
   0.50996063611068870E-009  -0.112199210E-006
   0.51150130268504124E-009  -0.115491311E-006
   0.51304196925939377E-009  -0.119001292E-006
   0.51458263583374630E-009  -0.122576708E-006
   0.51612330240809884E-009  -0.126097447E-006
   0.51766396898245137E-009  -0.129652932E-006
   0.51920463555680391E-009  -0.133424564E-006
   0.52074530213115644E-009  -0.137432650E-006
   0.52228596870550897E-009  -0.141501843E-006
   0.52382663527986151E-009  -0.145504458E-006
   0.52536730185421404E-009  -0.149552193E-006
   0.52690796842856658E-009  -0.153857101E-006
   0.52844863500291911E-009  -0.158436222E-006
   0.52998930157727164E-009  -0.163077502E-006
   0.53152996815162418E-009  -0.167639044E-006
   0.53307063472597671E-009  -0.172268813E-006
   0.53461130130032924E-009  -0.177214972E-006
   0.53615196787468178E-009  -0.182472533E-006
   0.53769263444903431E-009  -0.187769871E-006
   0.53923330102338685E-009  -0.192942409E-006
   0.54077396759773938E-009  -0.198186257E-006
   0.54231463417209191E-009  -0.203819297E-006
   0.54385530074644445E-009  -0.209850370E-006
   0.54539596732079698E-009  -0.215947537E-006
   0.54693663389514952E-009  -0.221871630E-006
   0.54847730046950205E-009  -0.227796917E-006
   0.55001796704385458E-009  -0.234075841E-006
   0.55155863361820712E-009  -0.240759988E-006
   0.55309930019255965E-009  -0.247535667E-006
   0.55463996676691218E-009  -0.254178502E-006
   0.55618063334126472E-009  -0.260906262E-006
   0.55772129991561725E-009  -0.268115997E-006
   0.55926196648996979E-009  -0.275839682E-006
   0.56080263306432232E-009  -0.283686688E-006
   0.56234329963867485E-009  -0.291385930E-006
   0.56388396621302739E-009  -0.299170409E-006
   0.56542463278737992E-009  -0.307441411E-006
   0.56696529936173246E-009  -0.316175857E-006
   0.56850596593608499E-009  -0.324920762E-006
   0.57004663251043752E-009  -0.333404358E-006
   0.57158729908479006E-009  -0.341935305E-006
   0.57312796565914259E-009  -0.351030167E-006
   0.57466863223349512E-009  -0.360742320E-006
   0.57620929880784766E-009  -0.370601811E-006
   0.57774996538220019E-009  -0.380285968E-006
   0.57929063195655273E-009  -0.390108823E-006
   0.58083129853090526E-009  -0.400606126E-006
   0.58237196510525779E-009  -0.411760908E-006
   0.58391263167961033E-009  -0.422977308E-006
   0.58545329825396286E-009  -0.433882008E-006
   0.58699396482831540E-009  -0.444856795E-006
   0.58853463140266793E-009  -0.456551788E-006
   0.59007529797702046E-009  -0.469010558E-006
   0.59161596455137300E-009  -0.481588472E-006
   0.59315663112572553E-009  -0.493828736E-006
   0.59469729770007806E-009  -0.506145739E-006
   0.59623796427443060E-009  -0.519318519E-006
   0.59777863084878313E-009  -0.533404545E-006
   0.59931929742313567E-009  -0.547607840E-006
   0.60085996399748820E-009  -0.561375941E-006
   0.60240063057184073E-009  -0.575207650E-006
   0.60394129714619327E-009  -0.589991316E-006
   0.60548196372054580E-009  -0.605770992E-006
   0.60702263029489834E-009  -0.621666402E-006
   0.60856329686925087E-009  -0.637081598E-006
   0.61010396344360340E-009  -0.652565575E-006
   0.61164463001795594E-009  -0.669120197E-006
   0.61318529659230847E-009  -0.686828741E-006
   0.61472596316666100E-009  -0.704679906E-006
   0.61626662974101354E-009  -0.721936942E-006
   0.61780729631536607E-009  -0.739221377E-006
   0.61934796288971861E-009  -0.757721125E-006
   0.62088862946407114E-009  -0.777529465E-006
   0.62242929603842367E-009  -0.797466612E-006
   0.62396996261277621E-009  -0.816725674E-006
   0.62551062918712874E-009  -0.836058291E-006
   0.62705129576148128E-009  -0.856778854E-006
   0.62859196233583381E-009  -0.878923515E-006
   0.63013262891018634E-009  -0.901151452E-006
   0.63167329548453888E-009  -0.922595461E-006
   0.63321396205889141E-009  -0.944120188E-006
   0.63475462863324394E-009  -0.967192705E-006
   0.63629529520759648E-009  -0.991867864E-006
   0.63783596178194901E-009  -0.101667865E-005
   0.63937662835630155E-009  -0.104063849E-005
   0.64091729493065408E-009  -0.106463619E-005
   0.64245796150500661E-009  -0.109026917E-005
   0.64399862807935915E-009  -0.111764780E-005
   0.64553929465371168E-009  -0.114518821E-005
   0.64707996122806422E-009  -0.117178774E-005
   0.64862062780241675E-009  -0.119845072E-005
   0.65016129437676928E-009  -0.122700794E-005
   0.65170196095112182E-009  -0.125755753E-005
   0.65324262752547435E-009  -0.128821841E-005
   0.65478329409982688E-009  -0.131770821E-005
   0.65632396067417942E-009  -0.134721085E-005
   0.65786462724853195E-009  -0.137882319E-005
   0.65940529382288449E-009  -0.141264229E-005
   0.66094596039723702E-009  -0.144656792E-005
   0.66248662697158955E-009  -0.147919638E-005
   0.66402729354594209E-009  -0.151184724E-005
   0.66556796012029462E-009  -0.154684562E-005
   0.66710862669464716E-009  -0.158431340E-005
   0.66864929326899969E-009  -0.162191202E-005
   0.67018995984335222E-009  -0.165804636E-005
   0.67173062641770476E-009  -0.169417604E-005
   0.67327129299205729E-009  -0.173290437E-005
   0.67481195956640982E-009  -0.177433856E-005
   0.67635262614076236E-009  -0.181581845E-005
   0.67789329271511489E-009  -0.185557303E-005
   0.67943395928946743E-009  -0.189529942E-005
   0.68097462586381996E-009  -0.193795881E-005
   0.68251529243817249E-009  -0.198368821E-005
   0.68405595901252503E-009  -0.202950741E-005
   0.68559662558687756E-009  -0.207339508E-005
   0.68713729216123010E-009  -0.211718930E-005
   0.68867795873558263E-009  -0.216417448E-005
   0.69021862530993516E-009  -0.221452410E-005
   0.69175929188428770E-009  -0.226494626E-005
   0.69329995845864023E-009  -0.231322065E-005
   0.69484062503299276E-009  -0.236141364E-005
   0.69638129160734530E-009  -0.241314660E-005
   0.69792195818169783E-009  -0.246854279E-005
   0.69946262475605037E-009  -0.252391283E-005
   0.70100329133040290E-009  -0.257682427E-005
   0.70254395790475543E-009  -0.262961862E-005
   0.70408462447910797E-009  -0.268634153E-005
   0.70562529105346050E-009  -0.274712215E-005
   0.70716595762781304E-009  -0.280782524E-005
   0.70870662420216557E-009  -0.286572322E-005
   0.71024729077651810E-009  -0.292345021E-005
   0.71178795735087064E-009  -0.298554596E-005
   0.71332862392522317E-009  -0.305214553E-005
   0.71486929049957570E-009  -0.311864051E-005
   0.71640995707392824E-009  -0.318203683E-005
   0.71795062364828077E-009  -0.324526604E-005
   0.71949129022263331E-009  -0.331328238E-005
   0.72103195679698584E-009  -0.338615769E-005
   0.72257262337133837E-009  -0.345878902E-005
   0.72411328994569091E-009  -0.352789880E-005
   0.72565395652004344E-009  -0.359677142E-005
   0.72719462309439598E-009  -0.367094981E-005
   0.72873528966874851E-009  -0.375054037E-005
   0.73027595624310104E-009  -0.382984263E-005
   0.73181662281745358E-009  -0.390518107E-005
   0.73335728939180611E-009  -0.398021621E-005
   0.73489795596615864E-009  -0.406108347E-005
   0.73643862254051118E-009  -0.414783017E-005
   0.73797928911486371E-009  -0.423413530E-005
   0.73951995568921625E-009  -0.431601347E-005
   0.74106062226356878E-009  -0.439754922E-005
   0.74260128883792131E-009  -0.448548917E-005
   0.74414195541227385E-009  -0.457988244E-005
   0.74568262198662638E-009  -0.467375412E-005
   0.74722328856097892E-009  -0.476263949E-005
   0.74876395513533145E-009  -0.485099736E-005
   0.75030462170968398E-009  -0.494633559E-005
   0.75184528828403652E-009  -0.504877289E-005
   0.75338595485838905E-009  -0.515058719E-005
   0.75492662143274158E-009  -0.524683674E-005
   0.75646728800709412E-009  -0.534248557E-005
   0.75800795458144665E-009  -0.544580143E-005
   0.75954862115579919E-009  -0.555685074E-005
   0.76108928773015172E-009  -0.566715289E-005
   0.76262995430450425E-009  -0.577134688E-005
   0.76417062087885679E-009  -0.587484647E-005
   0.76571128745320932E-009  -0.598661563E-005
   0.76725195402756186E-009  -0.610671577E-005
   0.76879262060191439E-009  -0.622592370E-005
   0.77033328717626692E-009  -0.633838590E-005
   0.77187395375061946E-009  -0.645000728E-005
   0.77341462032497199E-009  -0.657059263E-005
   0.77495528689932452E-009  -0.670018835E-005
   0.77649595347367706E-009  -0.682868995E-005
   0.77803662004802959E-009  -0.694978553E-005
   0.77957728662238213E-009  -0.707003755E-005
   0.78111795319673466E-009  -0.720008029E-005
   0.78265861977108719E-009  -0.733976913E-005
   0.78419928634543973E-009  -0.747805734E-005
   0.78573995291979226E-009  -0.760823559E-005
   0.78728061949414480E-009  -0.773753891E-005
   0.78882128606849733E-009  -0.787742738E-005
   0.79036195264284986E-009  -0.802760042E-005
   0.79190261921720240E-009  -0.817603905E-005
   0.79344328579155493E-009  -0.831557190E-005
   0.79498395236590746E-009  -0.845421528E-005
   0.79652461894026000E-009  -0.860445653E-005
   0.79806528551461253E-009  -0.876581453E-005
   0.79960595208896507E-009  -0.892505795E-005
   0.80114661866331760E-009  -0.907444883E-005
   0.80268728523767013E-009  -0.922288109E-005
   0.80422795181202267E-009  -0.938393623E-005
   0.80576861838637520E-009  -0.955691667E-005
   0.80730928496072774E-009  -0.972735234E-005
   0.80884995153508027E-009  -0.988692045E-005
   0.81039061810943280E-009  -0.100454008E-004
   0.81193128468378534E-009  -0.102175700E-004
   0.81347195125813787E-009  -0.104026012E-004
   0.81501261783249040E-009  -0.105846912E-004
   0.81655328440684294E-009  -0.107548021E-004
   0.81809395098119547E-009  -0.109236480E-004
   0.81963461755554801E-009  -0.111073105E-004
   0.82117528412990054E-009  -0.113048136E-004
   0.82271595070425307E-009  -0.114989734E-004
   0.82425661727860561E-009  -0.116800757E-004
   0.82579728385295814E-009  -0.118597764E-004
   0.82733795042731068E-009  -0.120554041E-004
   0.82887861700166321E-009  -0.122658112E-004
   0.83041928357601574E-009  -0.124724156E-004
   0.83195995015036828E-009  -0.126647537E-004
   0.83350061672472081E-009  -0.128554448E-004
   0.83504128329907334E-009  -0.130632134E-004
   0.83658194987342588E-009  -0.132868054E-004
   0.83812261644777841E-009  -0.135062055E-004
   0.83966328302213095E-009  -0.137102579E-004
   0.84120394959648348E-009  -0.139125777E-004
   0.84274461617083601E-009  -0.141330893E-004
   0.84428528274518855E-009  -0.143702373E-004
   0.84582594931954108E-009  -0.146026259E-004
   0.84736661589389362E-009  -0.148184990E-004
   0.84890728246824615E-009  -0.150324749E-004
   0.85044794904259868E-009  -0.152657940E-004
   0.85198861561695122E-009  -0.155167054E-004
   0.85352928219130375E-009  -0.157622489E-004
   0.85506994876565628E-009  -0.159899500E-004
   0.85661061534000882E-009  -0.162157430E-004
   0.85815128191436135E-009  -0.164623762E-004
   0.85969194848871389E-009  -0.167275321E-004
   0.86123261506306642E-009  -0.169864034E-004
   0.86277328163741895E-009  -0.172260825E-004
   0.86431394821177149E-009  -0.174640518E-004
   0.86585461478612402E-009  -0.177243601E-004
   0.86739528136047656E-009  -0.180039933E-004
   0.86893594793482909E-009  -0.182764379E-004
   0.87047661450918162E-009  -0.185283006E-004
   0.87201728108353416E-009  -0.187784608E-004
   0.87355794765788669E-009  -0.190524315E-004
   0.87509861423223922E-009  -0.193466731E-004
   0.87663928080659176E-009  -0.196327128E-004
   0.87817994738094429E-009  -0.198965135E-004
   0.87972061395529683E-009  -0.201587172E-004
   0.88126128052964936E-009  -0.204465687E-004
   0.88280194710400189E-009  -0.207556841E-004
   0.88434261367835443E-009  -0.210553517E-004
   0.88588328025270696E-009  -0.213310559E-004
   0.88742394682705950E-009  -0.216052777E-004
   0.88896461340141203E-009  -0.219068406E-004
   0.89050527997576456E-009  -0.222306808E-004
   0.89204594655011710E-009  -0.225441454E-004
   0.89358661312446963E-009  -0.228320405E-004
   0.89512727969882216E-009  -0.231183276E-004
   0.89666794627317470E-009  -0.234335475E-004
   0.89820861284752723E-009  -0.237721088E-004
   0.89974927942187977E-009  -0.240990939E-004
   0.90128994599623230E-009  -0.243985505E-004
   0.90283061257058483E-009  -0.246964992E-004
   0.90437127914493737E-009  -0.250254270E-004
   0.90591194571928990E-009  -0.253787475E-004
   0.90745261229364244E-009  -0.257191950E-004
   0.90899327886799497E-009  -0.260304751E-004
   0.91053394544234750E-009  -0.263403963E-004
   0.91207461201670004E-009  -0.266826755E-004
   0.91361527859105257E-009  -0.270499240E-004
   0.91515594516540510E-009  -0.274031900E-004
   0.91669661173975764E-009  -0.277257132E-004
   0.91823727831411017E-009  -0.280468867E-004
   0.91977794488846271E-009  -0.284022353E-004
   0.92131861146281524E-009  -0.287836865E-004
   0.92285927803716777E-009  -0.291497399E-004
   0.92439994461152031E-009  -0.294830643E-004
   0.92594061118587284E-009  -0.298154773E-004
   0.92748127776022538E-009  -0.301841028E-004
   0.92902194433457791E-009  -0.305791618E-004
   0.93056261090893044E-009  -0.309569441E-004
   0.93210327748328298E-009  -0.313005294E-004
   0.93364394405763551E-009  -0.316437436E-004
