t              BoxCavity.fdtd_Point probe001_Ex_40_30_24.dat
   0.00000000000000000E+000   0.000000000E+000
   0.15406665743525338E-011   0.000000000E+000
   0.30813331487050677E-011   0.000000000E+000
   0.46219997230576015E-011   0.000000000E+000
   0.61626662974101354E-011   0.000000000E+000
   0.77033328717626692E-011   0.000000000E+000
   0.92439994461152031E-011   0.000000000E+000
   0.10784666020467737E-010   0.000000000E+000
   0.12325332594820271E-010   0.000000000E+000
   0.13865999169172805E-010   0.000000000E+000
   0.15406665743525338E-010   0.000000000E+000
   0.16947332317877872E-010   0.000000000E+000
   0.18487998892230406E-010   0.000000000E+000
   0.20028665466582940E-010   0.000000000E+000
   0.21569332040935474E-010   0.000000000E+000
   0.23109998615288008E-010   0.000000000E+000
   0.24650665189640542E-010   0.000000000E+000
   0.26191331763993075E-010   0.000000000E+000
   0.27731998338345609E-010   0.000000000E+000
   0.29272664912698143E-010   0.000000000E+000
   0.30813331487050677E-010   0.000000000E+000
   0.32353998061403211E-010   0.000000000E+000
   0.33894664635755745E-010   0.000000000E+000
   0.35435331210108278E-010   0.000000000E+000
   0.36975997784460812E-010   0.000000000E+000
   0.38516664358813346E-010   0.000000000E+000
   0.40057330933165880E-010   0.000000000E+000
   0.41597997507518414E-010   0.000000000E+000
   0.43138664081870948E-010  -0.996326855E-026
   0.44679330656223482E-010  -0.162423724E-024
   0.46219997230576015E-010  -0.166226719E-023
   0.47760663804928549E-010  -0.135616896E-022
   0.49301330379281083E-010  -0.923398419E-022
   0.50841996953633617E-010  -0.546362640E-021
   0.52382663527986151E-010  -0.291358760E-020
   0.53923330102338685E-010  -0.142337055E-019
   0.55463996676691218E-010  -0.639379142E-019
   0.57004663251043752E-010  -0.264726721E-018
   0.58545329825396286E-010  -0.101439868E-017
   0.60085996399748820E-010  -0.361451541E-017
   0.61626662974101354E-010  -0.120328458E-016
   0.63167329548453888E-010  -0.375920104E-016
   0.64707996122806422E-010  -0.110642785E-015
   0.66248662697158955E-010  -0.307776754E-015
   0.67789329271511489E-010  -0.811285828E-015
   0.69329995845864023E-010  -0.203110496E-014
   0.70870662420216557E-010  -0.483957611E-014
   0.72411328994569091E-010  -0.109949755E-013
   0.73951995568921625E-010  -0.238551431E-013
   0.75492662143274158E-010  -0.494944323E-013
   0.77033328717626692E-010  -0.983116312E-013
   0.78573995291979226E-010  -0.187121071E-012
   0.80114661866331760E-010  -0.341523955E-012
   0.81655328440684294E-010  -0.598047057E-012
   0.83195995015036828E-010  -0.100512469E-011
   0.84736661589389362E-010  -0.162157505E-011
   0.86277328163741895E-010  -0.251099011E-011
   0.87817994738094429E-010  -0.373069024E-011
   0.89358661312446963E-010  -0.531482237E-011
   0.90899327886799497E-010  -0.725288406E-011
   0.92439994461152031E-010  -0.946737827E-011
   0.93980661035504565E-010  -0.117968508E-010
   0.95521327609857098E-010  -0.139922674E-010
   0.97061994184209632E-010  -0.157346081E-010
   0.98602660758562166E-010  -0.166789482E-010
   0.10014332733291470E-009  -0.165237893E-010
   0.10168399390726723E-009  -0.150940840E-010
   0.10322466048161977E-009  -0.124171281E-010
   0.10476532705597230E-009  -0.876788919E-011
   0.10630599363032484E-009  -0.466389470E-011
   0.10784666020467737E-009  -0.796677828E-012
   0.10938732677902990E-009   0.209868928E-011
   0.11092799335338244E-009   0.341134889E-011
   0.11246865992773497E-009   0.281718399E-011
   0.11400932650208750E-009   0.387553921E-012
   0.11554999307644004E-009  -0.340547881E-011
   0.11709065965079257E-009  -0.781260907E-011
   0.11863132622514511E-009  -0.120100249E-010
   0.12017199279949764E-009  -0.152807541E-010
   0.12171265937385017E-009  -0.171409102E-010
   0.12325332594820271E-009  -0.174560418E-010
   0.12479399252255524E-009  -0.165104857E-010
   0.12633465909690778E-009  -0.148973230E-010
   0.12787532567126031E-009  -0.132439702E-010
   0.12941599224561284E-009  -0.119732297E-010
   0.13095665881996538E-009  -0.112109159E-010
   0.13249732539431791E-009  -0.108476023E-010
   0.13403799196867044E-009  -0.108130024E-010
   0.13557865854302298E-009  -0.113429830E-010
   0.13711932511737551E-009  -0.126782066E-010
   0.13865999169172805E-009  -0.144116941E-010
   0.14020065826608058E-009  -0.157412989E-010
   0.14174132484043311E-009  -0.166835677E-010
   0.14328199141478565E-009  -0.182301362E-010
   0.14482265798913818E-009  -0.207649054E-010
   0.14636332456349072E-009  -0.232061731E-010
   0.14790399113784325E-009  -0.242773700E-010
   0.14944465771219578E-009  -0.237957397E-010
   0.15098532428654832E-009  -0.226751500E-010
   0.15252599086090085E-009  -0.227027147E-010
   0.15406665743525338E-009  -0.252567793E-010
   0.15560732400960592E-009  -0.284339843E-010
   0.15714799058395845E-009  -0.279528831E-010
   0.15868865715831099E-009  -0.241124221E-010
   0.16022932373266352E-009  -0.237949677E-010
   0.16176999030701605E-009  -0.304128771E-010
   0.16331065688136859E-009  -0.370634044E-010
   0.16485132345572112E-009  -0.365080743E-010
   0.16639199003007366E-009  -0.320539498E-010
   0.16793265660442619E-009  -0.313640953E-010
   0.16947332317877872E-009  -0.364020480E-010
   0.17101398975313126E-009  -0.449447736E-010
   0.17255465632748379E-009  -0.525674469E-010
   0.17409532290183632E-009  -0.513874741E-010
   0.17563598947618886E-009  -0.414959629E-010
   0.17717665605054139E-009  -0.408861278E-010
   0.17871732262489393E-009  -0.618069970E-010
   0.18025798919924646E-009  -0.839498956E-010
   0.18179865577359899E-009  -0.816355247E-010
   0.18333932234795153E-009  -0.678109305E-010
   0.18487998892230406E-009  -0.735633984E-010
   0.18642065549665660E-009  -0.965581712E-010
   0.18796132207100913E-009  -0.110488431E-009
   0.18950198864536166E-009  -0.108450013E-009
   0.19104265521971420E-009  -0.976999037E-010
   0.19258332179406673E-009  -0.777276368E-010
   0.19412398836841926E-009  -0.587437460E-010
   0.19566465494277180E-009  -0.627982319E-010
   0.19720532151712433E-009  -0.774900005E-010
   0.19874598809147687E-009  -0.637595254E-010
   0.20028665466582940E-009  -0.321524890E-010
   0.20182732124018193E-009  -0.389649008E-010
   0.20336798781453447E-009  -0.887902946E-010
   0.20490865438888700E-009  -0.125160923E-009
   0.20644932096323954E-009  -0.128560218E-009
   0.20798998753759207E-009  -0.132581626E-009
   0.20953065411194460E-009  -0.142964113E-009
   0.21107132068629714E-009  -0.135025116E-009
   0.21261198726064967E-009  -0.120733423E-009
   0.21415265383500220E-009  -0.129114497E-009
   0.21569332040935474E-009  -0.145158427E-009
   0.21723398698370727E-009  -0.146929469E-009
   0.21877465355805981E-009  -0.160333177E-009
   0.22031532013241234E-009  -0.207440370E-009
   0.22185598670676487E-009  -0.254812088E-009
   0.22339665328111741E-009  -0.268712108E-009
   0.22493731985546994E-009  -0.260782118E-009
   0.22647798642982248E-009  -0.242631554E-009
   0.22801865300417501E-009  -0.202707795E-009
   0.22955931957852754E-009  -0.151215457E-009
   0.23109998615288008E-009  -0.123789673E-009
   0.23264065272723261E-009  -0.129360939E-009
   0.23418131930158514E-009  -0.144826220E-009
   0.23572198587593768E-009  -0.157587499E-009
   0.23726265245029021E-009  -0.176157630E-009
   0.23880331902464275E-009  -0.210111997E-009
   0.24034398559899528E-009  -0.259769817E-009
   0.24188465217334781E-009  -0.313536946E-009
   0.24342531874770035E-009  -0.356429497E-009
   0.24496598532205288E-009  -0.391212146E-009
   0.24650665189640542E-009  -0.430226826E-009
   0.24804731847075795E-009  -0.461487432E-009
   0.24958798504511048E-009  -0.459176558E-009
   0.25112865161946302E-009  -0.425844415E-009
   0.25266931819381555E-009  -0.382524679E-009
   0.25420998476816808E-009  -0.333132744E-009
   0.25575065134252062E-009  -0.284139434E-009
   0.25729131791687315E-009  -0.270695105E-009
   0.25883198449122569E-009  -0.315974108E-009
   0.26037265106557822E-009  -0.394627220E-009
   0.26191331763993075E-009  -0.469343620E-009
   0.26345398421428329E-009  -0.528131594E-009
   0.26499465078863582E-009  -0.568549707E-009
   0.26653531736298836E-009  -0.586604265E-009
   0.26807598393734089E-009  -0.591380056E-009
   0.26961665051169342E-009  -0.598379679E-009
   0.27115731708604596E-009  -0.609722994E-009
   0.27269798366039849E-009  -0.619785723E-009
   0.27423865023475102E-009  -0.626431074E-009
   0.27577931680910356E-009  -0.627767782E-009
   0.27731998338345609E-009  -0.625480279E-009
   0.27886064995780863E-009  -0.629523655E-009
   0.28040131653216116E-009  -0.646535270E-009
   0.28194198310651369E-009  -0.678023304E-009
   0.28348264968086623E-009  -0.734134364E-009
   0.28502331625521876E-009  -0.822242330E-009
   0.28656398282957130E-009  -0.924206101E-009
   0.28810464940392383E-009  -0.101449238E-008
   0.28964531597827636E-009  -0.108813358E-008
   0.29118598255262890E-009  -0.114432108E-008
   0.29272664912698143E-009  -0.116898957E-008
   0.29426731570133396E-009  -0.116031473E-008
   0.29580798227568650E-009  -0.114195287E-008
   0.29734864885003903E-009  -0.113213927E-008
   0.29888931542439157E-009  -0.112829968E-008
   0.30042998199874410E-009  -0.112991216E-008
   0.30197064857309663E-009  -0.114971876E-008
   0.30351131514744917E-009  -0.119972765E-008
   0.30505198172180170E-009  -0.128067301E-008
   0.30659264829615424E-009  -0.137913603E-008
   0.30813331487050677E-009  -0.147156576E-008
   0.30967398144485930E-009  -0.154267499E-008
   0.31121464801921184E-009  -0.159656977E-008
   0.31275531459356437E-009  -0.164412517E-008
   0.31429598116791690E-009  -0.169459824E-008
   0.31583664774226944E-009  -0.175958448E-008
   0.31737731431662197E-009  -0.184130133E-008
   0.31891798089097451E-009  -0.192189242E-008
   0.32045864746532704E-009  -0.198866967E-008
   0.32199931403967957E-009  -0.205659956E-008
   0.32353998061403211E-009  -0.214355178E-008
   0.32508064718838464E-009  -0.224314300E-008
   0.32662131376273718E-009  -0.234008324E-008
   0.32816198033708971E-009  -0.243108711E-008
   0.32970264691144224E-009  -0.251914378E-008
   0.33124331348579478E-009  -0.260423461E-008
   0.33278398006014731E-009  -0.268344902E-008
   0.33432464663449984E-009  -0.275344680E-008
   0.33586531320885238E-009  -0.281970691E-008
   0.33740597978320491E-009  -0.290002844E-008
   0.33894664635755745E-009  -0.300358560E-008
   0.34048731293190998E-009  -0.311806381E-008
   0.34202797950626251E-009  -0.323458438E-008
   0.34356864608061505E-009  -0.336375638E-008
   0.34510931265496758E-009  -0.350884011E-008
   0.34664997922932012E-009  -0.365026409E-008
   0.34819064580367265E-009  -0.377527209E-008
   0.34973131237802518E-009  -0.389920407E-008
   0.35127197895237772E-009  -0.404480671E-008
   0.35281264552673025E-009  -0.421670343E-008
   0.35435331210108278E-009  -0.439847447E-008
   0.35589397867543532E-009  -0.456514115E-008
   0.35743464524978785E-009  -0.470632244E-008
   0.35897531182414039E-009  -0.484362506E-008
   0.36051597839849292E-009  -0.501228792E-008
   0.36205664497284545E-009  -0.521929300E-008
   0.36359731154719799E-009  -0.543144019E-008
   0.36513797812155052E-009  -0.561375213E-008
   0.36667864469590306E-009  -0.577382009E-008
   0.36821931127025559E-009  -0.595239413E-008
   0.36975997784460812E-009  -0.616543216E-008
   0.37130064441896066E-009  -0.638282316E-008
