t              BoxCavity.fdtd_Point probe002_Ez_24_10_7.dat
   0.66556796012029462E-009   0.531291278E-006
   0.66864929326899969E-009   0.555171596E-006
   0.67173062641770476E-009   0.580480275E-006
   0.67481195956640982E-009   0.607862717E-006
   0.67789329271511489E-009   0.636505717E-006
   0.68097462586381996E-009   0.665209427E-006
   0.68405595901252503E-009   0.694142898E-006
   0.68713729216123010E-009   0.724799293E-006
   0.69021862530993516E-009   0.758023361E-006
   0.69329995845864023E-009   0.792757135E-006
   0.69638129160734530E-009   0.827408371E-006
   0.69946262475605037E-009   0.862162835E-006
   0.70254395790475543E-009   0.898976566E-006
   0.70562529105346050E-009   0.938976314E-006
   0.70870662420216557E-009   0.980772711E-006
   0.71178795735087064E-009   0.102226591E-005
   0.71486929049957570E-009   0.106369157E-005
   0.71795062364828077E-009   0.110759299E-005
   0.72103195679698584E-009   0.115542912E-005
   0.72411328994569091E-009   0.120538755E-005
   0.72719462309439598E-009   0.125471013E-005
   0.73027595624310104E-009   0.130365333E-005
   0.73335728939180611E-009   0.135550897E-005
   0.73643862254051118E-009   0.141221017E-005
   0.73951995568921625E-009   0.147142919E-005
   0.74260128883792131E-009   0.152956875E-005
   0.74568262198662638E-009   0.158692819E-005
   0.74876395513533145E-009   0.164774463E-005
   0.75184528828403652E-009   0.171450893E-005
   0.75492662143274158E-009   0.178422408E-005
   0.75800795458144665E-009   0.185224053E-005
   0.76108928773015172E-009   0.191888466E-005
   0.76417062087885679E-009   0.198955331E-005
   0.76725195402756186E-009   0.206746313E-005
   0.77033328717626692E-009   0.214881788E-005
   0.77341462032497199E-009   0.222766175E-005
   0.77649595347367706E-009   0.230436967E-005
   0.77957728662238213E-009   0.238581379E-005
   0.78265861977108719E-009   0.247611365E-005
   0.78573995291979226E-009   0.257044485E-005
   0.78882128606849733E-009   0.266119309E-005
   0.79190261921720240E-009   0.274875083E-005
   0.79498395236590746E-009   0.284176645E-005
   0.79806528551461253E-009   0.294546476E-005
   0.80114661866331760E-009   0.305380809E-005
   0.80422795181202267E-009   0.315720445E-005
   0.80730928496072774E-009   0.325608926E-005
   0.81039061810943280E-009   0.336130120E-005
   0.81347195125813787E-009   0.347946411E-005
   0.81655328440684294E-009   0.360307831E-005
   0.81963461755554801E-009   0.372007071E-005
   0.82271595070425307E-009   0.383083216E-005
   0.82579728385295814E-009   0.394882318E-005
   0.82887861700166321E-009   0.408234746E-005
   0.83195995015036828E-009   0.422210724E-005
   0.83504128329907334E-009   0.435305355E-005
   0.83812261644777841E-009   0.447560114E-005
   0.84120394959648348E-009   0.460642332E-005
   0.84428528274518855E-009   0.475589059E-005
   0.84736661589389362E-009   0.491263427E-005
   0.85044794904259868E-009   0.505805974E-005
   0.85352928219130375E-009   0.519250307E-005
   0.85661061534000882E-009   0.533637194E-005
   0.85969194848871389E-009   0.550247114E-005
   0.86277328163741895E-009   0.567688721E-005
   0.86585461478612402E-009   0.583671545E-005
   0.86893594793482909E-009   0.598222232E-005
   0.87201728108353416E-009   0.613834845E-005
   0.87509861423223922E-009   0.632087085E-005
   0.87817994738094429E-009   0.651301434E-005
   0.88126128052964936E-009   0.668693701E-005
   0.88434261367835443E-009   0.684280440E-005
   0.88742394682705950E-009   0.701074987E-005
   0.89050527997576456E-009   0.720996377E-005
   0.89358661312446963E-009   0.742021803E-005
   0.89666794627317470E-009   0.760769672E-005
   0.89974927942187977E-009   0.777233527E-005
   0.90283061257058483E-009   0.795040614E-005
   0.90591194571928990E-009   0.816521151E-005
   0.90899327886799497E-009   0.839266522E-005
   0.91207461201670004E-009   0.859222837E-005
   0.91515594516540510E-009   0.876368267E-005
   0.91823727831411017E-009   0.895032190E-005
   0.92131861146281524E-009   0.918008845E-005
   0.92439994461152031E-009   0.942441966E-005
   0.92748127776022538E-009   0.963493312E-005
   0.93056261090893044E-009   0.981101130E-005
   0.93364394405763551E-009   0.100038578E-004
   0.93672527720634058E-009   0.102468048E-004
   0.93980661035504565E-009   0.105063555E-004
   0.94288794350375071E-009   0.107252954E-004
   0.94596927665245578E-009   0.109025705E-004
   0.94905060980116085E-009   0.110984274E-004
   0.95213194294986592E-009   0.113524638E-004
   0.95521327609857098E-009   0.116256997E-004
   0.95829460924727605E-009   0.118509051E-004
   0.96137594239598112E-009   0.120264440E-004
   0.96445727554468619E-009   0.122225574E-004
   0.96753860869339126E-009   0.124855724E-004
   0.97061994184209632E-009   0.127702497E-004
   0.97370127499080139E-009   0.129983455E-004
   0.97678260813950646E-009   0.131676061E-004
   0.97986394128821153E-009   0.133592475E-004
   0.98294527443691659E-009   0.136273666E-004
   0.98602660758562166E-009   0.139204330E-004
   0.98910794073432673E-009   0.141482005E-004
   0.99218927388303180E-009   0.143074712E-004
   0.99527060703173686E-009   0.144914256E-004
   0.99835194018044193E-009   0.147624532E-004
   0.10014332733291470E-008   0.150615197E-004
   0.10045146064778521E-008   0.152850189E-004
   0.10075959396265571E-008   0.154290265E-004
   0.10106772727752622E-008   0.155997150E-004
   0.10137586059239673E-008   0.158683688E-004
   0.10168399390726723E-008   0.161686476E-004
   0.10199212722213774E-008   0.163834738E-004
   0.10230026053700825E-008   0.165078964E-004
   0.10260839385187875E-008   0.166614409E-004
   0.10291652716674926E-008   0.169250361E-004
   0.10322466048161977E-008   0.172243690E-004
   0.10353279379649027E-008   0.174270608E-004
   0.10384092711136078E-008   0.175267287E-004
   0.10414906042623129E-008   0.176575159E-004
   0.10445719374110179E-008   0.179105318E-004
   0.10476532705597230E-008   0.182030362E-004
   0.10507346037084281E-008   0.183876909E-004
   0.10538159368571332E-008   0.184575365E-004
   0.10568972700058382E-008   0.185613480E-004
   0.10599786031545433E-008   0.188002196E-004
   0.10630599363032484E-008   0.190832616E-004
   0.10661412694519534E-008   0.192476618E-004
   0.10692226026006585E-008   0.192844964E-004
   0.10723039357493636E-008   0.193568085E-004
   0.10753852688980686E-008   0.195764769E-004
   0.10784666020467737E-008   0.198446705E-004
   0.10815479351954788E-008   0.199829865E-004
   0.10846292683441838E-008   0.199813130E-004
   0.10877106014928889E-008   0.200175982E-004
   0.10907919346415940E-008   0.202139781E-004
   0.10938732677902990E-008   0.204636199E-004
   0.10969546009390041E-008   0.205735105E-004
   0.11000359340877092E-008   0.205320594E-004
   0.11031172672364142E-008   0.205301312E-004
   0.11061986003851193E-008   0.206993736E-004
   0.11092799335338244E-008   0.209262180E-004
   0.11123612666825294E-008   0.210038252E-004
   0.11154425998312345E-008   0.209187001E-004
   0.11185239329799396E-008   0.208745041E-004
   0.11216052661286446E-008   0.210126145E-004
   0.11246865992773497E-008   0.212129889E-004
   0.11277679324260548E-008   0.212562572E-004
   0.11308492655747598E-008   0.211280822E-004
   0.11339305987234649E-008   0.210427443E-004
   0.11370119318721700E-008   0.211480074E-004
   0.11400932650208750E-008   0.213181374E-004
   0.11431745981695801E-008   0.213246058E-004
   0.11462559313182852E-008   0.211520000E-004
   0.11493372644669902E-008   0.210223225E-004
   0.11524185976156953E-008   0.210902599E-004
   0.11554999307644004E-008   0.212278483E-004
   0.11585812639131055E-008   0.211986462E-004
   0.11616625970618105E-008   0.209848331E-004
   0.11647439302105156E-008   0.208142210E-004
   0.11678252633592207E-008   0.208457659E-004
   0.11709065965079257E-008   0.209480932E-004
   0.11739879296566308E-008   0.208803121E-004
   0.11770692628053359E-008   0.206256354E-004
   0.11801505959540409E-008   0.204149055E-004
   0.11832319291027460E-008   0.204078369E-004
   0.11863132622514511E-008   0.204734879E-004
   0.11893945954001561E-008   0.203718810E-004
   0.11924759285488612E-008   0.200844443E-004
   0.11955572616975663E-008   0.198381895E-004
   0.11986385948462713E-008   0.197920344E-004
   0.12017199279949764E-008   0.198185899E-004
   0.12048012611436815E-008   0.196817855E-004
   0.12078825942923865E-008   0.193632604E-004
   0.12109639274410916E-008   0.190856917E-004
   0.12140452605897967E-008   0.190037081E-004
   0.12171265937385017E-008   0.189931961E-004
   0.12202079268872068E-008   0.188271733E-004
   0.12232892600359119E-008   0.184881410E-004
   0.12263705931846169E-008   0.181861651E-004
   0.12294519263333220E-008   0.180668012E-004
   0.12325332594820271E-008   0.180156840E-004
   0.12356145926307321E-008   0.178219889E-004
   0.12386959257794372E-008   0.174679153E-004
   0.12417772589281423E-008   0.171473166E-004
   0.12448585920768473E-008   0.169959058E-004
   0.12479399252255524E-008   0.169092455E-004
   0.12510212583742575E-008   0.166942918E-004
   0.12541025915229626E-008   0.163354034E-004
   0.12571839246716676E-008   0.160065647E-004
   0.12602652578203727E-008   0.158258608E-004
   0.12633465909690778E-008   0.157006361E-004
   0.12664279241177828E-008   0.154662521E-004
   0.12695092572664879E-008   0.151104723E-004
   0.12725905904151930E-008   0.147780820E-004
   0.12756719235638980E-008   0.145684207E-004
   0.12787532567126031E-008   0.144097949E-004
   0.12818345898613082E-008   0.141685259E-004
   0.12849159230100132E-008   0.138294818E-004
   0.12879972561587183E-008   0.135044784E-004
   0.12910785893074234E-008   0.132725590E-004
   0.12941599224561284E-008   0.130805365E-004
   0.12972412556048335E-008   0.128302918E-004
   0.13003225887535386E-008   0.125130218E-004
   0.13034039219022436E-008   0.122048395E-004
   0.13064852550509487E-008   0.119540555E-004
   0.13095665881996538E-008   0.117294703E-004
   0.13126479213483588E-008   0.114802342E-004
   0.13157292544970639E-008   0.112000471E-004
   0.13188105876457690E-008   0.109165903E-004
   0.13218919207944740E-008   0.106485904E-004
   0.13249732539431791E-008   0.103953689E-004
   0.13280545870918842E-008   0.101525702E-004
   0.13311359202405892E-008   0.991419074E-005
   0.13342172533892943E-008   0.966309926E-005
   0.13372985865379994E-008   0.938581616E-005
   0.13403799196867044E-008   0.910506878E-005
   0.13434612528354095E-008   0.886841917E-005
   0.13465425859841146E-008   0.867994186E-005
   0.13496239191328196E-008   0.847194678E-005
   0.13527052522815247E-008   0.818940862E-005
   0.13557865854302298E-008   0.788421312E-005
   0.13588679185789349E-008   0.766205176E-005
   0.13619492517276399E-008   0.752963251E-005
   0.13650305848763450E-008   0.736462061E-005
   0.13681119180250501E-008   0.707824529E-005
   0.13711932511737551E-008   0.675378033E-005
   0.13742745843224602E-008   0.654951509E-005
   0.13773559174711653E-008   0.647679235E-005
   0.13804372506198703E-008   0.636280947E-005
   0.13835185837685754E-008   0.607893253E-005
   0.13865999169172805E-008   0.573523494E-005
   0.13896812500659855E-008   0.554898816E-005
   0.13927625832146906E-008   0.553901236E-005
   0.13958439163633957E-008   0.547722902E-005
   0.13989252495121007E-008   0.519712421E-005
   0.14020065826608058E-008   0.484070279E-005
   0.14050879158095109E-008   0.467839982E-005
   0.14081692489582159E-008   0.473031650E-005
   0.14112505821069210E-008   0.471961312E-005
   0.14143319152556261E-008   0.444675834E-005
   0.14174132484043311E-008   0.407935340E-005
   0.14204945815530362E-008   0.393921619E-005
   0.14235759147017413E-008   0.405421588E-005
   0.14266572478504463E-008   0.409775339E-005
   0.14297385809991514E-008   0.383146016E-005
   0.14328199141478565E-008   0.345192598E-005
   0.14359012472965615E-008   0.333627395E-005
   0.14389825804452666E-008   0.351412541E-005
   0.14420639135939717E-008   0.360779586E-005
   0.14451452467426767E-008   0.334970355E-005
   0.14482265798913818E-008   0.296556891E-005
   0.14513079130400869E-008   0.287461467E-005
   0.14543892461887920E-008   0.310583664E-005
   0.14574705793374970E-008   0.324313396E-005
   0.14605519124862021E-008   0.299443900E-005
   0.14636332456349072E-008   0.260658112E-005
   0.14667145787836122E-008   0.253752864E-005
   0.14697959119323173E-008   0.282027167E-005
   0.14728772450810224E-008   0.300214288E-005
   0.14759585782297274E-008   0.276485980E-005
   0.14790399113784325E-008   0.237494646E-005
   0.14821212445271376E-008   0.232555112E-005
   0.14852025776758426E-008   0.265073777E-005
   0.14882839108245477E-008   0.286715340E-005
   0.14913652439732528E-008   0.263907145E-005
   0.14944465771219578E-008   0.225000576E-005
   0.14975279102706629E-008   0.221782170E-005
   0.15006092434193680E-008   0.257667625E-005
   0.15036905765680730E-008   0.282249084E-005
   0.15067719097167781E-008   0.260734578E-005
   0.15098532428654832E-008   0.222503922E-005
   0.15129345760141882E-008   0.220878746E-005
   0.15160159091628933E-008   0.259169565E-005
   0.15190972423115984E-008   0.285675719E-005
   0.15221785754603034E-008   0.265135668E-005
   0.15252599086090085E-008   0.227667692E-005
   0.15283412417577136E-008   0.227130840E-005
   0.15314225749064186E-008   0.266607253E-005
   0.15345039080551237E-008   0.294274378E-005
   0.15375852412038288E-008   0.275143225E-005
   0.15406665743525338E-008   0.239230803E-005
   0.15437479075012389E-008   0.239803762E-005
   0.15468292406499440E-008   0.279763162E-005
   0.15499105737986490E-008   0.307890014E-005
   0.15529919069473541E-008   0.289769832E-005
   0.15560732400960592E-008   0.255056375E-005
   0.15591545732447643E-008   0.255984537E-005
   0.15622359063934693E-008   0.295215614E-005
   0.15653172395421744E-008   0.322916958E-005
   0.15683985726908795E-008   0.306090010E-005
   0.15714799058395845E-008   0.273505862E-005
   0.15745612389882896E-008   0.275010916E-005
   0.15776425721369947E-008   0.312824113E-005
   0.15807239052856997E-008   0.339514054E-005
   0.15838052384344048E-008   0.323913423E-005
   0.15868865715831099E-008   0.293290373E-005
   0.15899679047318149E-008   0.294641177E-005
   0.15930492378805200E-008   0.329978366E-005
   0.15961305710292251E-008   0.354850772E-005
   0.15992119041779301E-008   0.340403312E-005
   0.16022932373266352E-008   0.312172278E-005
   0.16053745704753403E-008   0.313416376E-005
   0.16084559036240453E-008   0.345737976E-005
   0.16115372367727504E-008   0.368587075E-005
   0.16146185699214555E-008   0.355821589E-005
   0.16176999030701605E-008   0.330342596E-005
   0.16207812362188656E-008   0.330989201E-005
   0.16238625693675707E-008   0.359367164E-005
   0.16269439025162757E-008   0.379362791E-005
   0.16300252356649808E-008   0.367729263E-005
   0.16331065688136859E-008   0.344890236E-005
   0.16361879019623909E-008   0.345070634E-005
   0.16392692351110960E-008   0.369368968E-005
   0.16423505682598011E-008   0.386336978E-005
   0.16454319014085061E-008   0.376336789E-005
   0.16485132345572112E-008   0.356926648E-005
   0.16515945677059163E-008   0.356604664E-005
   0.16546759008546214E-008   0.376036019E-005
   0.16577572340033264E-008   0.389418619E-005
   0.16608385671520315E-008   0.380858637E-005
   0.16639199003007366E-008   0.364588209E-005
   0.16670012334494416E-008   0.363539061E-005
   0.16700825665981467E-008   0.378202162E-005
   0.16731638997468518E-008   0.388052558E-005
   0.16762452328955568E-008   0.380804659E-005
   0.16793265660442619E-008   0.367836469E-005
   0.16824078991929670E-008   0.366508266E-005
   0.16854892323416720E-008   0.376555795E-005
   0.16885705654903771E-008   0.382732060E-005
   0.16916518986390822E-008   0.376808998E-005
   0.16947332317877872E-008   0.367156917E-005
   0.16978145649364923E-008   0.365224719E-005
   0.17008958980851974E-008   0.370344355E-005
   0.17039772312339024E-008   0.372883869E-005
   0.17070585643826075E-008   0.368313886E-005
   0.17101398975313126E-008   0.361861089E-005
   0.17132212306800176E-008   0.359567525E-005
   0.17163025638287227E-008   0.360402441E-005
   0.17193838969774278E-008   0.359713545E-005
   0.17224652301261328E-008   0.356473993E-005
   0.17255465632748379E-008   0.353096812E-005
   0.17286278964235430E-008   0.350312303E-005
   0.17317092295722480E-008   0.346772617E-005
   0.17347905627209531E-008   0.342984436E-005
   0.17378718958696582E-008   0.341124837E-005
   0.17409532290183632E-008   0.340448742E-005
   0.17440345621670683E-008   0.337023130E-005
   0.17471158953157734E-008   0.329811814E-005
   0.17501972284644784E-008   0.323698328E-005
   0.17532785616131835E-008   0.323250174E-005
   0.17563598947618886E-008   0.325183214E-005
   0.17594412279105937E-008   0.321459743E-005
   0.17625225610592987E-008   0.310744167E-005
   0.17656038942080038E-008   0.301994646E-005
   0.17686852273567089E-008   0.302674812E-005
   0.17717665605054139E-008   0.307048322E-005
   0.17748478936541190E-008   0.302954072E-005
   0.17779292268028241E-008   0.289326886E-005
   0.17810105599515291E-008   0.278973721E-005
   0.17840918931002342E-008   0.280998415E-005
   0.17871732262489393E-008   0.287259354E-005
   0.17902545593976443E-008   0.282815472E-005
   0.17933358925463494E-008   0.266846541E-005
   0.17964172256950545E-008   0.254896077E-005
   0.17994985588437595E-008   0.257896500E-005
   0.18025798919924646E-008   0.266124789E-005
   0.18056612251411697E-008   0.261609057E-005
   0.18087425582898747E-008   0.243418071E-005
   0.18118238914385798E-008   0.230103865E-005
   0.18149052245872849E-008   0.234209051E-005
   0.18179865577359899E-008   0.244125908E-005
   0.18210678908846950E-008   0.239619931E-005
   0.18241492240334001E-008   0.220053607E-005
   0.18272305571821051E-008   0.205870219E-005
   0.18303118903308102E-008   0.210594317E-005
   0.18333932234795153E-008   0.221695109E-005
   0.18364745566282203E-008   0.217352294E-005
   0.18395558897769254E-008   0.196803489E-005
   0.18426372229256305E-008   0.182006056E-005
   0.18457185560743355E-008   0.187368244E-005
   0.18487998892230406E-008   0.199434749E-005
   0.18518812223717457E-008   0.195284952E-005
   0.18549625555204508E-008   0.174321372E-005
   0.18580438886691558E-008   0.159286071E-005
   0.18611252218178609E-008   0.164973289E-005
   0.18642065549665660E-008   0.177679306E-005
   0.18672878881152710E-008   0.173887497E-005
   0.18703692212639761E-008   0.152822918E-005
   0.18734505544126812E-008   0.137761310E-005
   0.18765318875613862E-008   0.143774980E-005
   0.18796132207100913E-008   0.156757881E-005
   0.18826945538587964E-008   0.153130600E-005
   0.18857758870075014E-008   0.132508535E-005
   0.18888572201562065E-008   0.117926311E-005
   0.18919385533049116E-008   0.123963525E-005
   0.18950198864536166E-008   0.136921528E-005
   0.18981012196023217E-008   0.133783385E-005
   0.19011825527510268E-008   0.113803765E-005
   0.19042638858997318E-008   0.995202754E-006
   0.19073452190484369E-008   0.105595632E-005
   0.19104265521971420E-008   0.118521268E-005
   0.19135078853458470E-008   0.115590308E-005
   0.19165892184945521E-008   0.964502078E-006
   0.19196705516432572E-008   0.830880367E-006
   0.19227518847919622E-008   0.891216814E-006
   0.19258332179406673E-008   0.101501234E-005
   0.19289145510893724E-008   0.989322984E-006
   0.19319958842380774E-008   0.809355242E-006
   0.19350772173867825E-008   0.681914969E-006
   0.19381585505354876E-008   0.740683561E-006
   0.19412398836841926E-008   0.862640945E-006
   0.19443212168328977E-008   0.839912275E-006
