t              BoxCavity.fdtd_Point probe001_Ey_40_30_24.dat
   0.37438197756766572E-009  -0.274105377E-009
   0.37592264414201826E-009  -0.276558026E-009
   0.37746331071637079E-009  -0.276263706E-009
   0.37900397729072333E-009  -0.294141378E-009
   0.38054464386507586E-009  -0.324956034E-009
   0.38208531043942839E-009  -0.342690709E-009
   0.38362597701378093E-009  -0.342453704E-009
   0.38516664358813346E-009  -0.346607326E-009
   0.38670731016248600E-009  -0.367059938E-009
   0.38824797673683853E-009  -0.388126919E-009
   0.38978864331119106E-009  -0.393566985E-009
   0.39132930988554360E-009  -0.390439903E-009
   0.39286997645989613E-009  -0.395855071E-009
   0.39441064303424866E-009  -0.412919116E-009
   0.39595130960860120E-009  -0.431423508E-009
   0.39749197618295373E-009  -0.445117360E-009
   0.39903264275730627E-009  -0.457150456E-009
   0.40057330933165880E-009  -0.472507367E-009
   0.40211397590601133E-009  -0.493472818E-009
   0.40365464248036387E-009  -0.518060983E-009
   0.40519530905471640E-009  -0.538827205E-009
   0.40673597562906894E-009  -0.551860502E-009
   0.40827664220342147E-009  -0.566753533E-009
   0.40981730877777400E-009  -0.593096849E-009
   0.41135797535212654E-009  -0.620868967E-009
   0.41289864192647907E-009  -0.634583830E-009
   0.41443930850083160E-009  -0.640788700E-009
   0.41597997507518414E-009  -0.657673860E-009
   0.41752064164953667E-009  -0.684932389E-009
   0.41906130822388921E-009  -0.708199277E-009
   0.42060197479824174E-009  -0.725325633E-009
   0.42214264137259427E-009  -0.746692319E-009
   0.42368330794694681E-009  -0.776634979E-009
   0.42522397452129934E-009  -0.809658285E-009
   0.42676464109565188E-009  -0.838798420E-009
   0.42830530767000441E-009  -0.861100913E-009
   0.42984597424435694E-009  -0.880993112E-009
   0.43138664081870948E-009  -0.907214359E-009
   0.43292730739306201E-009  -0.940472811E-009
   0.43446797396741454E-009  -0.971078773E-009
   0.43600864054176708E-009  -0.994683003E-009
   0.43754930711611961E-009  -0.102058051E-008
   0.43908997369047215E-009  -0.105829712E-008
   0.44063064026482468E-009  -0.110403253E-008
   0.44217130683917721E-009  -0.114517418E-008
   0.44371197341352975E-009  -0.117478482E-008
   0.44525263998788228E-009  -0.120033372E-008
   0.44679330656223482E-009  -0.123676680E-008
   0.44833397313658735E-009  -0.128772060E-008
   0.44987463971093988E-009  -0.133802602E-008
   0.45141530628529242E-009  -0.137252565E-008
   0.45295597285964495E-009  -0.139787926E-008
   0.45449663943399748E-009  -0.143475576E-008
   0.45603730600835002E-009  -0.148902335E-008
   0.45757797258270255E-009  -0.154242086E-008
   0.45911863915705509E-009  -0.157849078E-008
   0.46065930573140762E-009  -0.160936087E-008
   0.46219997230576015E-009  -0.166187109E-008
   0.46374063888011269E-009  -0.173767511E-008
   0.46528130545446522E-009  -0.180667203E-008
   0.46682197202881776E-009  -0.184847815E-008
   0.46836263860317029E-009  -0.188183957E-008
   0.46990330517752282E-009  -0.193835303E-008
   0.47144397175187536E-009  -0.201987671E-008
   0.47298463832622789E-009  -0.209751905E-008
   0.47452530490058042E-009  -0.214873452E-008
   0.47606597147493296E-009  -0.218546847E-008
   0.47760663804928549E-009  -0.224110908E-008
   0.47914730462363803E-009  -0.232808617E-008
   0.48068797119799056E-009  -0.241744669E-008
   0.48222863777234309E-009  -0.247627252E-008
   0.48376930434669563E-009  -0.251833399E-008
   0.48530997092104816E-009  -0.258928168E-008
   0.48685063749540070E-009  -0.269959943E-008
   0.48839130406975323E-009  -0.280592416E-008
   0.48993197064410576E-009  -0.287345170E-008
   0.49147263721845830E-009  -0.292747449E-008
   0.49301330379281083E-009  -0.301736547E-008
   0.49455397036716336E-009  -0.314519388E-008
   0.49609463694151590E-009  -0.325968297E-008
   0.49763530351586843E-009  -0.332387873E-008
   0.49917597009022097E-009  -0.336648487E-008
   0.50071663666457350E-009  -0.344793794E-008
   0.50225730323892603E-009  -0.358199426E-008
   0.50379796981327857E-009  -0.371577147E-008
   0.50533863638763110E-009  -0.380080589E-008
   0.50687930296198364E-009  -0.386336962E-008
   0.50841996953633617E-009  -0.397284072E-008
   0.50996063611068870E-009  -0.414446655E-008
   0.51150130268504124E-009  -0.431261338E-008
   0.51304196925939377E-009  -0.441812853E-008
   0.51458263583374630E-009  -0.449009141E-008
   0.51612330240809884E-009  -0.460560035E-008
   0.51766396898245137E-009  -0.478180784E-008
   0.51920463555680391E-009  -0.495051422E-008
   0.52074530213115644E-009  -0.505312192E-008
   0.52228596870550897E-009  -0.512725595E-008
   0.52382663527986151E-009  -0.526174304E-008
   0.52536730185421404E-009  -0.547364021E-008
   0.52690796842856658E-009  -0.567716185E-008
   0.52844863500291911E-009  -0.579838622E-008
   0.52998930157727164E-009  -0.588272542E-008
   0.53152996815162418E-009  -0.603840000E-008
   0.53307063472597671E-009  -0.628529806E-008
   0.53461130130032924E-009  -0.652071863E-008
   0.53615196787468178E-009  -0.665799860E-008
   0.53769263444903431E-009  -0.675012179E-008
   0.53923330102338685E-009  -0.692210733E-008
   0.54077396759773938E-009  -0.719737914E-008
   0.54231463417209191E-009  -0.745817186E-008
   0.54385530074644445E-009  -0.760444063E-008
   0.54539596732079698E-009  -0.769798802E-008
   0.54693663389514952E-009  -0.788659715E-008
   0.54847730046950205E-009  -0.820267232E-008
   0.55001796704385458E-009  -0.851285797E-008
   0.55155863361820712E-009  -0.869697381E-008
   0.55309930019255965E-009  -0.881704043E-008
   0.55463996676691218E-009  -0.903766395E-008
   0.55618063334126472E-009  -0.939506251E-008
   0.55772129991561725E-009  -0.973515668E-008
   0.55926196648996979E-009  -0.992259874E-008
   0.56080263306432232E-009  -0.100373319E-007
   0.56234329963867485E-009  -0.102737303E-007
   0.56388396621302739E-009  -0.106724141E-007
   0.56542463278737992E-009  -0.110600382E-007
   0.56696529936173246E-009  -0.112864624E-007
   0.56850596593608499E-009  -0.114344214E-007
   0.57004663251043752E-009  -0.117110641E-007
   0.57158729908479006E-009  -0.121615171E-007
   0.57312796565914259E-009  -0.125946178E-007
   0.57466863223349512E-009  -0.128394850E-007
   0.57620929880784766E-009  -0.129932509E-007
   0.57774996538220019E-009  -0.133017464E-007
   0.57929063195655273E-009  -0.138167291E-007
   0.58083129853090526E-009  -0.143117447E-007
   0.58237196510525779E-009  -0.145913885E-007
   0.58391263167961033E-009  -0.147664974E-007
   0.58545329825396286E-009  -0.151068082E-007
   0.58699396482831540E-009  -0.156690909E-007
   0.58853463140266793E-009  -0.162103753E-007
   0.59007529797702046E-009  -0.165158909E-007
   0.59161596455137300E-009  -0.167073306E-007
   0.59315663112572553E-009  -0.170950756E-007
   0.59469729770007806E-009  -0.177459523E-007
   0.59623796427443060E-009  -0.183667392E-007
   0.59777863084878313E-009  -0.187010887E-007
   0.59931929742313567E-009  -0.188996054E-007
   0.60085996399748820E-009  -0.193260661E-007
   0.60240063057184073E-009  -0.200540100E-007
   0.60394129714619327E-009  -0.207551132E-007
   0.60548196372054580E-009  -0.211431672E-007
   0.60702263029489834E-009  -0.213745803E-007
   0.60856329686925087E-009  -0.218516973E-007
   0.61010396344360340E-009  -0.226683312E-007
   0.61164463001795594E-009  -0.234503119E-007
   0.61318529659230847E-009  -0.238559323E-007
   0.61472596316666100E-009  -0.240767655E-007
   0.61626662974101354E-009  -0.246053862E-007
   0.61780729631536607E-009  -0.255452139E-007
   0.61934796288971861E-009  -0.264386326E-007
   0.62088862946407114E-009  -0.268928151E-007
   0.62242929603842367E-009  -0.271368048E-007
   0.62396996261277621E-009  -0.277163750E-007
   0.62551062918712874E-009  -0.287382438E-007
   0.62705129576148128E-009  -0.297106553E-007
   0.62859196233583381E-009  -0.302157908E-007
   0.63013262891018634E-009  -0.305030596E-007
   0.63167329548453888E-009  -0.311698933E-007
   0.63321396205889141E-009  -0.323322347E-007
   0.63475462863324394E-009  -0.334277921E-007
   0.63629529520759648E-009  -0.339707675E-007
   0.63783596178194901E-009  -0.342456552E-007
   0.63937662835630155E-009  -0.349516220E-007
   0.64091729493065408E-009  -0.362408308E-007
   0.64245796150500661E-009  -0.374781557E-007
   0.64399862807935915E-009  -0.380995324E-007
   0.64553929465371168E-009  -0.384116703E-007
   0.64707996122806422E-009  -0.391962907E-007
   0.64862062780241675E-009  -0.406197742E-007
   0.65016129437676928E-009  -0.419675636E-007
   0.65170196095112182E-009  -0.426242153E-007
   0.65324262752547435E-009  -0.429588169E-007
   0.65478329409982688E-009  -0.438476100E-007
   0.65632396067417942E-009  -0.454541969E-007
   0.65786462724853195E-009  -0.469646082E-007
   0.65940529382288449E-009  -0.476886370E-007
   0.66094596039723702E-009  -0.480352895E-007
   0.66248662697158955E-009  -0.489900138E-007
   0.66402729354594209E-009  -0.507582989E-007
   0.66556796012029462E-009  -0.524383772E-007
   0.66710862669464716E-009  -0.532379474E-007
   0.66864929326899969E-009  -0.535997700E-007
   0.67018995984335222E-009  -0.546357128E-007
   0.67173062641770476E-009  -0.565836267E-007
   0.67327129299205729E-009  -0.584323736E-007
   0.67481195956640982E-009  -0.593033143E-007
   0.67635262614076236E-009  -0.597036802E-007
   0.67789329271511489E-009  -0.608684374E-007
   0.67943395928946743E-009  -0.630427834E-007
   0.68097462586381996E-009  -0.650872067E-007
   0.68251529243817249E-009  -0.660209736E-007
   0.68405595901252503E-009  -0.664163764E-007
   0.68559662558687756E-009  -0.676689211E-007
   0.68713729216123010E-009  -0.700686513E-007
   0.68867795873558263E-009  -0.723390912E-007
   0.69021862530993516E-009  -0.733681063E-007
   0.69175929188428770E-009  -0.737835677E-007
   0.69329995845864023E-009  -0.751385514E-007
   0.69484062503299276E-009  -0.777589051E-007
   0.69638129160734530E-009  -0.802403264E-007
   0.69792195818169783E-009  -0.813638081E-007
   0.69946262475605037E-009  -0.818217458E-007
   0.70100329133040290E-009  -0.833184828E-007
   0.70254395790475543E-009  -0.862049276E-007
   0.70408462447910797E-009  -0.889201814E-007
   0.70562529105346050E-009  -0.901156838E-007
   0.70716595762781304E-009  -0.905825175E-007
   0.70870662420216557E-009  -0.922315948E-007
   0.71024729077651810E-009  -0.954291153E-007
   0.71178795735087064E-009  -0.984048540E-007
   0.71332862392522317E-009  -0.996700820E-007
   0.71486929049957570E-009  -0.100136297E-006
   0.71640995707392824E-009  -0.101922751E-006
   0.71795062364828077E-009  -0.105419147E-006
   0.71949129022263331E-009  -0.108674080E-006
   0.72103195679698584E-009  -0.110046471E-006
   0.72257262337133837E-009  -0.110525704E-006
   0.72411328994569091E-009  -0.112454416E-006
   0.72565395652004344E-009  -0.116288895E-006
   0.72719462309439598E-009  -0.119866840E-006
   0.72873528966874851E-009  -0.121343533E-006
   0.73027595624310104E-009  -0.121821202E-006
   0.73181662281745358E-009  -0.123917616E-006
   0.73335728939180611E-009  -0.128118302E-006
   0.73489795596615864E-009  -0.132003564E-006
   0.73643862254051118E-009  -0.133560022E-006
   0.73797928911486371E-009  -0.134036242E-006
   0.73951995568921625E-009  -0.136302887E-006
   0.74106062226356878E-009  -0.140879763E-006
   0.74260128883792131E-009  -0.145119515E-006
   0.74414195541227385E-009  -0.146799891E-006
   0.74568262198662638E-009  -0.147265453E-006
   0.74722328856097892E-009  -0.149692042E-006
   0.74876395513533145E-009  -0.154690326E-006
   0.75030462170968398E-009  -0.159326405E-006
   0.75184528828403652E-009  -0.161116603E-006
   0.75338595485838905E-009  -0.161564074E-006
   0.75492662143274158E-009  -0.164189856E-006
   0.75646728800709412E-009  -0.169627725E-006
   0.75800795458144665E-009  -0.174630358E-006
   0.75954862115579919E-009  -0.176517432E-006
   0.76108928773015172E-009  -0.176959574E-006
   0.76262995430450425E-009  -0.179770268E-006
   0.76417062087885679E-009  -0.185633965E-006
   0.76571128745320932E-009  -0.191046610E-006
   0.76725195402756186E-009  -0.193081590E-006
   0.76879262060191439E-009  -0.193521117E-006
   0.77033328717626692E-009  -0.196535552E-006
   0.77187395375061946E-009  -0.202902058E-006
   0.77341462032497199E-009  -0.208768668E-006
   0.77495528689932452E-009  -0.210913072E-006
   0.77649595347367706E-009  -0.211323140E-006
   0.77803662004802959E-009  -0.214574641E-006
   0.77957728662238213E-009  -0.221456361E-006
   0.78111795319673466E-009  -0.227737857E-006
   0.78265861977108719E-009  -0.229974972E-006
   0.78419928634543973E-009  -0.230375235E-006
   0.78573995291979226E-009  -0.233864540E-006
   0.78728061949414480E-009  -0.241260068E-006
   0.78882128606849733E-009  -0.247999253E-006
   0.79036195264284986E-009  -0.250367236E-006
   0.79190261921720240E-009  -0.250745956E-006
   0.79344328579155493E-009  -0.254488839E-006
   0.79498395236590746E-009  -0.262495234E-006
   0.79652461894026000E-009  -0.269768123E-006
   0.79806528551461253E-009  -0.272231432E-006
   0.79960595208896507E-009  -0.272516559E-006
   0.80114661866331760E-009  -0.276500543E-006
   0.80268728523767013E-009  -0.285133183E-006
   0.80422795181202267E-009  -0.292921612E-006
   0.80576861838637520E-009  -0.295452367E-006
   0.80730928496072774E-009  -0.295650409E-006
   0.80884995153508027E-009  -0.299909004E-006
   0.81039061810943280E-009  -0.309206655E-006
   0.81193128468378534E-009  -0.317554793E-006
   0.81347195125813787E-009  -0.320193493E-006
   0.81501261783249040E-009  -0.320319145E-006
   0.81655328440684294E-009  -0.324845473E-006
   0.81809395098119547E-009  -0.334812938E-006
   0.81963461755554801E-009  -0.343745938E-006
   0.82117528412990054E-009  -0.346502333E-006
   0.82271595070425307E-009  -0.346525979E-006
   0.82425661727860561E-009  -0.351286047E-006
   0.82579728385295814E-009  -0.361928812E-006
   0.82733795042731068E-009  -0.371469213E-006
   0.82887861700166321E-009  -0.374338043E-006
   0.83041928357601574E-009  -0.374249765E-006
   0.83195995015036828E-009  -0.379277310E-006
   0.83350061672472081E-009  -0.390645482E-006
   0.83504128329907334E-009  -0.400805646E-006
   0.83658194987342588E-009  -0.403785066E-006
   0.83812261644777841E-009  -0.403613910E-006
   0.83966328302213095E-009  -0.408940451E-006
   0.84120394959648348E-009  -0.421026783E-006
   0.84274461617083601E-009  -0.431781700E-006
   0.84428528274518855E-009  -0.434847010E-006
   0.84582594931954108E-009  -0.434555943E-006
   0.84736661589389362E-009  -0.440165280E-006
   0.84890728246824615E-009  -0.453014223E-006
   0.85044794904259868E-009  -0.464407208E-006
   0.85198861561695122E-009  -0.467539081E-006
   0.85352928219130375E-009  -0.467127734E-006
   0.85506994876565628E-009  -0.473098936E-006
   0.85661061534000882E-009  -0.486752583E-006
   0.85815128191436135E-009  -0.498709767E-006
   0.85969194848871389E-009  -0.501841271E-006
   0.86123261506306642E-009  -0.501339002E-006
   0.86277328163741895E-009  -0.507710467E-006
   0.86431394821177149E-009  -0.522169614E-006
   0.86585461478612402E-009  -0.534722574E-006
   0.86739528136047656E-009  -0.537893641E-006
   0.86893594793482909E-009  -0.537250116E-006
   0.87047661450918162E-009  -0.543946328E-006
   0.87201728108353416E-009  -0.559248519E-006
   0.87355794765788669E-009  -0.572476381E-006
   0.87509861423223922E-009  -0.575644606E-006
   0.87663928080659176E-009  -0.574770979E-006
   0.87817994738094429E-009  -0.581830818E-006
   0.87972061395529683E-009  -0.598066492E-006
   0.88126128052964936E-009  -0.611933444E-006
   0.88280194710400189E-009  -0.615017484E-006
   0.88434261367835443E-009  -0.613949510E-006
   0.88588328025270696E-009  -0.621428342E-006
   0.88742394682705950E-009  -0.638541337E-006
   0.88896461340141203E-009  -0.653017310E-006
   0.89050527997576456E-009  -0.656112036E-006
   0.89204594655011710E-009  -0.654870973E-006
   0.89358661312446963E-009  -0.662635784E-006
   0.89512727969882216E-009  -0.680582446E-006
   0.89666794627317470E-009  -0.695769700E-006
   0.89820861284752723E-009  -0.698859367E-006
   0.89974927942187977E-009  -0.697323912E-006
   0.90128994599623230E-009  -0.705436833E-006
   0.90283061257058483E-009  -0.724368761E-006
   0.90437127914493737E-009  -0.740203006E-006
   0.90591194571928990E-009  -0.743185069E-006
   0.90745261229364244E-009  -0.741492329E-006
   0.90899327886799497E-009  -0.750036236E-006
   0.91053394544234750E-009  -0.769731685E-006
   0.91207461201670004E-009  -0.786075873E-006
   0.91361527859105257E-009  -0.789093292E-006
   0.91515594516540510E-009  -0.787230420E-006
   0.91669661173975764E-009  -0.795979133E-006
   0.91823727831411017E-009  -0.816487102E-006
   0.91977794488846271E-009  -0.833558772E-006
   0.92131861146281524E-009  -0.836489960E-006
   0.92285927803716777E-009  -0.834288585E-006
   0.92439994461152031E-009  -0.843512396E-006
   0.92594061118587284E-009  -0.865038999E-006
   0.92748127776022538E-009  -0.882521135E-006
   0.92902194433457791E-009  -0.885169641E-006
   0.93056261090893044E-009  -0.882925008E-006
   0.93210327748328298E-009  -0.892683829E-006
   0.93364394405763551E-009  -0.914850091E-006
   0.93518461063198804E-009  -0.932694491E-006
