t              BoxCavity.fdtd_Point probe001_Ex_15_10_7.dat
   0.00000000000000000E+000   0.000000000E+000
   0.30813331487050677E-011   0.000000000E+000
   0.61626662974101354E-011   0.000000000E+000
   0.92439994461152031E-011   0.000000000E+000
   0.12325332594820271E-010   0.000000000E+000
   0.15406665743525338E-010   0.000000000E+000
   0.18487998892230406E-010   0.000000000E+000
   0.21569332040935474E-010   0.000000000E+000
   0.24650665189640542E-010   0.000000000E+000
   0.27731998338345609E-010   0.000000000E+000
   0.30813331487050677E-010   0.000000000E+000
   0.33894664635755745E-010   0.000000000E+000
   0.36975997784460812E-010   0.000000000E+000
   0.40057330933165880E-010   0.000000000E+000
   0.43138664081870948E-010   0.000000000E+000
   0.46219997230576015E-010   0.131395128E-017
   0.49301330379281083E-010   0.122694517E-016
   0.52382663527986151E-010   0.642553503E-016
   0.55463996676691218E-010   0.266025467E-015
   0.58545329825396286E-010   0.942442315E-015
   0.61626662974101354E-010   0.291245503E-014
   0.64707996122806422E-010   0.821005488E-014
   0.67789329271511489E-010   0.217795634E-013
   0.70870662420216557E-010   0.535827689E-013
   0.73951995568921625E-010   0.119316937E-012
   0.77033328717626692E-010   0.240131211E-012
   0.80114661866331760E-010   0.442939901E-012
   0.83195995015036828E-010   0.756622087E-012
   0.86277328163741895E-010   0.119875377E-011
   0.89358661312446963E-010   0.175850805E-011
   0.92439994461152031E-010   0.237472867E-011
   0.95521327609857098E-010   0.290491546E-011
   0.98602660758562166E-010   0.314213195E-011
   0.10168399390726723E-009   0.293996641E-011
   0.10476532705597230E-009   0.231084726E-011
   0.10784666020467737E-009   0.132131263E-011
   0.11092799335338244E-009   0.216244123E-014
   0.11400932650208750E-009  -0.142269389E-011
   0.11709065965079257E-009  -0.235776069E-011
   0.12017199279949764E-009  -0.219107675E-011
   0.12325332594820271E-009  -0.731176296E-012
   0.12633465909690778E-009   0.172279454E-011
   0.12941599224561284E-009   0.423626976E-011
   0.13249732539431791E-009   0.544511788E-011
   0.13557865854302298E-009   0.512013522E-011
   0.13865999169172805E-009   0.491419318E-011
   0.14174132484043311E-009   0.554342856E-011
   0.14482265798913818E-009   0.465781537E-011
   0.14790399113784325E-009   0.910729825E-012
   0.15098532428654832E-009  -0.199643969E-011
   0.15406665743525338E-009  -0.483966166E-013
   0.15714799058395845E-009   0.494088407E-011
   0.16022932373266352E-009   0.859395367E-011
   0.16331065688136859E-009   0.924601368E-011
   0.16639199003007366E-009   0.666073880E-011
   0.16947332317877872E-009   0.268260154E-011
   0.17255465632748379E-009   0.400443047E-011
   0.17563598947618886E-009   0.125990416E-010
   0.17871732262489393E-009   0.162612857E-010
   0.18179865577359899E-009   0.627454078E-011
   0.18487998892230406E-009  -0.264576468E-011
   0.18796132207100913E-009   0.611010981E-011
   0.19104265521971420E-009   0.208567122E-010
   0.19412398836841926E-009   0.210937899E-010
   0.19720532151712433E-009   0.115394734E-010
   0.20028665466582940E-009   0.811098584E-011
   0.20336798781453447E-009   0.110497930E-010
   0.20644932096323954E-009   0.164358804E-010
   0.20953065411194460E-009   0.261554719E-010
   0.21261198726064967E-009   0.305589165E-010
   0.21569332040935474E-009   0.182779920E-010
   0.21877465355805981E-009   0.754127663E-011
   0.22185598670676487E-009   0.217081474E-010
   0.22493731985546994E-009   0.421710306E-010
   0.22801865300417501E-009   0.383777940E-010
   0.23109998615288008E-009   0.239442112E-010
   0.23418131930158514E-009   0.279209988E-010
   0.23726265245029021E-009   0.414155099E-010
   0.24034398559899528E-009   0.437618275E-010
   0.24342531874770035E-009   0.429556529E-010
   0.24650665189640542E-009   0.496395459E-010
   0.24958798504511048E-009   0.539822249E-010
   0.25266931819381555E-009   0.530619784E-010
   0.25575065134252062E-009   0.577795208E-010
   0.25883198449122569E-009   0.663846408E-010
   0.26191331763993075E-009   0.705718886E-010
   0.26499465078863582E-009   0.760097471E-010
   0.26807598393734089E-009   0.857645135E-010
   0.27115731708604596E-009   0.897471403E-010
   0.27423865023475102E-009   0.895710520E-010
   0.27731998338345609E-009   0.988448351E-010
   0.28040131653216116E-009   0.114259963E-009
   0.28348264968086623E-009   0.122933483E-009
   0.28656398282957130E-009   0.128359809E-009
   0.28964531597827636E-009   0.138007314E-009
   0.29272664912698143E-009   0.147437854E-009
   0.29580798227568650E-009   0.156609170E-009
   0.29888931542439157E-009   0.172330414E-009
   0.30197064857309663E-009   0.189519678E-009
   0.30505198172180170E-009   0.200664985E-009
   0.30813331487050677E-009   0.213055976E-009
   0.31121464801921184E-009   0.231219863E-009
   0.31429598116791690E-009   0.246927562E-009
   0.31737731431662197E-009   0.261859007E-009
   0.32045864746532704E-009   0.286426605E-009
   0.32353998061403211E-009   0.313780446E-009
   0.32662131376273718E-009   0.331409761E-009
   0.32970264691144224E-009   0.348077372E-009
   0.33278398006014731E-009   0.376784298E-009
   0.33586531320885238E-009   0.411030959E-009
   0.33894664635755745E-009   0.440811748E-009
   0.34202797950626251E-009   0.468359407E-009
   0.34510931265496758E-009   0.498798891E-009
   0.34819064580367265E-009   0.535985978E-009
   0.35127197895237772E-009   0.581482362E-009
   0.35435331210108278E-009   0.625553886E-009
   0.35743464524978785E-009   0.659703459E-009
   0.36051597839849292E-009   0.698594016E-009
   0.36359731154719799E-009   0.758555996E-009
   0.36667864469590306E-009   0.825007562E-009
   0.36975997784460812E-009   0.876288209E-009
   0.37284131099331319E-009   0.921660748E-009
   0.37592264414201826E-009   0.984096360E-009
   0.37900397729072333E-009   0.106551812E-008
   0.38208531043942839E-009   0.114980758E-008
   0.38516664358813346E-009   0.122372834E-008
   0.38824797673683853E-009   0.129043776E-008
   0.39132930988554360E-009   0.137145872E-008
   0.39441064303424866E-009   0.148164592E-008
   0.39749197618295373E-009   0.160097469E-008
   0.40057330933165880E-009   0.169986292E-008
   0.40365464248036387E-009   0.178810289E-008
   0.40673597562906894E-009   0.190257721E-008
   0.40981730877777400E-009   0.205241535E-008
   0.41289864192647907E-009   0.220894636E-008
   0.41597997507518414E-009   0.234578312E-008
   0.41906130822388921E-009   0.247090459E-008
   0.42214264137259427E-009   0.262074185E-008
   0.42522397452129934E-009   0.281828094E-008
   0.42830530767000441E-009   0.303516923E-008
   0.43138664081870948E-009   0.322233640E-008
   0.43446797396741454E-009   0.338504602E-008
   0.43754930711611961E-009   0.358553165E-008
   0.44063064026482468E-009   0.385499055E-008
   0.44371197341352975E-009   0.414523083E-008
   0.44679330656223482E-009   0.439370851E-008
   0.44987463971093988E-009   0.461154892E-008
   0.45295597285964495E-009   0.487693042E-008
   0.45603730600835002E-009   0.523523269E-008
   0.45911863915705509E-009   0.562797053E-008
   0.46219997230576015E-009   0.596075012E-008
   0.46528130545446522E-009   0.624165786E-008
   0.46836263860317029E-009   0.658909327E-008
   0.47144397175187536E-009   0.707019332E-008
   0.47452530490058042E-009   0.759450902E-008
   0.47760663804928549E-009   0.803138178E-008
   0.48068797119799056E-009   0.839845349E-008
   0.48376930434669563E-009   0.885433771E-008
   0.48685063749540070E-009   0.948773948E-008
   0.48993197064410576E-009   0.101812532E-007
   0.49301330379281083E-009   0.107564730E-007
   0.49609463694151590E-009   0.112310659E-007
   0.49917597009022097E-009   0.118232464E-007
   0.50225730323892603E-009   0.126573090E-007
   0.50533863638763110E-009   0.135691414E-007
   0.50841996953633617E-009   0.143154635E-007
   0.51150130268504124E-009   0.149250745E-007
   0.51458263583374630E-009   0.156922386E-007
   0.51766396898245137E-009   0.167812217E-007
   0.52074530213115644E-009   0.179724093E-007
   0.52382663527986151E-009   0.189383300E-007
   0.52690796842856658E-009   0.197143475E-007
   0.52998930157727164E-009   0.206969464E-007
   0.53307063472597671E-009   0.221100898E-007
   0.53615196787468178E-009   0.236586892E-007
   0.53923330102338685E-009   0.249016132E-007
   0.54231463417209191E-009   0.258832600E-007
   0.54539596732079698E-009   0.271320140E-007
   0.54847730046950205E-009   0.289516038E-007
   0.55155863361820712E-009   0.309525277E-007
   0.55463996676691218E-009   0.325408891E-007
   0.55772129991561725E-009   0.337707426E-007
   0.56080263306432232E-009   0.353495757E-007
   0.56388396621302739E-009   0.376818861E-007
   0.56696529936173246E-009   0.402462206E-007
   0.57004663251043752E-009   0.422589004E-007
   0.57312796565914259E-009   0.437934844E-007
   0.57620929880784766E-009   0.457757281E-007
   0.57929063195655273E-009   0.487397216E-007
   0.58237196510525779E-009   0.520099803E-007
   0.58545329825396286E-009   0.545490266E-007
   0.58853463140266793E-009   0.564391591E-007
   0.59161596455137300E-009   0.589049627E-007
   0.59469729770007806E-009   0.626585219E-007
   0.59777863084878313E-009   0.668027553E-007
   0.60085996399748820E-009   0.699736589E-007
   0.60394129714619327E-009   0.722902485E-007
   0.60702263029489834E-009   0.753456675E-007
   0.61010396344360340E-009   0.800547397E-007
   0.61318529659230847E-009   0.852633804E-007
   0.61626662974101354E-009   0.892107792E-007
   0.61934796288971861E-009   0.920302270E-007
   0.62242929603842367E-009   0.957748227E-007
   0.62551062918712874E-009   0.101648801E-006
   0.62859196233583381E-009   0.108166283E-006
   0.63167329548453888E-009   0.113036833E-006
   0.63475462863324394E-009   0.116430897E-006
   0.63783596178194901E-009   0.120998735E-006
   0.64091729493065408E-009   0.128280050E-006
   0.64399862807935915E-009   0.136367461E-006
   0.64707996122806422E-009   0.142337782E-006
   0.65016129437676928E-009   0.146399387E-006
   0.65324262752547435E-009   0.151921171E-006
   0.65632396067417942E-009   0.160881484E-006
   0.65940529382288449E-009   0.170866187E-006
   0.66248662697158955E-009   0.178139103E-006
