t              SphereRCS.fdtd_Point probe_Ez_50_50_13.dat       incid
   0.13434610826590365E-007   0.231759641E-004   0.000000000E+000
   0.13465424154174288E-007   0.266630013E-005   0.000000000E+000
   0.13496237481758211E-007  -0.387729597E-005   0.000000000E+000
   0.13527050809342134E-007   0.127563453E-006   0.000000000E+000
   0.13557864136926057E-007   0.381418232E-006   0.000000000E+000
   0.13588677464509979E-007  -0.693825314E-006   0.000000000E+000
   0.13619490792093902E-007   0.119951155E-004   0.000000000E+000
   0.13650304119677825E-007   0.347646928E-004   0.000000000E+000
   0.13681117447261748E-007   0.409265485E-004   0.000000000E+000
   0.13711930774845671E-007   0.187562564E-004   0.000000000E+000
   0.13742744102429594E-007  -0.534610990E-005   0.000000000E+000
   0.13773557430013517E-007  -0.441016255E-006   0.000000000E+000
   0.13804370757597439E-007   0.244168095E-004   0.000000000E+000
   0.13835184085181362E-007   0.330584662E-004   0.000000000E+000
   0.13865997412765285E-007   0.150332235E-004   0.000000000E+000
   0.13896810740349208E-007  -0.195626671E-005   0.000000000E+000
   0.13927624067933131E-007   0.230436353E-005   0.000000000E+000
   0.13958437395517054E-007   0.106889365E-004   0.000000000E+000
   0.13989250723100977E-007   0.120664663E-005   0.000000000E+000
   0.14020064050684899E-007  -0.148807594E-004   0.000000000E+000
   0.14050877378268822E-007  -0.148690297E-004   0.000000000E+000
   0.14081690705852745E-007  -0.911341795E-005   0.000000000E+000
   0.14112504033436668E-007  -0.281634275E-004   0.000000000E+000
   0.14143317361020591E-007  -0.674929761E-004   0.000000000E+000
   0.14174130688604514E-007  -0.830224308E-004   0.000000000E+000
   0.14204944016188437E-007  -0.546148694E-004   0.000000000E+000
   0.14235757343772359E-007  -0.203501077E-004   0.000000000E+000
   0.14266570671356282E-007  -0.223084753E-004   0.000000000E+000
   0.14297383998940205E-007  -0.440189324E-004   0.000000000E+000
   0.14328197326524128E-007  -0.372848335E-004   0.000000000E+000
   0.14359010654108051E-007   0.328653550E-005   0.000000000E+000
   0.14389823981691974E-007   0.351635172E-004   0.000000000E+000
   0.14420637309275897E-007   0.369367990E-004   0.000000000E+000
   0.14451450636859819E-007   0.370077687E-004   0.000000000E+000
   0.14482263964443742E-007   0.571234777E-004   0.000000000E+000
   0.14513077292027665E-007   0.700265664E-004   0.000000000E+000
   0.14543890619611588E-007   0.469156221E-004   0.000000000E+000
   0.14574703947195511E-007   0.149745101E-004   0.000000000E+000
   0.14605517274779434E-007   0.210012513E-004   0.000000000E+000
   0.14636330602363357E-007   0.537216947E-004   0.000000000E+000
   0.14667143929947279E-007   0.552652600E-004   0.000000000E+000
   0.14697957257531202E-007   0.117380914E-004   0.000000000E+000
   0.14728770585115125E-007  -0.211225888E-004   0.000000000E+000
   0.14759583912699048E-007  -0.232113052E-005   0.000000000E+000
   0.14790397240282971E-007   0.326933514E-004   0.000000000E+000
   0.14821210567866894E-007   0.310641808E-004   0.000000000E+000
   0.14852023895450817E-007   0.544883369E-005   0.000000000E+000
   0.14882837223034739E-007   0.685891428E-005   0.000000000E+000
   0.14913650550618662E-007   0.362944265E-004   0.000000000E+000
   0.14944463878202585E-007   0.448048559E-004   0.000000000E+000
   0.14975277205786508E-007   0.213184012E-004   0.000000000E+000
   0.15006090533370431E-007   0.165296151E-004   0.000000000E+000
   0.15036903860954354E-007   0.566299168E-004   0.000000000E+000
   0.15067717188538277E-007   0.906642381E-004   0.000000000E+000
   0.15098530516122199E-007   0.668529392E-004   0.000000000E+000
   0.15129343843706122E-007   0.178809241E-004   0.000000000E+000
   0.15160157171290045E-007   0.124079743E-004   0.000000000E+000
   0.15190970498873968E-007   0.470809355E-004   0.000000000E+000
   0.15221783826457891E-007   0.541610534E-004   0.000000000E+000
   0.15252597154041814E-007   0.126244449E-004   0.000000000E+000
   0.15283410481625737E-007  -0.192905754E-004   0.000000000E+000
   0.15314223809209659E-007  -0.232294951E-005   0.000000000E+000
   0.15345037136793582E-007   0.195772336E-004   0.000000000E+000
   0.15375850464377505E-007  -0.303553315E-005   0.000000000E+000
   0.15406663791961428E-007  -0.367581051E-004   0.000000000E+000
   0.15437477119545351E-007  -0.191390263E-004   0.000000000E+000
   0.15468290447129274E-007   0.314995705E-004   0.000000000E+000
   0.15499103774713197E-007   0.375953605E-004   0.000000000E+000
   0.15529917102297119E-007  -0.124224498E-004   0.000000000E+000
   0.15560730429881042E-007  -0.413476300E-004   0.000000000E+000
   0.15591543757464965E-007  -0.584524605E-005   0.000000000E+000
   0.15622357085048888E-007   0.344311520E-004   0.000000000E+000
   0.15653170412632811E-007   0.158467956E-004   0.000000000E+000
   0.15683983740216734E-007  -0.249409932E-004   0.000000000E+000
   0.15714797067800657E-007  -0.140957445E-004   0.000000000E+000
   0.15745610395384579E-007   0.344413857E-004   0.000000000E+000
   0.15776423722968502E-007   0.420073520E-004   0.000000000E+000
   0.15807237050552425E-007  -0.648942660E-006   0.000000000E+000
   0.15838050378136348E-007  -0.140871271E-004   0.000000000E+000
   0.15868863705720271E-007   0.367516441E-004   0.000000000E+000
   0.15899677033304194E-007   0.775532826E-004   0.000000000E+000
   0.15930490360888117E-007   0.420378710E-004   0.000000000E+000
   0.15961303688472039E-007  -0.175343230E-004   0.000000000E+000
   0.15992117016055962E-007  -0.121447501E-004   0.000000000E+000
   0.16022930343639885E-007   0.400351710E-004   0.000000000E+000
   0.16053743671223808E-007   0.446254853E-004   0.000000000E+000
   0.16084556998807731E-007  -0.124795879E-004   0.000000000E+000
   0.16115370326391654E-007  -0.418051895E-004   0.000000000E+000
   0.16146183653975577E-007   0.558295142E-006   0.000000000E+000
   0.16176996981559499E-007   0.396284740E-004   0.000000000E+000
   0.16207810309143422E-007   0.778781032E-005   0.000000000E+000
   0.16238623636727345E-007  -0.392264483E-004   0.000000000E+000
   0.16269436964311268E-007  -0.132545902E-004   0.000000000E+000
   0.16300250291895191E-007   0.557592284E-004   0.000000000E+000
   0.16331063619479114E-007   0.619085258E-004   0.000000000E+000
   0.16361876947063037E-007  -0.505675416E-005   0.000000000E+000
   0.16392690274646959E-007  -0.404361563E-004   0.000000000E+000
   0.16423503602230882E-007   0.638798883E-005   0.000000000E+000
   0.16454316929814805E-007   0.501984541E-004   0.000000000E+000
   0.16485130257398728E-007   0.110532965E-004   0.000000000E+000
   0.16515943584982651E-007  -0.534558094E-004   0.000000000E+000
   0.16546756912566574E-007  -0.436329647E-004   0.000000000E+000
   0.16577570240150497E-007   0.170488056E-004   0.000000000E+000
   0.16608383567734419E-007   0.217882298E-004   0.000000000E+000
   0.16639196895318342E-007  -0.398813609E-004   0.000000000E+000
   0.16670010222902265E-007  -0.622641819E-004   0.000000000E+000
   0.16700823550486188E-007   0.402273145E-006   0.000000000E+000
   0.16731636878070111E-007   0.529855060E-004   0.000000000E+000
   0.16762450205654034E-007   0.111681293E-004   0.000000000E+000
   0.16793263533237957E-007  -0.610322386E-004   0.000000000E+000
   0.16824076860821879E-007  -0.547489035E-004   0.000000000E+000
   0.16854890188405802E-007   0.775577064E-005   0.000000000E+000
   0.16885703515989725E-007   0.131349934E-004   0.000000000E+000
   0.16916516843573648E-007  -0.539713074E-004   0.000000000E+000
   0.16947330171157571E-007  -0.856046754E-004   0.000000000E+000
   0.16978143498741494E-007  -0.304209498E-004   0.000000000E+000
   0.17008956826325417E-007   0.203141535E-004   0.000000000E+000
   0.17039770153909339E-007  -0.153365218E-004   0.000000000E+000
   0.17070583481493262E-007  -0.717602961E-004   0.000000000E+000
   0.17101396809077185E-007  -0.424994214E-004   0.000000000E+000
   0.17132210136661108E-007   0.419363860E-004   0.000000000E+000
   0.17163023464245031E-007   0.587971008E-004   0.000000000E+000
   0.17193836791828954E-007  -0.107848246E-004   0.000000000E+000
   0.17224650119412876E-007  -0.538702770E-004   0.000000000E+000
   0.17255463446996799E-007  -0.927417568E-005   0.000000000E+000
   0.17286276774580722E-007   0.388824847E-004   0.000000000E+000
   0.17317090102164645E-007   0.650645961E-005   0.000000000E+000
   0.17347903429748568E-007  -0.512964762E-004   0.000000000E+000
   0.17378716757332491E-007  -0.367059947E-004   0.000000000E+000
   0.17409530084916414E-007   0.237779641E-004   0.000000000E+000
   0.17440343412500336E-007   0.232300627E-004   0.000000000E+000
   0.17471156740084259E-007  -0.433813802E-004   0.000000000E+000
   0.17501970067668182E-007  -0.646304470E-004   0.000000000E+000
   0.17532783395252105E-007   0.498850568E-005   0.000000000E+000
   0.17563596722836028E-007   0.652394010E-004   0.000000000E+000
   0.17594410050419951E-007   0.269708726E-004   0.000000000E+000
   0.17625223378003874E-007  -0.478389738E-004   0.000000000E+000
   0.17656036705587796E-007  -0.480865529E-004   0.000000000E+000
   0.17686850033171719E-007   0.117850286E-004   0.000000000E+000
   0.17717663360755642E-007   0.259352310E-004   0.000000000E+000
   0.17748476688339565E-007  -0.257757019E-004   0.000000000E+000
   0.17779290015923488E-007  -0.524401876E-004   0.000000000E+000
   0.17810103343507411E-007  -0.121480989E-004   0.000000000E+000
   0.17840916671091334E-007   0.171811098E-004   0.000000000E+000
   0.17871729998675256E-007  -0.255832038E-004   0.000000000E+000
   0.17902543326259179E-007  -0.746837468E-004   0.000000000E+000
   0.17933356653843102E-007  -0.436899209E-004   0.000000000E+000
   0.17964169981427025E-007   0.269810625E-004   0.000000000E+000
   0.17994983309010948E-007   0.293492849E-004   0.000000000E+000
   0.18025796636594871E-007  -0.395701354E-004   0.000000000E+000
   0.18056609964178794E-007  -0.735063368E-004   0.000000000E+000
   0.18087423291762716E-007  -0.264338742E-004   0.000000000E+000
   0.18118236619346639E-007   0.204346106E-004   0.000000000E+000
   0.18149049946930562E-007  -0.340411680E-005   0.000000000E+000
   0.18179863274514485E-007  -0.473358523E-004   0.000000000E+000
   0.18210676602098408E-007  -0.336780176E-004   0.000000000E+000
   0.18241489929682331E-007   0.983302016E-005   0.000000000E+000
   0.18272303257266254E-007   0.201809962E-005   0.000000000E+000
   0.18303116584850176E-007  -0.481318893E-004   0.000000000E+000
   0.18333929912434099E-007  -0.527881930E-004   0.000000000E+000
   0.18364743240018022E-007   0.563131471E-005   0.000000000E+000
   0.18395556567601945E-007   0.392995789E-004   0.000000000E+000
   0.18426369895185868E-007  -0.372167415E-005   0.000000000E+000
   0.18457183222769791E-007  -0.542127527E-004   0.000000000E+000
   0.18487996550353714E-007  -0.331388874E-004   0.000000000E+000
   0.18518809877937636E-007   0.236163578E-004   0.000000000E+000
   0.18549623205521559E-007   0.285688984E-004   0.000000000E+000
   0.18580436533105482E-007  -0.162229917E-004   0.000000000E+000
   0.18611249860689405E-007  -0.323134227E-004   0.000000000E+000
   0.18642063188273328E-007  -0.148645995E-005   0.000000000E+000
   0.18672876515857251E-007   0.779429047E-005   0.000000000E+000
   0.18703689843441174E-007  -0.349984693E-004   0.000000000E+000
   0.18734503171025096E-007  -0.636583136E-004   0.000000000E+000
   0.18765316498609019E-007  -0.262772592E-004   0.000000000E+000
   0.18796129826192942E-007   0.212973719E-004   0.000000000E+000
   0.18826943153776865E-007   0.223350798E-005   0.000000000E+000
   0.18857756481360788E-007  -0.541556292E-004   0.000000000E+000
   0.18888569808944711E-007  -0.564517031E-004   0.000000000E+000
   0.18919383136528634E-007   0.375166564E-005   0.000000000E+000
   0.18950196464112556E-007   0.414158785E-004   0.000000000E+000
   0.18981009791696479E-007   0.145425474E-004   0.000000000E+000
   0.19011823119280402E-007  -0.178747214E-004   0.000000000E+000
   0.19042636446864325E-007  -0.332736727E-005   0.000000000E+000
   0.19073449774448248E-007   0.190143001E-004   0.000000000E+000
   0.19104263102032171E-007  -0.418801574E-005   0.000000000E+000
   0.19135076429616094E-007  -0.401438119E-004   0.000000000E+000
   0.19165889757200016E-007  -0.237274526E-004   0.000000000E+000
   0.19196703084783939E-007   0.246714026E-004   0.000000000E+000
   0.19227516412367862E-007   0.231060185E-004   0.000000000E+000
   0.19258329739951785E-007  -0.370081070E-004   0.000000000E+000
   0.19289143067535708E-007  -0.687213324E-004   0.000000000E+000
   0.19319956395119631E-007  -0.232961938E-004   0.000000000E+000
   0.19350769722703554E-007   0.345768567E-004   0.000000000E+000
   0.19381583050287476E-007   0.299417043E-004   0.000000000E+000
   0.19412396377871399E-007  -0.109176908E-004   0.000000000E+000
   0.19443209705455322E-007  -0.165677338E-004   0.000000000E+000
   0.19474023033039245E-007   0.986874511E-005   0.000000000E+000
   0.19504836360623168E-007   0.772984367E-005   0.000000000E+000
   0.19535649688207091E-007  -0.262611902E-004   0.000000000E+000
   0.19566463015791014E-007  -0.287571020E-004   0.000000000E+000
   0.19597276343374936E-007   0.157763716E-004   0.000000000E+000
   0.19628089670958859E-007   0.362952051E-004   0.000000000E+000
   0.19658902998542782E-007  -0.118964490E-004   0.000000000E+000
   0.19689716326126705E-007  -0.664540494E-004   0.000000000E+000
   0.19720529653710628E-007  -0.492830477E-004   0.000000000E+000
   0.19751342981294551E-007   0.128402062E-004   0.000000000E+000
   0.19782156308878474E-007   0.323114800E-004   0.000000000E+000
   0.19812969636462396E-007  -0.426089537E-005   0.000000000E+000
   0.19843782964046319E-007  -0.273791629E-004   0.000000000E+000
   0.19874596291630242E-007  -0.565800474E-005   0.000000000E+000
   0.19905409619214165E-007   0.100496345E-004   0.000000000E+000
   0.19936222946798088E-007  -0.140746270E-004   0.000000000E+000
   0.19967036274382011E-007  -0.304254245E-004   0.000000000E+000
