t              SphereRCS.fdtd_Point probe_Ex_15_15_4.dat       incid
   0.13557865663482715E-008   0.375152022E+000   0.353249609E+000
   0.13865998974016414E-008   0.441888481E+000   0.435585201E+000
   0.14174132284550112E-008   0.512176991E+000   0.524582207E+000
   0.14482265595083810E-008   0.584234774E+000   0.617026687E+000
   0.14790398905617508E-008   0.655929029E+000   0.708833516E+000
   0.15098532216151206E-008   0.724855483E+000   0.795306921E+000
   0.15406665526684904E-008   0.788444102E+000   0.871517181E+000
   0.15714798837218602E-008   0.844086289E+000   0.932754695E+000
   0.16022932147752300E-008   0.889276147E+000   0.975012064E+000
   0.16331065458285998E-008   0.921756089E+000   0.995413959E+000
   0.16639198768819696E-008   0.939656973E+000   0.992541850E+000
   0.16947332079353394E-008   0.941623151E+000   0.966597021E+000
   0.17255465389887092E-008   0.926912606E+000   0.919377387E+000
   0.17563598700420791E-008   0.895465732E+000   0.854071498E+000
   0.17871732010954489E-008   0.847936094E+000   0.774901569E+000
   0.18179865321488187E-008   0.785681367E+000   0.686674595E+000
   0.18487998632021885E-008   0.710712910E+000   0.594302654E+000
   0.18796131942555583E-008   0.625607252E+000   0.502361596E+000
   0.19104265253089281E-008   0.533383846E+000   0.414741844E+000
   0.19412398563622979E-008   0.437355965E+000   0.334419608E+000
   0.19720531874156677E-008   0.340963602E+000   0.263365030E+000
   0.20028665184690375E-008   0.247598335E+000   0.202570871E+000
   0.20336798495224073E-008   0.160430610E+000   0.152176797E+000
   0.20644931805757771E-008   0.822495967E-001   0.111653507E+000
   0.20953065116291469E-008   0.153253973E-001   0.800108314E-001
   0.21261198426825167E-008  -0.386983380E-001   0.559986606E-001
   0.21569331737358866E-008  -0.788750201E-001   0.382789560E-001
   0.21877465047892564E-008  -0.104985096E+000   0.255560465E-001
   0.22185598358426262E-008  -0.117523983E+000   0.166639518E-001
   0.22493731668959960E-008  -0.117649153E+000   0.106124524E-001
   0.22801864979493658E-008  -0.107090287E+000   0.660093408E-002
   0.23109998290027356E-008  -0.880285650E-001   0.401002308E-002
   0.23418131600561054E-008  -0.629531443E-001   0.237924932E-002
   0.23726264911094752E-008  -0.345041417E-001   0.137874647E-002
   0.24034398221628450E-008  -0.531223975E-002   0.780333299E-003
   0.24342531532162148E-008   0.221549422E-001   0.431347114E-003
   0.24650664842695846E-008   0.457302183E-001   0.232876919E-003
   0.24958798153229544E-008   0.636595935E-001   0.122793281E-003
   0.25266931463763243E-008   0.746839345E-001   0.632372612E-004
   0.25575064774296941E-008   0.780851692E-001   0.318069142E-004
   0.25883198084830639E-008   0.736951455E-001   0.156249880E-004
   0.26191331395364337E-008   0.618677214E-001   0.749661103E-005
   0.26499464705898035E-008   0.434172079E-001   0.351286599E-005
   0.26807598016431733E-008   0.195284206E-001   0.160770719E-005
   0.27115731326965431E-008  -0.835456885E-002   0.718622402E-006
   0.27423864637499129E-008  -0.386525914E-001   0.313720307E-006
   0.27731997948032827E-008  -0.697793216E-001   0.133761844E-006
   0.28040131258566525E-008  -0.100263909E+000   0.557021451E-007
   0.28348264569100223E-008  -0.128859609E+000   0.226545680E-007
   0.28656397879633921E-008  -0.154631004E+000   0.899883368E-008
   0.28964531190167619E-008  -0.177014023E+000   0.349110341E-008
   0.29272664500701318E-008  -0.195844859E+000   0.132276246E-008
   0.29580797811235016E-008  -0.211356431E+000   0.489496055E-009
   0.29888931121768714E-008  -0.224142984E+000   0.176913650E-009
   0.30197064432302412E-008  -0.235096037E+000   0.624478941E-010
   0.30505197742836110E-008  -0.245316595E+000   0.215287180E-010
   0.30813331053369808E-008  -0.256010383E+000   0.724872939E-011
   0.31121464363903506E-008  -0.268373936E+000   0.238368353E-011
   0.31429597674437204E-008  -0.283479691E+000   0.765563502E-012
   0.31737730984970902E-008  -0.302168936E+000   0.240133217E-012
   0.32045864295504600E-008  -0.324960053E+000   0.735639034E-013
   0.32353997606038298E-008  -0.351978868E+000   0.000000000E+000
   0.32662130916571996E-008  -0.382916361E+000   0.000000000E+000
   0.32970264227105694E-008  -0.417016894E+000   0.000000000E+000
   0.33278397537639393E-008  -0.453098089E+000   0.000000000E+000
   0.33586530848173091E-008  -0.489601582E+000   0.000000000E+000
   0.33894664158706789E-008  -0.524671197E+000   0.000000000E+000
   0.34202797469240487E-008  -0.556254208E+000   0.000000000E+000
   0.34510930779774185E-008  -0.582218945E+000   0.000000000E+000
   0.34819064090307883E-008  -0.600481272E+000   0.000000000E+000
   0.35127197400841581E-008  -0.609132528E+000   0.000000000E+000
   0.35435330711375279E-008  -0.606560528E+000   0.000000000E+000
   0.35743464021908977E-008  -0.591556311E+000   0.000000000E+000
   0.36051597332442675E-008  -0.563400209E+000   0.000000000E+000
   0.36359730642976373E-008  -0.521921933E+000   0.000000000E+000
   0.36667863953510071E-008  -0.467531741E+000   0.000000000E+000
   0.36975997264043770E-008  -0.401220143E+000   0.000000000E+000
   0.37284130574577468E-008  -0.324527323E+000   0.000000000E+000
   0.37592263885111166E-008  -0.239483520E+000   0.000000000E+000
   0.37900397195644864E-008  -0.148524553E+000   0.000000000E+000
   0.38208530506178562E-008  -0.543871075E-001   0.000000000E+000
   0.38516663816712260E-008   0.400101095E-001   0.000000000E+000
   0.38824797127245958E-008   0.131692961E+000   0.000000000E+000
   0.39132930437779656E-008   0.217759460E+000   0.000000000E+000
   0.39441063748313354E-008   0.295501888E+000   0.000000000E+000
   0.39749197058847052E-008   0.362517834E+000   0.000000000E+000
   0.40057330369380750E-008   0.416804850E+000   0.000000000E+000
   0.40365463679914448E-008   0.456835389E+000   0.000000000E+000
   0.40673596990448146E-008   0.481609106E+000   0.000000000E+000
   0.40981730300981845E-008   0.490681499E+000   0.000000000E+000
   0.41289863611515543E-008   0.484168857E+000   0.000000000E+000
   0.41597996922049241E-008   0.462730497E+000   0.000000000E+000
   0.41906130232582939E-008   0.427530736E+000   0.000000000E+000
   0.42214263543116637E-008   0.380183190E+000   0.000000000E+000
   0.42522396853650335E-008   0.322680652E+000   0.000000000E+000
   0.42830530164184033E-008   0.257314563E+000   0.000000000E+000
   0.43138663474717731E-008   0.186587155E+000   0.000000000E+000
   0.43446796785251429E-008   0.113120280E+000   0.000000000E+000
   0.43754930095785127E-008   0.395636559E-001   0.000000000E+000
   0.44063063406318825E-008  -0.314942524E-001   0.000000000E+000
   0.44371196716852523E-008  -0.976106375E-001   0.000000000E+000
   0.44679330027386222E-008  -0.156565890E+000   0.000000000E+000
   0.44987463337919920E-008  -0.206432641E+000   0.000000000E+000
   0.45295596648453618E-008  -0.245635062E+000   0.000000000E+000
   0.45603729958987316E-008  -0.272997260E+000   0.000000000E+000
   0.45911863269521014E-008  -0.287779808E+000   0.000000000E+000
   0.46219996580054712E-008  -0.289703578E+000   0.000000000E+000
   0.46528129890588410E-008  -0.278960019E+000   0.000000000E+000
   0.46836263201122108E-008  -0.256207228E+000   0.000000000E+000
   0.47144396511655806E-008  -0.222551301E+000   0.000000000E+000
   0.47452529822189504E-008  -0.179512382E+000   0.000000000E+000
   0.47760663132723202E-008  -0.128975615E+000   0.000000000E+000
   0.48068796443256900E-008  -0.731273815E-001   0.000000000E+000
   0.48376929753790598E-008  -0.143777505E-001   0.000000000E+000
   0.48685063064324297E-008   0.447291248E-001   0.000000000E+000
   0.48993196374857995E-008   0.101614185E+000   0.000000000E+000
   0.49301329685391693E-008   0.153769016E+000   0.000000000E+000
   0.49609462995925391E-008   0.198863819E+000   0.000000000E+000
   0.49917596306459089E-008   0.234853283E+000   0.000000000E+000
   0.50225729616992787E-008   0.260075241E+000   0.000000000E+000
   0.50533862927526485E-008   0.273337066E+000   0.000000000E+000
   0.50841996238060183E-008   0.273984402E+000   0.000000000E+000
   0.51150129548593881E-008   0.261947989E+000   0.000000000E+000
   0.51458262859127579E-008   0.237764329E+000   0.000000000E+000
   0.51766396169661277E-008   0.202567428E+000   0.000000000E+000
   0.52074529480194975E-008   0.158050358E+000   0.000000000E+000
   0.52382662790728673E-008   0.106396660E+000   0.000000000E+000
   0.52690796101262372E-008   0.501835346E-001   0.000000000E+000
   0.52998929411796070E-008  -0.773945078E-002   0.000000000E+000
   0.53307062722329768E-008  -0.643908381E-001   0.000000000E+000
   0.53615196032863466E-008  -0.116810158E+000   0.000000000E+000
   0.53923329343397164E-008  -0.162215114E+000   0.000000000E+000
   0.54231462653930862E-008  -0.198154584E+000   0.000000000E+000
   0.54539595964464560E-008  -0.222648427E+000   0.000000000E+000
   0.54847729274998258E-008  -0.234305546E+000   0.000000000E+000
   0.55155862585531956E-008  -0.232412517E+000   0.000000000E+000
   0.55463995896065654E-008  -0.216986522E+000   0.000000000E+000
   0.55772129206599352E-008  -0.188788041E+000   0.000000000E+000
   0.56080262517133050E-008  -0.149291366E+000   0.000000000E+000
   0.56388395827666749E-008  -0.100613028E+000   0.000000000E+000
   0.56696529138200447E-008  -0.454011410E-001   0.000000000E+000
   0.57004662448734145E-008   0.133088380E-001   0.000000000E+000
   0.57312795759267843E-008   0.722644329E-001   0.000000000E+000
   0.57620929069801541E-008   0.128182828E+000   0.000000000E+000
   0.57929062380335239E-008   0.177942976E+000   0.000000000E+000
   0.58237195690868937E-008   0.218771711E+000   0.000000000E+000
   0.58545329001402635E-008   0.248412013E+000   0.000000000E+000
   0.58853462311936333E-008   0.265262723E+000   0.000000000E+000
   0.59161595622470031E-008   0.268480480E+000   0.000000000E+000
   0.59469728933003729E-008   0.258036345E+000   0.000000000E+000
   0.59777862243537427E-008   0.234723032E+000   0.000000000E+000
   0.60085995554071125E-008   0.200110853E+000   0.000000000E+000
   0.60394128864604824E-008   0.156454548E+000   0.000000000E+000
   0.60702262175138522E-008   0.106555715E+000   0.000000000E+000
   0.61010395485672220E-008   0.535891019E-001   0.000000000E+000
   0.61318528796205918E-008   0.903204083E-003   0.000000000E+000
   0.61626662106739616E-008  -0.481923223E-001   0.000000000E+000
   0.61934795417273314E-008  -0.906387269E-001   0.000000000E+000
   0.62242928727807012E-008  -0.123825908E+000   0.000000000E+000
   0.62551062038340710E-008  -0.145762518E+000   0.000000000E+000
   0.62859195348874408E-008  -0.155206859E+000   0.000000000E+000
   0.63167328659408106E-008  -0.151749343E+000   0.000000000E+000
   0.63475461969941804E-008  -0.135840356E+000   0.000000000E+000
   0.63783595280475502E-008  -0.108761072E+000   0.000000000E+000
   0.64091728591009200E-008  -0.725384057E-001   0.000000000E+000
   0.64399861901542899E-008  -0.298094302E-001   0.000000000E+000
   0.64707995212076597E-008   0.163561925E-001   0.000000000E+000
   0.65016128522610295E-008   0.626638830E-001   0.000000000E+000
   0.65324261833143993E-008   0.105818130E+000   0.000000000E+000
   0.65632395143677691E-008   0.142747313E+000   0.000000000E+000
   0.65940528454211389E-008   0.170813993E+000   0.000000000E+000
   0.66248661764745087E-008   0.187995940E+000   0.000000000E+000
   0.66556795075278785E-008   0.193025127E+000   0.000000000E+000
   0.66864928385812483E-008   0.185474828E+000   0.000000000E+000
   0.67173061696346181E-008   0.165788516E+000   0.000000000E+000
   0.67481195006879879E-008   0.135248289E+000   0.000000000E+000
   0.67789328317413577E-008   0.958849788E-001   0.000000000E+000
   0.68097461627947276E-008   0.503361858E-001   0.000000000E+000
   0.68405594938480974E-008   0.166217238E-002   0.000000000E+000
   0.68713728249014672E-008  -0.468672253E-001   0.000000000E+000
   0.69021861559548370E-008  -0.919996053E-001   0.000000000E+000
   0.69329994870082068E-008  -0.130724728E+000   0.000000000E+000
   0.69638128180615766E-008  -0.160481051E+000   0.000000000E+000
   0.69946261491149464E-008  -0.179329485E+000   0.000000000E+000
   0.70254394801683162E-008  -0.186082155E+000   0.000000000E+000
   0.70562528112216860E-008  -0.180377454E+000   0.000000000E+000
   0.70870661422750558E-008  -0.162696421E+000   0.000000000E+000
   0.71178794733284256E-008  -0.134320021E+000   0.000000000E+000
   0.71486928043817954E-008  -0.972309485E-001   0.000000000E+000
   0.71795061354351652E-008  -0.539677180E-001   0.000000000E+000
   0.72103194664885351E-008  -0.744221359E-002   0.000000000E+000
   0.72411327975419049E-008   0.392659009E-001   0.000000000E+000
   0.72719461285952747E-008   0.831227526E-001   0.000000000E+000
   0.73027594596486445E-008   0.121346593E+000   0.000000000E+000
   0.73335727907020143E-008   0.151592374E+000   0.000000000E+000
   0.73643861217553841E-008   0.172102034E+000   0.000000000E+000
   0.73951994528087539E-008   0.181810647E+000   0.000000000E+000
   0.74260127838621237E-008   0.180402115E+000   0.000000000E+000
   0.74568261149154935E-008   0.168311730E+000   0.000000000E+000
   0.74876394459688633E-008   0.146677017E+000   0.000000000E+000
   0.75184527770222331E-008   0.117241643E+000   0.000000000E+000
   0.75492661080756029E-008   0.822206736E-001   0.000000000E+000
   0.75800794391289728E-008   0.441375300E-001   0.000000000E+000
   0.76108927701823426E-008   0.564496592E-002   0.000000000E+000
   0.76417061012357124E-008  -0.306571983E-001   0.000000000E+000
   0.76725194322890822E-008  -0.623950064E-001   0.000000000E+000
   0.77033327633424520E-008  -0.875725821E-001   0.000000000E+000
   0.77341460943958218E-008  -0.104694113E+000   0.000000000E+000
   0.77649594254491916E-008  -0.112848543E+000   0.000000000E+000
   0.77957727565025614E-008  -0.111752719E+000   0.000000000E+000
   0.78265860875559312E-008  -0.101751775E+000   0.000000000E+000
   0.78573994186093010E-008  -0.837782398E-001   0.000000000E+000
   0.78882127496626708E-008  -0.592741668E-001   0.000000000E+000
   0.79190260807160406E-008  -0.300826095E-001   0.000000000E+000
   0.79498394117694104E-008   0.168349594E-002   0.000000000E+000
   0.79806527428227803E-008   0.337859206E-001   0.000000000E+000
   0.80114660738761501E-008   0.640097260E-001   0.000000000E+000
   0.80422794049295199E-008   0.903064311E-001   0.000000000E+000
   0.80730927359828897E-008   0.110923193E+000   0.000000000E+000
   0.81039060670362595E-008   0.124510512E+000   0.000000000E+000
   0.81347193980896293E-008   0.130202472E+000   0.000000000E+000
   0.81655327291429991E-008   0.127665520E+000   0.000000000E+000
   0.81963460601963689E-008   0.117113404E+000   0.000000000E+000
   0.82271593912497387E-008   0.992880985E-001   0.000000000E+000
   0.82579727223031085E-008   0.754083544E-001   0.000000000E+000
   0.82887860533564783E-008   0.470892414E-001   0.000000000E+000
   0.83195993844098481E-008   0.162376072E-001   0.000000000E+000
   0.83504127154632179E-008  -0.150703136E-001   0.000000000E+000
   0.83812260465165878E-008  -0.447219908E-001   0.000000000E+000
   0.84120393775699576E-008  -0.707045794E-001   0.000000000E+000
   0.84428527086233274E-008  -0.912358984E-001   0.000000000E+000
   0.84736660396766972E-008  -0.104882419E+000   0.000000000E+000
   0.85044793707300670E-008  -0.110657103E+000   0.000000000E+000
   0.85352927017834368E-008  -0.108090699E+000   0.000000000E+000
   0.85661060328368066E-008  -0.972715169E-001   0.000000000E+000
   0.85969193638901764E-008  -0.788502991E-001   0.000000000E+000
   0.86277326949435462E-008  -0.540087931E-001   0.000000000E+000
   0.86585460259969160E-008  -0.243926737E-001   0.000000000E+000
   0.86893593570502858E-008   0.798823126E-002   0.000000000E+000
   0.87201726881036556E-008   0.408873111E-001   0.000000000E+000
   0.87509860191570255E-008   0.719689503E-001   0.000000000E+000
   0.87817993502103953E-008   0.989678130E-001   0.000000000E+000
   0.88126126812637651E-008   0.119849361E+000   0.000000000E+000
   0.88434260123171349E-008   0.132960692E+000   0.000000000E+000
   0.88742393433705047E-008   0.137160689E+000   0.000000000E+000
   0.89050526744238745E-008   0.131919146E+000   0.000000000E+000
   0.89358660054772443E-008   0.117376335E+000   0.000000000E+000
   0.89666793365306141E-008   0.943563581E-001   0.000000000E+000
   0.89974926675839839E-008   0.643310621E-001   0.000000000E+000
   0.90283059986373537E-008   0.293344557E-001   0.000000000E+000
   0.90591193296907235E-008  -0.816845521E-002   0.000000000E+000
   0.90899326607440933E-008  -0.454508737E-001   0.000000000E+000
   0.91207459917974631E-008  -0.797203183E-001   0.000000000E+000
   0.91515593228508330E-008  -0.108327791E+000   0.000000000E+000
   0.91823726539042028E-008  -0.128974169E+000   0.000000000E+000
   0.92131859849575726E-008  -0.139897436E+000   0.000000000E+000
   0.92439993160109424E-008  -0.140024811E+000   0.000000000E+000
   0.92748126470643122E-008  -0.129075974E+000   0.000000000E+000
   0.93056259781176820E-008  -0.107607052E+000   0.000000000E+000
   0.93364393091710518E-008  -0.769893005E-001   0.000000000E+000
   0.93672526402244216E-008  -0.393217131E-001   0.000000000E+000
   0.93980659712777914E-008   0.271746889E-002   0.000000000E+000
   0.94288793023311612E-008   0.460700653E-001   0.000000000E+000
   0.94596926333845310E-008   0.875330120E-001   0.000000000E+000
   0.94905059644379008E-008   0.124010332E+000   0.000000000E+000
   0.95213192954912707E-008   0.152761251E+000   0.000000000E+000
   0.95521326265446405E-008   0.171623319E+000   0.000000000E+000
   0.95829459575980103E-008   0.179191083E+000   0.000000000E+000
   0.96137592886513801E-008   0.174934253E+000   0.000000000E+000
   0.96445726197047499E-008   0.159244522E+000   0.000000000E+000
   0.96753859507581197E-008   0.133406073E+000   0.000000000E+000
   0.97061992818114895E-008   0.994917303E-001   0.000000000E+000
   0.97370126128648593E-008   0.601932630E-001   0.000000000E+000
   0.97678259439182291E-008   0.186002180E-001   0.000000000E+000
   0.97986392749715989E-008  -0.220536739E-001   0.000000000E+000
   0.98294526060249687E-008  -0.586545542E-001   0.000000000E+000
   0.98602659370783385E-008  -0.884603411E-001   0.000000000E+000
   0.98910792681317083E-008  -0.109318823E+000   0.000000000E+000
   0.99218925991850782E-008  -0.119833797E+000   0.000000000E+000
   0.99527059302384480E-008  -0.119465679E+000   0.000000000E+000
   0.99835192612918178E-008  -0.108559281E+000   0.000000000E+000
   0.10014332592345188E-007  -0.882977694E-001   0.000000000E+000
   0.10045145923398557E-007  -0.605884343E-001   0.000000000E+000
   0.10075959254451927E-007  -0.278915800E-001   0.000000000E+000
   0.10106772585505297E-007   0.699148327E-002   0.000000000E+000
   0.10137585916558667E-007   0.411524810E-001   0.000000000E+000
   0.10168399247612037E-007   0.718121603E-001   0.000000000E+000
   0.10199212578665406E-007   0.965386778E-001   0.000000000E+000
   0.10230025909718776E-007   0.113431334E+000   0.000000000E+000
   0.10260839240772146E-007   0.121255994E+000   0.000000000E+000
   0.10291652571825516E-007   0.119523391E+000   0.000000000E+000
   0.10322465902878886E-007   0.108506389E+000   0.000000000E+000
   0.10353279233932255E-007   0.891974866E-001   0.000000000E+000
   0.10384092564985625E-007   0.632124692E-001   0.000000000E+000
   0.10414905896038995E-007   0.326500088E-001   0.000000000E+000
   0.10445719227092365E-007  -0.802353024E-004   0.000000000E+000
   0.10476532558145735E-007  -0.324466974E-001   0.000000000E+000
   0.10507345889199105E-007  -0.619874597E-001   0.000000000E+000
   0.10538159220252474E-007  -0.864902958E-001   0.000000000E+000
   0.10568972551305844E-007  -0.104148731E+000   0.000000000E+000
   0.10599785882359214E-007  -0.113684177E+000   0.000000000E+000
   0.10630599213412584E-007  -0.114426970E+000   0.000000000E+000
   0.10661412544465954E-007  -0.106352411E+000   0.000000000E+000
   0.10692225875519323E-007  -0.900710374E-001   0.000000000E+000
   0.10723039206572693E-007  -0.667753890E-001   0.000000000E+000
   0.10753852537626063E-007  -0.381482318E-001   0.000000000E+000
   0.10784665868679433E-007  -0.623944029E-002   0.000000000E+000
   0.10815479199732803E-007   0.266796276E-001   0.000000000E+000
   0.10846292530786172E-007   0.582743436E-001   0.000000000E+000
   0.10877105861839542E-007   0.863071829E-001   0.000000000E+000
   0.10907919192892912E-007   0.108790025E+000   0.000000000E+000
   0.10938732523946282E-007   0.124118812E+000   0.000000000E+000
   0.10969545854999652E-007   0.131182253E+000   0.000000000E+000
   0.11000359186053021E-007   0.129437849E+000   0.000000000E+000
   0.11031172517106391E-007   0.118950561E+000   0.000000000E+000
   0.11061985848159761E-007   0.100391537E+000   0.000000000E+000
   0.11092799179213131E-007   0.749968439E-001   0.000000000E+000
   0.11123612510266501E-007   0.444883183E-001   0.000000000E+000
   0.11154425841319870E-007   0.109611377E-001   0.000000000E+000
   0.11185239172373240E-007  -0.232553743E-001   0.000000000E+000
   0.11216052503426610E-007  -0.557552837E-001   0.000000000E+000
   0.11246865834479980E-007  -0.842221454E-001   0.000000000E+000
   0.11277679165533350E-007  -0.106592998E+000   0.000000000E+000
   0.11308492496586720E-007  -0.121209227E+000   0.000000000E+000
   0.11339305827640089E-007  -0.126943529E+000   0.000000000E+000
   0.11370119158693459E-007  -0.123293325E+000   0.000000000E+000
   0.11400932489746829E-007  -0.110432476E+000   0.000000000E+000
   0.11431745820800199E-007  -0.892157555E-001   0.000000000E+000
   0.11462559151853569E-007  -0.611333586E-001   0.000000000E+000
   0.11493372482906938E-007  -0.282163024E-001   0.000000000E+000
   0.11524185813960308E-007   0.710268319E-002   0.000000000E+000
   0.11554999145013678E-007   0.421644896E-001   0.000000000E+000
   0.11585812476067048E-007   0.742832422E-001   0.000000000E+000
   0.11616625807120418E-007   0.100955680E+000   0.000000000E+000
   0.11647439138173787E-007   0.120063730E+000   0.000000000E+000
   0.11678252469227157E-007   0.130053267E+000   0.000000000E+000
   0.11709065800280527E-007   0.130072922E+000   0.000000000E+000
   0.11739879131333897E-007   0.120059296E+000   0.000000000E+000
   0.11770692462387267E-007   0.100758806E+000   0.000000000E+000
   0.11801505793440636E-007   0.736815706E-001   0.000000000E+000
   0.11832319124494006E-007   0.409887955E-001   0.000000000E+000
   0.11863132455547376E-007   0.532115623E-002   0.000000000E+000
   0.11893945786600746E-007  -0.304183476E-001   0.000000000E+000
   0.11924759117654116E-007  -0.633087754E-001   0.000000000E+000
