t              SphereRCS.fdtd_Point probe_Ex_50_50_13.dat       incid
   0.13711930774845671E-007  -0.104001015E-001   0.000000000E+000
   0.13742744102429594E-007  -0.885926094E-002   0.000000000E+000
   0.13773557430013517E-007  -0.647503929E-002   0.000000000E+000
   0.13804370757597439E-007  -0.479102973E-002   0.000000000E+000
   0.13835184085181362E-007  -0.476468168E-002   0.000000000E+000
   0.13865997412765285E-007  -0.600325037E-002   0.000000000E+000
   0.13896810740349208E-007  -0.711146323E-002   0.000000000E+000
   0.13927624067933131E-007  -0.685571134E-002   0.000000000E+000
   0.13958437395517054E-007  -0.518982206E-002   0.000000000E+000
   0.13989250723100977E-007  -0.329975225E-002   0.000000000E+000
   0.14020064050684899E-007  -0.261798454E-002   0.000000000E+000
   0.14050877378268822E-007  -0.361106172E-002   0.000000000E+000
   0.14081690705852745E-007  -0.535831274E-002   0.000000000E+000
   0.14112504033436668E-007  -0.629997347E-002   0.000000000E+000
   0.14143317361020591E-007  -0.554016139E-002   0.000000000E+000
   0.14174130688604514E-007  -0.359806512E-002   0.000000000E+000
   0.14204944016188437E-007  -0.196516258E-002   0.000000000E+000
   0.14235757343772359E-007  -0.185258384E-002   0.000000000E+000
   0.14266570671356282E-007  -0.319398404E-002   0.000000000E+000
   0.14297383998940205E-007  -0.472512655E-002   0.000000000E+000
   0.14328197326524128E-007  -0.504509779E-002   0.000000000E+000
   0.14359010654108051E-007  -0.377108296E-002   0.000000000E+000
   0.14389823981691974E-007  -0.184981676E-002   0.000000000E+000
   0.14420637309275897E-007  -0.778246555E-003   0.000000000E+000
   0.14451450636859819E-007  -0.136324693E-002   0.000000000E+000
   0.14482263964443742E-007  -0.303822709E-002   0.000000000E+000
   0.14513077292027665E-007  -0.432248134E-002   0.000000000E+000
   0.14543890619611588E-007  -0.406121369E-002   0.000000000E+000
   0.14574703947195511E-007  -0.240080524E-002   0.000000000E+000
   0.14605517274779434E-007  -0.659525394E-003   0.000000000E+000
   0.14636330602363357E-007  -0.205580727E-003   0.000000000E+000
   0.14667143929947279E-007  -0.131070917E-002   0.000000000E+000
   0.14697957257531202E-007  -0.294578774E-002   0.000000000E+000
   0.14728770585115125E-007  -0.365847023E-002   0.000000000E+000
   0.14759583912699048E-007  -0.277514965E-002   0.000000000E+000
   0.14790397240282971E-007  -0.942024635E-003   0.000000000E+000
   0.14821210567866894E-007   0.415131683E-003   0.000000000E+000
   0.14852023895450817E-007   0.264796952E-003   0.000000000E+000
   0.14882837223034739E-007  -0.117625343E-002   0.000000000E+000
   0.14913650550618662E-007  -0.261814729E-002   0.000000000E+000
   0.14944463878202585E-007  -0.277693174E-002   0.000000000E+000
   0.14975277205786508E-007  -0.145949773E-002   0.000000000E+000
   0.15006090533370431E-007   0.275076134E-003   0.000000000E+000
   0.15036903860954354E-007   0.102057820E-002   0.000000000E+000
   0.15067717188538277E-007   0.211780309E-003   0.000000000E+000
   0.15098530516122199E-007  -0.141890009E-002   0.000000000E+000
   0.15129343843706122E-007  -0.247666542E-002   0.000000000E+000
   0.15160157171290045E-007  -0.206563761E-002   0.000000000E+000
   0.15190970498873968E-007  -0.509407837E-003   0.000000000E+000
   0.15221783826457891E-007   0.935407821E-003   0.000000000E+000
   0.15252597154041814E-007   0.111942098E-002   0.000000000E+000
   0.15283410481625737E-007  -0.515452120E-004   0.000000000E+000
   0.15314223809209659E-007  -0.153644569E-002   0.000000000E+000
   0.15345037136793582E-007  -0.202836376E-002   0.000000000E+000
   0.15375850464377505E-007  -0.105767976E-002   0.000000000E+000
   0.15406663791961428E-007   0.611979049E-003   0.000000000E+000
   0.15437477119545351E-007   0.164092216E-002   0.000000000E+000
   0.15468290447129274E-007   0.124989101E-002   0.000000000E+000
   0.15499103774713197E-007  -0.145548023E-003   0.000000000E+000
   0.15529917102297119E-007  -0.131812214E-002   0.000000000E+000
   0.15560730429881042E-007  -0.126441964E-002   0.000000000E+000
   0.15591543757464965E-007  -0.181131763E-004   0.000000000E+000
   0.15622357085048888E-007   0.140080415E-002   0.000000000E+000
   0.15653170412632811E-007   0.183286809E-002   0.000000000E+000
   0.15683983740216734E-007   0.935649092E-003   0.000000000E+000
   0.15714797067800657E-007  -0.524719886E-003   0.000000000E+000
   0.15745610395384579E-007  -0.130522647E-002   0.000000000E+000
   0.15776423722968502E-007  -0.735041511E-003   0.000000000E+000
   0.15807237050552425E-007   0.712927955E-003   0.000000000E+000
   0.15838050378136348E-007   0.183677324E-002   0.000000000E+000
   0.15868863705720271E-007   0.174279814E-002   0.000000000E+000
   0.15899677033304194E-007   0.588728231E-003   0.000000000E+000
   0.15930490360888117E-007  -0.591404736E-003   0.000000000E+000
   0.15961303688472039E-007  -0.778459478E-003   0.000000000E+000
   0.15992117016055962E-007   0.201709219E-003   0.000000000E+000
   0.16022930343639885E-007   0.156351947E-002   0.000000000E+000
   0.16053743671223808E-007   0.221124454E-002   0.000000000E+000
   0.16084556998807731E-007   0.162798027E-002   0.000000000E+000
   0.16115370326391654E-007   0.307830982E-003   0.000000000E+000
   0.16146183653975577E-007  -0.634790224E-003   0.000000000E+000
   0.16176996981559499E-007  -0.397008698E-003   0.000000000E+000
   0.16207810309143422E-007   0.816653250E-003   0.000000000E+000
   0.16238623636727345E-007   0.196626619E-002   0.000000000E+000
   0.16269436964311268E-007   0.208721193E-002   0.000000000E+000
   0.16300250291895191E-007   0.112112169E-002   0.000000000E+000
   0.16331063619479114E-007  -0.696848147E-004   0.000000000E+000
   0.16361876947063037E-007  -0.469612627E-003   0.000000000E+000
   0.16392690274646959E-007   0.250736048E-003   0.000000000E+000
   0.16423503602230882E-007   0.150716456E-002   0.000000000E+000
   0.16454316929814805E-007   0.230028387E-002   0.000000000E+000
   0.16485130257398728E-007   0.200924417E-002   0.000000000E+000
   0.16515943584982651E-007   0.885067275E-003   0.000000000E+000
   0.16546756912566574E-007  -0.132431160E-003   0.000000000E+000
   0.16577570240150497E-007  -0.173305627E-003   0.000000000E+000
   0.16608383567734419E-007   0.814185594E-003   0.000000000E+000
   0.16639196895318342E-007   0.199138373E-002   0.000000000E+000
   0.16670010222902265E-007   0.235356740E-002   0.000000000E+000
   0.16700823550486188E-007   0.161711825E-002   0.000000000E+000
   0.16731636878070111E-007   0.450462801E-003   0.000000000E+000
   0.16762450205654034E-007  -0.141749450E-003   0.000000000E+000
   0.16793263533237957E-007   0.320489460E-003   0.000000000E+000
   0.16824076860821879E-007   0.144086638E-002   0.000000000E+000
   0.16854890188405802E-007   0.232203212E-002   0.000000000E+000
   0.16885703515989725E-007   0.228617783E-002   0.000000000E+000
   0.16916516843573648E-007   0.138572184E-002   0.000000000E+000
   0.16947330171157571E-007   0.361442566E-003   0.000000000E+000
   0.16978143498741494E-007   0.696792849E-004   0.000000000E+000
   0.17008956826325417E-007   0.775001652E-003   0.000000000E+000
   0.17039770153909339E-007   0.188867841E-002   0.000000000E+000
   0.17070583481493262E-007   0.244839885E-002   0.000000000E+000
   0.17101396809077185E-007   0.196827203E-002   0.000000000E+000
   0.17132210136661108E-007   0.874905032E-003   0.000000000E+000
   0.17163023464245031E-007   0.109217886E-003   0.000000000E+000
   0.17193836791828954E-007   0.288465875E-003   0.000000000E+000
   0.17224650119412876E-007   0.121429877E-002   0.000000000E+000
   0.17255463446996799E-007   0.210742350E-002   0.000000000E+000
   0.17286276774580722E-007   0.226992788E-002   0.000000000E+000
   0.17317090102164645E-007   0.160766509E-002   0.000000000E+000
   0.17347903429748568E-007   0.670375593E-003   0.000000000E+000
   0.17378716757332491E-007   0.227184413E-003   0.000000000E+000
   0.17409530084916414E-007   0.664789521E-003   0.000000000E+000
   0.17440343412500336E-007   0.164349307E-002   0.000000000E+000
   0.17471156740084259E-007   0.234147557E-002   0.000000000E+000
   0.17501970067668182E-007   0.215760595E-002   0.000000000E+000
   0.17532783395252105E-007   0.125988468E-002   0.000000000E+000
   0.17563596722836028E-007   0.436845992E-003   0.000000000E+000
   0.17594410050419951E-007   0.379629026E-003   0.000000000E+000
   0.17625223378003874E-007   0.108924136E-002   0.000000000E+000
   0.17656036705587796E-007   0.193681614E-002   0.000000000E+000
   0.17686850033171719E-007   0.223820307E-002   0.000000000E+000
   0.17717663360755642E-007   0.179038884E-002   0.000000000E+000
   0.17748476688339565E-007   0.978116179E-003   0.000000000E+000
   0.17779290015923488E-007   0.454748690E-003   0.000000000E+000
   0.17810103343507411E-007   0.648233923E-003   0.000000000E+000
   0.17840916671091334E-007   0.141582836E-002   0.000000000E+000
   0.17871729998675256E-007   0.212330371E-002   0.000000000E+000
   0.17902543326259179E-007   0.215976802E-002   0.000000000E+000
   0.17933356653843102E-007   0.148694916E-002   0.000000000E+000
   0.17964169981427025E-007   0.692891655E-003   0.000000000E+000
   0.17994983309010948E-007   0.457778398E-003   0.000000000E+000
   0.18025796636594871E-007   0.942958868E-003   0.000000000E+000
   0.18056609964178794E-007   0.168871740E-002   0.000000000E+000
   0.18087423291762716E-007   0.206445437E-002   0.000000000E+000
   0.18118236619346639E-007   0.179758982E-002   0.000000000E+000
   0.18149049946930562E-007   0.113955047E-002   0.000000000E+000
   0.18179863274514485E-007   0.625249348E-003   0.000000000E+000
   0.18210676602098408E-007   0.664847554E-003   0.000000000E+000
   0.18241489929682331E-007   0.123717426E-002   0.000000000E+000
   0.18272303257266254E-007   0.188505254E-002   0.000000000E+000
   0.18303116584850176E-007   0.206466531E-002   0.000000000E+000
   0.18333929912434099E-007   0.161789136E-002   0.000000000E+000
   0.18364743240018022E-007   0.938133686E-003   0.000000000E+000
   0.18395556567601945E-007   0.621964573E-003   0.000000000E+000
   0.18426369895185868E-007   0.919324928E-003   0.000000000E+000
   0.18457183222769791E-007   0.152619532E-002   0.000000000E+000
   0.18487996550353714E-007   0.190013298E-002   0.000000000E+000
   0.18518809877937636E-007   0.174583995E-002   0.000000000E+000
   0.18549623205521559E-007   0.121864188E-002   0.000000000E+000
   0.18580436533105482E-007   0.744789257E-003   0.000000000E+000
   0.18611249860689405E-007   0.681817124E-003   0.000000000E+000
   0.18642063188273328E-007   0.106761872E-002   0.000000000E+000
   0.18672876515857251E-007   0.159076671E-002   0.000000000E+000
   0.18703689843441174E-007   0.181530009E-002   0.000000000E+000
   0.18734503171025096E-007   0.154222804E-002   0.000000000E+000
   0.18765316498609019E-007   0.101027358E-002   0.000000000E+000
   0.18796129826192942E-007   0.698586809E-003   0.000000000E+000
   0.18826943153776865E-007   0.877876300E-003   0.000000000E+000
   0.18857756481360788E-007   0.135940115E-002   0.000000000E+000
   0.18888569808944711E-007   0.169824448E-002   0.000000000E+000
   0.18919383136528634E-007   0.161665201E-002   0.000000000E+000
   0.18950196464112556E-007   0.121615815E-002   0.000000000E+000
   0.18981009791696479E-007   0.833599828E-003   0.000000000E+000
   0.19011823119280402E-007   0.751055253E-003   0.000000000E+000
   0.19042636446864325E-007   0.100748218E-002   0.000000000E+000
   0.19073449774448248E-007   0.138983969E-002   0.000000000E+000
   0.19104263102032171E-007   0.158119085E-002   0.000000000E+000
   0.19135076429616094E-007   0.140483154E-002   0.000000000E+000
   0.19165889757200016E-007   0.100051239E-002   0.000000000E+000
   0.19196703084783939E-007   0.730871339E-003   0.000000000E+000
   0.19227516412367862E-007   0.843674527E-003   0.000000000E+000
   0.19258329739951785E-007   0.122053293E-002   0.000000000E+000
   0.19289143067535708E-007   0.149745098E-002   0.000000000E+000
   0.19319956395119631E-007   0.143026956E-002   0.000000000E+000
   0.19350769722703554E-007   0.110675732E-002   0.000000000E+000
   0.19381583050287476E-007   0.815978681E-003   0.000000000E+000
   0.19412396377871399E-007   0.772189640E-003   0.000000000E+000
   0.19443209705455322E-007   0.971752044E-003   0.000000000E+000
   0.19474023033039245E-007   0.123888371E-002   0.000000000E+000
   0.19504836360623168E-007   0.135691313E-002   0.000000000E+000
   0.19535649688207091E-007   0.121342205E-002   0.000000000E+000
   0.19566463015791014E-007   0.906514702E-003   0.000000000E+000
   0.19597276343374936E-007   0.701003068E-003   0.000000000E+000
   0.19628089670958859E-007   0.796642096E-003   0.000000000E+000
   0.19658902998542782E-007   0.110902940E-002   0.000000000E+000
   0.19689716326126705E-007   0.133163168E-002   0.000000000E+000
   0.19720529653710628E-007   0.124882313E-002   0.000000000E+000
   0.19751342981294551E-007   0.952895440E-003   0.000000000E+000
   0.19782156308878474E-007   0.725514896E-003   0.000000000E+000
   0.19812969636462396E-007   0.746068079E-003   0.000000000E+000
   0.19843782964046319E-007   0.954214134E-003   0.000000000E+000
   0.19874596291630242E-007   0.115416071E-002   0.000000000E+000
   0.19905409619214165E-007   0.118647609E-002   0.000000000E+000
   0.19936222946798088E-007   0.102040055E-002   0.000000000E+000
   0.19967036274382011E-007   0.767425401E-003   0.000000000E+000
