t              SphereRCS.fdtd_Point probe_Ey_15_15_4.dat       incid
   0.13557865663482715E-008   0.868732706E-021   0.000000000E+000
   0.13865998974016414E-008   0.635434936E-020   0.000000000E+000
   0.14174132284550112E-008   0.313132000E-019   0.000000000E+000
   0.14482265595083810E-008   0.123622065E-018   0.000000000E+000
   0.14790398905617508E-008   0.411127402E-018   0.000000000E+000
   0.15098532216151206E-008   0.114947086E-017   0.000000000E+000
   0.15406665526684904E-008   0.244893975E-017   0.000000000E+000
   0.15714798837218602E-008   0.234003522E-017   0.000000000E+000
   0.16022932147752300E-008  -0.106587963E-016   0.000000000E+000
   0.16331065458285998E-008  -0.796339614E-016   0.000000000E+000
   0.16639198768819696E-008  -0.334522534E-015   0.000000000E+000
   0.16947332079353394E-008  -0.193992652E-014   0.000000000E+000
   0.17255465389887092E-008  -0.110828163E-013   0.000000000E+000
   0.17563598700420791E-008  -0.475925621E-013   0.000000000E+000
   0.17871732010954489E-008  -0.156699835E-012   0.000000000E+000
   0.18179865321488187E-008  -0.752647293E-012   0.000000000E+000
   0.18487998632021885E-008  -0.320636399E-011   0.000000000E+000
   0.18796131942555583E-008  -0.105606825E-010   0.000000000E+000
   0.19104265253089281E-008  -0.282235485E-010   0.000000000E+000
   0.19412398563622979E-008  -0.640298994E-010   0.000000000E+000
   0.19720531874156677E-008  -0.127207328E-009   0.000000000E+000
   0.20028665184690375E-008  -0.236935749E-009   0.000000000E+000
   0.20336798495224073E-008  -0.421165158E-009   0.000000000E+000
   0.20644931805757771E-008  -0.726978366E-009   0.000000000E+000
   0.20953065116291469E-008  -0.120532417E-008   0.000000000E+000
   0.21261198426825167E-008  -0.161145475E-008   0.000000000E+000
   0.21569331737358866E-008  -0.192507432E-008   0.000000000E+000
   0.21877465047892564E-008  -0.221767626E-008   0.000000000E+000
   0.22185598358426262E-008  -0.230713315E-008   0.000000000E+000
   0.22493731668959960E-008  -0.216461360E-008   0.000000000E+000
   0.22801864979493658E-008  -0.176866244E-008   0.000000000E+000
   0.23109998290027356E-008  -0.124968369E-008   0.000000000E+000
   0.23418131600561054E-008  -0.586263760E-009   0.000000000E+000
   0.23726264911094752E-008   0.283159440E-009   0.000000000E+000
   0.24034398221628450E-008   0.112190612E-008   0.000000000E+000
   0.24342531532162148E-008   0.182769666E-008   0.000000000E+000
   0.24650664842695846E-008   0.212812634E-008   0.000000000E+000
   0.24958798153229544E-008   0.187065252E-008   0.000000000E+000
   0.25266931463763243E-008   0.880322593E-009   0.000000000E+000
   0.25575064774296941E-008  -0.848492165E-009   0.000000000E+000
   0.25883198084830639E-008  -0.317016879E-008   0.000000000E+000
   0.26191331395364337E-008  -0.589219873E-008   0.000000000E+000
   0.26499464705898035E-008  -0.868879546E-008   0.000000000E+000
