t              SphereRCS.fdtd_Point probe_Ez_15_15_4.dat       incid
   0.13249732352949017E-008  -0.417609647E-022  -0.429570646E-008
   0.13557865663482715E-008  -0.621589375E-021  -0.591482729E-008
   0.13865998974016414E-008  -0.440883672E-020  -0.795332511E-008
   0.14174132284550112E-008  -0.215195172E-019  -0.104436770E-007
   0.14482265595083810E-008  -0.841143486E-019  -0.133923734E-007
   0.14790398905617508E-008  -0.278735129E-018  -0.167710876E-007
   0.15098532216151206E-008  -0.792374610E-018  -0.205099209E-007
   0.15406665526684904E-008  -0.185031121E-017  -0.244943692E-007
   0.15714798837218602E-008  -0.303296690E-017  -0.285672304E-007
   0.16022932147752300E-008  -0.472064117E-018  -0.325364482E-007
   0.16331065458285998E-008   0.215064428E-016  -0.361886450E-007
   0.16639198768819696E-008   0.111012376E-015  -0.393074551E-007
   0.16947332079353394E-008   0.392486745E-015  -0.416944204E-007
   0.17255465389887092E-008   0.109472052E-014  -0.431898428E-007
   0.17563598700420791E-008   0.233263705E-014  -0.436904273E-007
   0.17871732010954489E-008   0.322408988E-014  -0.431610658E-007
   0.18179865321488187E-008  -0.431818244E-015  -0.416389021E-007
   0.18487998632021885E-008  -0.239902092E-013  -0.392290715E-007
   0.18796131942555583E-008  -0.124777697E-012  -0.360926471E-007
   0.19104265253089281E-008  -0.476269360E-012  -0.324288365E-007
   0.19412398563622979E-008  -0.150001777E-011  -0.284541919E-007
   0.19720531874156677E-008  -0.410836773E-011  -0.243816825E-007
   0.20028665184690375E-008  -0.993706679E-011  -0.204025206E-007
   0.20336798495224073E-008  -0.220990830E-010  -0.166727130E-007
   0.20644931805757771E-008  -0.453846127E-010  -0.133055682E-007
   0.20953065116291469E-008  -0.197327737E-009  -0.103696101E-007
   0.21261198426825167E-008  -0.695490998E-009  -0.789217847E-008
   0.21569331737358866E-008  -0.475509765E-008  -0.586589977E-008
   0.21877465047892564E-008  -0.124987114E-007  -0.425771507E-008
   0.22185598358426262E-008  -0.262612723E-007  -0.301802716E-008
   0.22493731668959960E-008  -0.475455408E-007  -0.208917372E-008
   0.22801864979493658E-008  -0.785166918E-007  -0.141231360E-008
   0.23109998290027356E-008  -0.122032276E-006  -0.932380284E-009
   0.23418131600561054E-008  -0.180934791E-006  -0.601119376E-009
   0.23726264911094752E-008  -0.262681539E-006  -0.378471005E-009
   0.24034398221628450E-008  -0.374752574E-006  -0.232709699E-009
   0.24342531532162148E-008  -0.529284307E-006  -0.139733058E-009
   0.24650664842695846E-008  -0.739958693E-006  -0.819397813E-010
   0.24958798153229544E-008  -0.102507147E-005  -0.469240792E-010
   0.25266931463763243E-008  -0.140595762E-005  -0.262424457E-010
   0.25575064774296941E-008  -0.190811988E-005  -0.143324606E-010
   0.25883198084830639E-008  -0.256121757E-005  -0.764443803E-011
   0.26191331395364337E-008  -0.340138240E-005  -0.398179493E-011
   0.26499464705898035E-008  -0.447273351E-005  -0.202544904E-011
   0.26807598016431733E-008  -0.582389339E-005  -0.100617366E-011
   0.27115731326965431E-008  -0.751409789E-005  -0.488128743E-012
   0.27423864637499129E-008  -0.961009937E-005  -0.231261055E-012
   0.27731997948032827E-008  -0.121846224E-004  -0.107000102E-012
   0.28040131258566525E-008  -0.153164146E-004  -0.483482036E-013
   0.28348264569100223E-008  -0.190949231E-004  -0.213345848E-013
   0.28656397879633921E-008  -0.236111046E-004  -0.919389805E-014
   0.28964531190167619E-008  -0.289621385E-004  -0.386925370E-014
   0.29272664500701318E-008  -0.352422976E-004  -0.159025608E-014
   0.29580797811235016E-008  -0.425399448E-004  -0.638292318E-015
   0.29888931121768714E-008  -0.509345846E-004  -0.250198974E-015
   0.30197064432302412E-008  -0.604937850E-004  -0.957778336E-016
   0.30505197742836110E-008  -0.712547626E-004  -0.358058131E-016
   0.30813331053369808E-008  -0.832212318E-004  -0.130725829E-016
   0.31121464363903506E-008  -0.963542843E-004  -0.466105356E-017
   0.31429597674437204E-008  -0.110560315E-003  -0.162303393E-017
   0.31737730984970902E-008  -0.125678926E-003  -0.551927010E-018
   0.32045864295504600E-008  -0.141483004E-003  -0.183295546E-018
   0.32353997606038298E-008  -0.157657370E-003  -0.594482363E-019
   0.32662130916571996E-008  -0.173795823E-003  -0.188296923E-019
   0.32970264227105694E-008  -0.189395199E-003  -0.582458380E-020
   0.33278397537639393E-008  -0.203849253E-003  -0.175956321E-020
   0.33586530848173091E-008  -0.216454981E-003   0.000000000E+000
   0.33894664158706789E-008  -0.226424949E-003   0.000000000E+000
   0.34202797469240487E-008  -0.232887440E-003   0.000000000E+000
   0.34510930779774185E-008  -0.234923238E-003   0.000000000E+000
   0.34819064090307883E-008  -0.231583719E-003   0.000000000E+000
   0.35127197400841581E-008  -0.221921247E-003   0.000000000E+000
   0.35435330711375279E-008  -0.205044082E-003   0.000000000E+000
   0.35743464021908977E-008  -0.180146279E-003   0.000000000E+000
   0.36051597332442675E-008  -0.146562408E-003   0.000000000E+000
   0.36359730642976373E-008  -0.103825048E-003   0.000000000E+000
   0.36667863953510071E-008  -0.517068765E-004   0.000000000E+000
   0.36975997264043770E-008   0.972643466E-005   0.000000000E+000
   0.37284130574577468E-008   0.800786802E-004   0.000000000E+000
   0.37592263885111166E-008   0.158590221E-003   0.000000000E+000
   0.37900397195644864E-008   0.244117284E-003   0.000000000E+000
   0.38208530506178562E-008   0.335134100E-003   0.000000000E+000
   0.38516663816712260E-008   0.429728767E-003   0.000000000E+000
   0.38824797127245958E-008   0.525625190E-003   0.000000000E+000
   0.39132930437779656E-008   0.620239007E-003   0.000000000E+000
   0.39441063748313354E-008   0.710726832E-003   0.000000000E+000
   0.39749197058847052E-008   0.794044288E-003   0.000000000E+000
   0.40057330369380750E-008   0.867025985E-003   0.000000000E+000
   0.40365463679914448E-008   0.926477369E-003   0.000000000E+000
   0.40673596990448146E-008   0.969266403E-003   0.000000000E+000
   0.40981730300981845E-008   0.992433517E-003   0.000000000E+000
   0.41289863611515543E-008   0.993276597E-003   0.000000000E+000
   0.41597996922049241E-008   0.969484681E-003   0.000000000E+000
   0.41906130232582939E-008   0.919234997E-003   0.000000000E+000
   0.42214263543116637E-008   0.841310713E-003   0.000000000E+000
   0.42522396853650335E-008   0.735216774E-003   0.000000000E+000
   0.42830530164184033E-008   0.601286301E-003   0.000000000E+000
   0.43138663474717731E-008   0.440787815E-003   0.000000000E+000
   0.43446796785251429E-008   0.256010157E-003   0.000000000E+000
   0.43754930095785127E-008   0.503399497E-004   0.000000000E+000
   0.44063063406318825E-008  -0.171705440E-003   0.000000000E+000
   0.44371196716852523E-008  -0.404469902E-003   0.000000000E+000
   0.44679330027386222E-008  -0.641221879E-003   0.000000000E+000
   0.44987463337919920E-008  -0.874268939E-003   0.000000000E+000
   0.45295596648453618E-008  -0.109514897E-002   0.000000000E+000
   0.45603729958987316E-008  -0.129489135E-002   0.000000000E+000
   0.45911863269521014E-008  -0.146436715E-002   0.000000000E+000
   0.46219996580054712E-008  -0.159470225E-002   0.000000000E+000
   0.46528129890588410E-008  -0.167774258E-002   0.000000000E+000
   0.46836263201122108E-008  -0.170655607E-002   0.000000000E+000
   0.47144396511655806E-008  -0.167593162E-002   0.000000000E+000
   0.47452529822189504E-008  -0.158284663E-002   0.000000000E+000
   0.47760663132723202E-008  -0.142686139E-002   0.000000000E+000
   0.48068796443256900E-008  -0.121040829E-002   0.000000000E+000
   0.48376929753790598E-008  -0.938929035E-003   0.000000000E+000
   0.48685063064324297E-008  -0.620846869E-003   0.000000000E+000
   0.48993196374857995E-008  -0.267355470E-003   0.000000000E+000
   0.49301329685391693E-008   0.107988366E-003   0.000000000E+000
   0.49609462995925391E-008   0.489833939E-003   0.000000000E+000
   0.49917596306459089E-008   0.861760054E-003   0.000000000E+000
   0.50225729616992787E-008   0.120708847E-002   0.000000000E+000
   0.50533862927526485E-008   0.150974095E-002   0.000000000E+000
   0.50841996238060183E-008   0.175510033E-002   0.000000000E+000
   0.51150129548593881E-008   0.193078374E-002   0.000000000E+000
   0.51458262859127579E-008   0.202730554E-002   0.000000000E+000
   0.51766396169661277E-008   0.203857315E-002   0.000000000E+000
   0.52074529480194975E-008   0.196218095E-002   0.000000000E+000
   0.52382662790728673E-008   0.179951626E-002   0.000000000E+000
   0.52690796101262372E-008   0.155567168E-002   0.000000000E+000
   0.52998929411796070E-008   0.123919011E-002   0.000000000E+000
   0.53307062722329768E-008   0.861677108E-003   0.000000000E+000
   0.53615196032863466E-008   0.437331037E-003   0.000000000E+000
   0.53923329343397164E-008  -0.175769674E-004   0.000000000E+000
   0.54231462653930862E-008  -0.485244236E-003   0.000000000E+000
   0.54539595964464560E-008  -0.946874847E-003   0.000000000E+000
   0.54847729274998258E-008  -0.138320460E-002   0.000000000E+000
   0.55155862585531956E-008  -0.177505205E-002   0.000000000E+000
   0.55463995896065654E-008  -0.210388331E-002   0.000000000E+000
   0.55772129206599352E-008  -0.235246238E-002   0.000000000E+000
   0.56080262517133050E-008  -0.250557857E-002   0.000000000E+000
   0.56388395827666749E-008  -0.255088299E-002   0.000000000E+000
   0.56696529138200447E-008  -0.247982121E-002   0.000000000E+000
   0.57004662448734145E-008  -0.228860509E-002   0.000000000E+000
   0.57312795759267843E-008  -0.197915337E-002   0.000000000E+000
   0.57620929069801541E-008  -0.155990815E-002   0.000000000E+000
   0.57929062380335239E-008  -0.104635651E-002   0.000000000E+000
   0.58237195690868937E-008  -0.461139716E-003   0.000000000E+000
   0.58545329001402635E-008   0.166388054E-003   0.000000000E+000
   0.58853462311936333E-008   0.801264134E-003   0.000000000E+000
   0.59161595622470031E-008   0.140470802E-002   0.000000000E+000
   0.59469728933003729E-008   0.193658797E-002   0.000000000E+000
   0.59777862243537427E-008   0.235842681E-002   0.000000000E+000
   0.60085995554071125E-008   0.263675023E-002   0.000000000E+000
   0.60394128864604824E-008   0.274647423E-002   0.000000000E+000
   0.60702262175138522E-008   0.267398381E-002   0.000000000E+000
   0.61010395485672220E-008   0.241952436E-002   0.000000000E+000
   0.61318528796205918E-008   0.199854607E-002   0.000000000E+000
   0.61626662106739616E-008   0.144170364E-002   0.000000000E+000
   0.61934795417273314E-008   0.793335552E-003   0.000000000E+000
   0.62242928727807012E-008   0.108381792E-003   0.000000000E+000
   0.62551062038340710E-008  -0.552099256E-003   0.000000000E+000
   0.62859195348874408E-008  -0.112649868E-002   0.000000000E+000
   0.63167328659408106E-008  -0.155879417E-002   0.000000000E+000
   0.63475461969941804E-008  -0.180463307E-002   0.000000000E+000
   0.63783595280475502E-008  -0.183666067E-002   0.000000000E+000
   0.64091728591009200E-008  -0.164840207E-002   0.000000000E+000
   0.64399861901542899E-008  -0.125610421E-002   0.000000000E+000
   0.64707995212076597E-008  -0.698133663E-003   0.000000000E+000
   0.65016128522610295E-008  -0.317412778E-004   0.000000000E+000
   0.65324261833143993E-008   0.672627473E-003   0.000000000E+000
   0.65632395143677691E-008   0.133906747E-002   0.000000000E+000
   0.65940528454211389E-008   0.189519511E-002   0.000000000E+000
   0.66248661764745087E-008   0.228143414E-002   0.000000000E+000
   0.66556795075278785E-008   0.245945575E-002   0.000000000E+000
   0.66864928385812483E-008   0.241866801E-002   0.000000000E+000
   0.67173061696346181E-008   0.217974023E-002   0.000000000E+000
   0.67481195006879879E-008   0.179445185E-002   0.000000000E+000
   0.67789328317413577E-008   0.134152023E-002   0.000000000E+000
   0.68097461627947276E-008   0.918540638E-003   0.000000000E+000
   0.68405594938480974E-008   0.630681694E-003   0.000000000E+000
   0.68713728249014672E-008   0.577240542E-003   0.000000000E+000
   0.69021861559548370E-008   0.837552710E-003   0.000000000E+000
   0.69329994870082068E-008   0.145796395E-002   0.000000000E+000
   0.69638128180615766E-008   0.244162977E-002   0.000000000E+000
   0.69946261491149464E-008   0.374272512E-002   0.000000000E+000
   0.70254394801683162E-008   0.526621891E-002   0.000000000E+000
   0.70562528112216860E-008   0.687382882E-002   0.000000000E+000
   0.70870661422750558E-008   0.839602947E-002   0.000000000E+000
   0.71178794733284256E-008   0.964923482E-002   0.000000000E+000
   0.71486928043817954E-008   0.104565462E-001   0.000000000E+000
   0.71795061354351652E-008   0.106698424E-001   0.000000000E+000
   0.72103194664885351E-008   0.101906490E-001   0.000000000E+000
   0.72411327975419049E-008   0.898710079E-002   0.000000000E+000
   0.72719461285952747E-008   0.710456260E-002   0.000000000E+000
   0.73027594596486445E-008   0.466802763E-002   0.000000000E+000
   0.73335727907020143E-008   0.187524199E-002   0.000000000E+000
   0.73643861217553841E-008  -0.101945433E-002   0.000000000E+000
   0.73951994528087539E-008  -0.372943655E-002   0.000000000E+000
   0.74260127838621237E-008  -0.596607197E-002   0.000000000E+000
   0.74568261149154935E-008  -0.747183897E-002   0.000000000E+000
   0.74876394459688633E-008  -0.805259869E-002   0.000000000E+000
   0.75184527770222331E-008  -0.760511123E-002   0.000000000E+000
   0.75492661080756029E-008  -0.613617431E-002   0.000000000E+000
   0.75800794391289728E-008  -0.377047691E-002   0.000000000E+000
   0.76108927701823426E-008  -0.745400088E-003   0.000000000E+000
   0.76417061012357124E-008   0.260757585E-002   0.000000000E+000
   0.76725194322890822E-008   0.589363370E-002   0.000000000E+000
   0.77033327633424520E-008   0.869478285E-002   0.000000000E+000
   0.77341460943958218E-008   0.106153693E-001   0.000000000E+000
   0.77649594254491916E-008   0.113279773E-001   0.000000000E+000
   0.77957727565025614E-008   0.106144110E-001   0.000000000E+000
   0.78265860875559312E-008   0.839671213E-002   0.000000000E+000
   0.78573994186093010E-008   0.475404458E-002   0.000000000E+000
   0.78882127496626708E-008  -0.772709027E-004   0.000000000E+000
   0.79190260807160406E-008  -0.572145591E-002   0.000000000E+000
   0.79498394117694104E-008  -0.116975568E-001   0.000000000E+000
   0.79806527428227803E-008  -0.174671058E-001   0.000000000E+000
   0.80114660738761501E-008  -0.224902723E-001   0.000000000E+000
   0.80422794049295199E-008  -0.262843501E-001   0.000000000E+000
   0.80730927359828897E-008  -0.284779202E-001   0.000000000E+000
   0.81039060670362595E-008  -0.288542360E-001   0.000000000E+000
   0.81347193980896293E-008  -0.273784231E-001   0.000000000E+000
   0.81655327291429991E-008  -0.242048018E-001   0.000000000E+000
   0.81963460601963689E-008  -0.196628608E-001   0.000000000E+000
   0.82271593912497387E-008  -0.142229106E-001   0.000000000E+000
   0.82579727223031085E-008  -0.844490342E-002   0.000000000E+000
   0.82887860533564783E-008  -0.291599194E-002   0.000000000E+000
   0.83195993844098481E-008   0.181605946E-002   0.000000000E+000
   0.83504127154632179E-008   0.530586392E-002   0.000000000E+000
   0.83812260465165878E-008   0.726225832E-002   0.000000000E+000
   0.84120393775699576E-008   0.758266263E-002   0.000000000E+000
   0.84428527086233274E-008   0.636556838E-002   0.000000000E+000
   0.84736660396766972E-008   0.389932445E-002   0.000000000E+000
   0.85044793707300670E-008   0.628237613E-003   0.000000000E+000
   0.85352927017834368E-008  -0.290025421E-002   0.000000000E+000
   0.85661060328368066E-008  -0.610120920E-002   0.000000000E+000
   0.85969193638901764E-008  -0.842285715E-002   0.000000000E+000
   0.86277326949435462E-008  -0.941386353E-002   0.000000000E+000
   0.86585460259969160E-008  -0.877905823E-002   0.000000000E+000
   0.86893593570502858E-008  -0.641683862E-002   0.000000000E+000
   0.87201726881036556E-008  -0.243363576E-002   0.000000000E+000
   0.87509860191570255E-008   0.286636734E-002   0.000000000E+000
   0.87817993502103953E-008   0.901508704E-002   0.000000000E+000
   0.88126126812637651E-008   0.154338907E-001   0.000000000E+000
   0.88434260123171349E-008   0.214999747E-001   0.000000000E+000
   0.88742393433705047E-008   0.266177580E-001   0.000000000E+000
   0.89050526744238745E-008   0.302866455E-001   0.000000000E+000
   0.89358660054772443E-008   0.321570411E-001   0.000000000E+000
   0.89666793365306141E-008   0.320679881E-001   0.000000000E+000
   0.89974926675839839E-008   0.300621390E-001   0.000000000E+000
   0.90283059986373537E-008   0.263765529E-001   0.000000000E+000
   0.90591193296907235E-008   0.214108638E-001   0.000000000E+000
   0.90899326607440933E-008   0.156770851E-001   0.000000000E+000
   0.91207459917974631E-008   0.973751768E-002   0.000000000E+000
   0.91515593228508330E-008   0.413857354E-002   0.000000000E+000
   0.91823726539042028E-008  -0.651338138E-003   0.000000000E+000
   0.92131859849575726E-008  -0.429239310E-002   0.000000000E+000
   0.92439993160109424E-008  -0.660655927E-002   0.000000000E+000
   0.92748126470643122E-008  -0.758987293E-002   0.000000000E+000
   0.93056259781176820E-008  -0.740294112E-002   0.000000000E+000
   0.93364393091710518E-008  -0.634154584E-002   0.000000000E+000
   0.93672526402244216E-008  -0.479166582E-002   0.000000000E+000
   0.93980659712777914E-008  -0.317502627E-002   0.000000000E+000
   0.94288793023311612E-008  -0.189228007E-002   0.000000000E+000
   0.94596926333845310E-008  -0.127099804E-002   0.000000000E+000
   0.94905059644379008E-008  -0.152481522E-002   0.000000000E+000
   0.95213192954912707E-008  -0.272846059E-002   0.000000000E+000
   0.95521326265446405E-008  -0.481128506E-002   0.000000000E+000
   0.95829459575980103E-008  -0.756951421E-002   0.000000000E+000
   0.96137592886513801E-008  -0.106951175E-001   0.000000000E+000
   0.96445726197047499E-008  -0.138172051E-001   0.000000000E+000
   0.96753859507581197E-008  -0.165504776E-001   0.000000000E+000
   0.97061992818114895E-008  -0.185445417E-001   0.000000000E+000
   0.97370126128648593E-008  -0.195280164E-001   0.000000000E+000
   0.97678259439182291E-008  -0.193421841E-001   0.000000000E+000
   0.97986392749715989E-008  -0.179603565E-001   0.000000000E+000
   0.98294526060249687E-008  -0.154909454E-001   0.000000000E+000
   0.98602659370783385E-008  -0.121642370E-001   0.000000000E+000
   0.98910792681317083E-008  -0.830477104E-002   0.000000000E+000
   0.99218925991850782E-008  -0.429287879E-002   0.000000000E+000
   0.99527059302384480E-008  -0.520080561E-003   0.000000000E+000
   0.99835192612918178E-008   0.265634712E-002   0.000000000E+000
   0.10014332592345188E-007   0.495434599E-002   0.000000000E+000
   0.10045145923398557E-007   0.619892403E-002   0.000000000E+000
   0.10075959254451927E-007   0.634130556E-002   0.000000000E+000
   0.10106772585505297E-007   0.546329934E-002   0.000000000E+000
   0.10137585916558667E-007   0.376647362E-002   0.000000000E+000
   0.10168399247612037E-007   0.154743413E-002   0.000000000E+000
   0.10199212578665406E-007  -0.837966101E-003   0.000000000E+000
   0.10230025909718776E-007  -0.301740668E-002   0.000000000E+000
   0.10260839240772146E-007  -0.464699231E-002   0.000000000E+000
   0.10291652571825516E-007  -0.545311952E-002   0.000000000E+000
   0.10322465902878886E-007  -0.526642753E-002   0.000000000E+000
   0.10353279233932255E-007  -0.404377421E-002   0.000000000E+000
   0.10384092564985625E-007  -0.187545107E-002   0.000000000E+000
   0.10414905896038995E-007   0.102352258E-002   0.000000000E+000
   0.10445719227092365E-007   0.433738204E-002   0.000000000E+000
   0.10476532558145735E-007   0.768641522E-002   0.000000000E+000
   0.10507345889199105E-007   0.106725246E-001   0.000000000E+000
   0.10538159220252474E-007   0.129283192E-001   0.000000000E+000
   0.10568972551305844E-007   0.141638415E-001   0.000000000E+000
   0.10599785882359214E-007   0.142051373E-001   0.000000000E+000
   0.10630599213412584E-007   0.130195701E-001   0.000000000E+000
   0.10661412544465954E-007   0.107242763E-001   0.000000000E+000
   0.10692225875519323E-007   0.757604791E-002   0.000000000E+000
   0.10723039206572693E-007   0.394326122E-002   0.000000000E+000
   0.10753852537626063E-007   0.262733316E-003   0.000000000E+000
   0.10784665868679433E-007  -0.301351096E-002   0.000000000E+000
   0.10815479199732803E-007  -0.547507964E-002   0.000000000E+000
   0.10846292530786172E-007  -0.680644391E-002   0.000000000E+000
   0.10877105861839542E-007  -0.682950113E-002   0.000000000E+000
   0.10907919192892912E-007  -0.552957319E-002   0.000000000E+000
   0.10938732523946282E-007  -0.306090037E-002   0.000000000E+000
   0.10969545854999652E-007   0.269688200E-003   0.000000000E+000
   0.11000359186053021E-007   0.403937232E-002   0.000000000E+000
   0.11031172517106391E-007   0.776184443E-002   0.000000000E+000
   0.11061985848159761E-007   0.109490771E-001   0.000000000E+000
   0.11092799179213131E-007   0.131742572E-001   0.000000000E+000
   0.11123612510266501E-007   0.141274072E-001   0.000000000E+000
   0.11154425841319870E-007   0.136560453E-001   0.000000000E+000
   0.11185239172373240E-007   0.117851496E-001   0.000000000E+000
   0.11216052503426610E-007   0.871344004E-002   0.000000000E+000
   0.11246865834479980E-007   0.478629768E-002   0.000000000E+000
   0.11277679165533350E-007   0.448912382E-003   0.000000000E+000
   0.11308492496586720E-007  -0.381388934E-002   0.000000000E+000
   0.11339305827640089E-007  -0.754273357E-002   0.000000000E+000
   0.11370119158693459E-007  -0.103645334E-001   0.000000000E+000
   0.11400932489746829E-007  -0.120404363E-001   0.000000000E+000
   0.11431745820800199E-007  -0.124941124E-001   0.000000000E+000
   0.11462559151853569E-007  -0.118164262E-001   0.000000000E+000
   0.11493372482906938E-007  -0.102460319E-001   0.000000000E+000
   0.11524185813960308E-007  -0.812894665E-002   0.000000000E+000
   0.11554999145013678E-007  -0.586330984E-002   0.000000000E+000
   0.11585812476067048E-007  -0.383771327E-002   0.000000000E+000
   0.11616625807120418E-007  -0.237241853E-002   0.000000000E+000
   0.11647439138173787E-007  -0.167234114E-002   0.000000000E+000
   0.11678252469227157E-007  -0.179880520E-002   0.000000000E+000
   0.11709065800280527E-007  -0.266420376E-002   0.000000000E+000
   0.11739879131333897E-007  -0.405014260E-002   0.000000000E+000
   0.11770692462387267E-007  -0.564601272E-002   0.000000000E+000
   0.11801505793440636E-007  -0.710177794E-002   0.000000000E+000
   0.11832319124494006E-007  -0.808657147E-002   0.000000000E+000
   0.11863132455547376E-007  -0.834380928E-002   0.000000000E+000
   0.11893945786600746E-007  -0.773409149E-002   0.000000000E+000
   0.11924759117654116E-007  -0.625911308E-002   0.000000000E+000
   0.11955572448707485E-007  -0.406278763E-002   0.000000000E+000
   0.11986385779760855E-007  -0.140940724E-002   0.000000000E+000
   0.12017199110814225E-007   0.135772792E-002   0.000000000E+000
   0.12048012441867595E-007   0.387066719E-002   0.000000000E+000
   0.12078825772920965E-007   0.579555705E-002   0.000000000E+000
   0.12109639103974335E-007   0.688645430E-002   0.000000000E+000
   0.12140452435027704E-007   0.702563673E-002   0.000000000E+000
   0.12171265766081074E-007   0.624393485E-002   0.000000000E+000
   0.12202079097134444E-007   0.471771695E-002   0.000000000E+000
   0.12232892428187814E-007   0.274281367E-002   0.000000000E+000
   0.12263705759241184E-007   0.689274166E-003   0.000000000E+000
   0.12294519090294553E-007  -0.105615589E-002   0.000000000E+000
   0.12325332421347923E-007  -0.215098169E-002   0.000000000E+000
   0.12356145752401293E-007  -0.235193456E-002   0.000000000E+000
   0.12386959083454663E-007  -0.155543163E-002   0.000000000E+000
   0.12417772414508033E-007   0.182830961E-003   0.000000000E+000
   0.12448585745561402E-007   0.265233032E-002   0.000000000E+000
   0.12479399076614772E-007   0.551576726E-002   0.000000000E+000
   0.12510212407668142E-007   0.835668482E-002   0.000000000E+000
   0.12541025738721512E-007   0.107396888E-001   0.000000000E+000
   0.12571839069774882E-007   0.122743957E-001   0.000000000E+000
   0.12602652400828251E-007   0.126736835E-001   0.000000000E+000
   0.12633465731881621E-007   0.117976591E-001   0.000000000E+000
   0.12664279062934991E-007   0.967688300E-002   0.000000000E+000
   0.12695092393988361E-007   0.651142048E-002   0.000000000E+000
   0.12725905725041731E-007   0.264584296E-002   0.000000000E+000
   0.12756719056095100E-007  -0.147624710E-002   0.000000000E+000
   0.12787532387148470E-007  -0.537166605E-002   0.000000000E+000
   0.12818345718201840E-007  -0.858261436E-002   0.000000000E+000
   0.12849159049255210E-007  -0.107380180E-001   0.000000000E+000
   0.12879972380308580E-007  -0.116026979E-001   0.000000000E+000
   0.12910785711361950E-007  -0.111076599E-001   0.000000000E+000
   0.12941599042415319E-007  -0.935751945E-002   0.000000000E+000
   0.12972412373468689E-007  -0.661435397E-002   0.000000000E+000
   0.13003225704522059E-007  -0.326055265E-002   0.000000000E+000
   0.13034039035575429E-007   0.253896927E-003   0.000000000E+000
   0.13064852366628799E-007   0.347217987E-002   0.000000000E+000
   0.13095665697682168E-007   0.599102862E-002   0.000000000E+000
   0.13126479028735538E-007   0.751247164E-002   0.000000000E+000
   0.13157292359788908E-007   0.788008422E-002   0.000000000E+000
   0.13188105690842278E-007   0.709515810E-002   0.000000000E+000
   0.13218919021895648E-007   0.531106442E-002   0.000000000E+000
   0.13249732352949017E-007   0.280711171E-002   0.000000000E+000
   0.13280545684002387E-007  -0.540011097E-004   0.000000000E+000
   0.13311359015055757E-007  -0.287888409E-002   0.000000000E+000
   0.13342172346109127E-007  -0.529878866E-002   0.000000000E+000
   0.13372985677162497E-007  -0.701985834E-002   0.000000000E+000
   0.13403799008215866E-007  -0.786142983E-002   0.000000000E+000
   0.13434612339269236E-007  -0.777732255E-002   0.000000000E+000
   0.13465425670322606E-007  -0.685749063E-002   0.000000000E+000
