t              csa.fdtd_Point probe B1_Ey_70_20_50.dat
   0.67499999589770709E-007   0.000000000E+000
   0.68749999582173871E-007   0.000000000E+000
   0.69999999574577032E-007   0.000000000E+000
   0.71249999566980193E-007   0.000000000E+000
   0.72499999559383355E-007   0.000000000E+000
   0.73749999551786516E-007   0.000000000E+000
   0.74999999544189677E-007   0.000000000E+000
   0.76249999536592838E-007   0.000000000E+000
   0.77499999528996000E-007   0.000000000E+000
   0.78749999521399161E-007   0.000000000E+000
   0.79999999513802322E-007   0.000000000E+000
   0.81249999506205484E-007   0.000000000E+000
   0.82499999498608645E-007   0.000000000E+000
   0.83749999491011806E-007   0.000000000E+000
   0.84999999483414967E-007   0.000000000E+000
   0.86249999475818129E-007   0.000000000E+000
   0.87499999468221290E-007   0.000000000E+000
   0.88749999460624451E-007   0.000000000E+000
   0.89999999453027613E-007   0.000000000E+000
   0.91249999445430774E-007   0.000000000E+000
   0.92499999437833935E-007   0.000000000E+000
   0.93749999430237096E-007   0.000000000E+000
   0.94999999422640258E-007   0.000000000E+000
   0.96249999415043419E-007   0.000000000E+000
   0.97499999407446580E-007   0.000000000E+000
   0.98749999399849742E-007   0.000000000E+000
   0.99999999392252903E-007   0.000000000E+000
   0.10124999938465606E-006   0.000000000E+000
   0.10249999937705923E-006   0.000000000E+000
   0.10374999936946239E-006   0.000000000E+000
   0.10499999936186555E-006   0.000000000E+000
   0.10624999935426871E-006   0.000000000E+000
   0.10749999934667187E-006   0.000000000E+000
   0.10874999933907503E-006   0.000000000E+000
   0.10999999933147819E-006   0.000000000E+000
   0.11124999932388135E-006   0.000000000E+000
   0.11249999931628452E-006   0.000000000E+000
   0.11374999930868768E-006   0.000000000E+000
   0.11499999930109084E-006   0.000000000E+000
   0.11624999929349400E-006   0.000000000E+000
   0.11749999928589716E-006   0.000000000E+000
   0.11874999927830032E-006   0.000000000E+000
   0.11999999927070348E-006   0.000000000E+000
   0.12124999926310664E-006   0.000000000E+000
   0.12249999925550981E-006   0.000000000E+000
   0.12374999924791297E-006   0.000000000E+000
   0.12499999924031613E-006   0.000000000E+000
   0.12624999923271929E-006   0.000000000E+000
   0.12749999922512245E-006   0.000000000E+000
   0.12874999921752561E-006   0.000000000E+000
   0.12999999920992877E-006   0.000000000E+000
   0.13124999920233194E-006   0.000000000E+000
   0.13249999919473510E-006   0.000000000E+000
   0.13374999918713826E-006   0.000000000E+000
   0.13499999917954142E-006   0.000000000E+000
   0.13624999917194458E-006   0.000000000E+000
   0.13749999916434774E-006   0.000000000E+000
   0.13874999915675090E-006   0.000000000E+000
   0.13999999914915406E-006   0.000000000E+000
   0.14124999914155723E-006   0.000000000E+000
   0.14249999913396039E-006   0.000000000E+000
   0.14374999912636355E-006   0.000000000E+000
   0.14499999911876671E-006   0.112774398E-034
   0.14624999911116987E-006   0.101922053E-033
   0.14749999910357303E-006   0.795999224E-033
   0.14874999909597619E-006   0.590059997E-032
   0.14999999908837935E-006   0.416903618E-031
   0.15124999908078252E-006   0.281173124E-030
   0.15249999907318568E-006   0.181355851E-029
   0.15374999906558884E-006   0.112072504E-028
   0.15499999905799200E-006   0.664664303E-028
   0.15624999905039516E-006   0.378888054E-027
   0.15749999904279832E-006   0.207895009E-026
   0.15874999903520148E-006   0.109945178E-025
   0.15999999902760464E-006   0.561100985E-025
   0.16124999902000781E-006   0.276651843E-024
   0.16249999901241097E-006   0.131921347E-023
   0.16374999900481413E-006   0.608999041E-023
   0.16499999899721729E-006   0.272420997E-022
   0.16624999898962045E-006   0.118185210E-021
   0.16749999898202361E-006   0.497665814E-021
   0.16874999897442677E-006   0.203561253E-020
   0.16999999896682993E-006   0.809369572E-020
   0.17124999895923310E-006   0.313028731E-019
   0.17249999895163626E-006   0.117837126E-018
   0.17374999894403942E-006   0.432015625E-018
   0.17499999893644258E-006   0.154340653E-017
   0.17624999892884574E-006   0.537594606E-017
   0.17749999892124890E-006   0.182658221E-016
   0.17874999891365206E-006   0.605673821E-016
   0.17999999890605523E-006   0.196085930E-015
   0.18124999889845839E-006   0.620076504E-015
   0.18249999889086155E-006   0.191604824E-014
   0.18374999888326471E-006   0.578752414E-014
   0.18499999887566787E-006   0.170945835E-013
   0.18624999886807103E-006   0.493908774E-013
   0.18749999886047419E-006   0.139634831E-012
   0.18874999885287735E-006   0.386392009E-012
   0.18999999884528052E-006   0.104681563E-011
   0.19124999883768368E-006   0.277736124E-011
   0.19249999883008684E-006   0.721809027E-011
   0.19374999882249000E-006   0.183797144E-010
   0.19499999881489316E-006   0.458642638E-010
   0.19624999880729632E-006   0.112179904E-009
   0.19749999879969948E-006   0.268993411E-009
   0.19874999879210264E-006   0.632451758E-009
   0.19999999878450581E-006   0.145827750E-008
   0.20124999877690897E-006   0.329793437E-008
   0.20249999876931213E-006   0.731626981E-008
   0.20374999876171529E-006   0.159232840E-007
   0.20499999875411845E-006   0.340029800E-007
   0.20624999874652161E-006   0.712493886E-007
   0.20749999873892477E-006   0.146507318E-006
   0.20874999873132793E-006   0.295650295E-006
   0.20999999872373110E-006   0.585545990E-006
   0.21124999871613426E-006   0.113821739E-005
   0.21249999870853742E-006   0.217159527E-005
   0.21374999870094058E-006   0.406656454E-005
   0.21499999869334374E-006   0.747433160E-005
   0.21624999868574690E-006   0.134836200E-004
   0.21749999867815006E-006   0.238735520E-004
   0.21874999867055323E-006   0.414844762E-004
   0.21999999866295639E-006   0.707437284E-004
   0.22124999865535955E-006   0.118384341E-003
   0.22249999864776271E-006   0.194388063E-003
   0.22374999864016587E-006   0.313164463E-003
   0.22499999863256903E-006   0.494943932E-003
   0.22624999862497219E-006   0.767309684E-003
   0.22749999861737535E-006   0.116670760E-002
   0.22874999860977852E-006   0.173969776E-002
   0.22999999860218168E-006   0.254359748E-002
   0.23124999859458484E-006   0.364612602E-002
   0.23249999858698800E-006   0.512359198E-002
   0.23374999857939116E-006   0.705727562E-002
   0.23499999857179432E-006   0.952788256E-002
   0.23624999856419748E-006   0.126082413E-001
   0.23749999855660064E-006   0.163550451E-001
   0.23874999854900381E-006   0.208007246E-001
   0.23999999854140697E-006   0.259475578E-001
   0.24124999853381013E-006   0.317660123E-001
   0.24249999852621329E-006   0.381993055E-001
   0.24374999851861645E-006   0.451757833E-001
   0.24499999851101961E-006   0.526290759E-001
   0.24624999850342277E-006   0.605240054E-001
   0.24749999849582593E-006   0.688845217E-001
   0.24874999848822910E-006   0.778174326E-001
   0.24999999848063226E-006   0.875254720E-001
   0.25124999847303542E-006   0.983034074E-001
   0.25249999846543858E-006   0.110513747E+000
   0.25374999845784174E-006   0.124544449E+000
   0.25499999845024490E-006   0.140754268E+000
   0.25624999844264806E-006   0.159420401E+000
   0.25749999843505122E-006   0.180700600E+000
   0.25874999842745439E-006   0.204624638E+000
   0.25999999841985755E-006   0.231122643E+000
   0.26124999841226071E-006   0.260088176E+000
   0.26249999840466387E-006   0.291462064E+000
   0.26374999839706703E-006   0.325315416E+000
   0.26499999838947019E-006   0.361901373E+000
   0.26624999838187335E-006   0.401656032E+000
   0.26749999837427652E-006   0.445141256E+000
   0.26874999836667968E-006   0.492941111E+000
   0.26999999835908284E-006   0.545543432E+000
   0.27124999835148600E-006   0.603244126E+000
   0.27249999834388916E-006   0.666113913E+000
   0.27374999833629232E-006   0.734045744E+000
   0.27499999832869548E-006   0.806872129E+000
   0.27624999832109864E-006   0.884515703E+000
   0.27749999831350181E-006   0.967106342E+000
   0.27874999830590497E-006   0.105502033E+001
   0.27999999829830813E-006   0.114881480E+001
   0.28124999829071129E-006   0.124908042E+001
   0.28249999828311445E-006   0.135625768E+001
   0.28374999827551761E-006   0.147049272E+001
   0.28499999826792077E-006   0.159160888E+001
   0.28624999826032393E-006   0.171920800E+001
   0.28749999825272710E-006   0.185285163E+001
   0.28874999824513026E-006   0.199227679E+001
   0.28999999823753342E-006   0.213751006E+001
   0.29124999822993658E-006   0.228884006E+001
   0.29249999822233974E-006   0.244664311E+001
   0.29374999821474290E-006   0.261112189E+001
   0.29499999820714606E-006   0.278209925E+001
   0.29624999819954922E-006   0.295897937E+001
   0.29749999819195239E-006   0.314087272E+001
   0.29874999818435555E-006   0.332686353E+001
   0.29999999817675871E-006   0.351626611E+001
   0.30124999816916187E-006   0.370875549E+001
   0.30249999816156503E-006   0.390429330E+001
   0.30374999815396819E-006   0.410288525E+001
   0.30499999814637135E-006   0.430424452E+001
   0.30624999813877452E-006   0.450760508E+001
   0.30749999813117768E-006   0.471174669E+001
   0.30874999812358084E-006   0.491523027E+001
   0.30999999811598400E-006   0.511677504E+001
   0.31124999810838716E-006   0.531550646E+001
   0.31249999810079032E-006   0.551101875E+001
   0.31374999809319348E-006   0.570318317E+001
   0.31499999808559664E-006   0.589175701E+001
   0.31624999807799981E-006   0.607599306E+001
   0.31749999807040297E-006   0.625450897E+001
   0.31874999806280613E-006   0.642560577E+001
   0.31999999805520929E-006   0.658775902E+001
   0.32124999804761245E-006   0.674003935E+001
   0.32249999804001561E-006   0.688219070E+001
   0.32374999803241877E-006   0.701429176E+001
   0.32499999802482193E-006   0.713631582E+001
   0.32624999801722510E-006   0.724772263E+001
   0.32749999800962826E-006   0.734745264E+001
   0.32874999800203142E-006   0.743420124E+001
   0.32999999799443458E-006   0.750680447E+001
   0.33124999798683774E-006   0.756462669E+001
   0.33249999797924090E-006   0.760775852E+001
   0.33374999797164406E-006   0.763681316E+001
   0.33499999796404722E-006   0.765251875E+001
   0.33624999795645039E-006   0.765516281E+001
   0.33749999794885355E-006   0.764423752E+001
   0.33874999794125671E-006   0.761871290E+001
   0.33999999793365987E-006   0.757779551E+001
   0.34124999792606303E-006   0.752166271E+001
   0.34249999791846619E-006   0.745158291E+001
   0.34374999791086935E-006   0.736921787E+001
   0.34499999790327252E-006   0.727559376E+001
   0.34624999789567568E-006   0.717074299E+001
   0.34749999788807884E-006   0.705423546E+001
   0.34874999788048200E-006   0.692617369E+001
   0.34999999787288516E-006   0.678767633E+001
   0.35124999786528832E-006   0.664024878E+001
   0.35249999785769148E-006   0.648468685E+001
   0.35374999785009464E-006   0.632087994E+001
   0.35499999784249781E-006   0.614897490E+001
   0.35624999783490097E-006   0.597079229E+001
   0.35749999782730413E-006   0.578954268E+001
   0.35874999781970729E-006   0.560731840E+001
   0.35999999781211045E-006   0.542283916E+001
   0.36124999780451361E-006   0.523241663E+001
   0.36249999779691677E-006   0.503451300E+001
   0.36374999778931993E-006   0.483354950E+001
   0.36499999778172310E-006   0.463784075E+001
   0.36624999777412626E-006   0.445192719E+001
   0.36749999776652942E-006   0.427073193E+001
   0.36874999775893258E-006   0.408342934E+001
   0.36999999775133574E-006   0.388551927E+001
   0.37124999774373890E-006   0.368693876E+001
   0.37249999773614206E-006   0.350510883E+001
   0.37374999772854522E-006   0.334660769E+001
   0.37499999772094839E-006   0.319644213E+001
   0.37624999771335155E-006   0.303031468E+001
   0.37749999770575471E-006   0.284188795E+001
   0.37874999769815787E-006   0.265630078E+001
   0.37999999769056103E-006   0.250945807E+001
   0.38124999768296419E-006   0.240831351E+001
   0.38249999767536735E-006   0.231459069E+001
   0.38374999766777051E-006   0.217783213E+001
   0.38499999766017368E-006   0.199154091E+001
   0.38624999765257684E-006   0.181193531E+001
   0.38749999764498000E-006   0.170806730E+001
   0.38874999763738316E-006   0.168543506E+001
   0.38999999762978632E-006   0.166584563E+001
   0.39124999762218948E-006   0.155885041E+001
   0.39249999761459264E-006   0.136124861E+001
   0.39374999760699581E-006   0.117627168E+001
   0.39499999759939897E-006   0.111605918E+001
   0.39624999759180213E-006   0.117810237E+001
   0.39749999758420529E-006   0.123108077E+001
   0.39874999757660845E-006   0.114235902E+001
   0.39999999756901161E-006   0.923771858E+000
   0.40124999756141477E-006   0.734856367E+000
   0.40249999755381793E-006   0.722903252E+000
   0.40374999754622110E-006   0.860167980E+000
   0.40499999753862426E-006   0.959082484E+000
   0.40624999753102742E-006   0.864853442E+000
   0.40749999752343058E-006   0.626414061E+000
   0.40874999751583374E-006   0.454693079E+000
   0.40999999750823690E-006   0.500544965E+000
   0.41124999750064006E-006   0.687737405E+000
   0.41249999749304322E-006   0.788223147E+000
   0.41374999748544639E-006   0.666232169E+000
   0.41499999747784955E-006   0.427115321E+000
   0.41624999747025271E-006   0.304570973E+000
   0.41749999746265587E-006   0.406738937E+000
   0.41874999745505903E-006   0.600058496E+000
   0.41999999744746219E-006   0.658455968E+000
   0.42124999743986535E-006   0.510559201E+000
   0.42249999743226851E-006   0.310749650E+000
   0.42374999742467168E-006   0.261039734E+000
   0.42499999741707484E-006   0.389747918E+000
   0.42624999740947800E-006   0.533146322E+000
   0.42749999740188116E-006   0.528512776E+000
   0.42874999739428432E-006   0.390462399E+000
   0.42999999738668748E-006   0.275946498E+000
   0.43124999737909064E-006   0.295324653E+000
   0.43249999737149381E-006   0.396461070E+000
   0.43374999736389697E-006   0.445716560E+000
   0.43499999735630013E-006   0.391837776E+000
   0.43624999734870329E-006   0.313318819E+000
   0.43749999734110645E-006   0.306138963E+000
   0.43874999733350961E-006   0.363202274E+000
   0.43999999732591277E-006   0.393541306E+000
   0.44124999731831593E-006   0.346325815E+000
   0.44249999731071910E-006   0.277141124E+000
   0.44374999730312226E-006   0.275100201E+000
   0.44499999729552542E-006   0.347289026E+000
   0.44624999728792858E-006   0.406813800E+000
   0.44749999728033174E-006   0.377397597E+000
   0.44874999727273490E-006   0.284397423E+000
   0.44999999726513806E-006   0.224376947E+000
   0.45124999725754122E-006   0.255325764E+000
   0.45249999724994439E-006   0.338019311E+000
   0.45374999724234755E-006   0.387257665E+000
   0.45499999723475071E-006   0.362114578E+000
   0.45624999722715387E-006   0.294596255E+000
   0.45749999721955703E-006   0.243119776E+000
   0.45874999721196019E-006   0.238162413E+000
   0.45999999720436335E-006   0.272024900E+000
   0.46124999719676651E-006   0.318752110E+000
   0.46249999718916968E-006   0.349117309E+000
   0.46374999718157284E-006   0.338976145E+000
   0.46499999717397600E-006   0.286995292E+000
   0.46624999716637916E-006   0.228873983E+000
   0.46749999715878232E-006   0.215577111E+000
   0.46874999715118548E-006   0.261920094E+000
   0.46999999714358864E-006   0.323110461E+000
   0.47124999713599180E-006   0.337757885E+000
   0.47249999712839497E-006   0.294771343E+000
   0.47374999712079813E-006   0.243692622E+000
   0.47499999711320129E-006   0.233860761E+000
   0.47624999710560445E-006   0.258452296E+000
   0.47749999709800761E-006   0.273440599E+000
   0.47874999709041077E-006   0.262070090E+000
   0.47999999708281393E-006   0.254834771E+000
   0.48124999707521710E-006   0.277740985E+000
   0.48249999706762026E-006   0.304161489E+000
   0.48374999706002342E-006   0.284761131E+000
   0.48499999705242658E-006   0.221131831E+000
   0.48624999704482974E-006   0.179810539E+000
   0.48749999703723290E-006   0.215682954E+000
   0.48874999702963606E-006   0.297505081E+000
   0.48999999702203922E-006   0.335820675E+000
   0.49124999701444239E-006   0.286299974E+000
   0.49249999700684555E-006   0.202434793E+000
   0.49374999699924871E-006   0.172119647E+000
   0.49499999699165187E-006   0.216972172E+000
   0.49624999698405503E-006   0.276112109E+000
   0.49749999697645819E-006   0.286020339E+000
   0.49874999696886135E-006   0.251067102E+000
   0.49999999696126451E-006   0.222659454E+000
   0.50124999695366768E-006   0.227301538E+000
   0.50249999694607084E-006   0.240966380E+000
   0.50374999693847400E-006   0.233712062E+000
   0.50499999693087716E-006   0.214255601E+000
   0.50624999692328032E-006   0.214187697E+000
   0.50749999691568348E-006   0.240107566E+000
   0.50874999690808664E-006   0.262389511E+000
   0.50999999690048980E-006   0.253226340E+000
   0.51124999689289297E-006   0.220203429E+000
   0.51249999688529613E-006   0.194323838E+000
   0.51374999687769929E-006   0.194864899E+000
   0.51499999687010245E-006   0.215953216E+000
   0.51624999686250561E-006   0.240544513E+000
   0.51749999685490877E-006   0.253903389E+000
   0.51874999684731193E-006   0.245375231E+000
   0.51999999683971510E-006   0.213930666E+000
   0.52124999683211826E-006   0.179619178E+000
   0.52249999682452142E-006   0.175627321E+000
   0.52374999681692458E-006   0.212734133E+000
   0.52499999680932774E-006   0.256306082E+000
   0.52624999680173090E-006   0.257168293E+000
   0.52749999679413406E-006   0.210368276E+000
   0.52874999678653722E-006   0.167271093E+000
   0.52999999677894039E-006   0.176395938E+000
   0.53124999677134355E-006   0.222891554E+000
   0.53249999676374671E-006   0.246395409E+000
   0.53374999675614987E-006   0.217991412E+000
   0.53499999674855303E-006   0.176872239E+000
   0.53624999674095619E-006   0.177713886E+000
   0.53749999673335935E-006   0.217944980E+000
   0.53874999672576251E-006   0.241483957E+000
   0.53999999671816568E-006   0.213603392E+000
   0.54124999671056884E-006   0.167156458E+000
   0.54249999670297200E-006   0.159892663E+000
   0.54374999669537516E-006   0.200611010E+000
   0.54499999668777832E-006   0.239761874E+000
   0.54624999668018148E-006   0.232239187E+000
   0.54749999667258464E-006   0.189115033E+000
   0.54874999666498780E-006   0.157964796E+000
   0.54999999665739097E-006   0.166001469E+000
   0.55124999664979413E-006   0.197427779E+000
   0.55249999664219729E-006   0.220312595E+000
   0.55374999663460045E-006   0.218738198E+000
   0.55499999662700361E-006   0.197417110E+000
   0.55624999661940677E-006   0.171196356E+000
   0.55749999661180993E-006   0.158639669E+000
   0.55874999660421309E-006   0.173213571E+000
   0.55999999659661626E-006   0.206172168E+000
   0.56124999658901942E-006   0.224343762E+000
   0.56249999658142258E-006   0.202551246E+000
   0.56374999657382574E-006   0.159761980E+000
   0.56499999656622890E-006   0.145188019E+000
   0.56624999655863206E-006   0.178652987E+000
   0.56749999655103522E-006   0.219712406E+000
   0.56874999654343839E-006   0.214594513E+000
   0.56999999653584155E-006   0.166974097E+000
   0.57124999652824471E-006   0.137385860E+000
   0.57249999652064787E-006   0.165407747E+000
   0.57374999651305103E-006   0.215316355E+000
   0.57499999650545419E-006   0.220456019E+000
   0.57624999649785735E-006   0.170707196E+000
   0.57749999649026051E-006   0.127274826E+000
   0.57874999648266368E-006   0.144307047E+000
   0.57999999647506684E-006   0.200219318E+000
   0.58124999646747000E-006   0.226870596E+000
   0.58249999645987316E-006   0.194829717E+000
   0.58374999645227632E-006   0.144397378E+000
   0.58499999644467948E-006   0.130373031E+000
   0.58624999643708264E-006   0.159019694E+000
   0.58749999642948580E-006   0.192530230E+000
   0.58874999642188897E-006   0.200073212E+000
   0.58999999641429213E-006   0.184433237E+000
   0.59124999640669529E-006   0.163878486E+000
   0.59249999639909845E-006   0.149895146E+000
   0.59374999639150161E-006   0.148076460E+000
   0.59499999638390477E-006   0.162253588E+000
   0.59624999637630793E-006   0.184149757E+000
   0.59749999636871109E-006   0.190755054E+000
   0.59874999636111426E-006   0.169764921E+000
   0.59999999635351742E-006   0.143041164E+000
   0.60124999634592058E-006   0.145046219E+000
   0.60249999633832374E-006   0.175040483E+000
   0.60374999633072690E-006   0.191261739E+000
   0.60499999632313006E-006   0.165688530E+000
   0.60624999631553322E-006   0.128059357E+000
   0.60749999630793639E-006   0.131587043E+000
   0.60874999630033955E-006   0.179258540E+000
   0.60999999629274271E-006   0.212309331E+000
   0.61124999628514587E-006   0.183980942E+000
   0.61249999627754903E-006   0.123265997E+000
   0.61374999626995219E-006   0.101379514E+000
   0.61499999626235535E-006   0.142724946E+000
   0.61624999625475851E-006   0.196377933E+000
   0.61749999624716168E-006   0.202211976E+000
   0.61874999623956484E-006   0.161944926E+000
   0.61999999623196800E-006   0.126852840E+000
   0.62124999622437116E-006   0.129397273E+000
   0.62249999621677432E-006   0.152166873E+000
   0.62374999620917748E-006   0.163546085E+000
   0.62499999620158064E-006   0.158959851E+000
   0.62624999619398380E-006   0.154315025E+000
   0.62749999618638697E-006   0.155564815E+000
   0.62874999617879013E-006   0.154511914E+000
   0.62999999617119329E-006   0.148867309E+000
   0.63124999616359645E-006   0.146736458E+000
   0.63249999615599961E-006   0.149202898E+000
   0.63374999614840277E-006   0.146068469E+000
   0.63499999614080593E-006   0.136535659E+000
   0.63624999613320909E-006   0.138193309E+000
   0.63749999612561226E-006   0.160489395E+000
   0.63874999611801542E-006   0.180058971E+000
   0.63999999611041858E-006   0.164457530E+000
   0.64124999610282174E-006   0.120672099E+000
   0.64249999609522490E-006   0.972387642E-001
   0.64374999608762806E-006   0.125696540E+000
   0.64499999608003122E-006   0.176020563E+000
   0.64624999607243439E-006   0.190292597E+000
   0.64749999606483755E-006   0.154420495E+000
   0.64874999605724071E-006   0.113656953E+000
   0.64999999604964387E-006   0.112683661E+000
   0.65124999604204703E-006   0.141828418E+000
   0.65249999603445019E-006   0.158085510E+000
   0.65374999602685335E-006   0.145223707E+000
   0.65499999601925651E-006   0.129352719E+000
   0.65624999601165968E-006   0.135720104E+000
   0.65749999600406284E-006   0.153396264E+000
   0.65874999599646600E-006   0.154806465E+000
   0.65999999598886916E-006   0.135681525E+000
   0.66124999598127232E-006   0.118226603E+000
   0.66249999597367548E-006   0.119573981E+000
   0.66374999596607864E-006   0.133848459E+000
   0.66499999595848180E-006   0.146827444E+000
   0.66624999595088497E-006   0.153014317E+000
   0.66749999594328813E-006   0.151549459E+000
   0.66874999593569129E-006   0.138630748E+000
   0.66999999592809445E-006   0.116930097E+000
   0.67124999592049761E-006   0.104796052E+000
   0.67249999591290077E-006   0.119358934E+000
   0.67374999590530393E-006   0.149969295E+000
   0.67499999589770709E-006   0.163939953E+000
   0.67624999589011026E-006   0.145568773E+000
   0.67749999588251342E-006   0.117371455E+000
   0.67874999587491658E-006   0.111438267E+000
   0.67999999586731974E-006   0.128219306E+000
   0.68124999585972290E-006   0.139454141E+000
   0.68249999585212606E-006   0.129976600E+000
   0.68374999584452922E-006   0.118145786E+000
   0.68499999583693238E-006   0.126580253E+000
   0.68624999582933555E-006   0.146959275E+000
   0.68749999582173871E-006   0.150237158E+000
   0.68874999581414187E-006   0.127394944E+000
   0.68999999580654503E-006   0.102943182E+000
   0.69124999579894819E-006   0.103524216E+000
   0.69249999579135135E-006   0.125910610E+000
   0.69374999578375451E-006   0.145059347E+000
   0.69499999577615768E-006   0.145583108E+000
   0.69624999576856084E-006   0.133722126E+000
   0.69749999576096400E-006   0.121838190E+000
   0.69874999575336716E-006   0.114321902E+000
   0.69999999574577032E-006   0.111528151E+000
   0.70124999573817348E-006   0.116208002E+000
   0.70249999573057664E-006   0.127950057E+000
   0.70374999572297980E-006   0.137447298E+000
   0.70499999571538297E-006   0.135446966E+000
   0.70624999570778613E-006   0.125323892E+000
   0.70749999570018929E-006   0.118646272E+000
   0.70874999569259245E-006   0.118849352E+000
   0.70999999568499561E-006   0.118249886E+000
   0.71124999567739877E-006   0.113416061E+000
   0.71249999566980193E-006   0.113681547E+000
   0.71374999566220509E-006   0.126695991E+000
   0.71499999565460826E-006   0.141901195E+000
   0.71624999564701142E-006   0.139901832E+000
   0.71749999563941458E-006   0.118451551E+000
   0.71874999563181774E-006   0.987096280E-001
   0.71999999562422090E-006   0.100745432E+000
   0.72124999561662406E-006   0.119960964E+000
   0.72249999560902722E-006   0.134793296E+000
   0.72374999560143038E-006   0.133331433E+000
   0.72499999559383355E-006   0.123487078E+000
   0.72624999558623671E-006   0.117643774E+000
   0.72749999557863987E-006   0.116923168E+000
   0.72874999557104303E-006   0.115100533E+000
   0.72999999556344619E-006   0.111392260E+000
   0.73124999555584935E-006   0.111748829E+000
   0.73249999554825251E-006   0.118981294E+000
   0.73374999554065568E-006   0.127844334E+000
   0.73499999553305884E-006   0.130954221E+000
   0.73624999552546200E-006   0.125756204E+000
   0.73749999551786516E-006   0.115083508E+000
   0.73874999551026832E-006   0.104867950E+000
   0.73999999550267148E-006   0.102381937E+000
   0.74124999549507464E-006   0.111763030E+000
   0.74249999548747780E-006   0.127503991E+000
   0.74374999547988097E-006   0.135841981E+000
   0.74499999547228413E-006   0.128052682E+000
   0.74624999546468729E-006   0.111548021E+000
   0.74749999545709045E-006   0.102697343E+000
   0.74874999544949361E-006   0.108116336E+000
   0.74999999544189677E-006   0.118163198E+000
   0.75124999543429993E-006   0.120955743E+000
   0.75249999542670309E-006   0.117367856E+000
   0.75374999541910626E-006   0.116943002E+000
   0.75499999541150942E-006   0.122191675E+000
   0.75624999540391258E-006   0.124455526E+000
   0.75749999539631574E-006   0.116736747E+000
   0.75874999538871890E-006   0.104741551E+000
   0.75999999538112206E-006   0.100976683E+000
   0.76124999537352522E-006   0.110304475E+000
   0.76249999536592838E-006   0.124912120E+000
   0.76374999535833155E-006   0.132532924E+000
   0.76499999535073471E-006   0.127071679E+000
   0.76624999534313787E-006   0.112571873E+000
   0.76749999533554103E-006   0.100120634E+000
   0.76874999532794419E-006   0.100033157E+000
   0.76999999532034735E-006   0.112744510E+000
   0.77124999531275051E-006   0.126485556E+000
   0.77249999530515367E-006   0.127925262E+000
   0.77374999529755684E-006   0.117043301E+000
   0.77499999528996000E-006   0.107668392E+000
   0.77624999528236316E-006   0.110276654E+000
   0.77749999527476632E-006   0.118379965E+000
   0.77874999526716948E-006   0.117867112E+000
   0.77999999525957264E-006   0.107695453E+000
   0.78124999525197580E-006   0.102767386E+000
   0.78249999524437897E-006   0.113408662E+000
   0.78374999523678213E-006   0.129343674E+000
   0.78499999522918529E-006   0.131207675E+000
   0.78624999522158845E-006   0.115014389E+000
   0.78749999521399161E-006   0.974036008E-001
   0.78874999520639477E-006   0.958313271E-001
   0.78999999519879793E-006   0.109921947E+000
