t              pw-in-box.fdtd_after_Ex_3_3_5.dat       incid
   0.75338585942691383E-008  -0.241454075E-006   0.000000000E+000
   0.75492652580610997E-008  -0.245972188E-006   0.000000000E+000
   0.75646719218530611E-008  -0.246388595E-006   0.000000000E+000
   0.75800785856450226E-008  -0.242512357E-006   0.000000000E+000
   0.75954852494369840E-008  -0.241577737E-006   0.000000000E+000
   0.76108919132289454E-008  -0.245789920E-006   0.000000000E+000
   0.76262985770209069E-008  -0.247440965E-006   0.000000000E+000
   0.76417052408128683E-008  -0.242579091E-006   0.000000000E+000
   0.76571119046048297E-008  -0.239317302E-006   0.000000000E+000
   0.76725185683967911E-008  -0.243826548E-006   0.000000000E+000
   0.76879252321887526E-008  -0.249031046E-006   0.000000000E+000
   0.77033318959807140E-008  -0.246811140E-006   0.000000000E+000
   0.77187385597726754E-008  -0.241282521E-006   0.000000000E+000
   0.77341452235646369E-008  -0.240900732E-006   0.000000000E+000
   0.77495518873565983E-008  -0.245207190E-006   0.000000000E+000
   0.77649585511485597E-008  -0.247139781E-006   0.000000000E+000
   0.77803652149405211E-008  -0.244359342E-006   0.000000000E+000
   0.77957718787324826E-008  -0.242163651E-006   0.000000000E+000
   0.78111785425244440E-008  -0.244666722E-006   0.000000000E+000
   0.78265852063164054E-008  -0.247578441E-006   0.000000000E+000
   0.78419918701083668E-008  -0.245024580E-006   0.000000000E+000
   0.78573985339003283E-008  -0.240575162E-006   0.000000000E+000
   0.78728051976922897E-008  -0.242229476E-006   0.000000000E+000
   0.78882118614842511E-008  -0.248105550E-006   0.000000000E+000
   0.79036185252762126E-008  -0.248820754E-006   0.000000000E+000
   0.79190251890681740E-008  -0.243436517E-006   0.000000000E+000
   0.79344318528601354E-008  -0.240687712E-006   0.000000000E+000
   0.79498385166520968E-008  -0.244153824E-006   0.000000000E+000
   0.79652451804440583E-008  -0.247532597E-006   0.000000000E+000
   0.79806518442360197E-008  -0.245949508E-006   0.000000000E+000
   0.79960585080279811E-008  -0.243062402E-006   0.000000000E+000
   0.80114651718199426E-008  -0.244090700E-006   0.000000000E+000
   0.80268718356119040E-008  -0.247212597E-006   0.000000000E+000
   0.80422784994038654E-008  -0.246573023E-006   0.000000000E+000
   0.80576851631958268E-008  -0.242394123E-006   0.000000000E+000
   0.80730918269877883E-008  -0.241682386E-006   0.000000000E+000
   0.80884984907797497E-008  -0.246585586E-006   0.000000000E+000
   0.81039051545717111E-008  -0.249670762E-006   0.000000000E+000
   0.81193118183636726E-008  -0.245932341E-006   0.000000000E+000
   0.81347184821556340E-008  -0.241398993E-006   0.000000000E+000
   0.81501251459475954E-008  -0.242949199E-006   0.000000000E+000
   0.81655318097395568E-008  -0.247259635E-006   0.000000000E+000
   0.81809384735315183E-008  -0.247417688E-006   0.000000000E+000
   0.81963451373234797E-008  -0.244283541E-006   0.000000000E+000
   0.82117518011154411E-008  -0.243796563E-006   0.000000000E+000
   0.82271584649074025E-008  -0.246655276E-006   0.000000000E+000
   0.82425651286993640E-008  -0.247518500E-006   0.000000000E+000
   0.82579717924913254E-008  -0.244205296E-006   0.000000000E+000
   0.82733784562832868E-008  -0.241955945E-006   0.000000000E+000
   0.82887851200752483E-008  -0.245212192E-006   0.000000000E+000
   0.83041917838672097E-008  -0.249525129E-006   0.000000000E+000
   0.83195984476591711E-008  -0.248033018E-006   0.000000000E+000
   0.83350051114511325E-008  -0.242958862E-006   0.000000000E+000
   0.83504117752430940E-008  -0.242201907E-006   0.000000000E+000
   0.83658184390350554E-008  -0.246336839E-006   0.000000000E+000
   0.83812251028270168E-008  -0.248381667E-006   0.000000000E+000
   0.83966317666189783E-008  -0.245852732E-006   0.000000000E+000
   0.84120384304109397E-008  -0.243951007E-006   0.000000000E+000
   0.84274450942029011E-008  -0.245928959E-006   0.000000000E+000
   0.84428517579948625E-008  -0.247908247E-006   0.000000000E+000
   0.84582584217868240E-008  -0.245896047E-006   0.000000000E+000
   0.84736650855787854E-008  -0.242835313E-006   0.000000000E+000
   0.84890717493707468E-008  -0.244210867E-006   0.000000000E+000
   0.85044784131627083E-008  -0.248738814E-006   0.000000000E+000
   0.85198850769546697E-008  -0.249473658E-006   0.000000000E+000
   0.85352917407466311E-008  -0.244967481E-006   0.000000000E+000
   0.85506984045385925E-008  -0.242166436E-006   0.000000000E+000
   0.85661050683305540E-008  -0.245147618E-006   0.000000000E+000
   0.85815117321225154E-008  -0.248659632E-006   0.000000000E+000
   0.85969183959144768E-008  -0.247457677E-006   0.000000000E+000
   0.86123250597064382E-008  -0.244654785E-006   0.000000000E+000
   0.86277317234983997E-008  -0.245306865E-006   0.000000000E+000
   0.86431383872903611E-008  -0.247768213E-006   0.000000000E+000
   0.86585450510823225E-008  -0.247222772E-006   0.000000000E+000
   0.86739517148742840E-008  -0.244163061E-006   0.000000000E+000
   0.86893583786662454E-008  -0.243810689E-006   0.000000000E+000
   0.87047650424582068E-008  -0.247598535E-006   0.000000000E+000
   0.87201717062501682E-008  -0.250082707E-006   0.000000000E+000
   0.87355783700421297E-008  -0.247093197E-006   0.000000000E+000
   0.87509850338340911E-008  -0.242950961E-006   0.000000000E+000
   0.87663916976260525E-008  -0.244003701E-006   0.000000000E+000
   0.87817983614180140E-008  -0.248228957E-006   0.000000000E+000
   0.87972050252099754E-008  -0.248867508E-006   0.000000000E+000
   0.88126116890019368E-008  -0.245846849E-006   0.000000000E+000
   0.88280183527938982E-008  -0.244950940E-006   0.000000000E+000
   0.88434250165858597E-008  -0.247290728E-006   0.000000000E+000
   0.88588316803778211E-008  -0.248096683E-006   0.000000000E+000
   0.88742383441697825E-008  -0.245603360E-006   0.000000000E+000
   0.88896450079617439E-008  -0.244044742E-006   0.000000000E+000
   0.89050516717537054E-008  -0.246577031E-006   0.000000000E+000
   0.89204583355456668E-008  -0.249888728E-006   0.000000000E+000
   0.89358649993376282E-008  -0.248815240E-006   0.000000000E+000
   0.89512716631295897E-008  -0.244508215E-006   0.000000000E+000
   0.89666783269215511E-008  -0.243393202E-006   0.000000000E+000
   0.89820849907135125E-008  -0.247132988E-006   0.000000000E+000
   0.89974916545054739E-008  -0.249714816E-006   0.000000000E+000
   0.90128983182974354E-008  -0.247506762E-006   0.000000000E+000
   0.90283049820893968E-008  -0.245070225E-006   0.000000000E+000
   0.90437116458813582E-008  -0.246522632E-006   0.000000000E+000
   0.90591183096733197E-008  -0.248517182E-006   0.000000000E+000
   0.90745249734652811E-008  -0.247044056E-006   0.000000000E+000
   0.90899316372572425E-008  -0.244697674E-006   0.000000000E+000
   0.91053383010492039E-008  -0.245889254E-006   0.000000000E+000
   0.91207449648411654E-008  -0.249308300E-006   0.000000000E+000
   0.91361516286331268E-008  -0.249836859E-006   0.000000000E+000
   0.91515582924250882E-008  -0.246315267E-006   0.000000000E+000
   0.91669649562170497E-008  -0.243677505E-006   0.000000000E+000
   0.91823716200090111E-008  -0.245898946E-006   0.000000000E+000
   0.91977782838009725E-008  -0.249621081E-006   0.000000000E+000
   0.92131849475929339E-008  -0.249209279E-006   0.000000000E+000
   0.92285916113848954E-008  -0.246015333E-006   0.000000000E+000
   0.92439982751768568E-008  -0.245744729E-006   0.000000000E+000
   0.92594049389688182E-008  -0.248254395E-006   0.000000000E+000
   0.92748116027607796E-008  -0.248376239E-006   0.000000000E+000
   0.92902182665527411E-008  -0.245801630E-006   0.000000000E+000
   0.93056249303447025E-008  -0.245486888E-006   0.000000000E+000
   0.93210315941366639E-008  -0.248565186E-006   0.000000000E+000
   0.93364382579286254E-008  -0.250342879E-006   0.000000000E+000
   0.93518449217205868E-008  -0.247918393E-006   0.000000000E+000
   0.93672515855125482E-008  -0.244608515E-006   0.000000000E+000
   0.93826582493045096E-008  -0.245148811E-006   0.000000000E+000
   0.93980649130964711E-008  -0.248823483E-006   0.000000000E+000
   0.94134715768884325E-008  -0.250270006E-006   0.000000000E+000
   0.94288782406803939E-008  -0.247632471E-006   0.000000000E+000
   0.94442849044723554E-008  -0.245604809E-006   0.000000000E+000
   0.94596915682643168E-008  -0.247371162E-006   0.000000000E+000
   0.94750982320562782E-008  -0.249109519E-006   0.000000000E+000
   0.94905048958482396E-008  -0.247363573E-006   0.000000000E+000
   0.95059115596402011E-008  -0.245608618E-006   0.000000000E+000
   0.95213182234321625E-008  -0.247638184E-006   0.000000000E+000
   0.95367248872241239E-008  -0.250412228E-006   0.000000000E+000
   0.95521315510160854E-008  -0.249313587E-006   0.000000000E+000
   0.95675382148080468E-008  -0.245810270E-006   0.000000000E+000
   0.95829448786000082E-008  -0.244959608E-006   0.000000000E+000
   0.95983515423919696E-008  -0.247919388E-006   0.000000000E+000
   0.96137582061839311E-008  -0.250515711E-006   0.000000000E+000
   0.96291648699758925E-008  -0.249230368E-006   0.000000000E+000
   0.96445715337678539E-008  -0.246381774E-006   0.000000000E+000
   0.96599781975598153E-008  -0.246535819E-006   0.000000000E+000
   0.96753848613517768E-008  -0.248909316E-006   0.000000000E+000
   0.96907915251437382E-008  -0.248852132E-006   0.000000000E+000
   0.97061981889356996E-008  -0.246564781E-006   0.000000000E+000
   0.97216048527276611E-008  -0.246845929E-006   0.000000000E+000
   0.97370115165196225E-008  -0.249863518E-006   0.000000000E+000
   0.97524181803115839E-008  -0.250442923E-006   0.000000000E+000
   0.97678248441035453E-008  -0.247267252E-006   0.000000000E+000
   0.97832315078955068E-008  -0.245149579E-006   0.000000000E+000
   0.97986381716874682E-008  -0.247156663E-006   0.000000000E+000
   0.98140448354794296E-008  -0.250300189E-006   0.000000000E+000
   0.98294514992713911E-008  -0.250349302E-006   0.000000000E+000
   0.98448581630633525E-008  -0.247660097E-006   0.000000000E+000
   0.98602648268553139E-008  -0.246367932E-006   0.000000000E+000
   0.98756714906472753E-008  -0.248158614E-006   0.000000000E+000
   0.98910781544392368E-008  -0.249589959E-006   0.000000000E+000
   0.99064848182311982E-008  -0.248075821E-006   0.000000000E+000
   0.99218914820231596E-008  -0.246799317E-006   0.000000000E+000
   0.99372981458151211E-008  -0.248849290E-006   0.000000000E+000
   0.99527048096070825E-008  -0.250898012E-006   0.000000000E+000
   0.99681114733990439E-008  -0.248952034E-006   0.000000000E+000
   0.99835181371910053E-008  -0.245833263E-006   0.000000000E+000
   0.99989248009829668E-008  -0.246477811E-006   0.000000000E+000
   0.10014331464774928E-007  -0.249836802E-006   0.000000000E+000
   0.10029738128566890E-007  -0.251074454E-006   0.000000000E+000
   0.10045144792358851E-007  -0.248941461E-006   0.000000000E+000
   0.10060551456150812E-007  -0.246828535E-006   0.000000000E+000
   0.10075958119942774E-007  -0.247553174E-006   0.000000000E+000
   0.10091364783734735E-007  -0.249524021E-006   0.000000000E+000
   0.10106771447526697E-007  -0.249375375E-006   0.000000000E+000
   0.10122178111318658E-007  -0.247652224E-006   0.000000000E+000
   0.10137584775110620E-007  -0.248073604E-006   0.000000000E+000
   0.10152991438902581E-007  -0.250470293E-006   0.000000000E+000
   0.10168398102694542E-007  -0.250354930E-006   0.000000000E+000
   0.10183804766486504E-007  -0.247206344E-006   0.000000000E+000
   0.10199211430278465E-007  -0.246110318E-006   0.000000000E+000
   0.10214618094070427E-007  -0.249019990E-006   0.000000000E+000
   0.10230024757862388E-007  -0.251489325E-006   0.000000000E+000
   0.10245431421654350E-007  -0.250183547E-006   0.000000000E+000
   0.10260838085446311E-007  -0.247571307E-006   0.000000000E+000
   0.10276244749238272E-007  -0.247321964E-006   0.000000000E+000
   0.10291651413030234E-007  -0.249168977E-006   0.000000000E+000
   0.10307058076822195E-007  -0.250051642E-006   0.000000000E+000
   0.10322464740614157E-007  -0.248839740E-006   0.000000000E+000
   0.10337871404406118E-007  -0.248081676E-006   0.000000000E+000
   0.10353278068198080E-007  -0.249668886E-006   0.000000000E+000
   0.10368684731990041E-007  -0.250900371E-006   0.000000000E+000
   0.10384091395782002E-007  -0.248903262E-006   0.000000000E+000
   0.10399498059573964E-007  -0.246537155E-006   0.000000000E+000
   0.10414904723365925E-007  -0.248023468E-006   0.000000000E+000
   0.10430311387157887E-007  -0.251317658E-006   0.000000000E+000
   0.10445718050949848E-007  -0.251409205E-006   0.000000000E+000
   0.10461124714741810E-007  -0.248599122E-006   0.000000000E+000
   0.10476531378533771E-007  -0.247297066E-006   0.000000000E+000
   0.10491938042325732E-007  -0.248812398E-006   0.000000000E+000
   0.10507344706117694E-007  -0.250334722E-006   0.000000000E+000
   0.10522751369909655E-007  -0.249822648E-006   0.000000000E+000
   0.10538158033701617E-007  -0.248669892E-006   0.000000000E+000
   0.10553564697493578E-007  -0.249201207E-006   0.000000000E+000
   0.10568971361285540E-007  -0.250708979E-006   0.000000000E+000
   0.10584378025077501E-007  -0.250176043E-006   0.000000000E+000
   0.10599784688869462E-007  -0.247741184E-006   0.000000000E+000
   0.10615191352661424E-007  -0.247492210E-006   0.000000000E+000
   0.10630598016453385E-007  -0.250489336E-006   0.000000000E+000
   0.10646004680245347E-007  -0.252203790E-006   0.000000000E+000
   0.10661411344037308E-007  -0.250030183E-006   0.000000000E+000
   0.10676818007829270E-007  -0.247592823E-006   0.000000000E+000
   0.10692224671621231E-007  -0.248350347E-006   0.000000000E+000
   0.10707631335413192E-007  -0.250414757E-006   0.000000000E+000
   0.10723037999205154E-007  -0.250621952E-006   0.000000000E+000
   0.10738444662997115E-007  -0.249398624E-006   0.000000000E+000
   0.10753851326789077E-007  -0.249183415E-006   0.000000000E+000
   0.10769257990581038E-007  -0.250378918E-006   0.000000000E+000
   0.10784664654373000E-007  -0.250763605E-006   0.000000000E+000
   0.10800071318164961E-007  -0.249081239E-006   0.000000000E+000
   0.10815477981956922E-007  -0.247789245E-006   0.000000000E+000
   0.10830884645748884E-007  -0.249567165E-006   0.000000000E+000
   0.10846291309540845E-007  -0.252182275E-006   0.000000000E+000
   0.10861697973332807E-007  -0.251483641E-006   0.000000000E+000
   0.10877104637124768E-007  -0.248529034E-006   0.000000000E+000
   0.10892511300916730E-007  -0.247928853E-006   0.000000000E+000
   0.10907917964708691E-007  -0.250115932E-006   0.000000000E+000
   0.10923324628500652E-007  -0.251316607E-006   0.000000000E+000
   0.10938731292292614E-007  -0.250241186E-006   0.000000000E+000
   0.10954137956084575E-007  -0.249371880E-006   0.000000000E+000
   0.10969544619876537E-007  -0.250165897E-006   0.000000000E+000
   0.10984951283668498E-007  -0.250993224E-006   0.000000000E+000
   0.11000357947460460E-007  -0.250096946E-006   0.000000000E+000
   0.11015764611252421E-007  -0.248584229E-006   0.000000000E+000
   0.11031171275044382E-007  -0.249136605E-006   0.000000000E+000
   0.11046577938836344E-007  -0.251609748E-006   0.000000000E+000
   0.11061984602628305E-007  -0.252365879E-006   0.000000000E+000
   0.11077391266420267E-007  -0.249954468E-006   0.000000000E+000
   0.11092797930212228E-007  -0.248032421E-006   0.000000000E+000
   0.11108204594004190E-007  -0.249462488E-006   0.000000000E+000
   0.11123611257796151E-007  -0.251619952E-006   0.000000000E+000
   0.11139017921588112E-007  -0.251269711E-006   0.000000000E+000
   0.11154424585380074E-007  -0.249807414E-006   0.000000000E+000
   0.11169831249172035E-007  -0.249965666E-006   0.000000000E+000
   0.11185237912963997E-007  -0.251077267E-006   0.000000000E+000
   0.11200644576755958E-007  -0.250858136E-006   0.000000000E+000
   0.11216051240547920E-007  -0.249448732E-006   0.000000000E+000
   0.11231457904339881E-007  -0.249204646E-006   0.000000000E+000
   0.11246864568131842E-007  -0.251047254E-006   0.000000000E+000
   0.11262271231923804E-007  -0.252583163E-006   0.000000000E+000
   0.11277677895715765E-007  -0.251290516E-006   0.000000000E+000
   0.11293084559507727E-007  -0.248825984E-006   0.000000000E+000
   0.11308491223299688E-007  -0.248936800E-006   0.000000000E+000
   0.11323897887091650E-007  -0.251331556E-006   0.000000000E+000
   0.11339304550883611E-007  -0.252176648E-006   0.000000000E+000
   0.11354711214675572E-007  -0.250670041E-006   0.000000000E+000
   0.11370117878467534E-007  -0.249879918E-006   0.000000000E+000
   0.11385524542259495E-007  -0.250923335E-006   0.000000000E+000
   0.11400931206051457E-007  -0.251458772E-006   0.000000000E+000
   0.11416337869843418E-007  -0.250332363E-006   0.000000000E+000
   0.11431744533635380E-007  -0.249520838E-006   0.000000000E+000
   0.11447151197427341E-007  -0.250704176E-006   0.000000000E+000
   0.11462557861219302E-007  -0.252478230E-006   0.000000000E+000
   0.11477964525011264E-007  -0.252199413E-006   0.000000000E+000
   0.11493371188803225E-007  -0.249955349E-006   0.000000000E+000
   0.11508777852595187E-007  -0.248941689E-006   0.000000000E+000
   0.11524184516387148E-007  -0.250739589E-006   0.000000000E+000
   0.11539591180179110E-007  -0.252568100E-006   0.000000000E+000
   0.11554997843971071E-007  -0.251783973E-006   0.000000000E+000
   0.11570404507763032E-007  -0.250220040E-006   0.000000000E+000
   0.11585811171554994E-007  -0.250590887E-006   0.000000000E+000
   0.11601217835346955E-007  -0.251734690E-006   0.000000000E+000
   0.11616624499138917E-007  -0.251261980E-006   0.000000000E+000
   0.11632031162930878E-007  -0.250057155E-006   0.000000000E+000
   0.11647437826722840E-007  -0.250507355E-006   0.000000000E+000
   0.11662844490514801E-007  -0.252274560E-006   0.000000000E+000
   0.11678251154306762E-007  -0.252760401E-006   0.000000000E+000
   0.11693657818098724E-007  -0.251045464E-006   0.000000000E+000
   0.11709064481890685E-007  -0.249425852E-006   0.000000000E+000
   0.11724471145682647E-007  -0.250290583E-006   0.000000000E+000
   0.11739877809474608E-007  -0.252441680E-006   0.000000000E+000
   0.11755284473266570E-007  -0.252716518E-006   0.000000000E+000
   0.11770691137058531E-007  -0.251044355E-006   0.000000000E+000
   0.11786097800850492E-007  -0.250426439E-006   0.000000000E+000
   0.11801504464642454E-007  -0.251598863E-006   0.000000000E+000
   0.11816911128434415E-007  -0.252027291E-006   0.000000000E+000
   0.11832317792226377E-007  -0.250880163E-006   0.000000000E+000
   0.11847724456018338E-007  -0.250502922E-006   0.000000000E+000
   0.11863131119810300E-007  -0.251971130E-006   0.000000000E+000
   0.11878537783602261E-007  -0.253089013E-006   0.000000000E+000
   0.11893944447394222E-007  -0.252008192E-006   0.000000000E+000
   0.11909351111186184E-007  -0.250149185E-006   0.000000000E+000
   0.11924757774978145E-007  -0.250158678E-006   0.000000000E+000
   0.11940164438770107E-007  -0.252096100E-006   0.000000000E+000
   0.11955571102562068E-007  -0.253227967E-006   0.000000000E+000
   0.11970977766354030E-007  -0.252063643E-006   0.000000000E+000
   0.11986384430145991E-007  -0.250698946E-006   0.000000000E+000
   0.12001791093937952E-007  -0.251281023E-006   0.000000000E+000
   0.12017197757729914E-007  -0.252380175E-006   0.000000000E+000
   0.12032604421521875E-007  -0.251841044E-006   0.000000000E+000
   0.12048011085313837E-007  -0.250857795E-006   0.000000000E+000
   0.12063417749105798E-007  -0.251632940E-006   0.000000000E+000
   0.12078824412897760E-007  -0.253147078E-006   0.000000000E+000
   0.12094231076689721E-007  -0.252850384E-006   0.000000000E+000
   0.12109637740481682E-007  -0.251003769E-006   0.000000000E+000
   0.12125044404273644E-007  -0.250289020E-006   0.000000000E+000
   0.12140451068065605E-007  -0.251764334E-006   0.000000000E+000
   0.12155857731857567E-007  -0.253384599E-006   0.000000000E+000
   0.12171264395649528E-007  -0.252964213E-006   0.000000000E+000
   0.12186671059441490E-007  -0.251363559E-006   0.000000000E+000
   0.12202077723233451E-007  -0.251120696E-006   0.000000000E+000
   0.12217484387025412E-007  -0.252329301E-006   0.000000000E+000
   0.12232891050817374E-007  -0.252629661E-006   0.000000000E+000
   0.12248297714609335E-007  -0.251587096E-006   0.000000000E+000
   0.12263704378401297E-007  -0.251486682E-006   0.000000000E+000
   0.12279111042193258E-007  -0.252921865E-006   0.000000000E+000
   0.12294517705985220E-007  -0.253468443E-006   0.000000000E+000
   0.12309924369777181E-007  -0.251973177E-006   0.000000000E+000
   0.12325331033569142E-007  -0.250648327E-006   0.000000000E+000
   0.12340737697361104E-007  -0.251508055E-006   0.000000000E+000
   0.12356144361153065E-007  -0.253334861E-006   0.000000000E+000
   0.12371551024945027E-007  -0.253630560E-006   0.000000000E+000
   0.12386957688736988E-007  -0.252200948E-006   0.000000000E+000
   0.12402364352528950E-007  -0.251283950E-006   0.000000000E+000
   0.12417771016320911E-007  -0.252114404E-006   0.000000000E+000
   0.12433177680112872E-007  -0.253047006E-006   0.000000000E+000
   0.12448584343904834E-007  -0.252470443E-006   0.000000000E+000
   0.12463991007696795E-007  -0.251725396E-006   0.000000000E+000
   0.12479397671488757E-007  -0.252584812E-006   0.000000000E+000
   0.12494804335280718E-007  -0.253723243E-006   0.000000000E+000
   0.12510210999072680E-007  -0.252952162E-006   0.000000000E+000
   0.12525617662864641E-007  -0.251281335E-006   0.000000000E+000
   0.12541024326656602E-007  -0.251361911E-006   0.000000000E+000
   0.12556430990448564E-007  -0.253143639E-006   0.000000000E+000
   0.12571837654240525E-007  -0.254082153E-006   0.000000000E+000
   0.12587244318032487E-007  -0.253044107E-006   0.000000000E+000
   0.12602650981824448E-007  -0.251726618E-006   0.000000000E+000
   0.12618057645616410E-007  -0.251978662E-006   0.000000000E+000
   0.12633464309408371E-007  -0.253132470E-006   0.000000000E+000
   0.12648870973200332E-007  -0.253224329E-006   0.000000000E+000
   0.12664277636992294E-007  -0.252326345E-006   0.000000000E+000
   0.12679684300784255E-007  -0.252411610E-006   0.000000000E+000
   0.12695090964576217E-007  -0.253624535E-006   0.000000000E+000
   0.12710497628368178E-007  -0.253723840E-006   0.000000000E+000
   0.12725904292160140E-007  -0.252177102E-006   0.000000000E+000
   0.12741310955952101E-007  -0.251441747E-006   0.000000000E+000
   0.12756717619744062E-007  -0.252836429E-006   0.000000000E+000
   0.12772124283536024E-007  -0.254319275E-006   0.000000000E+000
   0.12787530947327985E-007  -0.253838209E-006   0.000000000E+000
   0.12802937611119947E-007  -0.252344108E-006   0.000000000E+000
   0.12818344274911908E-007  -0.252017998E-006   0.000000000E+000
   0.12833750938703870E-007  -0.253062751E-006   0.000000000E+000
   0.12849157602495831E-007  -0.253706872E-006   0.000000000E+000
   0.12864564266287792E-007  -0.253077104E-006   0.000000000E+000
   0.12879970930079754E-007  -0.252575290E-006   0.000000000E+000
   0.12895377593871715E-007  -0.253383149E-006   0.000000000E+000
   0.12910784257663677E-007  -0.254116486E-006   0.000000000E+000
   0.12926190921455638E-007  -0.253159499E-006   0.000000000E+000
   0.12941597585247600E-007  -0.251876060E-006   0.000000000E+000
   0.12957004249039561E-007  -0.252528167E-006   0.000000000E+000
   0.12972410912831522E-007  -0.254289176E-006   0.000000000E+000
   0.12987817576623484E-007  -0.254537326E-006   0.000000000E+000
   0.13003224240415445E-007  -0.253096118E-006   0.000000000E+000
   0.13018630904207407E-007  -0.252221668E-006   0.000000000E+000
   0.13034037567999368E-007  -0.252971063E-006   0.000000000E+000
   0.13049444231791330E-007  -0.253958092E-006   0.000000000E+000
   0.13064850895583291E-007  -0.253764512E-006   0.000000000E+000
   0.13080257559375252E-007  -0.253031061E-006   0.000000000E+000
   0.13095664223167214E-007  -0.253261788E-006   0.000000000E+000
   0.13111070886959175E-007  -0.254165258E-006   0.000000000E+000
   0.13126477550751137E-007  -0.253960906E-006   0.000000000E+000
   0.13141884214543098E-007  -0.252641087E-006   0.000000000E+000
   0.13157290878335060E-007  -0.252438298E-006   0.000000000E+000
   0.13172697542127021E-007  -0.254006949E-006   0.000000000E+000
   0.13188104205918982E-007  -0.255011287E-006   0.000000000E+000
   0.13203510869710944E-007  -0.253965965E-006   0.000000000E+000
   0.13218917533502905E-007  -0.252610818E-006   0.000000000E+000
   0.13234324197294867E-007  -0.252890715E-006   0.000000000E+000
   0.13249730861086828E-007  -0.254059898E-006   0.000000000E+000
   0.13265137524878789E-007  -0.254319389E-006   0.000000000E+000
   0.13280544188670751E-007  -0.253614616E-006   0.000000000E+000
   0.13295950852462712E-007  -0.253374168E-006   0.000000000E+000
   0.13311357516254674E-007  -0.254084227E-006   0.000000000E+000
   0.13326764180046635E-007  -0.254431967E-006   0.000000000E+000
   0.13342170843838597E-007  -0.253511558E-006   0.000000000E+000
   0.13357577507630558E-007  -0.252723964E-006   0.000000000E+000
   0.13372984171422519E-007  -0.253666855E-006   0.000000000E+000
   0.13388390835214481E-007  -0.255128725E-006   0.000000000E+000
   0.13403797499006442E-007  -0.254823078E-006   0.000000000E+000
   0.13419204162798404E-007  -0.253260168E-006   0.000000000E+000
   0.13434610826590365E-007  -0.252874969E-006   0.000000000E+000
   0.13450017490382327E-007  -0.254015220E-006   0.000000000E+000
   0.13465424154174288E-007  -0.254754980E-006   0.000000000E+000
   0.13480830817966249E-007  -0.254232759E-006   0.000000000E+000
   0.13496237481758211E-007  -0.253663444E-006   0.000000000E+000
   0.13511644145550172E-007  -0.254053845E-006   0.000000000E+000
   0.13527050809342134E-007  -0.254647460E-006   0.000000000E+000
   0.13542457473134095E-007  -0.254242053E-006   0.000000000E+000
   0.13557864136926057E-007  -0.253311583E-006   0.000000000E+000
   0.13573270800718018E-007  -0.253534722E-006   0.000000000E+000
   0.13588677464509979E-007  -0.254946173E-006   0.000000000E+000
   0.13604084128301941E-007  -0.255432525E-006   0.000000000E+000
   0.13619490792093902E-007  -0.254138001E-006   0.000000000E+000
   0.13634897455885864E-007  -0.253083670E-006   0.000000000E+000
   0.13650304119677825E-007  -0.253834116E-006   0.000000000E+000
   0.13665710783469787E-007  -0.255011742E-006   0.000000000E+000
   0.13681117447261748E-007  -0.254879041E-006   0.000000000E+000
   0.13696524111053709E-007  -0.254081300E-006   0.000000000E+000
   0.13711930774845671E-007  -0.254100200E-006   0.000000000E+000
   0.13727337438637632E-007  -0.254753814E-006   0.000000000E+000
   0.13742744102429594E-007  -0.254770782E-006   0.000000000E+000
   0.13758150766221555E-007  -0.253982705E-006   0.000000000E+000
   0.13773557430013517E-007  -0.253707640E-006   0.000000000E+000
   0.13788964093805478E-007  -0.254711381E-006   0.000000000E+000
   0.13804370757597439E-007  -0.255675729E-006   0.000000000E+000
   0.13819777421389401E-007  -0.255016261E-006   0.000000000E+000
   0.13835184085181362E-007  -0.253634596E-006   0.000000000E+000
   0.13850590748973324E-007  -0.253683055E-006   0.000000000E+000
   0.13865997412765285E-007  -0.254997332E-006   0.000000000E+000
   0.13881404076557247E-007  -0.255469047E-006   0.000000000E+000
   0.13896810740349208E-007  -0.254666986E-006   0.000000000E+000
   0.13912217404141169E-007  -0.254225256E-006   0.000000000E+000
   0.13927624067933131E-007  -0.254787665E-006   0.000000000E+000
   0.13943030731725092E-007  -0.255162320E-006   0.000000000E+000
   0.13958437395517054E-007  -0.254613980E-006   0.000000000E+000
   0.13973844059309015E-007  -0.254076724E-006   0.000000000E+000
   0.13989250723100977E-007  -0.254621284E-006   0.000000000E+000
   0.14004657386892938E-007  -0.255677264E-006   0.000000000E+000
   0.14020064050684899E-007  -0.255657852E-006   0.000000000E+000
   0.14035470714476861E-007  -0.254416392E-006   0.000000000E+000
   0.14050877378268822E-007  -0.253794525E-006   0.000000000E+000
   0.14066284042060784E-007  -0.254786301E-006   0.000000000E+000
   0.14081690705852745E-007  -0.255815792E-006   0.000000000E+000
   0.14097097369644707E-007  -0.255388272E-006   0.000000000E+000
   0.14112504033436668E-007  -0.254536900E-006   0.000000000E+000
   0.14127910697228629E-007  -0.254751029E-006   0.000000000E+000
   0.14143317361020591E-007  -0.255409446E-006   0.000000000E+000
   0.14158724024812552E-007  -0.255211518E-006   0.000000000E+000
   0.14174130688604514E-007  -0.254541646E-006   0.000000000E+000
   0.14189537352396475E-007  -0.254679833E-006   0.000000000E+000
   0.14204944016188437E-007  -0.255628066E-006   0.000000000E+000
   0.14220350679980398E-007  -0.256037026E-006   0.000000000E+000
   0.14235757343772359E-007  -0.255185455E-006   0.000000000E+000
