t              pw-in-box.fdtd_inbox_Ex_3_3_3.dat       incid
   0.67327128351613030E-008  -0.208410114E-006   0.000000000E+000
   0.67481195006879879E-008  -0.208790297E-006   0.000000000E+000
   0.67635261662146728E-008  -0.204840276E-006   0.000000000E+000
   0.67789328317413577E-008  -0.207648114E-006   0.000000000E+000
   0.67943394972680426E-008  -0.211220851E-006   0.000000000E+000
   0.68097461627947276E-008  -0.204960514E-006   0.000000000E+000
   0.68251528283214125E-008  -0.200700526E-006   0.000000000E+000
   0.68405594938480974E-008  -0.207797001E-006   0.000000000E+000
   0.68559661593747823E-008  -0.212293500E-006   0.000000000E+000
   0.68713728249014672E-008  -0.207761119E-006   0.000000000E+000
   0.68867794904281521E-008  -0.205706542E-006   0.000000000E+000
   0.69021861559548370E-008  -0.207204053E-006   0.000000000E+000
   0.69175928214815219E-008  -0.205595555E-006   0.000000000E+000
   0.69329994870082068E-008  -0.205756180E-006   0.000000000E+000
   0.69484061525348917E-008  -0.209372800E-006   0.000000000E+000
   0.69638128180615766E-008  -0.208367183E-006   0.000000000E+000
   0.69792194835882615E-008  -0.206014960E-006   0.000000000E+000
   0.69946261491149464E-008  -0.209400469E-006   0.000000000E+000
   0.70100328146416313E-008  -0.209571525E-006   0.000000000E+000
   0.70254394801683162E-008  -0.202833860E-006   0.000000000E+000
   0.70408461456950011E-008  -0.203431512E-006   0.000000000E+000
   0.70562528112216860E-008  -0.211949171E-006   0.000000000E+000
   0.70716594767483709E-008  -0.212141515E-006   0.000000000E+000
   0.70870661422750558E-008  -0.205587369E-006   0.000000000E+000
   0.71024728078017407E-008  -0.205550478E-006   0.000000000E+000
   0.71178794733284256E-008  -0.208203971E-006   0.000000000E+000
   0.71332861388551105E-008  -0.206624051E-006   0.000000000E+000
   0.71486928043817954E-008  -0.206983060E-006   0.000000000E+000
   0.71640994699084803E-008  -0.209811347E-006   0.000000000E+000
   0.71795061354351652E-008  -0.208525975E-006   0.000000000E+000
   0.71949128009618502E-008  -0.207327005E-006   0.000000000E+000
   0.72103194664885351E-008  -0.209523904E-006   0.000000000E+000
   0.72257261320152200E-008  -0.207235743E-006   0.000000000E+000
   0.72411327975419049E-008  -0.202968266E-006   0.000000000E+000
   0.72565394630685898E-008  -0.207788219E-006   0.000000000E+000
   0.72719461285952747E-008  -0.214140229E-006   0.000000000E+000
   0.72873527941219596E-008  -0.209642920E-006   0.000000000E+000
   0.73027594596486445E-008  -0.203934562E-006   0.000000000E+000
   0.73181661251753294E-008  -0.206978910E-006   0.000000000E+000
   0.73335727907020143E-008  -0.209446284E-006   0.000000000E+000
   0.73489794562286992E-008  -0.207024442E-006   0.000000000E+000
   0.73643861217553841E-008  -0.207850377E-006   0.000000000E+000
   0.73797927872820690E-008  -0.210453138E-006   0.000000000E+000
   0.73951994528087539E-008  -0.208871498E-006   0.000000000E+000
   0.74106061183354388E-008  -0.207727041E-006   0.000000000E+000
   0.74260127838621237E-008  -0.208486284E-006   0.000000000E+000
   0.74414194493888086E-008  -0.205988030E-006   0.000000000E+000
   0.74568261149154935E-008  -0.205436251E-006   0.000000000E+000
   0.74722327804421784E-008  -0.211687279E-006   0.000000000E+000
   0.74876394459688633E-008  -0.213449511E-006   0.000000000E+000
   0.75030461114955482E-008  -0.206357413E-006   0.000000000E+000
   0.75184527770222331E-008  -0.204145820E-006   0.000000000E+000
   0.75338594425489180E-008  -0.209369603E-006   0.000000000E+000
   0.75492661080756029E-008  -0.209904471E-006   0.000000000E+000
   0.75646727736022878E-008  -0.206933549E-006   0.000000000E+000
   0.75800794391289728E-008  -0.209029849E-006   0.000000000E+000
   0.75954861046556577E-008  -0.211182225E-006   0.000000000E+000
   0.76108927701823426E-008  -0.208536605E-006   0.000000000E+000
   0.76262994357090275E-008  -0.207147195E-006   0.000000000E+000
   0.76417061012357124E-008  -0.207715019E-006   0.000000000E+000
   0.76571127667623973E-008  -0.206725474E-006   0.000000000E+000
   0.76725194322890822E-008  -0.208780278E-006   0.000000000E+000
   0.76879260978157671E-008  -0.213353403E-006   0.000000000E+000
   0.77033327633424520E-008  -0.210627590E-006   0.000000000E+000
   0.77187394288691369E-008  -0.204226851E-006   0.000000000E+000
   0.77341460943958218E-008  -0.206310744E-006   0.000000000E+000
   0.77495527599225067E-008  -0.211417188E-006   0.000000000E+000
   0.77649594254491916E-008  -0.209297738E-006   0.000000000E+000
   0.77803660909758765E-008  -0.207105742E-006   0.000000000E+000
   0.77957727565025614E-008  -0.210617657E-006   0.000000000E+000
   0.78111794220292463E-008  -0.211211841E-006   0.000000000E+000
   0.78265860875559312E-008  -0.207240461E-006   0.000000000E+000
   0.78419927530826161E-008  -0.206629508E-006   0.000000000E+000
   0.78573994186093010E-008  -0.208366970E-006   0.000000000E+000
   0.78728060841359859E-008  -0.208790311E-006   0.000000000E+000
   0.78882127496626708E-008  -0.211076767E-006   0.000000000E+000
   0.79036194151893557E-008  -0.212479435E-006   0.000000000E+000
   0.79190260807160406E-008  -0.207538193E-006   0.000000000E+000
   0.79344327462427255E-008  -0.204320898E-006   0.000000000E+000
   0.79498394117694104E-008  -0.209329642E-006   0.000000000E+000
   0.79652460772960954E-008  -0.212158511E-006   0.000000000E+000
   0.79806527428227803E-008  -0.208226311E-006   0.000000000E+000
   0.79960594083494652E-008  -0.208056065E-006   0.000000000E+000
   0.80114660738761501E-008  -0.211930015E-006   0.000000000E+000
   0.80268727394028350E-008  -0.209999229E-006   0.000000000E+000
   0.80422794049295199E-008  -0.205775990E-006   0.000000000E+000
   0.80576860704562048E-008  -0.207389988E-006   0.000000000E+000
   0.80730927359828897E-008  -0.210317623E-006   0.000000000E+000
   0.80884994015095746E-008  -0.210552670E-006   0.000000000E+000
   0.81039060670362595E-008  -0.211313818E-006   0.000000000E+000
   0.81193127325629444E-008  -0.210275360E-006   0.000000000E+000
   0.81347193980896293E-008  -0.205881562E-006   0.000000000E+000
   0.81501260636163142E-008  -0.206316543E-006   0.000000000E+000
   0.81655327291429991E-008  -0.211791786E-006   0.000000000E+000
   0.81809393946696840E-008  -0.211561115E-006   0.000000000E+000
   0.81963460601963689E-008  -0.207543266E-006   0.000000000E+000
   0.82117527257230538E-008  -0.209533837E-006   0.000000000E+000
   0.82271593912497387E-008  -0.212142055E-006   0.000000000E+000
   0.82425660567764236E-008  -0.207965414E-006   0.000000000E+000
   0.82579727223031085E-008  -0.205443939E-006   0.000000000E+000
   0.82733793878297934E-008  -0.209685965E-006   0.000000000E+000
   0.82887860533564783E-008  -0.212248580E-006   0.000000000E+000
   0.83041927188831632E-008  -0.210721495E-006   0.000000000E+000
   0.83195993844098481E-008  -0.209986879E-006   0.000000000E+000
   0.83350060499365330E-008  -0.208473097E-006   0.000000000E+000
   0.83504127154632179E-008  -0.206210686E-006   0.000000000E+000
   0.83658193809899029E-008  -0.208968842E-006   0.000000000E+000
   0.83812260465165878E-008  -0.212874184E-006   0.000000000E+000
   0.83966327120432727E-008  -0.210311072E-006   0.000000000E+000
   0.84120393775699576E-008  -0.207647076E-006   0.000000000E+000
   0.84274460430966425E-008  -0.210779504E-006   0.000000000E+000
   0.84428527086233274E-008  -0.211097586E-006   0.000000000E+000
   0.84582593741500123E-008  -0.206319712E-006   0.000000000E+000
   0.84736660396766972E-008  -0.206964344E-006   0.000000000E+000
   0.84890727052033821E-008  -0.212494939E-006   0.000000000E+000
   0.85044793707300670E-008  -0.212707420E-006   0.000000000E+000
   0.85198860362567519E-008  -0.209289723E-006   0.000000000E+000
   0.85352927017834368E-008  -0.208555974E-006   0.000000000E+000
   0.85506993673101217E-008  -0.208151008E-006   0.000000000E+000
   0.85661060328368066E-008  -0.207864460E-006   0.000000000E+000
   0.85815126983634915E-008  -0.211033438E-006   0.000000000E+000
   0.85969193638901764E-008  -0.212628365E-006   0.000000000E+000
   0.86123260294168613E-008  -0.209174942E-006   0.000000000E+000
   0.86277326949435462E-008  -0.208310496E-006   0.000000000E+000
   0.86431393604702311E-008  -0.211220808E-006   0.000000000E+000
   0.86585460259969160E-008  -0.209517481E-006   0.000000000E+000
   0.86739526915236009E-008  -0.206167925E-006   0.000000000E+000
   0.86893593570502858E-008  -0.209832194E-006   0.000000000E+000
   0.87047660225769707E-008  -0.214234532E-006   0.000000000E+000
   0.87201726881036556E-008  -0.211225355E-006   0.000000000E+000
   0.87355793536303405E-008  -0.207449673E-006   0.000000000E+000
   0.87509860191570255E-008  -0.208322319E-006   0.000000000E+000
   0.87663926846837104E-008  -0.209204302E-006   0.000000000E+000
   0.87817993502103953E-008  -0.209650750E-006   0.000000000E+000
   0.87972060157370802E-008  -0.211929859E-006   0.000000000E+000
   0.88126126812637651E-008  -0.211658474E-006   0.000000000E+000
   0.88280193467904500E-008  -0.208536591E-006   0.000000000E+000
   0.88434260123171349E-008  -0.209052189E-006   0.000000000E+000
   0.88588326778438198E-008  -0.210929713E-006   0.000000000E+000
   0.88742393433705047E-008  -0.208464414E-006   0.000000000E+000
   0.88896460088971896E-008  -0.207690420E-006   0.000000000E+000
   0.89050526744238745E-008  -0.212620336E-006   0.000000000E+000
   0.89204593399505594E-008  -0.213891113E-006   0.000000000E+000
   0.89358660054772443E-008  -0.208652736E-006   0.000000000E+000
   0.89512726710039292E-008  -0.206678067E-006   0.000000000E+000
   0.89666793365306141E-008  -0.209585977E-006   0.000000000E+000
   0.89820860020572990E-008  -0.210662805E-006   0.000000000E+000
   0.89974926675839839E-008  -0.210664240E-006   0.000000000E+000
   0.90128993331106688E-008  -0.211826347E-006   0.000000000E+000
   0.90283059986373537E-008  -0.210610466E-006   0.000000000E+000
   0.90437126641640386E-008  -0.208374999E-006   0.000000000E+000
   0.90591193296907235E-008  -0.209602447E-006   0.000000000E+000
   0.90745259952174084E-008  -0.210491393E-006   0.000000000E+000
   0.90899326607440933E-008  -0.208566050E-006   0.000000000E+000
   0.91053393262707782E-008  -0.210027025E-006   0.000000000E+000
   0.91207459917974631E-008  -0.213935806E-006   0.000000000E+000
   0.91361526573241481E-008  -0.211704204E-006   0.000000000E+000
   0.91515593228508330E-008  -0.206564906E-006   0.000000000E+000
   0.91669659883775179E-008  -0.207726160E-006   0.000000000E+000
   0.91823726539042028E-008  -0.211576534E-006   0.000000000E+000
   0.91977793194308877E-008  -0.211470990E-006   0.000000000E+000
   0.92131859849575726E-008  -0.210723286E-006   0.000000000E+000
   0.92285926504842575E-008  -0.211291876E-006   0.000000000E+000
   0.92439993160109424E-008  -0.209852999E-006   0.000000000E+000
   0.92594059815376273E-008  -0.208524014E-006   0.000000000E+000
   0.92748126470643122E-008  -0.210060946E-006   0.000000000E+000
   0.92902193125909971E-008  -0.210479769E-006   0.000000000E+000
   0.93056259781176820E-008  -0.209612637E-006   0.000000000E+000
   0.93210326436443669E-008  -0.211889898E-006   0.000000000E+000
   0.93364393091710518E-008  -0.213304304E-006   0.000000000E+000
   0.93518459746977367E-008  -0.208984872E-006   0.000000000E+000
   0.93672526402244216E-008  -0.206236706E-006   0.000000000E+000
   0.93826593057511065E-008  -0.210177134E-006   0.000000000E+000
   0.93980659712777914E-008  -0.213065846E-006   0.000000000E+000
   0.94134726368044763E-008  -0.211166622E-006   0.000000000E+000
   0.94288793023311612E-008  -0.210280277E-006   0.000000000E+000
   0.94442859678578461E-008  -0.210854324E-006   0.000000000E+000
   0.94596926333845310E-008  -0.209458065E-006   0.000000000E+000
   0.94750992989112159E-008  -0.208908872E-006   0.000000000E+000
   0.94905059644379008E-008  -0.210688683E-006   0.000000000E+000
   0.95059126299645857E-008  -0.210998351E-006   0.000000000E+000
   0.95213192954912707E-008  -0.210780541E-006   0.000000000E+000
   0.95367259610179556E-008  -0.212416850E-006   0.000000000E+000
   0.95521326265446405E-008  -0.211403162E-006   0.000000000E+000
   0.95675392920713254E-008  -0.207267718E-006   0.000000000E+000
   0.95829459575980103E-008  -0.207881186E-006   0.000000000E+000
   0.95983526231246952E-008  -0.212773102E-006   0.000000000E+000
   0.96137592886513801E-008  -0.213185828E-006   0.000000000E+000
   0.96291659541780650E-008  -0.210081708E-006   0.000000000E+000
   0.96445726197047499E-008  -0.209989096E-006   0.000000000E+000
   0.96599792852314348E-008  -0.210736331E-006   0.000000000E+000
   0.96753859507581197E-008  -0.209360792E-006   0.000000000E+000
   0.96907926162848046E-008  -0.209577578E-006   0.000000000E+000
   0.97061992818114895E-008  -0.211573152E-006   0.000000000E+000
   0.97216059473381744E-008  -0.211625803E-006   0.000000000E+000
   0.97370126128648593E-008  -0.211263497E-006   0.000000000E+000
   0.97524192783915442E-008  -0.211675655E-006   0.000000000E+000
   0.97678259439182291E-008  -0.209554130E-006   0.000000000E+000
   0.97832326094449140E-008  -0.207393327E-006   0.000000000E+000
   0.97986392749715989E-008  -0.210598031E-006   0.000000000E+000
   0.98140459404982838E-008  -0.214223789E-006   0.000000000E+000
   0.98294526060249687E-008  -0.211930399E-006   0.000000000E+000
   0.98448592715516536E-008  -0.209032947E-006   0.000000000E+000
   0.98602659370783385E-008  -0.210258946E-006   0.000000000E+000
   0.98756726026050234E-008  -0.210858929E-006   0.000000000E+000
   0.98910792681317083E-008  -0.209511441E-006   0.000000000E+000
   0.99064859336583933E-008  -0.210552301E-006   0.000000000E+000
   0.99218925991850782E-008  -0.212462439E-006   0.000000000E+000
   0.99372992647117631E-008  -0.211774463E-006   0.000000000E+000
   0.99527059302384480E-008  -0.210842700E-006   0.000000000E+000
   0.99681125957651329E-008  -0.210523325E-006   0.000000000E+000
   0.99835192612918178E-008  -0.208864847E-006   0.000000000E+000
   0.99989259268185027E-008  -0.209090956E-006   0.000000000E+000
   0.10014332592345188E-007  -0.212988354E-006   0.000000000E+000
   0.10029739257871872E-007  -0.213955488E-006   0.000000000E+000
   0.10045145923398557E-007  -0.210086313E-006   0.000000000E+000
   0.10060552588925242E-007  -0.208770274E-006   0.000000000E+000
   0.10075959254451927E-007  -0.211051812E-006   0.000000000E+000
   0.10091365919978612E-007  -0.211017493E-006   0.000000000E+000
   0.10106772585505297E-007  -0.209906830E-006   0.000000000E+000
   0.10122179251031982E-007  -0.211676181E-006   0.000000000E+000
   0.10137585916558667E-007  -0.212905505E-006   0.000000000E+000
   0.10152992582085352E-007  -0.211170843E-006   0.000000000E+000
   0.10168399247612037E-007  -0.210007684E-006   0.000000000E+000
   0.10183805913138722E-007  -0.209970040E-006   0.000000000E+000
   0.10199212578665406E-007  -0.209591263E-006   0.000000000E+000
   0.10214619244192091E-007  -0.211265444E-006   0.000000000E+000
   0.10230025909718776E-007  -0.213996557E-006   0.000000000E+000
   0.10245432575245461E-007  -0.212364895E-006   0.000000000E+000
   0.10260839240772146E-007  -0.208710503E-006   0.000000000E+000
   0.10276245906298831E-007  -0.209543927E-006   0.000000000E+000
   0.10291652571825516E-007  -0.211984698E-006   0.000000000E+000
   0.10307059237352201E-007  -0.211067288E-006   0.000000000E+000
   0.10322465902878886E-007  -0.210522288E-006   0.000000000E+000
   0.10337872568405571E-007  -0.212614665E-006   0.000000000E+000
   0.10353279233932255E-007  -0.212586798E-006   0.000000000E+000
   0.10368685899458940E-007  -0.210101859E-006   0.000000000E+000
   0.10384092564985625E-007  -0.209580207E-006   0.000000000E+000
   0.10399499230512310E-007  -0.210505277E-006   0.000000000E+000
   0.10414905896038995E-007  -0.211092356E-006   0.000000000E+000
   0.10430312561565680E-007  -0.212735685E-006   0.000000000E+000
   0.10445719227092365E-007  -0.213455436E-006   0.000000000E+000
   0.10461125892619050E-007  -0.210490754E-006   0.000000000E+000
   0.10476532558145735E-007  -0.208517349E-006   0.000000000E+000
   0.10491939223672420E-007  -0.211017479E-006   0.000000000E+000
   0.10507345889199105E-007  -0.212609919E-006   0.000000000E+000
   0.10522752554725789E-007  -0.211004632E-006   0.000000000E+000
   0.10538159220252474E-007  -0.211247581E-006   0.000000000E+000
   0.10553565885779159E-007  -0.213029878E-006   0.000000000E+000
   0.10568972551305844E-007  -0.211596287E-006   0.000000000E+000
   0.10584379216832529E-007  -0.209255276E-006   0.000000000E+000
   0.10599785882359214E-007  -0.210129173E-006   0.000000000E+000
   0.10615192547885899E-007  -0.211822069E-006   0.000000000E+000
   0.10630599213412584E-007  -0.212339174E-006   0.000000000E+000
   0.10646005878939269E-007  -0.212930388E-006   0.000000000E+000
   0.10661412544465954E-007  -0.212054871E-006   0.000000000E+000
   0.10676819209992638E-007  -0.209367386E-006   0.000000000E+000
   0.10692225875519323E-007  -0.209534079E-006   0.000000000E+000
   0.10707632541046008E-007  -0.212519367E-006   0.000000000E+000
   0.10723039206572693E-007  -0.212681499E-006   0.000000000E+000
   0.10738445872099378E-007  -0.210933095E-006   0.000000000E+000
   0.10753852537626063E-007  -0.211901209E-006   0.000000000E+000
   0.10769259203152748E-007  -0.212798227E-006   0.000000000E+000
   0.10784665868679433E-007  -0.210433797E-006   0.000000000E+000
   0.10800072534206118E-007  -0.209278639E-006   0.000000000E+000
   0.10815479199732803E-007  -0.211578538E-006   0.000000000E+000
   0.10830885865259487E-007  -0.213075893E-006   0.000000000E+000
   0.10846292530786172E-007  -0.212603112E-006   0.000000000E+000
   0.10861699196312857E-007  -0.212133770E-006   0.000000000E+000
   0.10877105861839542E-007  -0.210826755E-006   0.000000000E+000
   0.10892512527366227E-007  -0.209468084E-006   0.000000000E+000
   0.10907919192892912E-007  -0.211179326E-006   0.000000000E+000
   0.10923325858419597E-007  -0.213442561E-006   0.000000000E+000
   0.10938732523946282E-007  -0.212264723E-006   0.000000000E+000
   0.10954139189472967E-007  -0.210972289E-006   0.000000000E+000
   0.10969545854999652E-007  -0.212319577E-006   0.000000000E+000
   0.10984952520526337E-007  -0.212112553E-006   0.000000000E+000
   0.11000359186053021E-007  -0.209740548E-006   0.000000000E+000
   0.11015765851579706E-007  -0.210357243E-006   0.000000000E+000
   0.11031172517106391E-007  -0.213248583E-006   0.000000000E+000
   0.11046579182633076E-007  -0.213466976E-006   0.000000000E+000
   0.11061985848159761E-007  -0.211885975E-006   0.000000000E+000
   0.11077392513686446E-007  -0.211193537E-006   0.000000000E+000
   0.11092799179213131E-007  -0.210505902E-006   0.000000000E+000
   0.11108205844739816E-007  -0.210538673E-006   0.000000000E+000
   0.11123612510266501E-007  -0.212662755E-006   0.000000000E+000
   0.11139019175793186E-007  -0.213552283E-006   0.000000000E+000
   0.11154425841319870E-007  -0.211657508E-006   0.000000000E+000
   0.11169832506846555E-007  -0.211178616E-006   0.000000000E+000
   0.11185239172373240E-007  -0.212453358E-006   0.000000000E+000
   0.11200645837899925E-007  -0.211394664E-006   0.000000000E+000
   0.11216052503426610E-007  -0.209932224E-006   0.000000000E+000
   0.11231459168953295E-007  -0.212080380E-006   0.000000000E+000
   0.11246865834479980E-007  -0.214281357E-006   0.000000000E+000
   0.11262272500006665E-007  -0.212760639E-006   0.000000000E+000
   0.11277679165533350E-007  -0.210856655E-006   0.000000000E+000
   0.11293085831060035E-007  -0.210924853E-006   0.000000000E+000
   0.11308492496586720E-007  -0.211152042E-006   0.000000000E+000
   0.11323899162113404E-007  -0.211865625E-006   0.000000000E+000
   0.11339305827640089E-007  -0.213439677E-006   0.000000000E+000
   0.11354712493166774E-007  -0.213043975E-006   0.000000000E+000
   0.11370119158693459E-007  -0.211197715E-006   0.000000000E+000
   0.11385525824220144E-007  -0.211527080E-006   0.000000000E+000
   0.11400932489746829E-007  -0.212404075E-006   0.000000000E+000
   0.11416339155273514E-007  -0.211067785E-006   0.000000000E+000
   0.11431745820800199E-007  -0.210959342E-006   0.000000000E+000
   0.11447152486326884E-007  -0.213671541E-006   0.000000000E+000
   0.11462559151853569E-007  -0.214169276E-006   0.000000000E+000
   0.11477965817380253E-007  -0.211426780E-006   0.000000000E+000
   0.11493372482906938E-007  -0.210375774E-006   0.000000000E+000
   0.11508779148433623E-007  -0.211602028E-006   0.000000000E+000
   0.11524185813960308E-007  -0.212224577E-006   0.000000000E+000
   0.11539592479486993E-007  -0.212765627E-006   0.000000000E+000
   0.11554999145013678E-007  -0.213453035E-006   0.000000000E+000
   0.11570405810540363E-007  -0.212355161E-006   0.000000000E+000
   0.11585812476067048E-007  -0.211086828E-006   0.000000000E+000
   0.11601219141593733E-007  -0.211954145E-006   0.000000000E+000
   0.11616625807120418E-007  -0.212368079E-006   0.000000000E+000
   0.11632032472647102E-007  -0.211321520E-006   0.000000000E+000
   0.11647439138173787E-007  -0.212338122E-006   0.000000000E+000
   0.11662845803700472E-007  -0.214436341E-006   0.000000000E+000
   0.11678252469227157E-007  -0.213060801E-006   0.000000000E+000
   0.11693659134753842E-007  -0.210335244E-006   0.000000000E+000
   0.11709065800280527E-007  -0.210932825E-006   0.000000000E+000
   0.11724472465807212E-007  -0.212838955E-006   0.000000000E+000
   0.11739879131333897E-007  -0.213011205E-006   0.000000000E+000
   0.11755285796860582E-007  -0.212977255E-006   0.000000000E+000
   0.11770692462387267E-007  -0.213053525E-006   0.000000000E+000
   0.11786099127913952E-007  -0.211882011E-006   0.000000000E+000
   0.11801505793440636E-007  -0.211332733E-006   0.000000000E+000
   0.11816912458967321E-007  -0.212416737E-006   0.000000000E+000
   0.11832319124494006E-007  -0.212511921E-006   0.000000000E+000
   0.11847725790020691E-007  -0.212010633E-006   0.000000000E+000
   0.11863132455547376E-007  -0.213433793E-006   0.000000000E+000
   0.11878539121074061E-007  -0.214156159E-006   0.000000000E+000
   0.11893945786600746E-007  -0.211663036E-006   0.000000000E+000
   0.11909352452127431E-007  -0.210213628E-006   0.000000000E+000
   0.11924759117654116E-007  -0.212350415E-006   0.000000000E+000
   0.11940165783180801E-007  -0.213896996E-006   0.000000000E+000
   0.11955572448707485E-007  -0.213106219E-006   0.000000000E+000
   0.11970979114234170E-007  -0.212730868E-006   0.000000000E+000
   0.11986385779760855E-007  -0.212697870E-006   0.000000000E+000
   0.12001792445287540E-007  -0.211787608E-006   0.000000000E+000
   0.12017199110814225E-007  -0.211819142E-006   0.000000000E+000
   0.12032605776340910E-007  -0.212909967E-006   0.000000000E+000
   0.12048012441867595E-007  -0.212853649E-006   0.000000000E+000
   0.12063419107394280E-007  -0.212752468E-006   0.000000000E+000
   0.12078825772920965E-007  -0.213827917E-006   0.000000000E+000
   0.12094232438447650E-007  -0.213192649E-006   0.000000000E+000
   0.12109639103974335E-007  -0.210811805E-006   0.000000000E+000
   0.12125045769501019E-007  -0.211213930E-006   0.000000000E+000
   0.12140452435027704E-007  -0.213925148E-006   0.000000000E+000
   0.12155859100554389E-007  -0.214190038E-006   0.000000000E+000
   0.12171265766081074E-007  -0.212631249E-006   0.000000000E+000
   0.12186672431607759E-007  -0.212499330E-006   0.000000000E+000
   0.12202079097134444E-007  -0.212652310E-006   0.000000000E+000
   0.12217485762661129E-007  -0.212001794E-006   0.000000000E+000
   0.12232892428187814E-007  -0.212419451E-006   0.000000000E+000
   0.12248299093714499E-007  -0.213423945E-006   0.000000000E+000
   0.12263705759241184E-007  -0.213235950E-006   0.000000000E+000
   0.12279112424767868E-007  -0.213172243E-006   0.000000000E+000
   0.12294519090294553E-007  -0.213547267E-006   0.000000000E+000
   0.12309925755821238E-007  -0.212245212E-006   0.000000000E+000
   0.12325332421347923E-007  -0.210983970E-006   0.000000000E+000
   0.12340739086874608E-007  -0.212851276E-006   0.000000000E+000
   0.12356145752401293E-007  -0.214886711E-006   0.000000000E+000
   0.12371552417927978E-007  -0.213646317E-006   0.000000000E+000
   0.12386959083454663E-007  -0.212088835E-006   0.000000000E+000
   0.12402365748981348E-007  -0.212640757E-006   0.000000000E+000
   0.12417772414508033E-007  -0.212889205E-006   0.000000000E+000
   0.12433179080034718E-007  -0.212361059E-006   0.000000000E+000
   0.12448585745561402E-007  -0.213055486E-006   0.000000000E+000
   0.12463992411088087E-007  -0.213885414E-006   0.000000000E+000
   0.12479399076614772E-007  -0.213427953E-006   0.000000000E+000
   0.12494805742141457E-007  -0.213145114E-006   0.000000000E+000
   0.12510212407668142E-007  -0.213015170E-006   0.000000000E+000
   0.12525619073194827E-007  -0.211920707E-006   0.000000000E+000
   0.12541025738721512E-007  -0.212051035E-006   0.000000000E+000
   0.12556432404248197E-007  -0.214329830E-006   0.000000000E+000
   0.12571839069774882E-007  -0.214864500E-006   0.000000000E+000
   0.12587245735301567E-007  -0.212712479E-006   0.000000000E+000
   0.12602652400828251E-007  -0.211989956E-006   0.000000000E+000
   0.12618059066354936E-007  -0.213181167E-006   0.000000000E+000
   0.12633465731881621E-007  -0.213200423E-006   0.000000000E+000
   0.12648872397408306E-007  -0.212753335E-006   0.000000000E+000
   0.12664279062934991E-007  -0.213674767E-006   0.000000000E+000
   0.12679685728461676E-007  -0.214156657E-006   0.000000000E+000
   0.12695092393988361E-007  -0.213299160E-006   0.000000000E+000
   0.12710499059515046E-007  -0.212874951E-006   0.000000000E+000
   0.12725905725041731E-007  -0.212759588E-006   0.000000000E+000
   0.12741312390568416E-007  -0.212387533E-006   0.000000000E+000
   0.12756719056095100E-007  -0.213412605E-006   0.000000000E+000
   0.12772125721621785E-007  -0.215029559E-006   0.000000000E+000
   0.12787532387148470E-007  -0.214070113E-006   0.000000000E+000
   0.12802939052675155E-007  -0.212032759E-006   0.000000000E+000
   0.12818345718201840E-007  -0.212524682E-006   0.000000000E+000
   0.12833752383728525E-007  -0.213857120E-006   0.000000000E+000
   0.12849159049255210E-007  -0.213402330E-006   0.000000000E+000
   0.12864565714781895E-007  -0.213161002E-006   0.000000000E+000
   0.12879972380308580E-007  -0.214197456E-006   0.000000000E+000
   0.12895379045835265E-007  -0.214117748E-006   0.000000000E+000
   0.12910785711361950E-007  -0.212945238E-006   0.000000000E+000
   0.12926192376888634E-007  -0.212753733E-006   0.000000000E+000
   0.12941599042415319E-007  -0.213070763E-006   0.000000000E+000
   0.12957005707942004E-007  -0.213323219E-006   0.000000000E+000
   0.12972412373468689E-007  -0.214397957E-006   0.000000000E+000
   0.12987819038995374E-007  -0.214839119E-006   0.000000000E+000
   0.13003225704522059E-007  -0.213110326E-006   0.000000000E+000
   0.13018632370048744E-007  -0.212044739E-006   0.000000000E+000
   0.13034039035575429E-007  -0.213483219E-006   0.000000000E+000
   0.13049445701102114E-007  -0.214341298E-006   0.000000000E+000
   0.13064852366628799E-007  -0.213465725E-006   0.000000000E+000
   0.13080259032155483E-007  -0.213601083E-006   0.000000000E+000
   0.13095665697682168E-007  -0.214512838E-006   0.000000000E+000
   0.13111072363208853E-007  -0.213781121E-006   0.000000000E+000
   0.13126479028735538E-007  -0.212661774E-006   0.000000000E+000
   0.13141885694262223E-007  -0.213089862E-006   0.000000000E+000
   0.13157292359788908E-007  -0.213829765E-006   0.000000000E+000
   0.13172699025315593E-007  -0.214168480E-006   0.000000000E+000
   0.13188105690842278E-007  -0.214666343E-006   0.000000000E+000
   0.13203512356368963E-007  -0.214148997E-006   0.000000000E+000
   0.13218919021895648E-007  -0.212589512E-006   0.000000000E+000
   0.13234325687422333E-007  -0.212753648E-006   0.000000000E+000
   0.13249732352949017E-007  -0.214437279E-006   0.000000000E+000
   0.13265139018475702E-007  -0.214467121E-006   0.000000000E+000
   0.13280545684002387E-007  -0.213497927E-006   0.000000000E+000
   0.13295952349529072E-007  -0.214048555E-006   0.000000000E+000
   0.13311359015055757E-007  -0.214546290E-006   0.000000000E+000
   0.13326765680582442E-007  -0.213339845E-006   0.000000000E+000
   0.13342172346109127E-007  -0.212767517E-006   0.000000000E+000
   0.13357579011635812E-007  -0.213889649E-006   0.000000000E+000
   0.13372985677162497E-007  -0.214612385E-006   0.000000000E+000
   0.13388392342689182E-007  -0.214503913E-006   0.000000000E+000
   0.13403799008215866E-007  -0.214359133E-006   0.000000000E+000
   0.13419205673742551E-007  -0.213548006E-006   0.000000000E+000
   0.13434612339269236E-007  -0.212769777E-006   0.000000000E+000
