t              OneCable.fdtd_Probe_Start_Ez_10_25_10.dat
   0.18996830602720574E-008  -0.545394516E+002
   0.19012237602398369E-008  -0.544498940E+002
   0.19027644602076163E-008  -0.543574333E+002
   0.19043051601753958E-008  -0.542620583E+002
   0.19058458601431752E-008  -0.541637573E+002
   0.19073865601109546E-008  -0.540625420E+002
   0.19089272600787341E-008  -0.539583893E+002
   0.19104679600465135E-008  -0.538513222E+002
   0.19120086600142930E-008  -0.537413445E+002
   0.19135493599820724E-008  -0.536284637E+002
   0.19150900599498519E-008  -0.535126877E+002
   0.19166307599176313E-008  -0.533940010E+002
   0.19181714598854108E-008  -0.532724037E+002
   0.19197121598531902E-008  -0.531479187E+002
   0.19212528598209697E-008  -0.530205536E+002
   0.19227935597887491E-008  -0.528903198E+002
   0.19243342597565286E-008  -0.527572174E+002
   0.19258749597243080E-008  -0.526212616E+002
   0.19274156596920874E-008  -0.524824409E+002
   0.19289563596598669E-008  -0.523407745E+002
   0.19304970596276463E-008  -0.521962547E+002
   0.19320377595954258E-008  -0.520489082E+002
   0.19335784595632052E-008  -0.518987579E+002
   0.19351191595309847E-008  -0.517457886E+002
   0.19366598594987641E-008  -0.515900307E+002
   0.19382005594665436E-008  -0.514315033E+002
   0.19397412594343230E-008  -0.512701988E+002
   0.19412819594021025E-008  -0.511061363E+002
   0.19428226593698819E-008  -0.509393539E+002
   0.19443633593376614E-008  -0.507698288E+002
   0.19459040593054408E-008  -0.505975838E+002
   0.19474447592732202E-008  -0.504226379E+002
   0.19489854592409997E-008  -0.502449989E+002
   0.19505261592087791E-008  -0.500646935E+002
   0.19520668591765586E-008  -0.498817368E+002
   0.19536075591443380E-008  -0.496961517E+002
   0.19551482591121175E-008  -0.495079460E+002
   0.19566889590798969E-008  -0.493171272E+002
   0.19582296590476764E-008  -0.491237183E+002
   0.19597703590154558E-008  -0.489277458E+002
   0.19613110589832353E-008  -0.487292480E+002
   0.19628517589510147E-008  -0.485282326E+002
   0.19643924589187942E-008  -0.483247147E+002
   0.19659331588865736E-008  -0.481187057E+002
   0.19674738588543531E-008  -0.479102249E+002
   0.19690145588221325E-008  -0.476992950E+002
   0.19705552587899119E-008  -0.474859314E+002
   0.19720959587576914E-008  -0.472701607E+002
   0.19736366587254708E-008  -0.470520096E+002
   0.19751773586932503E-008  -0.468314857E+002
   0.19767180586610297E-008  -0.466086273E+002
   0.19782587586288092E-008  -0.463834457E+002
   0.19797994585965886E-008  -0.461559830E+002
   0.19813401585643681E-008  -0.459262543E+002
   0.19828808585321475E-008  -0.456942940E+002
   0.19844215584999270E-008  -0.454601059E+002
   0.19859622584677064E-008  -0.452237244E+002
   0.19875029584354859E-008  -0.449851532E+002
   0.19890436584032653E-008  -0.447444305E+002
   0.19905843583710447E-008  -0.445015831E+002
   0.19921250583388242E-008  -0.442566299E+002
   0.19936657583066036E-008  -0.440096016E+002
   0.19952064582743831E-008  -0.437605171E+002
   0.19967471582421625E-008  -0.435093994E+002
   0.19982878582099420E-008  -0.432562866E+002
   0.19998285581777214E-008  -0.430011902E+002
   0.20013692581455009E-008  -0.427441635E+002
   0.20029099581132803E-008  -0.424852295E+002
   0.20044506580810598E-008  -0.422243919E+002
   0.20059913580488392E-008  -0.419616966E+002
   0.20075320580166187E-008  -0.416971474E+002
   0.20090727579843981E-008  -0.414307709E+002
   0.20106134579521776E-008  -0.411625938E+002
   0.20121541579199570E-008  -0.408926506E+002
   0.20136948578877364E-008  -0.406209717E+002
   0.20152355578555159E-008  -0.403475952E+002
   0.20167762578232953E-008  -0.400725479E+002
   0.20183169577910748E-008  -0.397958488E+002
   0.20198576577588542E-008  -0.395175247E+002
   0.20213983577266337E-008  -0.392376060E+002
   0.20229390576944131E-008  -0.389561005E+002
   0.20244797576621926E-008  -0.386730385E+002
   0.20260204576299720E-008  -0.383884583E+002
   0.20275611575977515E-008  -0.381023979E+002
   0.20291018575655309E-008  -0.378148766E+002
   0.20306425575333104E-008  -0.375259209E+002
   0.20321832575010898E-008  -0.372355537E+002
   0.20337239574688692E-008  -0.369438133E+002
   0.20352646574366487E-008  -0.366507187E+002
   0.20368053574044281E-008  -0.363562927E+002
   0.20383460573722076E-008  -0.360605774E+002
   0.20398867573399870E-008  -0.357635994E+002
   0.20414274573077665E-008  -0.354653854E+002
   0.20429681572755459E-008  -0.351659431E+002
   0.20445088572433254E-008  -0.348653030E+002
   0.20460495572111048E-008  -0.345635071E+002
   0.20475902571788843E-008  -0.342605896E+002
   0.20491309571466637E-008  -0.339565697E+002
   0.20506716571144432E-008  -0.336514702E+002
   0.20522123570822226E-008  -0.333453217E+002
   0.20537530570500021E-008  -0.330381317E+002
   0.20552937570177815E-008  -0.327299385E+002
   0.20568344569855609E-008  -0.324207726E+002
   0.20583751569533404E-008  -0.321106644E+002
   0.20599158569211198E-008  -0.317996426E+002
   0.20614565568888993E-008  -0.314877357E+002
   0.20629972568566787E-008  -0.311749630E+002
   0.20645379568244582E-008  -0.308613548E+002
   0.20660786567922376E-008  -0.305469284E+002
   0.20676193567600171E-008  -0.302317123E+002
   0.20691600567277965E-008  -0.299157333E+002
   0.20707007566955760E-008  -0.295990238E+002
   0.20722414566633554E-008  -0.292815952E+002
   0.20737821566311349E-008  -0.289634705E+002
   0.20753228565989143E-008  -0.286446743E+002
   0.20768635565666937E-008  -0.283252468E+002
   0.20784042565344732E-008  -0.280052071E+002
   0.20799449565022526E-008  -0.276845856E+002
   0.20814856564700321E-008  -0.273634014E+002
   0.20830263564378115E-008  -0.270416794E+002
   0.20845670564055910E-008  -0.267194424E+002
   0.20861077563733704E-008  -0.263967037E+002
   0.20876484563411499E-008  -0.260734921E+002
   0.20891891563089293E-008  -0.257498436E+002
   0.20907298562767088E-008  -0.254257717E+002
   0.20922705562444882E-008  -0.251012917E+002
   0.20938112562122677E-008  -0.247764339E+002
   0.20953519561800471E-008  -0.244512215E+002
   0.20968926561478266E-008  -0.241256752E+002
   0.20984333561156060E-008  -0.237998257E+002
   0.20999740560833854E-008  -0.234736824E+002
   0.21015147560511649E-008  -0.231472664E+002
   0.21030554560189443E-008  -0.228205948E+002
   0.21045961559867238E-008  -0.224936962E+002
   0.21061368559545032E-008  -0.221665993E+002
   0.21076775559222827E-008  -0.218393230E+002
   0.21092182558900621E-008  -0.215118809E+002
   0.21107589558578416E-008  -0.211842937E+002
   0.21122996558256210E-008  -0.208565712E+002
   0.21138403557934005E-008  -0.205287380E+002
   0.21153810557611799E-008  -0.202008209E+002
   0.21169217557289594E-008  -0.198728466E+002
   0.21184624556967388E-008  -0.195448265E+002
   0.21200031556645182E-008  -0.192167683E+002
   0.21215438556322977E-008  -0.188886986E+002
   0.21230845556000771E-008  -0.185606251E+002
   0.21246252555678566E-008  -0.182325726E+002
   0.21261659555356360E-008  -0.179045677E+002
   0.21277066555034155E-008  -0.175766239E+002
   0.21292473554711949E-008  -0.172487564E+002
   0.21307880554389744E-008  -0.169209766E+002
   0.21323287554067538E-008  -0.165933037E+002
   0.21338694553745333E-008  -0.162657566E+002
   0.21354101553423127E-008  -0.159383478E+002
   0.21369508553100922E-008  -0.156110954E+002
   0.21384915552778716E-008  -0.152840137E+002
   0.21400322552456510E-008  -0.149571171E+002
   0.21415729552134305E-008  -0.146304207E+002
   0.21431136551812099E-008  -0.143039446E+002
   0.21446543551489894E-008  -0.139776983E+002
   0.21461950551167688E-008  -0.136516914E+002
   0.21477357550845483E-008  -0.133259420E+002
   0.21492764550523277E-008  -0.130004606E+002
   0.21508171550201072E-008  -0.126752682E+002
   0.21523578549878866E-008  -0.123503780E+002
   0.21538985549556661E-008  -0.120258045E+002
   0.21554392549234455E-008  -0.117015572E+002
   0.21569799548912250E-008  -0.113776417E+002
   0.21585206548590044E-008  -0.110540714E+002
   0.21600613548267839E-008  -0.107308569E+002
   0.21616020547945633E-008  -0.104080153E+002
   0.21631427547623427E-008  -0.100855579E+002
   0.21646834547301222E-008  -0.976349640E+001
   0.21662241546979016E-008  -0.944184113E+001
   0.21677648546656811E-008  -0.912060547E+001
   0.21693055546334605E-008  -0.879980373E+001
   0.21708462546012400E-008  -0.847944355E+001
   0.21723869545690194E-008  -0.815953255E+001
   0.21739276545367989E-008  -0.784007215E+001
   0.21754683545045783E-008  -0.752107668E+001
   0.21770090544723578E-008  -0.720255661E+001
   0.21785497544401372E-008  -0.688452721E+001
   0.21800904544079167E-008  -0.656699657E+001
   0.21816311543756961E-008  -0.624997425E+001
   0.21831718543434755E-008  -0.593346167E+001
   0.21847125543112550E-008  -0.561746740E+001
   0.21862532542790344E-008  -0.530200100E+001
   0.21877939542468139E-008  -0.498707676E+001
   0.21893346542145933E-008  -0.467270660E+001
   0.21908753541823728E-008  -0.435889816E+001
   0.21924160541501522E-008  -0.404565716E+001
   0.21939567541179317E-008  -0.373298407E+001
   0.21954974540857111E-008  -0.342088675E+001
   0.21970381540534906E-008  -0.310937119E+001
   0.21985788540212700E-008  -0.279844475E+001
   0.22001195539890495E-008  -0.248811626E+001
   0.22016602539568289E-008  -0.217839241E+001
   0.22032009539246084E-008  -0.186928093E+001
   0.22047416538923878E-008  -0.156079066E+001
   0.22062823538601672E-008  -0.125292909E+001
   0.22078230538279467E-008  -0.945702076E+000
   0.22093637537957261E-008  -0.639113665E+000
   0.22109044537635056E-008  -0.333169520E+000
   0.22124451537312850E-008  -0.278758686E-001
   0.22139858536990645E-008   0.276759952E+000
   0.22155265536668439E-008   0.580732226E+000
   0.22170672536346234E-008   0.884037495E+000
   0.22186079536024028E-008   0.118667316E+001
   0.22201486535701823E-008   0.148863494E+001
   0.22216893535379617E-008   0.178991592E+001
   0.22232300535057412E-008   0.209050727E+001
   0.22247707534735206E-008   0.239040232E+001
   0.22263114534413000E-008   0.268959689E+001
   0.22278521534090795E-008   0.298809004E+001
   0.22293928533768589E-008   0.328587723E+001
   0.22309335533446384E-008   0.358295202E+001
   0.22324742533124178E-008   0.387930560E+001
   0.22340149532801973E-008   0.417493153E+001
   0.22355556532479767E-008   0.446982574E+001
   0.22370963532157562E-008   0.476398897E+001
   0.22386370531835356E-008   0.505741644E+001
   0.22401777531513151E-008   0.535010576E+001
   0.22417184531190945E-008   0.564204979E+001
   0.22432591530868740E-008   0.593324423E+001
   0.22447998530546534E-008   0.622368717E+001
   0.22463405530224329E-008   0.651337385E+001
   0.22478812529902123E-008   0.680229950E+001
   0.22494219529579917E-008   0.709045506E+001
   0.22509626529257712E-008   0.737783337E+001
   0.22525033528935506E-008   0.766442823E+001
   0.22540440528613301E-008   0.795023966E+001
   0.22555847528291095E-008   0.823526669E+001
   0.22571254527968890E-008   0.851950645E+001
   0.22586661527646684E-008   0.880295372E+001
   0.22602068527324479E-008   0.908560276E+001
   0.22617475527002273E-008   0.936744976E+001
   0.22632882526680068E-008   0.964848709E+001
   0.22648289526357862E-008   0.992871475E+001
   0.22663696526035657E-008   0.102081289E+002
   0.22679103525713451E-008   0.104867210E+002
   0.22694510525391245E-008   0.107644873E+002
   0.22709917525069040E-008   0.110414190E+002
   0.22725324524746834E-008   0.113175144E+002
   0.22740731524424629E-008   0.115927687E+002
   0.22756138524102423E-008   0.118671780E+002
   0.22771545523780218E-008   0.121407347E+002
   0.22786952523458012E-008   0.124134378E+002
   0.22802359523135807E-008   0.126852818E+002
   0.22817766522813601E-008   0.129562626E+002
   0.22833173522491396E-008   0.132263746E+002
   0.22848580522169190E-008   0.134956112E+002
   0.22863987521846985E-008   0.137639704E+002
   0.22879394521524779E-008   0.140314436E+002
   0.22894801521202574E-008   0.142980280E+002
   0.22910208520880368E-008   0.145637150E+002
   0.22925615520558162E-008   0.148285027E+002
   0.22941022520235957E-008   0.150923796E+002
   0.22956429519913751E-008   0.153553371E+002
   0.22971836519591546E-008   0.156173725E+002
   0.22987243519269340E-008   0.158784761E+002
   0.23002650518947135E-008   0.161386528E+002
   0.23018057518624929E-008   0.163978939E+002
   0.23033464518302724E-008   0.166562004E+002
   0.23048871517980518E-008   0.169135571E+002
   0.23064278517658313E-008   0.171699543E+002
   0.23079685517336107E-008   0.174253864E+002
   0.23095092517013902E-008   0.176798573E+002
   0.23110499516691696E-008   0.179333515E+002
   0.23125906516369490E-008   0.181858635E+002
   0.23141313516047285E-008   0.184373760E+002
   0.23156720515725079E-008   0.186878891E+002
   0.23172127515402874E-008   0.189373932E+002
   0.23187534515080668E-008   0.191858883E+002
   0.23202941514758463E-008   0.194333649E+002
   0.23218348514436257E-008   0.196798153E+002
   0.23233755514114052E-008   0.199252357E+002
   0.23249162513791846E-008   0.201696091E+002
   0.23264569513469641E-008   0.204129353E+002
   0.23279976513147435E-008   0.206552067E+002
   0.23295383512825230E-008   0.208964119E+002
   0.23310790512503024E-008   0.211365376E+002
   0.23326197512180818E-008   0.213755798E+002
   0.23341604511858613E-008   0.216135311E+002
   0.23357011511536407E-008   0.218503799E+002
   0.23372418511214202E-008   0.220861206E+002
   0.23387825510891996E-008   0.223207397E+002
   0.23403232510569791E-008   0.225542278E+002
   0.23418639510247585E-008   0.227865772E+002
   0.23434046509925380E-008   0.230177860E+002
   0.23449453509603174E-008   0.232478466E+002
   0.23464860509280969E-008   0.234767418E+002
   0.23480267508958763E-008   0.237044678E+002
   0.23495674508636558E-008   0.239310055E+002
   0.23511081508314352E-008   0.241563492E+002
   0.23526488507992147E-008   0.243804836E+002
   0.23541895507669941E-008   0.246034050E+002
   0.23557302507347735E-008   0.248251038E+002
   0.23572709507025530E-008   0.250455742E+002
   0.23588116506703324E-008   0.252647991E+002
   0.23603523506381119E-008   0.254827671E+002
   0.23618930506058913E-008   0.256994705E+002
   0.23634337505736708E-008   0.259148941E+002
   0.23649744505414502E-008   0.261290245E+002
   0.23665151505092297E-008   0.263418598E+002
   0.23680558504770091E-008   0.265533829E+002
   0.23695965504447886E-008   0.267635937E+002
   0.23711372504125680E-008   0.269724712E+002
   0.23726779503803475E-008   0.271800137E+002
   0.23742186503481269E-008   0.273861980E+002
   0.23757593503159063E-008   0.275910168E+002
   0.23773000502836858E-008   0.277944469E+002
   0.23788407502514652E-008   0.279964848E+002
   0.23803814502192447E-008   0.281971245E+002
   0.23819221501870241E-008   0.283963490E+002
   0.23834628501548036E-008   0.285941544E+002
   0.23850035501225830E-008   0.287905216E+002
   0.23865442500903625E-008   0.289854374E+002
   0.23880849500581419E-008   0.291788979E+002
   0.23896256500259214E-008   0.293708897E+002
   0.23911663499937008E-008   0.295613899E+002
   0.23927070499614803E-008   0.297503948E+002
   0.23942477499292597E-008   0.299378872E+002
   0.23957884498970392E-008   0.301238556E+002
   0.23973291498648186E-008   0.303082771E+002
   0.23988698498325980E-008   0.304911556E+002
   0.24004105498003775E-008   0.306724758E+002
   0.24019512497681569E-008   0.308522205E+002
   0.24034919497359364E-008   0.310303764E+002
   0.24050326497037158E-008   0.312069321E+002
   0.24065733496714953E-008   0.313818855E+002
   0.24081140496392747E-008   0.315552177E+002
   0.24096547496070542E-008   0.317269135E+002
   0.24111954495748336E-008   0.318969612E+002
   0.24127361495426131E-008   0.320653419E+002
   0.24142768495103925E-008   0.322320518E+002
   0.24158175494781720E-008   0.323970680E+002
   0.24173582494459514E-008   0.325603790E+002
   0.24188989494137308E-008   0.327219696E+002
   0.24204396493815103E-008   0.328818321E+002
   0.24219803493492897E-008   0.330399475E+002
   0.24235210493170692E-008   0.331963196E+002
   0.24250617492848486E-008   0.333509331E+002
   0.24266024492526281E-008   0.335037689E+002
   0.24281431492204075E-008   0.336548119E+002
   0.24296838491881870E-008   0.338040543E+002
   0.24312245491559664E-008   0.339514771E+002
   0.24327652491237459E-008   0.340970764E+002
   0.24343059490915253E-008   0.342408295E+002
   0.24358466490593048E-008   0.343827286E+002
   0.24373873490270842E-008   0.345227547E+002
   0.24389280489948637E-008   0.346608963E+002
   0.24404687489626431E-008   0.347971458E+002
   0.24420094489304225E-008   0.349314804E+002
   0.24435501488982020E-008   0.350639038E+002
   0.24450908488659814E-008   0.351944046E+002
   0.24466315488337609E-008   0.353229637E+002
   0.24481722488015403E-008   0.354495773E+002
   0.24497129487693198E-008   0.355742302E+002
   0.24512536487370992E-008   0.356969109E+002
   0.24527943487048787E-008   0.358175964E+002
   0.24543350486726581E-008   0.359362793E+002
   0.24558757486404376E-008   0.360529442E+002
   0.24574164486082170E-008   0.361675835E+002
   0.24589571485759965E-008   0.362801971E+002
   0.24604978485437759E-008   0.363907623E+002
   0.24620385485115553E-008   0.364992561E+002
   0.24635792484793348E-008   0.366056900E+002
   0.24651199484471142E-008   0.367100372E+002
   0.24666606484148937E-008   0.368122978E+002
   0.24682013483826731E-008   0.369124680E+002
   0.24697420483504526E-008   0.370105209E+002
   0.24712827483182320E-008   0.371064606E+002
   0.24728234482860115E-008   0.372002602E+002
   0.24743641482537909E-008   0.372919350E+002
   0.24759048482215704E-008   0.373814507E+002
   0.24774455481893498E-008   0.374687958E+002
   0.24789862481571293E-008   0.375539665E+002
   0.24805269481249087E-008   0.376369514E+002
   0.24820676480926882E-008   0.377177467E+002
   0.24836083480604676E-008   0.377963600E+002
   0.24851490480282470E-008   0.378727684E+002
   0.24866897479960265E-008   0.379469566E+002
   0.24882304479638059E-008   0.380189209E+002
   0.24897711479315854E-008   0.380886421E+002
   0.24913118478993648E-008   0.381561127E+002
   0.24928525478671443E-008   0.382213402E+002
   0.24943932478349237E-008   0.382843246E+002
   0.24959339478027032E-008   0.383450470E+002
   0.24974746477704826E-008   0.384034996E+002
   0.24990153477382621E-008   0.384596672E+002
   0.25005560477060415E-008   0.385135422E+002
   0.25020967476738210E-008   0.385651169E+002
   0.25036374476416004E-008   0.386144066E+002
   0.25051781476093798E-008   0.386613884E+002
   0.25067188475771593E-008   0.387060623E+002
   0.25082595475449387E-008   0.387484207E+002
   0.25098002475127182E-008   0.387884560E+002
   0.25113409474804976E-008   0.388261681E+002
   0.25128816474482771E-008   0.388615417E+002
   0.25144223474160565E-008   0.388945694E+002
   0.25159630473838360E-008   0.389252663E+002
   0.25175037473516154E-008   0.389536171E+002
   0.25190444473193949E-008   0.389796143E+002
   0.25205851472871743E-008   0.390032578E+002
   0.25221258472549538E-008   0.390245361E+002
   0.25236665472227332E-008   0.390434494E+002
   0.25252072471905126E-008   0.390600090E+002
   0.25267479471582921E-008   0.390741997E+002
   0.25282886471260715E-008   0.390860176E+002
   0.25298293470938510E-008   0.390954704E+002
   0.25313700470616304E-008   0.391025429E+002
   0.25329107470294099E-008   0.391072464E+002
   0.25344514469971893E-008   0.391095772E+002
   0.25359921469649688E-008   0.391095238E+002
   0.25375328469327482E-008   0.391070900E+002
   0.25390735469005277E-008   0.391022797E+002
   0.25406142468683071E-008   0.390950813E+002
   0.25421549468360866E-008   0.390855103E+002
   0.25436956468038660E-008   0.390735550E+002
   0.25452363467716455E-008   0.390592232E+002
   0.25467770467394249E-008   0.390425034E+002
   0.25483177467072043E-008   0.390234146E+002
   0.25498584466749838E-008   0.390019493E+002
   0.25513991466427632E-008   0.389781075E+002
   0.25529398466105427E-008   0.389518929E+002
   0.25544805465783221E-008   0.389233131E+002
   0.25560212465461016E-008   0.388923683E+002
   0.25575619465138810E-008   0.388590431E+002
   0.25591026464816605E-008   0.388233452E+002
   0.25606433464494399E-008   0.387852936E+002
   0.25621840464172194E-008   0.387448845E+002
   0.25637247463849988E-008   0.387021255E+002
   0.25652654463527783E-008   0.386570244E+002
   0.25668061463205577E-008   0.386095734E+002
   0.25683468462883371E-008   0.385597839E+002
   0.25698875462561166E-008   0.385076637E+002
   0.25714282462238960E-008   0.384532089E+002
   0.25729689461916755E-008   0.383964348E+002
   0.25745096461594549E-008   0.383373413E+002
   0.25760503461272344E-008   0.382759361E+002
   0.25775910460950138E-008   0.382122231E+002
   0.25791317460627933E-008   0.381462135E+002
   0.25806724460305727E-008   0.380778961E+002
   0.25822131459983522E-008   0.380072937E+002
   0.25837538459661316E-008   0.379344215E+002
   0.25852945459339111E-008   0.378592834E+002
   0.25868352459016905E-008   0.377818871E+002
   0.25883759458694700E-008   0.377022400E+002
   0.25899166458372494E-008   0.376203499E+002
   0.25914573458050288E-008   0.375362053E+002
   0.25929980457728083E-008   0.374498405E+002
   0.25945387457405877E-008   0.373612480E+002
   0.25960794457083672E-008   0.372704544E+002
   0.25976201456761466E-008   0.371774673E+002
   0.25991608456439261E-008   0.370822945E+002
   0.26007015456117055E-008   0.369849319E+002
   0.26022422455794850E-008   0.368853951E+002
   0.26037829455472644E-008   0.367837029E+002
   0.26053236455150439E-008   0.366798668E+002
   0.26068643454828233E-008   0.365738945E+002
   0.26084050454506028E-008   0.364657974E+002
   0.26099457454183822E-008   0.363556023E+002
   0.26114864453861616E-008   0.362433128E+002
   0.26130271453539411E-008   0.361289406E+002
   0.26145678453217205E-008   0.360124893E+002
   0.26161085452895000E-008   0.358939667E+002
   0.26176492452572794E-008   0.357733917E+002
   0.26191899452250589E-008   0.356507683E+002
   0.26207306451928383E-008   0.355261230E+002
   0.26222713451606178E-008   0.353994713E+002
   0.26238120451283972E-008   0.352708359E+002
   0.26253527450961767E-008   0.351402245E+002
   0.26268934450639561E-008   0.350076447E+002
   0.26284341450317356E-008   0.348731117E+002
   0.26299748449995150E-008   0.347366486E+002
   0.26315155449672945E-008   0.345982590E+002
   0.26330562449350739E-008   0.344579544E+002
   0.26345969449028533E-008   0.343157616E+002
   0.26361376448706328E-008   0.341716805E+002
   0.26376783448384122E-008   0.340257454E+002
   0.26392190448061917E-008   0.338779678E+002
   0.26407597447739711E-008   0.337283554E+002
   0.26423004447417506E-008   0.335769272E+002
   0.26438411447095300E-008   0.334236946E+002
   0.26453818446773095E-008   0.332686806E+002
   0.26469225446450889E-008   0.331119041E+002
   0.26484632446128684E-008   0.329533958E+002
   0.26500039445806478E-008   0.327931671E+002
   0.26515446445484273E-008   0.326312256E+002
   0.26530853445162067E-008   0.324675865E+002
   0.26546260444839861E-008   0.323022575E+002
   0.26561667444517656E-008   0.321352615E+002
   0.26577074444195450E-008   0.319666119E+002
   0.26592481443873245E-008   0.317963295E+002
   0.26607888443551039E-008   0.316244411E+002
   0.26623295443228834E-008   0.314509659E+002
   0.26638702442906628E-008   0.312759304E+002
   0.26654109442584423E-008   0.310993500E+002
   0.26669516442262217E-008   0.309212360E+002
   0.26684923441940012E-008   0.307416077E+002
   0.26700330441617806E-008   0.305604668E+002
   0.26715737441295601E-008   0.303778419E+002
   0.26731144440973395E-008   0.301937504E+002
   0.26746551440651190E-008   0.300082207E+002
   0.26761958440328984E-008   0.298212681E+002
   0.26777365440006778E-008   0.296329117E+002
   0.26792772439684573E-008   0.294431725E+002
   0.26808179439362367E-008   0.292520618E+002
   0.26823586439040162E-008   0.290596123E+002
   0.26838993438717956E-008   0.288658409E+002
   0.26854400438395751E-008   0.286707611E+002
   0.26869807438073545E-008   0.284743881E+002
   0.26885214437751340E-008   0.282767391E+002
   0.26900621437429134E-008   0.280778294E+002
   0.26916028437106929E-008   0.278776894E+002
   0.26931435436784723E-008   0.276763363E+002
   0.26946842436462518E-008   0.274738007E+002
   0.26962249436140312E-008   0.272700958E+002
   0.26977656435818106E-008   0.270652466E+002
   0.26993063435495901E-008   0.268592510E+002
   0.27008470435173695E-008   0.266521416E+002
   0.27023877434851490E-008   0.264439316E+002
   0.27039284434529284E-008   0.262346458E+002
   0.27054691434207079E-008   0.260243073E+002
   0.27070098433884873E-008   0.258129349E+002
   0.27085505433562668E-008   0.256005440E+002
   0.27100912433240462E-008   0.253871593E+002
   0.27116319432918257E-008   0.251727943E+002
   0.27131726432596051E-008   0.249574814E+002
   0.27147133432273846E-008   0.247412338E+002
   0.27162540431951640E-008   0.245240669E+002
   0.27177947431629434E-008   0.243059959E+002
   0.27193354431307229E-008   0.240870380E+002
   0.27208761430985023E-008   0.238672161E+002
   0.27224168430662818E-008   0.236465530E+002
   0.27239575430340612E-008   0.234250698E+002
   0.27254982430018407E-008   0.232027874E+002
   0.27270389429696201E-008   0.229797268E+002
   0.27285796429373996E-008   0.227558975E+002
   0.27301203429051790E-008   0.225313225E+002
   0.27316610428729585E-008   0.223060265E+002
   0.27332017428407379E-008   0.220800266E+002
   0.27347424428085174E-008   0.218533344E+002
   0.27362831427762968E-008   0.216259727E+002
   0.27378238427440763E-008   0.213979530E+002
   0.27393645427118557E-008   0.211692924E+002
   0.27409052426796351E-008   0.209400177E+002
   0.27424459426474146E-008   0.207101536E+002
   0.27439866426151940E-008   0.204797173E+002
   0.27455273425829735E-008   0.202487259E+002
   0.27470680425507529E-008   0.200172024E+002
   0.27486087425185324E-008   0.197851524E+002
   0.27501494424863118E-008   0.195525913E+002
   0.27516901424540913E-008   0.193195381E+002
   0.27532308424218707E-008   0.190860100E+002
   0.27547715423896502E-008   0.188520317E+002
   0.27563122423574296E-008   0.186176243E+002
   0.27578529423252091E-008   0.183828030E+002
   0.27593936422929885E-008   0.181475868E+002
   0.27609343422607679E-008   0.179119854E+002
   0.27624750422285474E-008   0.176760178E+002
   0.27640157421963268E-008   0.174396992E+002
   0.27655564421641063E-008   0.172030468E+002
   0.27670971421318857E-008   0.169660835E+002
   0.27686378420996652E-008   0.167288265E+002
   0.27701785420674446E-008   0.164912910E+002
   0.27717192420352241E-008   0.162534904E+002
   0.27732599420030035E-008   0.160154343E+002
   0.27748006419707830E-008   0.157771473E+002
   0.27763413419385624E-008   0.155386362E+002
   0.27778820419063419E-008   0.152999268E+002
   0.27794227418741213E-008   0.150610275E+002
   0.27809634418419008E-008   0.148219633E+002
   0.27825041418096802E-008   0.145827427E+002
   0.27840448417774596E-008   0.143433857E+002
   0.27855855417452391E-008   0.141039019E+002
   0.27871262417130185E-008   0.138643093E+002
   0.27886669416807980E-008   0.136246214E+002
   0.27902076416485774E-008   0.133848505E+002
   0.27917483416163569E-008   0.131450109E+002
   0.27932890415841363E-008   0.129051161E+002
   0.27948297415519158E-008   0.126651850E+002
   0.27963704415196952E-008   0.124252319E+002
   0.27979111414874747E-008   0.121852694E+002
   0.27994518414552541E-008   0.119453115E+002
   0.28009925414230336E-008   0.117053738E+002
   0.28025332413908130E-008   0.114654617E+002
   0.28040739413585924E-008   0.112255917E+002
   0.28056146413263719E-008   0.109857712E+002
   0.28071553412941513E-008   0.107460203E+002
   0.28086960412619308E-008   0.105063496E+002
   0.28102367412297102E-008   0.102667789E+002
   0.28117774411974897E-008   0.100273190E+002
   0.28133181411652691E-008   0.978797913E+001
   0.28148588411330486E-008   0.954876900E+001
   0.28163995411008280E-008   0.930970001E+001
   0.28179402410686075E-008   0.907078362E+001
   0.28194809410363869E-008   0.883203411E+001
   0.28210216410041664E-008   0.859346199E+001
   0.28225623409719458E-008   0.835507774E+001
   0.28241030409397253E-008   0.811689377E+001
   0.28256437409075047E-008   0.787891865E+001
   0.28271844408752841E-008   0.764116716E+001
   0.28287251408430636E-008   0.740364790E+001
   0.28302658408108430E-008   0.716637373E+001
   0.28318065407786225E-008   0.692935276E+001
   0.28333472407464019E-008   0.669259739E+001
   0.28348879407141814E-008   0.645611382E+001
   0.28364286406819608E-008   0.621991396E+001
   0.28379693406497403E-008   0.598401022E+001
   0.28395100406175197E-008   0.574841261E+001
   0.28410507405852992E-008   0.551312685E+001
   0.28425914405530786E-008   0.527815866E+001
   0.28441321405208581E-008   0.504351616E+001
   0.28456728404886375E-008   0.480921268E+001
   0.28472135404564169E-008   0.457525873E+001
   0.28487542404241964E-008   0.434166479E+001
   0.28502949403919758E-008   0.410844135E+001
   0.28518356403597553E-008   0.387559557E+001
   0.28533763403275347E-008   0.364313388E+001
   0.28549170402953142E-008   0.341106367E+001
   0.28564577402630936E-008   0.317939162E+001
   0.28579984402308731E-008   0.294812655E+001
   0.28595391401986525E-008   0.271727681E+001
   0.28610798401664320E-008   0.248684955E+001
