t              OneCable.fdtd_Probe_Start_Ez_10_25_10.dat
   0.11786354753512765E-007   0.428975105E+000
   0.11787895453480544E-007   0.429482073E+000
   0.11789436153448324E-007   0.429965675E+000
   0.11790976853416103E-007   0.430425227E+000
   0.11792517553383883E-007   0.430860221E+000
   0.11794058253351662E-007   0.431270629E+000
   0.11795598953319442E-007   0.431657344E+000
   0.11797139653287221E-007   0.432020843E+000
   0.11798680353255001E-007   0.432361096E+000
   0.11800221053222780E-007   0.432677299E+000
   0.11801761753190559E-007   0.432969064E+000
   0.11803302453158339E-007   0.433236718E+000
   0.11804843153126118E-007   0.433480859E+000
   0.11806383853093898E-007   0.433702111E+000
   0.11807924553061677E-007   0.433899969E+000
   0.11809465253029457E-007   0.434073746E+000
   0.11811005952997236E-007   0.434222996E+000
   0.11812546652965016E-007   0.434348345E+000
   0.11814087352932795E-007   0.434450537E+000
   0.11815628052900574E-007   0.434529960E+000
   0.11817168752868354E-007   0.434586227E+000
   0.11818709452836133E-007   0.434618443E+000
   0.11820250152803913E-007   0.434626490E+000
   0.11821790852771692E-007   0.434610963E+000
   0.11823331552739472E-007   0.434572637E+000
   0.11824872252707251E-007   0.434511632E+000
   0.11826412952675031E-007   0.434427410E+000
   0.11827953652642810E-007   0.434319407E+000
   0.11829494352610589E-007   0.434187472E+000
   0.11831035052578369E-007   0.434032261E+000
   0.11832575752546148E-007   0.433854550E+000
   0.11834116452513928E-007   0.433654457E+000
   0.11835657152481707E-007   0.433431208E+000
   0.11837197852449487E-007   0.433184445E+000
   0.11838738552417266E-007   0.432914078E+000
   0.11840279252385046E-007   0.432620972E+000
   0.11841819952352825E-007   0.432305813E+000
   0.11843360652320604E-007   0.431968391E+000
   0.11844901352288384E-007   0.431607991E+000
   0.11846442052256163E-007   0.431224197E+000
   0.11847982752223943E-007   0.430817336E+000
   0.11849523452191722E-007   0.430388153E+000
   0.11851064152159502E-007   0.429937065E+000
   0.11852604852127281E-007   0.429464012E+000
   0.11854145552095061E-007   0.428968310E+000
   0.11855686252062840E-007   0.428449631E+000
   0.11857226952030619E-007   0.427908272E+000
   0.11858767651998399E-007   0.427344888E+000
   0.11860308351966178E-007   0.426760107E+000
   0.11861849051933958E-007   0.426153719E+000
   0.11863389751901737E-007   0.425524950E+000
   0.11864930451869517E-007   0.424873561E+000
   0.11866471151837296E-007   0.424200118E+000
   0.11868011851805076E-007   0.423505157E+000
   0.11869552551772855E-007   0.422789067E+000
   0.11871093251740635E-007   0.422051400E+000
   0.11872633951708414E-007   0.421291620E+000
   0.11874174651676193E-007   0.420509815E+000
   0.11875715351643973E-007   0.419706434E+000
   0.11877256051611752E-007   0.418882281E+000
   0.11878796751579532E-007   0.418037415E+000
   0.11880337451547311E-007   0.417171448E+000
   0.11881878151515091E-007   0.416283786E+000
   0.11883418851482870E-007   0.415374428E+000
   0.11884959551450650E-007   0.414444059E+000
   0.11886500251418429E-007   0.413493454E+000
   0.11888040951386208E-007   0.412522554E+000
   0.11889581651353988E-007   0.411530823E+000
   0.11891122351321767E-007   0.410517752E+000
   0.11892663051289547E-007   0.409483552E+000
   0.11894203751257326E-007   0.408429027E+000
   0.11895744451225106E-007   0.407354832E+000
   0.11897285151192885E-007   0.406260818E+000
   0.11898825851160665E-007   0.405146301E+000
   0.11900366551128444E-007   0.404010981E+000
   0.11901907251096223E-007   0.402855217E+000
   0.11903447951064003E-007   0.401679814E+000
   0.11904988651031782E-007   0.400485188E+000
   0.11906529350999562E-007   0.399271101E+000
   0.11908070050967341E-007   0.398036957E+000
   0.11909610750935121E-007   0.396782577E+000
   0.11911151450902900E-007   0.395508438E+000
   0.11912692150870680E-007   0.394215286E+000
   0.11914232850838459E-007   0.392903388E+000
   0.11915773550806238E-007   0.391572446E+000
   0.11917314250774018E-007   0.390221953E+000
   0.11918854950741797E-007   0.388851821E+000
   0.11920395650709577E-007   0.387462676E+000
   0.11921936350677356E-007   0.386055380E+000
   0.11923477050645136E-007   0.384630024E+000
   0.11925017750612915E-007   0.383186132E+000
   0.11926558450580695E-007   0.381723106E+000
   0.11928099150548474E-007   0.380240977E+000
   0.11929639850516253E-007   0.378740549E+000
   0.11931180550484033E-007   0.377222568E+000
   0.11932721250451812E-007   0.375686944E+000
   0.11934261950419592E-007   0.374133438E+000
   0.11935802650387371E-007   0.372561395E+000
   0.11937343350355151E-007   0.370971084E+000
   0.11938884050322930E-007   0.369363189E+000
   0.11940424750290710E-007   0.367738366E+000
   0.11941965450258489E-007   0.366096705E+000
   0.11943506150226268E-007   0.364437521E+000
   0.11945046850194048E-007   0.362760544E+000
   0.11946587550161827E-007   0.361065984E+000
   0.11948128250129607E-007   0.359354645E+000
   0.11949668950097386E-007   0.357627064E+000
   0.11951209650065166E-007   0.355883151E+000
   0.11952750350032945E-007   0.354122251E+000
   0.11954291050000725E-007   0.352344096E+000
   0.11955831749968504E-007   0.350549161E+000
   0.11957372449936284E-007   0.348738343E+000
   0.11958913149904063E-007   0.346912026E+000
   0.11960453849871842E-007   0.345069945E+000
   0.11961994549839622E-007   0.343211532E+000
   0.11963535249807401E-007   0.341336668E+000
   0.11965075949775181E-007   0.339445978E+000
   0.11966616649742960E-007   0.337540120E+000
   0.11968157349710740E-007   0.335619450E+000
   0.11969698049678519E-007   0.333683580E+000
   0.11971238749646299E-007   0.331731945E+000
   0.11972779449614078E-007   0.329764634E+000
   0.11974320149581857E-007   0.327782333E+000
   0.11975860849549637E-007   0.325785756E+000
   0.11977401549517416E-007   0.323775023E+000
   0.11978942249485196E-007   0.321749717E+000
   0.11980482949452975E-007   0.319709420E+000
   0.11982023649420755E-007   0.317654252E+000
   0.11983564349388534E-007   0.315584928E+000
   0.11985105049356314E-007   0.313502133E+000
   0.11986645749324093E-007   0.311405927E+000
   0.11988186449291872E-007   0.309295833E+000
   0.11989727149259652E-007   0.307171434E+000
   0.11991267849227431E-007   0.305032969E+000
   0.11992808549195211E-007   0.302881271E+000
   0.11994349249162990E-007   0.300716937E+000
   0.11995889949130770E-007   0.298539847E+000
   0.11997430649098549E-007   0.296349466E+000
   0.11998971349066329E-007   0.294145495E+000
   0.12000512049034108E-007   0.291928411E+000
   0.12002052749001887E-007   0.289699078E+000
   0.12003593448969667E-007   0.287457943E+000
   0.12005134148937446E-007   0.285204798E+000
   0.12006674848905226E-007   0.282939166E+000
   0.12008215548873005E-007   0.280660719E+000
   0.12009756248840785E-007   0.278370142E+000
   0.12011296948808564E-007   0.276068240E+000
   0.12012837648776344E-007   0.273755252E+000
   0.12014378348744123E-007   0.271430939E+000
   0.12015919048711902E-007   0.269094706E+000
   0.12017459748679682E-007   0.266746491E+000
   0.12019000448647461E-007   0.264387041E+000
   0.12020541148615241E-007   0.262017250E+000
   0.12022081848583020E-007   0.259637296E+000
   0.12023622548550800E-007   0.257246792E+000
   0.12025163248518579E-007   0.254845202E+000
   0.12026703948486359E-007   0.252432585E+000
   0.12028244648454138E-007   0.250009686E+000
   0.12029785348421917E-007   0.247577295E+000
   0.12031326048389697E-007   0.245135367E+000
   0.12032866748357476E-007   0.242683530E+000
   0.12034407448325256E-007   0.240221456E+000
   0.12035948148293035E-007   0.237749308E+000
   0.12037488848260815E-007   0.235267922E+000
   0.12039029548228594E-007   0.232777938E+000
   0.12040570248196374E-007   0.230279297E+000
   0.12042110948164153E-007   0.227771461E+000
   0.12043651648131933E-007   0.225254163E+000
   0.12045192348099712E-007   0.222727761E+000
   0.12046733048067491E-007   0.220193103E+000
   0.12048273748035271E-007   0.217650786E+000
   0.12049814448003050E-007   0.215100691E+000
   0.12051355147970830E-007   0.212542117E+000
   0.12052895847938609E-007   0.209974900E+000
   0.12054436547906389E-007   0.207399532E+000
   0.12055977247874168E-007   0.204816937E+000
   0.12057517947841948E-007   0.202227563E+000
   0.12059058647809727E-007   0.199631110E+000
   0.12060599347777506E-007   0.197027043E+000
   0.12062140047745286E-007   0.194415286E+000
   0.12063680747713065E-007   0.191796422E+000
   0.12065221447680845E-007   0.189171225E+000
   0.12066762147648624E-007   0.186540067E+000
   0.12068302847616404E-007   0.183902562E+000
   0.12069843547584183E-007   0.181258246E+000
   0.12071384247551963E-007   0.178607166E+000
   0.12072924947519742E-007   0.175950050E+000
   0.12074465647487521E-007   0.173287630E+000
   0.12076006347455301E-007   0.170620099E+000
   0.12077547047423080E-007   0.167946979E+000
   0.12079087747390860E-007   0.165267885E+000
   0.12080628447358639E-007   0.162583023E+000
   0.12082169147326419E-007   0.159893095E+000
   0.12083709847294198E-007   0.157198846E+000
   0.12085250547261978E-007   0.154500291E+000
   0.12086791247229757E-007   0.151796967E+000
   0.12088331947197536E-007   0.149088502E+000
   0.12089872647165316E-007   0.146375194E+000
   0.12091413347133095E-007   0.143657908E+000
   0.12092954047100875E-007   0.140937284E+000
   0.12094494747068654E-007   0.138213143E+000
   0.12096035447036434E-007   0.135485053E+000
   0.12097576147004213E-007   0.132752717E+000
   0.12099116846971993E-007   0.130016595E+000
   0.12100657546939772E-007   0.127277493E+000
   0.12102198246907551E-007   0.124535941E+000
   0.12103738946875331E-007   0.121791676E+000
   0.12105279646843110E-007   0.119044192E+000
   0.12106820346810890E-007   0.116293415E+000
   0.12108361046778669E-007   0.113539875E+000
   0.12109901746746449E-007   0.110784404E+000
   0.12111442446714228E-007   0.108027339E+000
   0.12112983146682008E-007   0.105268359E+000
   0.12114523846649787E-007   0.102506958E+000
   0.12116064546617566E-007   0.997431651E-001
   0.12117605246585346E-007   0.969776437E-001
   0.12119145946553125E-007   0.942112058E-001
   0.12120686646520905E-007   0.914440528E-001
   0.12122227346488684E-007   0.886757821E-001
   0.12123768046456464E-007   0.859059095E-001
   0.12125308746424243E-007   0.831346139E-001
   0.12126849446392023E-007   0.803626403E-001
   0.12128390146359802E-007   0.775907114E-001
   0.12129930846327582E-007   0.748188794E-001
   0.12131471546295361E-007   0.720466599E-001
   0.12133012246263140E-007   0.692737177E-001
   0.12134552946230920E-007   0.665003657E-001
   0.12136093646198699E-007   0.637273863E-001
   0.12137634346166479E-007   0.609554201E-001
   0.12139175046134258E-007   0.581843778E-001
   0.12140715746102038E-007   0.554137565E-001
   0.12142256446069817E-007   0.526432618E-001
   0.12143797146037597E-007   0.498733297E-001
   0.12145337846005376E-007   0.471047722E-001
   0.12146878545973155E-007   0.443381183E-001
   0.12148419245940935E-007   0.415731482E-001
   0.12149959945908714E-007   0.388093293E-001
   0.12151500645876494E-007   0.360465012E-001
   0.12153041345844273E-007   0.332851969E-001
   0.12154582045812053E-007   0.305262934E-001
   0.12156122745779832E-007   0.277701952E-001
   0.12157663445747612E-007   0.250166226E-001
   0.12159204145715391E-007   0.222650263E-001
   0.12160744845683170E-007   0.195153523E-001
   0.12162285545650950E-007   0.167682115E-001
   0.12163826245618729E-007   0.140243853E-001
   0.12165366945586509E-007   0.112841371E-001
   0.12166907645554288E-007   0.854709372E-002
   0.12168448345522068E-007   0.581277581E-002
   0.12169989045489847E-007   0.308127701E-002
   0.12171529745457627E-007   0.353330252E-003
   0.12173070445425406E-007  -0.237031211E-002
   0.12174611145393185E-007  -0.508950511E-002
   0.12176151845360965E-007  -0.780470902E-002
   0.12177692545328744E-007  -0.105163464E-001
   0.12179233245296524E-007  -0.132242115E-001
   0.12180773945264303E-007  -0.159275476E-001
   0.12182314645232083E-007  -0.186257083E-001
   0.12183855345199862E-007  -0.213187095E-001
   0.12185396045167642E-007  -0.240070540E-001
   0.12186936745135421E-007  -0.266910587E-001
   0.12188477445103200E-007  -0.293703694E-001
   0.12190018145070980E-007  -0.320441872E-001
   0.12191558845038759E-007  -0.347119607E-001
   0.12193099545006539E-007  -0.373738408E-001
   0.12194640244974318E-007  -0.400303565E-001
   0.12196180944942098E-007  -0.426817052E-001
   0.12197721644909877E-007  -0.453273915E-001
   0.12199262344877657E-007  -0.479665995E-001
   0.12200803044845436E-007  -0.505989194E-001
   0.12202343744813215E-007  -0.532246493E-001
   0.12203884444780995E-007  -0.558443628E-001
   0.12205425144748774E-007  -0.584581457E-001
   0.12206965844716554E-007  -0.610653833E-001
   0.12208506544684333E-007  -0.636652708E-001
   0.12210047244652113E-007  -0.662574768E-001
   0.12211587944619892E-007  -0.688424110E-001
   0.12213128644587672E-007  -0.714205950E-001
   0.12214669344555451E-007  -0.739920065E-001
   0.12216210044523231E-007  -0.765559375E-001
   0.12217750744491010E-007  -0.791116357E-001
   0.12219291444458789E-007  -0.816588774E-001
   0.12220832144426569E-007  -0.841981769E-001
   0.12222372844394348E-007  -0.867300183E-001
   0.12223913544362128E-007  -0.892542601E-001
   0.12225454244329907E-007  -0.917701572E-001
   0.12226994944297687E-007  -0.942770243E-001
   0.12228535644265466E-007  -0.967748240E-001
   0.12230076344233246E-007  -0.992640629E-001
   0.12231617044201025E-007  -0.101745203E+000
   0.12233157744168804E-007  -0.104217917E+000
   0.12234698444136584E-007  -0.106681406E+000
   0.12236239144104363E-007  -0.109135047E+000
   0.12237779844072143E-007  -0.111578919E+000
   0.12239320544039922E-007  -0.114013575E+000
   0.12240861244007702E-007  -0.116439365E+000
   0.12242401943975481E-007  -0.118855946E+000
   0.12243942643943261E-007  -0.121262498E+000
   0.12245483343911040E-007  -0.123658530E+000
   0.12247024043878819E-007  -0.126044273E+000
   0.12248564743846599E-007  -0.128420278E+000
   0.12250105443814378E-007  -0.130786732E+000
   0.12251646143782158E-007  -0.133143112E+000
   0.12253186843749937E-007  -0.135488689E+000
   0.12254727543717717E-007  -0.137823015E+000
   0.12256268243685496E-007  -0.140146449E+000
   0.12257808943653276E-007  -0.142459497E+000
   0.12259349643621055E-007  -0.144762278E+000
   0.12260890343588834E-007  -0.147054151E+000
   0.12262431043556614E-007  -0.149334431E+000
   0.12263971743524393E-007  -0.151602894E+000
   0.12265512443492173E-007  -0.153859988E+000
   0.12267053143459952E-007  -0.156106189E+000
   0.12268593843427732E-007  -0.158341452E+000
   0.12270134543395511E-007  -0.160565108E+000
   0.12271675243363291E-007  -0.162776425E+000
   0.12273215943331070E-007  -0.164975345E+000
   0.12274756643298849E-007  -0.167162389E+000
   0.12276297343266629E-007  -0.169337973E+000
   0.12277838043234408E-007  -0.171501875E+000
   0.12279378743202188E-007  -0.173653409E+000
   0.12280919443169967E-007  -0.175791904E+000
   0.12282460143137747E-007  -0.177917466E+000
   0.12284000843105526E-007  -0.180030689E+000
   0.12285541543073306E-007  -0.182131931E+000
   0.12287082243041085E-007  -0.184220925E+000
   0.12288622943008864E-007  -0.186296880E+000
   0.12290163642976644E-007  -0.188359290E+000
   0.12291704342944423E-007  -0.190408304E+000
   0.12293245042912203E-007  -0.192444503E+000
   0.12294785742879982E-007  -0.194468126E+000
   0.12296326442847762E-007  -0.196478754E+000
   0.12297867142815541E-007  -0.198475599E+000
   0.12299407842783321E-007  -0.200458333E+000
   0.12300948542751100E-007  -0.202427223E+000
   0.12302489242718880E-007  -0.204382911E+000
   0.12304029942686659E-007  -0.206325531E+000
   0.12305570642654438E-007  -0.208254546E+000
   0.12307111342622218E-007  -0.210169241E+000
   0.12308652042589997E-007  -0.212069348E+000
   0.12310192742557777E-007  -0.213955209E+000
   0.12311733442525556E-007  -0.215827391E+000
   0.12313274142493336E-007  -0.217685953E+000
   0.12314814842461115E-007  -0.219530359E+000
   0.12316355542428895E-007  -0.221359819E+000
   0.12317896242396674E-007  -0.223174199E+000
   0.12319436942364453E-007  -0.224974081E+000
   0.12320977642332233E-007  -0.226759896E+000
   0.12322518342300012E-007  -0.228531599E+000
   0.12324059042267792E-007  -0.230288446E+000
   0.12325599742235571E-007  -0.232029900E+000
   0.12327140442203351E-007  -0.233755946E+000
   0.12328681142171130E-007  -0.235467136E+000
   0.12330221842138910E-007  -0.237163961E+000
   0.12331762542106689E-007  -0.238846138E+000
   0.12333303242074468E-007  -0.240512967E+000
   0.12334843942042248E-007  -0.242163941E+000
   0.12336384642010027E-007  -0.243799239E+000
   0.12337925341977807E-007  -0.245419413E+000
   0.12339466041945586E-007  -0.247024789E+000
   0.12341006741913366E-007  -0.248614982E+000
   0.12342547441881145E-007  -0.250189245E+000
   0.12344088141848925E-007  -0.251747161E+000
   0.12345628841816704E-007  -0.253289163E+000
   0.12347169541784483E-007  -0.254815757E+000
   0.12348710241752263E-007  -0.256327182E+000
   0.12350250941720042E-007  -0.257823050E+000
   0.12351791641687822E-007  -0.259302557E+000
   0.12353332341655601E-007  -0.260765612E+000
   0.12354873041623381E-007  -0.262212425E+000
   0.12356413741591160E-007  -0.263643593E+000
   0.12357954441558940E-007  -0.265059263E+000
   0.12359495141526719E-007  -0.266458750E+000
   0.12361035841494498E-007  -0.267841548E+000
   0.12362576541462278E-007  -0.269207537E+000
   0.12364117241430057E-007  -0.270557046E+000
   0.12365657941397837E-007  -0.271890819E+000
   0.12367198641365616E-007  -0.273208737E+000
   0.12368739341333396E-007  -0.274510175E+000
   0.12370280041301175E-007  -0.275794506E+000
   0.12371820741268955E-007  -0.277061790E+000
   0.12373361441236734E-007  -0.278312594E+000
   0.12374902141204513E-007  -0.279547304E+000
   0.12376442841172293E-007  -0.280765951E+000
   0.12377983541140072E-007  -0.281967670E+000
   0.12379524241107852E-007  -0.283152074E+000
   0.12381064941075631E-007  -0.284319222E+000
   0.12382605641043411E-007  -0.285469711E+000
   0.12384146341011190E-007  -0.286603898E+000
   0.12385687040978970E-007  -0.287721634E+000
   0.12387227740946749E-007  -0.288822085E+000
   0.12388768440914529E-007  -0.289904982E+000
   0.12390309140882308E-007  -0.290970564E+000
   0.12391849840850087E-007  -0.292019457E+000
   0.12393390540817867E-007  -0.293051958E+000
   0.12394931240785646E-007  -0.294067740E+000
   0.12396471940753426E-007  -0.295066029E+000
   0.12398012640721205E-007  -0.296046525E+000
   0.12399553340688985E-007  -0.297009587E+000
   0.12401094040656764E-007  -0.297955871E+000
   0.12402634740624544E-007  -0.298885584E+000
   0.12404175440592323E-007  -0.299798220E+000
   0.12405716140560102E-007  -0.300693154E+000
   0.12407256840527882E-007  -0.301570266E+000
   0.12408797540495661E-007  -0.302429885E+000
   0.12410338240463441E-007  -0.303272694E+000
   0.12411878940431220E-007  -0.304098755E+000
   0.12413419640399000E-007  -0.304907680E+000
   0.12414960340366779E-007  -0.305698752E+000
   0.12416501040334559E-007  -0.306471974E+000
   0.12418041740302338E-007  -0.307227671E+000
   0.12419582440270117E-007  -0.307966441E+000
   0.12421123140237897E-007  -0.308688372E+000
   0.12422663840205676E-007  -0.309392810E+000
   0.12424204540173456E-007  -0.310079187E+000
   0.12425745240141235E-007  -0.310747772E+000
   0.12427285940109015E-007  -0.311399043E+000
   0.12428826640076794E-007  -0.312033325E+000
   0.12430367340044574E-007  -0.312650621E+000
   0.12431908040012353E-007  -0.313250184E+000
   0.12433448739980132E-007  -0.313831717E+000
   0.12434989439947912E-007  -0.314395428E+000
   0.12436530139915691E-007  -0.314941883E+000
   0.12438070839883471E-007  -0.315471530E+000
   0.12439611539851250E-007  -0.315983981E+000
   0.12441152239819030E-007  -0.316478640E+000
   0.12442692939786809E-007  -0.316955149E+000
   0.12444233639754589E-007  -0.317414045E+000
   0.12445774339722368E-007  -0.317855775E+000
   0.12447315039690147E-007  -0.318280637E+000
   0.12448855739657927E-007  -0.318688244E+000
   0.12450396439625706E-007  -0.319077939E+000
   0.12451937139593486E-007  -0.319449663E+000
   0.12453477839561265E-007  -0.319803834E+000
   0.12455018539529045E-007  -0.320141047E+000
   0.12456559239496824E-007  -0.320461392E+000
   0.12458099939464604E-007  -0.320764393E+000
   0.12459640639432383E-007  -0.321049511E+000
   0.12461181339400162E-007  -0.321316749E+000
   0.12462722039367942E-007  -0.321566612E+000
   0.12464262739335721E-007  -0.321799576E+000
   0.12465803439303501E-007  -0.322015643E+000
   0.12467344139271280E-007  -0.322214454E+000
   0.12468884839239060E-007  -0.322395325E+000
   0.12470425539206839E-007  -0.322558433E+000
   0.12471966239174619E-007  -0.322704345E+000
   0.12473506939142398E-007  -0.322833598E+000
   0.12475047639110177E-007  -0.322946072E+000
   0.12476588339077957E-007  -0.323041171E+000
   0.12478129039045736E-007  -0.323118508E+000
   0.12479669739013516E-007  -0.323178321E+000
   0.12481210438981295E-007  -0.323221147E+000
   0.12482751138949075E-007  -0.323247463E+000
   0.12484291838916854E-007  -0.323257089E+000
   0.12485832538884634E-007  -0.323249340E+000
   0.12487373238852413E-007  -0.323223948E+000
   0.12488913938820193E-007  -0.323181272E+000
   0.12490454638787972E-007  -0.323121846E+000
   0.12491995338755751E-007  -0.323046029E+000
   0.12493536038723531E-007  -0.322953641E+000
   0.12495076738691310E-007  -0.322844028E+000
   0.12496617438659090E-007  -0.322716981E+000
   0.12498158138626869E-007  -0.322572976E+000
   0.12499698838594649E-007  -0.322412580E+000
   0.12501239538562428E-007  -0.322235942E+000
   0.12502780238530208E-007  -0.322042793E+000
   0.12504320938497987E-007  -0.321832418E+000
   0.12505861638465766E-007  -0.321604908E+000
   0.12507402338433546E-007  -0.321360707E+000
   0.12508943038401325E-007  -0.321100473E+000
   0.12510483738369105E-007  -0.320824206E+000
   0.12512024438336884E-007  -0.320531428E+000
   0.12513565138304664E-007  -0.320221633E+000
   0.12515105838272443E-007  -0.319894880E+000
   0.12516646538240223E-007  -0.319551945E+000
   0.12518187238208002E-007  -0.319193244E+000
   0.12519727938175781E-007  -0.318818748E+000
   0.12521268638143561E-007  -0.318427920E+000
   0.12522809338111340E-007  -0.318020374E+000
   0.12524350038079120E-007  -0.317596197E+000
   0.12525890738046899E-007  -0.317156106E+000
   0.12527431438014679E-007  -0.316700518E+000
   0.12528972137982458E-007  -0.316229343E+000
   0.12530512837950238E-007  -0.315742016E+000
   0.12532053537918017E-007  -0.315238178E+000
   0.12533594237885796E-007  -0.314718217E+000
   0.12535134937853576E-007  -0.314182729E+000
   0.12536675637821355E-007  -0.313632101E+000
   0.12538216337789135E-007  -0.313066065E+000
   0.12539757037756914E-007  -0.312484145E+000
   0.12541297737724694E-007  -0.311886072E+000
   0.12542838437692473E-007  -0.311272264E+000
   0.12544379137660253E-007  -0.310643464E+000
   0.12545919837628032E-007  -0.309999824E+000
   0.12547460537595811E-007  -0.309340924E+000
   0.12549001237563591E-007  -0.308666199E+000
   0.12550541937531370E-007  -0.307975620E+000
   0.12552082637499150E-007  -0.307269901E+000
   0.12553623337466929E-007  -0.306549579E+000
   0.12555164037434709E-007  -0.305814803E+000
   0.12556704737402488E-007  -0.305065066E+000
   0.12558245437370268E-007  -0.304299861E+000
   0.12559786137338047E-007  -0.303519219E+000
   0.12561326837305826E-007  -0.302723795E+000
   0.12562867537273606E-007  -0.301914245E+000
   0.12564408237241385E-007  -0.301090539E+000
   0.12565948937209165E-007  -0.300252169E+000
   0.12567489637176944E-007  -0.299398661E+000
   0.12569030337144724E-007  -0.298530251E+000
   0.12570571037112503E-007  -0.297647595E+000
   0.12572111737080283E-007  -0.296751142E+000
   0.12573652437048062E-007  -0.295840859E+000
   0.12575193137015842E-007  -0.294916123E+000
   0.12576733836983621E-007  -0.293976635E+000
   0.12578274536951400E-007  -0.293022811E+000
   0.12579815236919180E-007  -0.292055398E+000
   0.12581355936886959E-007  -0.291074663E+000
   0.12582896636854739E-007  -0.290080339E+000
   0.12584437336822518E-007  -0.289071977E+000
   0.12585978036790298E-007  -0.288049251E+000
   0.12587518736758077E-007  -0.287012666E+000
   0.12589059436725857E-007  -0.285962969E+000
   0.12590600136693636E-007  -0.284900427E+000
   0.12592140836661415E-007  -0.283824623E+000
   0.12593681536629195E-007  -0.282735050E+000
   0.12595222236596974E-007  -0.281631678E+000
   0.12596762936564754E-007  -0.280514896E+000
   0.12598303636532533E-007  -0.279385626E+000
   0.12599844336500313E-007  -0.278243959E+000
   0.12601385036468092E-007  -0.277089477E+000
   0.12602925736435872E-007  -0.275921643E+000
   0.12604466436403651E-007  -0.274740487E+000
   0.12606007136371430E-007  -0.273546666E+000
   0.12607547836339210E-007  -0.272340745E+000
   0.12609088536306989E-007  -0.271122873E+000
   0.12610629236274769E-007  -0.269892454E+000
   0.12612169936242548E-007  -0.268649101E+000
   0.12613710636210328E-007  -0.267393023E+000
   0.12615251336178107E-007  -0.266124815E+000
   0.12616792036145887E-007  -0.264845133E+000
   0.12618332736113666E-007  -0.263553888E+000
   0.12619873436081445E-007  -0.262250602E+000
   0.12621414136049225E-007  -0.260934860E+000
   0.12622954836017004E-007  -0.259606957E+000
   0.12624495535984784E-007  -0.258267641E+000
   0.12626036235952563E-007  -0.256917477E+000
   0.12627576935920343E-007  -0.255556226E+000
   0.12629117635888122E-007  -0.254183173E+000
   0.12630658335855902E-007  -0.252798200E+000
   0.12632199035823681E-007  -0.251401693E+000
   0.12633739735791460E-007  -0.249994323E+000
   0.12635280435759240E-007  -0.248576492E+000
   0.12636821135727019E-007  -0.247147992E+000
   0.12638361835694799E-007  -0.245708272E+000
   0.12639902535662578E-007  -0.244257197E+000
   0.12641443235630358E-007  -0.242795259E+000
   0.12642983935598137E-007  -0.241323158E+000
   0.12644524635565917E-007  -0.239841133E+000
   0.12646065335533696E-007  -0.238348886E+000
   0.12647606035501475E-007  -0.236845881E+000
   0.12649146735469255E-007  -0.235332102E+000
   0.12650687435437034E-007  -0.233808145E+000
   0.12652228135404814E-007  -0.232274637E+000
   0.12653768835372593E-007  -0.230731800E+000
   0.12655309535340373E-007  -0.229179084E+000
   0.12656850235308152E-007  -0.227616087E+000
   0.12658390935275932E-007  -0.226042911E+000
   0.12659931635243711E-007  -0.224460244E+000
   0.12661472335211491E-007  -0.222868755E+000
   0.12663013035179270E-007  -0.221268445E+000
   0.12664553735147049E-007  -0.219658852E+000
   0.12666094435114829E-007  -0.218039483E+000
   0.12667635135082608E-007  -0.216410622E+000
   0.12669175835050388E-007  -0.214772984E+000
   0.12670716535018167E-007  -0.213127092E+000
   0.12672257234985947E-007  -0.211472854E+000
   0.12673797934953726E-007  -0.209809735E+000
   0.12675338634921506E-007  -0.208137408E+000
   0.12676879334889285E-007  -0.206456274E+000
   0.12678420034857064E-007  -0.204767063E+000
   0.12679960734824844E-007  -0.203070238E+000
   0.12681501434792623E-007  -0.201365590E+000
   0.12683042134760403E-007  -0.199652568E+000
   0.12684582834728182E-007  -0.197931007E+000
   0.12686123534695962E-007  -0.196201354E+000
   0.12687664234663741E-007  -0.194464371E+000
   0.12689204934631521E-007  -0.192720398E+000
   0.12690745634599300E-007  -0.190969080E+000
   0.12692286334567079E-007  -0.189209834E+000
   0.12693827034534859E-007  -0.187442645E+000
   0.12695367734502638E-007  -0.185668081E+000
   0.12696908434470418E-007  -0.183886886E+000
   0.12698449134438197E-007  -0.182099238E+000
   0.12699989834405977E-007  -0.180304766E+000
   0.12701530534373756E-007  -0.178503022E+000
   0.12703071234341536E-007  -0.176694080E+000
   0.12704611934309315E-007  -0.174878582E+000
   0.12706152634277094E-007  -0.173057184E+000
   0.12707693334244874E-007  -0.171229914E+000
   0.12709234034212653E-007  -0.169396311E+000
   0.12710774734180433E-007  -0.167555958E+000
   0.12712315434148212E-007  -0.165709063E+000
   0.12713856134115992E-007  -0.163856328E+000
   0.12715396834083771E-007  -0.161998287E+000
   0.12716937534051551E-007  -0.160134897E+000
   0.12718478234019330E-007  -0.158265680E+000
   0.12720018933987109E-007  -0.156390354E+000
   0.12721559633954889E-007  -0.154509306E+000
   0.12723100333922668E-007  -0.152623221E+000
   0.12724641033890448E-007  -0.150732592E+000
   0.12726181733858227E-007  -0.148837164E+000
   0.12727722433826007E-007  -0.146936387E+000
   0.12729263133793786E-007  -0.145030111E+000
   0.12730803833761566E-007  -0.143118829E+000
   0.12732344533729345E-007  -0.141203210E+000
   0.12733885233697124E-007  -0.139283657E+000
   0.12735425933664904E-007  -0.137359872E+000
   0.12736966633632683E-007  -0.135431349E+000
