t              OneCable.fdtd_Bulk probe_Jx_30_23_25__30_26_34.dat
   0.40058199162265606E-008   0.383016377E-004
   0.40073606161943401E-008   0.380656311E-004
   0.40089013161621195E-008   0.378285004E-004
   0.40104420161298990E-008   0.375902418E-004
   0.40119827160976784E-008   0.373508519E-004
   0.40135234160654579E-008   0.371102979E-004
   0.40150641160332373E-008   0.368685869E-004
   0.40166048160010168E-008   0.366257191E-004
   0.40181455159687962E-008   0.363817053E-004
   0.40196862159365757E-008   0.361365601E-004
   0.40212269159043551E-008   0.358902616E-004
   0.40227676158721346E-008   0.356428063E-004
   0.40243083158399140E-008   0.353941759E-004
   0.40258490158076934E-008   0.351443705E-004
   0.40273897157754729E-008   0.348934009E-004
   0.40289304157432523E-008   0.346412744E-004
   0.40304711157110318E-008   0.343879983E-004
   0.40320118156788112E-008   0.341335581E-004
   0.40335525156465907E-008   0.338779355E-004
   0.40350932156143701E-008   0.336211197E-004
   0.40366339155821496E-008   0.333631324E-004
   0.40381746155499290E-008   0.331039773E-004
   0.40397153155177085E-008   0.328436545E-004
   0.40412560154854879E-008   0.325821675E-004
   0.40427967154532674E-008   0.323195127E-004
   0.40443374154210468E-008   0.320556683E-004
   0.40458781153888262E-008   0.317906379E-004
   0.40474188153566057E-008   0.315244215E-004
   0.40489595153243851E-008   0.312570337E-004
   0.40505002152921646E-008   0.309884563E-004
   0.40520409152599440E-008   0.307186783E-004
   0.40535816152277235E-008   0.304476962E-004
   0.40551223151955029E-008   0.301755172E-004
   0.40566630151632824E-008   0.299021503E-004
   0.40582037151310618E-008   0.296276048E-004
   0.40597444150988413E-008   0.293518897E-004
   0.40612851150666207E-008   0.290749813E-004
   0.40628258150344002E-008   0.287968596E-004
   0.40643665150021796E-008   0.285175065E-004
   0.40659072149699590E-008   0.282369365E-004
   0.40674479149377385E-008   0.279551659E-004
   0.40689886149055179E-008   0.276722130E-004
   0.40705293148732974E-008   0.273880760E-004
   0.40720700148410768E-008   0.271027438E-004
   0.40736107148088563E-008   0.268161948E-004
   0.40751514147766357E-008   0.265284179E-004
   0.40766921147444152E-008   0.262394369E-004
   0.40782328147121946E-008   0.259492517E-004
   0.40797735146799741E-008   0.256578860E-004
   0.40813142146477535E-008   0.253653307E-004
   0.40828549146155330E-008   0.250715711E-004
   0.40843956145833124E-008   0.247766166E-004
   0.40859363145510919E-008   0.244804469E-004
   0.40874770145188713E-008   0.241830876E-004
   0.40890177144866507E-008   0.238845550E-004
   0.40905584144544302E-008   0.235848547E-004
   0.40920991144222096E-008   0.232839866E-004
   0.40936398143899891E-008   0.229819234E-004
   0.40951805143577685E-008   0.226786742E-004
   0.40967212143255480E-008   0.223742463E-004
   0.40982619142933274E-008   0.220686597E-004
   0.40998026142611069E-008   0.217619290E-004
   0.41013433142288863E-008   0.214540578E-004
   0.41028840141966658E-008   0.211450370E-004
   0.41044247141644452E-008   0.208348465E-004
   0.41059654141322247E-008   0.205234937E-004
   0.41075061141000041E-008   0.202110004E-004
   0.41090468140677835E-008   0.198973867E-004
   0.41105875140355630E-008   0.195826597E-004
   0.41121282140033424E-008   0.192668103E-004
   0.41136689139711219E-008   0.189498423E-004
   0.41152096139389013E-008   0.186317466E-004
   0.41167503139066808E-008   0.183125539E-004
   0.41182910138744602E-008   0.179922881E-004
   0.41198317138422397E-008   0.176709618E-004
   0.41213724138100191E-008   0.173485787E-004
   0.41229131137777986E-008   0.170251187E-004
   0.41244538137455780E-008   0.167005874E-004
   0.41259945137133575E-008   0.163749974E-004
   0.41275352136811369E-008   0.160483669E-004
   0.41290759136489164E-008   0.157207342E-004
   0.41306166136166958E-008   0.153921101E-004
   0.41321573135844752E-008   0.150624910E-004
   0.41336980135522547E-008   0.147318797E-004
   0.41352387135200341E-008   0.144002761E-004
   0.41367794134878136E-008   0.140676939E-004
   0.41383201134555930E-008   0.137341540E-004
   0.41398608134233725E-008   0.133996882E-004
   0.41414015133911519E-008   0.130643302E-004
   0.41429422133589314E-008   0.127280864E-004
   0.41444829133267108E-008   0.123909413E-004
   0.41460236132944903E-008   0.120528903E-004
   0.41475643132622697E-008   0.117139525E-004
   0.41491050132300492E-008   0.113741535E-004
   0.41506457131978286E-008   0.110335368E-004
   0.41521864131656080E-008   0.106921343E-004
   0.41537271131333875E-008   0.103499497E-004
   0.41552678131011669E-008   0.100069619E-004
   0.41568085130689464E-008   0.966316293E-005
   0.41583492130367258E-008   0.931857176E-005
   0.41598899130045053E-008   0.897323935E-005
   0.41614306129722847E-008   0.862723027E-005
   0.41629713129400642E-008   0.828055363E-005
   0.41645120129078436E-008   0.793321669E-005
   0.41660527128756231E-008   0.758519946E-005
   0.41675934128434025E-008   0.723650010E-005
   0.41691341128111820E-008   0.688716182E-005
   0.41706748127789614E-008   0.653723100E-005
   0.41722155127467409E-008   0.618675904E-005
   0.41737562127145203E-008   0.583575365E-005
   0.41752969126822997E-008   0.548420940E-005
   0.41768376126500792E-008   0.513211171E-005
   0.41783783126178586E-008   0.477948424E-005
   0.41799190125856381E-008   0.442637338E-005
   0.41814597125534175E-008   0.407283824E-005
   0.41830004125211970E-008   0.371892065E-005
   0.41845411124889764E-008   0.336463245E-005
   0.41860818124567559E-008   0.300997021E-005
   0.41876225124245353E-008   0.265491940E-005
   0.41891632123923148E-008   0.229951138E-005
   0.41907039123600942E-008   0.194378731E-005
   0.41922446123278737E-008   0.158781165E-005
   0.41937853122956531E-008   0.123162624E-005
   0.41953260122634325E-008   0.875231706E-006
   0.41968667122312120E-008   0.518615536E-006
   0.41984074121989914E-008   0.161779482E-006
   0.41999481121667709E-008  -0.195240204E-006
   0.42014888121345503E-008  -0.552387007E-006
   0.42030295121023298E-008  -0.909605831E-006
   0.42045702120701092E-008  -0.126687326E-005
   0.42061109120378887E-008  -0.162418792E-005
   0.42076516120056681E-008  -0.198154339E-005
   0.42091923119734476E-008  -0.233890682E-005
   0.42107330119412270E-008  -0.269623570E-005
   0.42122737119090065E-008  -0.305348203E-005
   0.42138144118767859E-008  -0.341061332E-005
   0.42153551118445654E-008  -0.376762296E-005
   0.42168958118123448E-008  -0.412450663E-005
   0.42184365117801242E-008  -0.448123637E-005
   0.42199772117479037E-008  -0.483776876E-005
   0.42215179117156831E-008  -0.519404011E-005
   0.42230586116834626E-008  -0.555000997E-005
   0.42245993116512420E-008  -0.590566697E-005
   0.42261400116190215E-008  -0.626099973E-005
   0.42276807115868009E-008  -0.661599006E-005
   0.42292214115545804E-008  -0.697059977E-005
   0.42307621115223598E-008  -0.732477702E-005
   0.42323028114901393E-008  -0.767848269E-005
   0.42338435114579187E-008  -0.803168587E-005
   0.42353842114256982E-008  -0.838438064E-005
   0.42369249113934776E-008  -0.873656700E-005
   0.42384656113612570E-008  -0.908819948E-005
   0.42400063113290365E-008  -0.943921441E-005
   0.42415470112968159E-008  -0.978956359E-005
   0.42430877112645954E-008  -0.101392125E-004
   0.42446284112323748E-008  -0.104881519E-004
   0.42461691112001543E-008  -0.108363893E-004
   0.42477098111679337E-008  -0.111839117E-004
   0.42492505111357132E-008  -0.115306784E-004
   0.42507912111034926E-008  -0.118766202E-004
   0.42523319110712721E-008  -0.122216888E-004
   0.42538726110390515E-008  -0.125658562E-004
   0.42554133110068310E-008  -0.129091231E-004
   0.42569540109746104E-008  -0.132514679E-004
   0.42584947109423898E-008  -0.135928503E-004
   0.42600354109101693E-008  -0.139332305E-004
   0.42615761108779487E-008  -0.142725476E-004
   0.42631168108457282E-008  -0.146107550E-004
   0.42646575108135076E-008  -0.149478519E-004
   0.42661982107812871E-008  -0.152838238E-004
   0.42677389107490665E-008  -0.156186507E-004
   0.42692796107168460E-008  -0.159522970E-004
   0.42708203106846254E-008  -0.162847082E-004
   0.42723610106524049E-008  -0.166158388E-004
   0.42739017106201843E-008  -0.169456562E-004
   0.42754424105879638E-008  -0.172741475E-004
   0.42769831105557432E-008  -0.176013091E-004
   0.42785238105235227E-008  -0.179271119E-004
   0.42800645104913021E-008  -0.182515159E-004
   0.42816052104590815E-008  -0.185744630E-004
   0.42831459104268610E-008  -0.188959220E-004
   0.42846866103946404E-008  -0.192158695E-004
   0.42862273103624199E-008  -0.195342855E-004
   0.42877680103301993E-008  -0.198511516E-004
   0.42893087102979788E-008  -0.201664334E-004
   0.42908494102657582E-008  -0.204800981E-004
   0.42923901102335377E-008  -0.207921094E-004
   0.42939308102013171E-008  -0.211024508E-004
   0.42954715101690966E-008  -0.214111005E-004
   0.42970122101368760E-008  -0.217180332E-004
   0.42985529101046555E-008  -0.220232214E-004
   0.43000936100724349E-008  -0.223266161E-004
   0.43016343100402143E-008  -0.226281845E-004
   0.43031750100079938E-008  -0.229278940E-004
   0.43047157099757732E-008  -0.232257353E-004
   0.43062564099435527E-008  -0.235216885E-004
   0.43077971099113321E-008  -0.238157263E-004
   0.43093378098791116E-008  -0.241078178E-004
   0.43108785098468910E-008  -0.243979321E-004
   0.43124192098146705E-008  -0.246860363E-004
   0.43139599097824499E-008  -0.249721234E-004
   0.43155006097502294E-008  -0.252561549E-004
   0.43170413097180088E-008  -0.255381074E-004
   0.43185820096857883E-008  -0.258179480E-004
   0.43201227096535677E-008  -0.260956494E-004
   0.43216634096213472E-008  -0.263712027E-004
   0.43232041095891266E-008  -0.266445841E-004
   0.43247448095569060E-008  -0.269157754E-004
   0.43262855095246855E-008  -0.271847657E-004
   0.43278262094924649E-008  -0.274515041E-004
   0.43293669094602444E-008  -0.277159706E-004
   0.43309076094280238E-008  -0.279781179E-004
   0.43324483093958033E-008  -0.282379442E-004
   0.43339890093635827E-008  -0.284954385E-004
   0.43355297093313622E-008  -0.287506118E-004
   0.43370704092991416E-008  -0.290034404E-004
   0.43386111092669211E-008  -0.292538825E-004
   0.43401518092347005E-008  -0.295019163E-004
   0.43416925092024800E-008  -0.297474999E-004
   0.43432332091702594E-008  -0.299906442E-004
   0.43447739091380388E-008  -0.302313401E-004
   0.43463146091058183E-008  -0.304695841E-004
   0.43478553090735977E-008  -0.307053378E-004
   0.43493960090413772E-008  -0.309385578E-004
   0.43509367090091566E-008  -0.311692347E-004
   0.43524774089769361E-008  -0.313973433E-004
   0.43540181089447155E-008  -0.316228798E-004
   0.43555588089124950E-008  -0.318458442E-004
   0.43570995088802744E-008  -0.320662293E-004
   0.43586402088480539E-008  -0.322840024E-004
   0.43601809088158333E-008  -0.324991306E-004
   0.43617216087836128E-008  -0.327115995E-004
   0.43632623087513922E-008  -0.329214163E-004
   0.43648030087191717E-008  -0.331285737E-004
   0.43663437086869511E-008  -0.333330609E-004
   0.43678844086547305E-008  -0.335348668E-004
   0.43694251086225100E-008  -0.337339588E-004
   0.43709658085902894E-008  -0.339303333E-004
   0.43725065085580689E-008  -0.341239756E-004
   0.43740472085258483E-008  -0.343148895E-004
   0.43755879084936278E-008  -0.345030676E-004
   0.43771286084614072E-008  -0.346884954E-004
   0.43786693084291867E-008  -0.348711619E-004
   0.43802100083969661E-008  -0.350510491E-004
   0.43817507083647456E-008  -0.352281713E-004
   0.43832914083325250E-008  -0.354025105E-004
   0.43848321083003045E-008  -0.355740740E-004
   0.43863728082680839E-008  -0.357428398E-004
   0.43879135082358633E-008  -0.359087971E-004
   0.43894542082036428E-008  -0.360719387E-004
   0.43909949081714222E-008  -0.362322571E-004
   0.43925356081392017E-008  -0.363897707E-004
   0.43940763081069811E-008  -0.365444648E-004
   0.43956170080747606E-008  -0.366963432E-004
   0.43971577080425400E-008  -0.368453912E-004
   0.43986984080103195E-008  -0.369915906E-004
   0.44002391079780989E-008  -0.371349379E-004
   0.44017798079458784E-008  -0.372754439E-004
   0.44033205079136578E-008  -0.374130941E-004
   0.44048612078814373E-008  -0.375479140E-004
   0.44064019078492167E-008  -0.376798889E-004
   0.44079426078169962E-008  -0.378090299E-004
   0.44094833077847756E-008  -0.379353150E-004
   0.44110240077525550E-008  -0.380587589E-004
   0.44125647077203345E-008  -0.381793361E-004
   0.44141054076881139E-008  -0.382970866E-004
   0.44156461076558934E-008  -0.384119812E-004
   0.44171868076236728E-008  -0.385240528E-004
   0.44187275075914523E-008  -0.386332904E-004
   0.44202682075592317E-008  -0.387397049E-004
   0.44218089075270112E-008  -0.388433036E-004
   0.44233496074947906E-008  -0.389440902E-004
   0.44248903074625701E-008  -0.390420646E-004
   0.44264310074303495E-008  -0.391372232E-004
   0.44279717073981290E-008  -0.392295697E-004
   0.44295124073659084E-008  -0.393190967E-004
   0.44310531073336878E-008  -0.394058225E-004
   0.44325938073014673E-008  -0.394897615E-004
   0.44341345072692467E-008  -0.395709139E-004
   0.44356752072370262E-008  -0.396492869E-004
   0.44372159072048056E-008  -0.397248878E-004
   0.44387566071725851E-008  -0.397977055E-004
   0.44402973071403645E-008  -0.398677548E-004
   0.44418380071081440E-008  -0.399350611E-004
   0.44433787070759234E-008  -0.399996425E-004
   0.44449194070437029E-008  -0.400614954E-004
   0.44464601070114823E-008  -0.401206198E-004
   0.44480008069792618E-008  -0.401770267E-004
   0.44495415069470412E-008  -0.402307160E-004
   0.44510822069148206E-008  -0.402817095E-004
   0.44526229068826001E-008  -0.403300292E-004
   0.44541636068503795E-008  -0.403756676E-004
   0.44557043068181590E-008  -0.404186503E-004
   0.44572450067859384E-008  -0.404589737E-004
   0.44587857067537179E-008  -0.404966668E-004
   0.44603264067214973E-008  -0.405317405E-004
   0.44618671066892768E-008  -0.405642095E-004
   0.44634078066570562E-008  -0.405940882E-004
   0.44649485066248357E-008  -0.406213803E-004
   0.44664892065926151E-008  -0.406460858E-004
   0.44680299065603946E-008  -0.406682229E-004
   0.44695706065281740E-008  -0.406878207E-004
   0.44711113064959535E-008  -0.407048974E-004
   0.44726520064637329E-008  -0.407194748E-004
   0.44741927064315123E-008  -0.407315565E-004
   0.44757334063992918E-008  -0.407411389E-004
   0.44772741063670712E-008  -0.407482403E-004
   0.44788148063348507E-008  -0.407528642E-004
   0.44803555063026301E-008  -0.407550433E-004
   0.44818962062704096E-008  -0.407548032E-004
   0.44834369062381890E-008  -0.407521511E-004
   0.44849776062059685E-008  -0.407470980E-004
   0.44865183061737479E-008  -0.407396583E-004
   0.44880590061415274E-008  -0.407298394E-004
   0.44895997061093068E-008  -0.407176594E-004
   0.44911404060770863E-008  -0.407031512E-004
   0.44926811060448657E-008  -0.406863255E-004
   0.44942218060126451E-008  -0.406672007E-004
   0.44957625059804246E-008  -0.406457766E-004
   0.44973032059482040E-008  -0.406220679E-004
   0.44988439059159835E-008  -0.405961073E-004
   0.45003846058837629E-008  -0.405679093E-004
   0.45019253058515424E-008  -0.405375031E-004
   0.45034660058193218E-008  -0.405049104E-004
   0.45050067057871013E-008  -0.404701241E-004
   0.45065474057548807E-008  -0.404331659E-004
   0.45080881057226602E-008  -0.403940503E-004
   0.45096288056904396E-008  -0.403527956E-004
   0.45111695056582191E-008  -0.403094382E-004
   0.45127102056259985E-008  -0.402639962E-004
   0.45142509055937780E-008  -0.402164878E-004
   0.45157916055615574E-008  -0.401669095E-004
   0.45173323055293368E-008  -0.401152865E-004
   0.45188730054971163E-008  -0.400616373E-004
   0.45204137054648957E-008  -0.400059944E-004
   0.45219544054326752E-008  -0.399483688E-004
   0.45234951054004546E-008  -0.398887751E-004
   0.45250358053682341E-008  -0.398272277E-004
   0.45265765053360135E-008  -0.397637341E-004
   0.45281172053037930E-008  -0.396983050E-004
   0.45296579052715724E-008  -0.396309842E-004
   0.45311986052393519E-008  -0.395617826E-004
   0.45327393052071313E-008  -0.394907329E-004
   0.45342800051749108E-008  -0.394178314E-004
   0.45358207051426902E-008  -0.393430928E-004
   0.45373614051104696E-008  -0.392665243E-004
   0.45389021050782491E-008  -0.391881513E-004
   0.45404428050460285E-008  -0.391080030E-004
   0.45419835050138080E-008  -0.390261266E-004
   0.45435242049815874E-008  -0.389425113E-004
   0.45450649049493669E-008  -0.388571789E-004
   0.45466056049171463E-008  -0.387701330E-004
   0.45481463048849258E-008  -0.386813663E-004
   0.45496870048527052E-008  -0.385909370E-004
   0.45512277048204847E-008  -0.384988598E-004
   0.45527684047882641E-008  -0.384051673E-004
   0.45543091047560436E-008  -0.383098595E-004
   0.45558498047238230E-008  -0.382129401E-004
   0.45573905046916025E-008  -0.381144200E-004
   0.45589312046593819E-008  -0.380143247E-004
   0.45604719046271613E-008  -0.379126832E-004
   0.45620126045949408E-008  -0.378095101E-004
   0.45635533045627202E-008  -0.377048455E-004
   0.45650940045304997E-008  -0.375986601E-004
   0.45666347044982791E-008  -0.374909796E-004
   0.45681754044660586E-008  -0.373818038E-004
   0.45697161044338380E-008  -0.372711656E-004
   0.45712568044016175E-008  -0.371590868E-004
   0.45727975043693969E-008  -0.370456073E-004
   0.45743382043371764E-008  -0.369307090E-004
   0.45758789043049558E-008  -0.368144210E-004
   0.45774196042727353E-008  -0.366967215E-004
   0.45789603042405147E-008  -0.365776505E-004
   0.45805010042082941E-008  -0.364572261E-004
   0.45820417041760736E-008  -0.363354775E-004
   0.45835824041438530E-008  -0.362124047E-004
   0.45851231041116325E-008  -0.360880149E-004
   0.45866638040794119E-008  -0.359623264E-004
   0.45882045040471914E-008  -0.358353427E-004
   0.45897452040149708E-008  -0.357071040E-004
   0.45912859039827503E-008  -0.355776065E-004
   0.45928266039505297E-008  -0.354469012E-004
   0.45943673039183092E-008  -0.353149662E-004
   0.45959080038860886E-008  -0.351817944E-004
   0.45974487038538681E-008  -0.350474111E-004
   0.45989894038216475E-008  -0.349118309E-004
   0.46005301037894270E-008  -0.347750793E-004
   0.46020708037572064E-008  -0.346371889E-004
   0.46036115037249858E-008  -0.344981490E-004
   0.46051522036927653E-008  -0.343579668E-004
   0.46066929036605447E-008  -0.342166350E-004
   0.46082336036283242E-008  -0.340741717E-004
   0.46097743035961036E-008  -0.339305880E-004
   0.46113150035638831E-008  -0.337859310E-004
   0.46128557035316625E-008  -0.336402009E-004
   0.46143964034994420E-008  -0.334934048E-004
   0.46159371034672214E-008  -0.333455355E-004
   0.46174778034350009E-008  -0.331965821E-004
   0.46190185034027803E-008  -0.330465627E-004
   0.46205592033705598E-008  -0.328955066E-004
   0.46220999033383392E-008  -0.327434318E-004
   0.46236406033061186E-008  -0.325903493E-004
   0.46251813032738981E-008  -0.324362591E-004
   0.46267220032416775E-008  -0.322811647E-004
   0.46282627032094570E-008  -0.321250554E-004
   0.46298034031772364E-008  -0.319679530E-004
   0.46313441031450159E-008  -0.318098828E-004
   0.46328848031127953E-008  -0.316508558E-004
   0.46344255030805748E-008  -0.314908903E-004
   0.46359662030483542E-008  -0.313299715E-004
   0.46375069030161337E-008  -0.311680960E-004
   0.46390476029839131E-008  -0.310052746E-004
   0.46405883029516926E-008  -0.308415147E-004
   0.46421290029194720E-008  -0.306768525E-004
   0.46436697028872514E-008  -0.305112826E-004
   0.46452104028550309E-008  -0.303448178E-004
   0.46467511028228103E-008  -0.301774508E-004
   0.46482918027905898E-008  -0.300091833E-004
   0.46498325027583692E-008  -0.298400173E-004
   0.46513732027261487E-008  -0.296699691E-004
   0.46529139026939281E-008  -0.294990568E-004
   0.46544546026617076E-008  -0.293272751E-004
   0.46559953026294870E-008  -0.291546276E-004
   0.46575360025972665E-008  -0.289811196E-004
   0.46590767025650459E-008  -0.288067367E-004
   0.46606174025328254E-008  -0.286315008E-004
   0.46621581025006048E-008  -0.284554208E-004
   0.46636988024683843E-008  -0.282785040E-004
   0.46652395024361637E-008  -0.281007524E-004
   0.46667802024039431E-008  -0.279221695E-004
   0.46683209023717226E-008  -0.277427462E-004
   0.46698616023395020E-008  -0.275625025E-004
   0.46714023023072815E-008  -0.273814348E-004
   0.46729430022750609E-008  -0.271995577E-004
   0.46744837022428404E-008  -0.270168803E-004
   0.46760244022106198E-008  -0.268333952E-004
   0.46775651021783993E-008  -0.266490970E-004
   0.46791058021461787E-008  -0.264639948E-004
   0.46806465021139582E-008  -0.262780777E-004
   0.46821872020817376E-008  -0.260913785E-004
   0.46837279020495171E-008  -0.259038970E-004
   0.46852686020172965E-008  -0.257156389E-004
   0.46868093019850759E-008  -0.255265950E-004
   0.46883500019528554E-008  -0.253367634E-004
   0.46898907019206348E-008  -0.251461406E-004
   0.46914314018884143E-008  -0.249547502E-004
   0.46929721018561937E-008  -0.247625831E-004
   0.46945128018239732E-008  -0.245696556E-004
   0.46960535017917526E-008  -0.243759714E-004
   0.46975942017595321E-008  -0.241815123E-004
   0.46991349017273115E-008  -0.239862784E-004
   0.47006756016950910E-008  -0.237902696E-004
   0.47022163016628704E-008  -0.235934967E-004
   0.47037570016306499E-008  -0.233959727E-004
   0.47052977015984293E-008  -0.231977083E-004
   0.47068384015662088E-008  -0.229986927E-004
   0.47083791015339882E-008  -0.227989221E-004
   0.47099198015017676E-008  -0.225983931E-004
   0.47114605014695471E-008  -0.223971092E-004
   0.47130012014373265E-008  -0.221950868E-004
   0.47145419014051060E-008  -0.219923313E-004
   0.47160826013728854E-008  -0.217888464E-004
   0.47176233013406649E-008  -0.215846212E-004
   0.47191640013084443E-008  -0.213796447E-004
   0.47207047012762238E-008  -0.211739261E-004
   0.47222454012440032E-008  -0.209674636E-004
   0.47237861012117827E-008  -0.207602825E-004
   0.47253268011795621E-008  -0.205523920E-004
   0.47268675011473416E-008  -0.203437921E-004
   0.47284082011151210E-008  -0.201344683E-004
   0.47299489010829004E-008  -0.199244132E-004
   0.47314896010506799E-008  -0.197136196E-004
   0.47330303010184593E-008  -0.195021039E-004
   0.47345710009862388E-008  -0.192898824E-004
   0.47361117009540182E-008  -0.190769642E-004
   0.47376524009217977E-008  -0.188633421E-004
   0.47391931008895771E-008  -0.186490051E-004
   0.47407338008573566E-008  -0.184339460E-004
   0.47422745008251360E-008  -0.182181684E-004
   0.47438152007929155E-008  -0.180016941E-004
   0.47453559007606949E-008  -0.177845432E-004
   0.47468966007284744E-008  -0.175667137E-004
   0.47484373006962538E-008  -0.173481985E-004
   0.47499780006640333E-008  -0.171289830E-004
   0.47515187006318127E-008  -0.169090581E-004
   0.47530594005995921E-008  -0.166884292E-004
   0.47546001005673716E-008  -0.164671292E-004
   0.47561408005351510E-008  -0.162451652E-004
   0.47576815005029305E-008  -0.160225409E-004
   0.47592222004707099E-008  -0.157992472E-004
   0.47607629004384894E-008  -0.155752805E-004
   0.47623036004062688E-008  -0.153506589E-004
   0.47638443003740483E-008  -0.151253853E-004
   0.47653850003418277E-008  -0.148994677E-004
   0.47669257003096072E-008  -0.146729062E-004
   0.47684664002773866E-008  -0.144456917E-004
   0.47700071002451661E-008  -0.142178251E-004
   0.47715478002129455E-008  -0.139893182E-004
   0.47730885001807249E-008  -0.137601983E-004
   0.47746292001485044E-008  -0.135304772E-004
   0.47761699001162838E-008  -0.133001486E-004
   0.47777106000840633E-008  -0.130691915E-004
   0.47792513000518427E-008  -0.128375923E-004
   0.47807920000196222E-008  -0.126053719E-004
   0.47823326999874016E-008  -0.123725513E-004
   0.47838733999551811E-008  -0.121391622E-004
   0.47854140999229605E-008  -0.119052202E-004
   0.47869547998907400E-008  -0.116707097E-004
   0.47884954998585194E-008  -0.114356071E-004
   0.47900361998262989E-008  -0.111999070E-004
   0.47915768997940783E-008  -0.109636248E-004
   0.47931175997618578E-008  -0.107267888E-004
   0.47946582997296372E-008  -0.104894280E-004
   0.47961989996974166E-008  -0.102515505E-004
   0.47977396996651961E-008  -0.100131419E-004
   0.47992803996329755E-008  -0.977417949E-005
   0.48008210996007550E-008  -0.953467406E-005
   0.48023617995685344E-008  -0.929465386E-005
   0.48039024995363139E-008  -0.905415436E-005
   0.48054431995040933E-008  -0.881319284E-005
   0.48069838994718728E-008  -0.857176201E-005
   0.48085245994396522E-008  -0.832984915E-005
   0.48100652994074317E-008  -0.808744790E-005
   0.48116059993752111E-008  -0.784457370E-005
   0.48131466993429906E-008  -0.760125840E-005
   0.48146873993107700E-008  -0.735753338E-005
   0.48162280992785494E-008  -0.711340226E-005
   0.48177687992463289E-008  -0.686885005E-005
   0.48193094992141083E-008  -0.662386583E-005
   0.48208501991818878E-008  -0.637846142E-005
   0.48223908991496672E-008  -0.613266729E-005
   0.48239315991174467E-008  -0.588652483E-005
   0.48254722990852261E-008  -0.564004722E-005
   0.48270129990530056E-008  -0.539323491E-005
   0.48285536990207850E-008  -0.514606973E-005
   0.48300943989885645E-008  -0.489853801E-005
   0.48316350989563439E-008  -0.465065295E-005
   0.48331757989241234E-008  -0.440245549E-005
   0.48347164988919028E-008  -0.415398017E-005
   0.48362571988596822E-008  -0.390524474E-005
   0.48377978988274617E-008  -0.365623850E-005
   0.48393385987952411E-008  -0.340695442E-005
   0.48408792987630206E-008  -0.315740431E-005
   0.48424199987308000E-008  -0.290761886E-005
   0.48439606986985795E-008  -0.265762560E-005
   0.48455013986663589E-008  -0.240744453E-005
   0.48470420986341384E-008  -0.215707360E-005
   0.48485827986019178E-008  -0.190651303E-005
   0.48501234985696973E-008  -0.165577410E-005
   0.48516641985374767E-008  -0.140488237E-005
   0.48532048985052562E-008  -0.115387274E-005
   0.48547455984730356E-008  -0.902765521E-006
   0.48562862984408151E-008  -0.651566040E-006
   0.48578269984085945E-008  -0.400265492E-006
   0.48593676983763739E-008  -0.148866263E-006
   0.48609083983441534E-008   0.102611217E-006
   0.48624490983119328E-008   0.354131373E-006
   0.48639897982797123E-008   0.605656908E-006
   0.48655304982474917E-008   0.857171187E-006
   0.48670711982152712E-008   0.110868302E-005
   0.48686118981830506E-008   0.136019230E-005
   0.48701525981508301E-008   0.161169282E-005
   0.48716932981186095E-008   0.186316163E-005
   0.48732339980863890E-008   0.211455608E-005
   0.48747746980541684E-008   0.236584265E-005
   0.48763153980219479E-008   0.261700688E-005
   0.48778560979897273E-008   0.286805925E-005
   0.48793967979575067E-008   0.311900362E-005
   0.48809374979252862E-008   0.336982521E-005
   0.48824781978930656E-008   0.362048627E-005
   0.48840188978608451E-008   0.387093633E-005
   0.48855595978286245E-008   0.412114241E-005
   0.48871002977964040E-008   0.437111021E-005
   0.48886409977641834E-008   0.462085018E-005
   0.48901816977319629E-008   0.487036141E-005
   0.48917223976997423E-008   0.511961935E-005
   0.48932630976675218E-008   0.536858261E-005
   0.48948037976353012E-008   0.561721117E-005
   0.48963444976030807E-008   0.586547822E-005
   0.48978851975708601E-008   0.611338464E-005
   0.48994258975386396E-008   0.636093273E-005
   0.49009665975064190E-008   0.660811156E-005
   0.49025072974741984E-008   0.685489977E-005
   0.49040479974419779E-008   0.710125823E-005
   0.49055886974097573E-008   0.734715195E-005
   0.49071293973775368E-008   0.759255681E-005
   0.49086700973453162E-008   0.783747237E-005
   0.49102107973130957E-008   0.808190453E-005
   0.49117514972808751E-008   0.832584828E-005
   0.49132921972486546E-008   0.856927272E-005
   0.49148328972164340E-008   0.881213236E-005
   0.49163735971842135E-008   0.905439174E-005
   0.49179142971519929E-008   0.929603539E-005
   0.49194549971197724E-008   0.953706422E-005
   0.49209956970875518E-008   0.977747732E-005
   0.49225363970553312E-008   0.100172538E-004
   0.49240770970231107E-008   0.102563681E-004
   0.49256177969908901E-008   0.104947794E-004
   0.49271584969586696E-008   0.107324568E-004
   0.49286991969264490E-008   0.109693938E-004
   0.49302398968942285E-008   0.112055777E-004
   0.49317805968620079E-008   0.114410041E-004
   0.49333212968297874E-008   0.116756410E-004
   0.49348619967975668E-008   0.119094648E-004
   0.49364026967653463E-008   0.121424373E-004
   0.49379433967331257E-008   0.123745394E-004
   0.49394840967009052E-008   0.126057730E-004
   0.49410247966686846E-008   0.128361280E-004
   0.49425654966364641E-008   0.130655890E-004
   0.49441061966042435E-008   0.132941223E-004
   0.49456468965720229E-008   0.135216924E-004
   0.49471875965398024E-008   0.137482821E-004
   0.49487282965075818E-008   0.139738786E-004
   0.49502689964753613E-008   0.141984856E-004
   0.49518096964431407E-008   0.144220876E-004
