t              pw-in-box.fdtd_after_Ex_3_3_5.dat       incid
   0.19720531874156677E-008  -0.257080974E-004   0.972246289E+000
   0.19874598529423526E-008   0.868469724E-004   0.992736936E+000
   0.20028665184690375E-008   0.188756239E-003   0.999990880E+000
   0.20182731839957224E-008   0.272681384E-003   0.993715525E+000
   0.20336798495224073E-008   0.333016855E-003   0.974164605E+000
   0.20490865150490922E-008   0.367083616E-003   0.942120671E+000
   0.20644931805757771E-008   0.374271651E-003   0.898845315E+000
   0.20798998461024620E-008   0.356797478E-003   0.845994592E+000
   0.20953065116291469E-008   0.319084676E-003   0.785514474E+000
   0.21107131771558318E-008   0.266173942E-003   0.719523549E+000
   0.21261198426825167E-008   0.204340729E-003   0.650189519E+000
   0.21415265082092017E-008   0.139423690E-003   0.579614162E+000
   0.21569331737358866E-008   0.773216234E-004   0.509732306E+000
   0.21723398392625715E-008   0.223657844E-004   0.442231268E+000
   0.21877465047892564E-008  -0.221707232E-004   0.378495634E+000
   0.22031531703159413E-008  -0.551519115E-004   0.319577694E+000
   0.22185598358426262E-008  -0.763310964E-004   0.266192645E+000
   0.22339665013693111E-008  -0.869406285E-004   0.218735814E+000
   0.22493731668959960E-008  -0.886953785E-004   0.177315980E+000
   0.22647798324226809E-008  -0.835908722E-004   0.141801149E+000
   0.22801864979493658E-008  -0.738283416E-004   0.111870624E+000
   0.22955931634760507E-008  -0.614050150E-004   0.870675743E-001
   0.23109998290027356E-008  -0.482565338E-004   0.668498725E-001
   0.23264064945294205E-008  -0.357743011E-004   0.506350361E-001
   0.23418131600561054E-008  -0.248372016E-004   0.378357284E-001
   0.23572198255827903E-008  -0.158179937E-004   0.278906375E-001
   0.23726264911094752E-008  -0.888625982E-005   0.202824194E-001
   0.23880331566361601E-008  -0.389123124E-005   0.145507343E-001
   0.24034398221628450E-008  -0.511542339E-006   0.102980137E-001
   0.24188464876895299E-008   0.159157776E-005   0.718997372E-002
   0.24342531532162148E-008   0.269355064E-005   0.495227659E-002
   0.24496598187428997E-008   0.307546088E-005   0.336500420E-002
   0.24650664842695846E-008   0.306990728E-005   0.225566467E-002
   0.24804731497962695E-008   0.295800623E-005   0.149163278E-002
   0.24958798153229544E-008   0.288017418E-005   0.973094080E-003
   0.25112864808496393E-008   0.285086367E-005   0.626258785E-003
   0.25266931463763243E-008   0.286074396E-005   0.397608936E-003
   0.25420998119030092E-008   0.292159052E-005   0.249035453E-003
   0.25575064774296941E-008   0.303146385E-005   0.153876652E-003
   0.25729131429563790E-008   0.315166653E-005   0.937966834E-004
   0.25883198084830639E-008   0.325468341E-005   0.564033180E-004
   0.26037264740097488E-008   0.335436130E-005   0.334602191E-004
   0.26191331395364337E-008   0.345137232E-005   0.195819503E-004
   0.26345398050631186E-008   0.349146535E-005   0.113054730E-004
   0.26499464705898035E-008   0.342256794E-005   0.643905332E-005
   0.26653531361164884E-008   0.326330064E-005   0.361794127E-005
   0.26807598016431733E-008   0.307803407E-005   0.200540853E-005
   0.26961664671698582E-008   0.290603384E-005   0.109661028E-005
   0.27115731326965431E-008   0.273892192E-005   0.591567414E-006
   0.27269797982232280E-008   0.255003829E-005   0.314816617E-006
   0.27423864637499129E-008   0.232876755E-005   0.165279815E-006
   0.27577931292765978E-008   0.209205382E-005   0.856020321E-007
   0.27731997948032827E-008   0.186824491E-005   0.437370566E-007
   0.27886064603299676E-008   0.167425469E-005   0.220457252E-007
   0.28040131258566525E-008   0.151376582E-005   0.109623963E-007
   0.28194197913833374E-008   0.138446649E-005   0.537747713E-008
   0.28348264569100223E-008   0.127046599E-005   0.260235233E-008
   0.28502331224367072E-008   0.114366981E-005   0.124238209E-008
   0.28656397879633921E-008   0.996494805E-006   0.585119619E-009
   0.28810464534900770E-008   0.860461171E-006   0.271859757E-009
   0.28964531190167619E-008   0.769965993E-006   0.124608143E-009
   0.29118597845434468E-008   0.718314595E-006   0.563440301E-010
   0.29272664500701318E-008   0.667689449E-006   0.251339592E-010
   0.29426731155968167E-008   0.592898459E-006   0.110605015E-010
   0.29580797811235016E-008   0.500793703E-006   0.480162481E-011
   0.29734864466501865E-008   0.414351746E-006   0.205645570E-011
   0.29888931121768714E-008   0.350400910E-006   0.868840969E-012
   0.30042997777035563E-008   0.310586643E-006   0.362130980E-012
   0.30197064432302412E-008   0.284283146E-006   0.148903283E-012
   0.30351131087569261E-008   0.255703185E-006   0.604008353E-013
   0.30505197742836110E-008   0.212162831E-006   0.241701987E-013
   0.30659264398102959E-008   0.154092831E-006   0.954182869E-014
   0.30813331053369808E-008   0.991529845E-007   0.371605975E-014
   0.30967397708636657E-008   0.683811976E-007   0.142768335E-014
   0.31121464363903506E-008   0.634345483E-007   0.541123134E-015
   0.31275531019170355E-008   0.631390762E-007   0.202329688E-015
   0.31429597674437204E-008   0.458871021E-007   0.746312326E-016
   0.31583664329704053E-008   0.104303410E-007   0.271579972E-016
   0.31737730984970902E-008  -0.269841252E-007   0.974930456E-017
   0.31891797640237751E-008  -0.500978246E-007   0.345260183E-017
   0.32045864295504600E-008  -0.550018804E-007   0.120624771E-017
   0.32199930950771449E-008  -0.502742488E-007   0.415742863E-018
   0.32353997606038298E-008  -0.491931473E-007   0.141354439E-018
   0.32508064261305147E-008  -0.607334840E-007   0.474146293E-019
   0.32662130916571996E-008  -0.840194190E-007   0.156896436E-019
   0.32816197571838845E-008  -0.108301847E-006   0.512164628E-020
   0.32970264227105694E-008  -0.119901372E-006   0.164939764E-020
   0.33124330882372544E-008  -0.114182455E-006   0.524008720E-021
   0.33278397537639393E-008  -0.101900355E-006   0.164227840E-021
   0.33432464192906242E-008  -0.999473642E-007   0.507779920E-022
   0.33586530848173091E-008  -0.114418114E-006   0.154882031E-022
   0.33740597503439940E-008  -0.135310557E-006   0.466037763E-023
   0.33894664158706789E-008  -0.147846919E-006   0.138344785E-023
   0.34048730813973638E-008  -0.146017896E-006   0.405135887E-024
   0.34202797469240487E-008  -0.135524772E-006   0.117039508E-024
   0.34356864124507336E-008  -0.127416044E-006   0.333570173E-025
   0.34510930779774185E-008  -0.129825679E-006   0.937858935E-026
   0.34664997435041034E-008  -0.142603866E-006   0.260124361E-026
   0.34819064090307883E-008  -0.157284660E-006   0.711798141E-027
   0.34973130745574732E-008  -0.163215830E-006   0.192137199E-027
   0.35127197400841581E-008  -0.156503290E-006   0.511642549E-028
   0.35281264056108430E-008  -0.144228352E-006   0.134414894E-028
   0.35435330711375279E-008  -0.138636310E-006   0.348355362E-029
   0.35589397366642128E-008  -0.145694017E-006   0.890613765E-030
   0.35743464021908977E-008  -0.159549003E-006   0.224637981E-030
   0.35897530677175826E-008  -0.168626912E-006   0.558947152E-031
   0.36051597332442675E-008  -0.166423817E-006   0.137198470E-031
   0.36205663987709524E-008  -0.156331581E-006   0.332249989E-032
   0.36359730642976373E-008  -0.147679174E-006   0.793699388E-033
   0.36513797298243222E-008  -0.147913298E-006   0.187045040E-033
   0.36667863953510071E-008  -0.156970643E-006   0.434876689E-034
   0.36821930608776920E-008  -0.167520611E-006   0.997421019E-035
   0.36975997264043770E-008  -0.171036220E-006   0.225673338E-035
   0.37130063919310619E-008  -0.165033086E-006   0.506626344E-036
   0.37284130574577468E-008  -0.155190762E-006   0.112230891E-036
   0.37438197229844317E-008  -0.150329143E-006   0.245294101E-037
   0.37592263885111166E-008  -0.154682184E-006   0.000000000E+000
   0.37746330540378015E-008  -0.164363755E-006   0.000000000E+000
   0.37900397195644864E-008  -0.171086285E-006   0.000000000E+000
   0.38054463850911713E-008  -0.169524995E-006   0.000000000E+000
   0.38208530506178562E-008  -0.161604305E-006   0.000000000E+000
   0.38362597161445411E-008  -0.154363931E-006   0.000000000E+000
   0.38516663816712260E-008  -0.153895499E-006   0.000000000E+000
   0.38670730471979109E-008  -0.160466087E-006   0.000000000E+000
   0.38824797127245958E-008  -0.168447315E-006   0.000000000E+000
   0.38978863782512807E-008  -0.171097696E-006   0.000000000E+000
   0.39132930437779656E-008  -0.166393562E-006   0.000000000E+000
   0.39286997093046505E-008  -0.158737492E-006   0.000000000E+000
   0.39441063748313354E-008  -0.154870946E-006   0.000000000E+000
   0.39595130403580203E-008  -0.157891364E-006   0.000000000E+000
   0.39749197058847052E-008  -0.164888746E-006   0.000000000E+000
   0.39903263714113901E-008  -0.169877268E-006   0.000000000E+000
   0.40057330369380750E-008  -0.168933553E-006   0.000000000E+000
   0.40211397024647599E-008  -0.163172203E-006   0.000000000E+000
   0.40365463679914448E-008  -0.157534956E-006   0.000000000E+000
   0.40519530335181297E-008  -0.156696302E-006   0.000000000E+000
   0.40673596990448146E-008  -0.161299070E-006   0.000000000E+000
   0.40827663645714996E-008  -0.167402831E-006   0.000000000E+000
   0.40981730300981845E-008  -0.169759275E-006   0.000000000E+000
   0.41135796956248694E-008  -0.166403908E-006   0.000000000E+000
   0.41289863611515543E-008  -0.160450881E-006   0.000000000E+000
   0.41443930266782392E-008  -0.157204454E-006   0.000000000E+000
   0.41597996922049241E-008  -0.159303355E-006   0.000000000E+000
   0.41752063577316090E-008  -0.164596386E-006   0.000000000E+000
   0.41906130232582939E-008  -0.168450242E-006   0.000000000E+000
   0.42060196887849788E-008  -0.167849251E-006   0.000000000E+000
   0.42214263543116637E-008  -0.163606600E-006   0.000000000E+000
   0.42368330198383486E-008  -0.159342804E-006   0.000000000E+000
   0.42522396853650335E-008  -0.158504534E-006   0.000000000E+000
   0.42676463508917184E-008  -0.161707632E-006   0.000000000E+000
   0.42830530164184033E-008  -0.166254125E-006   0.000000000E+000
   0.42984596819450882E-008  -0.168280650E-006   0.000000000E+000
   0.43138663474717731E-008  -0.166040778E-006   0.000000000E+000
   0.43292730129984580E-008  -0.161540243E-006   0.000000000E+000
   0.43446796785251429E-008  -0.158798130E-006   0.000000000E+000
   0.43600863440518278E-008  -0.160157157E-006   0.000000000E+000
   0.43754930095785127E-008  -0.164201779E-006   0.000000000E+000
   0.43908996751051976E-008  -0.167276056E-006   0.000000000E+000
   0.44063063406318825E-008  -0.166890885E-006   0.000000000E+000
   0.44217130061585674E-008  -0.163680127E-006   0.000000000E+000
   0.44371196716852523E-008  -0.160474556E-006   0.000000000E+000
   0.44525263372119372E-008  -0.159821752E-006   0.000000000E+000
   0.44679330027386222E-008  -0.162100037E-006   0.000000000E+000
   0.44833396682653071E-008  -0.165386638E-006   0.000000000E+000
   0.44987463337919920E-008  -0.166976918E-006   0.000000000E+000
   0.45141529993186769E-008  -0.165532299E-006   0.000000000E+000
   0.45295596648453618E-008  -0.162278099E-006   0.000000000E+000
   0.45449663303720467E-008  -0.160064289E-006   0.000000000E+000
   0.45603729958987316E-008  -0.160839264E-006   0.000000000E+000
   0.45757796614254165E-008  -0.163829498E-006   0.000000000E+000
   0.45911863269521014E-008  -0.166294654E-006   0.000000000E+000
   0.46065929924787863E-008  -0.166135166E-006   0.000000000E+000
   0.46219996580054712E-008  -0.163714887E-006   0.000000000E+000
   0.46374063235321561E-008  -0.161259550E-006   0.000000000E+000
   0.46528129890588410E-008  -0.160756230E-006   0.000000000E+000
   0.46682196545855259E-008  -0.162424627E-006   0.000000000E+000
   0.46836263201122108E-008  -0.164798124E-006   0.000000000E+000
   0.46990329856388957E-008  -0.165973404E-006   0.000000000E+000
   0.47144396511655806E-008  -0.165032162E-006   0.000000000E+000
   0.47298463166922655E-008  -0.162752073E-006   0.000000000E+000
   0.47452529822189504E-008  -0.161057159E-006   0.000000000E+000
   0.47606596477456353E-008  -0.161429000E-006   0.000000000E+000
   0.47760663132723202E-008  -0.163538473E-006   0.000000000E+000
   0.47914729787990051E-008  -0.165479435E-006   0.000000000E+000
   0.48068796443256900E-008  -0.165538452E-006   0.000000000E+000
   0.48222863098523749E-008  -0.163778040E-006   0.000000000E+000
   0.48376929753790598E-008  -0.161857713E-006   0.000000000E+000
   0.48530996409057447E-008  -0.161403307E-006   0.000000000E+000
   0.48685063064324297E-008  -0.162634279E-006   0.000000000E+000
   0.48839129719591146E-008  -0.164400845E-006   0.000000000E+000
   0.48993196374857995E-008  -0.165274230E-006   0.000000000E+000
   0.49147263030124844E-008  -0.164629341E-006   0.000000000E+000
   0.49301329685391693E-008  -0.163027508E-006   0.000000000E+000
   0.49455396340658542E-008  -0.161775731E-006   0.000000000E+000
   0.49609462995925391E-008  -0.161924959E-006   0.000000000E+000
   0.49763529651192240E-008  -0.163366636E-006   0.000000000E+000
   0.49917596306459089E-008  -0.164844167E-006   0.000000000E+000
   0.50071662961725938E-008  -0.165045449E-006   0.000000000E+000
   0.50225729616992787E-008  -0.163826485E-006   0.000000000E+000
   0.50379796272259636E-008  -0.162331844E-006   0.000000000E+000
   0.50533862927526485E-008  -0.161877850E-006   0.000000000E+000
   0.50687929582793334E-008  -0.162758013E-006   0.000000000E+000
   0.50841996238060183E-008  -0.164111256E-006   0.000000000E+000
   0.50996062893327032E-008  -0.164798763E-006   0.000000000E+000
   0.51150129548593881E-008  -0.164340960E-006   0.000000000E+000
   0.51304196203860730E-008  -0.163181284E-006   0.000000000E+000
   0.51458262859127579E-008  -0.162263703E-006   0.000000000E+000
   0.51612329514394428E-008  -0.162317420E-006   0.000000000E+000
   0.51766396169661277E-008  -0.163298466E-006   0.000000000E+000
   0.51920462824928126E-008  -0.164384971E-006   0.000000000E+000
   0.52074529480194975E-008  -0.164634670E-006   0.000000000E+000
   0.52228596135461824E-008  -0.163828332E-006   0.000000000E+000
   0.52382662790728673E-008  -0.162699052E-006   0.000000000E+000
   0.52536729445995523E-008  -0.162255816E-006   0.000000000E+000
   0.52690796101262372E-008  -0.162845183E-006   0.000000000E+000
   0.52844862756529221E-008  -0.163882433E-006   0.000000000E+000
   0.52998929411796070E-008  -0.164457518E-006   0.000000000E+000
   0.53152996067062919E-008  -0.164145206E-006   0.000000000E+000
   0.53307062722329768E-008  -0.163279964E-006   0.000000000E+000
   0.53461129377596617E-008  -0.162589359E-006   0.000000000E+000
   0.53615196032863466E-008  -0.162604806E-006   0.000000000E+000
   0.53769262688130315E-008  -0.163287936E-006   0.000000000E+000
   0.53923329343397164E-008  -0.164075033E-006   0.000000000E+000
   0.54077395998664013E-008  -0.164310080E-006   0.000000000E+000
   0.54231462653930862E-008  -0.163788627E-006   0.000000000E+000
   0.54385529309197711E-008  -0.162963275E-006   0.000000000E+000
   0.54539595964464560E-008  -0.162562742E-006   0.000000000E+000
   0.54693662619731409E-008  -0.162927805E-006   0.000000000E+000
   0.54847729274998258E-008  -0.163703859E-006   0.000000000E+000
   0.55001795930265107E-008  -0.164194716E-006   0.000000000E+000
   0.55155862585531956E-008  -0.164006877E-006   0.000000000E+000
   0.55309929240798805E-008  -0.163356546E-006   0.000000000E+000
   0.55463995896065654E-008  -0.162814359E-006   0.000000000E+000
   0.55618062551332503E-008  -0.162804085E-006   0.000000000E+000
   0.55772129206599352E-008  -0.163296107E-006   0.000000000E+000
   0.55926195861866201E-008  -0.163874560E-006   0.000000000E+000
   0.56080262517133050E-008  -0.164071579E-006   0.000000000E+000
   0.56234329172399899E-008  -0.163729496E-006   0.000000000E+000
   0.56388395827666749E-008  -0.163136789E-006   0.000000000E+000
   0.56542462482933598E-008  -0.162801996E-006   0.000000000E+000
   0.56696529138200447E-008  -0.163014349E-006   0.000000000E+000
   0.56850595793467296E-008  -0.163577397E-006   0.000000000E+000
   0.57004662448734145E-008  -0.163987181E-006   0.000000000E+000
   0.57158729104000994E-008  -0.163896644E-006   0.000000000E+000
   0.57312795759267843E-008  -0.163416331E-006   0.000000000E+000
   0.57466862414534692E-008  -0.162980058E-006   0.000000000E+000
   0.57620929069801541E-008  -0.162944062E-006   0.000000000E+000
   0.57774995725068390E-008  -0.163304506E-006   0.000000000E+000
   0.57929062380335239E-008  -0.163742968E-006   0.000000000E+000
   0.58083129035602088E-008  -0.163904588E-006   0.000000000E+000
   0.58237195690868937E-008  -0.163671231E-006   0.000000000E+000
   0.58391262346135786E-008  -0.163242987E-006   0.000000000E+000
   0.58545329001402635E-008  -0.162977827E-006   0.000000000E+000
   0.58699395656669484E-008  -0.163098889E-006   0.000000000E+000
   0.58853462311936333E-008  -0.163499053E-006   0.000000000E+000
   0.59007528967203182E-008  -0.163827266E-006   0.000000000E+000
   0.59161595622470031E-008  -0.163800351E-006   0.000000000E+000
   0.59315662277736880E-008  -0.163456107E-006   0.000000000E+000
   0.59469728933003729E-008  -0.163107273E-006   0.000000000E+000
   0.59623795588270578E-008  -0.163049933E-006   0.000000000E+000
   0.59777862243537427E-008  -0.163310688E-006   0.000000000E+000
   0.59931928898804276E-008  -0.163650654E-006   0.000000000E+000
   0.60085995554071125E-008  -0.163787533E-006   0.000000000E+000
   0.60240062209337975E-008  -0.163623938E-006   0.000000000E+000
   0.60394128864604824E-008  -0.163307575E-006   0.000000000E+000
   0.60548195519871673E-008  -0.163101404E-006   0.000000000E+000
   0.60702262175138522E-008  -0.163172345E-006   0.000000000E+000
   0.60856328830405371E-008  -0.163456477E-006   0.000000000E+000
   0.61010395485672220E-008  -0.163710027E-006   0.000000000E+000
   0.61164462140939069E-008  -0.163716422E-006   0.000000000E+000
   0.61318528796205918E-008  -0.163475931E-006   0.000000000E+000
   0.61472595451472767E-008  -0.163204092E-006   0.000000000E+000
   0.61626662106739616E-008  -0.163135766E-006   0.000000000E+000
   0.61780728762006465E-008  -0.163318191E-006   0.000000000E+000
   0.61934795417273314E-008  -0.163581859E-006   0.000000000E+000
   0.62088862072540163E-008  -0.163701429E-006   0.000000000E+000
   0.62242928727807012E-008  -0.163588112E-006   0.000000000E+000
   0.62396995383073861E-008  -0.163349696E-006   0.000000000E+000
   0.62551062038340710E-008  -0.163187565E-006   0.000000000E+000
   0.62705128693607559E-008  -0.163230240E-006   0.000000000E+000
   0.62859195348874408E-008  -0.163435132E-006   0.000000000E+000
   0.63013262004141257E-008  -0.163627945E-006   0.000000000E+000
   0.63167328659408106E-008  -0.163647371E-006   0.000000000E+000
   0.63321395314674955E-008  -0.163480607E-006   0.000000000E+000
   0.63475461969941804E-008  -0.163274308E-006   0.000000000E+000
   0.63629528625208653E-008  -0.163206266E-006   0.000000000E+000
   0.63783595280475502E-008  -0.163329631E-006   0.000000000E+000
   0.63937661935742351E-008  -0.163530572E-006   0.000000000E+000
   0.64091728591009200E-008  -0.163634567E-006   0.000000000E+000
   0.64245795246276050E-008  -0.163559761E-006   0.000000000E+000
   0.64399861901542899E-008  -0.163379553E-006   0.000000000E+000
   0.64553928556809748E-008  -0.163249609E-006   0.000000000E+000
   0.64707995212076597E-008  -0.163273896E-006   0.000000000E+000
   0.64862061867343446E-008  -0.163424261E-006   0.000000000E+000
   0.65016128522610295E-008  -0.163571343E-006   0.000000000E+000
   0.65170195177877144E-008  -0.163593839E-006   0.000000000E+000
   0.65324261833143993E-008  -0.163477083E-006   0.000000000E+000
   0.65478328488410842E-008  -0.163322852E-006   0.000000000E+000
   0.65632395143677691E-008  -0.163262371E-006   0.000000000E+000
   0.65786461798944540E-008  -0.163344239E-006   0.000000000E+000
   0.65940528454211389E-008  -0.163494107E-006   0.000000000E+000
   0.66094595109478238E-008  -0.163581774E-006   0.000000000E+000
   0.66248661764745087E-008  -0.163535447E-006   0.000000000E+000
   0.66402728420011936E-008  -0.163400955E-006   0.000000000E+000
   0.66556795075278785E-008  -0.163296221E-006   0.000000000E+000
   0.66710861730545634E-008  -0.163307135E-006   0.000000000E+000
   0.66864928385812483E-008  -0.163418036E-006   0.000000000E+000
   0.67018995041079332E-008  -0.163531581E-006   0.000000000E+000
   0.67173061696346181E-008  -0.163553864E-006   0.000000000E+000
   0.67327128351613030E-008  -0.163470773E-006   0.000000000E+000
   0.67481195006879879E-008  -0.163355494E-006   0.000000000E+000
   0.67635261662146728E-008  -0.163305103E-006   0.000000000E+000
   0.67789328317413577E-008  -0.163359587E-006   0.000000000E+000
