t              pw-in-box.fdtd_after_Ex_3_3_5.dat       incid
   0.67943394972680426E-008  -0.163469792E-006   0.000000000E+000
   0.68097461627947276E-008  -0.163540790E-006   0.000000000E+000
   0.68251528283214125E-008  -0.163513775E-006   0.000000000E+000
   0.68405594938480974E-008  -0.163415379E-006   0.000000000E+000
   0.68559661593747823E-008  -0.163332018E-006   0.000000000E+000
   0.68713728249014672E-008  -0.163333539E-006   0.000000000E+000
   0.68867794904281521E-008  -0.163414342E-006   0.000000000E+000
   0.69021861559548370E-008  -0.163502477E-006   0.000000000E+000
   0.69175928214815219E-008  -0.163523993E-006   0.000000000E+000
   0.69329994870082068E-008  -0.163464605E-006   0.000000000E+000
   0.69484061525348917E-008  -0.163377734E-006   0.000000000E+000
   0.69638128180615766E-008  -0.163336637E-006   0.000000000E+000
   0.69792194835882615E-008  -0.163373386E-006   0.000000000E+000
   0.69946261491149464E-008  -0.163454303E-006   0.000000000E+000
   0.70100328146416313E-008  -0.163510151E-006   0.000000000E+000
   0.70254394801683162E-008  -0.163494988E-006   0.000000000E+000
   0.70408461456950011E-008  -0.163424048E-006   0.000000000E+000
   0.70562528112216860E-008  -0.163359203E-006   0.000000000E+000
   0.70716594767483709E-008  -0.163355111E-006   0.000000000E+000
   0.70870661422750558E-008  -0.163412736E-006   0.000000000E+000
   0.71024728078017407E-008  -0.163480649E-006   0.000000000E+000
   0.71178794733284256E-008  -0.163501056E-006   0.000000000E+000
   0.71332861388551105E-008  -0.163459191E-006   0.000000000E+000
   0.71486928043817954E-008  -0.163393466E-006   0.000000000E+000
   0.71640994699084803E-008  -0.163359886E-006   0.000000000E+000
   0.71795061354351652E-008  -0.163384641E-006   0.000000000E+000
   0.71949128009618502E-008  -0.163444327E-006   0.000000000E+000
   0.72103194664885351E-008  -0.163487798E-006   0.000000000E+000
   0.72257261320152200E-008  -0.163479626E-006   0.000000000E+000
   0.72411327975419049E-008  -0.163428666E-006   0.000000000E+000
   0.72565394630685898E-008  -0.163379156E-006   0.000000000E+000
   0.72719461285952747E-008  -0.163372576E-006   0.000000000E+000
   0.72873527941219596E-008  -0.163412977E-006   0.000000000E+000
   0.73027594596486445E-008  -0.163464506E-006   0.000000000E+000
   0.73181661251753294E-008  -0.163483094E-006   0.000000000E+000
   0.73335727907020143E-008  -0.163454416E-006   0.000000000E+000
   0.73489794562286992E-008  -0.163404906E-006   0.000000000E+000
   0.73643861217553841E-008  -0.163377280E-006   0.000000000E+000
   0.73797927872820690E-008  -0.163393523E-006   0.000000000E+000
   0.73951994528087539E-008  -0.163437718E-006   0.000000000E+000
   0.74106061183354388E-008  -0.163471626E-006   0.000000000E+000
   0.74260127838621237E-008  -0.163467689E-006   0.000000000E+000
   0.74414194493888086E-008  -0.163430968E-006   0.000000000E+000
   0.74568261149154935E-008  -0.163393381E-006   0.000000000E+000
   0.74722327804421784E-008  -0.163386233E-006   0.000000000E+000
   0.74876394459688633E-008  -0.163414384E-006   0.000000000E+000
   0.75030461114955482E-008  -0.163452953E-006   0.000000000E+000
   0.75184527770222331E-008  -0.163469082E-006   0.000000000E+000
   0.75338594425489180E-008  -0.163449940E-006   0.000000000E+000
   0.75492661080756029E-008  -0.163413091E-006   0.000000000E+000
   0.75646727736022878E-008  -0.163390482E-006   0.000000000E+000
   0.75800794391289728E-008  -0.163400543E-006   0.000000000E+000
   0.75954861046556577E-008  -0.163433199E-006   0.000000000E+000
   0.76108927701823426E-008  -0.163459845E-006   0.000000000E+000
   0.76262994357090275E-008  -0.163458552E-006   0.000000000E+000
   0.76417061012357124E-008  -0.163431920E-006   0.000000000E+000
   0.76571127667623973E-008  -0.163403385E-006   0.000000000E+000
   0.76725194322890822E-008  -0.163396649E-006   0.000000000E+000
   0.76879260978157671E-008  -0.163416289E-006   0.000000000E+000
   0.77033327633424520E-008  -0.163444909E-006   0.000000000E+000
   0.77187394288691369E-008  -0.163458338E-006   0.000000000E+000
   0.77341460943958218E-008  -0.163445819E-006   0.000000000E+000
   0.77495527599225067E-008  -0.163418804E-006   0.000000000E+000
   0.77649594254491916E-008  -0.163400642E-006   0.000000000E+000
   0.77803660909758765E-008  -0.163406355E-006   0.000000000E+000
   0.77957727565025614E-008  -0.163430087E-006   0.000000000E+000
   0.78111794220292463E-008  -0.163450977E-006   0.000000000E+000
   0.78265860875559312E-008  -0.163451546E-006   0.000000000E+000
   0.78419927530826161E-008  -0.163432432E-006   0.000000000E+000
   0.78573994186093010E-008  -0.163410633E-006   0.000000000E+000
   0.78728060841359859E-008  -0.163404437E-006   0.000000000E+000
   0.78882127496626708E-008  -0.163418150E-006   0.000000000E+000
   0.79036194151893557E-008  -0.163439410E-006   0.000000000E+000
   0.79190260807160406E-008  -0.163450309E-006   0.000000000E+000
   0.79344327462427255E-008  -0.163442195E-006   0.000000000E+000
   0.79498394117694104E-008  -0.163422527E-006   0.000000000E+000
   0.79652460772960954E-008  -0.163408217E-006   0.000000000E+000
   0.79806527428227803E-008  -0.163411130E-006   0.000000000E+000
   0.79960594083494652E-008  -0.163428183E-006   0.000000000E+000
   0.80114660738761501E-008  -0.163444412E-006   0.000000000E+000
   0.80268727394028350E-008  -0.163446103E-006   0.000000000E+000
   0.80422794049295199E-008  -0.163432475E-006   0.000000000E+000
   0.80576860704562048E-008  -0.163415791E-006   0.000000000E+000
   0.80730927359828897E-008  -0.163410206E-006   0.000000000E+000
   0.80884994015095746E-008  -0.163419770E-006   0.000000000E+000
   0.81039060670362595E-008  -0.163435686E-006   0.000000000E+000
   0.81193127325629444E-008  -0.163444454E-006   0.000000000E+000
   0.81347193980896293E-008  -0.163439196E-006   0.000000000E+000
   0.81501260636163142E-008  -0.163424886E-006   0.000000000E+000
   0.81655327291429991E-008  -0.163413759E-006   0.000000000E+000
   0.81809393946696840E-008  -0.163414981E-006   0.000000000E+000
   0.81963460601963689E-008  -0.163427117E-006   0.000000000E+000
   0.82117527257230538E-008  -0.163439609E-006   0.000000000E+000
   0.82271593912497387E-008  -0.163441840E-006   0.000000000E+000
   0.82425660567764236E-008  -0.163432318E-006   0.000000000E+000
   0.82579727223031085E-008  -0.163419585E-006   0.000000000E+000
   0.82733793878297934E-008  -0.163414597E-006   0.000000000E+000
   0.82887860533564783E-008  -0.163421134E-006   0.000000000E+000
   0.83041927188831632E-008  -0.163433072E-006   0.000000000E+000
   0.83195993844098481E-008  -0.163440149E-006   0.000000000E+000
   0.83350060499365330E-008  -0.163436823E-006   0.000000000E+000
   0.83504127154632179E-008  -0.163426350E-006   0.000000000E+000
   0.83658193809899029E-008  -0.163417752E-006   0.000000000E+000
   0.83812260465165878E-008  -0.163418051E-006   0.000000000E+000
   0.83966327120432727E-008  -0.163426677E-006   0.000000000E+000
   0.84120393775699576E-008  -0.163436113E-006   0.000000000E+000
   0.84274460430966425E-008  -0.163438415E-006   0.000000000E+000
   0.84428527086233274E-008  -0.163431878E-006   0.000000000E+000
   0.84582593741500123E-008  -0.163422357E-006   0.000000000E+000
   0.84736660396766972E-008  -0.163418022E-006   0.000000000E+000
   0.84890727052033821E-008  -0.163422342E-006   0.000000000E+000
   0.85044793707300670E-008  -0.163431238E-006   0.000000000E+000
   0.85198860362567519E-008  -0.163436994E-006   0.000000000E+000
   0.85352927017834368E-008  -0.163434976E-006   0.000000000E+000
   0.85506993673101217E-008  -0.163427288E-006   0.000000000E+000
   0.85661060328368066E-008  -0.163420609E-006   0.000000000E+000
   0.85815126983634915E-008  -0.163420424E-006   0.000000000E+000
   0.85969193638901764E-008  -0.163426591E-006   0.000000000E+000
   0.86123260294168613E-008  -0.163433697E-006   0.000000000E+000
   0.86277326949435462E-008  -0.163435828E-006   0.000000000E+000
   0.86431393604702311E-008  -0.163431352E-006   0.000000000E+000
   0.86585460259969160E-008  -0.163424247E-006   0.000000000E+000
   0.86739526915236009E-008  -0.163420623E-006   0.000000000E+000
   0.86893593570502858E-008  -0.163423422E-006   0.000000000E+000
   0.87047660225769707E-008  -0.163430002E-006   0.000000000E+000
   0.87201726881036556E-008  -0.163434606E-006   0.000000000E+000
   0.87355793536303405E-008  -0.163433484E-006   0.000000000E+000
   0.87509860191570255E-008  -0.163427899E-006   0.000000000E+000
   0.87663926846837104E-008  -0.163422726E-006   0.000000000E+000
   0.87817993502103953E-008  -0.163422214E-006   0.000000000E+000
   0.87972060157370802E-008  -0.163426591E-006   0.000000000E+000
   0.88126126812637651E-008  -0.163431991E-006   0.000000000E+000
   0.88280193467904500E-008  -0.163433867E-006   0.000000000E+000
   0.88434260123171349E-008  -0.163430812E-006   0.000000000E+000
   0.88588326778438198E-008  -0.163425568E-006   0.000000000E+000
   0.88742393433705047E-008  -0.163422598E-006   0.000000000E+000
   0.88896460088971896E-008  -0.163424303E-006   0.000000000E+000
   0.89050526744238745E-008  -0.163429092E-006   0.000000000E+000
   0.89204593399505594E-008  -0.163432787E-006   0.000000000E+000
   0.89358660054772443E-008  -0.163432333E-006   0.000000000E+000
   0.89512726710039292E-008  -0.163428282E-006   0.000000000E+000
   0.89666793365306141E-008  -0.163424204E-006   0.000000000E+000
   0.89820860020572990E-008  -0.163423536E-006   0.000000000E+000
   0.89974926675839839E-008  -0.163426677E-006   0.000000000E+000
   0.90128993331106688E-008  -0.163430769E-006   0.000000000E+000
   0.90283059986373537E-008  -0.163432404E-006   0.000000000E+000
   0.90437126641640386E-008  -0.163430315E-006   0.000000000E+000
   0.90591193296907235E-008  -0.163426378E-006   0.000000000E+000
   0.90745259952174084E-008  -0.163423948E-006   0.000000000E+000
   0.90899326607440933E-008  -0.163425071E-006   0.000000000E+000
   0.91053393262707782E-008  -0.163428638E-006   0.000000000E+000
   0.91207459917974631E-008  -0.163431508E-006   0.000000000E+000
   0.91361526573241481E-008  -0.163431295E-006   0.000000000E+000
   0.91515593228508330E-008  -0.163428382E-006   0.000000000E+000
   0.91669659883775179E-008  -0.163425327E-006   0.000000000E+000
   0.91823726539042028E-008  -0.163424644E-006   0.000000000E+000
   0.91977793194308877E-008  -0.163426805E-006   0.000000000E+000
   0.92131859849575726E-008  -0.163429902E-006   0.000000000E+000
   0.92285926504842575E-008  -0.163431295E-006   0.000000000E+000
   0.92439993160109424E-008  -0.163429874E-006   0.000000000E+000
   0.92594059815376273E-008  -0.163426947E-006   0.000000000E+000
   0.92748126470643122E-008  -0.163425042E-006   0.000000000E+000
   0.92902193125909971E-008  -0.163425696E-006   0.000000000E+000
   0.93056259781176820E-008  -0.163428254E-006   0.000000000E+000
   0.93210326436443669E-008  -0.163430499E-006   0.000000000E+000
   0.93364393091710518E-008  -0.163430570E-006   0.000000000E+000
   0.93518459746977367E-008  -0.163428467E-006   0.000000000E+000
   0.93672526402244216E-008  -0.163426080E-006   0.000000000E+000
   0.93826593057511065E-008  -0.163425440E-006   0.000000000E+000
   0.93980659712777914E-008  -0.163426975E-006   0.000000000E+000
   0.94134726368044763E-008  -0.163429263E-006   0.000000000E+000
   0.94288793023311612E-008  -0.163430400E-006   0.000000000E+000
   0.94442859678578461E-008  -0.163429505E-006   0.000000000E+000
   0.94596926333845310E-008  -0.163427401E-006   0.000000000E+000
   0.94750992989112159E-008  -0.163425895E-006   0.000000000E+000
   0.94905059644379008E-008  -0.163426208E-006   0.000000000E+000
   0.95059126299645857E-008  -0.163428041E-006   0.000000000E+000
   0.95213192954912707E-008  -0.163429760E-006   0.000000000E+000
   0.95367259610179556E-008  -0.163429917E-006   0.000000000E+000
   0.95521326265446405E-008  -0.163428510E-006   0.000000000E+000
   0.95675392920713254E-008  -0.163426733E-006   0.000000000E+000
   0.95829459575980103E-008  -0.163426080E-006   0.000000000E+000
   0.95983526231246952E-008  -0.163427046E-006   0.000000000E+000
   0.96137592886513801E-008  -0.163428822E-006   0.000000000E+000
   0.96291659541780650E-008  -0.163429817E-006   0.000000000E+000
   0.96445726197047499E-008  -0.163429206E-006   0.000000000E+000
   0.96599792852314348E-008  -0.163427629E-006   0.000000000E+000
   0.96753859507581197E-008  -0.163426449E-006   0.000000000E+000
   0.96907926162848046E-008  -0.163426577E-006   0.000000000E+000
   0.97061992818114895E-008  -0.163427885E-006   0.000000000E+000
   0.97216059473381744E-008  -0.163429235E-006   0.000000000E+000
   0.97370126128648593E-008  -0.163429476E-006   0.000000000E+000
   0.97524192783915442E-008  -0.163428439E-006   0.000000000E+000
   0.97678259439182291E-008  -0.163427089E-006   0.000000000E+000
   0.97832326094449140E-008  -0.163426563E-006   0.000000000E+000
   0.97986392749715989E-008  -0.163427273E-006   0.000000000E+000
   0.98140459404982838E-008  -0.163428538E-006   0.000000000E+000
   0.98294526060249687E-008  -0.163429291E-006   0.000000000E+000
   0.98448592715516536E-008  -0.163428922E-006   0.000000000E+000
   0.98602659370783385E-008  -0.163427771E-006   0.000000000E+000
   0.98756726026050234E-008  -0.163426833E-006   0.000000000E+000
   0.98910792681317083E-008  -0.163426918E-006   0.000000000E+000
   0.99064859336583933E-008  -0.163427885E-006   0.000000000E+000
   0.99218925991850782E-008  -0.163428894E-006   0.000000000E+000
   0.99372992647117631E-008  -0.163429092E-006   0.000000000E+000
   0.99527059302384480E-008  -0.163428396E-006   0.000000000E+000
   0.99681125957651329E-008  -0.163427373E-006   0.000000000E+000
   0.99835192612918178E-008  -0.163426890E-006   0.000000000E+000
   0.99989259268185027E-008  -0.163427373E-006   0.000000000E+000
   0.10014332592345188E-007  -0.163428368E-006   0.000000000E+000
   0.10029739257871872E-007  -0.163428979E-006   0.000000000E+000
   0.10045145923398557E-007  -0.163428723E-006   0.000000000E+000
   0.10060552588925242E-007  -0.163427885E-006   0.000000000E+000
   0.10075959254451927E-007  -0.163427188E-006   0.000000000E+000
   0.10091365919978612E-007  -0.163427160E-006   0.000000000E+000
   0.10106772585505297E-007  -0.163427828E-006   0.000000000E+000
   0.10122179251031982E-007  -0.163428595E-006   0.000000000E+000
   0.10137585916558667E-007  -0.163428837E-006   0.000000000E+000
   0.10152992582085352E-007  -0.163428382E-006   0.000000000E+000
   0.10168399247612037E-007  -0.163427586E-006   0.000000000E+000
   0.10183805913138722E-007  -0.163427146E-006   0.000000000E+000
   0.10199212578665406E-007  -0.163427458E-006   0.000000000E+000
   0.10214619244192091E-007  -0.163428211E-006   0.000000000E+000
   0.10230025909718776E-007  -0.163428709E-006   0.000000000E+000
   0.10245432575245461E-007  -0.163428595E-006   0.000000000E+000
   0.10260839240772146E-007  -0.163427984E-006   0.000000000E+000
   0.10276245906298831E-007  -0.163427373E-006   0.000000000E+000
   0.10291652571825516E-007  -0.163427316E-006   0.000000000E+000
   0.10307059237352201E-007  -0.163427814E-006   0.000000000E+000
   0.10322465902878886E-007  -0.163428439E-006   0.000000000E+000
   0.10337872568405571E-007  -0.163428638E-006   0.000000000E+000
   0.10353279233932255E-007  -0.163428282E-006   0.000000000E+000
   0.10368685899458940E-007  -0.163427686E-006   0.000000000E+000
   0.10384092564985625E-007  -0.163427401E-006   0.000000000E+000
   0.10399499230512310E-007  -0.163427615E-006   0.000000000E+000
   0.10414905896038995E-007  -0.163428098E-006   0.000000000E+000
   0.10430312561565680E-007  -0.163428481E-006   0.000000000E+000
   0.10445719227092365E-007  -0.163428439E-006   0.000000000E+000
   0.10461125892619050E-007  -0.163428012E-006   0.000000000E+000
   0.10476532558145735E-007  -0.163427586E-006   0.000000000E+000
   0.10491939223672420E-007  -0.163427501E-006   0.000000000E+000
   0.10507345889199105E-007  -0.163427799E-006   0.000000000E+000
   0.10522752554725789E-007  -0.163428240E-006   0.000000000E+000
   0.10538159220252474E-007  -0.163428496E-006   0.000000000E+000
   0.10553565885779159E-007  -0.163428282E-006   0.000000000E+000
   0.10568972551305844E-007  -0.163427785E-006   0.000000000E+000
   0.10584379216832529E-007  -0.163427487E-006   0.000000000E+000
   0.10599785882359214E-007  -0.163427657E-006   0.000000000E+000
   0.10615192547885899E-007  -0.163428069E-006   0.000000000E+000
   0.10630599213412584E-007  -0.163428368E-006   0.000000000E+000
   0.10646005878939269E-007  -0.163428339E-006   0.000000000E+000
   0.10661412544465954E-007  -0.163428012E-006   0.000000000E+000
   0.10676819209992638E-007  -0.163427686E-006   0.000000000E+000
   0.10692225875519323E-007  -0.163427643E-006   0.000000000E+000
   0.10707632541046008E-007  -0.163427856E-006   0.000000000E+000
   0.10723039206572693E-007  -0.163428140E-006   0.000000000E+000
   0.10738445872099378E-007  -0.163428297E-006   0.000000000E+000
   0.10753852537626063E-007  -0.163428197E-006   0.000000000E+000
   0.10769259203152748E-007  -0.163427899E-006   0.000000000E+000
   0.10784665868679433E-007  -0.163427671E-006   0.000000000E+000
   0.10800072534206118E-007  -0.163427714E-006   0.000000000E+000
   0.10815479199732803E-007  -0.163427970E-006   0.000000000E+000
   0.10830885865259487E-007  -0.163428226E-006   0.000000000E+000
   0.10846292530786172E-007  -0.163428240E-006   0.000000000E+000
   0.10861699196312857E-007  -0.163428027E-006   0.000000000E+000
   0.10877105861839542E-007  -0.163427785E-006   0.000000000E+000
   0.10892512527366227E-007  -0.163427714E-006   0.000000000E+000
   0.10907919192892912E-007  -0.163427856E-006   0.000000000E+000
   0.10923325858419597E-007  -0.163428069E-006   0.000000000E+000
   0.10938732523946282E-007  -0.163428197E-006   0.000000000E+000
   0.10954139189472967E-007  -0.163428169E-006   0.000000000E+000
   0.10969545854999652E-007  -0.163427941E-006   0.000000000E+000
   0.10984952520526337E-007  -0.163427742E-006   0.000000000E+000
   0.11000359186053021E-007  -0.163427742E-006   0.000000000E+000
   0.11015765851579706E-007  -0.163427956E-006   0.000000000E+000
   0.11031172517106391E-007  -0.163428140E-006   0.000000000E+000
   0.11046579182633076E-007  -0.163428183E-006   0.000000000E+000
   0.11061985848159761E-007  -0.163428041E-006   0.000000000E+000
   0.11077392513686446E-007  -0.163427828E-006   0.000000000E+000
   0.11092799179213131E-007  -0.163427728E-006   0.000000000E+000
   0.11108205844739816E-007  -0.163427814E-006   0.000000000E+000
   0.11123612510266501E-007  -0.163428012E-006   0.000000000E+000
   0.11139019175793186E-007  -0.163428140E-006   0.000000000E+000
   0.11154425841319870E-007  -0.163428098E-006   0.000000000E+000
   0.11169832506846555E-007  -0.163427913E-006   0.000000000E+000
   0.11185239172373240E-007  -0.163427785E-006   0.000000000E+000
   0.11200645837899925E-007  -0.163427785E-006   0.000000000E+000
   0.11216052503426610E-007  -0.163427913E-006   0.000000000E+000
   0.11231459168953295E-007  -0.163428069E-006   0.000000000E+000
   0.11246865834479980E-007  -0.163428126E-006   0.000000000E+000
   0.11262272500006665E-007  -0.163428012E-006   0.000000000E+000
   0.11277679165533350E-007  -0.163427828E-006   0.000000000E+000
   0.11293085831060035E-007  -0.163427742E-006   0.000000000E+000
   0.11308492496586720E-007  -0.163427842E-006   0.000000000E+000
   0.11323899162113404E-007  -0.163428012E-006   0.000000000E+000
   0.11339305827640089E-007  -0.163428084E-006   0.000000000E+000
   0.11354712493166774E-007  -0.163428041E-006   0.000000000E+000
   0.11370119158693459E-007  -0.163427927E-006   0.000000000E+000
   0.11385525824220144E-007  -0.163427828E-006   0.000000000E+000
   0.11400932489746829E-007  -0.163427799E-006   0.000000000E+000
   0.11416339155273514E-007  -0.163427870E-006   0.000000000E+000
   0.11431745820800199E-007  -0.163428012E-006   0.000000000E+000
   0.11447152486326884E-007  -0.163428084E-006   0.000000000E+000
   0.11462559151853569E-007  -0.163428027E-006   0.000000000E+000
   0.11477965817380253E-007  -0.163427885E-006   0.000000000E+000
   0.11493372482906938E-007  -0.163427814E-006   0.000000000E+000
   0.11508779148433623E-007  -0.163427856E-006   0.000000000E+000
   0.11524185813960308E-007  -0.163427941E-006   0.000000000E+000
   0.11539592479486993E-007  -0.163428027E-006   0.000000000E+000
   0.11554999145013678E-007  -0.163428055E-006   0.000000000E+000
   0.11570405810540363E-007  -0.163427970E-006   0.000000000E+000
   0.11585812476067048E-007  -0.163427856E-006   0.000000000E+000
   0.11601219141593733E-007  -0.163427828E-006   0.000000000E+000
   0.11616625807120418E-007  -0.163427899E-006   0.000000000E+000
   0.11632032472647102E-007  -0.163427984E-006   0.000000000E+000
   0.11647439138173787E-007  -0.163428012E-006   0.000000000E+000
   0.11662845803700472E-007  -0.163427970E-006   0.000000000E+000
   0.11678252469227157E-007  -0.163427899E-006   0.000000000E+000
   0.11693659134753842E-007  -0.163427828E-006   0.000000000E+000
   0.11709065800280527E-007  -0.163427856E-006   0.000000000E+000
   0.11724472465807212E-007  -0.163427941E-006   0.000000000E+000
   0.11739879131333897E-007  -0.163427984E-006   0.000000000E+000
   0.11755285796860582E-007  -0.163427984E-006   0.000000000E+000
   0.11770692462387267E-007  -0.163427941E-006   0.000000000E+000
   0.11786099127913952E-007  -0.163427870E-006   0.000000000E+000
   0.11801505793440636E-007  -0.163427842E-006   0.000000000E+000
   0.11816912458967321E-007  -0.163427899E-006   0.000000000E+000
   0.11832319124494006E-007  -0.163427998E-006   0.000000000E+000
   0.11847725790020691E-007  -0.163428012E-006   0.000000000E+000
   0.11863132455547376E-007  -0.163427956E-006   0.000000000E+000
   0.11878539121074061E-007  -0.163427899E-006   0.000000000E+000
   0.11893945786600746E-007  -0.163427870E-006   0.000000000E+000
   0.11909352452127431E-007  -0.163427870E-006   0.000000000E+000
   0.11924759117654116E-007  -0.163427913E-006   0.000000000E+000
   0.11940165783180801E-007  -0.163428012E-006   0.000000000E+000
   0.11955572448707485E-007  -0.163428041E-006   0.000000000E+000
   0.11970979114234170E-007  -0.163427941E-006   0.000000000E+000
   0.11986385779760855E-007  -0.163427870E-006   0.000000000E+000
   0.12001792445287540E-007  -0.163427856E-006   0.000000000E+000
   0.12017199110814225E-007  -0.163427913E-006   0.000000000E+000
   0.12032605776340910E-007  -0.163427941E-006   0.000000000E+000
   0.12048012441867595E-007  -0.163427956E-006   0.000000000E+000
   0.12063419107394280E-007  -0.163427970E-006   0.000000000E+000
   0.12078825772920965E-007  -0.163427956E-006   0.000000000E+000
   0.12094232438447650E-007  -0.163427913E-006   0.000000000E+000
   0.12109639103974335E-007  -0.163427885E-006   0.000000000E+000
   0.12125045769501019E-007  -0.163427913E-006   0.000000000E+000
   0.12140452435027704E-007  -0.163427956E-006   0.000000000E+000
   0.12155859100554389E-007  -0.163427970E-006   0.000000000E+000
   0.12171265766081074E-007  -0.163427941E-006   0.000000000E+000
   0.12186672431607759E-007  -0.163427927E-006   0.000000000E+000
   0.12202079097134444E-007  -0.163427913E-006   0.000000000E+000
   0.12217485762661129E-007  -0.163427913E-006   0.000000000E+000
   0.12232892428187814E-007  -0.163427941E-006   0.000000000E+000
   0.12248299093714499E-007  -0.163427956E-006   0.000000000E+000
   0.12263705759241184E-007  -0.163427941E-006   0.000000000E+000
   0.12279112424767868E-007  -0.163427885E-006   0.000000000E+000
   0.12294519090294553E-007  -0.163427870E-006   0.000000000E+000
   0.12309925755821238E-007  -0.163427927E-006   0.000000000E+000
   0.12325332421347923E-007  -0.163427970E-006   0.000000000E+000
   0.12340739086874608E-007  -0.163427941E-006   0.000000000E+000
   0.12356145752401293E-007  -0.163427913E-006   0.000000000E+000
   0.12371552417927978E-007  -0.163427941E-006   0.000000000E+000
   0.12386959083454663E-007  -0.163427927E-006   0.000000000E+000
   0.12402365748981348E-007  -0.163427899E-006   0.000000000E+000
   0.12417772414508033E-007  -0.163427899E-006   0.000000000E+000
   0.12433179080034718E-007  -0.163427941E-006   0.000000000E+000
   0.12448585745561402E-007  -0.163427956E-006   0.000000000E+000
   0.12463992411088087E-007  -0.163427956E-006   0.000000000E+000
   0.12479399076614772E-007  -0.163427927E-006   0.000000000E+000
   0.12494805742141457E-007  -0.163427899E-006   0.000000000E+000
   0.12510212407668142E-007  -0.163427899E-006   0.000000000E+000
   0.12525619073194827E-007  -0.163427927E-006   0.000000000E+000
   0.12541025738721512E-007  -0.163427941E-006   0.000000000E+000
   0.12556432404248197E-007  -0.163427927E-006   0.000000000E+000
   0.12571839069774882E-007  -0.163427941E-006   0.000000000E+000
   0.12587245735301567E-007  -0.163427913E-006   0.000000000E+000
   0.12602652400828251E-007  -0.163427885E-006   0.000000000E+000
   0.12618059066354936E-007  -0.163427927E-006   0.000000000E+000
   0.12633465731881621E-007  -0.163427956E-006   0.000000000E+000
   0.12648872397408306E-007  -0.163427956E-006   0.000000000E+000
   0.12664279062934991E-007  -0.163427927E-006   0.000000000E+000
   0.12679685728461676E-007  -0.163427899E-006   0.000000000E+000
   0.12695092393988361E-007  -0.163427885E-006   0.000000000E+000
   0.12710499059515046E-007  -0.163427913E-006   0.000000000E+000
   0.12725905725041731E-007  -0.163427956E-006   0.000000000E+000
   0.12741312390568416E-007  -0.163427970E-006   0.000000000E+000
   0.12756719056095100E-007  -0.163427941E-006   0.000000000E+000
   0.12772125721621785E-007  -0.163427913E-006   0.000000000E+000
   0.12787532387148470E-007  -0.163427941E-006   0.000000000E+000
   0.12802939052675155E-007  -0.163427941E-006   0.000000000E+000
   0.12818345718201840E-007  -0.163427899E-006   0.000000000E+000
   0.12833752383728525E-007  -0.163427913E-006   0.000000000E+000
   0.12849159049255210E-007  -0.163427956E-006   0.000000000E+000
   0.12864565714781895E-007  -0.163427970E-006   0.000000000E+000
   0.12879972380308580E-007  -0.163427927E-006   0.000000000E+000
   0.12895379045835265E-007  -0.163427899E-006   0.000000000E+000
   0.12910785711361950E-007  -0.163427927E-006   0.000000000E+000
   0.12926192376888634E-007  -0.163427941E-006   0.000000000E+000
   0.12941599042415319E-007  -0.163427927E-006   0.000000000E+000
   0.12957005707942004E-007  -0.163427941E-006   0.000000000E+000
   0.12972412373468689E-007  -0.163427956E-006   0.000000000E+000
   0.12987819038995374E-007  -0.163427927E-006   0.000000000E+000
   0.13003225704522059E-007  -0.163427899E-006   0.000000000E+000
   0.13018632370048744E-007  -0.163427885E-006   0.000000000E+000
   0.13034039035575429E-007  -0.163427899E-006   0.000000000E+000
   0.13049445701102114E-007  -0.163427941E-006   0.000000000E+000
   0.13064852366628799E-007  -0.163427956E-006   0.000000000E+000
   0.13080259032155483E-007  -0.163427913E-006   0.000000000E+000
   0.13095665697682168E-007  -0.163427899E-006   0.000000000E+000
   0.13111072363208853E-007  -0.163427927E-006   0.000000000E+000
   0.13126479028735538E-007  -0.163427956E-006   0.000000000E+000
   0.13141885694262223E-007  -0.163427927E-006   0.000000000E+000
   0.13157292359788908E-007  -0.163427913E-006   0.000000000E+000
   0.13172699025315593E-007  -0.163427941E-006   0.000000000E+000
   0.13188105690842278E-007  -0.163427941E-006   0.000000000E+000
   0.13203512356368963E-007  -0.163427899E-006   0.000000000E+000
   0.13218919021895648E-007  -0.163427899E-006   0.000000000E+000
   0.13234325687422333E-007  -0.163427941E-006   0.000000000E+000
   0.13249732352949017E-007  -0.163427956E-006   0.000000000E+000
   0.13265139018475702E-007  -0.163427941E-006   0.000000000E+000
   0.13280545684002387E-007  -0.163427913E-006   0.000000000E+000
   0.13295952349529072E-007  -0.163427913E-006   0.000000000E+000
   0.13311359015055757E-007  -0.163427927E-006   0.000000000E+000
   0.13326765680582442E-007  -0.163427927E-006   0.000000000E+000
   0.13342172346109127E-007  -0.163427899E-006   0.000000000E+000
   0.13357579011635812E-007  -0.163427913E-006   0.000000000E+000
   0.13372985677162497E-007  -0.163427941E-006   0.000000000E+000
   0.13388392342689182E-007  -0.163427970E-006   0.000000000E+000
   0.13403799008215866E-007  -0.163427941E-006   0.000000000E+000
   0.13419205673742551E-007  -0.163427885E-006   0.000000000E+000
   0.13434612339269236E-007  -0.163427885E-006   0.000000000E+000
   0.13450019004795921E-007  -0.163427956E-006   0.000000000E+000
   0.13465425670322606E-007  -0.163427998E-006   0.000000000E+000
   0.13480832335849291E-007  -0.163427927E-006   0.000000000E+000
   0.13496239001375976E-007  -0.163427870E-006   0.000000000E+000
