t              pw-in-box.fdtd_before_Ex_3_3_1.dat       incid
   0.19720531874156677E-008  -0.168918676E-003   0.742426753E+000
   0.19874598529423526E-008  -0.150285574E-003   0.673987091E+000
   0.20028665184690375E-008  -0.126033192E-003   0.603606224E+000
   0.20182731839957224E-008  -0.968891400E-004   0.533285797E+000
   0.20336798495224073E-008  -0.644992688E-004   0.464804441E+000
   0.20490865150490922E-008  -0.301185792E-004   0.399654657E+000
   0.20644931805757771E-008   0.470382656E-005   0.339002997E+000
   0.20798998461024620E-008   0.379424346E-004   0.283678293E+000
   0.20953065116291469E-008   0.682483951E-004   0.234181806E+000
   0.21107131771558318E-008   0.938374942E-004   0.190714717E+000
   0.21261198426825167E-008   0.113772636E-003   0.153221250E+000
   0.21415265082092017E-008   0.127029038E-003   0.121439107E+000
   0.21569331737358866E-008   0.133269816E-003   0.949515402E-001
   0.21723398392625715E-008   0.132447691E-003   0.732401162E-001
   0.21877465047892564E-008   0.125550956E-003   0.557315461E-001
   0.22031531703159413E-008   0.113788374E-003   0.418366529E-001
   0.22185598358426262E-008   0.985133956E-004   0.309824776E-001
   0.22339665013693111E-008   0.809498597E-004   0.226350129E-001
   0.22493731668959960E-008   0.623610831E-004   0.163135678E-001
   0.22647798324226809E-008   0.441773736E-004   0.115989950E-001
   0.22801864979493658E-008   0.275258808E-004   0.813574903E-002
   0.22955931634760507E-008   0.131821907E-004   0.562957767E-002
   0.23109998290027356E-008   0.151209770E-005   0.384292332E-002
   0.23264064945294205E-008  -0.734875266E-005   0.258792378E-002
   0.23418131600561054E-008  -0.134787797E-004   0.171927153E-002
   0.23572198255827903E-008  -0.170868498E-004   0.112678274E-002
   0.23726264911094752E-008  -0.185145564E-004   0.728521787E-003
   0.23880331566361601E-008  -0.181887281E-004   0.464673503E-003
   0.24034398221628450E-008  -0.165552447E-004   0.292385434E-003
   0.24188464876895299E-008  -0.140701886E-004   0.181497526E-003
   0.24342531532162148E-008  -0.111985373E-004   0.111144625E-003
   0.24496598187428997E-008  -0.833568174E-005   0.671441812E-004
   0.24650664842695846E-008  -0.569959138E-005   0.400162171E-004
   0.24804731497962695E-008  -0.335753793E-005   0.235269799E-004
   0.24958798153229544E-008  -0.135394635E-005   0.136457738E-004
   0.25112864808496393E-008   0.235528660E-006   0.780797654E-005
   0.25266931463763243E-008   0.137133782E-005   0.440738540E-005
   0.25420998119030092E-008   0.209783229E-005   0.245428532E-005
   0.25575064774296941E-008   0.249838195E-005   0.134827371E-005
   0.25729131429563790E-008   0.264885580E-005   0.730689692E-006
   0.25883198084830639E-008   0.263474249E-005   0.390651081E-006
   0.26037264740097488E-008   0.255830537E-005   0.206041534E-006
   0.26191331395364337E-008   0.248006700E-005   0.107206738E-006
   0.26345398050631186E-008   0.237826521E-005   0.550288100E-007
   0.26499464705898035E-008   0.220798461E-005   0.278656120E-007
   0.26653531361164884E-008   0.198858652E-005   0.139202907E-007
   0.26807598016431733E-008   0.179914991E-005   0.686006674E-008
   0.26961664671698582E-008   0.169362784E-005   0.333518213E-008
   0.27115731326965431E-008   0.165025085E-005   0.159960090E-008
   0.27269797982232280E-008   0.160722664E-005   0.756839258E-009
   0.27423864637499129E-008   0.152579912E-005   0.353270718E-009
   0.27577931292765978E-008   0.141035162E-005   0.162671751E-009
   0.27731997948032827E-008   0.128623799E-005   0.738951747E-010
   0.27886064603299676E-008   0.117815546E-005   0.331156179E-010
   0.28040131258566525E-008   0.110272777E-005   0.146402907E-010
   0.28194197913833374E-008   0.105681988E-005   0.638506912E-011
   0.28348264569100223E-008   0.100778470E-005   0.274723148E-011
   0.28502331224367072E-008   0.917485011E-006   0.116606963E-011
   0.28656397879633921E-008   0.787708871E-006   0.488261233E-012
   0.28810464534900770E-008   0.665691118E-006   0.201694808E-012
   0.28964531190167619E-008   0.593551931E-006   0.821932922E-013
   0.29118597845434468E-008   0.564813831E-006   0.330427349E-013
   0.29272664500701318E-008   0.539007544E-006   0.131048287E-013
   0.29426731155968167E-008   0.486505542E-006   0.512719038E-014
   0.29580797811235016E-008   0.410109351E-006   0.197895907E-014
   0.29734864466501865E-008   0.333249545E-006   0.753537874E-015
   0.29888931121768714E-008   0.278618273E-006   0.283055435E-015
   0.30042997777035563E-008   0.254521836E-006   0.104890168E-015
   0.30197064432302412E-008   0.250908016E-006   0.383456381E-016
   0.30351131087569261E-008   0.244580264E-006   0.138291264E-016
   0.30505197742836110E-008   0.214838607E-006   0.492005374E-017
   0.30659264398102959E-008   0.162536210E-006   0.172688718E-017
   0.30813331053369808E-008   0.113030623E-006   0.597936605E-018
   0.30967397708636657E-008   0.927118222E-007   0.204240574E-018
   0.31121464363903506E-008   0.101186764E-006   0.688243738E-019
   0.31275531019170355E-008   0.112084990E-006   0.228798238E-019
   0.31429597674437204E-008   0.101370013E-006   0.750328264E-020
   0.31583664329704053E-008   0.692360302E-007   0.242756790E-020
   0.31737730984970902E-008   0.347824525E-007   0.774795907E-021
   0.31891797640237751E-008   0.161383511E-007   0.243948255E-021
   0.32045864295504600E-008   0.173818684E-007   0.757758329E-022
   0.32199930950771449E-008   0.288167534E-007   0.232198336E-022
   0.32353997606038298E-008   0.352508103E-007   0.701909659E-023
   0.32508064261305147E-008   0.260239066E-007   0.209327969E-023
   0.32662130916571996E-008   0.264946642E-008   0.615840191E-024
   0.32816197571838845E-008  -0.206726138E-007   0.178731796E-024
   0.32970264227105694E-008  -0.276008691E-007   0.511753606E-025
   0.33124330882372544E-008  -0.153818736E-007   0.144548654E-025
   0.33278397537639393E-008   0.790651100E-009   0.402772233E-026
   0.33432464192906242E-008   0.257176014E-008   0.110721433E-026
   0.33586530848173091E-008  -0.131958835E-007   0.300259821E-027
   0.33740597503439940E-008  -0.332553256E-007   0.803256690E-028
   0.33894664158706789E-008  -0.426151274E-007   0.212001839E-028
   0.34048730813973638E-008  -0.371301425E-007   0.551972613E-029
   0.34202797469240487E-008  -0.240514950E-007   0.141770637E-029
   0.34356864124507336E-008  -0.149854635E-007   0.359239984E-030
   0.34510930779774185E-008  -0.179378361E-007   0.897979060E-031
   0.34664997435041034E-008  -0.317549294E-007   0.221439611E-031
   0.34819064090307883E-008  -0.462065479E-007   0.538724616E-032
   0.34973130745574732E-008  -0.496527690E-007   0.129291366E-032
   0.35127197400841581E-008  -0.395233428E-007   0.306098683E-033
   0.35281264056108430E-008  -0.255735060E-007   0.714967233E-034
   0.35435330711375279E-008  -0.211014619E-007   0.164740812E-034
   0.35589397366642128E-008  -0.301775529E-007   0.374459379E-035
   0.35743464021908977E-008  -0.442978383E-007   0.844646752E-036
   0.35897530677175826E-008  -0.514068148E-007   0.187973046E-036
   0.36051597332442675E-008  -0.467746766E-007   0.405401251E-037
   0.36205663987709524E-008  -0.355422003E-007   0.000000000E+000
   0.36359730642976373E-008  -0.272556928E-007   0.000000000E+000
   0.36513797298243222E-008  -0.285020381E-007   0.000000000E+000
   0.36667863953510071E-008  -0.382549814E-007   0.000000000E+000
   0.36821930608776920E-008  -0.485283600E-007   0.000000000E+000
   0.36975997264043770E-008  -0.507085751E-007   0.000000000E+000
   0.37130063919310619E-008  -0.431056932E-007   0.000000000E+000
   0.37284130574577468E-008  -0.326669323E-007   0.000000000E+000
   0.37438197229844317E-008  -0.286814021E-007   0.000000000E+000
   0.37592263885111166E-008  -0.343369635E-007   0.000000000E+000
   0.37746330540378015E-008  -0.442167014E-007   0.000000000E+000
   0.37900397195644864E-008  -0.497441306E-007   0.000000000E+000
   0.38054463850911713E-008  -0.468075676E-007   0.000000000E+000
   0.38208530506178562E-008  -0.385509438E-007   0.000000000E+000
   0.38362597161445411E-008  -0.319725331E-007   0.000000000E+000
   0.38516663816712260E-008  -0.322413349E-007   0.000000000E+000
   0.38670730471979109E-008  -0.389587207E-007   0.000000000E+000
   0.38824797127245958E-008  -0.465002401E-007   0.000000000E+000
   0.38978863782512807E-008  -0.484619953E-007   0.000000000E+000
   0.39132930437779656E-008  -0.432251746E-007   0.000000000E+000
   0.39286997093046505E-008  -0.355661243E-007   0.000000000E+000
   0.39441063748313354E-008  -0.322626512E-007   0.000000000E+000
   0.39595130403580203E-008  -0.358724961E-007   0.000000000E+000
   0.39749197058847052E-008  -0.428023021E-007   0.000000000E+000
   0.39903263714113901E-008  -0.470415173E-007   0.000000000E+000
   0.40057330369380750E-008  -0.454168756E-007   0.000000000E+000
   0.40211397024647599E-008  -0.397189837E-007   0.000000000E+000
   0.40365463679914448E-008  -0.347175053E-007   0.000000000E+000
   0.40519530335181297E-008  -0.343363737E-007   0.000000000E+000
   0.40673596990448146E-008  -0.387828152E-007   0.000000000E+000
   0.40827663645714996E-008  -0.443691839E-007   0.000000000E+000
   0.40981730300981845E-008  -0.463475551E-007   0.000000000E+000
   0.41135796956248694E-008  -0.429820091E-007   0.000000000E+000
   0.41289863611515543E-008  -0.372972018E-007   0.000000000E+000
   0.41443930266782392E-008  -0.343815785E-007   0.000000000E+000
   0.41597996922049241E-008  -0.366272133E-007   0.000000000E+000
   0.41752063577316090E-008  -0.417118002E-007   0.000000000E+000
   0.41906130232582939E-008  -0.451189344E-007   0.000000000E+000
   0.42060196887849788E-008  -0.442433041E-007   0.000000000E+000
   0.42214263543116637E-008  -0.401972429E-007   0.000000000E+000
   0.42368330198383486E-008  -0.364033248E-007   0.000000000E+000
   0.42522396853650335E-008  -0.357985392E-007   0.000000000E+000
   0.42676463508917184E-008  -0.387606107E-007   0.000000000E+000
   0.42830530164184033E-008  -0.428757332E-007   0.000000000E+000
   0.42984596819450882E-008  -0.447169484E-007   0.000000000E+000
   0.43138663474717731E-008  -0.426505551E-007   0.000000000E+000
   0.43292730129984580E-008  -0.384459575E-007   0.000000000E+000
   0.43446796785251429E-008  -0.358586583E-007   0.000000000E+000
   0.43600863440518278E-008  -0.371518425E-007   0.000000000E+000
   0.43754930095785127E-008  -0.409821759E-007   0.000000000E+000
   0.43908996751051976E-008  -0.438399255E-007   0.000000000E+000
   0.44063063406318825E-008  -0.434058087E-007   0.000000000E+000
   0.44217130061585674E-008  -0.403834974E-007   0.000000000E+000
   0.44371196716852523E-008  -0.374479860E-007   0.000000000E+000
   0.44525263372119372E-008  -0.368702864E-007   0.000000000E+000
   0.44679330027386222E-008  -0.389350170E-007   0.000000000E+000
   0.44833396682653071E-008  -0.419401296E-007   0.000000000E+000
   0.44987463337919920E-008  -0.434724043E-007   0.000000000E+000
   0.45141529993186769E-008  -0.422276329E-007   0.000000000E+000
   0.45295596648453618E-008  -0.391989516E-007   0.000000000E+000
   0.45449663303720467E-008  -0.370217244E-007   0.000000000E+000
   0.45603729958987316E-008  -0.376517058E-007   0.000000000E+000
   0.45757796614254165E-008  -0.404729477E-007   0.000000000E+000
   0.45911863269521014E-008  -0.428742268E-007   0.000000000E+000
   0.46065929924787863E-008  -0.427821938E-007   0.000000000E+000
   0.46219996580054712E-008  -0.405054941E-007   0.000000000E+000
   0.46374063235321561E-008  -0.381621312E-007   0.000000000E+000
   0.46528129890588410E-008  -0.376343188E-007   0.000000000E+000
   0.46682196545855259E-008  -0.391439272E-007   0.000000000E+000
   0.46836263201122108E-008  -0.413701713E-007   0.000000000E+000
   0.46990329856388957E-008  -0.425647499E-007   0.000000000E+000
   0.47144396511655806E-008  -0.417934274E-007   0.000000000E+000
   0.47298463166922655E-008  -0.396540045E-007   0.000000000E+000
   0.47452529822189504E-008  -0.379291301E-007   0.000000000E+000
   0.47606596477456353E-008  -0.381477214E-007   0.000000000E+000
   0.47760663132723202E-008  -0.401423605E-007   0.000000000E+000
   0.47914729787990051E-008  -0.421018775E-007   0.000000000E+000
   0.48068796443256900E-008  -0.422707060E-007   0.000000000E+000
   0.48222863098523749E-008  -0.406082528E-007   0.000000000E+000
   0.48376929753790598E-008  -0.387041261E-007   0.000000000E+000
   0.48530996409057447E-008  -0.381783174E-007   0.000000000E+000
   0.48685063064324297E-008  -0.393026980E-007   0.000000000E+000
   0.48839129719591146E-008  -0.410146015E-007   0.000000000E+000
   0.48993196374857995E-008  -0.419430641E-007   0.000000000E+000
   0.49147263030124844E-008  -0.414215258E-007   0.000000000E+000
   0.49301329685391693E-008  -0.398912796E-007   0.000000000E+000
   0.49455396340658542E-008  -0.385835115E-007   0.000000000E+000
   0.49609462995925391E-008  -0.386062702E-007   0.000000000E+000
   0.49763529651192240E-008  -0.399801330E-007   0.000000000E+000
   0.49917596306459089E-008  -0.415087982E-007   0.000000000E+000
   0.50071662961725938E-008  -0.418177422E-007   0.000000000E+000
   0.50225729616992787E-008  -0.406587759E-007   0.000000000E+000
   0.50379796272259636E-008  -0.391341466E-007   0.000000000E+000
   0.50533862927526485E-008  -0.385988557E-007   0.000000000E+000
   0.50687929582793334E-008  -0.394148287E-007   0.000000000E+000
   0.50841996238060183E-008  -0.407675813E-007   0.000000000E+000
   0.50996062893327032E-008  -0.415185077E-007   0.000000000E+000
   0.51150129548593881E-008  -0.411386907E-007   0.000000000E+000
   0.51304196203860730E-008  -0.400023836E-007   0.000000000E+000
   0.51458262859127579E-008  -0.390263075E-007   0.000000000E+000
   0.51612329514394428E-008  -0.389917290E-007   0.000000000E+000
   0.51766396169661277E-008  -0.399413338E-007   0.000000000E+000
   0.51920462824928126E-008  -0.410838155E-007   0.000000000E+000
   0.52074529480194975E-008  -0.414183212E-007   0.000000000E+000
   0.52228596135461824E-008  -0.406427461E-007   0.000000000E+000
   0.52382662790728673E-008  -0.394682402E-007   0.000000000E+000
   0.52536729445995523E-008  -0.389542407E-007   0.000000000E+000
   0.52690796101262372E-008  -0.395105282E-007   0.000000000E+000
   0.52844862756529221E-008  -0.405730312E-007   0.000000000E+000
   0.52998929411796070E-008  -0.412049168E-007   0.000000000E+000
   0.53152996067062919E-008  -0.409351379E-007   0.000000000E+000
   0.53307062722329768E-008  -0.400647693E-007   0.000000000E+000
   0.53461129377596617E-008  -0.393238970E-007   0.000000000E+000
   0.53615196032863466E-008  -0.392859185E-007   0.000000000E+000
   0.53769262688130315E-008  -0.399621349E-007   0.000000000E+000
   0.53923329343397164E-008  -0.407975236E-007   0.000000000E+000
   0.54077395998664013E-008  -0.410900256E-007   0.000000000E+000
   0.54231462653930862E-008  -0.405794793E-007   0.000000000E+000
   0.54385529309197711E-008  -0.397105602E-007   0.000000000E+000
   0.54539595964464560E-008  -0.392571806E-007   0.000000000E+000
   0.54693662619731409E-008  -0.396088993E-007   0.000000000E+000
   0.54847729274998258E-008  -0.404174116E-007   0.000000000E+000
   0.55001795930265107E-008  -0.409528376E-007   0.000000000E+000
   0.55155862585531956E-008  -0.407842577E-007   0.000000000E+000
   0.55309929240798805E-008  -0.401157472E-007   0.000000000E+000
   0.55463995896065654E-008  -0.395347826E-007   0.000000000E+000
   0.55618062551332503E-008  -0.394965980E-007   0.000000000E+000
   0.55772129206599352E-008  -0.399952462E-007   0.000000000E+000
   0.55926195861866201E-008  -0.406104803E-007   0.000000000E+000
   0.56080262517133050E-008  -0.408418011E-007   0.000000000E+000
   0.56234329172399899E-008  -0.404991347E-007   0.000000000E+000
   0.56388395827666749E-008  -0.398714555E-007   0.000000000E+000
   0.56542462482933598E-008  -0.395015753E-007   0.000000000E+000
   0.56696529138200447E-008  -0.397116153E-007   0.000000000E+000
   0.56850595793467296E-008  -0.403042755E-007   0.000000000E+000
   0.57004662448734145E-008  -0.407455651E-007   0.000000000E+000
   0.57158729104000994E-008  -0.406611207E-007   0.000000000E+000
   0.57312795759267843E-008  -0.401599749E-007   0.000000000E+000
   0.57466862414534692E-008  -0.396961255E-007   0.000000000E+000
   0.57620929069801541E-008  -0.396481035E-007   0.000000000E+000
   0.57774995725068390E-008  -0.400204847E-007   0.000000000E+000
   0.57929062380335239E-008  -0.404846503E-007   0.000000000E+000
   0.58083129035602088E-008  -0.406641902E-007   0.000000000E+000
   0.58237195690868937E-008  -0.404249114E-007   0.000000000E+000
   0.58391262346135786E-008  -0.399716953E-007   0.000000000E+000
   0.58545329001402635E-008  -0.396856450E-007   0.000000000E+000
   0.58699395656669484E-008  -0.398095032E-007   0.000000000E+000
   0.58853462311936333E-008  -0.402324929E-007   0.000000000E+000
   0.59007528967203182E-008  -0.405810070E-007   0.000000000E+000
   0.59161595622470031E-008  -0.405538216E-007   0.000000000E+000
   0.59315662277736880E-008  -0.401914910E-007   0.000000000E+000
   0.59469728933003729E-008  -0.398244921E-007   0.000000000E+000
   0.59623795588270578E-008  -0.397637727E-007   0.000000000E+000
   0.59777862243537427E-008  -0.400366780E-007   0.000000000E+000
   0.59931928898804276E-008  -0.403932603E-007   0.000000000E+000
   0.60085995554071125E-008  -0.405378735E-007   0.000000000E+000
   0.60240062209337975E-008  -0.403670342E-007   0.000000000E+000
   0.60394128864604824E-008  -0.400344895E-007   0.000000000E+000
   0.60548195519871673E-008  -0.398173690E-007   0.000000000E+000
   0.60702262175138522E-008  -0.398926474E-007   0.000000000E+000
   0.60856328830405371E-008  -0.401922620E-007   0.000000000E+000
   0.61010395485672220E-008  -0.404577065E-007   0.000000000E+000
   0.61164462140939069E-008  -0.404615577E-007   0.000000000E+000
   0.61318528796205918E-008  -0.402076950E-007   0.000000000E+000
   0.61472595451472767E-008  -0.399247924E-007   0.000000000E+000
   0.61626662106739616E-008  -0.398569711E-007   0.000000000E+000
   0.61780728762006465E-008  -0.400493256E-007   0.000000000E+000
   0.61934795417273314E-008  -0.403229521E-007   0.000000000E+000
   0.62088862072540163E-008  -0.404447533E-007   0.000000000E+000
   0.62242928727807012E-008  -0.403250127E-007   0.000000000E+000
   0.62396995383073861E-008  -0.400770475E-007   0.000000000E+000
   0.62551062038340710E-008  -0.399100770E-007   0.000000000E+000
   0.62705128693607559E-008  -0.399568520E-007   0.000000000E+000
   0.62859195348874408E-008  -0.401712086E-007   0.000000000E+000
   0.63013262004141257E-008  -0.403701179E-007   0.000000000E+000
   0.63167328659408106E-008  -0.403867411E-007   0.000000000E+000
   0.63321395314674955E-008  -0.402113649E-007   0.000000000E+000
   0.63475461969941804E-008  -0.399989659E-007   0.000000000E+000
   0.63629528625208653E-008  -0.399325231E-007   0.000000000E+000
   0.63783595280475502E-008  -0.400628188E-007   0.000000000E+000
   0.63937661935742351E-008  -0.402693203E-007   0.000000000E+000
   0.64091728591009200E-008  -0.403732017E-007   0.000000000E+000
   0.64245795246276050E-008  -0.402935783E-007   0.000000000E+000
   0.64399861901542899E-008  -0.401081977E-007   0.000000000E+000
   0.64553928556809748E-008  -0.399766940E-007   0.000000000E+000
   0.64707995212076597E-008  -0.400040641E-007   0.000000000E+000
   0.64862061867343446E-008  -0.401595592E-007   0.000000000E+000
   0.65016128522610295E-008  -0.403093914E-007   0.000000000E+000
   0.65170195177877144E-008  -0.403297804E-007   0.000000000E+000
   0.65324261833143993E-008  -0.402080609E-007   0.000000000E+000
   0.65478328488410842E-008  -0.400507680E-007   0.000000000E+000
   0.65632395143677691E-008  -0.399917823E-007   0.000000000E+000
   0.65786461798944540E-008  -0.400778752E-007   0.000000000E+000
   0.65940528454211389E-008  -0.402305673E-007   0.000000000E+000
   0.66094595109478238E-008  -0.403174383E-007   0.000000000E+000
   0.66248661764745087E-008  -0.402680378E-007   0.000000000E+000
   0.66402728420011936E-008  -0.401310665E-007   0.000000000E+000
   0.66556795075278785E-008  -0.400262081E-007   0.000000000E+000
   0.66710861730545634E-008  -0.400390725E-007   0.000000000E+000
   0.66864928385812483E-008  -0.401523117E-007   0.000000000E+000
   0.67018995041079332E-008  -0.402668014E-007   0.000000000E+000
   0.67173061696346181E-008  -0.402878975E-007   0.000000000E+000
   0.67327128351613030E-008  -0.402024547E-007   0.000000000E+000
   0.67481195006879879E-008  -0.400857978E-007   0.000000000E+000
   0.67635261662146728E-008  -0.400362907E-007   0.000000000E+000
   0.67789328317413577E-008  -0.400929565E-007   0.000000000E+000
