t              cylinder_rcs.fdtd_Point probe_1_Ex_50_0_80.dat       incid
   0.48301651567328463E-008   0.613230668E-006   0.258434625E-006
   0.48679008220198217E-008   0.127391934E-005   0.714448674E-006
   0.49056364873067970E-008   0.259779222E-005   0.190568812E-005
   0.49433721525937724E-008   0.520060712E-005   0.490492494E-005
   0.49811078178807477E-008   0.102216254E-004   0.121830653E-004
   0.50188434831677231E-008   0.197250120E-004   0.292047280E-004
   0.50565791484546985E-008   0.373722614E-004   0.675716583E-004
   0.50943148137416738E-008   0.695199560E-004   0.150913067E-003
   0.51320504790286492E-008   0.126964340E-003   0.325367262E-003
   0.51697861443156246E-008   0.227636541E-003   0.677231234E-003
   0.52075218096025999E-008   0.400643563E-003   0.136096997E-002
   0.52452574748895753E-008   0.692134956E-003   0.264073722E-002
   0.52829931401765506E-008   0.117352745E-002   0.494756829E-002
   0.53207288054635260E-008   0.195259415E-002   0.895086303E-002
   0.53584644707505014E-008   0.318776723E-002   0.156371053E-001
   0.53962001360374767E-008   0.510563795E-002   0.263798907E-001
   0.54339358013244521E-008   0.802100636E-002   0.429753624E-001
   0.54716714666114274E-008   0.123578664E-001   0.676062778E-001
   0.55094071318984028E-008   0.186684504E-001   0.102700546E+000
   0.55471427971853782E-008   0.276459530E-001   0.150645658E+000
   0.55848784624723535E-008   0.401250124E-001   0.213368371E+000
   0.56226141277593289E-008   0.570628941E-001   0.291785181E+000
   0.56603497930463043E-008   0.794939846E-001   0.385246754E+000
   0.56980854583332796E-008   0.108451158E+000   0.491135031E+000
   0.57358211236202550E-008   0.144850612E+000   0.604188144E+000
   0.57735567889072303E-008   0.189341933E+000   0.717113853E+000
   0.58112924541942057E-008   0.242132217E+000   0.821256042E+000
   0.58490281194811811E-008   0.302802086E+000   0.907563210E+000
   0.58867637847681564E-008   0.370139897E+000   0.967865169E+000
   0.59244994500551318E-008   0.442027271E+000   0.996144056E+000
   0.59622351153421072E-008   0.515412211E+000   0.989528000E+000
   0.59999707806290825E-008   0.586401403E+000   0.948767245E+000
   0.60377064459160579E-008   0.650491714E+000   0.878095150E+000
   0.60754421112030332E-008   0.702940822E+000   0.784505308E+000
   0.61131777764900086E-008   0.739252150E+000   0.676613688E+000
   0.61509134417769840E-008   0.755719185E+000   0.563369632E+000
   0.61886491070639593E-008   0.749953270E+000   0.452861518E+000
   0.62263847723509347E-008   0.721305490E+000   0.351451337E+000
   0.62641204376379100E-008   0.671095848E+000   0.263328165E+000
   0.63018561029248854E-008   0.602586567E+000   0.190485656E+000
   0.63395917682118608E-008   0.520677030E+000   0.133031532E+000
   0.63773274334988361E-008   0.431346923E+000   0.896954983E-001
   0.64150630987858115E-008   0.340927094E+000   0.583844893E-001
   0.64527987640727869E-008   0.255316377E+000   0.366876796E-001
   0.64905344293597622E-008   0.179280162E+000   0.222546458E-001
   0.65282700946467376E-008   0.115953580E+000   0.130309919E-001
   0.65660057599337129E-008   0.666323602E-001   0.736484397E-002
   0.66037414252206883E-008   0.308747739E-001   0.401752349E-002
   0.66414770905076637E-008   0.687308796E-002   0.211509923E-002
   0.66792127557946390E-008  -0.800168980E-002   0.107460888E-002
   0.67169484210816144E-008  -0.166074261E-001   0.526848948E-003
   0.67546840863685897E-008  -0.215142518E-001   0.249233010E-003
   0.67924197516555651E-008  -0.246569812E-001   0.113755479E-003
   0.68301554169425405E-008  -0.271994639E-001   0.500911301E-004
   0.68678910822295158E-008  -0.295978095E-001   0.212779942E-004
   0.69056267475164912E-008  -0.318034105E-001   0.871888642E-005
   0.69433624128034666E-008  -0.335234180E-001   0.344591308E-005
   0.69810980780904419E-008  -0.344588682E-001   0.131354625E-005
   0.70188337433774173E-008  -0.344644710E-001   0.482874100E-006
   0.70565694086643926E-008  -0.336092152E-001   0.171184823E-006
   0.70943050739513680E-008  -0.321508162E-001   0.585182249E-007
   0.71320407392383434E-008  -0.304580927E-001   0.192886400E-007
   0.71697764045253187E-008  -0.289195161E-001   0.612991968E-008
   0.72075120698122941E-008  -0.278666895E-001   0.187820759E-008
   0.72452477350992694E-008  -0.275264978E-001   0.554784829E-009
   0.72829834003862448E-008  -0.280027278E-001   0.157979921E-009
   0.73207190656732202E-008  -0.292809159E-001   0.433645515E-010
   0.73584547309601955E-008  -0.312478468E-001   0.114741853E-010
   0.73961903962471709E-008  -0.337152593E-001   0.292636878E-011
   0.74339260615341463E-008  -0.364380255E-001   0.719378333E-012
   0.74716617268211216E-008  -0.391255319E-001   0.170441515E-012
   0.75093973921080970E-008  -0.414583236E-001   0.000000000E+000
   0.75471330573950723E-008  -0.431263000E-001   0.000000000E+000
   0.75848687226820477E-008  -0.438896380E-001   0.000000000E+000
   0.76226043879690231E-008  -0.436391346E-001   0.000000000E+000
   0.76603400532559984E-008  -0.424216986E-001   0.000000000E+000
   0.76980757185429738E-008  -0.404133499E-001   0.000000000E+000
   0.77358113838299492E-008  -0.378550664E-001   0.000000000E+000
   0.77735470491169245E-008  -0.349894315E-001   0.000000000E+000
   0.78112827144038999E-008  -0.320299305E-001   0.000000000E+000
   0.78490183796908752E-008  -0.291659739E-001   0.000000000E+000
   0.78867540449778506E-008  -0.265782233E-001   0.000000000E+000
   0.79244897102648260E-008  -0.244313776E-001   0.000000000E+000
   0.79622253755518013E-008  -0.228331033E-001   0.000000000E+000
   0.79999610408387767E-008  -0.217856541E-001   0.000000000E+000
   0.80376967061257520E-008  -0.211782102E-001   0.000000000E+000
   0.80754323714127274E-008  -0.208429042E-001   0.000000000E+000
   0.81131680366997028E-008  -0.206386186E-001   0.000000000E+000
   0.81509037019866781E-008  -0.204943605E-001   0.000000000E+000
   0.81886393672736535E-008  -0.203837305E-001   0.000000000E+000
   0.82263750325606289E-008  -0.202762503E-001   0.000000000E+000
   0.82641106978476042E-008  -0.201298986E-001   0.000000000E+000
   0.83018463631345796E-008  -0.199253522E-001   0.000000000E+000
   0.83395820284215549E-008  -0.196798444E-001   0.000000000E+000
   0.83773176937085303E-008  -0.194045138E-001   0.000000000E+000
   0.84150533589955057E-008  -0.190502517E-001   0.000000000E+000
   0.84527890242824810E-008  -0.185115337E-001   0.000000000E+000
   0.84905246895694564E-008  -0.176915340E-001   0.000000000E+000
   0.85282603548564317E-008  -0.165636595E-001   0.000000000E+000
   0.85659960201434071E-008  -0.151772425E-001   0.000000000E+000
   0.86037316854303825E-008  -0.136205526E-001   0.000000000E+000
   0.86414673507173578E-008  -0.119883697E-001   0.000000000E+000
   0.86792030160043332E-008  -0.103774257E-001   0.000000000E+000
   0.87169386812913086E-008  -0.889407471E-002   0.000000000E+000
   0.87546743465782839E-008  -0.764617743E-002   0.000000000E+000
   0.87924100118652593E-008  -0.670861872E-002   0.000000000E+000
   0.88301456771522346E-008  -0.608191174E-002   0.000000000E+000
   0.88678813424392100E-008  -0.568236131E-002   0.000000000E+000
   0.89056170077261854E-008  -0.538496440E-002   0.000000000E+000
   0.89433526730131607E-008  -0.508985715E-002   0.000000000E+000
   0.89810883383001361E-008  -0.475272909E-002   0.000000000E+000
   0.90188240035871114E-008  -0.435726019E-002   0.000000000E+000
   0.90565596688740868E-008  -0.387700414E-002   0.000000000E+000
   0.90942953341610622E-008  -0.328338798E-002   0.000000000E+000
   0.91320309994480375E-008  -0.258677965E-002   0.000000000E+000
   0.91697666647350129E-008  -0.184504525E-002   0.000000000E+000
   0.92075023300219883E-008  -0.111713505E-002   0.000000000E+000
   0.92452379953089636E-008  -0.417502422E-003   0.000000000E+000
   0.92829736605959390E-008   0.274117629E-003   0.000000000E+000
   0.93207093258829143E-008   0.969508605E-003   0.000000000E+000
   0.93584449911698897E-008   0.165447663E-002   0.000000000E+000
   0.93961806564568651E-008   0.230883341E-002   0.000000000E+000
   0.94339163217438404E-008   0.292633241E-002   0.000000000E+000
   0.94716519870308158E-008   0.351212104E-002   0.000000000E+000
   0.95093876523177912E-008   0.407080632E-002   0.000000000E+000
   0.95471233176047665E-008   0.459960056E-002   0.000000000E+000
   0.95848589828917419E-008   0.508877309E-002   0.000000000E+000
   0.96225946481787172E-008   0.553197227E-002   0.000000000E+000
   0.96603303134656926E-008   0.594001124E-002   0.000000000E+000
   0.96980659787526680E-008   0.633489061E-002   0.000000000E+000
   0.97358016440396433E-008   0.671977177E-002   0.000000000E+000
   0.97735373093266187E-008   0.706212176E-002   0.000000000E+000
   0.98112729746135940E-008   0.731804082E-002   0.000000000E+000
   0.98490086399005694E-008   0.746831624E-002   0.000000000E+000
   0.98867443051875448E-008   0.752168708E-002   0.000000000E+000
   0.99244799704745201E-008   0.749125518E-002   0.000000000E+000
   0.99622156357614955E-008   0.738409022E-002   0.000000000E+000
   0.99999513010484709E-008   0.721822120E-002   0.000000000E+000
   0.10037686966335446E-007   0.704323268E-002   0.000000000E+000
   0.10075422631622422E-007   0.693521928E-002   0.000000000E+000
   0.10113158296909397E-007   0.695977965E-002   0.000000000E+000
   0.10150893962196372E-007   0.713141169E-002   0.000000000E+000
   0.10188629627483348E-007   0.741098635E-002   0.000000000E+000
   0.10226365292770323E-007   0.774298701E-002   0.000000000E+000
   0.10264100958057298E-007   0.808469765E-002   0.000000000E+000
   0.10301836623344274E-007   0.839923415E-002   0.000000000E+000
   0.10339572288631249E-007   0.864444114E-002   0.000000000E+000
   0.10377307953918224E-007   0.878978521E-002   0.000000000E+000
   0.10415043619205200E-007   0.884097908E-002   0.000000000E+000
   0.10452779284492175E-007   0.884127151E-002   0.000000000E+000
   0.10490514949779151E-007   0.885213632E-002   0.000000000E+000
   0.10528250615066126E-007   0.892671105E-002   0.000000000E+000
   0.10565986280353101E-007   0.908306800E-002   0.000000000E+000
   0.10603721945640077E-007   0.929676369E-002   0.000000000E+000
   0.10641457610927052E-007   0.952635705E-002   0.000000000E+000
   0.10679193276214027E-007   0.974407606E-002   0.000000000E+000
   0.10716928941501003E-007   0.993695110E-002   0.000000000E+000
   0.10754664606787978E-007   0.100917397E-001   0.000000000E+000
   0.10792400272074953E-007   0.101968795E-001   0.000000000E+000
   0.10830135937361929E-007   0.102587817E-001   0.000000000E+000
   0.10867871602648904E-007   0.103076044E-001   0.000000000E+000
   0.10905607267935880E-007   0.103837186E-001   0.000000000E+000
   0.10943342933222855E-007   0.105119934E-001   0.000000000E+000
   0.10981078598509830E-007   0.106825577E-001   0.000000000E+000
   0.11018814263796806E-007   0.108643053E-001   0.000000000E+000
   0.11056549929083781E-007   0.110443980E-001   0.000000000E+000
   0.11094285594370756E-007   0.112408297E-001   0.000000000E+000
   0.11132021259657732E-007   0.114650195E-001   0.000000000E+000
   0.11169756924944707E-007   0.116891656E-001   0.000000000E+000
   0.11207492590231682E-007   0.118693840E-001   0.000000000E+000
   0.11245228255518658E-007   0.119916331E-001   0.000000000E+000
   0.11282963920805633E-007   0.120786149E-001   0.000000000E+000
   0.11320699586092609E-007   0.121562351E-001   0.000000000E+000
   0.11358435251379584E-007   0.122263646E-001   0.000000000E+000
   0.11396170916666559E-007   0.122738937E-001   0.000000000E+000
   0.11433906581953535E-007   0.122919800E-001   0.000000000E+000
   0.11471642247240510E-007   0.122896992E-001   0.000000000E+000
   0.11509377912527485E-007   0.122709228E-001   0.000000000E+000
   0.11547113577814461E-007   0.122183040E-001   0.000000000E+000
   0.11584849243101436E-007   0.121156415E-001   0.000000000E+000
   0.11622584908388411E-007   0.119839115E-001   0.000000000E+000
   0.11660320573675387E-007   0.118782166E-001   0.000000000E+000
   0.11698056238962362E-007   0.118425488E-001   0.000000000E+000
   0.11735791904249337E-007   0.118712895E-001   0.000000000E+000
   0.11773527569536313E-007   0.119141182E-001   0.000000000E+000
   0.11811263234823288E-007   0.119168712E-001   0.000000000E+000
   0.11848998900110264E-007   0.118624391E-001   0.000000000E+000
   0.11886734565397239E-007   0.117756007E-001   0.000000000E+000
   0.11924470230684214E-007   0.116898641E-001   0.000000000E+000
   0.11962205895971190E-007   0.116162151E-001   0.000000000E+000
   0.11999941561258165E-007   0.115458416E-001   0.000000000E+000
   0.12037677226545140E-007   0.114710033E-001   0.000000000E+000
   0.12075412891832116E-007   0.113931568E-001   0.000000000E+000
   0.12113148557119091E-007   0.113158012E-001   0.000000000E+000
   0.12150884222406066E-007   0.112374639E-001   0.000000000E+000
   0.12188619887693042E-007   0.111530181E-001   0.000000000E+000
   0.12226355552980017E-007   0.110609755E-001   0.000000000E+000
   0.12264091218266993E-007   0.109654861E-001   0.000000000E+000
   0.12301826883553968E-007   0.108655645E-001   0.000000000E+000
   0.12339562548840943E-007   0.107472949E-001   0.000000000E+000
   0.12377298214127919E-007   0.105980625E-001   0.000000000E+000
   0.12415033879414894E-007   0.104271872E-001   0.000000000E+000
   0.12452769544701869E-007   0.102626178E-001   0.000000000E+000
   0.12490505209988845E-007   0.101265525E-001   0.000000000E+000
   0.12528240875275820E-007   0.100176083E-001   0.000000000E+000
   0.12565976540562795E-007   0.991430599E-002   0.000000000E+000
   0.12603712205849771E-007   0.979584642E-002   0.000000000E+000
   0.12641447871136746E-007   0.966176949E-002   0.000000000E+000
   0.12679183536423722E-007   0.952632539E-002   0.000000000E+000
   0.12716919201710697E-007   0.939347036E-002   0.000000000E+000
   0.12754654866997672E-007   0.925177895E-002   0.000000000E+000
   0.12792390532284648E-007   0.909810979E-002   0.000000000E+000
   0.12830126197571623E-007   0.894935615E-002   0.000000000E+000
   0.12867861862858598E-007   0.882279407E-002   0.000000000E+000
   0.12905597528145574E-007   0.871513225E-002   0.000000000E+000
   0.12943333193432549E-007   0.860448182E-002   0.000000000E+000
   0.12981068858719524E-007   0.846944936E-002   0.000000000E+000
   0.13018804524006500E-007   0.831106678E-002   0.000000000E+000
   0.13056540189293475E-007   0.815477781E-002   0.000000000E+000
   0.13094275854580451E-007   0.801912695E-002   0.000000000E+000
   0.13132011519867426E-007   0.788834970E-002   0.000000000E+000
   0.13169747185154401E-007   0.773377577E-002   0.000000000E+000
   0.13207482850441377E-007   0.755472202E-002   0.000000000E+000
   0.13245218515728352E-007   0.737869553E-002   0.000000000E+000
   0.13282954181015327E-007   0.722786272E-002   0.000000000E+000
   0.13320689846302303E-007   0.709903799E-002   0.000000000E+000
   0.13358425511589278E-007   0.696948543E-002   0.000000000E+000
   0.13396161176876253E-007   0.681778556E-002   0.000000000E+000
   0.13433896842163229E-007   0.664700894E-002   0.000000000E+000
   0.13471632507450204E-007   0.648163538E-002   0.000000000E+000
   0.13509368172737179E-007   0.633338513E-002   0.000000000E+000
   0.13547103838024155E-007   0.618613372E-002   0.000000000E+000
   0.13584839503311130E-007   0.602419907E-002   0.000000000E+000
   0.13622575168598106E-007   0.585488277E-002   0.000000000E+000
   0.13660310833885081E-007   0.569420913E-002   0.000000000E+000
   0.13698046499172056E-007   0.554861827E-002   0.000000000E+000
   0.13735782164459032E-007   0.541331153E-002   0.000000000E+000
   0.13773517829746007E-007   0.527560618E-002   0.000000000E+000
   0.13811253495032982E-007   0.512595382E-002   0.000000000E+000
   0.13848989160319958E-007   0.497143576E-002   0.000000000E+000
   0.13886724825606933E-007   0.482366886E-002   0.000000000E+000
   0.13924460490893908E-007   0.467532547E-002   0.000000000E+000
   0.13962196156180884E-007   0.451034633E-002   0.000000000E+000
   0.13999931821467859E-007   0.433048792E-002   0.000000000E+000
   0.14037667486754835E-007   0.415036594E-002   0.000000000E+000
   0.14075403152041810E-007   0.397772342E-002   0.000000000E+000
   0.14113138817328785E-007   0.381301786E-002   0.000000000E+000
   0.14150874482615761E-007   0.365204387E-002   0.000000000E+000
   0.14188610147902736E-007   0.348474411E-002   0.000000000E+000
   0.14226345813189711E-007   0.331048272E-002   0.000000000E+000
   0.14264081478476687E-007   0.314607960E-002   0.000000000E+000
   0.14301817143763662E-007   0.299887662E-002   0.000000000E+000
   0.14339552809050637E-007   0.285123009E-002   0.000000000E+000
   0.14377288474337613E-007   0.268929941E-002   0.000000000E+000
   0.14415024139624588E-007   0.252181292E-002   0.000000000E+000
   0.14452759804911564E-007   0.235988013E-002   0.000000000E+000
   0.14490495470198539E-007   0.220469292E-002   0.000000000E+000
   0.14528231135485514E-007   0.205478817E-002   0.000000000E+000
   0.14565966800772490E-007   0.190286478E-002   0.000000000E+000
   0.14603702466059465E-007   0.173883804E-002   0.000000000E+000
   0.14641438131346440E-007   0.157135178E-002   0.000000000E+000
   0.14679173796633416E-007   0.142080279E-002   0.000000000E+000
   0.14716909461920391E-007   0.128439069E-002   0.000000000E+000
   0.14754645127207366E-007   0.114060356E-002   0.000000000E+000
   0.14792380792494342E-007   0.985896797E-003   0.000000000E+000
   0.14830116457781317E-007   0.834365201E-003   0.000000000E+000
   0.14867852123068293E-007   0.692198868E-003   0.000000000E+000
   0.14905587788355268E-007   0.557103136E-003   0.000000000E+000
   0.14943323453642243E-007   0.424182683E-003   0.000000000E+000
   0.14981059118929219E-007   0.281754241E-003   0.000000000E+000
   0.15018794784216194E-007   0.126646351E-003   0.000000000E+000
   0.15056530449503169E-007  -0.214071188E-004   0.000000000E+000
   0.15094266114790145E-007  -0.149042127E-003   0.000000000E+000
   0.15132001780077120E-007  -0.274019374E-003   0.000000000E+000
   0.15169737445364095E-007  -0.413959613E-003   0.000000000E+000
   0.15207473110651071E-007  -0.557984458E-003   0.000000000E+000
   0.15245208775938046E-007  -0.689244596E-003   0.000000000E+000
   0.15282944441225021E-007  -0.806566968E-003   0.000000000E+000
   0.15320680106511997E-007  -0.917226833E-003   0.000000000E+000
   0.15358415771798972E-007  -0.103344047E-002   0.000000000E+000
   0.15396151437085948E-007  -0.116572215E-002   0.000000000E+000
   0.15433887102372923E-007  -0.130112341E-002   0.000000000E+000
   0.15471622767659898E-007  -0.141387852E-002   0.000000000E+000
   0.15509358432946874E-007  -0.150817877E-002   0.000000000E+000
   0.15547094098233849E-007  -0.161453965E-002   0.000000000E+000
   0.15584829763520824E-007  -0.174122420E-002   0.000000000E+000
   0.15622565428807800E-007  -0.186615554E-002   0.000000000E+000
   0.15660301094094775E-007  -0.197172677E-002   0.000000000E+000
   0.15698036759381750E-007  -0.205947040E-002   0.000000000E+000
   0.15735772424668726E-007  -0.214394066E-002   0.000000000E+000
   0.15773508089955701E-007  -0.224514701E-002   0.000000000E+000
   0.15811243755242677E-007  -0.236505247E-002   0.000000000E+000
   0.15848979420529652E-007  -0.247489964E-002   0.000000000E+000
   0.15886715085816627E-007  -0.255362294E-002   0.000000000E+000
   0.15924450751103603E-007  -0.262225326E-002   0.000000000E+000
   0.15962186416390578E-007  -0.271143555E-002   0.000000000E+000
   0.15999922081677553E-007  -0.281823613E-002   0.000000000E+000
   0.16037657746964529E-007  -0.291804387E-002   0.000000000E+000
   0.16075393412251504E-007  -0.299581699E-002   0.000000000E+000
   0.16113129077538479E-007  -0.305557577E-002   0.000000000E+000
   0.16150864742825455E-007  -0.311841769E-002   0.000000000E+000
   0.16188600408112430E-007  -0.320433523E-002   0.000000000E+000
   0.16226336073399406E-007  -0.330186053E-002   0.000000000E+000
   0.16264071738686381E-007  -0.337775657E-002   0.000000000E+000
   0.16301807403973356E-007  -0.342573808E-002   0.000000000E+000
   0.16339543069260332E-007  -0.347476383E-002   0.000000000E+000
   0.16377278734547307E-007  -0.354490406E-002   0.000000000E+000
   0.16415014399834282E-007  -0.362552935E-002   0.000000000E+000
   0.16452750065121258E-007  -0.369573687E-002   0.000000000E+000
   0.16490485730408233E-007  -0.374461524E-002   0.000000000E+000
   0.16528221395695208E-007  -0.377995009E-002   0.000000000E+000
   0.16565957060982184E-007  -0.382536417E-002   0.000000000E+000
   0.16603692726269159E-007  -0.389254279E-002   0.000000000E+000
   0.16641428391556135E-007  -0.396049721E-002   0.000000000E+000
   0.16679164056843110E-007  -0.400412921E-002   0.000000000E+000
   0.16716899722130085E-007  -0.403045304E-002   0.000000000E+000
   0.16754635387417061E-007  -0.406391174E-002   0.000000000E+000
