t              cylinder_rcs.fdtd_Point probe_1_Ex_50_0_80.dat       incid
   0.16792371052704036E-007  -0.411212537E-002   0.000000000E+000
   0.16830106717991011E-007  -0.416356418E-002   0.000000000E+000
   0.16867842383277987E-007  -0.420382340E-002   0.000000000E+000
   0.16905578048564962E-007  -0.422718283E-002   0.000000000E+000
   0.16943313713851937E-007  -0.424445327E-002   0.000000000E+000
   0.16981049379138913E-007  -0.427417178E-002   0.000000000E+000
   0.17018785044425888E-007  -0.431655673E-002   0.000000000E+000
   0.17056520709712863E-007  -0.435114931E-002   0.000000000E+000
   0.17094256374999839E-007  -0.436720857E-002   0.000000000E+000
   0.17131992040286814E-007  -0.437699165E-002   0.000000000E+000
   0.17169727705573790E-007  -0.439464021E-002   0.000000000E+000
   0.17207463370860765E-007  -0.441981433E-002   0.000000000E+000
   0.17245199036147740E-007  -0.444307318E-002   0.000000000E+000
   0.17282934701434716E-007  -0.445557106E-002   0.000000000E+000
   0.17320670366721691E-007  -0.445705373E-002   0.000000000E+000
   0.17358406032008666E-007  -0.445880787E-002   0.000000000E+000
   0.17396141697295642E-007  -0.447069202E-002   0.000000000E+000
   0.17433877362582617E-007  -0.448652636E-002   0.000000000E+000
   0.17471613027869592E-007  -0.449293572E-002   0.000000000E+000
   0.17509348693156568E-007  -0.448821951E-002   0.000000000E+000
   0.17547084358443543E-007  -0.448191306E-002   0.000000000E+000
   0.17584820023730519E-007  -0.448073819E-002   0.000000000E+000
   0.17622555689017494E-007  -0.448280526E-002   0.000000000E+000
   0.17660291354304469E-007  -0.448168861E-002   0.000000000E+000
   0.17698027019591445E-007  -0.447262498E-002   0.000000000E+000
   0.17735762684878420E-007  -0.445750728E-002   0.000000000E+000
   0.17773498350165395E-007  -0.444345549E-002   0.000000000E+000
   0.17811234015452371E-007  -0.443424284E-002   0.000000000E+000
   0.17848969680739346E-007  -0.442560483E-002   0.000000000E+000
   0.17886705346026321E-007  -0.441112416E-002   0.000000000E+000
   0.17924441011313297E-007  -0.439009583E-002   0.000000000E+000
   0.17962176676600272E-007  -0.436734268E-002   0.000000000E+000
   0.17999912341887248E-007  -0.434676651E-002   0.000000000E+000
   0.18037648007174223E-007  -0.432753842E-002   0.000000000E+000
   0.18075383672461198E-007  -0.430635503E-002   0.000000000E+000
   0.18113119337748174E-007  -0.428083539E-002   0.000000000E+000
   0.18150855003035149E-007  -0.425083749E-002   0.000000000E+000
   0.18188590668322124E-007  -0.421930524E-002   0.000000000E+000
   0.18226326333609100E-007  -0.419052644E-002   0.000000000E+000
   0.18264061998896075E-007  -0.416422263E-002   0.000000000E+000
   0.18301797664183050E-007  -0.413457584E-002   0.000000000E+000
   0.18339533329470026E-007  -0.409831712E-002   0.000000000E+000
   0.18377268994757001E-007  -0.405888585E-002   0.000000000E+000
   0.18415004660043977E-007  -0.402068766E-002   0.000000000E+000
   0.18452740325330952E-007  -0.398499519E-002   0.000000000E+000
   0.18490475990617927E-007  -0.395053346E-002   0.000000000E+000
   0.18528211655904903E-007  -0.391262118E-002   0.000000000E+000
   0.18565947321191878E-007  -0.386682805E-002   0.000000000E+000
   0.18603682986478853E-007  -0.381771661E-002   0.000000000E+000
   0.18641418651765829E-007  -0.377477636E-002   0.000000000E+000
   0.18679154317052804E-007  -0.373748015E-002   0.000000000E+000
   0.18716889982339779E-007  -0.369583210E-002   0.000000000E+000
   0.18754625647626755E-007  -0.364527362E-002   0.000000000E+000
   0.18792361312913730E-007  -0.359036727E-002   0.000000000E+000
   0.18830096978200705E-007  -0.353764510E-002   0.000000000E+000
   0.18867832643487681E-007  -0.349148852E-002   0.000000000E+000
   0.18905568308774656E-007  -0.344916736E-002   0.000000000E+000
   0.18943303974061632E-007  -0.339934160E-002   0.000000000E+000
   0.18981039639348607E-007  -0.333706150E-002   0.000000000E+000
   0.19018775304635582E-007  -0.327466358E-002   0.000000000E+000
   0.19056510969922558E-007  -0.322437077E-002   0.000000000E+000
   0.19094246635209533E-007  -0.318008079E-002   0.000000000E+000
   0.19131982300496508E-007  -0.312827318E-002   0.000000000E+000
   0.19169717965783484E-007  -0.306522823E-002   0.000000000E+000
   0.19207453631070459E-007  -0.299728545E-002   0.000000000E+000
   0.19245189296357434E-007  -0.293516763E-002   0.000000000E+000
   0.19282924961644410E-007  -0.288534700E-002   0.000000000E+000
   0.19320660626931385E-007  -0.283798529E-002   0.000000000E+000
   0.19358396292218361E-007  -0.277557480E-002   0.000000000E+000
   0.19396131957505336E-007  -0.269978796E-002   0.000000000E+000
   0.19433867622792311E-007  -0.263096066E-002   0.000000000E+000
   0.19471603288079287E-007  -0.257790904E-002   0.000000000E+000
   0.19509338953366262E-007  -0.252840901E-002   0.000000000E+000
   0.19547074618653237E-007  -0.246840343E-002   0.000000000E+000
   0.19584810283940213E-007  -0.239517237E-002   0.000000000E+000
   0.19622545949227188E-007  -0.231814943E-002   0.000000000E+000
   0.19660281614514163E-007  -0.225334358E-002   0.000000000E+000
   0.19698017279801139E-007  -0.220420142E-002   0.000000000E+000
   0.19735752945088114E-007  -0.215110439E-002   0.000000000E+000
   0.19773488610375090E-007  -0.207736250E-002   0.000000000E+000
   0.19811224275662065E-007  -0.199489319E-002   0.000000000E+000
   0.19848959940949040E-007  -0.192560512E-002   0.000000000E+000
   0.19886695606236016E-007  -0.187170354E-002   0.000000000E+000
   0.19924431271522991E-007  -0.181854563E-002   0.000000000E+000
   0.19962166936809966E-007  -0.175266131E-002   0.000000000E+000
