t              LineCurrent.fdtd_Probe_Start_Ez_10_25_10.dat
   0.35836681250549923E-008  -0.120720852E+006
   0.35852088250227718E-008  -0.120261508E+006
   0.35867495249905512E-008  -0.119805906E+006
   0.35882902249583307E-008  -0.119354125E+006
   0.35898309249261101E-008  -0.118906242E+006
   0.35913716248938896E-008  -0.118462344E+006
   0.35929123248616690E-008  -0.118022500E+006
   0.35944530248294485E-008  -0.117586789E+006
   0.35959937247972279E-008  -0.117155289E+006
   0.35975344247650073E-008  -0.116728078E+006
   0.35990751247327868E-008  -0.116305227E+006
   0.36006158247005662E-008  -0.115886812E+006
   0.36021565246683457E-008  -0.115472914E+006
   0.36036972246361251E-008  -0.115063594E+006
   0.36052379246039046E-008  -0.114658922E+006
   0.36067786245716840E-008  -0.114258977E+006
   0.36083193245394635E-008  -0.113863820E+006
   0.36098600245072429E-008  -0.113473531E+006
   0.36114007244750224E-008  -0.113088172E+006
   0.36129414244428018E-008  -0.112707812E+006
   0.36144821244105813E-008  -0.112332516E+006
   0.36160228243783607E-008  -0.111962344E+006
   0.36175635243461401E-008  -0.111597367E+006
   0.36191042243139196E-008  -0.111237648E+006
   0.36206449242816990E-008  -0.110883250E+006
   0.36221856242494785E-008  -0.110534242E+006
   0.36237263242172579E-008  -0.110190672E+006
   0.36252670241850374E-008  -0.109852602E+006
   0.36268077241528168E-008  -0.109520094E+006
   0.36283484241205963E-008  -0.109193203E+006
   0.36298891240883757E-008  -0.108871984E+006
   0.36314298240561552E-008  -0.108556492E+006
   0.36329705240239346E-008  -0.108246789E+006
   0.36345112239917141E-008  -0.107942930E+006
   0.36360519239594935E-008  -0.107644961E+006
   0.36375926239272730E-008  -0.107352930E+006
   0.36391333238950524E-008  -0.107066891E+006
   0.36406740238628318E-008  -0.106786898E+006
   0.36422147238306113E-008  -0.106512992E+006
   0.36437554237983907E-008  -0.106245227E+006
   0.36452961237661702E-008  -0.105983648E+006
   0.36468368237339496E-008  -0.105728305E+006
   0.36483775237017291E-008  -0.105479227E+006
   0.36499182236695085E-008  -0.105236461E+006
   0.36514589236372880E-008  -0.105000055E+006
   0.36529996236050674E-008  -0.104770047E+006
   0.36545403235728469E-008  -0.104546469E+006
   0.36560810235406263E-008  -0.104329367E+006
   0.36576217235084058E-008  -0.104118773E+006
   0.36591624234761852E-008  -0.103914734E+006
   0.36607031234439646E-008  -0.103717281E+006
   0.36622438234117441E-008  -0.103526445E+006
   0.36637845233795235E-008  -0.103342258E+006
   0.36653252233473030E-008  -0.103164750E+006
   0.36668659233150824E-008  -0.102993945E+006
   0.36684066232828619E-008  -0.102829883E+006
   0.36699473232506413E-008  -0.102672586E+006
   0.36714880232184208E-008  -0.102522078E+006
   0.36730287231862002E-008  -0.102378391E+006
   0.36745694231539797E-008  -0.102241547E+006
   0.36761101231217591E-008  -0.102111562E+006
   0.36776508230895386E-008  -0.101988461E+006
   0.36791915230573180E-008  -0.101872273E+006
   0.36807322230250974E-008  -0.101763008E+006
   0.36822729229928769E-008  -0.101660688E+006
   0.36838136229606563E-008  -0.101565328E+006
   0.36853543229284358E-008  -0.101476938E+006
   0.36868950228962152E-008  -0.101395539E+006
   0.36884357228639947E-008  -0.101321141E+006
   0.36899764228317741E-008  -0.101253758E+006
   0.36915171227995536E-008  -0.101193406E+006
   0.36930578227673330E-008  -0.101140086E+006
   0.36945985227351125E-008  -0.101093805E+006
   0.36961392227028919E-008  -0.101054578E+006
   0.36976799226706714E-008  -0.101022398E+006
   0.36992206226384508E-008  -0.100997281E+006
   0.37007613226062303E-008  -0.100979219E+006
   0.37023020225740097E-008  -0.100968219E+006
   0.37038427225417891E-008  -0.100964281E+006
   0.37053834225095686E-008  -0.100967414E+006
   0.37069241224773480E-008  -0.100977602E+006
   0.37084648224451275E-008  -0.100994852E+006
   0.37100055224129069E-008  -0.101019148E+006
   0.37115462223806864E-008  -0.101050492E+006
   0.37130869223484658E-008  -0.101088875E+006
   0.37146276223162453E-008  -0.101134289E+006
   0.37161683222840247E-008  -0.101186719E+006
   0.37177090222518042E-008  -0.101246164E+006
   0.37192497222195836E-008  -0.101312602E+006
   0.37207904221873631E-008  -0.101386023E+006
   0.37223311221551425E-008  -0.101466414E+006
   0.37238718221229219E-008  -0.101553766E+006
   0.37254125220907014E-008  -0.101648055E+006
   0.37269532220584808E-008  -0.101749258E+006
   0.37284939220262603E-008  -0.101857359E+006
   0.37300346219940397E-008  -0.101972328E+006
   0.37315753219618192E-008  -0.102094156E+006
   0.37331160219295986E-008  -0.102222820E+006
   0.37346567218973781E-008  -0.102358289E+006
   0.37361974218651575E-008  -0.102500539E+006
   0.37377381218329370E-008  -0.102649539E+006
   0.37392788218007164E-008  -0.102805266E+006
   0.37408195217684959E-008  -0.102967688E+006
   0.37423602217362753E-008  -0.103136781E+006
   0.37439009217040548E-008  -0.103312508E+006
   0.37454416216718342E-008  -0.103494836E+006
   0.37469823216396136E-008  -0.103683727E+006
   0.37485230216073931E-008  -0.103879148E+006
   0.37500637215751725E-008  -0.104081062E+006
   0.37516044215429520E-008  -0.104289430E+006
   0.37531451215107314E-008  -0.104504219E+006
   0.37546858214785109E-008  -0.104725383E+006
   0.37562265214462903E-008  -0.104952883E+006
   0.37577672214140698E-008  -0.105186680E+006
   0.37593079213818492E-008  -0.105426727E+006
   0.37608486213496287E-008  -0.105672977E+006
   0.37623893213174081E-008  -0.105925383E+006
   0.37639300212851876E-008  -0.106183898E+006
   0.37654707212529670E-008  -0.106448477E+006
   0.37670114212207464E-008  -0.106719070E+006
   0.37685521211885259E-008  -0.106995633E+006
   0.37700928211563053E-008  -0.107278109E+006
   0.37716335211240848E-008  -0.107566445E+006
   0.37731742210918642E-008  -0.107860586E+006
   0.37747149210596437E-008  -0.108160477E+006
   0.37762556210274231E-008  -0.108466062E+006
   0.37777963209952026E-008  -0.108777289E+006
   0.37793370209629820E-008  -0.109094094E+006
   0.37808777209307615E-008  -0.109416422E+006
   0.37824184208985409E-008  -0.109744211E+006
   0.37839591208663204E-008  -0.110077398E+006
   0.37854998208340998E-008  -0.110415930E+006
   0.37870405208018793E-008  -0.110759734E+006
   0.37885812207696587E-008  -0.111108750E+006
   0.37901219207374381E-008  -0.111462914E+006
   0.37916626207052176E-008  -0.111822164E+006
   0.37932033206729970E-008  -0.112186430E+006
   0.37947440206407765E-008  -0.112555641E+006
   0.37962847206085559E-008  -0.112929734E+006
   0.37978254205763354E-008  -0.113308633E+006
   0.37993661205441148E-008  -0.113692273E+006
   0.38009068205118943E-008  -0.114080586E+006
   0.38024475204796737E-008  -0.114473492E+006
   0.38039882204474532E-008  -0.114870922E+006
   0.38055289204152326E-008  -0.115272805E+006
   0.38070696203830121E-008  -0.115679062E+006
   0.38086103203507915E-008  -0.116089617E+006
   0.38101510203185709E-008  -0.116504391E+006
   0.38116917202863504E-008  -0.116923312E+006
   0.38132324202541298E-008  -0.117346305E+006
   0.38147731202219093E-008  -0.117773289E+006
   0.38163138201896887E-008  -0.118204180E+006
   0.38178545201574682E-008  -0.118638906E+006
   0.38193952201252476E-008  -0.119077383E+006
   0.38209359200930271E-008  -0.119519531E+006
   0.38224766200608065E-008  -0.119965266E+006
   0.38240173200285860E-008  -0.120414500E+006
   0.38255580199963654E-008  -0.120867156E+006
   0.38270987199641449E-008  -0.121323148E+006
   0.38286394199319243E-008  -0.121782391E+006
   0.38301801198997038E-008  -0.122244797E+006
   0.38317208198674832E-008  -0.122710281E+006
   0.38332615198352626E-008  -0.123178766E+006
   0.38348022198030421E-008  -0.123650156E+006
   0.38363429197708215E-008  -0.124124367E+006
   0.38378836197386010E-008  -0.124601305E+006
   0.38394243197063804E-008  -0.125080891E+006
   0.38409650196741599E-008  -0.125563031E+006
   0.38425057196419393E-008  -0.126047633E+006
   0.38440464196097188E-008  -0.126534609E+006
   0.38455871195774982E-008  -0.127023867E+006
   0.38471278195452777E-008  -0.127515320E+006
   0.38486685195130571E-008  -0.128008875E+006
   0.38502092194808366E-008  -0.128504438E+006
   0.38517499194486160E-008  -0.129001914E+006
   0.38532906194163954E-008  -0.129501211E+006
   0.38548313193841749E-008  -0.130002242E+006
   0.38563720193519543E-008  -0.130504914E+006
   0.38579127193197338E-008  -0.131009125E+006
   0.38594534192875132E-008  -0.131514797E+006
   0.38609941192552927E-008  -0.132021828E+006
   0.38625348192230721E-008  -0.132530109E+006
   0.38640755191908516E-008  -0.133039562E+006
   0.38656162191586310E-008  -0.133550094E+006
   0.38671569191264105E-008  -0.134061594E+006
   0.38686976190941899E-008  -0.134573984E+006
   0.38702383190619694E-008  -0.135087172E+006
   0.38717790190297488E-008  -0.135601047E+006
   0.38733197189975282E-008  -0.136115516E+006
   0.38748604189653077E-008  -0.136630484E+006
   0.38764011189330871E-008  -0.137145859E+006
   0.38779418189008666E-008  -0.137661547E+006
   0.38794825188686460E-008  -0.138177453E+006
   0.38810232188364255E-008  -0.138693484E+006
   0.38825639188042049E-008  -0.139209531E+006
   0.38841046187719844E-008  -0.139725500E+006
   0.38856453187397638E-008  -0.140241297E+006
   0.38871860187075433E-008  -0.140756828E+006
   0.38887267186753227E-008  -0.141272000E+006
   0.38902674186431022E-008  -0.141786719E+006
   0.38918081186108816E-008  -0.142300891E+006
   0.38933488185786611E-008  -0.142814422E+006
   0.38948895185464405E-008  -0.143327203E+006
   0.38964302185142199E-008  -0.143839141E+006
   0.38979709184819994E-008  -0.144350156E+006
   0.38995116184497788E-008  -0.144860141E+006
   0.39010523184175583E-008  -0.145369000E+006
   0.39025930183853377E-008  -0.145876641E+006
   0.39041337183531172E-008  -0.146382969E+006
   0.39056744183208966E-008  -0.146887891E+006
   0.39072151182886761E-008  -0.147391312E+006
   0.39087558182564555E-008  -0.147893141E+006
   0.39102965182242350E-008  -0.148393281E+006
   0.39118372181920144E-008  -0.148891641E+006
   0.39133779181597939E-008  -0.149388141E+006
   0.39149186181275733E-008  -0.149882672E+006
   0.39164593180953527E-008  -0.150375156E+006
   0.39180000180631322E-008  -0.150865500E+006
   0.39195407180309116E-008  -0.151353594E+006
   0.39210814179986911E-008  -0.151839359E+006
   0.39226221179664705E-008  -0.152322719E+006
   0.39241628179342500E-008  -0.152803562E+006
   0.39257035179020294E-008  -0.153281828E+006
   0.39272442178698089E-008  -0.153757406E+006
   0.39287849178375883E-008  -0.154230219E+006
   0.39303256178053678E-008  -0.154700172E+006
   0.39318663177731472E-008  -0.155167172E+006
   0.39334070177409267E-008  -0.155631141E+006
   0.39349477177087061E-008  -0.156092000E+006
   0.39364884176764856E-008  -0.156549656E+006
   0.39380291176442650E-008  -0.157004031E+006
   0.39395698176120444E-008  -0.157455047E+006
   0.39411105175798239E-008  -0.157902609E+006
   0.39426512175476033E-008  -0.158346641E+006
   0.39441919175153828E-008  -0.158787047E+006
   0.39457326174831622E-008  -0.159223750E+006
   0.39472733174509417E-008  -0.159656688E+006
   0.39488140174187211E-008  -0.160085766E+006
   0.39503547173865006E-008  -0.160510906E+006
   0.39518954173542800E-008  -0.160932047E+006
   0.39534361173220595E-008  -0.161349094E+006
   0.39549768172898389E-008  -0.161761969E+006
   0.39565175172576184E-008  -0.162170609E+006
   0.39580582172253978E-008  -0.162574938E+006
   0.39595989171931772E-008  -0.162974875E+006
   0.39611396171609567E-008  -0.163370359E+006
   0.39626803171287361E-008  -0.163761297E+006
   0.39642210170965156E-008  -0.164147641E+006
   0.39657617170642950E-008  -0.164529297E+006
   0.39673024170320745E-008  -0.164906203E+006
   0.39688431169998539E-008  -0.165278297E+006
   0.39703838169676334E-008  -0.165645516E+006
   0.39719245169354128E-008  -0.166007797E+006
   0.39734652169031923E-008  -0.166365062E+006
   0.39750059168709717E-008  -0.166717250E+006
   0.39765466168387512E-008  -0.167064297E+006
   0.39780873168065306E-008  -0.167406141E+006
   0.39796280167743101E-008  -0.167742719E+006
   0.39811687167420895E-008  -0.168073969E+006
   0.39827094167098689E-008  -0.168399844E+006
   0.39842501166776484E-008  -0.168720266E+006
   0.39857908166454278E-008  -0.169035203E+006
   0.39873315166132073E-008  -0.169344578E+006
   0.39888722165809867E-008  -0.169648344E+006
   0.39904129165487662E-008  -0.169946438E+006
   0.39919536165165456E-008  -0.170238812E+006
   0.39934943164843251E-008  -0.170525422E+006
   0.39950350164521045E-008  -0.170806219E+006
   0.39965757164198840E-008  -0.171081141E+006
   0.39981164163876634E-008  -0.171350141E+006
   0.39996571163554429E-008  -0.171613172E+006
   0.40011978163232223E-008  -0.171870188E+006
   0.40027385162910017E-008  -0.172121156E+006
   0.40042792162587812E-008  -0.172366016E+006
   0.40058199162265606E-008  -0.172604734E+006
   0.40073606161943401E-008  -0.172837266E+006
   0.40089013161621195E-008  -0.173063578E+006
   0.40104420161298990E-008  -0.173283625E+006
   0.40119827160976784E-008  -0.173497359E+006
   0.40135234160654579E-008  -0.173704766E+006
   0.40150641160332373E-008  -0.173905797E+006
   0.40166048160010168E-008  -0.174100406E+006
   0.40181455159687962E-008  -0.174288578E+006
   0.40196862159365757E-008  -0.174470281E+006
   0.40212269159043551E-008  -0.174645484E+006
   0.40227676158721346E-008  -0.174814156E+006
   0.40243083158399140E-008  -0.174976266E+006
   0.40258490158076934E-008  -0.175131781E+006
   0.40273897157754729E-008  -0.175280688E+006
   0.40289304157432523E-008  -0.175422953E+006
   0.40304711157110318E-008  -0.175558562E+006
   0.40320118156788112E-008  -0.175687484E+006
   0.40335525156465907E-008  -0.175809703E+006
   0.40350932156143701E-008  -0.175925203E+006
   0.40366339155821496E-008  -0.176033969E+006
   0.40381746155499290E-008  -0.176135969E+006
   0.40397153155177085E-008  -0.176231203E+006
   0.40412560154854879E-008  -0.176319656E+006
   0.40427967154532674E-008  -0.176401312E+006
   0.40443374154210468E-008  -0.176476156E+006
   0.40458781153888262E-008  -0.176544188E+006
   0.40474188153566057E-008  -0.176605391E+006
   0.40489595153243851E-008  -0.176659750E+006
   0.40505002152921646E-008  -0.176707281E+006
   0.40520409152599440E-008  -0.176747969E+006
   0.40535816152277235E-008  -0.176781797E+006
   0.40551223151955029E-008  -0.176808766E+006
   0.40566630151632824E-008  -0.176828875E+006
   0.40582037151310618E-008  -0.176842141E+006
   0.40597444150988413E-008  -0.176848547E+006
   0.40612851150666207E-008  -0.176848109E+006
   0.40628258150344002E-008  -0.176840828E+006
   0.40643665150021796E-008  -0.176826719E+006
   0.40659072149699590E-008  -0.176805766E+006
   0.40674479149377385E-008  -0.176778000E+006
   0.40689886149055179E-008  -0.176743406E+006
   0.40705293148732974E-008  -0.176702016E+006
   0.40720700148410768E-008  -0.176653828E+006
   0.40736107148088563E-008  -0.176598859E+006
   0.40751514147766357E-008  -0.176537109E+006
   0.40766921147444152E-008  -0.176468609E+006
   0.40782328147121946E-008  -0.176393375E+006
   0.40797735146799741E-008  -0.176311422E+006
   0.40813142146477535E-008  -0.176222781E+006
   0.40828549146155330E-008  -0.176127469E+006
   0.40843956145833124E-008  -0.176025500E+006
   0.40859363145510919E-008  -0.175916906E+006
   0.40874770145188713E-008  -0.175801703E+006
   0.40890177144866507E-008  -0.175679906E+006
   0.40905584144544302E-008  -0.175551562E+006
   0.40920991144222096E-008  -0.175416688E+006
   0.40936398143899891E-008  -0.175275312E+006
   0.40951805143577685E-008  -0.175127469E+006
   0.40967212143255480E-008  -0.174973188E+006
   0.40982619142933274E-008  -0.174812500E+006
   0.40998026142611069E-008  -0.174645438E+006
   0.41013433142288863E-008  -0.174472031E+006
   0.41028840141966658E-008  -0.174292328E+006
   0.41044247141644452E-008  -0.174106359E+006
   0.41059654141322247E-008  -0.173914172E+006
   0.41075061141000041E-008  -0.173715797E+006
   0.41090468140677835E-008  -0.173511266E+006
   0.41105875140355630E-008  -0.173300641E+006
   0.41121282140033424E-008  -0.173083953E+006
   0.41136689139711219E-008  -0.172861250E+006
   0.41152096139389013E-008  -0.172632562E+006
   0.41167503139066808E-008  -0.172397953E+006
   0.41182910138744602E-008  -0.172157453E+006
   0.41198317138422397E-008  -0.171911125E+006
   0.41213724138100191E-008  -0.171659016E+006
   0.41229131137777986E-008  -0.171401172E+006
   0.41244538137455780E-008  -0.171137641E+006
   0.41259945137133575E-008  -0.170868484E+006
   0.41275352136811369E-008  -0.170593750E+006
   0.41290759136489164E-008  -0.170313484E+006
   0.41306166136166958E-008  -0.170027750E+006
   0.41321573135844752E-008  -0.169736594E+006
   0.41336980135522547E-008  -0.169440094E+006
   0.41352387135200341E-008  -0.169138297E+006
   0.41367794134878136E-008  -0.168831250E+006
   0.41383201134555930E-008  -0.168519031E+006
   0.41398608134233725E-008  -0.168201688E+006
   0.41414015133911519E-008  -0.167879281E+006
   0.41429422133589314E-008  -0.167551875E+006
   0.41444829133267108E-008  -0.167219547E+006
   0.41460236132944903E-008  -0.166882344E+006
   0.41475643132622697E-008  -0.166540344E+006
   0.41491050132300492E-008  -0.166193594E+006
   0.41506457131978286E-008  -0.165842172E+006
   0.41521864131656080E-008  -0.165486141E+006
   0.41537271131333875E-008  -0.165125578E+006
   0.41552678131011669E-008  -0.164760547E+006
   0.41568085130689464E-008  -0.164391125E+006
   0.41583492130367258E-008  -0.164017375E+006
   0.41598899130045053E-008  -0.163639359E+006
   0.41614306129722847E-008  -0.163257156E+006
   0.41629713129400642E-008  -0.162870844E+006
   0.41645120129078436E-008  -0.162480484E+006
   0.41660527128756231E-008  -0.162086156E+006
   0.41675934128434025E-008  -0.161687938E+006
   0.41691341128111820E-008  -0.161285906E+006
   0.41706748127789614E-008  -0.160880141E+006
   0.41722155127467409E-008  -0.160470703E+006
   0.41737562127145203E-008  -0.160057688E+006
   0.41752969126822997E-008  -0.159641156E+006
   0.41768376126500792E-008  -0.159221188E+006
   0.41783783126178586E-008  -0.158797875E+006
   0.41799190125856381E-008  -0.158371281E+006
   0.41814597125534175E-008  -0.157941500E+006
   0.41830004125211970E-008  -0.157508609E+006
   0.41845411124889764E-008  -0.157072672E+006
   0.41860818124567559E-008  -0.156633781E+006
   0.41876225124245353E-008  -0.156192031E+006
   0.41891632123923148E-008  -0.155747484E+006
   0.41907039123600942E-008  -0.155300234E+006
   0.41922446123278737E-008  -0.154850375E+006
   0.41937853122956531E-008  -0.154397969E+006
   0.41953260122634325E-008  -0.153943109E+006
   0.41968667122312120E-008  -0.153485875E+006
   0.41984074121989914E-008  -0.153026359E+006
   0.41999481121667709E-008  -0.152564641E+006
   0.42014888121345503E-008  -0.152100797E+006
   0.42030295121023298E-008  -0.151634922E+006
   0.42045702120701092E-008  -0.151167109E+006
   0.42061109120378887E-008  -0.150697438E+006
   0.42076516120056681E-008  -0.150225984E+006
   0.42091923119734476E-008  -0.149752844E+006
   0.42107330119412270E-008  -0.149278109E+006
   0.42122737119090065E-008  -0.148801875E+006
   0.42138144118767859E-008  -0.148324219E+006
   0.42153551118445654E-008  -0.147845219E+006
   0.42168958118123448E-008  -0.147364969E+006
   0.42184365117801242E-008  -0.146883562E+006
   0.42199772117479037E-008  -0.146401078E+006
   0.42215179117156831E-008  -0.145917609E+006
   0.42230586116834626E-008  -0.145433250E+006
   0.42245993116512420E-008  -0.144948078E+006
   0.42261400116190215E-008  -0.144462188E+006
   0.42276807115868009E-008  -0.143975656E+006
   0.42292214115545804E-008  -0.143488594E+006
   0.42307621115223598E-008  -0.143001078E+006
   0.42323028114901393E-008  -0.142513188E+006
   0.42338435114579187E-008  -0.142025031E+006
   0.42353842114256982E-008  -0.141536688E+006
   0.42369249113934776E-008  -0.141048234E+006
   0.42384656113612570E-008  -0.140559766E+006
   0.42400063113290365E-008  -0.140071375E+006
   0.42415470112968159E-008  -0.139583156E+006
   0.42430877112645954E-008  -0.139095203E+006
   0.42446284112323748E-008  -0.138607594E+006
   0.42461691112001543E-008  -0.138120406E+006
   0.42477098111679337E-008  -0.137633734E+006
   0.42492505111357132E-008  -0.137147672E+006
   0.42507912111034926E-008  -0.136662297E+006
   0.42523319110712721E-008  -0.136177719E+006
   0.42538726110390515E-008  -0.135694000E+006
   0.42554133110068310E-008  -0.135211234E+006
   0.42569540109746104E-008  -0.134729516E+006
   0.42584947109423898E-008  -0.134248922E+006
   0.42600354109101693E-008  -0.133769547E+006
   0.42615761108779487E-008  -0.133291484E+006
   0.42631168108457282E-008  -0.132814797E+006
   0.42646575108135076E-008  -0.132339594E+006
   0.42661982107812871E-008  -0.131865953E+006
   0.42677389107490665E-008  -0.131393953E+006
   0.42692796107168460E-008  -0.130923672E+006
   0.42708203106846254E-008  -0.130455203E+006
   0.42723610106524049E-008  -0.129988633E+006
   0.42739017106201843E-008  -0.129524047E+006
   0.42754424105879638E-008  -0.129061523E+006
   0.42769831105557432E-008  -0.128601148E+006
   0.42785238105235227E-008  -0.128143000E+006
   0.42800645104913021E-008  -0.127687156E+006
   0.42816052104590815E-008  -0.127233703E+006
   0.42831459104268610E-008  -0.126782727E+006
   0.42846866103946404E-008  -0.126334305E+006
   0.42862273103624199E-008  -0.125888516E+006
   0.42877680103301993E-008  -0.125445438E+006
   0.42893087102979788E-008  -0.125005141E+006
   0.42908494102657582E-008  -0.124567711E+006
   0.42923901102335377E-008  -0.124133234E+006
   0.42939308102013171E-008  -0.123701781E+006
   0.42954715101690966E-008  -0.123273430E+006
   0.42970122101368760E-008  -0.122848258E+006
   0.42985529101046555E-008  -0.122426336E+006
   0.43000936100724349E-008  -0.122007742E+006
   0.43016343100402143E-008  -0.121592547E+006
   0.43031750100079938E-008  -0.121180828E+006
   0.43047157099757732E-008  -0.120772656E+006
   0.43062564099435527E-008  -0.120368109E+006
   0.43077971099113321E-008  -0.119967250E+006
   0.43093378098791116E-008  -0.119570156E+006
   0.43108785098468910E-008  -0.119176898E+006
   0.43124192098146705E-008  -0.118787539E+006
   0.43139599097824499E-008  -0.118402148E+006
   0.43155006097502294E-008  -0.118020805E+006
   0.43170413097180088E-008  -0.117643562E+006
   0.43185820096857883E-008  -0.117270500E+006
   0.43201227096535677E-008  -0.116901680E+006
   0.43216634096213472E-008  -0.116537164E+006
   0.43232041095891266E-008  -0.116177016E+006
   0.43247448095569060E-008  -0.115821305E+006
   0.43262855095246855E-008  -0.115470086E+006
   0.43278262094924649E-008  -0.115123422E+006
   0.43293669094602444E-008  -0.114781375E+006
   0.43309076094280238E-008  -0.114444008E+006
   0.43324483093958033E-008  -0.114111383E+006
   0.43339890093635827E-008  -0.113783547E+006
   0.43355297093313622E-008  -0.113460570E+006
   0.43370704092991416E-008  -0.113142500E+006
   0.43386111092669211E-008  -0.112829398E+006
   0.43401518092347005E-008  -0.112521320E+006
   0.43416925092024800E-008  -0.112218320E+006
   0.43432332091702594E-008  -0.111920453E+006
   0.43447739091380388E-008  -0.111627766E+006
   0.43463146091058183E-008  -0.111340312E+006
   0.43478553090735977E-008  -0.111058141E+006
   0.43493960090413772E-008  -0.110781297E+006
   0.43509367090091566E-008  -0.110509836E+006
   0.43524774089769361E-008  -0.110243805E+006
   0.43540181089447155E-008  -0.109983242E+006
   0.43555588089124950E-008  -0.109728203E+006
   0.43570995088802744E-008  -0.109478727E+006
   0.43586402088480539E-008  -0.109234859E+006
   0.43601809088158333E-008  -0.108996648E+006
   0.43617216087836128E-008  -0.108764133E+006
   0.43632623087513922E-008  -0.108537344E+006
   0.43648030087191717E-008  -0.108316328E+006
   0.43663437086869511E-008  -0.108101117E+006
   0.43678844086547305E-008  -0.107891758E+006
   0.43694251086225100E-008  -0.107688281E+006
   0.43709658085902894E-008  -0.107490727E+006
   0.43725065085580689E-008  -0.107299125E+006
   0.43740472085258483E-008  -0.107113508E+006
   0.43755879084936278E-008  -0.106933914E+006
   0.43771286084614072E-008  -0.106760367E+006
   0.43786693084291867E-008  -0.106592898E+006
   0.43802100083969661E-008  -0.106431539E+006
   0.43817507083647456E-008  -0.106276312E+006
   0.43832914083325250E-008  -0.106127250E+006
   0.43848321083003045E-008  -0.105984375E+006
   0.43863728082680839E-008  -0.105847711E+006
   0.43879135082358633E-008  -0.105717281E+006
   0.43894542082036428E-008  -0.105593109E+006
   0.43909949081714222E-008  -0.105475219E+006
   0.43925356081392017E-008  -0.105363625E+006
   0.43940763081069811E-008  -0.105258352E+006
   0.43956170080747606E-008  -0.105159414E+006
   0.43971577080425400E-008  -0.105066828E+006
   0.43986984080103195E-008  -0.104980602E+006
   0.44002391079780989E-008  -0.104900758E+006
   0.44017798079458784E-008  -0.104827305E+006
   0.44033205079136578E-008  -0.104760258E+006
   0.44048612078814373E-008  -0.104699625E+006
   0.44064019078492167E-008  -0.104645422E+006
   0.44079426078169962E-008  -0.104597656E+006
   0.44094833077847756E-008  -0.104556328E+006
   0.44110240077525550E-008  -0.104521445E+006
   0.44125647077203345E-008  -0.104493016E+006
   0.44141054076881139E-008  -0.104471039E+006
   0.44156461076558934E-008  -0.104455523E+006
   0.44171868076236728E-008  -0.104446469E+006
   0.44187275075914523E-008  -0.104443867E+006
   0.44202682075592317E-008  -0.104447727E+006
   0.44218089075270112E-008  -0.104458047E+006
   0.44233496074947906E-008  -0.104474820E+006
   0.44248903074625701E-008  -0.104498039E+006
   0.44264310074303495E-008  -0.104527703E+006
   0.44279717073981290E-008  -0.104563805E+006
   0.44295124073659084E-008  -0.104606336E+006
   0.44310531073336878E-008  -0.104655281E+006
   0.44325938073014673E-008  -0.104710641E+006
   0.44341345072692467E-008  -0.104772398E+006
   0.44356752072370262E-008  -0.104840539E+006
   0.44372159072048056E-008  -0.104915055E+006
   0.44387566071725851E-008  -0.104995922E+006
   0.44402973071403645E-008  -0.105083133E+006
   0.44418380071081440E-008  -0.105176664E+006
   0.44433787070759234E-008  -0.105276500E+006
   0.44449194070437029E-008  -0.105382617E+006
   0.44464601070114823E-008  -0.105495000E+006
   0.44480008069792618E-008  -0.105613625E+006
   0.44495415069470412E-008  -0.105738477E+006
   0.44510822069148206E-008  -0.105869523E+006
   0.44526229068826001E-008  -0.106006734E+006
   0.44541636068503795E-008  -0.106150094E+006
   0.44557043068181590E-008  -0.106299562E+006
   0.44572450067859384E-008  -0.106455125E+006
   0.44587857067537179E-008  -0.106616742E+006
   0.44603264067214973E-008  -0.106784391E+006
   0.44618671066892768E-008  -0.106958031E+006
   0.44634078066570562E-008  -0.107137641E+006
   0.44649485066248357E-008  -0.107323180E+006
   0.44664892065926151E-008  -0.107514609E+006
   0.44680299065603946E-008  -0.107711891E+006
   0.44695706065281740E-008  -0.107914992E+006
   0.44711113064959535E-008  -0.108123875E+006
   0.44726520064637329E-008  -0.108338500E+006
   0.44741927064315123E-008  -0.108558828E+006
   0.44757334063992918E-008  -0.108784812E+006
   0.44772741063670712E-008  -0.109016414E+006
   0.44788148063348507E-008  -0.109253594E+006
   0.44803555063026301E-008  -0.109496297E+006
   0.44818962062704096E-008  -0.109744484E+006
   0.44834369062381890E-008  -0.109998109E+006
   0.44849776062059685E-008  -0.110257117E+006
   0.44865183061737479E-008  -0.110521469E+006
   0.44880590061415274E-008  -0.110791117E+006
   0.44895997061093068E-008  -0.111066000E+006
   0.44911404060770863E-008  -0.111346070E+006
   0.44926811060448657E-008  -0.111631273E+006
   0.44942218060126451E-008  -0.111921562E+006
   0.44957625059804246E-008  -0.112216875E+006
   0.44973032059482040E-008  -0.112517164E+006
   0.44988439059159835E-008  -0.112822367E+006
   0.45003846058837629E-008  -0.113132430E+006
   0.45019253058515424E-008  -0.113447289E+006
   0.45034660058193218E-008  -0.113766891E+006
   0.45050067057871013E-008  -0.114091172E+006
   0.45065474057548807E-008  -0.114420078E+006
   0.45080881057226602E-008  -0.114753547E+006
   0.45096288056904396E-008  -0.115091508E+006
   0.45111695056582191E-008  -0.115433898E+006
   0.45127102056259985E-008  -0.115780664E+006
   0.45142509055937780E-008  -0.116131727E+006
   0.45157916055615574E-008  -0.116487031E+006
   0.45173323055293368E-008  -0.116846508E+006
