t              LineCurrent.fdtd_Point probe_Ez_50_25_30.dat
   0.87819898163428445E-010   0.000000000E+000
   0.89360598131207891E-010   0.000000000E+000
   0.90901298098987338E-010   0.000000000E+000
   0.92441998066766784E-010   0.000000000E+000
   0.93982698034546230E-010   0.000000000E+000
   0.95523398002325677E-010   0.000000000E+000
   0.97064097970105123E-010   0.000000000E+000
   0.98604797937884570E-010   0.000000000E+000
   0.10014549790566402E-009   0.000000000E+000
   0.10168619787344346E-009   0.000000000E+000
   0.10322689784122291E-009   0.000000000E+000
   0.10476759780900236E-009   0.000000000E+000
   0.10630829777678180E-009   0.000000000E+000
   0.10784899774456125E-009   0.000000000E+000
   0.10938969771234069E-009   0.000000000E+000
   0.11093039768012014E-009   0.000000000E+000
   0.11247109764789959E-009   0.000000000E+000
   0.11401179761567903E-009   0.000000000E+000
   0.11555249758345848E-009   0.000000000E+000
   0.11709319755123793E-009   0.000000000E+000
   0.11863389751901737E-009   0.000000000E+000
   0.12017459748679682E-009   0.000000000E+000
   0.12171529745457627E-009   0.000000000E+000
   0.12325599742235571E-009   0.000000000E+000
   0.12479669739013516E-009   0.000000000E+000
   0.12633739735791460E-009   0.000000000E+000
   0.12787809732569405E-009   0.000000000E+000
   0.12941879729347350E-009   0.000000000E+000
   0.13095949726125294E-009   0.000000000E+000
   0.13250019722903239E-009   0.000000000E+000
   0.13404089719681184E-009   0.000000000E+000
   0.13558159716459128E-009   0.000000000E+000
   0.13712229713237073E-009   0.000000000E+000
   0.13866299710015018E-009   0.000000000E+000
   0.14020369706792962E-009   0.000000000E+000
   0.14174439703570907E-009   0.000000000E+000
   0.14328509700348852E-009   0.000000000E+000
   0.14482579697126796E-009   0.000000000E+000
   0.14636649693904741E-009   0.000000000E+000
   0.14790719690682685E-009   0.000000000E+000
   0.14944789687460630E-009   0.000000000E+000
   0.15098859684238575E-009   0.000000000E+000
   0.15252929681016519E-009   0.000000000E+000
   0.15406999677794464E-009   0.000000000E+000
   0.15561069674572409E-009   0.000000000E+000
   0.15715139671350353E-009   0.000000000E+000
   0.15869209668128298E-009   0.000000000E+000
   0.16023279664906243E-009   0.000000000E+000
   0.16177349661684187E-009   0.000000000E+000
   0.16331419658462132E-009   0.000000000E+000
   0.16485489655240076E-009   0.000000000E+000
   0.16639559652018021E-009   0.000000000E+000
   0.16793629648795966E-009   0.000000000E+000
   0.16947699645573910E-009   0.000000000E+000
   0.17101769642351855E-009   0.000000000E+000
   0.17255839639129800E-009   0.000000000E+000
   0.17409909635907744E-009   0.000000000E+000
   0.17563979632685689E-009   0.000000000E+000
   0.17718049629463634E-009   0.000000000E+000
   0.17872119626241578E-009   0.000000000E+000
   0.18026189623019523E-009   0.000000000E+000
   0.18180259619797468E-009   0.000000000E+000
   0.18334329616575412E-009   0.000000000E+000
   0.18488399613353357E-009   0.000000000E+000
   0.18642469610131301E-009   0.000000000E+000
   0.18796539606909246E-009   0.000000000E+000
   0.18950609603687191E-009   0.000000000E+000
   0.19104679600465135E-009  -0.118611444E-035
   0.19258749597243080E-009  -0.475441117E-035
   0.19412819594021025E-009  -0.130757819E-034
   0.19566889590798969E-009  -0.308331967E-034
   0.19720959587576914E-009  -0.672332030E-034
   0.19875029584354859E-009  -0.139145034E-033
   0.20029099581132803E-009  -0.280322962E-033
   0.20183169577910748E-009  -0.553692140E-033
   0.20337239574688692E-009  -0.108153158E-032
   0.20491309571466637E-009  -0.209520223E-032
   0.20645379568244582E-009  -0.403002332E-032
   0.20799449565022526E-009  -0.769932637E-032
   0.20953519561800471E-009  -0.146110877E-031
   0.21107589558578416E-009  -0.275403691E-031
   0.21261659555356360E-009  -0.515581520E-031
   0.21415729552134305E-009  -0.958690640E-031
   0.21569799548912250E-009  -0.177072425E-030
   0.21723869545690194E-009  -0.324911294E-030
   0.21877939542468139E-009  -0.592343358E-030
   0.22032009539246084E-009  -0.107307513E-029
   0.22186079536024028E-009  -0.193190635E-029
   0.22340149532801973E-009  -0.345693705E-029
   0.22494219529579917E-009  -0.614886387E-029
   0.22648289526357862E-009  -0.108728556E-028
   0.22802359523135807E-009  -0.191154054E-028
   0.22956429519913751E-009  -0.334163531E-028
   0.23110499516691696E-009  -0.580916143E-028
   0.23264569513469641E-009  -0.100435802E-027
   0.23418639510247585E-009  -0.172712992E-027
   0.23572709507025530E-009  -0.295435222E-027
   0.23726779503803475E-009  -0.502734497E-027
   0.23880849500581419E-009  -0.851121405E-027
   0.24034919497359364E-009  -0.143369538E-026
   0.24188989494137308E-009  -0.240309007E-026
   0.24343059490915253E-009  -0.400834555E-026
   0.24497129487693198E-009  -0.665388843E-026
   0.24651199484471142E-009  -0.109934354E-025
   0.24805269481249087E-009  -0.180788338E-025
   0.24959339478027032E-009  -0.295949150E-025
   0.25113409474804976E-009  -0.482284536E-025
   0.25267479471582921E-009  -0.782452766E-025
   0.25421549468360866E-009  -0.126389162E-024
   0.25575619465138810E-009  -0.203275946E-024
   0.25729689461916755E-009  -0.325546773E-024
   0.25883759458694700E-009  -0.519180423E-024
   0.26037829455472644E-009  -0.824567511E-024
   0.26191899452250589E-009  -0.130425342E-023
   0.26345969449028533E-009  -0.205470695E-023
   0.26500039445806478E-009  -0.322413802E-023
   0.26654109442584423E-009  -0.503936968E-023
   0.26808179439362367E-009  -0.784621724E-023
   0.26962249436140312E-009  -0.121699236E-022
   0.27116319432918257E-009  -0.188053001E-022
   0.27270389429696201E-009  -0.289506651E-022
   0.27424459426474146E-009  -0.444061573E-022
   0.27578529423252091E-009  -0.678663032E-022
   0.27732599420030035E-009  -0.103350144E-021
   0.27886669416807980E-009  -0.156831379E-021
   0.28040739413585924E-009  -0.237158397E-021
   0.28194809410363869E-009  -0.357392916E-021
   0.28348879407141814E-009  -0.536751209E-021
   0.28502949403919758E-009  -0.803410075E-021
   0.28657019400697703E-009  -0.119854886E-020
   0.28811089397475648E-009  -0.178215336E-020
   0.28965159394253592E-009  -0.264132341E-020
   0.29119229391031537E-009  -0.390212518E-020
   0.29273299387809482E-009  -0.574644876E-020
   0.29427369384587426E-009  -0.843590939E-020
   0.29581439381365371E-009  -0.123456303E-019
   0.29735509378143316E-009  -0.180118481E-019
   0.29889579374921260E-009  -0.261987891E-019
   0.30043649371699205E-009  -0.379923474E-019
   0.30197719368477149E-009  -0.549309061E-019
   0.30351789365255094E-009  -0.791874928E-019
   0.30505859362033039E-009  -0.113822663E-018
   0.30659929358810983E-009  -0.163134648E-018
   0.30813999355588928E-009  -0.233142588E-018
   0.30968069352366873E-009  -0.332251801E-018
   0.31122139349144817E-009  -0.472166895E-018
   0.31276209345922762E-009  -0.669141811E-018
   0.31430279342700707E-009  -0.945685712E-018
   0.31584349339478651E-009  -0.133288596E-017
   0.31738419336256596E-009  -0.187356119E-017
   0.31892489333034540E-009  -0.262653068E-017
   0.32046559329812485E-009  -0.367237959E-017
   0.32200629326590430E-009  -0.512122324E-017
   0.32354699323368374E-009  -0.712313680E-017
   0.32508769320146319E-009  -0.988212825E-017
   0.32662839316924264E-009  -0.136748084E-016
   0.32816909313702208E-009  -0.188752789E-016
   0.32970979310480153E-009  -0.259882182E-016
   0.33125049307258098E-009  -0.356927475E-016
   0.33279119304036042E-009  -0.489004760E-016
   0.33433189300813987E-009  -0.668320642E-016
   0.33587259297591932E-009  -0.911180208E-016
   0.33741329294369876E-009  -0.123931005E-015
   0.33895399291147821E-009  -0.168159175E-015
   0.34049469287925765E-009  -0.227632614E-015
   0.34203539284703710E-009  -0.307418485E-015
   0.34357609281481655E-009  -0.414204802E-015
   0.34511679278259599E-009  -0.556798273E-015
   0.34665749275037544E-009  -0.746768704E-015
   0.34819819271815489E-009  -0.999280449E-015
   0.34973889268593433E-009  -0.133416435E-014
   0.35127959265371378E-009  -0.177729387E-014
   0.35282029262149323E-009  -0.236235117E-014
   0.35436099258927267E-009  -0.313308424E-014
   0.35590169255705212E-009  -0.414618901E-014
   0.35744239252483156E-009  -0.547497787E-014
   0.35898309249261101E-009  -0.721404155E-014
   0.36052379246039046E-009  -0.948515795E-014
   0.36206449242816990E-009  -0.124447622E-013
   0.36360519239594935E-009  -0.162933801E-013
   0.36514589236372880E-009  -0.212874965E-013
   0.36668659233150824E-009  -0.277544711E-013
   0.36822729229928769E-009  -0.361112372E-013
   0.36976799226706714E-009  -0.468876748E-013
   0.37130869223484658E-009  -0.607558166E-013
   0.37284939220262603E-009  -0.785661683E-013
   0.37439009217040548E-009  -0.101392873E-012
   0.37593079213818492E-009  -0.130589712E-012
   0.37747149210596437E-009  -0.167859392E-012
   0.37901219207374381E-009  -0.215339045E-012
   0.38055289204152326E-009  -0.275705619E-012
   0.38209359200930271E-009  -0.352305397E-012
   0.38363429197708215E-009  -0.449312896E-012
   0.38517499194486160E-009  -0.571925320E-012
   0.38671569191264105E-009  -0.726600149E-012
   0.38825639188042049E-009  -0.921344706E-012
   0.38979709184819994E-009  -0.116606844E-011
   0.39133779181597939E-009  -0.147301030E-011
   0.39287849178375883E-009  -0.185725632E-011
   0.39441919175153828E-009  -0.233736598E-011
   0.39595989171931772E-009  -0.293612660E-011
   0.39750059168709717E-009  -0.368146182E-011
   0.39904129165487662E-009  -0.460752270E-011
   0.40058199162265606E-009  -0.575599551E-011
   0.40212269159043551E-009  -0.717766645E-011
   0.40366339155821496E-009  -0.893428734E-011
   0.40520409152599440E-009  -0.111008008E-010
   0.40674479149377385E-009  -0.137679824E-010
   0.40828549146155330E-009  -0.170455733E-010
   0.40982619142933274E-009  -0.210659962E-010
   0.41136689139711219E-009  -0.259887285E-010
   0.41290759136489164E-009  -0.320054747E-010
   0.41444829133267108E-009  -0.393462381E-010
   0.41598899130045053E-009  -0.482864512E-010
   0.41752969126822997E-009  -0.591553265E-010
   0.41907039123600942E-009  -0.723456087E-010
   0.42061109120378887E-009  -0.883249723E-010
   0.42215179117156831E-009  -0.107649251E-009
   0.42369249113934776E-009  -0.130977840E-009
   0.42523319110712721E-009  -0.159091490E-009
   0.42677389107490665E-009  -0.192912936E-009
   0.42831459104268610E-009  -0.233530695E-009
   0.42985529101046555E-009  -0.282226464E-009
   0.43139599097824499E-009  -0.340506456E-009
   0.43293669094602444E-009  -0.410137674E-009
   0.43447739091380388E-009  -0.493188934E-009
   0.43601809088158333E-009  -0.592078109E-009
   0.43755879084936278E-009  -0.709625581E-009
   0.43909949081714222E-009  -0.849115223E-009
   0.44064019078492167E-009  -0.101436348E-008
   0.44218089075270112E-009  -0.120979726E-008
   0.44372159072048056E-009  -0.144054224E-008
   0.44526229068826001E-009  -0.171252201E-008
   0.44680299065603946E-009  -0.203256922E-008
   0.44834369062381890E-009  -0.240855069E-008
   0.44988439059159835E-009  -0.284950685E-008
   0.45142509055937780E-009  -0.336580674E-008
   0.45296579052715724E-009  -0.396932176E-008
   0.45450649049493669E-009  -0.467361794E-008
   0.45604719046271613E-009  -0.549416601E-008
   0.45758789043049558E-009  -0.644857945E-008
   0.45912859039827503E-009  -0.755686980E-008
   0.46066929036605447E-009  -0.884173090E-008
   0.46220999033383392E-009  -0.103288498E-007
   0.46375069030161337E-009  -0.120472450E-007
   0.46529139026939281E-009  -0.140296361E-007
   0.46683209023717226E-009  -0.163128426E-007
   0.46837279020495171E-009  -0.189382217E-007
   0.46991349017273115E-009  -0.219521308E-007
   0.47145419014051060E-009  -0.254064343E-007
   0.47299489010829004E-009  -0.293590414E-007
   0.47453559007606949E-009  -0.338744854E-007
   0.47607629004384894E-009  -0.390245383E-007
   0.47761699001162838E-009  -0.448888606E-007
   0.47915768997940783E-009  -0.515556842E-007
   0.48069838994718728E-009  -0.591225522E-007
   0.48223908991496672E-009  -0.676970657E-007
   0.48377978988274617E-009  -0.773976865E-007
   0.48532048985052562E-009  -0.883545539E-007
   0.48686118981830506E-009  -0.100710345E-006
   0.48840188978608451E-009  -0.114621159E-006
   0.48994258975386396E-009  -0.130257391E-006
   0.49148328972164340E-009  -0.147804684E-006
   0.49302398968942285E-009  -0.167464805E-006
   0.49456468965720229E-009  -0.189456600E-006
   0.49610538962498174E-009  -0.214016907E-006
   0.49764608959276119E-009  -0.241401466E-006
   0.49918678956054063E-009  -0.271885796E-006
   0.50072748952832008E-009  -0.305766036E-006
   0.50226818949609953E-009  -0.343359744E-006
   0.50380888946387897E-009  -0.385006729E-006
   0.50534958943165842E-009  -0.431069623E-006
   0.50689028939943787E-009  -0.481934592E-006
   0.50843098936721731E-009  -0.538011705E-006
   0.50997168933499676E-009  -0.599735586E-006
   0.51151238930277620E-009  -0.667565416E-006
   0.51305308927055565E-009  -0.741985275E-006
   0.51459378923833510E-009  -0.823504138E-006
   0.51613448920611454E-009  -0.912655707E-006
   0.51767518917389399E-009  -0.100999819E-005
   0.51921588914167344E-009  -0.111611359E-005
   0.52075658910945288E-009  -0.123160726E-005
   0.52229728907723233E-009  -0.135710695E-005
   0.52383798904501178E-009  -0.149326183E-005
   0.52537868901279122E-009  -0.164074106E-005
   0.52691938898057067E-009  -0.180023233E-005
   0.52846008894835012E-009  -0.197244049E-005
   0.53000078891612956E-009  -0.215808541E-005
   0.53154148888390901E-009  -0.235789980E-005
   0.53308218885168845E-009  -0.257262741E-005
   0.53462288881946790E-009  -0.280302061E-005
   0.53616358878724735E-009  -0.304983769E-005
   0.53770428875502679E-009  -0.331384035E-005
   0.53924498872280624E-009  -0.359579121E-005
   0.54078568869058569E-009  -0.389645038E-005
   0.54232638865836513E-009  -0.421657433E-005
   0.54386708862614458E-009  -0.455691179E-005
   0.54540778859392403E-009  -0.491820128E-005
   0.54694848856170347E-009  -0.530116995E-005
   0.54848918852948292E-009  -0.570653037E-005
   0.55002988849726236E-009  -0.613497878E-005
   0.55157058846504181E-009  -0.658719318E-005
   0.55311128843282126E-009  -0.706383253E-005
   0.55465198840060070E-009  -0.756553663E-005
   0.55619268836838015E-009  -0.809292487E-005
   0.55773338833615960E-009  -0.864659614E-005
   0.55927408830393904E-009  -0.922713116E-005
   0.56081478827171849E-009  -0.983509290E-005
   0.56235548823949794E-009  -0.104710298E-004
   0.56389618820727738E-009  -0.111354775E-004
   0.56543688817505683E-009  -0.118289645E-004
   0.56697758814283628E-009  -0.125520164E-004
   0.56851828811061572E-009  -0.133051590E-004
   0.57005898807839517E-009  -0.140889288E-004
   0.57159968804617461E-009  -0.149038779E-004
   0.57314038801395406E-009  -0.157505820E-004
   0.57468108798173351E-009  -0.166296504E-004
   0.57622178794951295E-009  -0.175417335E-004
   0.57776248791729240E-009  -0.184875353E-004
   0.57930318788507185E-009  -0.194678250E-004
   0.58084388785285129E-009  -0.204834450E-004
   0.58238458782063074E-009  -0.215353266E-004
   0.58392528778841019E-009  -0.226244993E-004
   0.58546598775618963E-009  -0.237521035E-004
   0.58700668772396908E-009  -0.249194018E-004
   0.58854738769174852E-009  -0.261277946E-004
   0.59008808765952797E-009  -0.273788319E-004
   0.59162878762730742E-009  -0.286742197E-004
   0.59316948759508686E-009  -0.300158354E-004
   0.59471018756286631E-009  -0.314057361E-004
   0.59625088753064576E-009  -0.328461610E-004
   0.59779158749842520E-009  -0.343395550E-004
   0.59933228746620465E-009  -0.358885591E-004
   0.60087298743398410E-009  -0.374960291E-004
   0.60241368740176354E-009  -0.391650246E-004
   0.60395438736954299E-009  -0.408988235E-004
   0.60549508733732244E-009  -0.427009181E-004
   0.60703578730510188E-009  -0.445750084E-004
   0.60857648727288133E-009  -0.465250087E-004
   0.61011718724066077E-009  -0.485550372E-004
   0.61165788720844022E-009  -0.506694050E-004
   0.61319858717621967E-009  -0.528726196E-004
   0.61473928714399911E-009  -0.551693593E-004
   0.61627998711177856E-009  -0.575644845E-004
   0.61782068707955801E-009  -0.600630046E-004
   0.61936138704733745E-009  -0.626700785E-004
   0.62090208701511690E-009  -0.653909883E-004
   0.62244278698289635E-009  -0.682311438E-004
   0.62398348695067579E-009  -0.711960602E-004
   0.62552418691845524E-009  -0.742913398E-004
   0.62706488688623468E-009  -0.775226727E-004
   0.62860558685401413E-009  -0.808958139E-004
   0.63014628682179358E-009  -0.844165843E-004
   0.63168698678957302E-009  -0.880908556E-004
   0.63322768675735247E-009  -0.919245504E-004
   0.63476838672513192E-009  -0.959236349E-004
   0.63630908669291136E-009  -0.100094134E-003
   0.63784978666069081E-009  -0.104442130E-003
   0.63939048662847026E-009  -0.108973763E-003
   0.64093118659624970E-009  -0.113695256E-003
   0.64247188656402915E-009  -0.118612923E-003
   0.64401258653180860E-009  -0.123733189E-003
   0.64555328649958804E-009  -0.129062610E-003
   0.64709398646736749E-009  -0.134607923E-003
   0.64863468643514693E-009  -0.140376083E-003
   0.65017538640292638E-009  -0.146374252E-003
   0.65171608637070583E-009  -0.152609893E-003
   0.65325678633848527E-009  -0.159090792E-003
   0.65479748630626472E-009  -0.165825084E-003
   0.65633818627404417E-009  -0.172821339E-003
   0.65787888624182361E-009  -0.180088595E-003
   0.65941958620960306E-009  -0.187636411E-003
   0.66096028617738251E-009  -0.195474902E-003
   0.66250098614516195E-009  -0.203614822E-003
   0.66404168611294140E-009  -0.212067578E-003
   0.66558238608072084E-009  -0.220845293E-003
   0.66712308604850029E-009  -0.229960860E-003
   0.66866378601627974E-009  -0.239427987E-003
   0.67020448598405918E-009  -0.249261211E-003
   0.67174518595183863E-009  -0.259475957E-003
   0.67328588591961808E-009  -0.270088523E-003
   0.67482658588739752E-009  -0.281116139E-003
   0.67636728585517697E-009  -0.292576995E-003
   0.67790798582295642E-009  -0.304490241E-003
   0.67944868579073586E-009  -0.316875929E-003
   0.68098938575851531E-009  -0.329755130E-003
   0.68253008572629476E-009  -0.343149790E-003
   0.68407078569407420E-009  -0.357082841E-003
   0.68561148566185365E-009  -0.371578091E-003
   0.68715218562963309E-009  -0.386660278E-003
   0.68869288559741254E-009  -0.402354955E-003
   0.69023358556519199E-009  -0.418688549E-003
   0.69177428553297143E-009  -0.435688271E-003
   0.69331498550075088E-009  -0.453382061E-003
   0.69485568546853033E-009  -0.471798645E-003
   0.69639638543630977E-009  -0.490967417E-003
   0.69793708540408922E-009  -0.510918500E-003
   0.69947778537186867E-009  -0.531682628E-003
   0.70101848533964811E-009  -0.553291175E-003
   0.70255918530742756E-009  -0.575776154E-003
   0.70409988527520700E-009  -0.599170162E-003
   0.70564058524298645E-009  -0.623506436E-003
   0.70718128521076590E-009  -0.648818910E-003
   0.70872198517854534E-009  -0.675142102E-003
   0.71026268514632479E-009  -0.702511228E-003
   0.71180338511410424E-009  -0.730962376E-003
   0.71334408508188368E-009  -0.760532392E-003
   0.71488478504966313E-009  -0.791258935E-003
   0.71642548501744258E-009  -0.823180773E-003
   0.71796618498522202E-009  -0.856337603E-003
   0.71950688495300147E-009  -0.890770403E-003
   0.72104758492078092E-009  -0.926521374E-003
   0.72258828488856036E-009  -0.963634229E-003
   0.72412898485633981E-009  -0.100215408E-002
   0.72566968482411925E-009  -0.104212784E-002
   0.72721038479189870E-009  -0.108360429E-002
   0.72875108475967815E-009  -0.112663396E-002
   0.73029178472745759E-009  -0.117126969E-002
   0.73183248469523704E-009  -0.121756655E-002
   0.73337318466301649E-009  -0.126558205E-002
   0.73491388463079593E-009  -0.131537602E-002
   0.73645458459857538E-009  -0.136701134E-002
   0.73799528456635483E-009  -0.142055331E-002
   0.73953598453413427E-009  -0.147607026E-002
   0.74107668450191372E-009  -0.153363368E-002
   0.74261738446969316E-009  -0.159331784E-002
   0.74415808443747261E-009  -0.165520050E-002
   0.74569878440525206E-009  -0.171936257E-002
   0.74723948437303150E-009  -0.178588810E-002
   0.74878018434081095E-009  -0.185486476E-002
   0.75032088430859040E-009  -0.192638347E-002
   0.75186158427636984E-009  -0.200053840E-002
   0.75340228424414929E-009  -0.207742746E-002
   0.75494298421192874E-009  -0.215715170E-002
   0.75648368417970818E-009  -0.223981589E-002
   0.75802438414748763E-009  -0.232552807E-002
   0.75956508411526708E-009  -0.241439976E-002
   0.76110578408304652E-009  -0.250654598E-002
   0.76264648405082597E-009  -0.260208501E-002
   0.76418718401860541E-009  -0.270113861E-002
   0.76572788398638486E-009  -0.280383206E-002
   0.76726858395416431E-009  -0.291029434E-002
   0.76880928392194375E-009  -0.302065769E-002
   0.77034998388972320E-009  -0.313505833E-002
   0.77189068385750265E-009  -0.325363595E-002
   0.77343138382528209E-009  -0.337653398E-002
   0.77497208379306154E-009  -0.350389979E-002
   0.77651278376084099E-009  -0.363588473E-002
   0.77805348372862043E-009  -0.377264456E-002
   0.77959418369639988E-009  -0.391433900E-002
   0.78113488366417932E-009  -0.406113314E-002
   0.78267558363195877E-009  -0.421319576E-002
   0.78421628359973822E-009  -0.437070196E-002
   0.78575698356751766E-009  -0.453383103E-002
   0.78729768353529711E-009  -0.470276829E-002
   0.78883838350307656E-009  -0.487770466E-002
   0.79037908347085600E-009  -0.505883759E-002
   0.79191978343863545E-009  -0.524637057E-002
   0.79346048340641490E-009  -0.544051407E-002
   0.79500118337419434E-009  -0.564148510E-002
   0.79654188334197379E-009  -0.584950857E-002
   0.79808258330975324E-009  -0.606481638E-002
   0.79962328327753268E-009  -0.628764927E-002
   0.80116398324531213E-009  -0.651825545E-002
   0.80270468321309157E-009  -0.675689150E-002
   0.80424538318087102E-009  -0.700382330E-002
   0.80578608314865047E-009  -0.725932559E-002
   0.80732678311642991E-009  -0.752368197E-002
   0.80886748308420936E-009  -0.779718580E-002
   0.81040818305198881E-009  -0.808013976E-002
   0.81194888301976825E-009  -0.837285724E-002
   0.81348958298754770E-009  -0.867566001E-002
   0.81503028295532715E-009  -0.898888241E-002
   0.81657098292310659E-009  -0.931286719E-002
   0.81811168289088604E-009  -0.964796823E-002
   0.81965238285866548E-009  -0.999454968E-002
   0.82119308282644493E-009  -0.103529887E-001
   0.82273378279422438E-009  -0.107236709E-001
   0.82427448276200382E-009  -0.111069949E-001
   0.82581518272978327E-009  -0.115033714E-001
   0.82735588269756272E-009  -0.119132204E-001
   0.82889658266534216E-009  -0.123369759E-001
   0.83043728263312161E-009  -0.127750831E-001
   0.83197798260090106E-009  -0.132280001E-001
   0.83351868256868050E-009  -0.136961984E-001
   0.83505938253645995E-009  -0.141801629E-001
   0.83660008250423940E-009  -0.146803902E-001
   0.83814078247201884E-009  -0.151973926E-001
   0.83968148243979829E-009  -0.157316960E-001
   0.84122218240757773E-009  -0.162838418E-001
   0.84276288237535718E-009  -0.168543849E-001
   0.84430358234313663E-009  -0.174438991E-001
   0.84584428231091607E-009  -0.180529747E-001
   0.84738498227869552E-009  -0.186822154E-001
   0.84892568224647497E-009  -0.193322450E-001
   0.85046638221425441E-009  -0.200037044E-001
   0.85200708218203386E-009  -0.206972547E-001
   0.85354778214981331E-009  -0.214135759E-001
   0.85508848211759275E-009  -0.221533664E-001
   0.85662918208537220E-009  -0.229173470E-001
   0.85816988205315164E-009  -0.237062573E-001
   0.85971058202093109E-009  -0.245208610E-001
   0.86125128198871054E-009  -0.253619440E-001
   0.86279198195648998E-009  -0.262303147E-001
   0.86433268192426943E-009  -0.271268040E-001
   0.86587338189204888E-009  -0.280522685E-001
   0.86741408185982832E-009  -0.290075894E-001
   0.86895478182760777E-009  -0.299936719E-001
   0.87049548179538722E-009  -0.310114454E-001
   0.87203618176316666E-009  -0.320618711E-001
   0.87357688173094611E-009  -0.331459306E-001
   0.87511758169872556E-009  -0.342646390E-001
   0.87665828166650500E-009  -0.354190357E-001
   0.87819898163428445E-009  -0.366101898E-001
   0.87973968160206389E-009  -0.378392003E-001
   0.88128038156984334E-009  -0.391071886E-001
   0.88282108153762279E-009  -0.404153168E-001
   0.88436178150540223E-009  -0.417647697E-001
   0.88590248147318168E-009  -0.431567729E-001
   0.88744318144096113E-009  -0.445925780E-001
   0.88898388140874057E-009  -0.460734703E-001
   0.89052458137652002E-009  -0.476007685E-001
   0.89206528134429947E-009  -0.491758250E-001
   0.89360598131207891E-009  -0.508000329E-001
   0.89514668127985836E-009  -0.524748228E-001
   0.89668738124763780E-009  -0.542016551E-001
   0.89822808121541725E-009  -0.559820347E-001
   0.89976878118319670E-009  -0.578175038E-001
   0.90130948115097614E-009  -0.597096421E-001
   0.90285018111875559E-009  -0.616600737E-001
   0.90439088108653504E-009  -0.636704713E-001
   0.90593158105431448E-009  -0.657425374E-001
   0.90747228102209393E-009  -0.678780377E-001
   0.90901298098987338E-009  -0.700787678E-001
   0.91055368095765282E-009  -0.723465756E-001
   0.91209438092543227E-009  -0.746833682E-001
   0.91363508089321172E-009  -0.770910904E-001
   0.91517578086099116E-009  -0.795717463E-001
   0.91671648082877061E-009  -0.821273848E-001
   0.91825718079655005E-009  -0.847601071E-001
   0.91979788076432950E-009  -0.874720737E-001
   0.92133858073210895E-009  -0.902654976E-001
   0.92287928069988839E-009  -0.931426510E-001
   0.92441998066766784E-009  -0.961058587E-001
   0.92596068063544729E-009  -0.991575196E-001
   0.92750138060322673E-009  -0.102300070E+000
   0.92904208057100618E-009  -0.105536029E+000
   0.93058278053878563E-009  -0.108867973E+000
   0.93212348050656507E-009  -0.112298533E+000
   0.93366418047434452E-009  -0.115830414E+000
   0.93520488044212396E-009  -0.119466379E+000
   0.93674558040990341E-009  -0.123209268E+000
   0.93828628037768286E-009  -0.127061978E+000
   0.93982698034546230E-009  -0.131027505E+000
