t              LineCurrent.fdtd_Bulk probe_Jz_9_23_20__10_26_20.dat
   0.44248903074625701E-008  -0.954696536E-002
   0.44264310074303495E-008  -0.115710050E-001
   0.44279717073981290E-008  -0.135924034E-001
   0.44295124073659084E-008  -0.156108756E-001
   0.44310531073336878E-008  -0.176261310E-001
   0.44325938073014673E-008  -0.196378045E-001
   0.44341345072692467E-008  -0.216454770E-001
   0.44356752072370262E-008  -0.236487295E-001
   0.44372159072048056E-008  -0.256471708E-001
   0.44387566071725851E-008  -0.276404731E-001
   0.44402973071403645E-008  -0.296283141E-001
   0.44418380071081440E-008  -0.316103511E-001
   0.44433787070759234E-008  -0.335861892E-001
   0.44449194070437029E-008  -0.355554149E-001
   0.44464601070114823E-008  -0.375176631E-001
   0.44480008069792618E-008  -0.394726098E-001
   0.44495415069470412E-008  -0.414199755E-001
   0.44510822069148206E-008  -0.433594324E-001
   0.44526229068826001E-008  -0.452905968E-001
   0.44541636068503795E-008  -0.472130477E-001
   0.44557043068181590E-008  -0.491263755E-001
   0.44572450067859384E-008  -0.510302410E-001
   0.44587857067537179E-008  -0.529243462E-001
   0.44603264067214973E-008  -0.548084080E-001
   0.44618671066892768E-008  -0.566821061E-001
   0.44634078066570562E-008  -0.585450493E-001
   0.44649485066248357E-008  -0.603968129E-001
   0.44664892065926151E-008  -0.622370355E-001
   0.44680299065603946E-008  -0.640654340E-001
   0.44695706065281740E-008  -0.658817515E-001
   0.44711113064959535E-008  -0.676856935E-001
   0.44726520064637329E-008  -0.694768578E-001
   0.44741927064315123E-008  -0.712548718E-001
   0.44757334063992918E-008  -0.730193183E-001
   0.44772741063670712E-008  -0.747698992E-001
   0.44788148063348507E-008  -0.765063763E-001
   0.44803555063026301E-008  -0.782285631E-001
   0.44818962062704096E-008  -0.799361095E-001
   0.44834369062381890E-008  -0.816286504E-001
   0.44849776062059685E-008  -0.833057761E-001
   0.44865183061737479E-008  -0.849671215E-001
   0.44880590061415274E-008  -0.866124257E-001
   0.44895997061093068E-008  -0.882414579E-001
   0.44911404060770863E-008  -0.898540169E-001
   0.44926811060448657E-008  -0.914497897E-001
   0.44942218060126451E-008  -0.930284113E-001
   0.44957625059804246E-008  -0.945895016E-001
   0.44973032059482040E-008  -0.961327180E-001
   0.44988439059159835E-008  -0.976578742E-001
   0.45003846058837629E-008  -0.991647542E-001
   0.45019253058515424E-008  -0.100653157E+000
   0.45034660058193218E-008  -0.102122732E+000
   0.45050067057871013E-008  -0.103573136E+000
   0.45065474057548807E-008  -0.105004020E+000
   0.45080881057226602E-008  -0.106415175E+000
   0.45096288056904396E-008  -0.107806422E+000
   0.45111695056582191E-008  -0.109177619E+000
   0.45127102056259985E-008  -0.110528491E+000
   0.45142509055937780E-008  -0.111858651E+000
   0.45157916055615574E-008  -0.113167748E+000
   0.45173323055293368E-008  -0.114455529E+000
   0.45188730054971163E-008  -0.115721807E+000
   0.45204137054648957E-008  -0.116966516E+000
   0.45219544054326752E-008  -0.118189506E+000
   0.45234951054004546E-008  -0.119390503E+000
   0.45250358053682341E-008  -0.120569155E+000
   0.45265765053360135E-008  -0.121725105E+000
   0.45281172053037930E-008  -0.122858159E+000
   0.45296579052715724E-008  -0.123968229E+000
   0.45311986052393519E-008  -0.125055194E+000
   0.45327393052071313E-008  -0.126118913E+000
   0.45342800051749108E-008  -0.127159089E+000
   0.45358207051426902E-008  -0.128175423E+000
   0.45373614051104696E-008  -0.129167661E+000
   0.45389021050782491E-008  -0.130135760E+000
   0.45404428050460285E-008  -0.131079614E+000
   0.45419835050138080E-008  -0.131999135E+000
   0.45435242049815874E-008  -0.132894054E+000
   0.45450649049493669E-008  -0.133764088E+000
   0.45466056049171463E-008  -0.134609014E+000
   0.45481463048849258E-008  -0.135428682E+000
   0.45496870048527052E-008  -0.136223063E+000
   0.45512277048204847E-008  -0.136992127E+000
   0.45527684047882641E-008  -0.137735754E+000
   0.45543091047560436E-008  -0.138453737E+000
   0.45558498047238230E-008  -0.139145821E+000
   0.45573905046916025E-008  -0.139811769E+000
   0.45589312046593819E-008  -0.140451536E+000
   0.45604719046271613E-008  -0.141065106E+000
   0.45620126045949408E-008  -0.141652495E+000
   0.45635533045627202E-008  -0.142213583E+000
   0.45650940045304997E-008  -0.142748177E+000
   0.45666347044982791E-008  -0.143256038E+000
   0.45681754044660586E-008  -0.143737048E+000
   0.45697161044338380E-008  -0.144191206E+000
   0.45712568044016175E-008  -0.144618586E+000
   0.45727975043693969E-008  -0.145019144E+000
   0.45743382043371764E-008  -0.145392761E+000
   0.45758789043049558E-008  -0.145739228E+000
   0.45774196042727353E-008  -0.146058396E+000
   0.45789603042405147E-008  -0.146350205E+000
   0.45805010042082941E-008  -0.146614790E+000
   0.45820417041760736E-008  -0.146852285E+000
   0.45835824041438530E-008  -0.147062615E+000
   0.45851231041116325E-008  -0.147245601E+000
   0.45866638040794119E-008  -0.147401035E+000
   0.45882045040471914E-008  -0.147528812E+000
   0.45897452040149708E-008  -0.147629097E+000
   0.45912859039827503E-008  -0.147702008E+000
   0.45928266039505297E-008  -0.147747666E+000
   0.45943673039183092E-008  -0.147765994E+000
   0.45959080038860886E-008  -0.147756860E+000
   0.45974487038538681E-008  -0.147720069E+000
   0.45989894038216475E-008  -0.147655666E+000
   0.46005301037894270E-008  -0.147563785E+000
   0.46020708037572064E-008  -0.147444695E+000
   0.46036115037249858E-008  -0.147298455E+000
   0.46051522036927653E-008  -0.147124961E+000
   0.46066929036605447E-008  -0.146924064E+000
   0.46082336036283242E-008  -0.146695673E+000
   0.46097743035961036E-008  -0.146439970E+000
   0.46113150035638831E-008  -0.146157250E+000
   0.46128557035316625E-008  -0.145847693E+000
   0.46143964034994420E-008  -0.145511329E+000
   0.46159371034672214E-008  -0.145147994E+000
   0.46174778034350009E-008  -0.144757569E+000
   0.46190185034027803E-008  -0.144340068E+000
   0.46205592033705598E-008  -0.143895775E+000
   0.46220999033383392E-008  -0.143425077E+000
   0.46236406033061186E-008  -0.142928183E+000
   0.46251813032738981E-008  -0.142405063E+000
   0.46267220032416775E-008  -0.141855523E+000
   0.46282627032094570E-008  -0.141279548E+000
   0.46298034031772364E-008  -0.140677288E+000
   0.46313441031450159E-008  -0.140049100E+000
   0.46328848031127953E-008  -0.139395371E+000
   0.46344255030805748E-008  -0.138716206E+000
   0.46359662030483542E-008  -0.138011560E+000
   0.46375069030161337E-008  -0.137281314E+000
   0.46390476029839131E-008  -0.136525542E+000
   0.46405883029516926E-008  -0.135744512E+000
   0.46421290029194720E-008  -0.134938687E+000
   0.46436697028872514E-008  -0.134108335E+000
   0.46452104028550309E-008  -0.133253574E+000
   0.46467511028228103E-008  -0.132374346E+000
   0.46482918027905898E-008  -0.131470591E+000
   0.46498325027583692E-008  -0.130542561E+000
   0.46513732027261487E-008  -0.129590571E+000
   0.46529139026939281E-008  -0.128615037E+000
   0.46544546026617076E-008  -0.127616212E+000
   0.46559953026294870E-008  -0.126594186E+000
   0.46575360025972665E-008  -0.125548929E+000
   0.46590767025650459E-008  -0.124480471E+000
   0.46606174025328254E-008  -0.123389132E+000
   0.46621581025006048E-008  -0.122275382E+000
   0.46636988024683843E-008  -0.121139631E+000
   0.46652395024361637E-008  -0.119982086E+000
   0.46667802024039431E-008  -0.118802771E+000
   0.46683209023717226E-008  -0.117601663E+000
   0.46698616023395020E-008  -0.116378896E+000
   0.46714023023072815E-008  -0.115134925E+000
   0.46729430022750609E-008  -0.113870248E+000
   0.46744837022428404E-008  -0.112585261E+000
   0.46760244022106198E-008  -0.111280091E+000
   0.46775651021783993E-008  -0.109954737E+000
   0.46791058021461787E-008  -0.108609281E+000
   0.46806465021139582E-008  -0.107244022E+000
   0.46821872020817376E-008  -0.105859451E+000
   0.46837279020495171E-008  -0.104456067E+000
   0.46852686020172965E-008  -0.103034191E+000
   0.46868093019850759E-008  -0.101593882E+000
   0.46883500019528554E-008  -0.100135185E+000
   0.46898907019206348E-008  -0.986583009E-001
   0.46914314018884143E-008  -0.971636847E-001
   0.46929721018561937E-008  -0.956518129E-001
   0.46945128018239732E-008  -0.941231474E-001
   0.46960535017917526E-008  -0.925778821E-001
   0.46975942017595321E-008  -0.910160914E-001
   0.46991349017273115E-008  -0.894379467E-001
   0.47006756016950910E-008  -0.878437534E-001
   0.47022163016628704E-008  -0.862340331E-001
   0.47037570016306499E-008  -0.846092924E-001
   0.47052977015984293E-008  -0.829698965E-001
   0.47068384015662088E-008  -0.813159645E-001
   0.47083791015339882E-008  -0.796475559E-001
   0.47099198015017676E-008  -0.779648796E-001
   0.47114605014695471E-008  -0.762683898E-001
   0.47130012014373265E-008  -0.745586753E-001
   0.47145419014051060E-008  -0.728362650E-001
   0.47160826013728854E-008  -0.711014867E-001
   0.47176233013406649E-008  -0.693544373E-001
   0.47191640013084443E-008  -0.675951838E-001
   0.47207047012762238E-008  -0.658239797E-001
   0.47222454012440032E-008  -0.640413538E-001
   0.47237861012117827E-008  -0.622479320E-001
   0.47253268011795621E-008  -0.604441836E-001
   0.47268675011473416E-008  -0.586303286E-001
   0.47284082011151210E-008  -0.568064749E-001
   0.47299489010829004E-008  -0.549727529E-001
   0.47314896010506799E-008  -0.531295910E-001
   0.47330303010184593E-008  -0.512774922E-001
   0.47345710009862388E-008  -0.494170748E-001
   0.47361117009540182E-008  -0.475487672E-001
   0.47376524009217977E-008  -0.456727743E-001
   0.47391931008895771E-008  -0.437891446E-001
   0.47407338008573566E-008  -0.418980829E-001
   0.47422745008251360E-008  -0.400000252E-001
   0.47438152007929155E-008  -0.380956084E-001
   0.47453559007606949E-008  -0.361854397E-001
   0.47468966007284744E-008  -0.342699178E-001
   0.47484373006962538E-008  -0.323491693E-001
   0.47499780006640333E-008  -0.304233003E-001
   0.47515187006318127E-008  -0.284925252E-001
   0.47530594005995921E-008  -0.265573468E-001
   0.47546001005673716E-008  -0.246183798E-001
   0.47561408005351510E-008  -0.226761587E-001
   0.47576815005029305E-008  -0.207309760E-001
   0.47592222004707099E-008  -0.187829733E-001
   0.47607629004384894E-008  -0.168323461E-001
   0.47623036004062688E-008  -0.148794651E-001
   0.47638443003740483E-008  -0.129248789E-001
   0.47653850003418277E-008  -0.109691480E-001
   0.47669257003096072E-008  -0.901265815E-002
   0.47684664002773866E-008  -0.705567654E-002
   0.47700071002451661E-008  -0.509838853E-002
   0.47715478002129455E-008  -0.314104464E-002
   0.47730885001807249E-008  -0.118407421E-002
   0.47746292001485044E-008   0.772037602E-003
   0.47761699001162838E-008   0.272678724E-002
   0.47777106000840633E-008   0.467980793E-002
   0.47792513000518427E-008   0.663087610E-002
   0.47807920000196222E-008   0.857975241E-002
   0.47823326999874016E-008   0.105261002E-001
   0.47838733999551811E-008   0.124694621E-001
   0.47854140999229605E-008   0.144093661E-001
   0.47869547998907400E-008   0.163454153E-001
   0.47884954998585194E-008   0.182773098E-001
   0.47900361998262989E-008   0.202047918E-001
   0.47915768997940783E-008   0.221275743E-001
   0.47931175997618578E-008   0.240452923E-001
   0.47946582997296372E-008   0.259575378E-001
   0.47961989996974166E-008   0.278639030E-001
   0.47977396996651961E-008   0.297640301E-001
   0.47992803996329755E-008   0.316576064E-001
   0.48008210996007550E-008   0.335443355E-001
   0.48023617995685344E-008   0.354238711E-001
   0.48039024995363139E-008   0.372958221E-001
   0.48054431995040933E-008   0.391597934E-001
   0.48069838994718728E-008   0.410154574E-001
   0.48085245994396522E-008   0.428625941E-001
   0.48100652994074317E-008   0.447009429E-001
   0.48116059993752111E-008   0.465301722E-001
   0.48131466993429906E-008   0.483498536E-001
   0.48146873993107700E-008   0.501595549E-001
   0.48162280992785494E-008   0.519589037E-001
   0.48177687992463289E-008   0.537476242E-001
   0.48193094992141083E-008   0.555255152E-001
   0.48208501991818878E-008   0.572923571E-001
   0.48223908991496672E-008   0.590478219E-001
   0.48239315991174467E-008   0.607914776E-001
   0.48254722990852261E-008   0.625229254E-001
   0.48270129990530056E-008   0.642418638E-001
   0.48285536990207850E-008   0.659480244E-001
   0.48300943989885645E-008   0.676411465E-001
   0.48316350989563439E-008   0.693210214E-001
   0.48331757989241234E-008   0.709873438E-001
   0.48347164988919028E-008   0.726397112E-001
   0.48362571988596822E-008   0.742778480E-001
   0.48377978988274617E-008   0.759014487E-001
   0.48393385987952411E-008   0.775102824E-001
   0.48408792987630206E-008   0.791040733E-001
   0.48424199987308000E-008   0.806825235E-001
   0.48439606986985795E-008   0.822452903E-001
   0.48455013986663589E-008   0.837920979E-001
   0.48470420986341384E-008   0.853226855E-001
   0.48485827986019178E-008   0.868368819E-001
   0.48501234985696973E-008   0.883344859E-001
   0.48516641985374767E-008   0.898151994E-001
   0.48532048985052562E-008   0.912786722E-001
   0.48547455984730356E-008   0.927245244E-001
   0.48562862984408151E-008   0.941525847E-001
   0.48578269984085945E-008   0.955626816E-001
   0.48593676983763739E-008   0.969546437E-001
   0.48609083983441534E-008   0.983282551E-001
   0.48624490983119328E-008   0.996832028E-001
   0.48639897982797123E-008   0.101019159E+000
   0.48655304982474917E-008   0.102335870E+000
   0.48670711982152712E-008   0.103633150E+000
   0.48686118981830506E-008   0.104910910E+000
   0.48701525981508301E-008   0.106168978E+000
   0.48716932981186095E-008   0.107407086E+000
   0.48732339980863890E-008   0.108624913E+000
   0.48747746980541684E-008   0.109822139E+000
   0.48763153980219479E-008   0.110998601E+000
   0.48778560979897273E-008   0.112154149E+000
   0.48793967979575067E-008   0.113288760E+000
   0.48809374979252862E-008   0.114402272E+000
   0.48824781978930656E-008   0.115494438E+000
   0.48840188978608451E-008   0.116564959E+000
   0.48855595978286245E-008   0.117613606E+000
   0.48871002977964040E-008   0.118640155E+000
   0.48886409977641834E-008   0.119644582E+000
   0.48901816977319629E-008   0.120626822E+000
   0.48917223976997423E-008   0.121586755E+000
   0.48932630976675218E-008   0.122524120E+000
   0.48948037976353012E-008   0.123438612E+000
   0.48963444976030807E-008   0.124330029E+000
   0.48978851975708601E-008   0.125198305E+000
   0.48994258975386396E-008   0.126043424E+000
   0.49009665975064190E-008   0.126865357E+000
   0.49025072974741984E-008   0.127663881E+000
   0.49040479974419779E-008   0.128438786E+000
   0.49055886974097573E-008   0.129189819E+000
   0.49071293973775368E-008   0.129916832E+000
   0.49086700973453162E-008   0.130619869E+000
   0.49102107973130957E-008   0.131298989E+000
   0.49117514972808751E-008   0.131954074E+000
   0.49132921972486546E-008   0.132584944E+000
   0.49148328972164340E-008   0.133191317E+000
   0.49163735971842135E-008   0.133773014E+000
   0.49179142971519929E-008   0.134330064E+000
   0.49194549971197724E-008   0.134862512E+000
   0.49209956970875518E-008   0.135370359E+000
   0.49225363970553312E-008   0.135853559E+000
   0.49240770970231107E-008   0.136311799E+000
   0.49256177969908901E-008   0.136744946E+000
   0.49271584969586696E-008   0.137152895E+000
   0.49286991969264490E-008   0.137535751E+000
   0.49302398968942285E-008   0.137893617E+000
   0.49317805968620079E-008   0.138226464E+000
   0.49333212968297874E-008   0.138534129E+000
   0.49348619967975668E-008   0.138816416E+000
   0.49364026967653463E-008   0.139073238E+000
   0.49379433967331257E-008   0.139304653E+000
   0.49394840967009052E-008   0.139510751E+000
   0.49410247966686846E-008   0.139691591E+000
   0.49425654966364641E-008   0.139847115E+000
   0.49441061966042435E-008   0.139977157E+000
   0.49456468965720229E-008   0.140081584E+000
   0.49471875965398024E-008   0.140160456E+000
   0.49487282965075818E-008   0.140213951E+000
   0.49502689964753613E-008   0.140242174E+000
   0.49518096964431407E-008   0.140245140E+000
   0.49533503964109202E-008   0.140222698E+000
   0.49548910963786996E-008   0.140174732E+000
   0.49564317963464791E-008   0.140101165E+000
   0.49579724963142585E-008   0.140002146E+000
   0.49595131962820380E-008   0.139877900E+000
   0.49610538962498174E-008   0.139728531E+000
   0.49625945962175969E-008   0.139554039E+000
   0.49641352961853763E-008   0.139354363E+000
   0.49656759961531557E-008   0.139129370E+000
   0.49672166961209352E-008   0.138879135E+000
   0.49687573960887146E-008   0.138603792E+000
   0.49702980960564941E-008   0.138303518E+000
   0.49718387960242735E-008   0.137978464E+000
   0.49733794959920530E-008   0.137628615E+000
   0.49749201959598324E-008   0.137253970E+000
   0.49764608959276119E-008   0.136854485E+000
   0.49780015958953913E-008   0.136430264E+000
   0.49795422958631708E-008   0.135981470E+000
   0.49810829958309502E-008   0.135508329E+000
   0.49826236957987297E-008   0.135010943E+000
   0.49841643957665091E-008   0.134489328E+000
   0.49857050957342885E-008   0.133943498E+000
   0.49872457957020680E-008   0.133373484E+000
   0.49887864956698474E-008   0.132779479E+000
   0.49903271956376269E-008   0.132161707E+000
   0.49918678956054063E-008   0.131520391E+000
   0.49934085955731858E-008   0.130855575E+000
   0.49949492955409652E-008   0.130167305E+000
   0.49964899955087447E-008   0.129455581E+000
   0.49980306954765241E-008   0.128720537E+000
   0.49995713954443036E-008   0.127962396E+000
   0.50011120954120830E-008   0.127181455E+000
   0.50026527953798625E-008   0.126377910E+000
   0.50041934953476419E-008   0.125551850E+000
   0.50057341953154214E-008   0.124703333E+000
   0.50072748952832008E-008   0.123832420E+000
   0.50088155952509802E-008   0.122939251E+000
   0.50103562952187597E-008   0.122024134E+000
   0.50118969951865391E-008   0.121087335E+000
   0.50134376951543186E-008   0.120129049E+000
   0.50149783951220980E-008   0.119149357E+000
   0.50165190950898775E-008   0.118148327E+000
   0.50180597950576569E-008   0.117126070E+000
   0.50196004950254364E-008   0.116082884E+000
   0.50211411949932158E-008   0.115019105E+000
   0.50226818949609953E-008   0.113935009E+000
   0.50242225949287747E-008   0.112830728E+000
   0.50257632948965542E-008   0.111706361E+000
   0.50273039948643336E-008   0.110561967E+000
   0.50288446948321130E-008   0.109397747E+000
   0.50303853947998925E-008   0.108214080E+000
   0.50319260947676719E-008   0.107011281E+000
   0.50334667947354514E-008   0.105789609E+000
   0.50350074947032308E-008   0.104549229E+000
   0.50365481946710103E-008   0.103290215E+000
   0.50380888946387897E-008   0.102012716E+000
   0.50396295946065692E-008   0.100717008E+000
   0.50411702945743486E-008   0.994034857E-001
   0.50427109945421281E-008   0.980724543E-001
   0.50442516945099075E-008   0.967242047E-001
   0.50457923944776870E-008   0.953588858E-001
   0.50473330944454664E-008   0.939765871E-001
   0.50488737944132459E-008   0.925775319E-001
   0.50504144943810253E-008   0.911620408E-001
   0.50519551943488047E-008   0.897304937E-001
   0.50534958943165842E-008   0.882832184E-001
   0.50550365942843636E-008   0.868204385E-001
   0.50565772942521431E-008   0.853423253E-001
   0.50581179942199225E-008   0.838490278E-001
   0.50596586941877020E-008   0.823408291E-001
   0.50611993941554814E-008   0.808181167E-001
   0.50627400941232609E-008   0.792813003E-001
   0.50642807940910403E-008   0.777306929E-001
   0.50658214940588198E-008   0.761664733E-001
   0.50673621940265992E-008   0.745887607E-001
   0.50689028939943787E-008   0.729977638E-001
   0.50704435939621581E-008   0.713938326E-001
   0.50719842939299375E-008   0.697774291E-001
   0.50735249938977170E-008   0.681489706E-001
   0.50750656938654964E-008   0.665087700E-001
   0.50766063938332759E-008   0.648569614E-001
   0.50781470938010553E-008   0.631937012E-001
   0.50796877937688348E-008   0.615192093E-001
   0.50812284937366142E-008   0.598338991E-001
   0.50827691937043937E-008   0.581382401E-001
   0.50843098936721731E-008   0.564326532E-001
   0.50858505936399526E-008   0.547173880E-001
   0.50873912936077320E-008   0.529926196E-001
   0.50889319935755115E-008   0.512585230E-001
   0.50904726935432909E-008   0.495154411E-001
   0.50920133935110704E-008   0.477638319E-001
   0.50935540934788498E-008   0.460041463E-001
   0.50950947934466292E-008   0.442367345E-001
   0.50966354934144087E-008   0.424618013E-001
   0.50981761933821881E-008   0.406794995E-001
   0.50997168933499676E-008   0.388900489E-001
   0.51012575933177470E-008   0.370938368E-001
   0.51027982932855265E-008   0.352913588E-001
   0.51043389932533059E-008   0.334830843E-001
   0.51058796932210854E-008   0.316693485E-001
   0.51074203931888648E-008   0.298503824E-001
   0.51089610931566443E-008   0.280263629E-001
   0.51105017931244237E-008   0.261975937E-001
   0.51120424930922032E-008   0.243644509E-001
   0.51135831930599826E-008   0.225273762E-001
   0.51151238930277620E-008   0.206867717E-001
   0.51166645929955415E-008   0.188429467E-001
   0.51182052929633209E-008   0.169961248E-001
   0.51197459929311004E-008   0.151465833E-001
   0.51212866928988798E-008   0.132946838E-001
   0.51228273928666593E-008   0.114408527E-001
   0.51243680928344387E-008   0.958548672E-002
   0.51259087928022182E-008   0.772892637E-002
   0.51274494927699976E-008   0.587142445E-002
   0.51289901927377771E-008   0.401322404E-002
   0.51305308927055565E-008   0.215467112E-002
   0.51320715926733360E-008   0.296201586E-003
   0.51336122926411154E-008  -0.156174146E-002
   0.51351529926088949E-008  -0.341879600E-002
   0.51366936925766743E-008  -0.527472235E-002
   0.51382343925444537E-008  -0.712930504E-002
   0.51397750925122332E-008  -0.898225605E-002
   0.51413157924800126E-008  -0.108331628E-001
   0.51428564924477921E-008  -0.126815382E-001
   0.51443971924155715E-008  -0.145269530E-001
   0.51459378923833510E-008  -0.163690876E-001
   0.51474785923511304E-008  -0.182077680E-001
   0.51490192923189099E-008  -0.200427976E-001
   0.51505599922866893E-008  -0.218738802E-001
   0.51521006922544688E-008  -0.237005353E-001
   0.51536413922222482E-008  -0.255222544E-001
   0.51551820921900277E-008  -0.273386315E-001
   0.51567227921578071E-008  -0.291494317E-001
   0.51582634921255865E-008  -0.309544895E-001
   0.51598041920933660E-008  -0.327535681E-001
   0.51613448920611454E-008  -0.345463008E-001
   0.51628855920289249E-008  -0.363322273E-001
   0.51644262919967043E-008  -0.381108746E-001
   0.51659669919644838E-008  -0.398819335E-001
   0.51675076919322632E-008  -0.416451991E-001
   0.51690483919000427E-008  -0.434004962E-001
   0.51705890918678221E-008  -0.451475084E-001
   0.51721297918356016E-008  -0.468858406E-001
   0.51736704918033810E-008  -0.486150086E-001
   0.51752111917711605E-008  -0.503346547E-001
   0.51767518917389399E-008  -0.520445332E-001
   0.51782925917067193E-008  -0.537444688E-001
   0.51798332916744988E-008  -0.554342121E-001
   0.51813739916422782E-008  -0.571133904E-001
   0.51829146916100577E-008  -0.587815568E-001
   0.51844553915778371E-008  -0.604383498E-001
   0.51859960915456166E-008  -0.620834716E-001
   0.51875367915133960E-008  -0.637167692E-001
   0.51890774914811755E-008  -0.653380156E-001
   0.51906181914489549E-008  -0.669469312E-001
   0.51921588914167344E-008  -0.685431063E-001
   0.51936995913845138E-008  -0.701261461E-001
   0.51952402913522933E-008  -0.716957152E-001
   0.51967809913200727E-008  -0.732515827E-001
   0.51983216912878522E-008  -0.747935548E-001
   0.51998623912556316E-008  -0.763214305E-001
   0.52014030912234110E-008  -0.778349191E-001
   0.52029437911911905E-008  -0.793336630E-001
   0.52044844911589699E-008  -0.808173046E-001
   0.52060251911267494E-008  -0.822855532E-001
   0.52075658910945288E-008  -0.837382004E-001
   0.52091065910623083E-008  -0.851750672E-001
   0.52106472910300877E-008  -0.865959078E-001
   0.52121879909978672E-008  -0.880004168E-001
   0.52137286909656466E-008  -0.893882439E-001
   0.52152693909334261E-008  -0.907591358E-001
   0.52168100909012055E-008  -0.921128318E-001
   0.52183507908689850E-008  -0.934491530E-001
   0.52198914908367644E-008  -0.947678983E-001
   0.52214321908045438E-008  -0.960687920E-001
   0.52229728907723233E-008  -0.973515660E-001
   0.52245135907401027E-008  -0.986159444E-001
   0.52260542907078822E-008  -0.998617262E-001
   0.52275949906756616E-008  -0.101088695E+000
   0.52291356906434411E-008  -0.102296688E+000
   0.52306763906112205E-008  -0.103485480E+000
   0.52322170905790000E-008  -0.104654767E+000
   0.52337577905467794E-008  -0.105804309E+000
   0.52352984905145589E-008  -0.106933907E+000
   0.52368391904823383E-008  -0.108043388E+000
   0.52383798904501178E-008  -0.109132610E+000
   0.52399205904178972E-008  -0.110201411E+000
   0.52414612903856767E-008  -0.111249521E+000
   0.52430019903534561E-008  -0.112276636E+000
   0.52445426903212355E-008  -0.113282584E+000
   0.52460833902890150E-008  -0.114267215E+000
   0.52476240902567944E-008  -0.115230471E+000
   0.52491647902245739E-008  -0.116172202E+000
   0.52507054901923533E-008  -0.117092207E+000
   0.52522461901601328E-008  -0.117990196E+000
   0.52537868901279122E-008  -0.118865982E+000
   0.52553275900956917E-008  -0.119719416E+000
   0.52568682900634711E-008  -0.120550424E+000
   0.52584089900312506E-008  -0.121358931E+000
   0.52599496899990300E-008  -0.122144774E+000
   0.52614903899668095E-008  -0.122907758E+000
   0.52630310899345889E-008  -0.123647682E+000
   0.52645717899023683E-008  -0.124364376E+000
   0.52661124898701478E-008  -0.125057757E+000
   0.52676531898379272E-008  -0.125727803E+000
   0.52691938898057067E-008  -0.126374394E+000
   0.52707345897734861E-008  -0.126997381E+000
   0.52722752897412656E-008  -0.127596587E+000
   0.52738159897090450E-008  -0.128171861E+000
   0.52753566896768245E-008  -0.128723174E+000
   0.52768973896446039E-008  -0.129250497E+000
   0.52784380896123834E-008  -0.129753739E+000
   0.52799787895801628E-008  -0.130232841E+000
   0.52815194895479423E-008  -0.130687594E+000
   0.52830601895157217E-008  -0.131117836E+000
   0.52846008894835012E-008  -0.131523520E+000
   0.52861415894512806E-008  -0.131904647E+000
   0.52876822894190600E-008  -0.132261291E+000
   0.52892229893868395E-008  -0.132593364E+000
   0.52907636893546189E-008  -0.132900774E+000
   0.52923043893223984E-008  -0.133183405E+000
   0.52938450892901778E-008  -0.133441135E+000
   0.52953857892579573E-008  -0.133673966E+000
   0.52969264892257367E-008  -0.133881941E+000
   0.52984671891935162E-008  -0.134065121E+000
   0.53000078891612956E-008  -0.134223476E+000
   0.53015485891290751E-008  -0.134356827E+000
   0.53030892890968545E-008  -0.134465128E+000
   0.53046299890646340E-008  -0.134548277E+000
   0.53061706890324134E-008  -0.134606391E+000
   0.53077113890001928E-008  -0.134639576E+000
   0.53092520889679723E-008  -0.134647906E+000
   0.53107927889357517E-008  -0.134631336E+000
   0.53123334889035312E-008  -0.134589776E+000
   0.53138741888713106E-008  -0.134523124E+000
   0.53154148888390901E-008  -0.134431452E+000
   0.53169555888068695E-008  -0.134314850E+000
   0.53184962887746490E-008  -0.134173483E+000
   0.53200369887424284E-008  -0.134007469E+000
   0.53215776887102079E-008  -0.133816749E+000
   0.53231183886779873E-008  -0.133601189E+000
   0.53246590886457668E-008  -0.133360699E+000
   0.53261997886135462E-008  -0.133095354E+000
   0.53277404885813257E-008  -0.132805422E+000
   0.53292811885491051E-008  -0.132491186E+000
   0.53308218885168845E-008  -0.132152691E+000
   0.53323625884846640E-008  -0.131789893E+000
   0.53339032884524434E-008  -0.131402656E+000
   0.53354439884202229E-008  -0.130990967E+000
   0.53369846883880023E-008  -0.130554989E+000
   0.53385253883557818E-008  -0.130095050E+000
   0.53400660883235612E-008  -0.129611373E+000
   0.53416067882913407E-008  -0.129104048E+000
   0.53431474882591201E-008  -0.128573030E+000
   0.53446881882268996E-008  -0.128018185E+000
   0.53462288881946790E-008  -0.127439618E+000
   0.53477695881624585E-008  -0.126837596E+000
   0.53493102881302379E-008  -0.126212418E+000
   0.53508509880980173E-008  -0.125564292E+000
   0.53523916880657968E-008  -0.124893263E+000
   0.53539323880335762E-008  -0.124199316E+000
   0.53554730880013557E-008  -0.123482421E+000
   0.53570137879691351E-008  -0.122742780E+000
   0.53585544879369146E-008  -0.121980719E+000
   0.53600951879046940E-008  -0.121196590E+000
   0.53616358878724735E-008  -0.120390564E+000
   0.53631765878402529E-008  -0.119562604E+000
   0.53647172878080324E-008  -0.118712693E+000
   0.53662579877758118E-008  -0.117840879E+000
   0.53677986877435913E-008  -0.116947457E+000
   0.53693393877113707E-008  -0.116032839E+000
   0.53708800876791501E-008  -0.115097344E+000
   0.53724207876469296E-008  -0.114141166E+000
   0.53739614876147090E-008  -0.113164283E+000
