t              WireAirBox.fdtd_Point probe A_Ex_50_50_25.dat       incid
   0.13527052332429346E-007  -0.162381533E-003   0.000000000E+000
   0.13557865663482715E-007  -0.603428271E-004   0.000000000E+000
   0.13588678994536085E-007   0.109902197E-003   0.000000000E+000
   0.13619492325589455E-007   0.196828129E-003   0.000000000E+000
   0.13650305656642825E-007   0.109441135E-003   0.000000000E+000
   0.13681118987696195E-007  -0.796680179E-004   0.000000000E+000
   0.13711932318749565E-007  -0.196695270E-003   0.000000000E+000
   0.13742745649802934E-007  -0.140632386E-003   0.000000000E+000
   0.13773558980856304E-007   0.239888759E-004   0.000000000E+000
   0.13804372311909674E-007   0.149316023E-003   0.000000000E+000
   0.13835185642963044E-007   0.148246952E-003   0.000000000E+000
   0.13865998974016414E-007   0.450644075E-004   0.000000000E+000
   0.13896812305069783E-007  -0.774076398E-004   0.000000000E+000
   0.13927625636123153E-007  -0.140769000E-003   0.000000000E+000
   0.13958438967176523E-007  -0.103441271E-003   0.000000000E+000
   0.13989252298229893E-007   0.128864704E-004   0.000000000E+000
   0.14020065629283263E-007   0.118027609E-003   0.000000000E+000
   0.14050878960336632E-007   0.118718905E-003   0.000000000E+000
   0.14081692291390002E-007   0.168203551E-004   0.000000000E+000
   0.14112505622443372E-007  -0.825927782E-004   0.000000000E+000
   0.14143318953496742E-007  -0.858034837E-004   0.000000000E+000
   0.14174132284550112E-007  -0.124540747E-004   0.000000000E+000
   0.14204945615603481E-007   0.433157948E-004   0.000000000E+000
   0.14235758946656851E-007   0.326736299E-004   0.000000000E+000
   0.14266572277710221E-007  -0.661241938E-005   0.000000000E+000
   0.14297385608763591E-007  -0.207830089E-004   0.000000000E+000
   0.14328198939816961E-007  -0.468019789E-005   0.000000000E+000
   0.14359012270870330E-007   0.170515214E-004   0.000000000E+000
   0.14389825601923700E-007   0.310574833E-004   0.000000000E+000
   0.14420638932977070E-007   0.288308038E-004   0.000000000E+000
   0.14451452264030440E-007  -0.769920371E-005   0.000000000E+000
   0.14482265595083810E-007  -0.710378226E-004   0.000000000E+000
   0.14513078926137180E-007  -0.966617154E-004   0.000000000E+000
   0.14543892257190549E-007  -0.222292656E-004   0.000000000E+000
   0.14574705588243919E-007   0.111836860E-003   0.000000000E+000
   0.14605518919297289E-007   0.170541549E-003   0.000000000E+000
   0.14636332250350659E-007   0.685632549E-004   0.000000000E+000
   0.14667145581404029E-007  -0.117117001E-003   0.000000000E+000
   0.14697958912457398E-007  -0.214583677E-003   0.000000000E+000
   0.14728772243510768E-007  -0.131162669E-003   0.000000000E+000
   0.14759585574564138E-007   0.624458626E-004   0.000000000E+000
   0.14790398905617508E-007   0.209858466E-003   0.000000000E+000
   0.14821212236670878E-007   0.200966228E-003   0.000000000E+000
   0.14852025567724247E-007   0.401869183E-004   0.000000000E+000
   0.14882838898777617E-007  -0.163442077E-003   0.000000000E+000
   0.14913652229830987E-007  -0.257767504E-003   0.000000000E+000
   0.14944465560884357E-007  -0.151576707E-003   0.000000000E+000
   0.14975278891937727E-007   0.899674196E-004   0.000000000E+000
   0.15006092222991096E-007   0.268897478E-003   0.000000000E+000
   0.15036905554044466E-007   0.224811229E-003   0.000000000E+000
   0.15067718885097836E-007  -0.403058948E-005   0.000000000E+000
   0.15098532216151206E-007  -0.214080908E-003   0.000000000E+000
   0.15129345547204576E-007  -0.236618289E-003   0.000000000E+000
   0.15160158878257946E-007  -0.834068487E-004   0.000000000E+000
   0.15190972209311315E-007   0.101975718E-003   0.000000000E+000
   0.15221785540364685E-007   0.192175881E-003   0.000000000E+000
   0.15252598871418055E-007   0.153989808E-003   0.000000000E+000
   0.15283412202471425E-007   0.266088609E-004   0.000000000E+000
   0.15314225533524795E-007  -0.115720046E-003   0.000000000E+000
   0.15345038864578164E-007  -0.184804667E-003   0.000000000E+000
   0.15375852195631534E-007  -0.124577084E-003   0.000000000E+000
   0.15406665526684904E-007   0.286738941E-004   0.000000000E+000
   0.15437478857738274E-007   0.156642433E-003   0.000000000E+000
   0.15468292188791644E-007   0.161166812E-003   0.000000000E+000
   0.15499105519845013E-007   0.522999690E-004   0.000000000E+000
   0.15529918850898383E-007  -0.758088790E-004   0.000000000E+000
   0.15560732181951753E-007  -0.138745439E-003   0.000000000E+000
   0.15591545513005123E-007  -0.113944690E-003   0.000000000E+000
   0.15622358844058493E-007  -0.253603284E-004   0.000000000E+000
   0.15653172175111862E-007   0.793106519E-004   0.000000000E+000
   0.15683985506165232E-007   0.136761024E-003   0.000000000E+000
   0.15714798837218602E-007   0.100217541E-003   0.000000000E+000
   0.15745612168271972E-007  -0.939492020E-005   0.000000000E+000
   0.15776425499325342E-007  -0.106445368E-003   0.000000000E+000
   0.15807238830378711E-007  -0.119234399E-003   0.000000000E+000
   0.15838052161432081E-007  -0.550707628E-004   0.000000000E+000
   0.15868865492485451E-007   0.260425295E-004   0.000000000E+000
   0.15899678823538821E-007   0.805941745E-004   0.000000000E+000
   0.15930492154592191E-007   0.987648309E-004   0.000000000E+000
   0.15961305485645561E-007   0.727428851E-004   0.000000000E+000
   0.15992118816698930E-007  -0.555709994E-005   0.000000000E+000
   0.16022932147752300E-007  -0.104805164E-003   0.000000000E+000
   0.16053745478805670E-007  -0.148871011E-003   0.000000000E+000
   0.16084558809859040E-007  -0.832306323E-004   0.000000000E+000
   0.16115372140912410E-007   0.580808337E-004   0.000000000E+000
   0.16146185471965779E-007   0.169925217E-003   0.000000000E+000
   0.16176998803019149E-007   0.163622186E-003   0.000000000E+000
   0.16207812134072519E-007   0.368491746E-004   0.000000000E+000
   0.16238625465125889E-007  -0.127745268E-003   0.000000000E+000
   0.16269438796179259E-007  -0.217178589E-003   0.000000000E+000
   0.16300252127232628E-007  -0.156905342E-003   0.000000000E+000
   0.16331065458285998E-007   0.326142763E-004   0.000000000E+000
   0.16361878789339368E-007   0.225568379E-003   0.000000000E+000
   0.16392692120392738E-007   0.264066271E-003   0.000000000E+000
   0.16423505451446108E-007   0.900564046E-004   0.000000000E+000
   0.16454318782499477E-007  -0.177866415E-003   0.000000000E+000
   0.16485132113552847E-007  -0.322607753E-003   0.000000000E+000
   0.16515945444606217E-007  -0.214006883E-003   0.000000000E+000
   0.16546758775659587E-007   0.710116146E-004   0.000000000E+000
   0.16577572106712957E-007   0.309928000E-003   0.000000000E+000
   0.16608385437766326E-007   0.315871992E-003   0.000000000E+000
   0.16639198768819696E-007   0.789840415E-004   0.000000000E+000
   0.16670012099873066E-007  -0.229864032E-003   0.000000000E+000
   0.16700825430926436E-007  -0.378384662E-003   0.000000000E+000
   0.16731638761979806E-007  -0.238786772E-003   0.000000000E+000
   0.16762452093033176E-007   0.101430545E-003   0.000000000E+000
   0.16793265424086545E-007   0.381237711E-003   0.000000000E+000
   0.16824078755139915E-007   0.365346961E-003   0.000000000E+000
   0.16854892086193285E-007   0.511940743E-004   0.000000000E+000
   0.16885705417246655E-007  -0.312432821E-003   0.000000000E+000
   0.16916518748300025E-007  -0.430260145E-003   0.000000000E+000
   0.16947332079353394E-007  -0.207835386E-003   0.000000000E+000
   0.16978145410406764E-007   0.176574962E-003   0.000000000E+000
   0.17008958741460134E-007   0.422984420E-003   0.000000000E+000
   0.17039772072513504E-007   0.343565014E-003   0.000000000E+000
   0.17070585403566874E-007  -0.122314668E-005   0.000000000E+000
   0.17101398734620243E-007  -0.350328424E-003   0.000000000E+000
   0.17132212065673613E-007  -0.433557463E-003   0.000000000E+000
   0.17163025396726983E-007  -0.177477457E-003   0.000000000E+000
   0.17193838727780353E-007   0.225177995E-003   0.000000000E+000
   0.17224652058833723E-007   0.455001777E-003   0.000000000E+000
   0.17255465389887092E-007   0.323224522E-003   0.000000000E+000
   0.17286278720940462E-007  -0.661735539E-004   0.000000000E+000
   0.17317092051993832E-007  -0.399588374E-003   0.000000000E+000
   0.17347905383047202E-007  -0.414075737E-003   0.000000000E+000
   0.17378718714100572E-007  -0.106775871E-003   0.000000000E+000
   0.17409532045153941E-007   0.276150618E-003   0.000000000E+000
   0.17440345376207311E-007   0.440736301E-003   0.000000000E+000
   0.17471158707260681E-007   0.266056973E-003   0.000000000E+000
   0.17501972038314051E-007  -0.112351699E-003   0.000000000E+000
   0.17532785369367421E-007  -0.404704624E-003   0.000000000E+000
   0.17563598700420791E-007  -0.383338047E-003   0.000000000E+000
   0.17594412031474160E-007  -0.611864671E-004   0.000000000E+000
   0.17625225362527530E-007   0.309913099E-003   0.000000000E+000
   0.17656038693580900E-007   0.435307418E-003   0.000000000E+000
   0.17686852024634270E-007   0.216143526E-003   0.000000000E+000
   0.17717665355687640E-007  -0.170071668E-003   0.000000000E+000
   0.17748478686741009E-007  -0.416078343E-003   0.000000000E+000
   0.17779292017794379E-007  -0.332891184E-003   0.000000000E+000
   0.17810105348847749E-007   0.594701851E-005   0.000000000E+000
   0.17840918679901119E-007   0.332073047E-003   0.000000000E+000
   0.17871732010954489E-007   0.395720010E-003   0.000000000E+000
   0.17902545342007858E-007   0.154204987E-003   0.000000000E+000
   0.17933358673061228E-007  -0.202241266E-003   0.000000000E+000
   0.17964172004114598E-007  -0.398685224E-003   0.000000000E+000
   0.17994985335167968E-007  -0.284968497E-003   0.000000000E+000
   0.18025798666221338E-007   0.491911778E-004   0.000000000E+000
   0.18056611997274707E-007   0.342439977E-003   0.000000000E+000
   0.18087425328328077E-007   0.365183601E-003   0.000000000E+000
   0.18118238659381447E-007   0.101000449E-003   0.000000000E+000
   0.18149051990434817E-007  -0.239445246E-003   0.000000000E+000
   0.18179865321488187E-007  -0.386120868E-003   0.000000000E+000
   0.18210678652541556E-007  -0.225925585E-003   0.000000000E+000
   0.18241491983594926E-007   0.107783446E-003   0.000000000E+000
   0.18272305314648296E-007   0.346561661E-003   0.000000000E+000
   0.18303118645701666E-007   0.306252361E-003   0.000000000E+000
   0.18333931976755036E-007   0.303651032E-004   0.000000000E+000
   0.18364745307808406E-007  -0.256851403E-003   0.000000000E+000
   0.18395558638861775E-007  -0.335699151E-003   0.000000000E+000
   0.18426371969915145E-007  -0.156466704E-003   0.000000000E+000
   0.18457185300968515E-007   0.135631592E-003   0.000000000E+000
   0.18487998632021885E-007   0.316878548E-003   0.000000000E+000
   0.18518811963075255E-007   0.250800920E-003   0.000000000E+000
   0.18549625294128624E-007  -0.101344485E-004   0.000000000E+000
   0.18580438625181994E-007  -0.260234228E-003   0.000000000E+000
   0.18611251956235364E-007  -0.299028121E-003   0.000000000E+000
   0.18642065287288734E-007  -0.969536632E-004   0.000000000E+000
   0.18672878618342104E-007   0.175424604E-003   0.000000000E+000
   0.18703691949395473E-007   0.293026562E-003   0.000000000E+000
   0.18734505280448843E-007   0.170421874E-003   0.000000000E+000
   0.18765318611502213E-007  -0.748675666E-004   0.000000000E+000
   0.18796131942555583E-007  -0.239875837E-003   0.000000000E+000
   0.18826945273608953E-007  -0.209334641E-003   0.000000000E+000
   0.18857758604662322E-007  -0.283960835E-004   0.000000000E+000
   0.18888571935715692E-007   0.158058421E-003   0.000000000E+000
   0.18919385266769062E-007   0.217981025E-003   0.000000000E+000
   0.18950198597822432E-007   0.114292772E-003   0.000000000E+000
   0.18981011928875802E-007  -0.741836629E-004   0.000000000E+000
   0.19011825259929171E-007  -0.201989023E-003   0.000000000E+000
   0.19042638590982541E-007  -0.164866244E-003   0.000000000E+000
   0.19073451922035911E-007   0.592930883E-005   0.000000000E+000
   0.19104265253089281E-007   0.161555959E-003   0.000000000E+000
   0.19135078584142651E-007   0.170480052E-003   0.000000000E+000
   0.19165891915196021E-007   0.403220765E-004   0.000000000E+000
   0.19196705246249390E-007  -0.101592756E-003   0.000000000E+000
   0.19227518577302760E-007  -0.140343094E-003   0.000000000E+000
   0.19258331908356130E-007  -0.696873394E-004   0.000000000E+000
   0.19289145239409500E-007   0.332176423E-004   0.000000000E+000
   0.19319958570462870E-007   0.935763819E-004   0.000000000E+000
   0.19350771901516239E-007   0.852401281E-004   0.000000000E+000
   0.19381585232569609E-007   0.232263264E-004   0.000000000E+000
   0.19412398563622979E-007  -0.517266089E-004   0.000000000E+000
   0.19443211894676349E-007  -0.866400733E-004   0.000000000E+000
   0.19474025225729719E-007  -0.515790489E-004   0.000000000E+000
   0.19504838556783088E-007   0.235184816E-004   0.000000000E+000
   0.19535651887836458E-007   0.685590057E-004   0.000000000E+000
   0.19566465218889828E-007   0.463137949E-004   0.000000000E+000
   0.19597278549943198E-007  -0.790393096E-005   0.000000000E+000
   0.19628091880996568E-007  -0.339867329E-004   0.000000000E+000
   0.19658905212049937E-007  -0.194316872E-004   0.000000000E+000
   0.19689718543103307E-007  -0.151258246E-005   0.000000000E+000
   0.19720531874156677E-007  -0.568788710E-005   0.000000000E+000
   0.19751345205210047E-007  -0.127315252E-004   0.000000000E+000
   0.19782158536263417E-007   0.373151488E-005   0.000000000E+000
   0.19812971867316787E-007   0.319972241E-004   0.000000000E+000
   0.19843785198370156E-007   0.362620813E-004   0.000000000E+000
   0.19874598529423526E-007   0.531736441E-005   0.000000000E+000
   0.19905411860476896E-007  -0.338504542E-004   0.000000000E+000
   0.19936225191530266E-007  -0.488564692E-004   0.000000000E+000
   0.19967038522583636E-007  -0.306020520E-004   0.000000000E+000
   0.19997851853637005E-007   0.988248212E-005   0.000000000E+000
   0.20028665184690375E-007   0.520137110E-004   0.000000000E+000
   0.20059478515743745E-007   0.665607149E-004   0.000000000E+000
   0.20090291846797115E-007   0.288312440E-004   0.000000000E+000
   0.20121105177850485E-007  -0.477571884E-004   0.000000000E+000
   0.20151918508903854E-007  -0.101324142E-003   0.000000000E+000
   0.20182731839957224E-007  -0.714903581E-004   0.000000000E+000
   0.20213545171010594E-007   0.311765762E-004   0.000000000E+000
   0.20244358502063964E-007   0.119785014E-003   0.000000000E+000
   0.20275171833117334E-007   0.109353590E-003   0.000000000E+000
   0.20305985164170703E-007   0.102259946E-005   0.000000000E+000
   0.20336798495224073E-007  -0.115130504E-003   0.000000000E+000
   0.20367611826277443E-007  -0.139820972E-003   0.000000000E+000
   0.20398425157330813E-007  -0.493350526E-004   0.000000000E+000
   0.20429238488384183E-007   0.861893641E-004   0.000000000E+000
   0.20460051819437552E-007   0.158584851E-003   0.000000000E+000
   0.20490865150490922E-007   0.105358951E-003   0.000000000E+000
   0.20521678481544292E-007  -0.387869804E-004   0.000000000E+000
   0.20552491812597662E-007  -0.161979420E-003   0.000000000E+000
   0.20583305143651032E-007  -0.159431496E-003   0.000000000E+000
   0.20614118474704402E-007  -0.222198578E-004   0.000000000E+000
   0.20644931805757771E-007   0.144621532E-003   0.000000000E+000
   0.20675745136811141E-007   0.200729861E-003   0.000000000E+000
   0.20706558467864511E-007   0.889694493E-004   0.000000000E+000
   0.20737371798917881E-007  -0.106774154E-003   0.000000000E+000
   0.20768185129971251E-007  -0.222969800E-003   0.000000000E+000
   0.20798998461024620E-007  -0.154154623E-003   0.000000000E+000
   0.20829811792077990E-007   0.500084716E-004   0.000000000E+000
   0.20860625123131360E-007   0.219482172E-003   0.000000000E+000
   0.20891438454184730E-007   0.207799429E-003   0.000000000E+000
   0.20922251785238100E-007   0.204052485E-004   0.000000000E+000
   0.20953065116291469E-007  -0.187974583E-003   0.000000000E+000
   0.20983878447344839E-007  -0.244417693E-003   0.000000000E+000
   0.21014691778398209E-007  -0.101067664E-003   0.000000000E+000
   0.21045505109451579E-007   0.128456319E-003   0.000000000E+000
   0.21076318440504949E-007   0.260568922E-003   0.000000000E+000
   0.21107131771558318E-007   0.184172241E-003   0.000000000E+000
   0.21137945102611688E-007  -0.497154106E-004   0.000000000E+000
   0.21168758433665058E-007  -0.256849220E-003   0.000000000E+000
   0.21199571764718428E-007  -0.258854037E-003   0.000000000E+000
   0.21230385095771798E-007  -0.378067780E-004   0.000000000E+000
   0.21261198426825167E-007   0.228735793E-003   0.000000000E+000
   0.21292011757878537E-007   0.308798335E-003   0.000000000E+000
   0.21322825088931907E-007   0.124126367E-003   0.000000000E+000
   0.21353638419985277E-007  -0.170873929E-003   0.000000000E+000
   0.21384451751038647E-007  -0.323855493E-003   0.000000000E+000
   0.21415265082092017E-007  -0.207103236E-003   0.000000000E+000
   0.21446078413145386E-007   0.791412021E-004   0.000000000E+000
   0.21476891744198756E-007   0.301564694E-003   0.000000000E+000
   0.21507705075252126E-007   0.284092966E-003   0.000000000E+000
   0.21538518406305496E-007   0.375118980E-004   0.000000000E+000
   0.21569331737358866E-007  -0.250453886E-003   0.000000000E+000
   0.21600145068412235E-007  -0.348613714E-003   0.000000000E+000
   0.21630958399465605E-007  -0.160362950E-003   0.000000000E+000
   0.21661771730518975E-007   0.177593232E-003   0.000000000E+000
   0.21692585061572345E-007   0.382630853E-003   0.000000000E+000
   0.21723398392625715E-007   0.265415350E-003   0.000000000E+000
   0.21754211723679084E-007  -0.854464888E-004   0.000000000E+000
   0.21785025054732454E-007  -0.368499983E-003   0.000000000E+000
   0.21815838385785824E-007  -0.340125698E-003   0.000000000E+000
   0.21846651716839194E-007  -0.300309912E-004   0.000000000E+000
   0.21877465047892564E-007   0.298627943E-003   0.000000000E+000
   0.21908278378945933E-007   0.382778235E-003   0.000000000E+000
   0.21939091709999303E-007   0.163478748E-003   0.000000000E+000
   0.21969905041052673E-007  -0.186967169E-003   0.000000000E+000
   0.22000718372106043E-007  -0.398332049E-003   0.000000000E+000
   0.22031531703159413E-007  -0.296143640E-003   0.000000000E+000
   0.22062345034212782E-007   0.572552381E-004   0.000000000E+000
   0.22093158365266152E-007   0.382761937E-003   0.000000000E+000
   0.22123971696319522E-007   0.396642601E-003   0.000000000E+000
   0.22154785027372892E-007   0.683782855E-004   0.000000000E+000
   0.22185598358426262E-007  -0.325755362E-003   0.000000000E+000
   0.22216411689479632E-007  -0.442022749E-003   0.000000000E+000
   0.22247225020533001E-007  -0.184073579E-003   0.000000000E+000
   0.22278038351586371E-007   0.218048837E-003   0.000000000E+000
   0.22308851682639741E-007   0.428335334E-003   0.000000000E+000
   0.22339665013693111E-007   0.290764117E-003   0.000000000E+000
   0.22370478344746481E-007  -0.708586886E-004   0.000000000E+000
   0.22401291675799850E-007  -0.373705727E-003   0.000000000E+000
   0.22432105006853220E-007  -0.385294319E-003   0.000000000E+000
   0.22462918337906590E-007  -0.868478382E-004   0.000000000E+000
   0.22493731668959960E-007   0.296883227E-003   0.000000000E+000
   0.22524545000013330E-007   0.448195264E-003   0.000000000E+000
   0.22555358331066699E-007   0.220180838E-003   0.000000000E+000
   0.22586171662120069E-007  -0.205692981E-003   0.000000000E+000
   0.22616984993173439E-007  -0.457524817E-003   0.000000000E+000
   0.22647798324226809E-007  -0.312928052E-003   0.000000000E+000
   0.22678611655280179E-007   0.929226808E-004   0.000000000E+000
   0.22709424986333548E-007   0.403510174E-003   0.000000000E+000
   0.22740238317386918E-007   0.369618385E-003   0.000000000E+000
   0.22771051648440288E-007   0.433116220E-004   0.000000000E+000
   0.22801864979493658E-007  -0.303532812E-003   0.000000000E+000
   0.22832678310547028E-007  -0.406060863E-003   0.000000000E+000
   0.22863491641600397E-007  -0.188517690E-003   0.000000000E+000
   0.22894304972653767E-007   0.187373007E-003   0.000000000E+000
   0.22925118303707137E-007   0.424223777E-003   0.000000000E+000
   0.22955931634760507E-007   0.310678442E-003   0.000000000E+000
   0.22986744965813877E-007  -0.785565935E-004   0.000000000E+000
   0.23017558296867247E-007  -0.410695095E-003   0.000000000E+000
   0.23048371627920616E-007  -0.385038729E-003   0.000000000E+000
   0.23079184958973986E-007  -0.233855390E-004   0.000000000E+000
   0.23109998290027356E-007   0.347176421E-003   0.000000000E+000
   0.23140811621080726E-007   0.407763961E-003   0.000000000E+000
   0.23171624952134096E-007   0.129952561E-003   0.000000000E+000
   0.23202438283187465E-007  -0.235757208E-003   0.000000000E+000
   0.23233251614240835E-007  -0.398540520E-003   0.000000000E+000
   0.23264064945294205E-007  -0.245856936E-003   0.000000000E+000
   0.23294878276347575E-007   0.100412813E-003   0.000000000E+000
   0.23325691607400945E-007   0.375275908E-003   0.000000000E+000
   0.23356504938454314E-007   0.351307157E-003   0.000000000E+000
   0.23387318269507684E-007   0.254750485E-004   0.000000000E+000
   0.23418131600561054E-007  -0.339035119E-003   0.000000000E+000
   0.23448944931614424E-007  -0.416842464E-003   0.000000000E+000
   0.23479758262667794E-007  -0.126907224E-003   0.000000000E+000
   0.23510571593721163E-007   0.271917612E-003   0.000000000E+000
   0.23541384924774533E-007   0.423381978E-003   0.000000000E+000
   0.23572198255827903E-007   0.209682039E-003   0.000000000E+000
   0.23603011586881273E-007  -0.163091434E-003   0.000000000E+000
   0.23633824917934643E-007  -0.381117628E-003   0.000000000E+000
   0.23664638248988012E-007  -0.288709474E-003   0.000000000E+000
   0.23695451580041382E-007   0.239341753E-004   0.000000000E+000
   0.23726264911094752E-007   0.315436948E-003   0.000000000E+000
   0.23757078242148122E-007   0.361103215E-003   0.000000000E+000
   0.23787891573201492E-007   0.110733643E-003   0.000000000E+000
   0.23818704904254862E-007  -0.246738200E-003   0.000000000E+000
   0.23849518235308231E-007  -0.405591971E-003   0.000000000E+000
   0.23880331566361601E-007  -0.211061459E-003   0.000000000E+000
   0.23911144897414971E-007   0.171778243E-003   0.000000000E+000
   0.23941958228468341E-007   0.396926655E-003   0.000000000E+000
   0.23972771559521711E-007   0.269237789E-003   0.000000000E+000
   0.24003584890575080E-007  -0.779853435E-004   0.000000000E+000
   0.24034398221628450E-007  -0.334116485E-003   0.000000000E+000
   0.24065211552681820E-007  -0.302442670E-003   0.000000000E+000
   0.24096024883735190E-007  -0.378004042E-004   0.000000000E+000
   0.24126838214788560E-007   0.241233298E-003   0.000000000E+000
   0.24157651545841929E-007   0.326511508E-003   0.000000000E+000
   0.24188464876895299E-007   0.153035857E-003   0.000000000E+000
   0.24219278207948669E-007  -0.152139226E-003   0.000000000E+000
   0.24250091539002039E-007  -0.340520812E-003   0.000000000E+000
   0.24280904870055409E-007  -0.237072149E-003   0.000000000E+000
   0.24311718201108778E-007   0.805267482E-004   0.000000000E+000
   0.24342531532162148E-007   0.325531233E-003   0.000000000E+000
   0.24373344863215518E-007   0.272717880E-003   0.000000000E+000
   0.24404158194268888E-007  -0.179161725E-004   0.000000000E+000
   0.24434971525322258E-007  -0.271030352E-003   0.000000000E+000
   0.24465784856375627E-007  -0.273222831E-003   0.000000000E+000
   0.24496598187428997E-007  -0.530575926E-004   0.000000000E+000
   0.24527411518482367E-007   0.187946614E-003   0.000000000E+000
   0.24558224849535737E-007   0.264692411E-003   0.000000000E+000
   0.24589038180589107E-007   0.131674067E-003   0.000000000E+000
   0.24619851511642477E-007  -0.106888896E-003   0.000000000E+000
   0.24650664842695846E-007  -0.264375500E-003   0.000000000E+000
   0.24681478173749216E-007  -0.199665170E-003   0.000000000E+000
   0.24712291504802586E-007   0.492002000E-004   0.000000000E+000
   0.24743104835855956E-007   0.263324444E-003   0.000000000E+000
   0.24773918166909326E-007   0.235552274E-003   0.000000000E+000
   0.24804731497962695E-007  -0.130346016E-004   0.000000000E+000
   0.24835544829016065E-007  -0.242863258E-003   0.000000000E+000
   0.24866358160069435E-007  -0.240076813E-003   0.000000000E+000
   0.24897171491122805E-007  -0.250019948E-004   0.000000000E+000
   0.24927984822176175E-007   0.193573156E-003   0.000000000E+000
   0.24958798153229544E-007   0.233177241E-003   0.000000000E+000
   0.24989611484282914E-007   0.814109080E-004   0.000000000E+000
   0.25020424815336284E-007  -0.130114233E-003   0.000000000E+000
   0.25051238146389654E-007  -0.237782428E-003   0.000000000E+000
   0.25082051477443024E-007  -0.151945860E-003   0.000000000E+000
   0.25112864808496393E-007   0.734328787E-004   0.000000000E+000
   0.25143678139549763E-007   0.253447215E-003   0.000000000E+000
   0.25174491470603133E-007   0.213092659E-003   0.000000000E+000
   0.25205304801656503E-007  -0.324489956E-004   0.000000000E+000
   0.25236118132709873E-007  -0.260119268E-003   0.000000000E+000
   0.25266931463763243E-007  -0.248877739E-003   0.000000000E+000
   0.25297744794816612E-007  -0.770826591E-005   0.000000000E+000
   0.25328558125869982E-007   0.234405961E-003   0.000000000E+000
   0.25359371456923352E-007   0.261489535E-003   0.000000000E+000
   0.25390184787976722E-007   0.660614460E-004   0.000000000E+000
   0.25420998119030092E-007  -0.174799643E-003   0.000000000E+000
   0.25451811450083461E-007  -0.268742529E-003   0.000000000E+000
   0.25482624781136831E-007  -0.147643092E-003   0.000000000E+000
   0.25513438112190201E-007   0.984451035E-004   0.000000000E+000
   0.25544251443243571E-007   0.278678781E-003   0.000000000E+000
   0.25575064774296941E-007   0.231917322E-003   0.000000000E+000
   0.25605878105350310E-007  -0.267603464E-004   0.000000000E+000
   0.25636691436403680E-007  -0.281314948E-003   0.000000000E+000
   0.25667504767457050E-007  -0.292730780E-003   0.000000000E+000
   0.25698318098510420E-007  -0.372606155E-004   0.000000000E+000
   0.25729131429563790E-007   0.253799983E-003   0.000000000E+000
   0.25759944760617159E-007   0.316080754E-003   0.000000000E+000
   0.25790758091670529E-007   0.103706217E-003   0.000000000E+000
   0.25821571422723899E-007  -0.186459030E-003   0.000000000E+000
   0.25852384753777269E-007  -0.311368960E-003   0.000000000E+000
   0.25883198084830639E-007  -0.182304895E-003   0.000000000E+000
   0.25914011415884008E-007   0.902678730E-004   0.000000000E+000
   0.25944824746937378E-007   0.293537858E-003   0.000000000E+000
   0.25975638077990748E-007   0.262864109E-003   0.000000000E+000
   0.26006451409044118E-007   0.811507925E-005   0.000000000E+000
   0.26037264740097488E-007  -0.268981094E-003   0.000000000E+000
   0.26068078071150858E-007  -0.323242450E-003   0.000000000E+000
   0.26098891402204227E-007  -0.911217503E-004   0.000000000E+000
   0.26129704733257597E-007   0.227037104E-003   0.000000000E+000
   0.26160518064310967E-007   0.343514082E-003   0.000000000E+000
   0.26191331395364337E-007   0.156993992E-003   0.000000000E+000
   0.26222144726417707E-007  -0.157636372E-003   0.000000000E+000
   0.26252958057471076E-007  -0.325123779E-003   0.000000000E+000
   0.26283771388524446E-007  -0.216611836E-003   0.000000000E+000
   0.26314584719577816E-007   0.628275156E-004   0.000000000E+000
   0.26345398050631186E-007   0.283535395E-003   0.000000000E+000
   0.26376211381684556E-007   0.272556936E-003   0.000000000E+000
   0.26407024712737925E-007   0.371602364E-004   0.000000000E+000
   0.26437838043791295E-007  -0.236004969E-003   0.000000000E+000
   0.26468651374844665E-007  -0.316060730E-003   0.000000000E+000
   0.26499464705898035E-007  -0.122371013E-003   0.000000000E+000
   0.26530278036951405E-007   0.184624543E-003   0.000000000E+000
   0.26561091368004774E-007   0.331320392E-003   0.000000000E+000
   0.26591904699058144E-007   0.183521071E-003   0.000000000E+000
   0.26622718030111514E-007  -0.123499456E-003   0.000000000E+000
   0.26653531361164884E-007  -0.314025383E-003   0.000000000E+000
   0.26684344692218254E-007  -0.228000630E-003   0.000000000E+000
   0.26715158023271623E-007   0.470667437E-004   0.000000000E+000
   0.26745971354324993E-007   0.272044155E-003   0.000000000E+000
   0.26776784685378363E-007   0.264321076E-003   0.000000000E+000
   0.26807598016431733E-007   0.368832261E-004   0.000000000E+000
   0.26838411347485103E-007  -0.221314083E-003   0.000000000E+000
   0.26869224678538473E-007  -0.294796046E-003   0.000000000E+000
   0.26900038009591842E-007  -0.115729446E-003   0.000000000E+000
   0.26930851340645212E-007   0.168883926E-003   0.000000000E+000
   0.26961664671698582E-007   0.310781703E-003   0.000000000E+000
   0.26992478002751952E-007   0.178826391E-003   0.000000000E+000
   0.27023291333805322E-007  -0.113763846E-003   0.000000000E+000
   0.27054104664858691E-007  -0.306046742E-003   0.000000000E+000
   0.27084917995912061E-007  -0.227342942E-003   0.000000000E+000
   0.27115731326965431E-007   0.494499109E-004   0.000000000E+000
   0.27146544658018801E-007   0.279513741E-003   0.000000000E+000
