t              WireAirBox.fdtd_Point probe A_Ez_50_50_25.dat       incid
   0.17255465389887092E-008   0.000000000E+000  -0.717159887E-009
   0.17563598700420791E-008   0.000000000E+000  -0.108090015E-008
   0.17871732010954489E-008   0.000000000E+000  -0.163783209E-008
   0.18179865321488187E-008   0.000000000E+000  -0.242076470E-008
   0.18487998632021885E-008   0.000000000E+000  -0.346583962E-008
   0.18796131942555583E-008  -0.424062995E-035  -0.481827822E-008
   0.19104265253089281E-008  -0.105239082E-033  -0.652241017E-008
   0.19412398563622979E-008  -0.174657485E-032  -0.873456152E-008
   0.19720531874156677E-008  -0.229234388E-031  -0.114066863E-007
   0.20028665184690375E-008  -0.250327987E-030  -0.144954377E-007
   0.20336798495224073E-008  -0.234140682E-029  -0.179650321E-007
   0.20644931805757771E-008  -0.191490324E-028  -0.217594476E-007
   0.20953065116291469E-008  -0.139106044E-027  -0.257979487E-007
   0.21261198426825167E-008  -0.908787792E-027  -0.298298453E-007
   0.21569331737358866E-008  -0.539341813E-026  -0.336751143E-007
   0.21877465047892564E-008  -0.293203945E-025  -0.371672861E-007
   0.22185598358426262E-008  -0.147039852E-024  -0.401392981E-007
   0.22493731668959960E-008  -0.684357641E-024  -0.422032009E-007
   0.22801864979493658E-008  -0.297166743E-023  -0.433016147E-007
   0.23109998290027356E-008  -0.120950450E-022  -0.434551701E-007
   0.23418131600561054E-008  -0.463356796E-022  -0.426600764E-007
   0.23726264911094752E-008  -0.167712876E-021  -0.409472953E-007
   0.24034398221628450E-008  -0.575528935E-021  -0.382442664E-007
   0.24342531532162148E-008  -0.187852010E-020  -0.348969778E-007
   0.24650664842695846E-008  -0.584954018E-020  -0.311467971E-007
   0.24958798153229544E-008  -0.174269248E-019  -0.271604375E-007
   0.25266931463763243E-008  -0.498066062E-019  -0.231022739E-007
   0.25575064774296941E-008  -0.136911626E-018  -0.191996161E-007
   0.25883198084830639E-008  -0.362870021E-018  -0.156156794E-007
   0.26191331395364337E-008  -0.929482795E-018  -0.123991617E-007
   0.26499464705898035E-008  -0.230613426E-017  -0.959019175E-008
   0.26807598016431733E-008  -0.555395781E-017  -0.720920346E-008
   0.27115731326965431E-008  -0.130095278E-016  -0.534028555E-008
   0.27423864637499129E-008  -0.296938947E-016  -0.388034049E-008
   0.27731997948032827E-008  -0.661326003E-016  -0.274115353E-008
   0.28040131258566525E-008  -0.253209520E-008  -0.187765714E-008
   0.28348264569100223E-008  -0.379687837E-008  -0.124436661E-008
   0.28656397879633921E-008  -0.239627496E-008  -0.823048685E-009
   0.28964531190167619E-008  -0.460393501E-009  -0.535487099E-009
   0.29272664500701318E-008  -0.805678635E-009  -0.336494693E-009
   0.29580797811235016E-008  -0.557317348E-008  -0.203808123E-009
   0.29888931121768714E-008  -0.143253089E-007  -0.118809795E-009
   0.30197064432302412E-008  -0.292167286E-007  -0.702924802E-010
   0.30505197742836110E-008  -0.589747913E-007  -0.410406015E-010
   0.30813331053369808E-008  -0.114605271E-006  -0.229326141E-010
   0.31121464363903506E-008  -0.204833626E-006  -0.122620915E-010
   0.31429597674437204E-008  -0.338937895E-006  -0.627499008E-011
   0.31737730984970902E-008  -0.533660682E-006  -0.332697780E-011
   0.32045864295504600E-008  -0.816994202E-006  -0.174690817E-011
   0.32353997606038298E-008  -0.122859785E-005  -0.867525940E-012
   0.32662130916571996E-008  -0.182113331E-005  -0.408855729E-012
   0.32970264227105694E-008  -0.266213306E-005  -0.183330944E-012
   0.33278397537639393E-008  -0.383141196E-005  -0.872709091E-013
   0.33586530848173091E-008  -0.541266400E-005  -0.412953024E-013
   0.33894664158706789E-008  -0.748253387E-005  -0.182126822E-013
   0.34202797469240487E-008  -0.100985108E-004  -0.755370769E-014
   0.34510930779774185E-008  -0.132845844E-004  -0.296296466E-014
   0.34819064090307883E-008  -0.170148651E-004  -0.126879818E-014
   0.35127197400841581E-008  -0.211940951E-004  -0.542103627E-015
   0.35435330711375279E-008  -0.256312906E-004  -0.212148613E-015
   0.35743464021908977E-008  -0.300097963E-004  -0.773156454E-016
   0.36051597332442675E-008  -0.338664177E-004  -0.264904492E-016
   0.36359730642976373E-008  -0.365907072E-004  -0.102240028E-016
   0.36667863953510071E-008  -0.374490046E-004  -0.395154063E-017
   0.36975997264043770E-008  -0.356399250E-004  -0.137082243E-017
   0.37284130574577468E-008  -0.303888701E-004  -0.438349270E-018
   0.37592263885111166E-008  -0.210749622E-004  -0.131015547E-018
   0.37900397195644864E-008  -0.736763832E-005  -0.456623441E-019
   0.38208530506178562E-008   0.106475745E-004  -0.159920476E-019
   0.38516663816712260E-008   0.323603817E-004  -0.491251055E-020
   0.38824797127245958E-008   0.565546652E-004   0.000000000E+000
   0.39132930437779656E-008   0.813966035E-004   0.000000000E+000
   0.39441063748313354E-008   0.104544910E-003   0.000000000E+000
   0.39749197058847052E-008   0.123381527E-003   0.000000000E+000
   0.40057330369380750E-008   0.135307491E-003   0.000000000E+000
   0.40365463679914448E-008   0.138080126E-003   0.000000000E+000
   0.40673596990448146E-008   0.130204702E-003   0.000000000E+000
   0.40981730300981845E-008   0.111303932E-003   0.000000000E+000
   0.41289863611515543E-008   0.823050141E-004   0.000000000E+000
   0.41597996922049241E-008   0.454088149E-004   0.000000000E+000
   0.41906130232582939E-008   0.394968811E-005   0.000000000E+000
   0.42214263543116637E-008  -0.378832774E-004   0.000000000E+000
   0.42522396853650335E-008  -0.756489608E-004   0.000000000E+000
   0.42830530164184033E-008  -0.105493709E-003   0.000000000E+000
   0.43138663474717731E-008  -0.124771876E-003   0.000000000E+000
   0.43446796785251429E-008  -0.132205110E-003   0.000000000E+000
   0.43754930095785127E-008  -0.127868989E-003   0.000000000E+000
   0.44063063406318825E-008  -0.113258524E-003   0.000000000E+000
   0.44371196716852523E-008  -0.911653333E-004   0.000000000E+000
   0.44679330027386222E-008  -0.650720904E-004   0.000000000E+000
   0.44987463337919920E-008  -0.383547595E-004   0.000000000E+000
   0.45295596648453618E-008  -0.138269352E-004   0.000000000E+000
   0.45603729958987316E-008   0.632633055E-005   0.000000000E+000
   0.45911863269521014E-008   0.206111908E-004   0.000000000E+000
   0.46219996580054712E-008   0.284653815E-004   0.000000000E+000
   0.46528129890588410E-008   0.304506939E-004   0.000000000E+000
   0.46836263201122108E-008   0.281448611E-004   0.000000000E+000
   0.47144396511655806E-008   0.237242202E-004   0.000000000E+000
   0.47452529822189504E-008   0.193557680E-004   0.000000000E+000
   0.47760663132723202E-008   0.165314214E-004   0.000000000E+000
   0.48068796443256900E-008   0.155651105E-004   0.000000000E+000
   0.48376929753790598E-008   0.155340713E-004   0.000000000E+000
   0.48685063064324297E-008   0.147716446E-004   0.000000000E+000
   0.48993196374857995E-008   0.117309628E-004   0.000000000E+000
   0.49301329685391693E-008   0.587629529E-005   0.000000000E+000
   0.49609462995925391E-008  -0.180434836E-005   0.000000000E+000
   0.49917596306459089E-008  -0.905310753E-005   0.000000000E+000
   0.50225729616992787E-008  -0.134073507E-004   0.000000000E+000
   0.50533862927526485E-008  -0.135486325E-004   0.000000000E+000
   0.50841996238060183E-008  -0.101960832E-004   0.000000000E+000
   0.51150129548593881E-008  -0.606194089E-005   0.000000000E+000
   0.51458262859127579E-008  -0.462678872E-005   0.000000000E+000
   0.51766396169661277E-008  -0.789916157E-005   0.000000000E+000
   0.52074529480194975E-008  -0.144312016E-004   0.000000000E+000
   0.52382662790728673E-008  -0.195957055E-004   0.000000000E+000
   0.52690796101262372E-008  -0.186562611E-004   0.000000000E+000
   0.52998929411796070E-008  -0.103374778E-004   0.000000000E+000
   0.53307062722329768E-008   0.220546372E-005   0.000000000E+000
   0.53615196032863466E-008   0.136676172E-004   0.000000000E+000
   0.53923329343397164E-008   0.198450216E-004   0.000000000E+000
   0.54231462653930862E-008   0.192814587E-004   0.000000000E+000
   0.54539595964464560E-008   0.129346099E-004   0.000000000E+000
   0.54847729274998258E-008   0.345006447E-005   0.000000000E+000
   0.55155862585531956E-008  -0.489100876E-005   0.000000000E+000
   0.55463995896065654E-008  -0.679130790E-005   0.000000000E+000
   0.55772129206599352E-008   0.999622898E-006   0.000000000E+000
   0.56080262517133050E-008   0.154273257E-004   0.000000000E+000
   0.56388395827666749E-008   0.265668532E-004   0.000000000E+000
   0.56696529138200447E-008   0.240304507E-004   0.000000000E+000
   0.57004662448734145E-008   0.643361636E-005   0.000000000E+000
   0.57312795759267843E-008  -0.152512803E-004   0.000000000E+000
   0.57620929069801541E-008  -0.254847837E-004   0.000000000E+000
   0.57929062380335239E-008  -0.170833937E-004   0.000000000E+000
   0.58237195690868937E-008   0.292806362E-005   0.000000000E+000
   0.58545329001402635E-008   0.200254490E-004   0.000000000E+000
   0.58853462311936333E-008   0.240345653E-004   0.000000000E+000
   0.59161595622470031E-008   0.145718777E-004   0.000000000E+000
   0.59469728933003729E-008  -0.236236065E-005   0.000000000E+000
   0.59777862243537427E-008  -0.192036496E-004   0.000000000E+000
   0.60085995554071125E-008  -0.277178187E-004   0.000000000E+000
   0.60394128864604824E-008  -0.200886207E-004   0.000000000E+000
   0.60702262175138522E-008   0.433774767E-005   0.000000000E+000
   0.61010395485672220E-008   0.318621387E-004   0.000000000E+000
   0.61318528796205918E-008   0.395485040E-004   0.000000000E+000
   0.61626662106739616E-008   0.150242740E-004   0.000000000E+000
   0.61934795417273314E-008  -0.266351817E-004   0.000000000E+000
   0.62242928727807012E-008  -0.504834898E-004   0.000000000E+000
   0.62551062038340710E-008  -0.324457869E-004   0.000000000E+000
   0.62859195348874408E-008   0.151935456E-004   0.000000000E+000
   0.63167328659408106E-008   0.513087252E-004   0.000000000E+000
   0.63475461969941804E-008   0.428859166E-004   0.000000000E+000
   0.63783595280475502E-008  -0.286872091E-005   0.000000000E+000
   0.64091728591009200E-008  -0.437607487E-004   0.000000000E+000
   0.64399861901542899E-008  -0.427393279E-004   0.000000000E+000
   0.64707995212076597E-008  -0.427952909E-005   0.000000000E+000
   0.65016128522610295E-008   0.313341807E-004   0.000000000E+000
   0.65324261833143993E-008   0.312834163E-004   0.000000000E+000
   0.65632395143677691E-008   0.356863166E-005   0.000000000E+000
   0.65940528454211389E-008  -0.172493765E-004   0.000000000E+000
   0.66248661764745087E-008  -0.125969036E-004   0.000000000E+000
   0.66556795075278785E-008   0.259886019E-005   0.000000000E+000
   0.66864928385812483E-008   0.548210755E-005   0.000000000E+000
   0.67173061696346181E-008  -0.476373043E-005   0.000000000E+000
   0.67481195006879879E-008  -0.108788327E-004   0.000000000E+000
   0.67789328317413577E-008  -0.252078189E-005   0.000000000E+000
   0.68097461627947276E-008   0.135276541E-004   0.000000000E+000
   0.68405594938480974E-008   0.227591336E-004   0.000000000E+000
   0.68713728249014672E-008   0.132152009E-004   0.000000000E+000
   0.69021861559548370E-008  -0.156490896E-004   0.000000000E+000
   0.69329994870082068E-008  -0.419962671E-004   0.000000000E+000
   0.69638128180615766E-008  -0.312759366E-004   0.000000000E+000
   0.69946261491149464E-008   0.206216791E-004   0.000000000E+000
   0.70254394801683162E-008   0.625715329E-004   0.000000000E+000
   0.70562528112216860E-008   0.395818206E-004   0.000000000E+000
   0.70870661422750558E-008  -0.298580126E-004   0.000000000E+000
   0.71178794733284256E-008  -0.660533915E-004   0.000000000E+000
   0.71486928043817954E-008  -0.298376835E-004   0.000000000E+000
   0.71795061354351652E-008   0.281685388E-004   0.000000000E+000
   0.72103194664885351E-008   0.428138155E-004   0.000000000E+000
   0.72411327975419049E-008   0.176359754E-004   0.000000000E+000
   0.72719461285952747E-008  -0.361631646E-005   0.000000000E+000
   0.73027594596486445E-008  -0.109261837E-004   0.000000000E+000
   0.73335727907020143E-008  -0.218865989E-004   0.000000000E+000
   0.73643861217553841E-008  -0.271769277E-004   0.000000000E+000
   0.73951994528087539E-008  -0.256339263E-005   0.000000000E+000
   0.74260127838621237E-008   0.337637248E-004   0.000000000E+000
   0.74568261149154935E-008   0.349211477E-004   0.000000000E+000
   0.74876394459688633E-008  -0.139861368E-005   0.000000000E+000
   0.75184527770222331E-008  -0.270725850E-004   0.000000000E+000
   0.75492661080756029E-008  -0.177276779E-004   0.000000000E+000
   0.75800794391289728E-008  -0.115346847E-005   0.000000000E+000
   0.76108927701823426E-008  -0.280044333E-006   0.000000000E+000
   0.76417061012357124E-008   0.109793893E-005   0.000000000E+000
   0.76725194322890822E-008   0.160208947E-004   0.000000000E+000
   0.77033327633424520E-008   0.230970672E-004   0.000000000E+000
   0.77341460943958218E-008   0.369173176E-005   0.000000000E+000
   0.77649594254491916E-008  -0.233998981E-004   0.000000000E+000
   0.77957727565025614E-008  -0.289722775E-004   0.000000000E+000
   0.78265860875559312E-008  -0.106298867E-004   0.000000000E+000
   0.78573994186093010E-008   0.141792370E-004   0.000000000E+000
   0.78882127496626708E-008   0.299779003E-004   0.000000000E+000
   0.79190260807160406E-008   0.257760967E-004   0.000000000E+000
   0.79498394117694104E-008  -0.127159365E-005   0.000000000E+000
   0.79806527428227803E-008  -0.324166940E-004   0.000000000E+000
   0.80114660738761501E-008  -0.371464012E-004   0.000000000E+000
   0.80422794049295199E-008  -0.790083504E-005   0.000000000E+000
   0.80730927359828897E-008   0.284278758E-004   0.000000000E+000
   0.81039060670362595E-008   0.395591851E-004   0.000000000E+000
   0.81347193980896293E-008   0.180916704E-004   0.000000000E+000
   0.81655327291429991E-008  -0.169507312E-004   0.000000000E+000
   0.81963460601963689E-008  -0.376528333E-004   0.000000000E+000
   0.82271593912497387E-008  -0.279185624E-004   0.000000000E+000
   0.82579727223031085E-008   0.349823313E-005   0.000000000E+000
   0.82887860533564783E-008   0.307736700E-004   0.000000000E+000
   0.83195993844098481E-008   0.341710038E-004   0.000000000E+000
   0.83504127154632179E-008   0.125281185E-004   0.000000000E+000
   0.83812260465165878E-008  -0.206370278E-004   0.000000000E+000
   0.84120393775699576E-008  -0.415022514E-004   0.000000000E+000
   0.84428527086233274E-008  -0.269963093E-004   0.000000000E+000
   0.84736660396766972E-008   0.168459337E-004   0.000000000E+000
   0.85044793707300670E-008   0.465020712E-004   0.000000000E+000
   0.85352927017834368E-008   0.276787705E-004   0.000000000E+000
   0.85661060328368066E-008  -0.168957904E-004   0.000000000E+000
   0.85969193638901764E-008  -0.357391655E-004   0.000000000E+000
   0.86277326949435462E-008  -0.169764317E-004   0.000000000E+000
   0.86585460259969160E-008   0.583387737E-005   0.000000000E+000
   0.86893593570502858E-008   0.110515011E-004   0.000000000E+000
   0.87201726881036556E-008   0.118823982E-004   0.000000000E+000
   0.87509860191570255E-008   0.172625696E-004   0.000000000E+000
   0.87817993502103953E-008   0.983692553E-005   0.000000000E+000
   0.88126126812637651E-008  -0.184265882E-004   0.000000000E+000
   0.88434260123171349E-008  -0.378622644E-004   0.000000000E+000
   0.88742393433705047E-008  -0.163758486E-004   0.000000000E+000
   0.89050526744238745E-008   0.288780502E-004   0.000000000E+000
   0.89358660054772443E-008   0.443470926E-004   0.000000000E+000
   0.89666793365306141E-008   0.934219861E-005   0.000000000E+000
   0.89974926675839839E-008  -0.328604547E-004   0.000000000E+000
   0.90283059986373537E-008  -0.317196136E-004   0.000000000E+000
   0.90591193296907235E-008   0.259897570E-005   0.000000000E+000
   0.90899326607440933E-008   0.196900473E-004   0.000000000E+000
   0.91207459917974631E-008   0.594537596E-005   0.000000000E+000
   0.91515593228508330E-008  -0.302746139E-005   0.000000000E+000
   0.91823726539042028E-008   0.979464039E-005   0.000000000E+000
   0.92131859849575726E-008   0.129143500E-004   0.000000000E+000
   0.92439993160109424E-008  -0.139182903E-004   0.000000000E+000
   0.92748126470643122E-008  -0.351520430E-004   0.000000000E+000
   0.93056259781176820E-008  -0.118841199E-004   0.000000000E+000
   0.93364393091710518E-008   0.318615639E-004   0.000000000E+000
   0.93672526402244216E-008   0.388166809E-004   0.000000000E+000
   0.93980659712777914E-008   0.432781235E-006   0.000000000E+000
   0.94288793023311612E-008  -0.328506758E-004   0.000000000E+000
   0.94596926333845310E-008  -0.240213340E-004   0.000000000E+000
   0.94905059644379008E-008   0.496060238E-005   0.000000000E+000
   0.95213192954912707E-008   0.146205730E-004   0.000000000E+000
   0.95521326265446405E-008   0.537235610E-005   0.000000000E+000
   0.95829459575980103E-008   0.454395649E-005   0.000000000E+000
   0.96137592886513801E-008   0.125465949E-004   0.000000000E+000
   0.96445726197047499E-008   0.220509992E-005   0.000000000E+000
   0.96753859507581197E-008  -0.259389853E-004   0.000000000E+000
   0.97061992818114895E-008  -0.306519396E-004   0.000000000E+000
   0.97370126128648593E-008   0.664158506E-005   0.000000000E+000
   0.97678259439182291E-008   0.421291770E-004   0.000000000E+000
   0.97986392749715989E-008   0.273307960E-004   0.000000000E+000
   0.98294526060249687E-008  -0.189756975E-004   0.000000000E+000
   0.98602659370783385E-008  -0.370159214E-004   0.000000000E+000
   0.98910792681317083E-008  -0.105284325E-004   0.000000000E+000
   0.99218925991850782E-008   0.177335660E-004   0.000000000E+000
   0.99527059302384480E-008   0.143758416E-004   0.000000000E+000
   0.99835192612918178E-008  -0.198012731E-005   0.000000000E+000
   0.10014332592345188E-007  -0.101762191E-005   0.000000000E+000
   0.10045145923398557E-007   0.919372542E-005   0.000000000E+000
   0.10075959254451927E-007   0.112767793E-005   0.000000000E+000
   0.10106772585505297E-007  -0.201850271E-004   0.000000000E+000
   0.10137585916558667E-007  -0.199458427E-004   0.000000000E+000
   0.10168399247612037E-007   0.993682261E-005   0.000000000E+000
   0.10199212578665406E-007   0.314396675E-004   0.000000000E+000
   0.10230025909718776E-007   0.142942827E-004   0.000000000E+000
   0.10260839240772146E-007  -0.182468484E-004   0.000000000E+000
   0.10291652571825516E-007  -0.239594701E-004   0.000000000E+000
   0.10322465902878886E-007  -0.240110057E-005   0.000000000E+000
   0.10353279233932255E-007   0.115897328E-004   0.000000000E+000
   0.10384092564985625E-007   0.470444502E-005   0.000000000E+000
   0.10414905896038995E-007  -0.988920874E-006   0.000000000E+000
   0.10445719227092365E-007   0.742896827E-005   0.000000000E+000
   0.10476532558145735E-007   0.104630335E-004   0.000000000E+000
   0.10507345889199105E-007  -0.754558005E-005   0.000000000E+000
   0.10538159220252474E-007  -0.252995851E-004   0.000000000E+000
   0.10568972551305844E-007  -0.127566336E-004   0.000000000E+000
   0.10599785882359214E-007   0.200914546E-004   0.000000000E+000
   0.10630599213412584E-007   0.312633492E-004   0.000000000E+000
   0.10661412544465954E-007   0.500195347E-005   0.000000000E+000
   0.10692225875519323E-007  -0.248960860E-004   0.000000000E+000
   0.10723039206572693E-007  -0.224451651E-004   0.000000000E+000
   0.10753852537626063E-007   0.258984619E-005   0.000000000E+000
   0.10784665868679433E-007   0.154745212E-004   0.000000000E+000
   0.10815479199732803E-007   0.828254997E-005   0.000000000E+000
   0.10846292530786172E-007   0.206556524E-005   0.000000000E+000
   0.10877105861839542E-007   0.498104328E-005   0.000000000E+000
   0.10907919192892912E-007   0.104474520E-005   0.000000000E+000
   0.10938732523946282E-007  -0.144593396E-004   0.000000000E+000
   0.10969545854999652E-007  -0.183855373E-004   0.000000000E+000
   0.11000359186053021E-007   0.459517832E-005   0.000000000E+000
   0.11031172517106391E-007   0.303679772E-004   0.000000000E+000
   0.11061985848159761E-007   0.236798369E-004   0.000000000E+000
   0.11092799179213131E-007  -0.103841776E-004   0.000000000E+000
   0.11123612510266501E-007  -0.296358030E-004   0.000000000E+000
   0.11154425841319870E-007  -0.123551836E-004   0.000000000E+000
   0.11185239172373240E-007   0.141237524E-004   0.000000000E+000
   0.11216052503426610E-007   0.156241858E-004   0.000000000E+000
   0.11246865834479980E-007  -0.124598228E-005   0.000000000E+000
   0.11277679165533350E-007  -0.744829822E-005   0.000000000E+000
   0.11308492496586720E-007  -0.101219621E-005   0.000000000E+000
   0.11339305827640089E-007  -0.552807751E-005   0.000000000E+000
   0.11370119158693459E-007  -0.233776227E-004   0.000000000E+000
   0.11400932489746829E-007  -0.257075972E-004   0.000000000E+000
   0.11431745820800199E-007   0.474978151E-006   0.000000000E+000
   0.11462559151853569E-007   0.245735937E-004   0.000000000E+000
   0.11493372482906938E-007   0.133341455E-004   0.000000000E+000
   0.11524185813960308E-007  -0.190136234E-004   0.000000000E+000
   0.11554999145013678E-007  -0.289173804E-004   0.000000000E+000
   0.11585812476067048E-007  -0.472203101E-005   0.000000000E+000
   0.11616625807120418E-007   0.202626579E-004   0.000000000E+000
   0.11647439138173787E-007   0.201201419E-004   0.000000000E+000
   0.11678252469227157E-007   0.107316937E-004   0.000000000E+000
   0.11709065800280527E-007   0.144930546E-004   0.000000000E+000
   0.11739879131333897E-007   0.184916316E-004   0.000000000E+000
   0.11770692462387267E-007  -0.547828677E-006   0.000000000E+000
   0.11801505793440636E-007  -0.262007634E-004   0.000000000E+000
   0.11832319124494006E-007  -0.177528455E-004   0.000000000E+000
   0.11863132455547376E-007   0.239227156E-004   0.000000000E+000
   0.11893945786600746E-007   0.454317960E-004   0.000000000E+000
   0.11924759117654116E-007   0.122300553E-004   0.000000000E+000
   0.11955572448707485E-007  -0.394795243E-004   0.000000000E+000
   0.11986385779760855E-007  -0.489660451E-004   0.000000000E+000
   0.12017199110814225E-007  -0.103914645E-004   0.000000000E+000
   0.12048012441867595E-007   0.264721712E-004   0.000000000E+000
   0.12078825772920965E-007   0.276675510E-004   0.000000000E+000
   0.12109639103974335E-007   0.101518217E-004   0.000000000E+000
   0.12140452435027704E-007  -0.855236976E-006   0.000000000E+000
   0.12171265766081074E-007  -0.105049321E-004   0.000000000E+000
   0.12202079097134444E-007  -0.263679503E-004   0.000000000E+000
   0.12232892428187814E-007  -0.248451342E-004   0.000000000E+000
   0.12263705759241184E-007   0.140182256E-004   0.000000000E+000
   0.12294519090294553E-007   0.551760822E-004   0.000000000E+000
   0.12325332421347923E-007   0.401940270E-004   0.000000000E+000
   0.12356145752401293E-007  -0.269216762E-004   0.000000000E+000
   0.12386959083454663E-007  -0.702813413E-004   0.000000000E+000
   0.12417772414508033E-007  -0.374911288E-004   0.000000000E+000
   0.12448585745561402E-007   0.308555500E-004   0.000000000E+000
   0.12479399076614772E-007   0.564689908E-004   0.000000000E+000
   0.12510212407668142E-007   0.226732991E-004   0.000000000E+000
   0.12541025738721512E-007  -0.197558766E-004   0.000000000E+000
   0.12571839069774882E-007  -0.317422273E-004   0.000000000E+000
   0.12602652400828251E-007  -0.238307221E-004   0.000000000E+000
   0.12633465731881621E-007  -0.125260094E-004   0.000000000E+000
   0.12664279062934991E-007   0.104265664E-004   0.000000000E+000
   0.12695092393988361E-007   0.414142087E-004   0.000000000E+000
   0.12725905725041731E-007   0.413861053E-004   0.000000000E+000
   0.12756719056095100E-007  -0.946595173E-005   0.000000000E+000
   0.12787532387148470E-007  -0.608413902E-004   0.000000000E+000
   0.12818345718201840E-007  -0.460027877E-004   0.000000000E+000
   0.12849159049255210E-007   0.229136494E-004   0.000000000E+000
   0.12879972380308580E-007   0.630125724E-004   0.000000000E+000
   0.12910785711361950E-007   0.299460698E-004   0.000000000E+000
   0.12941599042415319E-007  -0.274968043E-004   0.000000000E+000
   0.12972412373468689E-007  -0.417310657E-004   0.000000000E+000
   0.13003225704522059E-007  -0.134933853E-004   0.000000000E+000
   0.13034039035575429E-007   0.101455080E-004   0.000000000E+000
   0.13064852366628799E-007   0.129350774E-004   0.000000000E+000
   0.13095665697682168E-007   0.154604568E-004   0.000000000E+000
   0.13126479028735538E-007   0.187457845E-004   0.000000000E+000
   0.13157292359788908E-007  -0.123115387E-005   0.000000000E+000
   0.13188105690842278E-007  -0.360899576E-004   0.000000000E+000
   0.13218919021895648E-007  -0.367376306E-004   0.000000000E+000
   0.13249732352949017E-007   0.119796896E-004   0.000000000E+000
   0.13280545684002387E-007   0.526965559E-004   0.000000000E+000
   0.13311359015055757E-007   0.300300471E-004   0.000000000E+000
   0.13342172346109127E-007  -0.272663401E-004   0.000000000E+000
   0.13372985677162497E-007  -0.450024017E-004   0.000000000E+000
   0.13403799008215866E-007  -0.797533357E-005   0.000000000E+000
