t              AirBox.fdtd_Point probe C_Hy_75_50_13.dat       incid
   0.15006092222991096E-007  -0.808940968E-006   0.000000000E+000
   0.15036905554044466E-007   0.302784770E-006   0.000000000E+000
   0.15067718885097836E-007   0.115308831E-005   0.000000000E+000
   0.15098532216151206E-007   0.109848008E-005   0.000000000E+000
   0.15129345547204576E-007   0.190449725E-006   0.000000000E+000
   0.15160158878257946E-007  -0.878973935E-006   0.000000000E+000
   0.15190972209311315E-007  -0.126847192E-005   0.000000000E+000
   0.15221785540364685E-007  -0.643291628E-006   0.000000000E+000
   0.15252598871418055E-007   0.501506861E-006   0.000000000E+000
   0.15283412202471425E-007   0.122030383E-005   0.000000000E+000
   0.15314225533524795E-007   0.936209119E-006   0.000000000E+000
   0.15345038864578164E-007  -0.670684699E-007   0.000000000E+000
   0.15375852195631534E-007  -0.943811528E-006   0.000000000E+000
   0.15406665526684904E-007  -0.103263812E-005   0.000000000E+000
   0.15437478857738274E-007  -0.342454200E-006   0.000000000E+000
   0.15468292188791644E-007   0.547583056E-006   0.000000000E+000
   0.15499105519845013E-007   0.964128049E-006   0.000000000E+000
   0.15529918850898383E-007   0.618716058E-006   0.000000000E+000
   0.15560732181951753E-007  -0.188197475E-006   0.000000000E+000
   0.15591545513005123E-007  -0.789024455E-006   0.000000000E+000
   0.15622358844058493E-007  -0.697570499E-006   0.000000000E+000
   0.15653172175111862E-007  -0.413093062E-007   0.000000000E+000
   0.15683985506165232E-007   0.566188248E-006   0.000000000E+000
   0.15714798837218602E-007   0.615318754E-006   0.000000000E+000
   0.15745612168271972E-007   0.147503499E-006   0.000000000E+000
   0.15776425499325342E-007  -0.365168091E-006   0.000000000E+000
   0.15807238830378711E-007  -0.495262384E-006   0.000000000E+000
   0.15838052161432081E-007  -0.189496916E-006   0.000000000E+000
   0.15868865492485451E-007   0.258027910E-006   0.000000000E+000
   0.15899678823538821E-007   0.456026015E-006   0.000000000E+000
   0.15930492154592191E-007   0.212364853E-006   0.000000000E+000
   0.15961305485645561E-007  -0.274891079E-006   0.000000000E+000
   0.15992118816698930E-007  -0.529946362E-006   0.000000000E+000
   0.16022932147752300E-007  -0.243187174E-006   0.000000000E+000
   0.16053745478805670E-007   0.351345363E-006   0.000000000E+000
   0.16084558809859040E-007   0.652099629E-006   0.000000000E+000
   0.16115372140912410E-007   0.317159845E-006   0.000000000E+000
   0.16146185471965779E-007  -0.354795588E-006   0.000000000E+000
   0.16176998803019149E-007  -0.733648221E-006   0.000000000E+000
   0.16207812134072519E-007  -0.482772748E-006   0.000000000E+000
   0.16238625465125889E-007   0.178079347E-006   0.000000000E+000
   0.16269438796179259E-007   0.728001851E-006   0.000000000E+000
   0.16300252127232628E-007   0.746980277E-006   0.000000000E+000
   0.16331065458285998E-007   0.169720352E-006   0.000000000E+000
   0.16361878789339368E-007  -0.635553420E-006   0.000000000E+000
   0.16392692120392738E-007  -0.102717195E-005   0.000000000E+000
   0.16423505451446108E-007  -0.573554757E-006   0.000000000E+000
   0.16454318782499477E-007   0.451307983E-006   0.000000000E+000
   0.16485132113552847E-007   0.117077548E-005   0.000000000E+000
   0.16515945444606217E-007   0.900476550E-006   0.000000000E+000
   0.16546758775659587E-007  -0.148430956E-006   0.000000000E+000
   0.16577572106712957E-007  -0.105874517E-005   0.000000000E+000
   0.16608385437766326E-007  -0.108655104E-005   0.000000000E+000
   0.16639198768819696E-007  -0.279163601E-006   0.000000000E+000
   0.16670012099873066E-007   0.695047447E-006   0.000000000E+000
   0.16700825430926436E-007   0.113705255E-005   0.000000000E+000
   0.16731638761979806E-007   0.752918027E-006   0.000000000E+000
   0.16762452093033176E-007  -0.210533017E-006   0.000000000E+000
   0.16793265424086545E-007  -0.106963444E-005   0.000000000E+000
   0.16824078755139915E-007  -0.111704958E-005   0.000000000E+000
   0.16854892086193285E-007  -0.235050834E-006   0.000000000E+000
   0.16885705417246655E-007   0.865938432E-006   0.000000000E+000
   0.16916518748300025E-007   0.122509005E-005   0.000000000E+000
   0.16947332079353394E-007   0.552978861E-006   0.000000000E+000
   0.16978145410406764E-007  -0.504764728E-006   0.000000000E+000
   0.17008958741460134E-007  -0.104850176E-005   0.000000000E+000
   0.17039772072513504E-007  -0.748001753E-006   0.000000000E+000
   0.17070585403566874E-007   0.300336751E-007   0.000000000E+000
   0.17101398734620243E-007   0.693558377E-006   0.000000000E+000
   0.17132212065673613E-007   0.849255230E-006   0.000000000E+000
   0.17163025396726983E-007   0.423558049E-006   0.000000000E+000
   0.17193838727780353E-007  -0.321017012E-006   0.000000000E+000
   0.17224652058833723E-007  -0.849377159E-006   0.000000000E+000
   0.17255465389887092E-007  -0.702367288E-006   0.000000000E+000
   0.17286278720940462E-007   0.329422392E-007   0.000000000E+000
   0.17317092051993832E-007   0.710080712E-006   0.000000000E+000
   0.17347905383047202E-007   0.737407220E-006   0.000000000E+000
   0.17378718714100572E-007   0.165053336E-006   0.000000000E+000
   0.17409532045153941E-007  -0.435605386E-006   0.000000000E+000
   0.17440345376207311E-007  -0.595537585E-006   0.000000000E+000
   0.17471158707260681E-007  -0.313728606E-006   0.000000000E+000
   0.17501972038314051E-007   0.116639967E-006   0.000000000E+000
   0.17532785369367421E-007   0.415813332E-006   0.000000000E+000
   0.17563598700420791E-007   0.419831025E-006   0.000000000E+000
   0.17594412031474160E-007   0.109546590E-006   0.000000000E+000
   0.17625225362527530E-007  -0.302744326E-006   0.000000000E+000
   0.17656038693580900E-007  -0.448852688E-006   0.000000000E+000
   0.17686852024634270E-007  -0.163362358E-006   0.000000000E+000
   0.17717665355687640E-007   0.267182600E-006   0.000000000E+000
   0.17748478686741009E-007   0.381310798E-006   0.000000000E+000
   0.17779292017794379E-007   0.789166279E-007   0.000000000E+000
   0.17810105348847749E-007  -0.266416947E-006   0.000000000E+000
   0.17840918679901119E-007  -0.270024032E-006   0.000000000E+000
   0.17871732010954489E-007   0.282794588E-007   0.000000000E+000
   0.17902545342007858E-007   0.271953724E-006   0.000000000E+000
   0.17933358673061228E-007   0.217639013E-006   0.000000000E+000
   0.17964172004114598E-007  -0.570875329E-007   0.000000000E+000
   0.17994985335167968E-007  -0.299271420E-006   0.000000000E+000
   0.18025798666221338E-007  -0.300899643E-006   0.000000000E+000
   0.18056611997274707E-007  -0.189880325E-007   0.000000000E+000
   0.18087425328328077E-007   0.365388615E-006   0.000000000E+000
   0.18118238659381447E-007   0.501869920E-006   0.000000000E+000
   0.18149051990434817E-007   0.160966010E-006   0.000000000E+000
   0.18179865321488187E-007  -0.438038683E-006   0.000000000E+000
   0.18210678652541556E-007  -0.720449520E-006   0.000000000E+000
   0.18241491983594926E-007  -0.329861166E-006   0.000000000E+000
   0.18272305314648296E-007   0.428965507E-006   0.000000000E+000
   0.18303118645701666E-007   0.847548733E-006   0.000000000E+000
   0.18333931976755036E-007   0.522951382E-006   0.000000000E+000
   0.18364745307808406E-007  -0.261741434E-006   0.000000000E+000
   0.18395558638861775E-007  -0.839939844E-006   0.000000000E+000
   0.18426371969915145E-007  -0.750308459E-006   0.000000000E+000
   0.18457185300968515E-007  -0.614746227E-007   0.000000000E+000
   0.18487998632021885E-007   0.716096224E-006   0.000000000E+000
   0.18518811963075255E-007   0.977875970E-006   0.000000000E+000
   0.18549625294128624E-007   0.454962105E-006   0.000000000E+000
   0.18580438625181994E-007  -0.507214850E-006   0.000000000E+000
   0.18611251956235364E-007  -0.112351029E-005   0.000000000E+000
   0.18642065287288734E-007  -0.812743906E-006   0.000000000E+000
   0.18672878618342104E-007   0.220714696E-006   0.000000000E+000
   0.18703691949395473E-007   0.110117890E-005   0.000000000E+000
   0.18734505280448843E-007   0.106335631E-005   0.000000000E+000
   0.18765318611502213E-007   0.144570151E-006   0.000000000E+000
   0.18796131942555583E-007  -0.879480751E-006   0.000000000E+000
   0.18826945273608953E-007  -0.118919536E-005   0.000000000E+000
   0.18857758604662322E-007  -0.565327753E-006   0.000000000E+000
   0.18888571935715692E-007   0.500760905E-006   0.000000000E+000
   0.18919385266769062E-007   0.119633273E-005   0.000000000E+000
   0.18950198597822432E-007   0.966743528E-006   0.000000000E+000
   0.18981011928875802E-007  -0.548468506E-007   0.000000000E+000
   0.19011825259929171E-007  -0.107975984E-005   0.000000000E+000
   0.19042638590982541E-007  -0.125000952E-005   0.000000000E+000
   0.19073451922035911E-007  -0.381716063E-006   0.000000000E+000
   0.19104265253089281E-007   0.819464276E-006   0.000000000E+000
   0.19135078584142651E-007   0.134635911E-005   0.000000000E+000
   0.19165891915196021E-007   0.766451763E-006   0.000000000E+000
   0.19196705246249390E-007  -0.423922984E-006   0.000000000E+000
   0.19227518577302760E-007  -0.125177178E-005   0.000000000E+000
   0.19258331908356130E-007  -0.107226310E-005   0.000000000E+000
   0.19289145239409500E-007  -0.499586577E-007   0.000000000E+000
   0.19319958570462870E-007   0.100394254E-005   0.000000000E+000
   0.19350771901516239E-007   0.126202190E-005   0.000000000E+000
   0.19381585232569609E-007   0.514122803E-006   0.000000000E+000
   0.19412398563622979E-007  -0.653600409E-006   0.000000000E+000
   0.19443211894676349E-007  -0.129985756E-005   0.000000000E+000
   0.19474025225729719E-007  -0.888573425E-006   0.000000000E+000
   0.19504838556783088E-007   0.247731180E-006   0.000000000E+000
   0.19535651887836458E-007   0.116958472E-005   0.000000000E+000
   0.19566465218889828E-007   0.112205430E-005   0.000000000E+000
   0.19597278549943198E-007   0.166929567E-006   0.000000000E+000
   0.19628091880996568E-007  -0.892922912E-006   0.000000000E+000
   0.19658905212049937E-007  -0.120190225E-005   0.000000000E+000
   0.19689718543103307E-007  -0.542440660E-006   0.000000000E+000
   0.19720531874156677E-007   0.525469602E-006   0.000000000E+000
   0.19751345205210047E-007   0.114031877E-005   0.000000000E+000
   0.19782158536263417E-007   0.826443852E-006   0.000000000E+000
   0.19812971867316787E-007  -0.139619942E-006   0.000000000E+000
   0.19843785198370156E-007  -0.962727654E-006   0.000000000E+000
   0.19874598529423526E-007  -0.980565574E-006   0.000000000E+000
   0.19905411860476896E-007  -0.205133233E-006   0.000000000E+000
   0.19936225191530266E-007   0.701301417E-006   0.000000000E+000
   0.19967038522583636E-007   0.994982429E-006   0.000000000E+000
   0.19997851853637005E-007   0.469709448E-006   0.000000000E+000
   0.20028665184690375E-007  -0.401028899E-006   0.000000000E+000
   0.20059478515743745E-007  -0.893038987E-006   0.000000000E+000
   0.20090291846797115E-007  -0.636842628E-006   0.000000000E+000
   0.20121105177850485E-007   0.110049200E-006   0.000000000E+000
   0.20151918508903854E-007   0.715754481E-006   0.000000000E+000
   0.20182731839957224E-007   0.705267780E-006   0.000000000E+000
   0.20213545171010594E-007   0.128636657E-006   0.000000000E+000
   0.20244358502063964E-007  -0.511363169E-006   0.000000000E+000
   0.20275171833117334E-007  -0.689823366E-006   0.000000000E+000
   0.20305985164170703E-007  -0.289810771E-006   0.000000000E+000
   0.20336798495224073E-007   0.319012656E-006   0.000000000E+000
   0.20367611826277443E-007   0.613105271E-006   0.000000000E+000
   0.20398425157330813E-007   0.368402226E-006   0.000000000E+000
   0.20429238488384183E-007  -0.163583394E-006   0.000000000E+000
   0.20460051819437552E-007  -0.504532636E-006   0.000000000E+000
   0.20490865150490922E-007  -0.382234873E-006   0.000000000E+000
   0.20521678481544292E-007   0.510346183E-007   0.000000000E+000
   0.20552491812597662E-007   0.392339103E-006   0.000000000E+000
   0.20583305143651032E-007   0.361282218E-006   0.000000000E+000
   0.20614118474704402E-007   0.240182771E-007   0.000000000E+000
   0.20644931805757771E-007  -0.302307456E-006   0.000000000E+000
   0.20675745136811141E-007  -0.339443773E-006   0.000000000E+000
   0.20706558467864511E-007  -0.735744550E-007   0.000000000E+000
   0.20737371798917881E-007   0.249400898E-006   0.000000000E+000
   0.20768185129971251E-007   0.337406448E-006   0.000000000E+000
   0.20798998461024620E-007   0.106206329E-006   0.000000000E+000
   0.20829811792077990E-007  -0.234010173E-006   0.000000000E+000
   0.20860625123131360E-007  -0.357167096E-006   0.000000000E+000
   0.20891438454184730E-007  -0.131497998E-006   0.000000000E+000
   0.20922251785238100E-007   0.234459876E-006   0.000000000E+000
   0.20953065116291469E-007   0.382897781E-006   0.000000000E+000
   0.20983878447344839E-007   0.162659674E-006   0.000000000E+000
   0.21014691778398209E-007  -0.217663271E-006   0.000000000E+000
   0.21045505109451579E-007  -0.399643341E-006   0.000000000E+000
   0.21076318440504949E-007  -0.220194693E-006   0.000000000E+000
   0.21107131771558318E-007   0.155225536E-006   0.000000000E+000
   0.21137945102611688E-007   0.403106839E-006   0.000000000E+000
   0.21168758433665058E-007   0.316129558E-006   0.000000000E+000
   0.21199571764718428E-007  -0.457655744E-007   0.000000000E+000
   0.21230385095771798E-007  -0.399930116E-006   0.000000000E+000
   0.21261198426825167E-007  -0.439981335E-006   0.000000000E+000
   0.21292011757878537E-007  -0.878195010E-007   0.000000000E+000
   0.21322825088931907E-007   0.386747274E-006   0.000000000E+000
   0.21353638419985277E-007   0.551975859E-006   0.000000000E+000
   0.21384451751038647E-007   0.216564018E-006   0.000000000E+000
   0.21415265082092017E-007  -0.340823277E-006   0.000000000E+000
   0.21446078413145386E-007  -0.607546440E-006   0.000000000E+000
   0.21476891744198756E-007  -0.334193459E-006   0.000000000E+000
   0.21507705075252126E-007   0.228241817E-006   0.000000000E+000
   0.21538518406305496E-007   0.586584747E-006   0.000000000E+000
   0.21569331737358866E-007   0.455692572E-006   0.000000000E+000
   0.21600145068412235E-007  -0.392726918E-007   0.000000000E+000
   0.21630958399465605E-007  -0.509451866E-006   0.000000000E+000
   0.21661771730518975E-007  -0.592325136E-006   0.000000000E+000
   0.21692585061572345E-007  -0.194058828E-006   0.000000000E+000
   0.21723398392625715E-007   0.409546828E-006   0.000000000E+000
   0.21754211723679084E-007   0.718448973E-006   0.000000000E+000
   0.21785025054732454E-007   0.411234112E-006   0.000000000E+000
   0.21815838385785824E-007  -0.298075918E-006   0.000000000E+000
   0.21846651716839194E-007  -0.778440324E-006   0.000000000E+000
   0.21877465047892564E-007  -0.569615452E-006   0.000000000E+000
   0.21908278378945933E-007   0.147357753E-006   0.000000000E+000
   0.21939091709999303E-007   0.723544758E-006   0.000000000E+000
   0.21969905041052673E-007   0.671103749E-006   0.000000000E+000
   0.22000718372106043E-007   0.756144232E-007   0.000000000E+000
   0.22031531703159413E-007  -0.557805379E-006   0.000000000E+000
   0.22062345034212782E-007  -0.749942387E-006   0.000000000E+000
   0.22093158365266152E-007  -0.363389631E-006   0.000000000E+000
   0.22123971696319522E-007   0.335115203E-006   0.000000000E+000
   0.22154785027372892E-007   0.818882995E-006   0.000000000E+000
   0.22185598358426262E-007   0.648704770E-006   0.000000000E+000
   0.22216411689479632E-007  -0.114357590E-006   0.000000000E+000
   0.22247225020533001E-007  -0.840185294E-006   0.000000000E+000
   0.22278038351586371E-007  -0.848719196E-006   0.000000000E+000
