t              AirBox.fdtd_Point probe C_Hy_75_50_13.dat       incid
   0.13557865663482715E-008   0.223833439E-002   0.215297774E-002
   0.13865998974016414E-008   0.241662306E-002   0.234556408E-002
   0.14174132284550112E-008   0.254897168E-002   0.249775569E-002
   0.14482265595083810E-008   0.262676249E-002   0.260185869E-002
   0.14790398905617508E-008   0.264462107E-002   0.265158387E-002
   0.15098532216151206E-008   0.260079768E-002   0.262707868E-002
   0.15406665526684904E-008   0.249750563E-002   0.254267221E-002
   0.15714798837218602E-008   0.234112167E-002   0.240765163E-002
   0.16022932147752300E-008   0.214189873E-002   0.222918880E-002
   0.16331065458285998E-008   0.191287696E-002   0.201585889E-002
   0.16639198768819696E-008   0.166808115E-002   0.177619932E-002
   0.16947332079353394E-008   0.142058707E-002   0.153050991E-002
   0.17255465389887092E-008   0.118120410E-002   0.128897047E-002
   0.17563598700420791E-008   0.958146760E-003   0.105913600E-002
   0.17871732010954489E-008   0.757415488E-003   0.847403484E-003
   0.18179865321488187E-008   0.583201472E-003   0.665499014E-003
   0.18487998632021885E-008   0.437816198E-003   0.511601451E-003
   0.18796131942555583E-008   0.321261730E-003   0.383223203E-003
   0.19104265253089281E-008   0.231055179E-003   0.279010972E-003
   0.19412398563622979E-008   0.162851531E-003   0.196986308E-003
   0.19720531874156677E-008   0.111799614E-003   0.138194053E-003
   0.20028665184690375E-008   0.739220122E-004   0.949753376E-004
   0.20336798495224073E-008   0.466946622E-004   0.632650335E-004
   0.20644931805757771E-008   0.285565657E-004   0.407455918E-004
   0.20953065116291469E-008   0.178826958E-004   0.253240505E-004
   0.21261198426825167E-008   0.123463842E-004   0.159061310E-004
   0.21569331737358866E-008   0.923785410E-005   0.979246579E-005
   0.21877465047892564E-008   0.647390243E-005   0.579835660E-005
   0.22185598358426262E-008   0.342241447E-005   0.329799150E-005
   0.22493731668959960E-008   0.797047960E-006   0.180054542E-005
   0.22801864979493658E-008  -0.352734787E-006   0.101488229E-005
   0.23109998290027356E-008   0.224360576E-006   0.560764477E-006
   0.23418131600561054E-008   0.160764375E-005   0.294986080E-006
   0.23726264911094752E-008   0.235142147E-005   0.147930905E-006
   0.24034398221628450E-008   0.159485421E-005   0.708058394E-007
   0.24342531532162148E-008  -0.272730517E-006   0.358987933E-007
   0.24650664842695846E-008  -0.192720745E-005   0.178343349E-007
   0.24958798153229544E-008  -0.216663852E-005   0.832841351E-008
   0.25266931463763243E-008  -0.887128408E-006   0.367648112E-008
   0.25575064774296941E-008   0.803722969E-006   0.154007818E-008
   0.25883198084830639E-008   0.146338994E-005   0.704024339E-009
   0.26191331395364337E-008   0.506951096E-006   0.314994086E-009
   0.26499464705898035E-008  -0.127378803E-005   0.130465971E-009
   0.26807598016431733E-008  -0.235173866E-005   0.506179682E-010
   0.27115731326965431E-008  -0.176892877E-005   0.185283854E-010
   0.27423864637499129E-008   0.194656877E-007   0.765536419E-011
   0.27731997948032827E-008   0.152651501E-005   0.308934605E-011
   0.28040131258566525E-008   0.152117548E-005   0.113373579E-011
   0.28348264569100223E-008   0.819945853E-007   0.386015438E-012
   0.28656397879633921E-008  -0.150369226E-005   0.123298426E-012
   0.28964531190167619E-008  -0.187148692E-005   0.461550726E-013
   0.29272664500701318E-008  -0.731967589E-006   0.168227045E-013
   0.29580797811235016E-008   0.927364113E-006   0.546403421E-014
   0.29888931121768714E-008   0.171143643E-005   0.163034615E-014
   0.30197064432302412E-008   0.996402605E-006   0.453846818E-015
   0.30505197742836110E-008  -0.563092271E-006   0.154296038E-015
   0.30813331053369808E-008  -0.161097887E-005   0.000000000E+000
   0.31121464363903506E-008  -0.126292298E-005   0.000000000E+000
   0.31429597674437204E-008   0.135198206E-006   0.000000000E+000
   0.31737730984970902E-008   0.134009849E-005   0.000000000E+000
   0.32045864295504600E-008   0.133633921E-005   0.000000000E+000
   0.32353997606038298E-008   0.213330964E-006   0.000000000E+000
   0.32662130916571996E-008  -0.997883035E-006   0.000000000E+000
   0.32970264227105694E-008  -0.129953082E-005   0.000000000E+000
   0.33278397537639393E-008  -0.548818889E-006   0.000000000E+000
   0.33586530848173091E-008   0.559765908E-006   0.000000000E+000
   0.33894664158706789E-008   0.116121055E-005   0.000000000E+000
   0.34202797469240487E-008   0.859631314E-006   0.000000000E+000
   0.34510930779774185E-008  -0.818816943E-007   0.000000000E+000
   0.34819064090307883E-008  -0.966303105E-006   0.000000000E+000
   0.35127197400841581E-008  -0.111318695E-005   0.000000000E+000
   0.35435330711375279E-008  -0.348789342E-006   0.000000000E+000
   0.35743464021908977E-008   0.769995211E-006   0.000000000E+000
   0.36051597332442675E-008   0.131240063E-005   0.000000000E+000
   0.36359730642976373E-008   0.770371628E-006   0.000000000E+000
   0.36667863953510071E-008  -0.416631167E-006   0.000000000E+000
   0.36975997264043770E-008  -0.120747723E-005   0.000000000E+000
   0.37284130574577468E-008  -0.905333650E-006   0.000000000E+000
   0.37592263885111166E-008   0.224100290E-006   0.000000000E+000
   0.37900397195644864E-008   0.123420898E-005   0.000000000E+000
   0.38208530506178562E-008   0.132689900E-005   0.000000000E+000
   0.38516663816712260E-008   0.455106999E-006   0.000000000E+000
   0.38824797127245958E-008  -0.698543602E-006   0.000000000E+000
   0.39132930437779656E-008  -0.122795007E-005   0.000000000E+000
   0.39441063748313354E-008  -0.658224565E-006   0.000000000E+000
   0.39749197058847052E-008   0.621629340E-006   0.000000000E+000
   0.40057330369380750E-008   0.153895962E-005   0.000000000E+000
   0.40365463679914448E-008   0.120023276E-005   0.000000000E+000
   0.40673596990448146E-008  -0.214095849E-006   0.000000000E+000
   0.40981730300981845E-008  -0.148291440E-005   0.000000000E+000
   0.41289863611515543E-008  -0.145893864E-005   0.000000000E+000
   0.41597996922049241E-008  -0.194185873E-006   0.000000000E+000
   0.41906130232582939E-008   0.111831059E-005   0.000000000E+000
   0.42214263543116637E-008   0.131373622E-005   0.000000000E+000
   0.42522396853650335E-008   0.292977120E-006   0.000000000E+000
   0.42830530164184033E-008  -0.102858712E-005   0.000000000E+000
   0.43138663474717731E-008  -0.159509204E-005   0.000000000E+000
   0.43446796785251429E-008  -0.100322450E-005   0.000000000E+000
   0.43754930095785127E-008   0.292874574E-006   0.000000000E+000
   0.44063063406318825E-008   0.130952856E-005   0.000000000E+000
   0.44371196716852523E-008   0.120011941E-005   0.000000000E+000
   0.44679330027386222E-008  -0.349127731E-007   0.000000000E+000
   0.44987463337919920E-008  -0.137840493E-005   0.000000000E+000
   0.45295596648453618E-008  -0.158379316E-005   0.000000000E+000
   0.45603729958987316E-008  -0.379389121E-006   0.000000000E+000
   0.45911863269521014E-008   0.116182559E-005   0.000000000E+000
   0.46219996580054712E-008   0.162455592E-005   0.000000000E+000
   0.46528129890588410E-008   0.631489911E-006   0.000000000E+000
   0.46836263201122108E-008  -0.854309747E-006   0.000000000E+000
   0.47144396511655806E-008  -0.153106635E-005   0.000000000E+000
   0.47452529822189504E-008  -0.918485398E-006   0.000000000E+000
   0.47760663132723202E-008   0.392172865E-006   0.000000000E+000
   0.48068796443256900E-008   0.135130199E-005   0.000000000E+000
   0.48376929753790598E-008   0.122957067E-005   0.000000000E+000
   0.48685063064324297E-008   0.924839014E-007   0.000000000E+000
   0.48993196374857995E-008  -0.119047274E-005   0.000000000E+000
   0.49301329685391693E-008  -0.151852259E-005   0.000000000E+000
   0.49609462995925391E-008  -0.508538619E-006   0.000000000E+000
   0.49917596306459089E-008   0.999729764E-006   0.000000000E+000
   0.50225729616992787E-008   0.160593549E-005   0.000000000E+000
   0.50533862927526485E-008   0.710564223E-006   0.000000000E+000
   0.50841996238060183E-008  -0.850230094E-006   0.000000000E+000
   0.51150129548593881E-008  -0.163865820E-005   0.000000000E+000
   0.51458262859127579E-008  -0.101709293E-005   0.000000000E+000
   0.51766396169661277E-008   0.353885980E-006   0.000000000E+000
   0.52074529480194975E-008   0.126568216E-005   0.000000000E+000
   0.52382662790728673E-008   0.102040440E-005   0.000000000E+000
   0.52690796101262372E-008  -0.136727067E-006   0.000000000E+000
   0.52998929411796070E-008  -0.130211549E-005   0.000000000E+000
   0.53307062722329768E-008  -0.154914903E-005   0.000000000E+000
   0.53615196032863466E-008  -0.604333479E-006   0.000000000E+000
   0.53923329343397164E-008   0.815393776E-006   0.000000000E+000
   0.54231462653930862E-008   0.146236709E-005   0.000000000E+000
   0.54539595964464560E-008   0.681919744E-006   0.000000000E+000
   0.54847729274998258E-008  -0.842724660E-006   0.000000000E+000
   0.55155862585531956E-008  -0.165769973E-005   0.000000000E+000
   0.55463995896065654E-008  -0.961874548E-006   0.000000000E+000
   0.55772129206599352E-008   0.616398324E-006   0.000000000E+000
   0.56080262517133050E-008   0.169087525E-005   0.000000000E+000
   0.56388395827666749E-008   0.143624698E-005   0.000000000E+000
   0.56696529138200447E-008   0.211241968E-006   0.000000000E+000
   0.57004662448734145E-008  -0.905153570E-006   0.000000000E+000
   0.57312795759267843E-008  -0.101311923E-005   0.000000000E+000
   0.57620929069801541E-008  -0.854902282E-008   0.000000000E+000
   0.57929062380335239E-008   0.134899210E-005   0.000000000E+000
   0.58237195690868937E-008   0.193873711E-005   0.000000000E+000
   0.58545329001402635E-008   0.116383717E-005   0.000000000E+000
   0.58853462311936333E-008  -0.422222342E-006   0.000000000E+000
   0.59161595622470031E-008  -0.147740366E-005   0.000000000E+000
   0.59469728933003729E-008  -0.108419113E-005   0.000000000E+000
   0.59777862243537427E-008   0.352613711E-006   0.000000000E+000
   0.60085995554071125E-008   0.149066477E-005   0.000000000E+000
   0.60394128864604824E-008   0.131892261E-005   0.000000000E+000
   0.60702262175138522E-008   0.133117055E-007   0.000000000E+000
   0.61010395485672220E-008  -0.133731123E-005   0.000000000E+000
   0.61318528796205918E-008  -0.167841461E-005   0.000000000E+000
   0.61626662106739616E-008  -0.754204223E-006   0.000000000E+000
   0.61934795417273314E-008   0.739719155E-006   0.000000000E+000
   0.62242928727807012E-008   0.162084916E-005   0.000000000E+000
   0.62551062038340710E-008   0.110106362E-005   0.000000000E+000
   0.62859195348874408E-008  -0.462637558E-006   0.000000000E+000
   0.63167328659408106E-008  -0.171669717E-005   0.000000000E+000
   0.63475461969941804E-008  -0.148901574E-005   0.000000000E+000
   0.63783595280475502E-008   0.467077825E-007   0.000000000E+000
   0.64091728591009200E-008   0.148552101E-005   0.000000000E+000
   0.64399861901542899E-008   0.154178713E-005   0.000000000E+000
   0.64707995212076597E-008   0.231640797E-006   0.000000000E+000
   0.65016128522610295E-008  -0.125957456E-005   0.000000000E+000
   0.65324261833143993E-008  -0.171134946E-005   0.000000000E+000
   0.65632395143677691E-008  -0.837637174E-006   0.000000000E+000
   0.65940528454211389E-008   0.609333995E-006   0.000000000E+000
   0.66248661764745087E-008   0.146759066E-005   0.000000000E+000
   0.66556795075278785E-008   0.103851255E-005   0.000000000E+000
   0.66864928385812483E-008  -0.334023184E-006   0.000000000E+000
   0.67173061696346181E-008  -0.147144908E-005   0.000000000E+000
   0.67481195006879879E-008  -0.135953997E-005   0.000000000E+000
   0.67789328317413577E-008  -0.107241021E-006   0.000000000E+000
   0.68097461627947276E-008   0.113829356E-005   0.000000000E+000
   0.68405594938480974E-008   0.130406295E-005   0.000000000E+000
   0.68713728249014672E-008   0.375514219E-006   0.000000000E+000
   0.69021861559548370E-008  -0.733912316E-006   0.000000000E+000
   0.69329994870082068E-008  -0.113677834E-005   0.000000000E+000
   0.69638128180615766E-008  -0.668329335E-006   0.000000000E+000
   0.69946261491149464E-008   0.211517829E-006   0.000000000E+000
   0.70254394801683162E-008   0.896738356E-006   0.000000000E+000
   0.70562528112216860E-008   0.957539328E-006   0.000000000E+000
   0.70870661422750558E-008   0.307528182E-006   0.000000000E+000
   0.71178794733284256E-008  -0.647819832E-006   0.000000000E+000
   0.71486928043817954E-008  -0.114173702E-005   0.000000000E+000
   0.71795061354351652E-008  -0.670887516E-006   0.000000000E+000
   0.72103194664885351E-008   0.413709586E-006   0.000000000E+000
   0.72411327975419049E-008   0.114529325E-005   0.000000000E+000
   0.72719461285952747E-008   0.884394126E-006   0.000000000E+000
   0.73027594596486445E-008  -0.864170033E-007   0.000000000E+000
   0.73335727907020143E-008  -0.927452504E-006   0.000000000E+000
   0.73643861217553841E-008  -0.101584135E-005   0.000000000E+000
   0.73951994528087539E-008  -0.330443072E-006   0.000000000E+000
   0.74260127838621237E-008   0.637158450E-006   0.000000000E+000
   0.74568261149154935E-008   0.116485012E-005   0.000000000E+000
   0.74876394459688633E-008   0.749425965E-006   0.000000000E+000
   0.75184527770222331E-008  -0.380077552E-006   0.000000000E+000
   0.75492661080756029E-008  -0.125849522E-005   0.000000000E+000
   0.75800794391289728E-008  -0.101649925E-005   0.000000000E+000
   0.76108927701823426E-008   0.185376621E-006   0.000000000E+000
   0.76417061012357124E-008   0.122881966E-005   0.000000000E+000
   0.76725194322890822E-008   0.114047077E-005   0.000000000E+000
   0.77033327633424520E-008   0.389554771E-007   0.000000000E+000
   0.77341460943958218E-008  -0.104478704E-005   0.000000000E+000
   0.77649594254491916E-008  -0.117489185E-005   0.000000000E+000
   0.77957727565025614E-008  -0.300646093E-006   0.000000000E+000
   0.78265860875559312E-008   0.796548989E-006   0.000000000E+000
   0.78573994186093010E-008   0.119674678E-005   0.000000000E+000
   0.78882127496626708E-008   0.573666739E-006   0.000000000E+000
   0.79190260807160406E-008  -0.545547664E-006   0.000000000E+000
   0.79498394117694104E-008  -0.119092897E-005   0.000000000E+000
   0.79806527428227803E-008  -0.775705132E-006   0.000000000E+000
   0.80114660738761501E-008   0.339766814E-006   0.000000000E+000
   0.80422794049295199E-008   0.113481076E-005   0.000000000E+000
   0.80730927359828897E-008   0.882721565E-006   0.000000000E+000
   0.81039060670362595E-008  -0.151586391E-006   0.000000000E+000
   0.81347193980896293E-008  -0.990233502E-006   0.000000000E+000
   0.81655327291429991E-008  -0.898612996E-006   0.000000000E+000
   0.81963460601963689E-008  -0.361592924E-007   0.000000000E+000
   0.82271593912497387E-008   0.784304916E-006   0.000000000E+000
   0.82579727223031085E-008   0.877947741E-006   0.000000000E+000
   0.82887860533564783E-008   0.235038840E-006   0.000000000E+000
   0.83195993844098481E-008  -0.561268109E-006   0.000000000E+000
   0.83504127154632179E-008  -0.849818207E-006   0.000000000E+000
   0.83812260465165878E-008  -0.405093544E-006   0.000000000E+000
   0.84120393775699576E-008   0.387145064E-006   0.000000000E+000
   0.84428527086233274E-008   0.827737608E-006   0.000000000E+000
   0.84736660396766972E-008   0.510777284E-006   0.000000000E+000
   0.85044793707300670E-008  -0.267513258E-006   0.000000000E+000
   0.85352927017834368E-008  -0.763650405E-006   0.000000000E+000
   0.85661060328368066E-008  -0.526003873E-006   0.000000000E+000
   0.85969193638901764E-008   0.163006916E-006   0.000000000E+000
   0.86277326949435462E-008   0.629215720E-006   0.000000000E+000
   0.86585460259969160E-008   0.503326874E-006   0.000000000E+000
   0.86893593570502858E-008  -0.103110551E-007   0.000000000E+000
   0.87201726881036556E-008  -0.450903798E-006   0.000000000E+000
   0.87509860191570255E-008  -0.510363350E-006   0.000000000E+000
   0.87817993502103953E-008  -0.173404885E-006   0.000000000E+000
   0.88126126812637651E-008   0.318419097E-006   0.000000000E+000
   0.88434260123171349E-008   0.573229045E-006   0.000000000E+000
   0.88742393433705047E-008   0.320810670E-006   0.000000000E+000
   0.89050526744238745E-008  -0.262631318E-006   0.000000000E+000
   0.89358660054772443E-008  -0.617466128E-006   0.000000000E+000
   0.89666793365306141E-008  -0.366250703E-006   0.000000000E+000
   0.89974926675839839E-008   0.233484087E-006   0.000000000E+000
   0.90283059986373537E-008   0.563653884E-006   0.000000000E+000
   0.90591193296907235E-008   0.341363261E-006   0.000000000E+000
   0.90899326607440933E-008  -0.132761954E-006   0.000000000E+000
   0.91207459917974631E-008  -0.406366155E-006   0.000000000E+000
   0.91515593228508330E-008  -0.335367986E-006   0.000000000E+000
   0.91823726539042028E-008  -0.579913149E-007   0.000000000E+000
   0.92131859849575726E-008   0.247971712E-006   0.000000000E+000
   0.92439993160109424E-008   0.412544921E-006   0.000000000E+000
   0.92748126470643122E-008   0.264190703E-006   0.000000000E+000
   0.93056259781176820E-008  -0.169121307E-006   0.000000000E+000
   0.93364393091710518E-008  -0.515565034E-006   0.000000000E+000
   0.93672526402244216E-008  -0.379458811E-006   0.000000000E+000
   0.93980659712777914E-008   0.153753263E-006   0.000000000E+000
   0.94288793023311612E-008   0.540455972E-006   0.000000000E+000
   0.94596926333845310E-008   0.391923692E-006   0.000000000E+000
   0.94905059644379008E-008  -0.978957644E-007   0.000000000E+000
   0.95213192954912707E-008  -0.434503875E-006   0.000000000E+000
   0.95521326265446405E-008  -0.374824822E-006   0.000000000E+000
   0.95829459575980103E-008  -0.581933080E-007   0.000000000E+000
   0.96137592886513801E-008   0.265194984E-006   0.000000000E+000
   0.96445726197047499E-008   0.417076308E-006   0.000000000E+000
   0.96753859507581197E-008   0.278714992E-006   0.000000000E+000
   0.97061992818114895E-008  -0.130456954E-006   0.000000000E+000
   0.97370126128648593E-008  -0.510934228E-006   0.000000000E+000
   0.97678259439182291E-008  -0.459458334E-006   0.000000000E+000
   0.97986392749715989E-008   0.612913311E-007   0.000000000E+000
   0.98294526060249687E-008   0.569226245E-006   0.000000000E+000
   0.98602659370783385E-008   0.545619400E-006   0.000000000E+000
   0.98910792681317083E-008   0.107617666E-007   0.000000000E+000
   0.99218925991850782E-008  -0.512889869E-006   0.000000000E+000
   0.99527059302384480E-008  -0.565230550E-006   0.000000000E+000
   0.99835192612918178E-008  -0.152439469E-006   0.000000000E+000
   0.10014332592345188E-007   0.360536916E-006   0.000000000E+000
   0.10045145923398557E-007   0.589788897E-006   0.000000000E+000
   0.10075959254451927E-007   0.363533189E-006   0.000000000E+000
   0.10106772585505297E-007  -0.183819822E-006   0.000000000E+000
   0.10137585916558667E-007  -0.638358870E-006   0.000000000E+000
   0.10168399247612037E-007  -0.572378440E-006   0.000000000E+000
   0.10199212578665406E-007   0.341073587E-007   0.000000000E+000
   0.10230025909718776E-007   0.665016330E-006   0.000000000E+000
   0.10260839240772146E-007   0.714411499E-006   0.000000000E+000
   0.10291652571825516E-007   0.106424693E-006   0.000000000E+000
   0.10322465902878886E-007  -0.603961723E-006   0.000000000E+000
   0.10353279233932255E-007  -0.775247656E-006   0.000000000E+000
   0.10384092564985625E-007  -0.276822504E-006   0.000000000E+000
   0.10414905896038995E-007   0.442532212E-006   0.000000000E+000
   0.10445719227092365E-007   0.785430700E-006   0.000000000E+000
   0.10476532558145735E-007   0.484547968E-006   0.000000000E+000
   0.10507345889199105E-007  -0.220848221E-006   0.000000000E+000
   0.10538159220252474E-007  -0.769081225E-006   0.000000000E+000
   0.10568972551305844E-007  -0.694015114E-006   0.000000000E+000
   0.10599785882359214E-007  -0.186827833E-007   0.000000000E+000
   0.10630599213412584E-007   0.705765615E-006   0.000000000E+000
   0.10661412544465954E-007   0.839087534E-006   0.000000000E+000
   0.10692225875519323E-007   0.233385151E-006   0.000000000E+000
   0.10723039206572693E-007  -0.601676788E-006   0.000000000E+000
   0.10753852537626063E-007  -0.943208192E-006   0.000000000E+000
   0.10784665868679433E-007  -0.497333019E-006   0.000000000E+000
   0.10815479199732803E-007   0.352545840E-006   0.000000000E+000
   0.10846292530786172E-007   0.883632083E-006   0.000000000E+000
   0.10877105861839542E-007   0.636598145E-006   0.000000000E+000
   0.10907919192892912E-007  -0.207914354E-006   0.000000000E+000
   0.10938732523946282E-007  -0.963283583E-006   0.000000000E+000
   0.10969545854999652E-007  -0.989791715E-006   0.000000000E+000
   0.11000359186053021E-007  -0.246305774E-006   0.000000000E+000
   0.11031172517106391E-007   0.635286256E-006   0.000000000E+000
   0.11061985848159761E-007   0.873423176E-006   0.000000000E+000
   0.11092799179213131E-007   0.232491118E-006   0.000000000E+000
   0.11123612510266501E-007  -0.745195791E-006   0.000000000E+000
   0.11154425841319870E-007  -0.120498203E-005   0.000000000E+000
   0.11185239172373240E-007  -0.726950930E-006   0.000000000E+000
   0.11216052503426610E-007   0.313742362E-006   0.000000000E+000
   0.11246865834479980E-007   0.107348694E-005   0.000000000E+000
   0.11277679165533350E-007   0.955094947E-006   0.000000000E+000
   0.11308492496586720E-007   0.112702764E-006   0.000000000E+000
   0.11339305827640089E-007  -0.663168237E-006   0.000000000E+000
   0.11370119158693459E-007  -0.601817760E-006   0.000000000E+000
   0.11400932489746829E-007   0.370473117E-006   0.000000000E+000
   0.11431745820800199E-007   0.151921654E-005   0.000000000E+000
   0.11462559151853569E-007   0.190888727E-005   0.000000000E+000
   0.11493372482906938E-007   0.123153745E-005   0.000000000E+000
   0.11524185813960308E-007   0.957011252E-007   0.000000000E+000
   0.11554999145013678E-007  -0.520990909E-006   0.000000000E+000
   0.11585812476067048E-007  -0.155145074E-006   0.000000000E+000
   0.11616625807120418E-007   0.743115663E-006   0.000000000E+000
   0.11647439138173787E-007   0.123245673E-005   0.000000000E+000
   0.11678252469227157E-007   0.704017111E-006   0.000000000E+000
   0.11709065800280527E-007  -0.608787900E-006   0.000000000E+000
   0.11739879131333897E-007  -0.181853829E-005   0.000000000E+000
   0.11770692462387267E-007  -0.209334712E-005   0.000000000E+000
   0.11801505793440636E-007  -0.133598610E-005   0.000000000E+000
   0.11832319124494006E-007  -0.282438123E-006   0.000000000E+000
   0.11863132455547376E-007   0.116224385E-006   0.000000000E+000
   0.11893945786600746E-007  -0.454752126E-006   0.000000000E+000
   0.11924759117654116E-007  -0.136579172E-005   0.000000000E+000
   0.11955572448707485E-007  -0.161304229E-005   0.000000000E+000
   0.11986385779760855E-007  -0.753932568E-006   0.000000000E+000
   0.12017199110814225E-007   0.680159474E-006   0.000000000E+000
   0.12048012441867595E-007   0.166108362E-005   0.000000000E+000
   0.12078825772920965E-007   0.154470683E-005   0.000000000E+000
   0.12109639103974335E-007   0.564164111E-006   0.000000000E+000
   0.12140452435027704E-007  -0.418651439E-006   0.000000000E+000
   0.12171265766081074E-007  -0.626701592E-006   0.000000000E+000
   0.12202079097134444E-007   0.236166784E-007   0.000000000E+000
   0.12232892428187814E-007   0.867310632E-006   0.000000000E+000
   0.12263705759241184E-007   0.104865205E-005   0.000000000E+000
   0.12294519090294553E-007   0.275867819E-006   0.000000000E+000
   0.12325332421347923E-007  -0.878631795E-006   0.000000000E+000
   0.12356145752401293E-007  -0.145102604E-005   0.000000000E+000
   0.12386959083454663E-007  -0.934564639E-006   0.000000000E+000
   0.12417772414508033E-007   0.277152310E-006   0.000000000E+000
   0.12448585745561402E-007   0.124168423E-005   0.000000000E+000
   0.12479399076614772E-007   0.125694510E-005   0.000000000E+000
   0.12510212407668142E-007   0.399591102E-006   0.000000000E+000
   0.12541025738721512E-007  -0.575196680E-006   0.000000000E+000
   0.12571839069774882E-007  -0.843108865E-006   0.000000000E+000
   0.12602652400828251E-007  -0.173604633E-006   0.000000000E+000
   0.12633465731881621E-007   0.850092249E-006   0.000000000E+000
   0.12664279062934991E-007   0.128682200E-005   0.000000000E+000
   0.12695092393988361E-007   0.665519110E-006   0.000000000E+000
   0.12725905725041731E-007  -0.544759700E-006   0.000000000E+000
   0.12756719056095100E-007  -0.132198556E-005   0.000000000E+000
   0.12787532387148470E-007  -0.101139358E-005   0.000000000E+000
   0.12818345718201840E-007   0.101986188E-006   0.000000000E+000
   0.12849159049255210E-007   0.108349525E-005   0.000000000E+000
   0.12879972380308580E-007   0.115841635E-005   0.000000000E+000
   0.12910785711361950E-007   0.302859803E-006   0.000000000E+000
   0.12941599042415319E-007  -0.786235887E-006   0.000000000E+000
   0.12972412373468689E-007  -0.122865822E-005   0.000000000E+000
   0.13003225704522059E-007  -0.635311153E-006   0.000000000E+000
   0.13034039035575429E-007   0.525247856E-006   0.000000000E+000
   0.13064852366628799E-007   0.123093218E-005   0.000000000E+000
   0.13095665697682168E-007   0.782088080E-006   0.000000000E+000
   0.13126479028735538E-007  -0.493510868E-006   0.000000000E+000
   0.13157292359788908E-007  -0.147665787E-005   0.000000000E+000
   0.13188105690842278E-007  -0.129808598E-005   0.000000000E+000
   0.13218919021895648E-007  -0.148110644E-006   0.000000000E+000
   0.13249732352949017E-007   0.951423999E-006   0.000000000E+000
   0.13280545684002387E-007   0.110436804E-005   0.000000000E+000
   0.13311359015055757E-007   0.258114483E-006   0.000000000E+000
   0.13342172346109127E-007  -0.857890655E-006   0.000000000E+000
   0.13372985677162497E-007  -0.133800302E-005   0.000000000E+000
   0.13403799008215866E-007  -0.751711298E-006   0.000000000E+000
   0.13434612339269236E-007   0.513797033E-006   0.000000000E+000
   0.13465425670322606E-007   0.146008165E-005   0.000000000E+000
   0.13496239001375976E-007   0.125140616E-005   0.000000000E+000
   0.13527052332429346E-007   0.207876383E-007   0.000000000E+000
   0.13557865663482715E-007  -0.113742067E-005   0.000000000E+000
   0.13588678994536085E-007  -0.116592855E-005   0.000000000E+000
   0.13619492325589455E-007  -0.804159299E-007   0.000000000E+000
   0.13650305656642825E-007   0.106803213E-005   0.000000000E+000
   0.13681118987696195E-007   0.124599342E-005   0.000000000E+000
   0.13711932318749565E-007   0.363289303E-006   0.000000000E+000
   0.13742745649802934E-007  -0.781859342E-006   0.000000000E+000
   0.13773558980856304E-007  -0.127018643E-005   0.000000000E+000
   0.13804372311909674E-007  -0.748041202E-006   0.000000000E+000
   0.13835185642963044E-007   0.381397740E-006   0.000000000E+000
   0.13865998974016414E-007   0.123450184E-005   0.000000000E+000
   0.13896812305069783E-007   0.106626817E-005   0.000000000E+000
   0.13927625636123153E-007  -0.672124543E-007   0.000000000E+000
   0.13958438967176523E-007  -0.120611992E-005   0.000000000E+000
   0.13989252298229893E-007  -0.127957969E-005   0.000000000E+000
   0.14020065629283263E-007  -0.164778726E-006   0.000000000E+000
   0.14050878960336632E-007   0.112696262E-005   0.000000000E+000
   0.14081692291390002E-007   0.142634553E-005   0.000000000E+000
   0.14112505622443372E-007   0.519317325E-006   0.000000000E+000
   0.14143318953496742E-007  -0.747811612E-006   0.000000000E+000
   0.14174132284550112E-007  -0.133233402E-005   0.000000000E+000
   0.14204945615603481E-007  -0.850894878E-006   0.000000000E+000
   0.14235758946656851E-007   0.255381394E-006   0.000000000E+000
   0.14266572277710221E-007   0.113050544E-005   0.000000000E+000
   0.14297385608763591E-007   0.109424275E-005   0.000000000E+000
   0.14328198939816961E-007   0.140766701E-006   0.000000000E+000
   0.14359012270870330E-007  -0.962138415E-006   0.000000000E+000
   0.14389825601923700E-007  -0.123707412E-005   0.000000000E+000
   0.14420638932977070E-007  -0.403682009E-006   0.000000000E+000
   0.14451452264030440E-007   0.776182162E-006   0.000000000E+000
   0.14482265595083810E-007   0.120518121E-005   0.000000000E+000
   0.14513078926137180E-007   0.529309830E-006   0.000000000E+000
   0.14543892257190549E-007  -0.562066532E-006   0.000000000E+000
   0.14574705588243919E-007  -0.107598714E-005   0.000000000E+000
   0.14605518919297289E-007  -0.633422701E-006   0.000000000E+000
   0.14636332250350659E-007   0.313130784E-006   0.000000000E+000
   0.14667145581404029E-007   0.965652589E-006   0.000000000E+000
   0.14697958912457398E-007   0.806128583E-006   0.000000000E+000
   0.14728772243510768E-007  -0.535453069E-007   0.000000000E+000
   0.14759585574564138E-007  -0.927933627E-006   0.000000000E+000
   0.14790398905617508E-007  -0.104234516E-005   0.000000000E+000
   0.14821212236670878E-007  -0.212734733E-006   0.000000000E+000
   0.14852025567724247E-007   0.878907542E-006   0.000000000E+000
   0.14882838898777617E-007   0.123638017E-005   0.000000000E+000
   0.14913652229830987E-007   0.499166561E-006   0.000000000E+000
   0.14944465560884357E-007  -0.686464261E-006   0.000000000E+000
   0.14975278891937727E-007  -0.128270813E-005   0.000000000E+000
