t              AirBox.fdtd_Point probe B_Ey_50_50_13.dat       incid
   0.13619492325589455E-007  -0.130002263E-006   0.000000000E+000
   0.13650305656642825E-007  -0.525554583E-006   0.000000000E+000
   0.13681118987696195E-007  -0.213014886E-006   0.000000000E+000
   0.13711932318749565E-007  -0.504098580E-006   0.000000000E+000
   0.13742745649802934E-007  -0.764525907E-006   0.000000000E+000
   0.13773558980856304E-007   0.277732397E-006   0.000000000E+000
   0.13804372311909674E-007   0.169662883E-005   0.000000000E+000
   0.13835185642963044E-007   0.118263119E-005   0.000000000E+000
   0.13865998974016414E-007  -0.124965459E-005   0.000000000E+000
   0.13896812305069783E-007  -0.244844591E-005   0.000000000E+000
   0.13927625636123153E-007  -0.422818630E-006   0.000000000E+000
   0.13958438967176523E-007   0.226974134E-005   0.000000000E+000
   0.13989252298229893E-007   0.192497487E-005   0.000000000E+000
   0.14020065629283263E-007  -0.823185019E-006   0.000000000E+000
   0.14050878960336632E-007  -0.210486678E-005   0.000000000E+000
   0.14081692291390002E-007  -0.607202992E-006   0.000000000E+000
   0.14112505622443372E-007   0.111591169E-005   0.000000000E+000
   0.14143318953496742E-007   0.962299396E-006   0.000000000E+000
   0.14174132284550112E-007  -0.110493033E-006   0.000000000E+000
   0.14204945615603481E-007  -0.353068657E-006   0.000000000E+000
   0.14235758946656851E-007   0.508031803E-007   0.000000000E+000
   0.14266572277710221E-007  -0.176084654E-006   0.000000000E+000
   0.14297385608763591E-007  -0.783676512E-006   0.000000000E+000
   0.14328198939816961E-007  -0.190750825E-006   0.000000000E+000
   0.14359012270870330E-007   0.133765161E-005   0.000000000E+000
   0.14389825601923700E-007   0.125737176E-005   0.000000000E+000
   0.14420638932977070E-007  -0.967204528E-006   0.000000000E+000
   0.14451452264030440E-007  -0.210775829E-005   0.000000000E+000
   0.14482265595083810E-007  -0.166204245E-006   0.000000000E+000
   0.14513078926137180E-007   0.202548426E-005   0.000000000E+000
   0.14543892257190549E-007   0.124199221E-005   0.000000000E+000
   0.14574705588243919E-007  -0.109714472E-005   0.000000000E+000
   0.14605518919297289E-007  -0.156900410E-005   0.000000000E+000
   0.14636332250350659E-007   0.212276063E-007   0.000000000E+000
   0.14667145581404029E-007   0.110430653E-005   0.000000000E+000
   0.14697958912457398E-007   0.504159004E-006   0.000000000E+000
   0.14728772243510768E-007  -0.406126787E-006   0.000000000E+000
   0.14759585574564138E-007  -0.304443716E-006   0.000000000E+000
   0.14790398905617508E-007   0.161627355E-006   0.000000000E+000
   0.14821212236670878E-007  -0.144412780E-006   0.000000000E+000
   0.14852025567724247E-007  -0.579611196E-006   0.000000000E+000
   0.14882838898777617E-007   0.156310477E-006   0.000000000E+000
   0.14913652229830987E-007   0.118057892E-005   0.000000000E+000
   0.14944465560884357E-007   0.497987571E-006   0.000000000E+000
   0.14975278891937727E-007  -0.123679149E-005   0.000000000E+000
   0.15006092222991096E-007  -0.133107699E-005   0.000000000E+000
   0.15036905554044466E-007   0.490808361E-006   0.000000000E+000
   0.15067718885097836E-007   0.159401134E-005   0.000000000E+000
   0.15098532216151206E-007   0.573769739E-006   0.000000000E+000
   0.15129345547204576E-007  -0.100098146E-005   0.000000000E+000
   0.15160158878257946E-007  -0.118159960E-005   0.000000000E+000
   0.15190972209311315E-007   0.494014785E-008   0.000000000E+000
   0.15221785540364685E-007   0.981908670E-006   0.000000000E+000
   0.15252598871418055E-007   0.630188424E-006   0.000000000E+000
   0.15283412202471425E-007  -0.331805950E-006   0.000000000E+000
   0.15314225533524795E-007  -0.502776174E-006   0.000000000E+000
   0.15345038864578164E-007  -0.489434910E-007   0.000000000E+000
   0.15375852195631534E-007  -0.878633273E-007   0.000000000E+000
   0.15406665526684904E-007  -0.269748625E-006   0.000000000E+000
   0.15437478857738274E-007   0.406084951E-006   0.000000000E+000
   0.15468292188791644E-007   0.100768216E-005   0.000000000E+000
   0.15499105519845013E-007   0.457102942E-007   0.000000000E+000
   0.15529918850898383E-007  -0.137184293E-005   0.000000000E+000
   0.15560732181951753E-007  -0.989007731E-006   0.000000000E+000
   0.15591545513005123E-007   0.810364099E-006   0.000000000E+000
   0.15622358844058493E-007   0.155031580E-005   0.000000000E+000
   0.15653172175111862E-007   0.354642339E-006   0.000000000E+000
   0.15683985506165232E-007  -0.111768338E-005   0.000000000E+000
   0.15714798837218602E-007  -0.113977137E-005   0.000000000E+000
   0.15745612168271972E-007   0.464009418E-007   0.000000000E+000
   0.15776425499325342E-007   0.880609264E-006   0.000000000E+000
   0.15807238830378711E-007   0.628080443E-006   0.000000000E+000
   0.15838052161432081E-007   0.371360329E-007   0.000000000E+000
   0.15868865492485451E-007  -0.263020439E-006   0.000000000E+000
   0.15899678823538821E-007  -0.554317126E-006   0.000000000E+000
   0.15930492154592191E-007  -0.685041130E-006   0.000000000E+000
   0.15961305485645561E-007   0.736029051E-007   0.000000000E+000
   0.15992118816698930E-007   0.114335194E-005   0.000000000E+000
   0.16022932147752300E-007   0.905296190E-006   0.000000000E+000
   0.16053745478805670E-007  -0.567433801E-006   0.000000000E+000
   0.16084558809859040E-007  -0.134434845E-005   0.000000000E+000
   0.16115372140912410E-007  -0.514812882E-006   0.000000000E+000
   0.16146185471965779E-007   0.769318149E-006   0.000000000E+000
   0.16176998803019149E-007   0.110858787E-005   0.000000000E+000
   0.16207812134072519E-007   0.293720575E-006   0.000000000E+000
   0.16238625465125889E-007  -0.767568338E-006   0.000000000E+000
   0.16269438796179259E-007  -0.921410560E-006   0.000000000E+000
   0.16300252127232628E-007  -0.525683959E-007   0.000000000E+000
   0.16331065458285998E-007   0.698613803E-006   0.000000000E+000
   0.16361878789339368E-007   0.550671700E-006   0.000000000E+000
   0.16392692120392738E-007  -0.247757725E-008   0.000000000E+000
   0.16423505451446108E-007  -0.351548522E-006   0.000000000E+000
   0.16454318782499477E-007  -0.474194167E-006   0.000000000E+000
   0.16485132113552847E-007  -0.253318404E-006   0.000000000E+000
   0.16515945444606217E-007   0.369571836E-006   0.000000000E+000
   0.16546758775659587E-007   0.686615692E-006   0.000000000E+000
   0.16577572106712957E-007   0.127292651E-006   0.000000000E+000
   0.16608385437766326E-007  -0.609348319E-006   0.000000000E+000
   0.16639198768819696E-007  -0.547314187E-006   0.000000000E+000
   0.16670012099873066E-007   0.136436256E-006   0.000000000E+000
   0.16700825430926436E-007   0.562986031E-006   0.000000000E+000
   0.16731638761979806E-007   0.339125506E-006   0.000000000E+000
   0.16762452093033176E-007  -0.206794311E-006   0.000000000E+000
   0.16793265424086545E-007  -0.482464657E-006   0.000000000E+000
   0.16824078755139915E-007  -0.210738790E-006   0.000000000E+000
   0.16854892086193285E-007   0.252179120E-006   0.000000000E+000
   0.16885705417246655E-007   0.368454323E-006   0.000000000E+000
   0.16916518748300025E-007   0.104150160E-006   0.000000000E+000
   0.16947332079353394E-007  -0.180070288E-006   0.000000000E+000
   0.16978145410406764E-007  -0.259073545E-006   0.000000000E+000
   0.17008958741460134E-007  -0.139944831E-006   0.000000000E+000
   0.17039772072513504E-007   0.774662681E-007   0.000000000E+000
   0.17070585403566874E-007   0.252388901E-006   0.000000000E+000
   0.17101398734620243E-007   0.260361389E-006   0.000000000E+000
   0.17132212065673613E-007   0.101139221E-007   0.000000000E+000
   0.17163025396726983E-007  -0.404241860E-006   0.000000000E+000
   0.17193838727780353E-007  -0.462448639E-006   0.000000000E+000
   0.17224652058833723E-007   0.175262556E-006   0.000000000E+000
   0.17255465389887092E-007   0.719124841E-006   0.000000000E+000
   0.17286278720940462E-007   0.217425850E-006   0.000000000E+000
   0.17317092051993832E-007  -0.587443765E-006   0.000000000E+000
   0.17347905383047202E-007  -0.347677712E-006   0.000000000E+000
   0.17378718714100572E-007   0.325487747E-006   0.000000000E+000
   0.17409532045153941E-007   0.430102318E-007   0.000000000E+000
   0.17440345376207311E-007  -0.414349302E-006   0.000000000E+000
   0.17471158707260681E-007   0.343163322E-006   0.000000000E+000
   0.17501972038314051E-007   0.100470936E-005   0.000000000E+000
   0.17532785369367421E-007  -0.237112658E-006   0.000000000E+000
   0.17563598700420791E-007  -0.163092557E-005   0.000000000E+000
   0.17594412031474160E-007  -0.492020945E-006   0.000000000E+000
   0.17625225362527530E-007   0.163009622E-005   0.000000000E+000
   0.17656038693580900E-007   0.126286784E-005   0.000000000E+000
   0.17686852024634270E-007  -0.900705459E-006   0.000000000E+000
   0.17717665355687640E-007  -0.132059415E-005   0.000000000E+000
   0.17748478686741009E-007   0.146575871E-006   0.000000000E+000
   0.17779292017794379E-007   0.602505679E-006   0.000000000E+000
   0.17810105348847749E-007  -0.186450848E-006   0.000000000E+000
   0.17840918679901119E-007   0.829699331E-007   0.000000000E+000
   0.17871732010954489E-007   0.101671458E-005   0.000000000E+000
   0.17902545342007858E-007   0.115140267E-006   0.000000000E+000
   0.17933358673061228E-007  -0.171233114E-005   0.000000000E+000
   0.17964172004114598E-007  -0.109860821E-005   0.000000000E+000
   0.17994985335167968E-007   0.140463840E-005   0.000000000E+000
   0.18025798666221338E-007   0.183901898E-005   0.000000000E+000
   0.18056611997274707E-007  -0.283963118E-006   0.000000000E+000
   0.18087425328328077E-007  -0.147790468E-005   0.000000000E+000
   0.18118238659381447E-007  -0.544637032E-006   0.000000000E+000
   0.18149051990434817E-007   0.306398817E-006   0.000000000E+000
   0.18179865321488187E-007   0.262678498E-006   0.000000000E+000
   0.18210678652541556E-007   0.525852727E-006   0.000000000E+000
   0.18241491983594926E-007   0.758028364E-006   0.000000000E+000
   0.18272305314648296E-007  -0.262338403E-006   0.000000000E+000
   0.18303118645701666E-007  -0.137329778E-005   0.000000000E+000
   0.18333931976755036E-007  -0.652635038E-006   0.000000000E+000
   0.18364745307808406E-007   0.934370121E-006   0.000000000E+000
   0.18395558638861775E-007   0.111650434E-005   0.000000000E+000
   0.18426371969915145E-007   0.449127810E-007   0.000000000E+000
   0.18457185300968515E-007  -0.592044046E-006   0.000000000E+000
   0.18487998632021885E-007  -0.515878526E-006   0.000000000E+000
   0.18518811963075255E-007  -0.363269919E-006   0.000000000E+000
   0.18549625294128624E-007   0.475754121E-007   0.000000000E+000
   0.18580438625181994E-007   0.785252723E-006   0.000000000E+000
   0.18611251956235364E-007   0.793051868E-006   0.000000000E+000
   0.18642065287288734E-007  -0.336998141E-006   0.000000000E+000
   0.18672878618342104E-007  -0.113843726E-005   0.000000000E+000
   0.18703691949395473E-007  -0.434095568E-006   0.000000000E+000
   0.18734505280448843E-007   0.729849376E-006   0.000000000E+000
   0.18765318611502213E-007   0.778321578E-006   0.000000000E+000
   0.18796131942555583E-007  -0.631809485E-007   0.000000000E+000
   0.18826945273608953E-007  -0.504938328E-006   0.000000000E+000
   0.18857758604662322E-007  -0.231102717E-006   0.000000000E+000
   0.18888571935715692E-007   0.559673197E-007   0.000000000E+000
   0.18919385266769062E-007   0.162548481E-007   0.000000000E+000
   0.18950198597822432E-007   0.428016058E-007   0.000000000E+000
   0.18981011928875802E-007   0.329144598E-006   0.000000000E+000
   0.19011825259929171E-007   0.320427972E-006   0.000000000E+000
   0.19042638590982541E-007  -0.358025460E-006   0.000000000E+000
   0.19073451922035911E-007  -0.828077305E-006   0.000000000E+000
   0.19104265253089281E-007  -0.480622475E-007   0.000000000E+000
   0.19135078584142651E-007   0.107938479E-005   0.000000000E+000
   0.19165891915196021E-007   0.651304788E-006   0.000000000E+000
   0.19196705246249390E-007  -0.901723126E-006   0.000000000E+000
   0.19227518577302760E-007  -0.108860650E-005   0.000000000E+000
   0.19258331908356130E-007   0.432296929E-006   0.000000000E+000
   0.19289145239409500E-007   0.113489182E-005   0.000000000E+000
   0.19319958570462870E-007   0.105217168E-007   0.000000000E+000
   0.19350771901516239E-007  -0.845690124E-006   0.000000000E+000
   0.19381585232569609E-007  -0.156781368E-006   0.000000000E+000
   0.19412398563622979E-007   0.525621431E-006   0.000000000E+000
   0.19443211894676349E-007   0.117530590E-007   0.000000000E+000
   0.19474025225729719E-007  -0.486021406E-006   0.000000000E+000
   0.19504838556783088E-007   0.115232353E-006   0.000000000E+000
   0.19535651887836458E-007   0.739778727E-006   0.000000000E+000
   0.19566465218889828E-007   0.117048728E-006   0.000000000E+000
   0.19597278549943198E-007  -0.929891542E-006   0.000000000E+000
   0.19628091880996568E-007  -0.691568971E-006   0.000000000E+000
   0.19658905212049937E-007   0.673265163E-006   0.000000000E+000
   0.19689718543103307E-007   0.117105219E-005   0.000000000E+000
   0.19720531874156677E-007  -0.111683676E-007   0.000000000E+000
   0.19751345205210047E-007  -0.112051794E-005   0.000000000E+000
   0.19782158536263417E-007  -0.554088558E-006   0.000000000E+000
   0.19812971867316787E-007   0.612327256E-006   0.000000000E+000
   0.19843785198370156E-007   0.577411356E-006   0.000000000E+000
   0.19874598529423526E-007  -0.193987603E-006   0.000000000E+000
   0.19905411860476896E-007  -0.182893473E-006   0.000000000E+000
   0.19936225191530266E-007   0.294741540E-006   0.000000000E+000
   0.19967038522583636E-007  -0.462446792E-007   0.000000000E+000
   0.19997851853637005E-007  -0.723501557E-006   0.000000000E+000
   0.20028665184690375E-007  -0.266541434E-006   0.000000000E+000
   0.20059478515743745E-007   0.882989980E-006   0.000000000E+000
   0.20090291846797115E-007   0.849920525E-006   0.000000000E+000
   0.20121105177850485E-007  -0.463743049E-006   0.000000000E+000
   0.20151918508903854E-007  -0.109181906E-005   0.000000000E+000
   0.20182731839957224E-007  -0.187670537E-006   0.000000000E+000
   0.20213545171010594E-007   0.751091932E-006   0.000000000E+000
   0.20244358502063964E-007   0.474470312E-006   0.000000000E+000
   0.20275171833117334E-007  -0.223652023E-006   0.000000000E+000
   0.20305985164170703E-007  -0.234766119E-006   0.000000000E+000
   0.20336798495224073E-007   0.695109605E-007   0.000000000E+000
   0.20367611826277443E-007  -0.915861733E-007   0.000000000E+000
   0.20398425157330813E-007  -0.366173339E-006   0.000000000E+000
   0.20429238488384183E-007  -0.371767328E-008   0.000000000E+000
   0.20460051819437552E-007   0.649262176E-006   0.000000000E+000
   0.20490865150490922E-007   0.517395449E-006   0.000000000E+000
   0.20521678481544292E-007  -0.468856172E-006   0.000000000E+000
   0.20552491812597662E-007  -0.962318836E-006   0.000000000E+000
   0.20583305143651032E-007  -0.101296109E-006   0.000000000E+000
   0.20614118474704402E-007   0.936983611E-006   0.000000000E+000
   0.20644931805757771E-007   0.579499670E-006   0.000000000E+000
   0.20675745136811141E-007  -0.547421791E-006   0.000000000E+000
   0.20706558467864511E-007  -0.627275142E-006   0.000000000E+000
   0.20737371798917881E-007   0.233582000E-006   0.000000000E+000
   0.20768185129971251E-007   0.391359492E-006   0.000000000E+000
   0.20798998461024620E-007  -0.244271689E-006   0.000000000E+000
   0.20829811792077990E-007  -0.270303559E-006   0.000000000E+000
   0.20860625123131360E-007   0.390949452E-006   0.000000000E+000
   0.20891438454184730E-007   0.436475091E-006   0.000000000E+000
   0.20922251785238100E-007  -0.316964815E-006   0.000000000E+000
   0.20953065116291469E-007  -0.667269433E-006   0.000000000E+000
   0.20983878447344839E-007  -0.711324901E-007   0.000000000E+000
   0.21014691778398209E-007   0.642905661E-006   0.000000000E+000
   0.21045505109451579E-007   0.517935632E-006   0.000000000E+000
   0.21076318440504949E-007  -0.311373867E-006   0.000000000E+000
   0.21107131771558318E-007  -0.720473338E-006   0.000000000E+000
   0.21137945102611688E-007  -0.848430091E-007   0.000000000E+000
   0.21168758433665058E-007   0.635623962E-006   0.000000000E+000
   0.21199571764718428E-007   0.301990440E-006   0.000000000E+000
   0.21230385095771798E-007  -0.453628047E-006   0.000000000E+000
   0.21261198426825167E-007  -0.323722219E-006   0.000000000E+000
   0.21292011757878537E-007   0.344503718E-006   0.000000000E+000
   0.21322825088931907E-007   0.302424013E-006   0.000000000E+000
   0.21353638419985277E-007  -0.297414914E-006   0.000000000E+000
   0.21384451751038647E-007  -0.344460062E-006   0.000000000E+000
   0.21415265082092017E-007   0.203395672E-006   0.000000000E+000
   0.21446078413145386E-007   0.418733634E-006   0.000000000E+000
   0.21476891744198756E-007  -0.899947850E-008   0.000000000E+000
   0.21507705075252126E-007  -0.434032216E-006   0.000000000E+000
   0.21538518406305496E-007  -0.239768013E-006   0.000000000E+000
   0.21569331737358866E-007   0.341079755E-006   0.000000000E+000
   0.21600145068412235E-007   0.461590957E-006   0.000000000E+000
   0.21630958399465605E-007  -0.144177079E-006   0.000000000E+000
   0.21661771730518975E-007  -0.583369797E-006   0.000000000E+000
   0.21692585061572345E-007  -0.115096896E-006   0.000000000E+000
   0.21723398392625715E-007   0.552232905E-006   0.000000000E+000
   0.21754211723679084E-007   0.355122552E-006   0.000000000E+000
   0.21785025054732454E-007  -0.367795337E-006   0.000000000E+000
   0.21815838385785824E-007  -0.473495845E-006   0.000000000E+000
   0.21846651716839194E-007   0.125688018E-006   0.000000000E+000
   0.21877465047892564E-007   0.439696237E-006   0.000000000E+000
   0.21908278378945933E-007   0.382464123E-007   0.000000000E+000
   0.21939091709999303E-007  -0.352192018E-006   0.000000000E+000
   0.21969905041052673E-007  -0.874032366E-007   0.000000000E+000
   0.22000718372106043E-007   0.345657185E-006   0.000000000E+000
   0.22031531703159413E-007   0.142653661E-006   0.000000000E+000
   0.22062345034212782E-007  -0.411902249E-006   0.000000000E+000
   0.22093158365266152E-007  -0.332580839E-006   0.000000000E+000
   0.22123971696319522E-007   0.377388631E-006   0.000000000E+000
   0.22154785027372892E-007   0.598893052E-006   0.000000000E+000
   0.22185598358426262E-007  -0.105330230E-006   0.000000000E+000
   0.22216411689479632E-007  -0.712918791E-006   0.000000000E+000
   0.22247225020533001E-007  -0.298364057E-006   0.000000000E+000
   0.22278038351586371E-007   0.533642151E-006   0.000000000E+000
   0.22308851682639741E-007   0.561049148E-006   0.000000000E+000
   0.22339665013693111E-007  -0.197160432E-006   0.000000000E+000
   0.22370478344746481E-007  -0.538604183E-006   0.000000000E+000
   0.22401291675799850E-007  -0.115686021E-007   0.000000000E+000
   0.22432105006853220E-007   0.386610822E-006   0.000000000E+000
   0.22462918337906590E-007  -0.146351624E-007   0.000000000E+000
   0.22493731668959960E-007  -0.372958851E-006   0.000000000E+000
   0.22524545000013330E-007   0.794007633E-007   0.000000000E+000
   0.22555358331066699E-007   0.546632293E-006   0.000000000E+000
   0.22586171662120069E-007   0.789292187E-007   0.000000000E+000
   0.22616984993173439E-007  -0.658768158E-006   0.000000000E+000
   0.22647798324226809E-007  -0.450728237E-006   0.000000000E+000
   0.22678611655280179E-007   0.456837142E-006   0.000000000E+000
   0.22709424986333548E-007   0.737291771E-006   0.000000000E+000
   0.22740238317386918E-007  -0.407635525E-008   0.000000000E+000
   0.22771051648440288E-007  -0.685181647E-006   0.000000000E+000
   0.22801864979493658E-007  -0.360437951E-006   0.000000000E+000
   0.22832678310547028E-007   0.389406551E-006   0.000000000E+000
   0.22863491641600397E-007   0.399571888E-006   0.000000000E+000
   0.22894304972653767E-007  -0.187720445E-006   0.000000000E+000
   0.22925118303707137E-007  -0.245037683E-006   0.000000000E+000
   0.22955931634760507E-007   0.263373551E-006   0.000000000E+000
   0.22986744965813877E-007   0.233179975E-006   0.000000000E+000
   0.23017558296867247E-007  -0.421028602E-006   0.000000000E+000
   0.23048371627920616E-007  -0.487047259E-006   0.000000000E+000
   0.23079184958973986E-007   0.323248059E-006   0.000000000E+000
   0.23109998290027356E-007   0.753392612E-006   0.000000000E+000
   0.23140811621080726E-007   0.908068500E-007   0.000000000E+000
   0.23171624952134096E-007  -0.697585904E-006   0.000000000E+000
   0.23202438283187465E-007  -0.505062417E-006   0.000000000E+000
   0.23233251614240835E-007   0.317037063E-006   0.000000000E+000
   0.23264064945294205E-007   0.586314627E-006   0.000000000E+000
   0.23294878276347575E-007   0.379014296E-007   0.000000000E+000
   0.23325691607400945E-007  -0.372808955E-006   0.000000000E+000
   0.23356504938454314E-007  -0.691880757E-007   0.000000000E+000
   0.23387318269507684E-007   0.223143672E-006   0.000000000E+000
   0.23418131600561054E-007  -0.115093513E-006   0.000000000E+000
   0.23448944931614424E-007  -0.371082820E-006   0.000000000E+000
   0.23479758262667794E-007   0.140905570E-006   0.000000000E+000
   0.23510571593721163E-007   0.633555885E-006   0.000000000E+000
   0.23541384924774533E-007   0.166841147E-006   0.000000000E+000
   0.23572198255827903E-007  -0.629275405E-006   0.000000000E+000
   0.23603011586881273E-007  -0.555717747E-006   0.000000000E+000
   0.23633824917934643E-007   0.253597705E-006   0.000000000E+000
   0.23664638248988012E-007   0.645710259E-006   0.000000000E+000
   0.23695451580041382E-007   0.180261281E-006   0.000000000E+000
   0.23726264911094752E-007  -0.386406555E-006   0.000000000E+000
   0.23757078242148122E-007  -0.305123791E-006   0.000000000E+000
   0.23787891573201492E-007   0.115894238E-006   0.000000000E+000
   0.23818704904254862E-007   0.130698695E-006   0.000000000E+000
   0.23849518235308231E-007  -0.143146266E-006   0.000000000E+000
   0.23880331566361601E-007  -0.764715935E-008   0.000000000E+000
   0.23911144897414971E-007   0.377649826E-006   0.000000000E+000
   0.23941958228468341E-007   0.183846453E-006   0.000000000E+000
   0.23972771559521711E-007  -0.451917629E-006   0.000000000E+000
   0.24003584890575080E-007  -0.497506733E-006   0.000000000E+000
   0.24034398221628450E-007   0.184046769E-006   0.000000000E+000
   0.24065211552681820E-007   0.586644319E-006   0.000000000E+000
   0.24096024883735190E-007   0.201257166E-006   0.000000000E+000
   0.24126838214788560E-007  -0.335897283E-006   0.000000000E+000
   0.24157651545841929E-007  -0.347001475E-006   0.000000000E+000
   0.24188464876895299E-007   0.158927378E-007   0.000000000E+000
   0.24219278207948669E-007   0.190498412E-006   0.000000000E+000
   0.24250091539002039E-007   0.498332327E-007   0.000000000E+000
   0.24280904870055409E-007  -0.148697907E-007   0.000000000E+000
   0.24311718201108778E-007   0.137783530E-006   0.000000000E+000
   0.24342531532162148E-007   0.909087845E-007   0.000000000E+000
   0.24373344863215518E-007  -0.275752768E-006   0.000000000E+000
   0.24404158194268888E-007  -0.351091046E-006   0.000000000E+000
   0.24434971525322258E-007   0.139140241E-006   0.000000000E+000
   0.24465784856375627E-007   0.487645138E-006   0.000000000E+000
   0.24496598187428997E-007   0.157976388E-006   0.000000000E+000
   0.24527411518482367E-007  -0.326479778E-006   0.000000000E+000
   0.24558224849535737E-007  -0.310956892E-006   0.000000000E+000
   0.24589038180589107E-007   0.308622532E-007   0.000000000E+000
   0.24619851511642477E-007   0.191905272E-006   0.000000000E+000
   0.24650664842695846E-007   0.100214685E-006   0.000000000E+000
   0.24681478173749216E-007   0.110741212E-007   0.000000000E+000
   0.24712291504802586E-007   0.236782682E-007   0.000000000E+000
   0.24743104835855956E-007  -0.233940654E-007   0.000000000E+000
   0.24773918166909326E-007  -0.191826970E-006   0.000000000E+000
   0.24804731497962695E-007  -0.191181741E-006   0.000000000E+000
   0.24835544829016065E-007   0.153532270E-006   0.000000000E+000
   0.24866358160069435E-007   0.395666177E-006   0.000000000E+000
   0.24897171491122805E-007   0.889031639E-007   0.000000000E+000
   0.24927984822176175E-007  -0.358289299E-006   0.000000000E+000
   0.24958798153229544E-007  -0.286877707E-006   0.000000000E+000
   0.24989611484282914E-007   0.122409432E-006   0.000000000E+000
   0.25020424815336284E-007   0.244765346E-006   0.000000000E+000
   0.25051238146389654E-007   0.532176045E-007   0.000000000E+000
   0.25082051477443024E-007  -0.496097528E-007   0.000000000E+000
   0.25112864808496393E-007  -0.294533820E-008   0.000000000E+000
   0.25143678139549763E-007  -0.339509683E-007   0.000000000E+000
   0.25174491470603133E-007  -0.148584974E-006   0.000000000E+000
   0.25205304801656503E-007  -0.113076965E-006   0.000000000E+000
   0.25236118132709873E-007   0.146284378E-006   0.000000000E+000
   0.25266931463763243E-007   0.320165640E-006   0.000000000E+000
   0.25297744794816612E-007   0.790768411E-007   0.000000000E+000
   0.25328558125869982E-007  -0.331602990E-006   0.000000000E+000
   0.25359371456923352E-007  -0.316363895E-006   0.000000000E+000
   0.25390184787976722E-007   0.120451944E-006   0.000000000E+000
   0.25420998119030092E-007   0.329653631E-006   0.000000000E+000
   0.25451811450083461E-007   0.829468263E-007   0.000000000E+000
   0.25482624781136831E-007  -0.141448410E-006   0.000000000E+000
   0.25513438112190201E-007  -0.746773310E-007   0.000000000E+000
   0.25544251443243571E-007   0.641449560E-009   0.000000000E+000
   0.25575064774296941E-007  -0.731653742E-007   0.000000000E+000
   0.25605878105350310E-007  -0.696939324E-007   0.000000000E+000
   0.25636691436403680E-007   0.115228950E-006   0.000000000E+000
   0.25667504767457050E-007   0.232697744E-006   0.000000000E+000
   0.25698318098510420E-007   0.563483837E-007   0.000000000E+000
   0.25729131429563790E-007  -0.249816594E-006   0.000000000E+000
   0.25759944760617159E-007  -0.276582284E-006   0.000000000E+000
   0.25790758091670529E-007   0.629241868E-007   0.000000000E+000
   0.25821571422723899E-007   0.317825140E-006   0.000000000E+000
   0.25852384753777269E-007   0.140444968E-006   0.000000000E+000
   0.25883198084830639E-007  -0.162376551E-006   0.000000000E+000
   0.25914011415884008E-007  -0.161957587E-006   0.000000000E+000
   0.25944824746937378E-007   0.102846087E-007   0.000000000E+000
   0.25975638077990748E-007   0.300814271E-007   0.000000000E+000
   0.26006451409044118E-007  -0.224325234E-007   0.000000000E+000
   0.26037264740097488E-007   0.563738851E-007   0.000000000E+000
   0.26068078071150858E-007   0.138605117E-006   0.000000000E+000
   0.26098891402204227E-007   0.230774759E-007   0.000000000E+000
   0.26129704733257597E-007  -0.170944162E-006   0.000000000E+000
   0.26160518064310967E-007  -0.173338989E-006   0.000000000E+000
   0.26191331395364337E-007   0.443268533E-007   0.000000000E+000
   0.26222144726417707E-007   0.217787644E-006   0.000000000E+000
   0.26252958057471076E-007   0.123606753E-006   0.000000000E+000
   0.26283771388524446E-007  -0.109232971E-006   0.000000000E+000
   0.26314584719577816E-007  -0.169632585E-006   0.000000000E+000
   0.26345398050631186E-007  -0.241568756E-007   0.000000000E+000
   0.26376211381684556E-007   0.759143859E-007   0.000000000E+000
   0.26407024712737925E-007   0.415773691E-007   0.000000000E+000
   0.26437838043791295E-007   0.253742893E-007   0.000000000E+000
   0.26468651374844665E-007   0.540641025E-007   0.000000000E+000
   0.26499464705898035E-007  -0.961939151E-008   0.000000000E+000
   0.26530278036951405E-007  -0.129243915E-006   0.000000000E+000
   0.26561091368004774E-007  -0.100338141E-006   0.000000000E+000
   0.26591904699058144E-007   0.816423977E-007   0.000000000E+000
   0.26622718030111514E-007   0.173000927E-006   0.000000000E+000
   0.26653531361164884E-007   0.484192952E-007   0.000000000E+000
   0.26684344692218254E-007  -0.119927051E-006   0.000000000E+000
   0.26715158023271623E-007  -0.125963467E-006   0.000000000E+000
   0.26745971354324993E-007  -0.274692979E-008   0.000000000E+000
   0.26776784685378363E-007   0.788286698E-007   0.000000000E+000
   0.26807598016431733E-007   0.637609929E-007   0.000000000E+000
   0.26838411347485103E-007   0.237811975E-007   0.000000000E+000
   0.26869224678538473E-007  -0.600947914E-008   0.000000000E+000
   0.26900038009591842E-007  -0.494959806E-007   0.000000000E+000
   0.26930851340645212E-007  -0.836363512E-007   0.000000000E+000
   0.26961664671698582E-007  -0.385486487E-007   0.000000000E+000
   0.26992478002751952E-007   0.794171484E-007   0.000000000E+000
   0.27023291333805322E-007   0.138958399E-006   0.000000000E+000
   0.27054104664858691E-007   0.337686998E-007   0.000000000E+000
   0.27084917995912061E-007  -0.129754270E-006   0.000000000E+000
   0.27115731326965431E-007  -0.135303438E-006   0.000000000E+000
   0.27146544658018801E-007   0.196039593E-007   0.000000000E+000
   0.27177357989072171E-007   0.114536221E-006   0.000000000E+000
   0.27208171320125540E-007   0.632401793E-007   0.000000000E+000
   0.27238984651178910E-007  -0.293220381E-008   0.000000000E+000
