t              AirBox.fdtd_Point probe B_Ey_50_50_13.dat       incid
   0.13557865663482715E-008   0.000000000E+000   0.000000000E+000
   0.13865998974016414E-008   0.000000000E+000   0.000000000E+000
   0.14174132284550112E-008   0.000000000E+000   0.000000000E+000
   0.14482265595083810E-008   0.000000000E+000   0.000000000E+000
   0.14790398905617508E-008   0.000000000E+000   0.000000000E+000
   0.15098532216151206E-008   0.000000000E+000   0.000000000E+000
   0.15406665526684904E-008  -0.239853969E-034   0.000000000E+000
   0.15714798837218602E-008  -0.261529930E-033   0.000000000E+000
   0.16022932147752300E-008  -0.222599637E-032   0.000000000E+000
   0.16331065458285998E-008  -0.164721494E-031   0.000000000E+000
   0.16639198768819696E-008  -0.108565696E-030   0.000000000E+000
   0.16947332079353394E-008  -0.647318032E-030   0.000000000E+000
   0.17255465389887092E-008  -0.353399794E-029   0.000000000E+000
   0.17563598700420791E-008  -0.178343611E-028   0.000000000E+000
   0.17871732010954489E-008  -0.838272323E-028   0.000000000E+000
   0.18179865321488187E-008  -0.369264976E-027   0.000000000E+000
   0.18487998632021885E-008  -0.153234902E-026   0.000000000E+000
   0.18796131942555583E-008  -0.601659205E-026   0.000000000E+000
   0.19104265253089281E-008  -0.224370900E-025   0.000000000E+000
   0.19412398563622979E-008  -0.797358724E-025   0.000000000E+000
   0.19720531874156677E-008  -0.270832466E-024   0.000000000E+000
   0.20028665184690375E-008  -0.881590420E-024   0.000000000E+000
   0.20336798495224073E-008  -0.275679316E-023   0.000000000E+000
   0.20644931805757771E-008  -0.829998897E-023   0.000000000E+000
   0.20953065116291469E-008  -0.241089067E-022   0.000000000E+000
   0.21261198426825167E-008  -0.676913339E-022   0.000000000E+000
   0.21569331737358866E-008  -0.184043559E-021   0.000000000E+000
   0.21877465047892564E-008  -0.485366400E-021   0.000000000E+000
   0.22185598358426262E-008  -0.124356639E-020   0.000000000E+000
   0.22493731668959960E-008  -0.310006129E-020   0.000000000E+000
   0.22801864979493658E-008  -0.752989297E-020   0.000000000E+000
   0.23109998290027356E-008  -0.178445864E-019   0.000000000E+000
   0.23418131600561054E-008  -0.413115421E-019   0.000000000E+000
   0.23726264911094752E-008  -0.935395935E-019   0.000000000E+000
   0.24034398221628450E-008  -0.207374205E-018   0.000000000E+000
   0.24342531532162148E-008  -0.450541240E-018   0.000000000E+000
   0.24650664842695846E-008  -0.955229205E-018   0.000000000E+000
   0.24958798153229544E-008  -0.200342255E-017   0.000000000E+000
   0.25266931463763243E-008  -0.416430141E-017   0.000000000E+000
   0.25575064774296941E-008  -0.409820493E-013   0.000000000E+000
   0.25883198084830639E-008  -0.736928314E-012   0.000000000E+000
   0.26191331395364337E-008  -0.400438450E-011   0.000000000E+000
   0.26499464705898035E-008   0.204267462E-011   0.000000000E+000
   0.26807598016431733E-008   0.105934931E-010   0.000000000E+000
   0.27115731326965431E-008   0.201068329E-010   0.000000000E+000
   0.27423864637499129E-008   0.383409138E-010   0.000000000E+000
   0.27731997948032827E-008   0.442830356E-010   0.000000000E+000
   0.28040131258566525E-008   0.236574840E-010   0.000000000E+000
   0.28348264569100223E-008   0.147309057E-010   0.000000000E+000
   0.28656397879633921E-008  -0.113945832E-011   0.000000000E+000
   0.28964531190167619E-008   0.108668959E-010   0.000000000E+000
   0.29272664500701318E-008   0.523272051E-010   0.000000000E+000
   0.29580797811235016E-008   0.806408690E-010   0.000000000E+000
   0.29888931121768714E-008   0.555464286E-010   0.000000000E+000
   0.30197064432302412E-008  -0.218333823E-010   0.000000000E+000
   0.30505197742836110E-008  -0.134616771E-010   0.000000000E+000
   0.30813331053369808E-008   0.890959875E-010   0.000000000E+000
   0.31121464363903506E-008   0.153893773E-009   0.000000000E+000
   0.31429597674437204E-008   0.118581506E-009   0.000000000E+000
   0.31737730984970902E-008   0.811973822E-010   0.000000000E+000
   0.32045864295504600E-008   0.176169690E-009   0.000000000E+000
   0.32353997606038298E-008   0.334416717E-009   0.000000000E+000
   0.32662130916571996E-008   0.322993632E-009   0.000000000E+000
   0.32970264227105694E-008   0.251215437E-010   0.000000000E+000
   0.33278397537639393E-008  -0.415197904E-009   0.000000000E+000
   0.33586530848173091E-008  -0.684415413E-009   0.000000000E+000
   0.33894664158706789E-008  -0.386856880E-009   0.000000000E+000
   0.34202797469240487E-008   0.612459639E-009   0.000000000E+000
   0.34510930779774185E-008   0.166502856E-008   0.000000000E+000
   0.34819064090307883E-008   0.155619018E-008   0.000000000E+000
   0.35127197400841581E-008  -0.772257813E-010   0.000000000E+000
   0.35435330711375279E-008  -0.189199323E-008   0.000000000E+000
   0.35743464021908977E-008  -0.209191309E-008   0.000000000E+000
   0.36051597332442675E-008  -0.567398573E-009   0.000000000E+000
   0.36359730642976373E-008   0.848464299E-009   0.000000000E+000
   0.36667863953510071E-008   0.657218557E-009   0.000000000E+000
   0.36975997264043770E-008  -0.442851922E-009   0.000000000E+000
   0.37284130574577468E-008  -0.402057942E-009   0.000000000E+000
   0.37592263885111166E-008   0.146783208E-008   0.000000000E+000
   0.37900397195644864E-008   0.349755269E-008   0.000000000E+000
   0.38208530506178562E-008   0.338373063E-008   0.000000000E+000
   0.38516663816712260E-008   0.424640545E-009   0.000000000E+000
   0.38824797127245958E-008  -0.395637567E-008   0.000000000E+000
   0.39132930437779656E-008  -0.711082482E-008   0.000000000E+000
   0.39441063748313354E-008  -0.622791108E-008   0.000000000E+000
   0.39749197058847052E-008  -0.529872590E-009   0.000000000E+000
   0.40057330369380750E-008   0.575248027E-008   0.000000000E+000
   0.40365463679914448E-008   0.458538274E-008   0.000000000E+000
   0.40673596990448146E-008  -0.777801556E-008   0.000000000E+000
   0.40981730300981845E-008  -0.244234677E-007   0.000000000E+000
   0.41289863611515543E-008  -0.342845965E-007   0.000000000E+000
   0.41597996922049241E-008  -0.366371040E-007   0.000000000E+000
   0.41906130232582939E-008  -0.444980977E-007   0.000000000E+000
   0.42214263543116637E-008  -0.703623400E-007   0.000000000E+000
   0.42522396853650335E-008  -0.112370451E-006   0.000000000E+000
   0.42830530164184033E-008  -0.159669540E-006   0.000000000E+000
   0.43138663474717731E-008  -0.208678003E-006   0.000000000E+000
   0.43446796785251429E-008  -0.266260344E-006   0.000000000E+000
   0.43754930095785127E-008  -0.336739703E-006   0.000000000E+000
   0.44063063406318825E-008  -0.414229248E-006   0.000000000E+000
   0.44371196716852523E-008  -0.490433081E-006   0.000000000E+000
   0.44679330027386222E-008  -0.559951900E-006   0.000000000E+000
   0.44987463337919920E-008  -0.610575228E-006   0.000000000E+000
   0.45295596648453618E-008  -0.617050375E-006   0.000000000E+000
   0.45603729958987316E-008  -0.555256122E-006   0.000000000E+000
   0.45911863269521014E-008  -0.418696175E-006   0.000000000E+000
   0.46219996580054712E-008  -0.212772093E-006   0.000000000E+000
   0.46528129890588410E-008   0.632550581E-007   0.000000000E+000
   0.46836263201122108E-008   0.418345905E-006   0.000000000E+000
   0.47144396511655806E-008   0.850099809E-006   0.000000000E+000
   0.47452529822189504E-008   0.132378761E-005   0.000000000E+000
   0.47760663132723202E-008   0.177497930E-005   0.000000000E+000
   0.48068796443256900E-008   0.213954081E-005   0.000000000E+000
   0.48376929753790598E-008   0.237603240E-005   0.000000000E+000
   0.48685063064324297E-008   0.244455828E-005   0.000000000E+000
   0.48993196374857995E-008   0.228009594E-005   0.000000000E+000
   0.49301329685391693E-008   0.183396526E-005   0.000000000E+000
   0.49609462995925391E-008   0.115141415E-005   0.000000000E+000
   0.49917596306459089E-008   0.365492667E-006   0.000000000E+000
   0.50225729616992787E-008  -0.398951045E-006   0.000000000E+000
   0.50533862927526485E-008  -0.108194081E-005   0.000000000E+000
   0.50841996238060183E-008  -0.166724101E-005   0.000000000E+000
   0.51150129548593881E-008  -0.217005186E-005   0.000000000E+000
   0.51458262859127579E-008  -0.262300296E-005   0.000000000E+000
   0.51766396169661277E-008  -0.296984376E-005   0.000000000E+000
   0.52074529480194975E-008  -0.297251472E-005   0.000000000E+000
   0.52382662790728673E-008  -0.235869243E-005   0.000000000E+000
   0.52690796101262372E-008  -0.114709917E-005   0.000000000E+000
   0.52998929411796070E-008   0.204818207E-006   0.000000000E+000
   0.53307062722329768E-008   0.102063859E-005   0.000000000E+000
   0.53615196032863466E-008   0.842182772E-006   0.000000000E+000
   0.53923329343397164E-008  -0.172009550E-006   0.000000000E+000
   0.54231462653930862E-008  -0.115437751E-005   0.000000000E+000
   0.54539595964464560E-008  -0.100142836E-005   0.000000000E+000
   0.54847729274998258E-008   0.693786887E-006   0.000000000E+000
   0.55155862585531956E-008   0.297734232E-005   0.000000000E+000
   0.55463995896065654E-008   0.395003281E-005   0.000000000E+000
   0.55772129206599352E-008   0.225139866E-005   0.000000000E+000
   0.56080262517133050E-008  -0.147022797E-005   0.000000000E+000
   0.56388395827666749E-008  -0.452449513E-005   0.000000000E+000
   0.56696529138200447E-008  -0.409670565E-005   0.000000000E+000
   0.57004662448734145E-008   0.145637841E-006   0.000000000E+000
   0.57312795759267843E-008   0.514661269E-005   0.000000000E+000
   0.57620929069801541E-008   0.657365990E-005   0.000000000E+000
   0.57929062380335239E-008   0.252723612E-005   0.000000000E+000
   0.58237195690868937E-008  -0.433973673E-005   0.000000000E+000
   0.58545329001402635E-008  -0.842653844E-005   0.000000000E+000
   0.58853462311936333E-008  -0.566030894E-005   0.000000000E+000
   0.59161595622470031E-008   0.255982513E-005   0.000000000E+000
   0.59469728933003729E-008   0.958248893E-005   0.000000000E+000
   0.59777862243537427E-008   0.872041892E-005   0.000000000E+000
   0.60085995554071125E-008  -0.296359758E-006   0.000000000E+000
   0.60394128864604824E-008  -0.989252749E-005   0.000000000E+000
   0.60702262175138522E-008  -0.109952780E-004   0.000000000E+000
   0.61010395485672220E-008  -0.197695135E-005   0.000000000E+000
   0.61318528796205918E-008   0.909060327E-005   0.000000000E+000
   0.61626662106739616E-008   0.120419736E-004   0.000000000E+000
   0.61934795417273314E-008   0.438975258E-005   0.000000000E+000
   0.62242928727807012E-008  -0.689896842E-005   0.000000000E+000
   0.62551062038340710E-008  -0.123527716E-004   0.000000000E+000
   0.62859195348874408E-008  -0.759561772E-005   0.000000000E+000
   0.63167328659408106E-008   0.408047435E-005   0.000000000E+000
   0.63475461969941804E-008   0.134792672E-004   0.000000000E+000
   0.63783595280475502E-008   0.111725312E-004   0.000000000E+000
   0.64091728591009200E-008  -0.307103983E-005   0.000000000E+000
   0.64399861901542899E-008  -0.158600633E-004   0.000000000E+000
   0.64707995212076597E-008  -0.121279154E-004   0.000000000E+000
   0.65016128522610295E-008   0.532703416E-005   0.000000000E+000
   0.65324261833143993E-008   0.160801392E-004   0.000000000E+000
   0.65632395143677691E-008   0.780417213E-005   0.000000000E+000
   0.65940528454211389E-008  -0.698988788E-005   0.000000000E+000
   0.66248661764745087E-008  -0.974252544E-005   0.000000000E+000
   0.66556795075278785E-008  -0.219777303E-005   0.000000000E+000
   0.66864928385812483E-008   0.133296066E-005   0.000000000E+000
   0.67173061696346181E-008   0.276670789E-006   0.000000000E+000
   0.67481195006879879E-008   0.470421764E-005   0.000000000E+000
   0.67789328317413577E-008   0.970307337E-005   0.000000000E+000
   0.68097461627947276E-008   0.285422175E-006   0.000000000E+000
   0.68405594938480974E-008  -0.157486829E-004   0.000000000E+000
   0.68713728249014672E-008  -0.117133050E-004   0.000000000E+000
   0.69021861559548370E-008   0.116556830E-004   0.000000000E+000
   0.69329994870082068E-008   0.190211940E-004   0.000000000E+000
   0.69638128180615766E-008  -0.272741090E-005   0.000000000E+000
   0.69946261491149464E-008  -0.183628690E-004   0.000000000E+000
   0.70254394801683162E-008  -0.249245932E-005   0.000000000E+000
   0.70562528112216860E-008   0.153147157E-004   0.000000000E+000
   0.70870661422750558E-008   0.263567654E-005   0.000000000E+000
   0.71178794733284256E-008  -0.161133212E-004   0.000000000E+000
   0.71486928043817954E-008  -0.349532911E-005   0.000000000E+000
   0.71795061354351652E-008   0.196311521E-004   0.000000000E+000
   0.72103194664885351E-008   0.910360359E-005   0.000000000E+000
   0.72411327975419049E-008  -0.199684091E-004   0.000000000E+000
   0.72719461285952747E-008  -0.164425401E-004   0.000000000E+000
   0.73027594596486445E-008   0.147282626E-004   0.000000000E+000
   0.73335727907020143E-008   0.197419813E-004   0.000000000E+000
   0.73643861217553841E-008  -0.799512054E-005   0.000000000E+000
   0.73951994528087539E-008  -0.178873452E-004   0.000000000E+000
   0.74260127838621237E-008   0.486830504E-005   0.000000000E+000
   0.74568261149154935E-008   0.153753863E-004   0.000000000E+000
   0.74876394459688633E-008  -0.515111606E-005   0.000000000E+000
   0.75184527770222331E-008  -0.161693661E-004   0.000000000E+000
   0.75492661080756029E-008   0.414196438E-005   0.000000000E+000
   0.75800794391289728E-008   0.186389734E-004   0.000000000E+000
   0.76108927701823426E-008   0.930862370E-006   0.000000000E+000
   0.76417061012357124E-008  -0.178373975E-004   0.000000000E+000
   0.76725194322890822E-008  -0.717479179E-005   0.000000000E+000
   0.77033327633424520E-008   0.118942762E-004   0.000000000E+000
   0.77341460943958218E-008   0.949505375E-005   0.000000000E+000
   0.77649594254491916E-008  -0.440431995E-005   0.000000000E+000
   0.77957727565025614E-008  -0.654284622E-005   0.000000000E+000
   0.78265860875559312E-008   0.311280928E-006   0.000000000E+000
   0.78573994186093010E-008   0.203190439E-005   0.000000000E+000
   0.78882127496626708E-008  -0.564436277E-006   0.000000000E+000
   0.79190260807160406E-008  -0.362839216E-006   0.000000000E+000
   0.79498394117694104E-008   0.162769356E-005   0.000000000E+000
   0.79806527428227803E-008   0.199605392E-005   0.000000000E+000
   0.80114660738761501E-008   0.230694695E-006   0.000000000E+000
   0.80422794049295199E-008  -0.351510766E-005   0.000000000E+000
   0.80730927359828897E-008  -0.505189519E-005   0.000000000E+000
   0.81039060670362595E-008   0.152323992E-005   0.000000000E+000
   0.81347193980896293E-008   0.943492250E-005   0.000000000E+000
   0.81655327291429991E-008   0.406711388E-005   0.000000000E+000
   0.81963460601963689E-008  -0.980934328E-005   0.000000000E+000
   0.82271593912497387E-008  -0.100105626E-004   0.000000000E+000
   0.82579727223031085E-008   0.543475107E-005   0.000000000E+000
   0.82887860533564783E-008   0.122590209E-004   0.000000000E+000
   0.83195993844098481E-008   0.877991624E-006   0.000000000E+000
   0.83504127154632179E-008  -0.898589133E-005   0.000000000E+000
   0.83812260465165878E-008  -0.445433170E-005   0.000000000E+000
   0.84120393775699576E-008   0.242305396E-005   0.000000000E+000
   0.84428527086233274E-008   0.216205240E-005   0.000000000E+000
   0.84736660396766972E-008   0.198218163E-005   0.000000000E+000
   0.85044793707300670E-008   0.430132968E-005   0.000000000E+000
   0.85352927017834368E-008   0.265146355E-006   0.000000000E+000
   0.85661060328368066E-008  -0.854485188E-005   0.000000000E+000
   0.85969193638901764E-008  -0.779595939E-005   0.000000000E+000
   0.86277326949435462E-008   0.473472846E-005   0.000000000E+000
   0.86585460259969160E-008   0.130280241E-004   0.000000000E+000
   0.86893593570502858E-008   0.583782185E-005   0.000000000E+000
   0.87201726881036556E-008  -0.875103251E-005   0.000000000E+000
   0.87509860191570255E-008  -0.141958653E-004   0.000000000E+000
   0.87817993502103953E-008  -0.371163878E-005   0.000000000E+000
   0.88126126812637651E-008   0.118556927E-004   0.000000000E+000
   0.88434260123171349E-008   0.142185581E-004   0.000000000E+000
   0.88742393433705047E-008  -0.116619958E-006   0.000000000E+000
   0.89050526744238745E-008  -0.134121001E-004   0.000000000E+000
   0.89358660054772443E-008  -0.101651549E-004   0.000000000E+000
   0.89666793365306141E-008   0.269242992E-005   0.000000000E+000
   0.89974926675839839E-008   0.936349898E-005   0.000000000E+000
   0.90283059986373537E-008   0.676520312E-005   0.000000000E+000
   0.90591193296907235E-008   0.818976332E-006   0.000000000E+000
   0.90899326607440933E-008  -0.561218803E-005   0.000000000E+000
   0.91207459917974631E-008  -0.927386645E-005   0.000000000E+000
   0.91515593228508330E-008  -0.406581148E-005   0.000000000E+000
   0.91823726539042028E-008   0.735494359E-005   0.000000000E+000
   0.92131859849575726E-008   0.115625517E-004   0.000000000E+000
   0.92439993160109424E-008   0.244857802E-005   0.000000000E+000
   0.92748126470643122E-008  -0.916482986E-005   0.000000000E+000
   0.93056259781176820E-008  -0.100578045E-004   0.000000000E+000
   0.93364393091710518E-008  -0.408770575E-006   0.000000000E+000
   0.93672526402244216E-008   0.867728704E-005   0.000000000E+000
   0.93980659712777914E-008   0.799837017E-005   0.000000000E+000
   0.94288793023311612E-008  -0.868950337E-006   0.000000000E+000
   0.94596926333845310E-008  -0.766641551E-005   0.000000000E+000
   0.94905059644379008E-008  -0.539281291E-005   0.000000000E+000
   0.95213192954912707E-008   0.159148249E-005   0.000000000E+000
   0.95521326265446405E-008   0.495821223E-005   0.000000000E+000
   0.95829459575980103E-008   0.338756445E-005   0.000000000E+000
   0.96137592886513801E-008   0.401252692E-006   0.000000000E+000
   0.96445726197047499E-008  -0.268310760E-005   0.000000000E+000
   0.96753859507581197E-008  -0.472568126E-005   0.000000000E+000
   0.97061992818114895E-008  -0.232912726E-005   0.000000000E+000
   0.97370126128648593E-008   0.375390891E-005   0.000000000E+000
   0.97678259439182291E-008   0.629615079E-005   0.000000000E+000
   0.97986392749715989E-008   0.144022897E-005   0.000000000E+000
   0.98294526060249687E-008  -0.508073299E-005   0.000000000E+000
   0.98602659370783385E-008  -0.575677768E-005   0.000000000E+000
   0.98910792681317083E-008  -0.402977093E-006   0.000000000E+000
   0.99218925991850782E-008   0.499555790E-005   0.000000000E+000
   0.99527059302384480E-008   0.507586765E-005   0.000000000E+000
   0.99835192612918178E-008   0.119607648E-007   0.000000000E+000
   0.10014332592345188E-007  -0.469989027E-005   0.000000000E+000
   0.10045145923398557E-007  -0.420672086E-005   0.000000000E+000
   0.10075959254451927E-007   0.184224973E-006   0.000000000E+000
   0.10106772585505297E-007   0.354972758E-005   0.000000000E+000
   0.10137585916558667E-007   0.348338995E-005   0.000000000E+000
   0.10168399247612037E-007   0.805635636E-006   0.000000000E+000
   0.10199212578665406E-007  -0.266962934E-005   0.000000000E+000
   0.10230025909718776E-007  -0.408288724E-005   0.000000000E+000
   0.10260839240772146E-007  -0.123415293E-005   0.000000000E+000
   0.10291652571825516E-007   0.324793109E-005   0.000000000E+000
   0.10322465902878886E-007   0.393036362E-005   0.000000000E+000
   0.10353279233932255E-007   0.173771468E-006   0.000000000E+000
   0.10384092564985625E-007  -0.307038817E-005   0.000000000E+000
   0.10414905896038995E-007  -0.250987591E-005   0.000000000E+000
   0.10445719227092365E-007   0.145135800E-006   0.000000000E+000
   0.10476532558145735E-007   0.195853636E-005   0.000000000E+000
   0.10507345889199105E-007   0.185390354E-005   0.000000000E+000
   0.10538159220252474E-007   0.271341378E-006   0.000000000E+000
   0.10568972551305844E-007  -0.148433378E-005   0.000000000E+000
   0.10599785882359214E-007  -0.189856303E-005   0.000000000E+000
   0.10630599213412584E-007  -0.504254331E-006   0.000000000E+000
   0.10661412544465954E-007   0.162169931E-005   0.000000000E+000
   0.10692225875519323E-007   0.241332918E-005   0.000000000E+000
   0.10723039206572693E-007   0.395039024E-006   0.000000000E+000
   0.10753852537626063E-007  -0.276591277E-005   0.000000000E+000
   0.10784665868679433E-007  -0.282861333E-005   0.000000000E+000
   0.10815479199732803E-007   0.110935775E-005   0.000000000E+000
   0.10846292530786172E-007   0.389307024E-005   0.000000000E+000
   0.10877105861839542E-007   0.145501508E-005   0.000000000E+000
   0.10907919192892912E-007  -0.268929853E-005   0.000000000E+000
   0.10938732523946282E-007  -0.288388765E-005   0.000000000E+000
   0.10969545854999652E-007   0.270252258E-006   0.000000000E+000
   0.11000359186053021E-007   0.207217317E-005   0.000000000E+000
   0.11031172517106391E-007   0.115494458E-005   0.000000000E+000
   0.11061985848159761E-007  -0.106128482E-006   0.000000000E+000
   0.11092799179213131E-007  -0.441220635E-006   0.000000000E+000
   0.11123612510266501E-007  -0.776288914E-006   0.000000000E+000
   0.11154425841319870E-007  -0.128487227E-005   0.000000000E+000
   0.11185239172373240E-007  -0.495302118E-006   0.000000000E+000
   0.11216052503426610E-007   0.180724487E-005   0.000000000E+000
   0.11246865834479980E-007   0.273183605E-005   0.000000000E+000
   0.11277679165533350E-007  -0.813863608E-007   0.000000000E+000
   0.11308492496586720E-007  -0.366663289E-005   0.000000000E+000
   0.11339305827640089E-007  -0.271957879E-005   0.000000000E+000
   0.11370119158693459E-007   0.212399118E-005   0.000000000E+000
   0.11400932489746829E-007   0.425862481E-005   0.000000000E+000
   0.11431745820800199E-007   0.847730917E-006   0.000000000E+000
   0.11462559151853569E-007  -0.313947839E-005   0.000000000E+000
   0.11493372482906938E-007  -0.279208234E-005   0.000000000E+000
   0.11524185813960308E-007   0.327995622E-006   0.000000000E+000
   0.11554999145013678E-007   0.209527866E-005   0.000000000E+000
   0.11585812476067048E-007   0.154367820E-005   0.000000000E+000
   0.11616625807120418E-007   0.250519975E-006   0.000000000E+000
   0.11647439138173787E-007  -0.786989631E-006   0.000000000E+000
   0.11678252469227157E-007  -0.148692470E-005   0.000000000E+000
   0.11709065800280527E-007  -0.140644079E-005   0.000000000E+000
   0.11739879131333897E-007   0.102774493E-006   0.000000000E+000
   0.11770692462387267E-007   0.221197888E-005   0.000000000E+000
   0.11801505793440636E-007   0.238375310E-005   0.000000000E+000
   0.11832319124494006E-007  -0.411038172E-006   0.000000000E+000
   0.11863132455547376E-007  -0.314224008E-005   0.000000000E+000
   0.11893945786600746E-007  -0.219989352E-005   0.000000000E+000
   0.11924759117654116E-007   0.128365696E-005   0.000000000E+000
   0.11955572448707485E-007   0.293862013E-005   0.000000000E+000
   0.11986385779760855E-007   0.125664019E-005   0.000000000E+000
   0.12017199110814225E-007  -0.122685333E-005   0.000000000E+000
   0.12048012441867595E-007  -0.203391664E-005   0.000000000E+000
   0.12078825772920965E-007  -0.100436660E-005   0.000000000E+000
   0.12109639103974335E-007   0.704727540E-006   0.000000000E+000
   0.12140452435027704E-007   0.167265762E-005   0.000000000E+000
   0.12171265766081074E-007   0.106053835E-005   0.000000000E+000
   0.12202079097134444E-007  -0.476528612E-006   0.000000000E+000
   0.12232892428187814E-007  -0.142282852E-005   0.000000000E+000
   0.12263705759241184E-007  -0.100480997E-005   0.000000000E+000
   0.12294519090294553E-007   0.352516622E-006   0.000000000E+000
   0.12325332421347923E-007   0.145535648E-005   0.000000000E+000
   0.12356145752401293E-007   0.110803637E-005   0.000000000E+000
   0.12386959083454663E-007  -0.440000008E-006   0.000000000E+000
   0.12417772414508033E-007  -0.132950095E-005   0.000000000E+000
   0.12448585745561402E-007  -0.565827634E-006   0.000000000E+000
   0.12479399076614772E-007   0.603727074E-006   0.000000000E+000
   0.12510212407668142E-007   0.854943323E-006   0.000000000E+000
   0.12541025738721512E-007   0.440248215E-006   0.000000000E+000
   0.12571839069774882E-007  -0.107957504E-006   0.000000000E+000
   0.12602652400828251E-007  -0.714994144E-006   0.000000000E+000
   0.12633465731881621E-007  -0.838617098E-006   0.000000000E+000
   0.12664279062934991E-007   0.872034889E-009   0.000000000E+000
   0.12695092393988361E-007   0.864512913E-006   0.000000000E+000
   0.12725905725041731E-007   0.460862083E-006   0.000000000E+000
   0.12756719056095100E-007  -0.848869831E-006   0.000000000E+000
   0.12787532387148470E-007  -0.145652302E-005   0.000000000E+000
   0.12818345718201840E-007  -0.508258665E-006   0.000000000E+000
   0.12849159049255210E-007   0.101991986E-005   0.000000000E+000
   0.12879972380308580E-007   0.117093123E-005   0.000000000E+000
   0.12910785711361950E-007  -0.511698545E-006   0.000000000E+000
   0.12941599042415319E-007  -0.176395031E-005   0.000000000E+000
   0.12972412373468689E-007  -0.578359277E-006   0.000000000E+000
   0.13003225704522059E-007   0.146805928E-005   0.000000000E+000
   0.13034039035575429E-007   0.155165071E-005   0.000000000E+000
   0.13064852366628799E-007   0.702309535E-007   0.000000000E+000
   0.13095665697682168E-007  -0.524900258E-006   0.000000000E+000
   0.13126479028735538E-007  -0.950763024E-009   0.000000000E+000
   0.13157292359788908E-007   0.798277995E-007   0.000000000E+000
   0.13188105690842278E-007  -0.217759236E-006   0.000000000E+000
   0.13218919021895648E-007   0.385639112E-006   0.000000000E+000
   0.13249732352949017E-007   0.137334200E-005   0.000000000E+000
   0.13280545684002387E-007   0.800318674E-006   0.000000000E+000
   0.13311359015055757E-007  -0.133780236E-005   0.000000000E+000
   0.13342172346109127E-007  -0.232375010E-005   0.000000000E+000
   0.13372985677162497E-007  -0.352600864E-006   0.000000000E+000
   0.13403799008215866E-007   0.231096851E-005   0.000000000E+000
   0.13434612339269236E-007   0.193651249E-005   0.000000000E+000
   0.13465425670322606E-007  -0.114635918E-005   0.000000000E+000
   0.13496239001375976E-007  -0.266172538E-005   0.000000000E+000
   0.13527052332429346E-007  -0.720929165E-006   0.000000000E+000
   0.13557865663482715E-007   0.158121361E-005   0.000000000E+000
   0.13588678994536085E-007   0.134652794E-005   0.000000000E+000
