t              AirBox.fdtd_Point probe A_Ex_25_50_13.dat       incid
   0.16331065458285998E-007  -0.199295246E-003   0.000000000E+000
   0.16361878789339368E-007  -0.354245480E-003   0.000000000E+000
   0.16392692120392738E-007  -0.210382335E-003   0.000000000E+000
   0.16423505451446108E-007   0.158351002E-003   0.000000000E+000
   0.16454318782499477E-007   0.437829964E-003   0.000000000E+000
   0.16485132113552847E-007   0.339780527E-003   0.000000000E+000
   0.16515945444606217E-007  -0.876401027E-004   0.000000000E+000
   0.16546758775659587E-007  -0.463485485E-003   0.000000000E+000
   0.16577572106712957E-007  -0.437275914E-003   0.000000000E+000
   0.16608385437766326E-007  -0.331345655E-004   0.000000000E+000
   0.16639198768819696E-007   0.389504363E-003   0.000000000E+000
   0.16670012099873066E-007   0.484680844E-003   0.000000000E+000
   0.16700825430926436E-007   0.201206072E-003   0.000000000E+000
   0.16731638761979806E-007  -0.226554432E-003   0.000000000E+000
   0.16762452093033176E-007  -0.482501753E-003   0.000000000E+000
   0.16793265424086545E-007  -0.378657482E-003   0.000000000E+000
   0.16824078755139915E-007   0.224539835E-004   0.000000000E+000
   0.16854892086193285E-007   0.425100792E-003   0.000000000E+000
   0.16885705417246655E-007   0.500323134E-003   0.000000000E+000
   0.16916518748300025E-007   0.167900289E-003   0.000000000E+000
   0.16947332079353394E-007  -0.302677625E-003   0.000000000E+000
   0.16978145410406764E-007  -0.518762099E-003   0.000000000E+000
   0.17008958741460134E-007  -0.316547666E-003   0.000000000E+000
   0.17039772072513504E-007   0.114384777E-003   0.000000000E+000
   0.17070585403566874E-007   0.429812499E-003   0.000000000E+000
   0.17101398734620243E-007   0.415301678E-003   0.000000000E+000
   0.17132212065673613E-007   0.106196298E-003   0.000000000E+000
   0.17163025396726983E-007  -0.275629165E-003   0.000000000E+000
   0.17193838727780353E-007  -0.462153868E-003   0.000000000E+000
   0.17224652058833723E-007  -0.301552238E-003   0.000000000E+000
   0.17255465389887092E-007   0.107895728E-003   0.000000000E+000
   0.17286278720940462E-007   0.444380508E-003   0.000000000E+000
   0.17317092051993832E-007   0.414826849E-003   0.000000000E+000
   0.17347905383047202E-007   0.371916685E-004   0.000000000E+000
   0.17378718714100572E-007  -0.355798635E-003   0.000000000E+000
   0.17409532045153941E-007  -0.428873405E-003   0.000000000E+000
   0.17440345376207311E-007  -0.151023152E-003   0.000000000E+000
   0.17471158707260681E-007   0.211747043E-003   0.000000000E+000
   0.17501972038314051E-007   0.366808730E-003   0.000000000E+000
   0.17532785369367421E-007   0.230096935E-003   0.000000000E+000
   0.17563598700420791E-007  -0.579954503E-004   0.000000000E+000
   0.17594412031474160E-007  -0.274192425E-003   0.000000000E+000
   0.17625225362527530E-007  -0.268686330E-003   0.000000000E+000
   0.17656038693580900E-007  -0.577035535E-004   0.000000000E+000
   0.17686852024634270E-007   0.185232842E-003   0.000000000E+000
   0.17717665355687640E-007   0.258257176E-003   0.000000000E+000
   0.17748478686741009E-007   0.107215077E-003   0.000000000E+000
   0.17779292017794379E-007  -0.117429518E-003   0.000000000E+000
   0.17810105348847749E-007  -0.206118420E-003   0.000000000E+000
   0.17840918679901119E-007  -0.986422165E-004   0.000000000E+000
   0.17871732010954489E-007   0.712253750E-004   0.000000000E+000
   0.17902545342007858E-007   0.135355629E-003   0.000000000E+000
   0.17933358673061228E-007   0.614752353E-004   0.000000000E+000
   0.17964172004114598E-007  -0.470386003E-004   0.000000000E+000
   0.17994985335167968E-007  -0.829974306E-004   0.000000000E+000
   0.18025798666221338E-007  -0.314280296E-004   0.000000000E+000
