t              AirBox.fdtd_Point probe A_Ex_25_50_13.dat       incid
   0.26807598016431733E-008  -0.586402137E-003   0.115891421E-007
   0.27115731326965431E-008   0.387562322E-004   0.459402560E-008
   0.27423864637499129E-008   0.560635119E-003   0.168907677E-008
   0.27731997948032827E-008   0.560551067E-003   0.582448645E-009
   0.28040131258566525E-008   0.518804882E-004   0.210357565E-009
   0.28348264569100223E-008  -0.536299311E-003   0.836936839E-010
   0.28656397879633921E-008  -0.711035333E-003   0.295206845E-010
   0.28964531190167619E-008  -0.319204235E-003   0.954202169E-011
   0.29272664500701318E-008   0.322609558E-003   0.287352347E-011
   0.29580797811235016E-008   0.683863531E-003   0.921128408E-012
   0.29888931121768714E-008   0.461295363E-003   0.335580820E-012
   0.30197064432302412E-008  -0.158948300E-003   0.105238829E-012
   0.30505197742836110E-008  -0.649617985E-003   0.000000000E+000
   0.30813331053369808E-008  -0.588956696E-003   0.000000000E+000
   0.31121464363903506E-008  -0.261783716E-004   0.000000000E+000
   0.31429597674437204E-008   0.556580606E-003   0.000000000E+000
   0.31737730984970902E-008   0.659155892E-003   0.000000000E+000
   0.32045864295504600E-008   0.194666238E-003   0.000000000E+000
   0.32353997606038298E-008  -0.438128802E-003   0.000000000E+000
   0.32662130916571996E-008  -0.700671808E-003   0.000000000E+000
   0.32970264227105694E-008  -0.376558077E-003   0.000000000E+000
   0.33278397537639393E-008   0.245747593E-003   0.000000000E+000
   0.33586530848173091E-008   0.622055610E-003   0.000000000E+000
   0.33894664158706789E-008   0.420387572E-003   0.000000000E+000
   0.34202797469240487E-008  -0.191607716E-003   0.000000000E+000
   0.34510930779774185E-008  -0.691115391E-003   0.000000000E+000
   0.34819064090307883E-008  -0.658145815E-003   0.000000000E+000
   0.35127197400841581E-008  -0.145453843E-003   0.000000000E+000
   0.35435330711375279E-008   0.374859723E-003   0.000000000E+000
   0.35743464021908977E-008   0.441515498E-003   0.000000000E+000
   0.36051597332442675E-008   0.132126443E-004   0.000000000E+000
   0.36359730642976373E-008  -0.516360975E-003   0.000000000E+000
   0.36667863953510071E-008  -0.689254084E-003   0.000000000E+000
   0.36975997264043770E-008  -0.377051503E-003   0.000000000E+000
   0.37284130574577468E-008   0.147898128E-003   0.000000000E+000
   0.37592263885111166E-008   0.478834234E-003   0.000000000E+000
   0.37900397195644864E-008   0.407917978E-003   0.000000000E+000
   0.38208530506178562E-008   0.597032486E-004   0.000000000E+000
   0.38516663816712260E-008  -0.234409643E-003   0.000000000E+000
   0.38824797127245958E-008  -0.195698536E-003   0.000000000E+000
   0.39132930437779656E-008   0.190832259E-003   0.000000000E+000
   0.39441063748313354E-008   0.656823628E-003   0.000000000E+000
   0.39749197058847052E-008   0.852585770E-003   0.000000000E+000
   0.40057330369380750E-008   0.633753953E-003   0.000000000E+000
   0.40365463679914448E-008   0.191252708E-003   0.000000000E+000
   0.40673596990448146E-008  -0.110182562E-003   0.000000000E+000
   0.40981730300981845E-008  -0.508053490E-004   0.000000000E+000
   0.41289863611515543E-008   0.262352929E-003   0.000000000E+000
   0.41597996922049241E-008   0.509026751E-003   0.000000000E+000
   0.41906130232582939E-008   0.437256705E-003   0.000000000E+000
   0.42214263543116637E-008   0.574506994E-004   0.000000000E+000
   0.42522396853650335E-008  -0.383313774E-003   0.000000000E+000
   0.42830530164184033E-008  -0.589176489E-003   0.000000000E+000
   0.43138663474717731E-008  -0.427317747E-003   0.000000000E+000
   0.43446796785251429E-008  -0.369313057E-004   0.000000000E+000
   0.43754930095785127E-008   0.252499944E-003   0.000000000E+000
   0.44063063406318825E-008   0.178522154E-003   0.000000000E+000
   0.44371196716852523E-008  -0.208011115E-003   0.000000000E+000
   0.44679330027386222E-008  -0.556744752E-003   0.000000000E+000
   0.44987463337919920E-008  -0.529584533E-003   0.000000000E+000
   0.45295596648453618E-008  -0.126573810E-003   0.000000000E+000
   0.45603729958987316E-008   0.309021096E-003   0.000000000E+000
   0.45911863269521014E-008   0.415573362E-003   0.000000000E+000
   0.46219996580054712E-008   0.135489623E-003   0.000000000E+000
   0.46528129890588410E-008  -0.265657873E-003   0.000000000E+000
   0.46836263201122108E-008  -0.452378008E-003   0.000000000E+000
   0.47144396511655806E-008  -0.283927482E-003   0.000000000E+000
   0.47452529822189504E-008   0.103521568E-003   0.000000000E+000
   0.47760663132723202E-008   0.407306245E-003   0.000000000E+000
   0.48068796443256900E-008   0.375703210E-003   0.000000000E+000
   0.48376929753790598E-008   0.124884536E-004   0.000000000E+000
   0.48685063064324297E-008  -0.388018962E-003   0.000000000E+000
   0.48993196374857995E-008  -0.465485908E-003   0.000000000E+000
   0.49301329685391693E-008  -0.128911459E-003   0.000000000E+000
   0.49609462995925391E-008   0.327275920E-003   0.000000000E+000
   0.49917596306459089E-008   0.486773381E-003   0.000000000E+000
   0.50225729616992787E-008   0.210203434E-003   0.000000000E+000
   0.50533862927526485E-008  -0.240513589E-003   0.000000000E+000
   0.50841996238060183E-008  -0.466344878E-003   0.000000000E+000
   0.51150129548593881E-008  -0.292696146E-003   0.000000000E+000
   0.51458262859127579E-008   0.113197544E-003   0.000000000E+000
   0.51766396169661277E-008   0.416593422E-003   0.000000000E+000
   0.52074529480194975E-008   0.380813464E-003   0.000000000E+000
   0.52382662790728673E-008   0.314491626E-004   0.000000000E+000
   0.52690796101262372E-008  -0.357129902E-003   0.000000000E+000
   0.52998929411796070E-008  -0.453696091E-003   0.000000000E+000
   0.53307062722329768E-008  -0.146772392E-003   0.000000000E+000
   0.53615196032863466E-008   0.316944614E-003   0.000000000E+000
   0.53923329343397164E-008   0.518352841E-003   0.000000000E+000
   0.54231462653930862E-008   0.258190179E-003   0.000000000E+000
   0.54539595964464560E-008  -0.231827755E-003   0.000000000E+000
   0.54847729274998258E-008  -0.502306037E-003   0.000000000E+000
   0.55155862585531956E-008  -0.315633311E-003   0.000000000E+000
   0.55463995896065654E-008   0.146729930E-003   0.000000000E+000
   0.55772129206599352E-008   0.478601636E-003   0.000000000E+000
   0.56080262517133050E-008   0.412121357E-003   0.000000000E+000
   0.56388395827666749E-008   0.143820071E-004   0.000000000E+000
   0.56696529138200447E-008  -0.393904455E-003   0.000000000E+000
   0.57004662448734145E-008  -0.485591125E-003   0.000000000E+000
   0.57312795759267843E-008  -0.171542924E-003   0.000000000E+000
   0.57620929069801541E-008   0.308431743E-003   0.000000000E+000
   0.57929062380335239E-008   0.547670876E-003   0.000000000E+000
   0.58237195690868937E-008   0.315613055E-003   0.000000000E+000
   0.58545329001402635E-008  -0.207171950E-003   0.000000000E+000
   0.58853462311936333E-008  -0.564034912E-003   0.000000000E+000
   0.59161595622470031E-008  -0.437336013E-003   0.000000000E+000
   0.59469728933003729E-008   0.590057170E-004   0.000000000E+000
   0.59777862243537427E-008   0.495391316E-003   0.000000000E+000
   0.60085995554071125E-008   0.514503510E-003   0.000000000E+000
   0.60394128864604824E-008   0.115831033E-003   0.000000000E+000
   0.60702262175138522E-008  -0.376043958E-003   0.000000000E+000
   0.61010395485672220E-008  -0.573523401E-003   0.000000000E+000
   0.61318528796205918E-008  -0.309201539E-003   0.000000000E+000
   0.61626662106739616E-008   0.227884680E-003   0.000000000E+000
   0.61934795417273314E-008   0.603297609E-003   0.000000000E+000
   0.62242928727807012E-008   0.474122702E-003   0.000000000E+000
   0.62551062038340710E-008  -0.849353964E-004   0.000000000E+000
   0.62859195348874408E-008  -0.596462458E-003   0.000000000E+000
   0.63167328659408106E-008  -0.596717175E-003   0.000000000E+000
   0.63475461969941804E-008  -0.788238249E-004   0.000000000E+000
   0.63783595280475502E-008   0.491928076E-003   0.000000000E+000
   0.64091728591009200E-008   0.614092918E-003   0.000000000E+000
   0.64399861901542899E-008   0.199116679E-003   0.000000000E+000
   0.64707995212076597E-008  -0.380690530E-003   0.000000000E+000
   0.65016128522610295E-008  -0.636899902E-003   0.000000000E+000
   0.65324261833143993E-008  -0.367141736E-003   0.000000000E+000
   0.65632395143677691E-008   0.197205867E-003   0.000000000E+000
   0.65940528454211389E-008   0.582917302E-003   0.000000000E+000
   0.66248661764745087E-008   0.461802527E-003   0.000000000E+000
   0.66556795075278785E-008  -0.617045444E-004   0.000000000E+000
   0.66864928385812483E-008  -0.524970703E-003   0.000000000E+000
   0.67173061696346181E-008  -0.518111279E-003   0.000000000E+000
   0.67481195006879879E-008  -0.632291485E-004   0.000000000E+000
   0.67789328317413577E-008   0.415253511E-003   0.000000000E+000
   0.68097461627947276E-008   0.502245559E-003   0.000000000E+000
   0.68405594938480974E-008   0.165743782E-003   0.000000000E+000
   0.68713728249014672E-008  -0.263674767E-003   0.000000000E+000
   0.69021861559548370E-008  -0.432355155E-003   0.000000000E+000
   0.69329994870082068E-008  -0.252457306E-003   0.000000000E+000
   0.69638128180615766E-008   0.938958256E-004   0.000000000E+000
   0.69946261491149464E-008   0.344471569E-003   0.000000000E+000
   0.70254394801683162E-008   0.333446806E-003   0.000000000E+000
   0.70562528112216860E-008   0.728328596E-004   0.000000000E+000
   0.70870661422750558E-008  -0.249536010E-003   0.000000000E+000
   0.71178794733284256E-008  -0.378142053E-003   0.000000000E+000
   0.71486928043817954E-008  -0.193214539E-003   0.000000000E+000
   0.71795061354351652E-008   0.156988011E-003   0.000000000E+000
   0.72103194664885351E-008   0.371295493E-003   0.000000000E+000
   0.72411327975419049E-008   0.273303973E-003   0.000000000E+000
   0.72719461285952747E-008  -0.386747997E-004   0.000000000E+000
   0.73027594596486445E-008  -0.305880414E-003   0.000000000E+000
   0.73335727907020143E-008  -0.329751056E-003   0.000000000E+000
   0.73643861217553841E-008  -0.972346170E-004   0.000000000E+000
   0.73951994528087539E-008   0.224379037E-003   0.000000000E+000
   0.74260127838621237E-008   0.384522020E-003   0.000000000E+000
   0.74568261149154935E-008   0.226236400E-003   0.000000000E+000
   0.74876394459688633E-008  -0.147809551E-003   0.000000000E+000
   0.75184527770222331E-008  -0.413394591E-003   0.000000000E+000
   0.75492661080756029E-008  -0.311850221E-003   0.000000000E+000
   0.75800794391289728E-008   0.794697553E-004   0.000000000E+000
   0.76108927701823426E-008   0.402181613E-003   0.000000000E+000
   0.76417061012357124E-008   0.361104729E-003   0.000000000E+000
   0.76725194322890822E-008   0.163464574E-005   0.000000000E+000
   0.77033327633424520E-008  -0.348618516E-003   0.000000000E+000
   0.77341460943958218E-008  -0.386774656E-003   0.000000000E+000
   0.77649594254491916E-008  -0.906994683E-004   0.000000000E+000
   0.77957727565025614E-008   0.279439235E-003   0.000000000E+000
   0.78265860875559312E-008   0.405774423E-003   0.000000000E+000
   0.78573994186093010E-008   0.177543756E-003   0.000000000E+000
   0.78882127496626708E-008  -0.209000980E-003   0.000000000E+000
   0.79190260807160406E-008  -0.409754168E-003   0.000000000E+000
   0.79498394117694104E-008  -0.239137575E-003   0.000000000E+000
   0.79806527428227803E-008   0.148342297E-003   0.000000000E+000
   0.80114660738761501E-008   0.393931521E-003   0.000000000E+000
   0.80422794049295199E-008   0.275051454E-003   0.000000000E+000
   0.80730927359828897E-008  -0.855391845E-004   0.000000000E+000
   0.81039060670362595E-008  -0.349635637E-003   0.000000000E+000
   0.81347193980896293E-008  -0.289487187E-003   0.000000000E+000
   0.81655327291429991E-008   0.173805165E-004   0.000000000E+000
   0.81963460601963689E-008   0.288285286E-003   0.000000000E+000
   0.82271593912497387E-008   0.298372674E-003   0.000000000E+000
   0.82579727223031085E-008   0.579351326E-004   0.000000000E+000
   0.82887860533564783E-008  -0.220361340E-003   0.000000000E+000
   0.83195993844098481E-008  -0.303793931E-003   0.000000000E+000
   0.83504127154632179E-008  -0.124346232E-003   0.000000000E+000
   0.83812260465165878E-008   0.163642457E-003   0.000000000E+000
   0.84120393775699576E-008   0.305273395E-003   0.000000000E+000
   0.84428527086233274E-008   0.169690844E-003   0.000000000E+000
   0.84736660396766972E-008  -0.117877236E-003   0.000000000E+000
   0.85044793707300670E-008  -0.287015166E-003   0.000000000E+000
   0.85352927017834368E-008  -0.186626188E-003   0.000000000E+000
   0.85661060328368066E-008   0.718579686E-004   0.000000000E+000
   0.85969193638901764E-008   0.243104776E-003   0.000000000E+000
   0.86277326949435462E-008   0.192100983E-003   0.000000000E+000
   0.86585460259969160E-008  -0.807046308E-005   0.000000000E+000
   0.86893593570502858E-008  -0.181868585E-003   0.000000000E+000
   0.87201726881036556E-008  -0.203322837E-003   0.000000000E+000
   0.87509860191570255E-008  -0.647085253E-004   0.000000000E+000
   0.87817993502103953E-008   0.131135777E-003   0.000000000E+000
   0.88126126812637651E-008   0.226576754E-003   0.000000000E+000
   0.88434260123171349E-008   0.123424339E-003   0.000000000E+000
   0.88742393433705047E-008  -0.103774175E-003   0.000000000E+000
   0.89050526744238745E-008  -0.242027105E-003   0.000000000E+000
   0.89358660054772443E-008  -0.147669052E-003   0.000000000E+000
   0.89666793365306141E-008   0.876132690E-004   0.000000000E+000
   0.89974926675839839E-008   0.227851007E-003   0.000000000E+000
   0.90283059986373537E-008   0.147761166E-003   0.000000000E+000
   0.90591193296907235E-008  -0.514411659E-004   0.000000000E+000
   0.90899326607440933E-008  -0.179928844E-003   0.000000000E+000
   0.91207459917974631E-008  -0.150550957E-003   0.000000000E+000
   0.91515593228508330E-008  -0.141447526E-004   0.000000000E+000
   0.91823726539042028E-008   0.125405393E-003   0.000000000E+000
   0.92131859849575726E-008   0.176099624E-003   0.000000000E+000
   0.92439993160109424E-008   0.892577445E-004   0.000000000E+000
   0.92748126470643122E-008  -0.899088263E-004   0.000000000E+000
   0.93056259781176820E-008  -0.211565915E-003   0.000000000E+000
   0.93364393091710518E-008  -0.142499644E-003   0.000000000E+000
   0.93672526402244216E-008   0.729937310E-004   0.000000000E+000
   0.93980659712777914E-008   0.227822835E-003   0.000000000E+000
   0.94288793023311612E-008   0.166666752E-003   0.000000000E+000
   0.94596926333845310E-008  -0.461896852E-004   0.000000000E+000
   0.94905059644379008E-008  -0.205254008E-003   0.000000000E+000
   0.95213192954912707E-008  -0.178936883E-003   0.000000000E+000
   0.95521326265446405E-008  -0.112962880E-004   0.000000000E+000
   0.95829459575980103E-008   0.155365604E-003   0.000000000E+000
   0.96137592886513801E-008   0.201381219E-003   0.000000000E+000
   0.96445726197047499E-008   0.919965605E-004   0.000000000E+000
   0.96753859507581197E-008  -0.103413789E-003   0.000000000E+000
   0.97061992818114895E-008  -0.232519029E-003   0.000000000E+000
   0.97370126128648593E-008  -0.166018173E-003   0.000000000E+000
   0.97678259439182291E-008   0.626357360E-004   0.000000000E+000
   0.97986392749715989E-008   0.250827579E-003   0.000000000E+000
   0.98294526060249687E-008   0.213813677E-003   0.000000000E+000
   0.98602659370783385E-008  -0.204242388E-004   0.000000000E+000
   0.98910792681317083E-008  -0.234343053E-003   0.000000000E+000
   0.99218925991850782E-008  -0.238194596E-003   0.000000000E+000
   0.99527059302384480E-008  -0.411152141E-004   0.000000000E+000
   0.99835192612918178E-008   0.182243370E-003   0.000000000E+000
   0.10014332592345188E-007   0.254115817E-003   0.000000000E+000
   0.10045145923398557E-007   0.122901984E-003   0.000000000E+000
   0.10075959254451927E-007  -0.112098744E-003   0.000000000E+000
   0.10106772585505297E-007  -0.267540338E-003   0.000000000E+000
   0.10137585916558667E-007  -0.205562857E-003   0.000000000E+000
   0.10168399247612037E-007   0.414623937E-004   0.000000000E+000
   0.10199212578665406E-007   0.269282173E-003   0.000000000E+000
   0.10230025909718776E-007   0.269414479E-003   0.000000000E+000
   0.10260839240772146E-007   0.290190364E-004   0.000000000E+000
   0.10291652571825516E-007  -0.243881790E-003   0.000000000E+000
   0.10322465902878886E-007  -0.308324350E-003   0.000000000E+000
   0.10353279233932255E-007  -0.107795204E-003   0.000000000E+000
   0.10384092564985625E-007   0.186379330E-003   0.000000000E+000
   0.10414905896038995E-007   0.327607122E-003   0.000000000E+000
   0.10445719227092365E-007   0.196800553E-003   0.000000000E+000
   0.10476532558145735E-007  -0.104225372E-003   0.000000000E+000
   0.10507345889199105E-007  -0.330129056E-003   0.000000000E+000
   0.10538159220252474E-007  -0.284651527E-003   0.000000000E+000
   0.10568972551305844E-007   0.107563974E-004   0.000000000E+000
   0.10599785882359214E-007   0.315007928E-003   0.000000000E+000
   0.10630599213412584E-007   0.359704718E-003   0.000000000E+000
   0.10661412544465954E-007   0.889297226E-004   0.000000000E+000
   0.10692225875519323E-007  -0.272068690E-003   0.000000000E+000
   0.10723039206572693E-007  -0.403595681E-003   0.000000000E+000
   0.10753852537626063E-007  -0.178676113E-003   0.000000000E+000
   0.10784665868679433E-007   0.214249783E-003   0.000000000E+000
   0.10815479199732803E-007   0.433748035E-003   0.000000000E+000
   0.10846292530786172E-007   0.287404488E-003   0.000000000E+000
   0.10877105861839542E-007  -0.993777649E-004   0.000000000E+000
   0.10907919192892912E-007  -0.392747548E-003   0.000000000E+000
   0.10938732523946282E-007  -0.335797755E-003   0.000000000E+000
   0.10969545854999652E-007   0.332631171E-004   0.000000000E+000
   0.11000359186053021E-007   0.408957974E-003   0.000000000E+000
   0.11031172517106391E-007   0.471905252E-003   0.000000000E+000
   0.11061985848159761E-007   0.163476827E-003   0.000000000E+000
   0.11092799179213131E-007  -0.252891827E-003   0.000000000E+000
   0.11123612510266501E-007  -0.411362504E-003   0.000000000E+000
   0.11154425841319870E-007  -0.164771831E-003   0.000000000E+000
   0.11185239172373240E-007   0.277911662E-003   0.000000000E+000
   0.11216052503426610E-007   0.528409786E-003   0.000000000E+000
   0.11246865834479980E-007   0.357870129E-003   0.000000000E+000
   0.11277679165533350E-007  -0.102184160E-003   0.000000000E+000
   0.11308492496586720E-007  -0.473439955E-003   0.000000000E+000
   0.11339305827640089E-007  -0.458973140E-003   0.000000000E+000
   0.11370119158693459E-007  -0.100617646E-003   0.000000000E+000
   0.11400932489746829E-007   0.257758074E-003   0.000000000E+000
   0.11431745820800199E-007   0.269696553E-003   0.000000000E+000
   0.11462559151853569E-007  -0.111979723E-003   0.000000000E+000
   0.11493372482906938E-007  -0.593399105E-003   0.000000000E+000
   0.11524185813960308E-007  -0.791394094E-003   0.000000000E+000
   0.11554999145013678E-007  -0.556808256E-003   0.000000000E+000
   0.11585812476067048E-007  -0.929615053E-004   0.000000000E+000
   0.11616625807120418E-007   0.222972099E-003   0.000000000E+000
   0.11647439138173787E-007   0.158197203E-003   0.000000000E+000
   0.11678252469227157E-007  -0.181937226E-003   0.000000000E+000
   0.11709065800280527E-007  -0.441914599E-003   0.000000000E+000
   0.11739879131333897E-007  -0.316554040E-003   0.000000000E+000
   0.11770692462387267E-007   0.181037176E-003   0.000000000E+000
   0.11801505793440636E-007   0.715155271E-003   0.000000000E+000
   0.11832319124494006E-007   0.903860782E-003   0.000000000E+000
   0.11863132455547376E-007   0.642667175E-003   0.000000000E+000
   0.11893945786600746E-007   0.188137055E-003   0.000000000E+000
   0.11924759117654116E-007  -0.721573015E-004   0.000000000E+000
   0.11955572448707485E-007   0.474194821E-004   0.000000000E+000
   0.11986385779760855E-007   0.385242165E-003   0.000000000E+000
   0.12017199110814225E-007   0.582389242E-003   0.000000000E+000
   0.12048012441867595E-007   0.386455155E-003   0.000000000E+000
   0.12078825772920965E-007  -0.135241542E-003   0.000000000E+000
   0.12109639103974335E-007  -0.633879390E-003   0.000000000E+000
   0.12140452435027704E-007  -0.746604521E-003   0.000000000E+000
   0.12171265766081074E-007  -0.396799122E-003   0.000000000E+000
   0.12202079097134444E-007   0.122787023E-003   0.000000000E+000
   0.12232892428187814E-007   0.383989740E-003   0.000000000E+000
   0.12263705759241184E-007   0.194322565E-003   0.000000000E+000
   0.12294519090294553E-007  -0.230441990E-003   0.000000000E+000
   0.12325332421347923E-007  -0.464759127E-003   0.000000000E+000
   0.12356145752401293E-007  -0.262977090E-003   0.000000000E+000
   0.12386959083454663E-007   0.222445233E-003   0.000000000E+000
   0.12417772414508033E-007   0.582051231E-003   0.000000000E+000
   0.12448585745561402E-007   0.502336596E-003   0.000000000E+000
   0.12479399076614772E-007   0.219673093E-004   0.000000000E+000
   0.12510212407668142E-007  -0.500549097E-003   0.000000000E+000
   0.12541025738721512E-007  -0.666392734E-003   0.000000000E+000
   0.12571839069774882E-007  -0.353646727E-003   0.000000000E+000
   0.12602652400828251E-007   0.169636245E-003   0.000000000E+000
   0.12633465731881621E-007   0.452134991E-003   0.000000000E+000
   0.12664279062934991E-007   0.247493037E-003   0.000000000E+000
   0.12695092393988361E-007  -0.251977821E-003   0.000000000E+000
   0.12725905725041731E-007  -0.576722086E-003   0.000000000E+000
   0.12756719056095100E-007  -0.409766886E-003   0.000000000E+000
   0.12787532387148470E-007   0.120334007E-003   0.000000000E+000
   0.12818345718201840E-007   0.561436813E-003   0.000000000E+000
   0.12849159049255210E-007   0.545002054E-003   0.000000000E+000
   0.12879972380308580E-007   0.952044211E-004   0.000000000E+000
   0.12910785711361950E-007  -0.411285582E-003   0.000000000E+000
   0.12941599042415319E-007  -0.562357774E-003   0.000000000E+000
   0.12972412373468689E-007  -0.236336811E-003   0.000000000E+000
   0.13003225704522059E-007   0.300718326E-003   0.000000000E+000
   0.13034039035575429E-007   0.599678431E-003   0.000000000E+000
   0.13064852366628799E-007   0.399813231E-003   0.000000000E+000
   0.13095665697682168E-007  -0.128214364E-003   0.000000000E+000
   0.13126479028735538E-007  -0.510408310E-003   0.000000000E+000
   0.13157292359788908E-007  -0.393433787E-003   0.000000000E+000
   0.13188105690842278E-007   0.123577134E-003   0.000000000E+000
   0.13218919021895648E-007   0.578829669E-003   0.000000000E+000
   0.13249732352949017E-007   0.573732250E-003   0.000000000E+000
   0.13280545684002387E-007   0.121434889E-003   0.000000000E+000
   0.13311359015055757E-007  -0.390168658E-003   0.000000000E+000
   0.13342172346109127E-007  -0.545473944E-003   0.000000000E+000
   0.13372985677162497E-007  -0.236153079E-003   0.000000000E+000
   0.13403799008215866E-007   0.268689066E-003   0.000000000E+000
   0.13434612339269236E-007   0.541347894E-003   0.000000000E+000
   0.13465425670322606E-007   0.337229576E-003   0.000000000E+000
   0.13496239001375976E-007  -0.191356346E-003   0.000000000E+000
   0.13527052332429346E-007  -0.600403640E-003   0.000000000E+000
   0.13557865663482715E-007  -0.531562371E-003   0.000000000E+000
   0.13588678994536085E-007  -0.421873992E-004   0.000000000E+000
   0.13619492325589455E-007   0.437261217E-003   0.000000000E+000
   0.13650305656642825E-007   0.496829802E-003   0.000000000E+000
   0.13681118987696195E-007   0.113303337E-003   0.000000000E+000
   0.13711932318749565E-007  -0.353665382E-003   0.000000000E+000
   0.13742745649802934E-007  -0.498717534E-003   0.000000000E+000
   0.13773558980856304E-007  -0.210000173E-003   0.000000000E+000
   0.13804372311909674E-007   0.263340218E-003   0.000000000E+000
   0.13835185642963044E-007   0.527338358E-003   0.000000000E+000
   0.13865998974016414E-007   0.358442252E-003   0.000000000E+000
   0.13896812305069783E-007  -0.110671506E-003   0.000000000E+000
   0.13927625636123153E-007  -0.484209158E-003   0.000000000E+000
   0.13958438967176523E-007  -0.432590721E-003   0.000000000E+000
   0.13989252298229893E-007   0.634265598E-005   0.000000000E+000
   0.14020065629283263E-007   0.444952864E-003   0.000000000E+000
   0.14050878960336632E-007   0.493028318E-003   0.000000000E+000
   0.14081692291390002E-007   0.110645517E-003   0.000000000E+000
   0.14112505622443372E-007  -0.368260313E-003   0.000000000E+000
   0.14143318953496742E-007  -0.542421651E-003   0.000000000E+000
   0.14174132284550112E-007  -0.278260413E-003   0.000000000E+000
   0.14204945615603481E-007   0.203314004E-003   0.000000000E+000
   0.14235758946656851E-007   0.517378212E-003   0.000000000E+000
   0.14266572277710221E-007   0.414621987E-003   0.000000000E+000
   0.14297385608763591E-007  -0.225005206E-004   0.000000000E+000
   0.14328198939816961E-007  -0.434315443E-003   0.000000000E+000
   0.14359012270870330E-007  -0.474728906E-003   0.000000000E+000
   0.14389825601923700E-007  -0.114526891E-003   0.000000000E+000
   0.14420638932977070E-007   0.326270907E-003   0.000000000E+000
   0.14451452264030440E-007   0.468743499E-003   0.000000000E+000
   0.14482265595083810E-007   0.213916326E-003   0.000000000E+000
   0.14513078926137180E-007  -0.193289103E-003   0.000000000E+000
   0.14543892257190549E-007  -0.407192332E-003   0.000000000E+000
   0.14574705588243919E-007  -0.274302816E-003   0.000000000E+000
   0.14605518919297289E-007   0.711561006E-004   0.000000000E+000
   0.14636332250350659E-007   0.338698854E-003   0.000000000E+000
   0.14667145581404029E-007   0.309893163E-003   0.000000000E+000
   0.14697958912457398E-007   0.931927934E-005   0.000000000E+000
   0.14728772243510768E-007  -0.302070606E-003   0.000000000E+000
   0.14759585574564138E-007  -0.338664307E-003   0.000000000E+000
   0.14790398905617508E-007  -0.563747599E-004   0.000000000E+000
   0.14821212236670878E-007   0.285864982E-003   0.000000000E+000
   0.14852025567724247E-007   0.365038897E-003   0.000000000E+000
   0.14882838898777617E-007   0.107071683E-003   0.000000000E+000
   0.14913652229830987E-007  -0.249147823E-003   0.000000000E+000
   0.14944465560884357E-007  -0.388748624E-003   0.000000000E+000
   0.14975278891937727E-007  -0.199904229E-003   0.000000000E+000
   0.15006092222991096E-007   0.157563481E-003   0.000000000E+000
   0.15036905554044466E-007   0.400017598E-003   0.000000000E+000
   0.15067718885097836E-007   0.330528826E-003   0.000000000E+000
   0.15098532216151206E-007  -0.180502830E-004   0.000000000E+000
   0.15129345547204576E-007  -0.383295264E-003   0.000000000E+000
   0.15160158878257946E-007  -0.453777291E-003   0.000000000E+000
   0.15190972209311315E-007  -0.139555894E-003   0.000000000E+000
   0.15221785540364685E-007   0.310133822E-003   0.000000000E+000
   0.15252598871418055E-007   0.507178716E-003   0.000000000E+000
   0.15283412202471425E-007   0.281608925E-003   0.000000000E+000
   0.15314225533524795E-007  -0.165268750E-003   0.000000000E+000
   0.15345038864578164E-007  -0.461085147E-003   0.000000000E+000
   0.15375852195631534E-007  -0.389756227E-003   0.000000000E+000
   0.15406665526684904E-007  -0.340049155E-004   0.000000000E+000
   0.15437478857738274E-007   0.332012976E-003   0.000000000E+000
   0.15468292188791644E-007   0.447213533E-003   0.000000000E+000
   0.15499105519845013E-007   0.226898555E-003   0.000000000E+000
   0.15529918850898383E-007  -0.172411266E-003   0.000000000E+000
   0.15560732181951753E-007  -0.439627969E-003   0.000000000E+000
   0.15591545513005123E-007  -0.348076719E-003   0.000000000E+000
   0.15622358844058493E-007   0.279941887E-004   0.000000000E+000
   0.15653172175111862E-007   0.359616679E-003   0.000000000E+000
   0.15683985506165232E-007   0.368412875E-003   0.000000000E+000
   0.15714798837218602E-007   0.813693623E-004   0.000000000E+000
   0.15745612168271972E-007  -0.228543300E-003   0.000000000E+000
   0.15776425499325342E-007  -0.318311126E-003   0.000000000E+000
   0.15807238830378711E-007  -0.160852971E-003   0.000000000E+000
   0.15838052161432081E-007   0.928016962E-004   0.000000000E+000
   0.15868865492485451E-007   0.254807586E-003   0.000000000E+000
   0.15899678823538821E-007   0.212234183E-003   0.000000000E+000
   0.15930492154592191E-007  -0.567804091E-005   0.000000000E+000
   0.15961305485645561E-007  -0.221786031E-003   0.000000000E+000
   0.15992118816698930E-007  -0.233914368E-003   0.000000000E+000
   0.16022932147752300E-007  -0.162790529E-004   0.000000000E+000
   0.16053745478805670E-007   0.220319736E-003   0.000000000E+000
   0.16084558809859040E-007   0.231407452E-003   0.000000000E+000
   0.16115372140912410E-007   0.387156615E-005   0.000000000E+000
   0.16146185471965779E-007  -0.227813813E-003   0.000000000E+000
   0.16176998803019149E-007  -0.233955987E-003   0.000000000E+000
   0.16207812134072519E-007  -0.159331103E-004   0.000000000E+000
   0.16238625465125889E-007   0.221815149E-003   0.000000000E+000
   0.16269438796179259E-007   0.272771227E-003   0.000000000E+000
   0.16300252127232628E-007   0.876854901E-004   0.000000000E+000
