t              AirBox.fdtd_Point probe A_Ez_25_50_13.dat       incid
   0.13249732352949017E-008   0.162054093E-006  -0.297523357E-007
   0.13557865663482715E-008   0.243081132E-006  -0.336039676E-007
   0.13865998974016414E-008   0.364621712E-006  -0.371089826E-007
   0.14174132284550112E-008   0.688729870E-006  -0.400996214E-007
   0.14482265595083810E-008   0.125591919E-005  -0.421634887E-007
   0.14790398905617508E-008   0.210670305E-005  -0.432847251E-007
   0.15098532216151206E-008   0.328159513E-005  -0.434629328E-007
   0.15406665526684904E-008   0.498316285E-005  -0.426916493E-007
   0.15714798837218602E-008   0.765705590E-005  -0.409993071E-007
   0.16022932147752300E-008   0.115868679E-004  -0.382962426E-007
   0.16331065458285998E-008   0.169346531E-004  -0.349641027E-007
   0.16639198768819696E-008   0.239840065E-004  -0.312226760E-007
   0.16947332079353394E-008   0.332008349E-004  -0.272387073E-007
   0.17255465389887092E-008   0.450510415E-004  -0.231773054E-007
   0.17563598700420791E-008   0.595953970E-004  -0.192746761E-007
   0.17871732010954489E-008   0.765705627E-004  -0.156833178E-007
   0.18179865321488187E-008   0.954397401E-004  -0.124567876E-007
   0.18487998632021885E-008   0.115433162E-003  -0.963681579E-008
   0.18796131942555583E-008   0.135289854E-003  -0.724514315E-008
   0.19104265253089281E-008   0.152999331E-003  -0.537625322E-008
   0.19412398563622979E-008   0.165892765E-003  -0.390680732E-008
   0.19720531874156677E-008   0.171068372E-003  -0.275977508E-008
   0.20028665184690375E-008   0.165905425E-003  -0.189019578E-008
   0.20336798495224073E-008   0.148380801E-003  -0.125246269E-008
   0.20644931805757771E-008   0.117126518E-003  -0.831156199E-009
   0.20953065116291469E-008   0.714715716E-004  -0.540506306E-009
   0.21261198426825167E-008   0.118435819E-004  -0.339476475E-009
   0.21569331737358866E-008  -0.594203339E-004  -0.205509415E-009
   0.21877465047892564E-008  -0.137490366E-003  -0.119741758E-009
   0.22185598358426262E-008  -0.215626642E-003  -0.712263651E-010
   0.22493731668959960E-008  -0.286871364E-003  -0.415322221E-010
   0.22801864979493658E-008  -0.345330744E-003  -0.231814394E-010
   0.23109998290027356E-008  -0.385808729E-003  -0.123831171E-010
   0.23418131600561054E-008  -0.403051323E-003  -0.633157112E-011
   0.23726264911094752E-008  -0.393289491E-003  -0.338371844E-011
   0.24034398221628450E-008  -0.357916695E-003  -0.177243441E-011
   0.24342531532162148E-008  -0.304659101E-003  -0.878572117E-012
   0.24650664842695846E-008  -0.242531838E-003  -0.413456135E-012
   0.24958798153229544E-008  -0.174681365E-003  -0.185174372E-012
   0.25266931463763243E-008  -0.984507788E-004  -0.891210391E-013
   0.25575064774296941E-008  -0.149869666E-004  -0.420085753E-013
   0.25883198084830639E-008   0.627670306E-004  -0.184773224E-013
   0.26191331395364337E-008   0.116514435E-003  -0.764820776E-014
   0.26499464705898035E-008   0.139534357E-003  -0.299544604E-014
   0.26807598016431733E-008   0.144135862E-003  -0.130141382E-014
   0.27115731326965431E-008   0.148047126E-003  -0.552901392E-015
   0.27423864637499129E-008   0.154610228E-003  -0.215588546E-015
   0.27731997948032827E-008   0.152005057E-003  -0.783706977E-016
   0.28040131258566525E-008   0.133336085E-003  -0.268021126E-016
   0.28348264569100223E-008   0.110436493E-003  -0.105373769E-016
   0.28656397879633921E-008   0.100441917E-003  -0.404065901E-017
   0.28964531190167619E-008   0.101336052E-003  -0.139523418E-017
   0.29272664500701318E-008   0.911709722E-004  -0.444785769E-018
   0.29580797811235016E-008   0.565723421E-004  -0.132649100E-018
   0.29888931121768714E-008   0.153243709E-004  -0.473072089E-019
   0.30197064432302412E-008   0.125746737E-005  -0.163941656E-019
   0.30505197742836110E-008   0.261907226E-004  -0.500724979E-020
   0.30813331053369808E-008   0.636218465E-004   0.000000000E+000
   0.31121464363903506E-008   0.736715156E-004   0.000000000E+000
   0.31429597674437204E-008   0.416469520E-004   0.000000000E+000
   0.31737730984970902E-008  -0.910445306E-005   0.000000000E+000
   0.32045864295504600E-008  -0.386722386E-004   0.000000000E+000
   0.32353997606038298E-008  -0.238577486E-004   0.000000000E+000
   0.32662130916571996E-008   0.227247911E-004   0.000000000E+000
   0.32970264227105694E-008   0.605067144E-004   0.000000000E+000
   0.33278397537639393E-008   0.533885941E-004   0.000000000E+000
   0.33586530848173091E-008   0.492077379E-005   0.000000000E+000
   0.33894664158706789E-008  -0.392916445E-004   0.000000000E+000
   0.34202797469240487E-008  -0.354677795E-004   0.000000000E+000
   0.34510930779774185E-008   0.865010588E-005   0.000000000E+000
   0.34819064090307883E-008   0.395711868E-004   0.000000000E+000
   0.35127197400841581E-008   0.214609900E-004   0.000000000E+000
   0.35435330711375279E-008  -0.185934587E-004   0.000000000E+000
   0.35743464021908977E-008  -0.258531163E-004   0.000000000E+000
   0.36051597332442675E-008   0.791513048E-005   0.000000000E+000
   0.36359730642976373E-008   0.312819466E-004   0.000000000E+000
   0.36667863953510071E-008   0.305243520E-005   0.000000000E+000
   0.36975997264043770E-008  -0.481886673E-004   0.000000000E+000
   0.37284130574577468E-008  -0.584600639E-004   0.000000000E+000
   0.37592263885111166E-008  -0.123912905E-004   0.000000000E+000
   0.37900397195644864E-008   0.358893521E-004   0.000000000E+000
   0.38208530506178562E-008   0.305877038E-004   0.000000000E+000
   0.38516663816712260E-008  -0.214595639E-004   0.000000000E+000
   0.38824797127245958E-008  -0.676512136E-004   0.000000000E+000
   0.39132930437779656E-008  -0.714894486E-004   0.000000000E+000
   0.39441063748313354E-008  -0.380459023E-004   0.000000000E+000
   0.39749197058847052E-008   0.767710299E-005   0.000000000E+000
   0.40057330369380750E-008   0.399777891E-004   0.000000000E+000
   0.40365463679914448E-008   0.348489302E-004   0.000000000E+000
   0.40673596990448146E-008  -0.132473906E-004   0.000000000E+000
   0.40981730300981845E-008  -0.657278142E-004   0.000000000E+000
   0.41289863611515543E-008  -0.606247231E-004   0.000000000E+000
   0.41597996922049241E-008   0.157926734E-004   0.000000000E+000
   0.41906130232582939E-008   0.957894226E-004   0.000000000E+000
   0.42214263543116637E-008   0.993130234E-004   0.000000000E+000
   0.42522396853650335E-008   0.301114633E-004   0.000000000E+000
   0.42830530164184033E-008  -0.289430973E-004   0.000000000E+000
   0.43138663474717731E-008  -0.185344870E-004   0.000000000E+000
   0.43446796785251429E-008   0.334986289E-004   0.000000000E+000
   0.43754930095785127E-008   0.648244240E-004   0.000000000E+000
   0.44063063406318825E-008   0.594085977E-004   0.000000000E+000
   0.44371196716852523E-008   0.436848277E-004   0.000000000E+000
   0.44679330027386222E-008   0.273010319E-004   0.000000000E+000
   0.44987463337919920E-008  -0.375443233E-005   0.000000000E+000
   0.45295596648453618E-008  -0.372880531E-004   0.000000000E+000
   0.45603729958987316E-008  -0.298913183E-004   0.000000000E+000
   0.45911863269521014E-008   0.255200939E-004   0.000000000E+000
   0.46219996580054712E-008   0.669814326E-004   0.000000000E+000
   0.46528129890588410E-008   0.367602042E-004   0.000000000E+000
   0.46836263201122108E-008  -0.352159477E-004   0.000000000E+000
   0.47144396511655806E-008  -0.655070035E-004   0.000000000E+000
   0.47452529822189504E-008  -0.270729070E-004   0.000000000E+000
   0.47760663132723202E-008   0.218499190E-004   0.000000000E+000
   0.48068796443256900E-008   0.257008396E-004   0.000000000E+000
   0.48376929753790598E-008   0.379021003E-006   0.000000000E+000
   0.48685063064324297E-008  -0.115320963E-004   0.000000000E+000
   0.48993196374857995E-008  -0.123238788E-004   0.000000000E+000
   0.49301329685391693E-008  -0.302482458E-004   0.000000000E+000
   0.49609462995925391E-008  -0.530701582E-004   0.000000000E+000
   0.49917596306459089E-008  -0.383431616E-004   0.000000000E+000
   0.50225729616992787E-008   0.850007564E-005   0.000000000E+000
   0.50533862927526485E-008   0.224551950E-004   0.000000000E+000
   0.50841996238060183E-008  -0.305272406E-004   0.000000000E+000
   0.51150129548593881E-008  -0.955025098E-004   0.000000000E+000
   0.51458262859127579E-008  -0.995948867E-004   0.000000000E+000
   0.51766396169661277E-008  -0.514209351E-004   0.000000000E+000
   0.52074529480194975E-008  -0.221458704E-004   0.000000000E+000
   0.52382662790728673E-008  -0.421126460E-004   0.000000000E+000
   0.52690796101262372E-008  -0.702954494E-004   0.000000000E+000
   0.52998929411796070E-008  -0.702027100E-004   0.000000000E+000
   0.53307062722329768E-008  -0.605117966E-004   0.000000000E+000
   0.53615196032863466E-008  -0.646384942E-004   0.000000000E+000
   0.53923329343397164E-008  -0.574852202E-004   0.000000000E+000
   0.54231462653930862E-008  -0.818465196E-005   0.000000000E+000
   0.54539595964464560E-008   0.528299970E-004   0.000000000E+000
   0.54847729274998258E-008   0.657016717E-004   0.000000000E+000
   0.55155862585531956E-008   0.338629397E-004   0.000000000E+000
   0.55463995896065654E-008   0.288468509E-004   0.000000000E+000
   0.55772129206599352E-008   0.888413779E-004   0.000000000E+000
   0.56080262517133050E-008   0.161860225E-003   0.000000000E+000
   0.56388395827666749E-008   0.179593131E-003   0.000000000E+000
   0.56696529138200447E-008   0.148647334E-003   0.000000000E+000
   0.57004662448734145E-008   0.125921040E-003   0.000000000E+000
   0.57312795759267843E-008   0.129032516E-003   0.000000000E+000
   0.57620929069801541E-008   0.123894977E-003   0.000000000E+000
   0.57929062380335239E-008   0.943796476E-004   0.000000000E+000
   0.58237195690868937E-008   0.685910782E-004   0.000000000E+000
   0.58545329001402635E-008   0.619081329E-004   0.000000000E+000
   0.58853462311936333E-008   0.434547037E-004   0.000000000E+000
   0.59161595622470031E-008  -0.937886580E-005   0.000000000E+000
   0.59469728933003729E-008  -0.600606800E-004   0.000000000E+000
   0.59777862243537427E-008  -0.594507328E-004   0.000000000E+000
   0.60085995554071125E-008  -0.221040282E-004   0.000000000E+000
   0.60394128864604824E-008  -0.823155278E-005   0.000000000E+000
   0.60702262175138522E-008  -0.350243936E-004   0.000000000E+000
   0.61010395485672220E-008  -0.549812794E-004   0.000000000E+000
   0.61318528796205918E-008  -0.328616989E-004   0.000000000E+000
   0.61626662106739616E-008   0.196119800E-005   0.000000000E+000
   0.61934795417273314E-008   0.631885996E-005   0.000000000E+000
   0.62242928727807012E-008  -0.107441847E-004   0.000000000E+000
   0.62551062038340710E-008  -0.119234228E-004   0.000000000E+000
   0.62859195348874408E-008   0.200540580E-005   0.000000000E+000
   0.63167328659408106E-008  -0.294200709E-005   0.000000000E+000
   0.63475461969941804E-008  -0.302715162E-004   0.000000000E+000
   0.63783595280475502E-008  -0.437016024E-004   0.000000000E+000
   0.64091728591009200E-008  -0.297553051E-004   0.000000000E+000
   0.64399861901542899E-008  -0.226342127E-004   0.000000000E+000
   0.64707995212076597E-008  -0.445224578E-004   0.000000000E+000
   0.65016128522610295E-008  -0.630326685E-004   0.000000000E+000
   0.65324261833143993E-008  -0.435630282E-004   0.000000000E+000
   0.65632395143677691E-008  -0.113177412E-004   0.000000000E+000
   0.65940528454211389E-008  -0.147380333E-004   0.000000000E+000
   0.66248661764745087E-008  -0.462842072E-004   0.000000000E+000
   0.66556795075278785E-008  -0.519477289E-004   0.000000000E+000
   0.66864928385812483E-008  -0.161055759E-004   0.000000000E+000
   0.67173061696346181E-008   0.152235152E-004   0.000000000E+000
   0.67481195006879879E-008   0.682737937E-005   0.000000000E+000
   0.67789328317413577E-008  -0.168324041E-004   0.000000000E+000
   0.68097461627947276E-008  -0.181804317E-004   0.000000000E+000
   0.68405594938480974E-008  -0.359667047E-005   0.000000000E+000
   0.68713728249014672E-008  -0.900201940E-006   0.000000000E+000
   0.69021861559548370E-008  -0.632776801E-005   0.000000000E+000
   0.69329994870082068E-008   0.508050971E-005   0.000000000E+000
   0.69638128180615766E-008   0.261992609E-004   0.000000000E+000
   0.69946261491149464E-008   0.186668694E-004   0.000000000E+000
   0.70254394801683162E-008  -0.231291197E-004   0.000000000E+000
   0.70562528112216860E-008  -0.473887158E-004   0.000000000E+000
   0.70870661422750558E-008  -0.131099187E-004   0.000000000E+000
   0.71178794733284256E-008   0.425245198E-004   0.000000000E+000
   0.71486928043817954E-008   0.474230692E-004   0.000000000E+000
   0.71795061354351652E-008  -0.387645923E-005   0.000000000E+000
   0.72103194664885351E-008  -0.423121855E-004   0.000000000E+000
   0.72411327975419049E-008  -0.253206035E-004   0.000000000E+000
   0.72719461285952747E-008   0.928629197E-005   0.000000000E+000
   0.73027594596486445E-008   0.151868662E-004   0.000000000E+000
   0.73335727907020143E-008   0.695722338E-005   0.000000000E+000
   0.73643861217553841E-008   0.137276329E-004   0.000000000E+000
   0.73951994528087539E-008   0.145742351E-004   0.000000000E+000
   0.74260127838621237E-008  -0.176206740E-004   0.000000000E+000
   0.74568261149154935E-008  -0.455687405E-004   0.000000000E+000
   0.74876394459688633E-008  -0.151256718E-004   0.000000000E+000
   0.75184527770222331E-008   0.458857357E-004   0.000000000E+000
   0.75492661080756029E-008   0.537959095E-004   0.000000000E+000
   0.75800794391289728E-008  -0.655937038E-005   0.000000000E+000
   0.76108927701823426E-008  -0.562172390E-004   0.000000000E+000
   0.76417061012357124E-008  -0.357989557E-004   0.000000000E+000
   0.76725194322890822E-008   0.183640150E-004   0.000000000E+000
   0.77033327633424520E-008   0.391268040E-004   0.000000000E+000
   0.77341460943958218E-008   0.184621076E-004   0.000000000E+000
   0.77649594254491916E-008  -0.512181214E-005   0.000000000E+000
   0.77957727565025614E-008  -0.135089194E-004   0.000000000E+000
   0.78265860875559312E-008  -0.183131124E-004   0.000000000E+000
   0.78573994186093010E-008  -0.193931955E-004   0.000000000E+000
   0.78882127496626708E-008  -0.173742592E-006   0.000000000E+000
   0.79190260807160406E-008   0.312017801E-004   0.000000000E+000
   0.79498394117694104E-008   0.353099385E-004   0.000000000E+000
   0.79806527428227803E-008  -0.355656812E-005   0.000000000E+000
   0.80114660738761501E-008  -0.431081899E-004   0.000000000E+000
   0.80422794049295199E-008  -0.331463307E-004   0.000000000E+000
   0.80730927359828897E-008   0.148858417E-004   0.000000000E+000
   0.81039060670362595E-008   0.413775451E-004   0.000000000E+000
   0.81347193980896293E-008   0.179685467E-004   0.000000000E+000
   0.81655327291429991E-008  -0.198427533E-004   0.000000000E+000
   0.81963460601963689E-008  -0.269638495E-004   0.000000000E+000
   0.82271593912497387E-008  -0.541396003E-005   0.000000000E+000
   0.82579727223031085E-008   0.117286290E-004   0.000000000E+000
   0.82887860533564783E-008   0.110909259E-004   0.000000000E+000
   0.83195993844098481E-008   0.638828169E-005   0.000000000E+000
   0.83504127154632179E-008   0.427306168E-005   0.000000000E+000
   0.83812260465165878E-008  -0.566996459E-005   0.000000000E+000
   0.84120393775699576E-008  -0.210334474E-004   0.000000000E+000
   0.84428527086233274E-008  -0.168374972E-004   0.000000000E+000
   0.84736660396766972E-008   0.143360157E-004   0.000000000E+000
   0.85044793707300670E-008   0.362924475E-004   0.000000000E+000
   0.85352927017834368E-008   0.143804209E-004   0.000000000E+000
   0.85661060328368066E-008  -0.278897460E-004   0.000000000E+000
   0.85969193638901764E-008  -0.354770491E-004   0.000000000E+000
   0.86277326949435462E-008  -0.543437636E-006   0.000000000E+000
   0.86585460259969160E-008   0.274312879E-004   0.000000000E+000
   0.86893593570502858E-008   0.163996228E-004   0.000000000E+000
   0.87201726881036556E-008  -0.668288158E-005   0.000000000E+000
   0.87509860191570255E-008  -0.748890488E-005   0.000000000E+000
   0.87817993502103953E-008   0.262800859E-005   0.000000000E+000
   0.88126126812637651E-008  -0.328729129E-005   0.000000000E+000
   0.88434260123171349E-008  -0.151814093E-004   0.000000000E+000
   0.88742393433705047E-008  -0.478197762E-005   0.000000000E+000
   0.89050526744238745E-008   0.191815361E-004   0.000000000E+000
   0.89358660054772443E-008   0.196359433E-004   0.000000000E+000
   0.89666793365306141E-008  -0.670036570E-005   0.000000000E+000
   0.89974926675839839E-008  -0.203743784E-004   0.000000000E+000
   0.90283059986373537E-008  -0.303218985E-005   0.000000000E+000
   0.90591193296907235E-008   0.126446812E-004   0.000000000E+000
   0.90899326607440933E-008  -0.200695467E-006   0.000000000E+000
   0.91207459917974631E-008  -0.153024921E-004   0.000000000E+000
   0.91515593228508330E-008   0.618218110E-006   0.000000000E+000
   0.91823726539042028E-008   0.256053936E-004   0.000000000E+000
   0.92131859849575726E-008   0.146787070E-004   0.000000000E+000
   0.92439993160109424E-008  -0.228306490E-004   0.000000000E+000
   0.92748126470643122E-008  -0.321437110E-004   0.000000000E+000
   0.93056259781176820E-008   0.179380004E-005   0.000000000E+000
   0.93364393091710518E-008   0.306645816E-004   0.000000000E+000
   0.93672526402244216E-008   0.175364858E-004   0.000000000E+000
   0.93980659712777914E-008  -0.116777737E-004   0.000000000E+000
   0.94288793023311612E-008  -0.164141748E-004   0.000000000E+000
   0.94596926333845310E-008  -0.223219195E-005   0.000000000E+000
   0.94905059644379008E-008   0.153839642E-005   0.000000000E+000
   0.95213192954912707E-008  -0.338376526E-005   0.000000000E+000
   0.95521326265446405E-008   0.516583623E-005   0.000000000E+000
   0.95829459575980103E-008   0.191661493E-004   0.000000000E+000
   0.96137592886513801E-008   0.786970577E-005   0.000000000E+000
   0.96445726197047499E-008  -0.236094493E-004   0.000000000E+000
   0.96753859507581197E-008  -0.298730392E-004   0.000000000E+000
   0.97061992818114895E-008   0.558446663E-005   0.000000000E+000
   0.97370126128648593E-008   0.376855896E-004   0.000000000E+000
   0.97678259439182291E-008   0.225875556E-004   0.000000000E+000
   0.97986392749715989E-008  -0.187428304E-004   0.000000000E+000
   0.98294526060249687E-008  -0.333155476E-004   0.000000000E+000
   0.98602659370783385E-008  -0.104546598E-004   0.000000000E+000
   0.98910792681317083E-008   0.143192228E-004   0.000000000E+000
   0.99218925991850782E-008   0.177985748E-004   0.000000000E+000
   0.99527059302384480E-008   0.114338854E-004   0.000000000E+000
   0.99835192612918178E-008   0.570915472E-005   0.000000000E+000
   0.10014332592345188E-007  -0.799090867E-005   0.000000000E+000
   0.10045145923398557E-007  -0.272732796E-004   0.000000000E+000
   0.10075959254451927E-007  -0.248741271E-004   0.000000000E+000
   0.10106772585505297E-007   0.106553671E-004   0.000000000E+000
   0.10137585916558667E-007   0.437145427E-004   0.000000000E+000
   0.10168399247612037E-007   0.314328936E-004   0.000000000E+000
   0.10199212578665406E-007  -0.163506993E-004   0.000000000E+000
   0.10230025909718776E-007  -0.464929435E-004   0.000000000E+000
   0.10260839240772146E-007  -0.292016812E-004   0.000000000E+000
   0.10291652571825516E-007   0.115680887E-004   0.000000000E+000
   0.10322465902878886E-007   0.359552796E-004   0.000000000E+000
   0.10353279233932255E-007   0.302776716E-004   0.000000000E+000
   0.10384092564985625E-007   0.486779209E-005   0.000000000E+000
   0.10414905896038995E-007  -0.243872819E-004   0.000000000E+000
   0.10445719227092365E-007  -0.385411258E-004   0.000000000E+000
   0.10476532558145735E-007  -0.209718837E-004   0.000000000E+000
   0.10507345889199105E-007   0.197458012E-004   0.000000000E+000
   0.10538159220252474E-007   0.452666427E-004   0.000000000E+000
   0.10568972551305844E-007   0.265792041E-004   0.000000000E+000
   0.10599785882359214E-007  -0.179391391E-004   0.000000000E+000
   0.10630599213412584E-007  -0.415395043E-004   0.000000000E+000
   0.10661412544465954E-007  -0.236110081E-004   0.000000000E+000
   0.10692225875519323E-007   0.113477672E-004   0.000000000E+000
   0.10723039206572693E-007   0.285859114E-004   0.000000000E+000
   0.10753852537626063E-007   0.195542361E-004   0.000000000E+000
   0.10784665868679433E-007  -0.545567673E-006   0.000000000E+000
   0.10815479199732803E-007  -0.154917943E-004   0.000000000E+000
   0.10846292530786172E-007  -0.182584099E-004   0.000000000E+000
   0.10877105861839542E-007  -0.878610626E-005   0.000000000E+000
   0.10907919192892912E-007   0.617546903E-005   0.000000000E+000
   0.10938732523946282E-007   0.142832396E-004   0.000000000E+000
   0.10969545854999652E-007   0.836376876E-005   0.000000000E+000
   0.11000359186053021E-007  -0.414585884E-005   0.000000000E+000
   0.11031172517106391E-007  -0.962006197E-005   0.000000000E+000
   0.11061985848159761E-007  -0.605742071E-005   0.000000000E+000
   0.11092799179213131E-007  -0.421936920E-005   0.000000000E+000
   0.11123612510266501E-007  -0.892703702E-005   0.000000000E+000
   0.11154425841319870E-007  -0.982091206E-005   0.000000000E+000
   0.11185239172373240E-007   0.106523657E-005   0.000000000E+000
   0.11216052503426610E-007   0.115844059E-004   0.000000000E+000
   0.11246865834479980E-007   0.349534548E-005   0.000000000E+000
   0.11277679165533350E-007  -0.191005820E-004   0.000000000E+000
   0.11308492496586720E-007  -0.310895302E-004   0.000000000E+000
   0.11339305827640089E-007  -0.183767734E-004   0.000000000E+000
   0.11370119158693459E-007   0.517689841E-005   0.000000000E+000
   0.11400932489746829E-007   0.174236993E-004   0.000000000E+000
   0.11431745820800199E-007   0.121186113E-004   0.000000000E+000
   0.11462559151853569E-007  -0.230136993E-005   0.000000000E+000
   0.11493372482906938E-007  -0.151586228E-004   0.000000000E+000
   0.11524185813960308E-007  -0.155986127E-004   0.000000000E+000
   0.11554999145013678E-007   0.517246735E-005   0.000000000E+000
   0.11585812476067048E-007   0.389066445E-004   0.000000000E+000
   0.11616625807120418E-007   0.560105254E-004   0.000000000E+000
   0.11647439138173787E-007   0.354978256E-004   0.000000000E+000
   0.11678252469227157E-007  -0.198488124E-005   0.000000000E+000
   0.11709065800280527E-007  -0.111638919E-004   0.000000000E+000
   0.11739879131333897E-007   0.218838468E-004   0.000000000E+000
   0.11770692462387267E-007   0.587195973E-004   0.000000000E+000
   0.11801505793440636E-007   0.550958684E-004   0.000000000E+000
   0.11832319124494006E-007   0.141627206E-004   0.000000000E+000
   0.11863132455547376E-007  -0.225019030E-004   0.000000000E+000
   0.11893945786600746E-007  -0.268134827E-004   0.000000000E+000
   0.11924759117654116E-007  -0.829935561E-005   0.000000000E+000
   0.11955572448707485E-007   0.829689088E-005   0.000000000E+000
   0.11986385779760855E-007   0.821356025E-005   0.000000000E+000
   0.12017199110814225E-007  -0.111798809E-004   0.000000000E+000
   0.12048012441867595E-007  -0.411297151E-004   0.000000000E+000
   0.12078825772920965E-007  -0.569393487E-004   0.000000000E+000
   0.12109639103974335E-007  -0.342835228E-004   0.000000000E+000
   0.12140452435027704E-007   0.148824074E-004   0.000000000E+000
   0.12171265766081074E-007   0.408089982E-004   0.000000000E+000
   0.12202079097134444E-007   0.122699857E-004   0.000000000E+000
   0.12232892428187814E-007  -0.371711831E-004   0.000000000E+000
   0.12263705759241184E-007  -0.454165856E-004   0.000000000E+000
   0.12294519090294553E-007  -0.568757969E-006   0.000000000E+000
   0.12325332421347923E-007   0.446034683E-004   0.000000000E+000
   0.12356145752401293E-007   0.414605493E-004   0.000000000E+000
   0.12386959083454663E-007   0.115310104E-005   0.000000000E+000
   0.12417772414508033E-007  -0.316384794E-004   0.000000000E+000
   0.12448585745561402E-007  -0.354438671E-004   0.000000000E+000
   0.12479399076614772E-007  -0.199038732E-004   0.000000000E+000
   0.12510212407668142E-007   0.374913361E-005   0.000000000E+000
   0.12541025738721512E-007   0.281343564E-004   0.000000000E+000
   0.12571839069774882E-007   0.336492485E-004   0.000000000E+000
   0.12602652400828251E-007   0.384626401E-005   0.000000000E+000
   0.12633465731881621E-007  -0.369510381E-004   0.000000000E+000
   0.12664279062934991E-007  -0.364182779E-004   0.000000000E+000
   0.12695092393988361E-007   0.170346684E-004   0.000000000E+000
   0.12725905725041731E-007   0.669238216E-004   0.000000000E+000
   0.12756719056095100E-007   0.566753661E-004   0.000000000E+000
   0.12787532387148470E-007   0.380011625E-005   0.000000000E+000
   0.12818345718201840E-007  -0.265216368E-004   0.000000000E+000
   0.12849159049255210E-007  -0.882449967E-005   0.000000000E+000
   0.12879972380308580E-007   0.202598476E-004   0.000000000E+000
   0.12910785711361950E-007   0.252053578E-004   0.000000000E+000
   0.12941599042415319E-007   0.148977997E-004   0.000000000E+000
   0.12972412373468689E-007   0.865973561E-005   0.000000000E+000
   0.13003225704522059E-007  -0.214734428E-005   0.000000000E+000
   0.13034039035575429E-007  -0.286727318E-004   0.000000000E+000
   0.13064852366628799E-007  -0.482987671E-004   0.000000000E+000
   0.13095665697682168E-007  -0.334541328E-004   0.000000000E+000
   0.13126479028735538E-007  -0.344245746E-005   0.000000000E+000
   0.13157292359788908E-007  -0.488187470E-005   0.000000000E+000
   0.13188105690842278E-007  -0.409807180E-004   0.000000000E+000
   0.13218919021895648E-007  -0.627083427E-004   0.000000000E+000
   0.13249732352949017E-007  -0.414336937E-004   0.000000000E+000
   0.13280545684002387E-007  -0.100766811E-004   0.000000000E+000
   0.13311359015055757E-007  -0.864226968E-005   0.000000000E+000
   0.13342172346109127E-007  -0.230640817E-004   0.000000000E+000
   0.13372985677162497E-007  -0.139275971E-004   0.000000000E+000
   0.13403799008215866E-007   0.158818802E-004   0.000000000E+000
   0.13434612339269236E-007   0.258610817E-004   0.000000000E+000
   0.13465425670322606E-007   0.482476207E-005   0.000000000E+000
   0.13496239001375976E-007  -0.107145388E-004   0.000000000E+000
   0.13527052332429346E-007   0.478071161E-005   0.000000000E+000
   0.13557865663482715E-007   0.274313170E-004   0.000000000E+000
   0.13588678994536085E-007   0.259268072E-004   0.000000000E+000
   0.13619492325589455E-007   0.104713490E-004   0.000000000E+000
   0.13650305656642825E-007   0.878768424E-005   0.000000000E+000
   0.13681118987696195E-007   0.160860709E-004   0.000000000E+000
   0.13711932318749565E-007   0.762347736E-005   0.000000000E+000
   0.13742745649802934E-007  -0.102638260E-004   0.000000000E+000
   0.13773558980856304E-007  -0.469364932E-005   0.000000000E+000
   0.13804372311909674E-007   0.256952389E-004   0.000000000E+000
   0.13835185642963044E-007   0.386755783E-004   0.000000000E+000
   0.13865998974016414E-007   0.103261082E-004   0.000000000E+000
   0.13896812305069783E-007  -0.252481914E-004   0.000000000E+000
   0.13927625636123153E-007  -0.233885567E-004   0.000000000E+000
   0.13958438967176523E-007   0.852538687E-005   0.000000000E+000
   0.13989252298229893E-007   0.266237694E-004   0.000000000E+000
   0.14020065629283263E-007   0.137752777E-004   0.000000000E+000
   0.14050878960336632E-007  -0.634819298E-005   0.000000000E+000
   0.14081692291390002E-007  -0.131286934E-004   0.000000000E+000
   0.14112505622443372E-007  -0.121006215E-004   0.000000000E+000
   0.14143318953496742E-007  -0.937416371E-005   0.000000000E+000
   0.14174132284550112E-007   0.349825314E-005   0.000000000E+000
   0.14204945615603481E-007   0.238379162E-004   0.000000000E+000
   0.14235758946656851E-007   0.253841572E-004   0.000000000E+000
   0.14266572277710221E-007  -0.468034887E-005   0.000000000E+000
   0.14297385608763591E-007  -0.358041580E-004   0.000000000E+000
   0.14328198939816961E-007  -0.289331456E-004   0.000000000E+000
   0.14359012270870330E-007   0.913592703E-005   0.000000000E+000
   0.14389825601923700E-007   0.339377111E-004   0.000000000E+000
   0.14420638932977070E-007   0.220350157E-004   0.000000000E+000
   0.14451452264030440E-007  -0.550306322E-005   0.000000000E+000
   0.14482265595083810E-007  -0.199803144E-004   0.000000000E+000
   0.14513078926137180E-007  -0.182299700E-004   0.000000000E+000
   0.14543892257190549E-007  -0.981220819E-005   0.000000000E+000
   0.14574705588243919E-007   0.377887227E-005   0.000000000E+000
   0.14605518919297289E-007   0.196499932E-004   0.000000000E+000
   0.14636332250350659E-007   0.218323803E-004   0.000000000E+000
   0.14667145581404029E-007   0.146567982E-005   0.000000000E+000
   0.14697958912457398E-007  -0.216650860E-004   0.000000000E+000
   0.14728772243510768E-007  -0.204155331E-004   0.000000000E+000
   0.14759585574564138E-007   0.164806443E-005   0.000000000E+000
   0.14790398905617508E-007   0.155091038E-004   0.000000000E+000
   0.14821212236670878E-007   0.868111601E-005   0.000000000E+000
   0.14852025567724247E-007  -0.151714084E-005   0.000000000E+000
   0.14882838898777617E-007  -0.546189767E-006   0.000000000E+000
