t              AirBox.fdtd_Point probe B_Ez_50_50_13.dat       incid
   0.27177357989072171E-007   0.188447084E-004   0.000000000E+000
   0.27208171320125540E-007   0.969146186E-005   0.000000000E+000
   0.27238984651178910E-007  -0.159855481E-004   0.000000000E+000
   0.27269797982232280E-007  -0.241430425E-004   0.000000000E+000
   0.27300611313285650E-007  -0.248114884E-005   0.000000000E+000
   0.27331424644339020E-007   0.203309210E-004   0.000000000E+000
   0.27362237975392389E-007   0.164754965E-004   0.000000000E+000
   0.27393051306445759E-007  -0.359704063E-005   0.000000000E+000
   0.27423864637499129E-007  -0.125215411E-004   0.000000000E+000
   0.27454677968552499E-007  -0.614581177E-005   0.000000000E+000
   0.27485491299605869E-007  -0.380592610E-006   0.000000000E+000
   0.27516304630659238E-007  -0.277902359E-007   0.000000000E+000
   0.27547117961712608E-007   0.404348430E-005   0.000000000E+000
   0.27577931292765978E-007   0.105479885E-004   0.000000000E+000
   0.27608744623819348E-007   0.584171812E-005   0.000000000E+000
   0.27639557954872718E-007  -0.982063375E-005   0.000000000E+000
   0.27670371285926088E-007  -0.161641219E-004   0.000000000E+000
   0.27701184616979457E-007  -0.251472284E-005   0.000000000E+000
   0.27731997948032827E-007   0.140261191E-004   0.000000000E+000
   0.27762811279086197E-007   0.127041640E-004   0.000000000E+000
   0.27793624610139567E-007  -0.201674538E-005   0.000000000E+000
   0.27824437941192937E-007  -0.103846878E-004   0.000000000E+000
   0.27855251272246306E-007  -0.632210322E-005   0.000000000E+000
   0.27886064603299676E-007   0.338864083E-007   0.000000000E+000
   0.27916877934353046E-007   0.279670667E-005   0.000000000E+000
   0.27947691265406416E-007   0.545354442E-005   0.000000000E+000
   0.27978504596459786E-007   0.688371892E-005   0.000000000E+000
   0.28009317927513155E-007   0.281159373E-006   0.000000000E+000
   0.28040131258566525E-007  -0.105773806E-004   0.000000000E+000
   0.28070944589619895E-007  -0.106692223E-004   0.000000000E+000
   0.28101757920673265E-007   0.335476216E-005   0.000000000E+000
   0.28132571251726635E-007   0.140735092E-004   0.000000000E+000
   0.28163384582780004E-007   0.734162904E-005   0.000000000E+000
   0.28194197913833374E-007  -0.684417728E-005   0.000000000E+000
   0.28225011244886744E-007  -0.101775049E-004   0.000000000E+000
   0.28255824575940114E-007  -0.251086203E-005   0.000000000E+000
   0.28286637906993484E-007   0.286316163E-005   0.000000000E+000
   0.28317451238046853E-007   0.275873367E-005   0.000000000E+000
   0.28348264569100223E-007   0.454475139E-005   0.000000000E+000
   0.28379077900153593E-007   0.659943908E-005   0.000000000E+000
   0.28409891231206963E-007  -0.925056611E-006   0.000000000E+000
   0.28440704562260333E-007  -0.135738665E-004   0.000000000E+000
   0.28471517893313703E-007  -0.120144960E-004   0.000000000E+000
   0.28502331224367072E-007   0.731981891E-005   0.000000000E+000
   0.28533144555420442E-007   0.202146621E-004   0.000000000E+000
   0.28563957886473812E-007   0.780746905E-005   0.000000000E+000
   0.28594771217527182E-007  -0.137851284E-004   0.000000000E+000
   0.28625584548580552E-007  -0.161624484E-004   0.000000000E+000
   0.28656397879633921E-007   0.575619197E-007   0.000000000E+000
   0.28687211210687291E-007   0.990646822E-005   0.000000000E+000
   0.28718024541740661E-007   0.454922611E-005   0.000000000E+000
   0.28748837872794031E-007   0.175538844E-006   0.000000000E+000
   0.28779651203847401E-007   0.432905335E-005   0.000000000E+000
   0.28810464534900770E-007   0.212581972E-005   0.000000000E+000
   0.28841277865954140E-007  -0.121786488E-004   0.000000000E+000
   0.28872091197007510E-007  -0.166738610E-004   0.000000000E+000
   0.28902904528060880E-007   0.382409235E-005   0.000000000E+000
   0.28933717859114250E-007   0.254282531E-004   0.000000000E+000
   0.28964531190167619E-007   0.156704991E-004   0.000000000E+000
   0.28995344521220989E-007  -0.152671018E-004   0.000000000E+000
   0.29026157852274359E-007  -0.259184053E-004   0.000000000E+000
   0.29056971183327729E-007  -0.409415225E-005   0.000000000E+000
   0.29087784514381099E-007   0.171361498E-004   0.000000000E+000
   0.29118597845434468E-007   0.117593936E-004   0.000000000E+000
   0.29149411176487838E-007  -0.327788166E-005   0.000000000E+000
   0.29180224507541208E-007  -0.291618949E-005   0.000000000E+000
   0.29211037838594578E-007   0.371320743E-005   0.000000000E+000
   0.29241851169647948E-007  -0.470594568E-005   0.000000000E+000
   0.29272664500701318E-007  -0.170781859E-004   0.000000000E+000
   0.29303477831754687E-007  -0.530437228E-005   0.000000000E+000
   0.29334291162808057E-007   0.224636096E-004   0.000000000E+000
   0.29365104493861427E-007   0.251417132E-004   0.000000000E+000
   0.29395917824914797E-007  -0.734510286E-005   0.000000000E+000
   0.29426731155968167E-007  -0.321120751E-004   0.000000000E+000
   0.29457544487021536E-007  -0.150055312E-004   0.000000000E+000
   0.29488357818074906E-007   0.182467011E-004   0.000000000E+000
   0.29519171149128276E-007   0.222477938E-004   0.000000000E+000
   0.29549984480181646E-007  -0.772548447E-006   0.000000000E+000
   0.29580797811235016E-007  -0.118858061E-004   0.000000000E+000
   0.29611611142288385E-007  -0.824844392E-006   0.000000000E+000
   0.29642424473341755E-007   0.361476168E-005   0.000000000E+000
   0.29673237804395125E-007  -0.969975372E-005   0.000000000E+000
   0.29704051135448495E-007  -0.122769015E-004   0.000000000E+000
   0.29734864466501865E-007   0.112122871E-004   0.000000000E+000
   0.29765677797555234E-007   0.277645177E-004   0.000000000E+000
   0.29796491128608604E-007   0.575519152E-005   0.000000000E+000
   0.29827304459661974E-007  -0.286463546E-004   0.000000000E+000
   0.29858117790715344E-007  -0.259649023E-004   0.000000000E+000
   0.29888931121768714E-007   0.106371153E-004   0.000000000E+000
   0.29919744452822084E-007   0.292589484E-004   0.000000000E+000
   0.29950557783875453E-007   0.795925371E-005   0.000000000E+000
   0.29981371114928823E-007  -0.162976339E-004   0.000000000E+000
   0.30012184445982193E-007  -0.103238490E-004   0.000000000E+000
   0.30042997777035563E-007   0.627487861E-005   0.000000000E+000
   0.30073811108088933E-007   0.197035843E-005   0.000000000E+000
   0.30104624439142302E-007  -0.110362944E-004   0.000000000E+000
   0.30135437770195672E-007  -0.161741355E-005   0.000000000E+000
   0.30166251101249042E-007   0.203186319E-004   0.000000000E+000
   0.30197064432302412E-007   0.155431080E-004   0.000000000E+000
   0.30227877763355782E-007  -0.166175087E-004   0.000000000E+000
   0.30258691094409151E-007  -0.296649450E-004   0.000000000E+000
   0.30289504425462521E-007  -0.147593710E-005   0.000000000E+000
   0.30320317756515891E-007   0.282460223E-004   0.000000000E+000
   0.30351131087569261E-007   0.177937654E-004   0.000000000E+000
   0.30381944418622631E-007  -0.136537856E-004   0.000000000E+000
   0.30412757749676000E-007  -0.193676569E-004   0.000000000E+000
   0.30443571080729370E-007   0.206336517E-005   0.000000000E+000
   0.30474384411782740E-007   0.114865561E-004   0.000000000E+000
   0.30505197742836110E-007  -0.266121060E-005   0.000000000E+000
   0.30536011073889480E-007  -0.899833685E-005   0.000000000E+000
   0.30566824404942849E-007   0.749699575E-005   0.000000000E+000
   0.30597637735996219E-007   0.168086299E-004   0.000000000E+000
   0.30628451067049589E-007  -0.345013905E-005   0.000000000E+000
   0.30659264398102959E-007  -0.246537566E-004   0.000000000E+000
   0.30690077729156329E-007  -0.107108526E-004   0.000000000E+000
   0.30720891060209699E-007   0.208648198E-004   0.000000000E+000
   0.30751704391263068E-007   0.231900212E-004   0.000000000E+000
   0.30782517722316438E-007  -0.673147406E-005   0.000000000E+000
   0.30813331053369808E-007  -0.237681488E-004   0.000000000E+000
   0.30844144384423178E-007  -0.572581484E-005   0.000000000E+000
   0.30874957715476548E-007   0.152327666E-004   0.000000000E+000
   0.30905771046529917E-007   0.812436519E-005   0.000000000E+000
   0.30936584377583287E-007  -0.887044007E-005   0.000000000E+000
   0.30967397708636657E-007  -0.458752629E-005   0.000000000E+000
   0.30998211039690027E-007   0.106756470E-004   0.000000000E+000
   0.31029024370743397E-007   0.544756540E-005   0.000000000E+000
   0.31059837701796766E-007  -0.149182688E-004   0.000000000E+000
   0.31090651032850136E-007  -0.143651214E-004   0.000000000E+000
   0.31121464363903506E-007   0.116563715E-004   0.000000000E+000
   0.31152277694956876E-007   0.237918466E-004   0.000000000E+000
   0.31183091026010246E-007   0.976615411E-006   0.000000000E+000
   0.31213904357063615E-007  -0.237480781E-004   0.000000000E+000
   0.31244717688116985E-007  -0.140462553E-004   0.000000000E+000
   0.31275531019170355E-007   0.135145956E-004   0.000000000E+000
   0.31306344350223725E-007   0.176779595E-004   0.000000000E+000
   0.31337157681277095E-007  -0.280956738E-005   0.000000000E+000
   0.31367971012330464E-007  -0.123960272E-004   0.000000000E+000
   0.31398784343383834E-007   0.558595275E-006   0.000000000E+000
   0.31429597674437204E-007   0.834017555E-005   0.000000000E+000
   0.31460411005490574E-007  -0.430002092E-005   0.000000000E+000
   0.31491224336543944E-007  -0.127495914E-004   0.000000000E+000
   0.31522037667597314E-007   0.319545688E-005   0.000000000E+000
   0.31552850998650683E-007   0.203579566E-004   0.000000000E+000
   0.31583664329704053E-007   0.794900006E-005   0.000000000E+000
   0.31614477660757423E-007  -0.193632568E-004   0.000000000E+000
   0.31645290991810793E-007  -0.208985603E-004   0.000000000E+000
   0.31676104322864163E-007   0.653699681E-005   0.000000000E+000
   0.31706917653917532E-007   0.231222566E-004   0.000000000E+000
   0.31737730984970902E-007   0.739378993E-005   0.000000000E+000
   0.31768544316024272E-007  -0.135869395E-004   0.000000000E+000
   0.31799357647077642E-007  -0.103439870E-004   0.000000000E+000
   0.31830170978131012E-007   0.467259997E-005   0.000000000E+000
   0.31860984309184381E-007   0.414140823E-005   0.000000000E+000
   0.31891797640237751E-007  -0.656421935E-005   0.000000000E+000
   0.31922610971291121E-007  -0.232448974E-005   0.000000000E+000
   0.31953424302344491E-007   0.136168328E-004   0.000000000E+000
   0.31984237633397861E-007   0.119641700E-004   0.000000000E+000
   0.32015050964451230E-007  -0.115012845E-004   0.000000000E+000
   0.32045864295504600E-007  -0.232637649E-004   0.000000000E+000
   0.32076677626557970E-007  -0.327341695E-005   0.000000000E+000
   0.32107490957611340E-007   0.216377030E-004   0.000000000E+000
   0.32138304288664710E-007   0.172891050E-004   0.000000000E+000
   0.32169117619718079E-007  -0.735324102E-005   0.000000000E+000
   0.32199930950771449E-007  -0.170063831E-004   0.000000000E+000
   0.32230744281824819E-007  -0.393419668E-005   0.000000000E+000
   0.32261557612878189E-007   0.659813213E-005   0.000000000E+000
   0.32292370943931559E-007   0.144018668E-005   0.000000000E+000
   0.32323184274984929E-007  -0.253604458E-005   0.000000000E+000
   0.32353997606038298E-007   0.637676703E-005   0.000000000E+000
   0.32384810937091668E-007   0.112173602E-004   0.000000000E+000
   0.32415624268145038E-007  -0.345663284E-005   0.000000000E+000
   0.32446437599198408E-007  -0.199278857E-004   0.000000000E+000
   0.32477250930251778E-007  -0.114614477E-004   0.000000000E+000
   0.32508064261305147E-007   0.139524482E-004   0.000000000E+000
   0.32538877592358517E-007   0.221619375E-004   0.000000000E+000
   0.32569690923411887E-007   0.285057831E-005   0.000000000E+000
   0.32600504254465257E-007  -0.164674366E-004   0.000000000E+000
   0.32631317585518627E-007  -0.124982835E-004   0.000000000E+000
   0.32662130916571996E-007   0.276703031E-005   0.000000000E+000
   0.32692944247625366E-007   0.672498436E-005   0.000000000E+000
   0.32723757578678736E-007   0.120841423E-005   0.000000000E+000
   0.32754570909732106E-007   0.212016630E-005   0.000000000E+000
   0.32785384240785476E-007   0.752373353E-005   0.000000000E+000
   0.32816197571838845E-007   0.159068532E-005   0.000000000E+000
   0.32847010902892215E-007  -0.134114434E-004   0.000000000E+000
   0.32877824233945585E-007  -0.149809257E-004   0.000000000E+000
   0.32908637564998955E-007   0.412500231E-005   0.000000000E+000
   0.32939450896052325E-007   0.203687450E-004   0.000000000E+000
   0.32970264227105694E-007   0.119365086E-004   0.000000000E+000
   0.33001077558159064E-007  -0.960488615E-005   0.000000000E+000
   0.33031890889212434E-007  -0.167462622E-004   0.000000000E+000
   0.33062704220265804E-007  -0.462644584E-005   0.000000000E+000
   0.33093517551319174E-007   0.698788426E-005   0.000000000E+000
   0.33124330882372544E-007   0.602771115E-005   0.000000000E+000
   0.33155144213425913E-007   0.181042242E-005   0.000000000E+000
   0.33185957544479283E-007   0.326507052E-005   0.000000000E+000
   0.33216770875532653E-007   0.294456686E-005   0.000000000E+000
   0.33247584206586023E-007  -0.635317656E-005   0.000000000E+000
   0.33278397537639393E-007  -0.136107938E-004   0.000000000E+000
   0.33309210868692762E-007  -0.447844377E-005   0.000000000E+000
   0.33340024199746132E-007   0.132409214E-004   0.000000000E+000
   0.33370837530799502E-007   0.167615799E-004   0.000000000E+000
   0.33401650861852872E-007   0.536183506E-006   0.000000000E+000
   0.33432464192906242E-007  -0.150647247E-004   0.000000000E+000
   0.33463277523959611E-007  -0.120491495E-004   0.000000000E+000
   0.33494090855012981E-007   0.218262903E-005   0.000000000E+000
   0.33524904186066351E-007   0.903091859E-005   0.000000000E+000
   0.33555717517119721E-007   0.498827649E-005   0.000000000E+000
   0.33586530848173091E-007   0.899741735E-006   0.000000000E+000
   0.33617344179226460E-007   0.103800994E-005   0.000000000E+000
   0.33648157510279830E-007  -0.161051503E-005   0.000000000E+000
   0.33678970841333200E-007  -0.848073796E-005   0.000000000E+000
   0.33709784172386570E-007  -0.869855921E-005   0.000000000E+000
   0.33740597503439940E-007   0.345448643E-005   0.000000000E+000
   0.33771410834493309E-007   0.150798051E-004   0.000000000E+000
   0.33802224165546679E-007   0.100926227E-004   0.000000000E+000
   0.33833037496600049E-007  -0.708062908E-005   0.000000000E+000
   0.33863850827653419E-007  -0.157390168E-004   0.000000000E+000
   0.33894664158706789E-007  -0.650204038E-005   0.000000000E+000
   0.33925477489760159E-007   0.734476907E-005   0.000000000E+000
   0.33956290820813528E-007   0.982380152E-005   0.000000000E+000
   0.33987104151866898E-007   0.272687475E-005   0.000000000E+000
   0.34017917482920268E-007  -0.185746194E-005   0.000000000E+000
   0.34048730813973638E-007  -0.133872504E-005   0.000000000E+000
   0.34079544145027008E-007  -0.294951269E-005   0.000000000E+000
   0.34110357476080377E-007  -0.712207702E-005   0.000000000E+000
   0.34141170807133747E-007  -0.433300829E-005   0.000000000E+000
   0.34171984138187117E-007   0.747245667E-005   0.000000000E+000
   0.34202797469240487E-007   0.142385015E-004   0.000000000E+000
   0.34233610800293857E-007   0.422565336E-005   0.000000000E+000
   0.34264424131347226E-007  -0.123507152E-004   0.000000000E+000
   0.34295237462400596E-007  -0.147483534E-004   0.000000000E+000
   0.34326050793453966E-007  -0.294372512E-006   0.000000000E+000
   0.34356864124507336E-007   0.120207269E-004   0.000000000E+000
   0.34387677455560706E-007   0.858859767E-005   0.000000000E+000
   0.34418490786614075E-007  -0.173998160E-005   0.000000000E+000
   0.34449304117667445E-007  -0.446656531E-005   0.000000000E+000
   0.34480117448720815E-007  -0.118125058E-005   0.000000000E+000
   0.34510930779774185E-007  -0.232899947E-005   0.000000000E+000
   0.34541744110827555E-007  -0.617345358E-005   0.000000000E+000
   0.34572557441880925E-007  -0.129396130E-005   0.000000000E+000
   0.34603370772934294E-007   0.108115819E-004   0.000000000E+000
   0.34634184103987664E-007   0.127205512E-004   0.000000000E+000
   0.34664997435041034E-007  -0.264960363E-005   0.000000000E+000
   0.34695810766094404E-007  -0.170756466E-004   0.000000000E+000
   0.34726624097147774E-007  -0.108602435E-004   0.000000000E+000
   0.34757437428201143E-007   0.800533417E-005   0.000000000E+000
   0.34788250759254513E-007   0.147619221E-004   0.000000000E+000
   0.34819064090307883E-007   0.345703211E-005   0.000000000E+000
   0.34849877421361253E-007  -0.710994118E-005   0.000000000E+000
   0.34880690752414623E-007  -0.435446145E-005   0.000000000E+000
   0.34911504083467992E-007   0.103827688E-005   0.000000000E+000
   0.34942317414521362E-007  -0.245962224E-005   0.000000000E+000
   0.34973130745574732E-007  -0.592118067E-005   0.000000000E+000
   0.35003944076628102E-007   0.295360314E-005   0.000000000E+000
   0.35034757407681472E-007   0.141313431E-004   0.000000000E+000
   0.35065570738734841E-007   0.779783477E-005   0.000000000E+000
   0.35096384069788211E-007  -0.119019387E-004   0.000000000E+000
   0.35127197400841581E-007  -0.183142856E-004   0.000000000E+000
   0.35158010731894951E-007  -0.128200190E-005   0.000000000E+000
   0.35188824062948321E-007   0.162652741E-004   0.000000000E+000
   0.35219637394001690E-007   0.116494193E-004   0.000000000E+000
   0.35250450725055060E-007  -0.519192508E-005   0.000000000E+000
   0.35281264056108430E-007  -0.975368857E-005   0.000000000E+000
   0.35312077387161800E-007  -0.733206434E-006   0.000000000E+000
   0.35342890718215170E-007   0.272171633E-005   0.000000000E+000
   0.35373704049268540E-007  -0.385798648E-005   0.000000000E+000
   0.35404517380321909E-007  -0.369910231E-005   0.000000000E+000
   0.35435330711375279E-007   0.863542027E-005   0.000000000E+000
   0.35466144042428649E-007   0.133475496E-004   0.000000000E+000
   0.35496957373482019E-007  -0.241011367E-005   0.000000000E+000
   0.35527770704535389E-007  -0.189227412E-004   0.000000000E+000
   0.35558584035588758E-007  -0.111429363E-004   0.000000000E+000
   0.35589397366642128E-007   0.116544743E-004   0.000000000E+000
   0.35620210697695498E-007   0.180991738E-004   0.000000000E+000
   0.35651024028748868E-007   0.135913615E-005   0.000000000E+000
   0.35681837359802238E-007  -0.126740579E-004   0.000000000E+000
   0.35712650690855607E-007  -0.670116833E-005   0.000000000E+000
   0.35743464021908977E-007   0.429947477E-005   0.000000000E+000
   0.35774277352962347E-007   0.214137708E-005   0.000000000E+000
   0.35805090684015717E-007  -0.448291894E-005   0.000000000E+000
   0.35835904015069087E-007   0.125269435E-005   0.000000000E+000
   0.35866717346122456E-007   0.114607265E-004   0.000000000E+000
   0.35897530677175826E-007   0.528154442E-005   0.000000000E+000
   0.35928344008229196E-007  -0.131142915E-004   0.000000000E+000
   0.35959157339282566E-007  -0.162742908E-004   0.000000000E+000
   0.35989970670335936E-007   0.349423135E-005   0.000000000E+000
   0.36020784001389305E-007   0.192050920E-004   0.000000000E+000
   0.36051597332442675E-007   0.909718256E-005   0.000000000E+000
   0.36082410663496045E-007  -0.108506956E-004   0.000000000E+000
   0.36113223994549415E-007  -0.128289175E-004   0.000000000E+000
   0.36144037325602785E-007   0.111978170E-005   0.000000000E+000
   0.36174850656656155E-007   0.716877639E-005   0.000000000E+000
   0.36205663987709524E-007  -0.781114977E-007   0.000000000E+000
   0.36236477318762894E-007  -0.277494746E-005   0.000000000E+000
   0.36267290649816264E-007   0.535857635E-005   0.000000000E+000
   0.36298103980869634E-007   0.716750492E-005   0.000000000E+000
   0.36328917311923004E-007  -0.604952675E-005   0.000000000E+000
   0.36359730642976373E-007  -0.151577333E-004   0.000000000E+000
   0.36390543974029743E-007  -0.277842537E-005   0.000000000E+000
   0.36421357305083113E-007   0.157737559E-004   0.000000000E+000
   0.36452170636136483E-007   0.135684604E-004   0.000000000E+000
   0.36482983967189853E-007  -0.639928112E-005   0.000000000E+000
   0.36513797298243222E-007  -0.157536306E-004   0.000000000E+000
   0.36544610629296592E-007  -0.393741720E-005   0.000000000E+000
   0.36575423960349962E-007   0.871280554E-005   0.000000000E+000
   0.36606237291403332E-007   0.568473297E-005   0.000000000E+000
   0.36637050622456702E-007  -0.224278392E-005   0.000000000E+000
   0.36667863953510071E-007  -0.297352472E-006   0.000000000E+000
   0.36698677284563441E-007   0.422637868E-005   0.000000000E+000
   0.36729490615616811E-007  -0.205209699E-005   0.000000000E+000
   0.36760303946670181E-007  -0.110018009E-004   0.000000000E+000
   0.36791117277723551E-007  -0.464877894E-005   0.000000000E+000
   0.36821930608776920E-007   0.119900014E-004   0.000000000E+000
   0.36852743939830290E-007   0.144741825E-004   0.000000000E+000
   0.36883557270883660E-007  -0.300380270E-005   0.000000000E+000
   0.36914370601937030E-007  -0.165492129E-004   0.000000000E+000
   0.36945183932990400E-007  -0.810991060E-005   0.000000000E+000
   0.36975997264043770E-007   0.837323478E-005   0.000000000E+000
   0.37006810595097139E-007   0.105163408E-004   0.000000000E+000
   0.37037623926150509E-007   0.612539225E-006   0.000000000E+000
   0.37068437257203879E-007  -0.368564088E-005   0.000000000E+000
   0.37099250588257249E-007  -0.272353418E-006   0.000000000E+000
   0.37130063919310619E-007  -0.156944475E-005   0.000000000E+000
   0.37160877250363988E-007  -0.748793991E-005   0.000000000E+000
   0.37191690581417358E-007  -0.366803488E-005   0.000000000E+000
   0.37222503912470728E-007   0.104252631E-004   0.000000000E+000
   0.37253317243524098E-007   0.145305612E-004   0.000000000E+000
   0.37284130574577468E-007  -0.130999706E-005   0.000000000E+000
   0.37314943905630837E-007  -0.174981433E-004   0.000000000E+000
   0.37345757236684207E-007  -0.119068409E-004   0.000000000E+000
   0.37376570567737577E-007   0.740406176E-005   0.000000000E+000
   0.37407383898790947E-007   0.149169664E-004   0.000000000E+000
   0.37438197229844317E-007   0.480088420E-005   0.000000000E+000
   0.37469010560897686E-007  -0.534125593E-005   0.000000000E+000
   0.37499823891951056E-007  -0.506226115E-005   0.000000000E+000
   0.37530637223004426E-007  -0.314753606E-005   0.000000000E+000
   0.37561450554057796E-007  -0.535295021E-005   0.000000000E+000
   0.37592263885111166E-007  -0.214311285E-005   0.000000000E+000
   0.37623077216164535E-007   0.102716749E-004   0.000000000E+000
   0.37653890547217905E-007   0.154673107E-004   0.000000000E+000
   0.37684703878271275E-007   0.521919901E-006   0.000000000E+000
   0.37715517209324645E-007  -0.187355981E-004   0.000000000E+000
   0.37746330540378015E-007  -0.165531274E-004   0.000000000E+000
   0.37777143871431385E-007   0.512441329E-005   0.000000000E+000
   0.37807957202484754E-007   0.188257072E-004   0.000000000E+000
   0.37838770533538124E-007   0.104028341E-004   0.000000000E+000
   0.37869583864591494E-007  -0.493915377E-005   0.000000000E+000
   0.37900397195644864E-007  -0.958904002E-005   0.000000000E+000
   0.37931210526698234E-007  -0.641245470E-005   0.000000000E+000
   0.37962023857751603E-007  -0.459614239E-005   0.000000000E+000
   0.37992837188804973E-007  -0.519528385E-006   0.000000000E+000
   0.38023650519858343E-007   0.106175794E-004   0.000000000E+000
   0.38054463850911713E-007   0.166351983E-004   0.000000000E+000
   0.38085277181965083E-007   0.309687221E-005   0.000000000E+000
   0.38116090513018452E-007  -0.188121921E-004   0.000000000E+000
   0.38146903844071822E-007  -0.213346011E-004   0.000000000E+000
   0.38177717175125192E-007   0.844704118E-006   0.000000000E+000
   0.38208530506178562E-007   0.209801983E-004   0.000000000E+000
   0.38239343837231932E-007   0.166792488E-004   0.000000000E+000
   0.38270157168285301E-007  -0.216716762E-005   0.000000000E+000
   0.38300970499338671E-007  -0.127723933E-004   0.000000000E+000
   0.38331783830392041E-007  -0.105950121E-004   0.000000000E+000
   0.38362597161445411E-007  -0.548713479E-005   0.000000000E+000
   0.38393410492498781E-007   0.573938905E-006   0.000000000E+000
   0.38424223823552150E-007   0.113270034E-004   0.000000000E+000
   0.38455037154605520E-007   0.179341405E-004   0.000000000E+000
   0.38485850485658890E-007   0.585800080E-005   0.000000000E+000
   0.38516663816712260E-007  -0.178000319E-004   0.000000000E+000
   0.38547477147765630E-007  -0.251052770E-004   0.000000000E+000
   0.38578290478819000E-007  -0.431945955E-005   0.000000000E+000
   0.38609103809872369E-007   0.209282462E-004   0.000000000E+000
   0.38639917140925739E-007   0.221122500E-004   0.000000000E+000
   0.38670730471979109E-007   0.213268686E-005   0.000000000E+000
   0.38701543803032479E-007  -0.140321845E-004   0.000000000E+000
   0.38732357134085849E-007  -0.144861760E-004   0.000000000E+000
   0.38763170465139218E-007  -0.744310773E-005   0.000000000E+000
   0.38793983796192588E-007   0.662600087E-006   0.000000000E+000
   0.38824797127245958E-007   0.116687715E-004   0.000000000E+000
   0.38855610458299328E-007   0.192631833E-004   0.000000000E+000
   0.38886423789352698E-007   0.901298972E-005   0.000000000E+000
   0.38917237120406067E-007  -0.159055562E-004   0.000000000E+000
   0.38948050451459437E-007  -0.280545992E-004   0.000000000E+000
   0.38978863782512807E-007  -0.974054456E-005   0.000000000E+000
   0.39009677113566177E-007   0.195015800E-004   0.000000000E+000
   0.39040490444619547E-007   0.264725859E-004   0.000000000E+000
   0.39071303775672916E-007   0.684144652E-005   0.000000000E+000
   0.39102117106726286E-007  -0.140165539E-004   0.000000000E+000
   0.39132930437779656E-007  -0.176369686E-004   0.000000000E+000
   0.39163743768833026E-007  -0.953620292E-005   0.000000000E+000
   0.39194557099886396E-007   0.249603545E-006   0.000000000E+000
   0.39225370430939765E-007   0.113118904E-004   0.000000000E+000
   0.39256183761993135E-007   0.198408070E-004   0.000000000E+000
   0.39286997093046505E-007   0.122098154E-004   0.000000000E+000
   0.39317810424099875E-007  -0.127408439E-004   0.000000000E+000
   0.39348623755153245E-007  -0.297448969E-004   0.000000000E+000
   0.39379437086206615E-007  -0.154836453E-004   0.000000000E+000
   0.39410250417259984E-007   0.165340462E-004   0.000000000E+000
   0.39441063748313354E-007   0.299298154E-004   0.000000000E+000
   0.39471877079366724E-007   0.121090779E-004   0.000000000E+000
   0.39502690410420094E-007  -0.130177741E-004   0.000000000E+000
   0.39533503741473464E-007  -0.204939770E-004   0.000000000E+000
   0.39564317072526833E-007  -0.117924692E-004   0.000000000E+000
   0.39595130403580203E-007  -0.129829459E-006   0.000000000E+000
   0.39625943734633573E-007   0.108707145E-004   0.000000000E+000
   0.39656757065686943E-007   0.196002693E-004   0.000000000E+000
   0.39687570396740313E-007   0.145637223E-004   0.000000000E+000
   0.39718383727793682E-007  -0.897919199E-005   0.000000000E+000
   0.39749197058847052E-007  -0.296351645E-004   0.000000000E+000
   0.39780010389900422E-007  -0.204491989E-004   0.000000000E+000
   0.39810823720953792E-007   0.121426965E-004   0.000000000E+000
   0.39841637052007162E-007   0.315244615E-004   0.000000000E+000
   0.39872450383060531E-007   0.173655444E-004   0.000000000E+000
   0.39903263714113901E-007  -0.105006784E-004   0.000000000E+000
   0.39934077045167271E-007  -0.224094911E-004   0.000000000E+000
   0.39964890376220641E-007  -0.144426522E-004   0.000000000E+000
