t              SphericalCavity.fdtd_Point probe_Ex_50_25_50.dat
   0.54890859697842576E-007  -0.236964183E-006
   0.54909347693699040E-007   0.116192382E-006
   0.54927835689555504E-007   0.490295577E-006
   0.54946323685411969E-007   0.832214084E-006
   0.54964811681268433E-007   0.116192132E-005
   0.54983299677124897E-007   0.154770134E-005
   0.55001787672981362E-007   0.197572695E-005
   0.55020275668837826E-007   0.232156003E-005
   0.55038763664694290E-007   0.245665569E-005
   0.55057251660550754E-007   0.234325330E-005
   0.55075739656407219E-007   0.203512991E-005
   0.55094227652263683E-007   0.161861863E-005
   0.55112715648120147E-007   0.115658202E-005
   0.55131203643976612E-007   0.686076874E-006
   0.55149691639833076E-007   0.263992490E-006
   0.55168179635689540E-007  -0.145352885E-007
   0.55186667631546005E-007  -0.656036576E-007
   0.55205155627402469E-007   0.120102783E-006
   0.55223643623258933E-007   0.467666410E-006
   0.55242131619115398E-007   0.871971224E-006
   0.55260619614971862E-007   0.126548298E-005
   0.55279107610828326E-007   0.161464902E-005
   0.55297595606684791E-007   0.183656277E-005
   0.55316083602541255E-007   0.177985703E-005
   0.55334571598397719E-007   0.136364849E-005
   0.55353059594254184E-007   0.705136188E-006
   0.55371547590110648E-007   0.303671186E-007
   0.55390035585967112E-007  -0.529245938E-006
   0.55408523581823577E-007  -0.995663868E-006
   0.55427011577680041E-007  -0.143367822E-005
   0.55445499573536505E-007  -0.186314367E-005
   0.55463987569392970E-007  -0.229098214E-005
   0.55482475565249434E-007  -0.277508093E-005
   0.55500963561105898E-007  -0.340611405E-005
   0.55519451556962363E-007  -0.420168863E-005
   0.55537939552818827E-007  -0.502765033E-005
   0.55556427548675291E-007  -0.566275048E-005
   0.55574915544531756E-007  -0.596049949E-005
   0.55593403540388220E-007  -0.592984225E-005
   0.55611891536244684E-007  -0.565883056E-005
   0.55630379532101148E-007  -0.520261165E-005
   0.55648867527957613E-007  -0.456484668E-005
   0.55667355523814077E-007  -0.374408592E-005
   0.55685843519670541E-007  -0.275147704E-005
   0.55704331515527006E-007  -0.160119282E-005
   0.55722819511383470E-007  -0.333574917E-006
   0.55741307507239934E-007   0.954858933E-006
   0.55759795503096399E-007   0.215268051E-005
   0.55778283498952863E-007   0.320327399E-005
   0.55796771494809327E-007   0.408406549E-005
   0.55815259490665792E-007   0.473844193E-005
   0.55833747486522256E-007   0.511695907E-005
   0.55852235482378720E-007   0.528406417E-005
   0.55870723478235185E-007   0.538823861E-005
   0.55889211474091649E-007   0.552334404E-005
   0.55907699469948113E-007   0.570620068E-005
   0.55926187465804578E-007   0.595815618E-005
   0.55944675461661042E-007   0.626821748E-005
   0.55963163457517506E-007   0.647788784E-005
   0.55981651453373971E-007   0.635568904E-005
   0.56000139449230435E-007   0.583024075E-005
   0.56018627445086899E-007   0.504524314E-005
   0.56037115440943364E-007   0.416282637E-005
   0.56055603436799828E-007   0.322251753E-005
   0.56074091432656292E-007   0.221806567E-005
   0.56092579428512757E-007   0.118745879E-005
   0.56111067424369221E-007   0.160003310E-006
   0.56129555420225685E-007  -0.890902015E-006
   0.56148043416082150E-007  -0.196210544E-005
   0.56166531411938614E-007  -0.295019572E-005
   0.56185019407795078E-007  -0.373228045E-005
   0.56203507403651543E-007  -0.426346378E-005
   0.56221995399508007E-007  -0.455075860E-005
   0.56240483395364471E-007  -0.460806950E-005
   0.56258971391220935E-007  -0.448976152E-005
   0.56277459387077400E-007  -0.428106159E-005
   0.56295947382933864E-007  -0.399413511E-005
   0.56314435378790328E-007  -0.356085911E-005
   0.56332923374646793E-007  -0.298450868E-005
   0.56351411370503257E-007  -0.239909764E-005
   0.56369899366359721E-007  -0.190929040E-005
   0.56388387362216186E-007  -0.145827755E-005
   0.56406875358072650E-007  -0.929174519E-006
   0.56425363353929114E-007  -0.321902689E-006
   0.56443851349785579E-007   0.227288695E-006
   0.56462339345642043E-007   0.572944714E-006
   0.56480827341498507E-007   0.679437676E-006
   0.56499315337354972E-007   0.634101184E-006
   0.56517803333211436E-007   0.561946820E-006
   0.56536291329067900E-007   0.535699542E-006
   0.56554779324924365E-007   0.567098652E-006
   0.56573267320780829E-007   0.639000916E-006
   0.56591755316637293E-007   0.697089490E-006
   0.56610243312493758E-007   0.648317553E-006
   0.56628731308350222E-007   0.438021715E-006
   0.56647219304206686E-007   0.112123558E-006
   0.56665707300063151E-007  -0.244695627E-006
   0.56684195295919615E-007  -0.588479679E-006
   0.56702683291776079E-007  -0.869460905E-006
   0.56721171287632544E-007  -0.958728720E-006
   0.56739659283489008E-007  -0.723999563E-006
   0.56758147279345472E-007  -0.183501527E-006
   0.56776635275201937E-007   0.474611852E-006
   0.56795123271058401E-007   0.103268769E-005
   0.56813611266914865E-007   0.137517509E-005
   0.56832099262771330E-007   0.149684706E-005
   0.56850587258627794E-007   0.142680642E-005
   0.56869075254484258E-007   0.117713671E-005
   0.56887563250340722E-007   0.784216354E-006
   0.56906051246197187E-007   0.379977706E-006
   0.56924539242053651E-007   0.143929569E-006
   0.56943027237910115E-007   0.135815242E-006
   0.56961515233766580E-007   0.230904647E-006
   0.56980003229623044E-007   0.271939911E-006
   0.56998491225479508E-007   0.225143424E-006
   0.57016979221335973E-007   0.139248627E-006
   0.57035467217192437E-007   0.413579144E-007
   0.57053955213048901E-007  -0.498221908E-007
   0.57072443208905366E-007  -0.100124076E-006
   0.57090931204761830E-007  -0.148056188E-006
   0.57109419200618294E-007  -0.339516760E-006
   0.57127907196474759E-007  -0.770761858E-006
   0.57146395192331223E-007  -0.135062760E-005
   0.57164883188187687E-007  -0.189700563E-005
   0.57183371184044152E-007  -0.230308774E-005
   0.57201859179900616E-007  -0.252911127E-005
   0.57220347175757080E-007  -0.251288634E-005
   0.57238835171613545E-007  -0.221648315E-005
   0.57257323167470009E-007  -0.174213392E-005
   0.57275811163326473E-007  -0.129509885E-005
   0.57294299159182938E-007  -0.100981333E-005
   0.57312787155039402E-007  -0.864814751E-006
   0.57331275150895866E-007  -0.763876869E-006
   0.57349763146752331E-007  -0.630939439E-006
   0.57368251142608795E-007  -0.406228395E-006
   0.57386739138465259E-007  -0.127504052E-007
   0.57405227134321724E-007   0.620597575E-006
   0.57423715130178188E-007   0.151233610E-005
   0.57442203126034652E-007   0.261663649E-005
   0.57460691121891116E-007   0.383217048E-005
   0.57479179117747581E-007   0.500355463E-005
   0.57497667113604045E-007   0.593798359E-005
   0.57516155109460509E-007   0.646530953E-005
   0.57534643105316974E-007   0.651970777E-005
   0.57553131101173438E-007   0.617604064E-005
   0.57571619097029902E-007   0.558524607E-005
   0.57590107092886367E-007   0.484681232E-005
   0.57608595088742831E-007   0.394411654E-005
   0.57627083084599295E-007   0.280360700E-005
   0.57645571080455760E-007   0.139550434E-005
   0.57664059076312224E-007  -0.216074341E-006
   0.57682547072168688E-007  -0.187851606E-005
   0.57701035068025153E-007  -0.340478914E-005
   0.57719523063881617E-007  -0.466677193E-005
   0.57738011059738081E-007  -0.564562015E-005
   0.57756499055594546E-007  -0.638897654E-005
   0.57774987051451010E-007  -0.696143934E-005
   0.57793475047307474E-007  -0.743704504E-005
   0.57811963043163939E-007  -0.784351141E-005
   0.57830451039020403E-007  -0.807161814E-005
   0.57848939034876867E-007  -0.792118044E-005
   0.57867427030733332E-007  -0.726853932E-005
   0.57885915026589796E-007  -0.612337863E-005
   0.57904403022446260E-007  -0.454517885E-005
   0.57922891018302725E-007  -0.262042772E-005
   0.57941379014159189E-007  -0.510483005E-006
   0.57959867010015653E-007   0.159613955E-005
   0.57978355005872118E-007   0.357171166E-005
   0.57996843001728582E-007   0.529538556E-005
   0.58015330997585046E-007   0.655420536E-005
   0.58033818993441511E-007   0.713761619E-005
   0.58052306989297975E-007   0.705862203E-005
   0.58070794985154439E-007   0.659628131E-005
   0.58089282981010903E-007   0.606797084E-005
   0.58107770976867368E-007   0.558088323E-005
   0.58126258972723832E-007   0.502923012E-005
   0.58144746968580296E-007   0.429076135E-005
   0.58163234964436761E-007   0.334018887E-005
   0.58181722960293225E-007   0.217851994E-005
   0.58200210956149689E-007   0.797057169E-006
   0.58218698952006154E-007  -0.708928383E-006
   0.58237186947862618E-007  -0.210693065E-005
   0.58255674943719082E-007  -0.320506888E-005
   0.58274162939575547E-007  -0.398221118E-005
   0.58292650935432011E-007  -0.449030449E-005
   0.58311138931288475E-007  -0.474064109E-005
   0.58329626927144940E-007  -0.473513592E-005
   0.58348114923001404E-007  -0.448713581E-005
   0.58366602918857868E-007  -0.396281348E-005
   0.58385090914714333E-007  -0.311128429E-005
   0.58403578910570797E-007  -0.198479938E-005
   0.58422066906427261E-007  -0.732530907E-006
   0.58440554902283726E-007   0.537470783E-006
   0.58459042898140190E-007   0.179286621E-005
   0.58477530893996654E-007   0.295394602E-005
   0.58496018889853119E-007   0.382546796E-005
   0.58514506885709583E-007   0.422136463E-005
   0.58532994881566047E-007   0.414767919E-005
   0.58551482877422512E-007   0.380657866E-005
   0.58569970873278976E-007   0.339105509E-005
   0.58588458869135440E-007   0.292229174E-005
   0.58606946864991905E-007   0.232443062E-005
   0.58625434860848369E-007   0.157980890E-005
   0.58643922856704833E-007   0.738978258E-006
   0.58662410852561298E-007  -0.139599820E-006
   0.58680898848417762E-007  -0.985970701E-006
   0.58699386844274226E-007  -0.175388379E-005
   0.58717874840130690E-007  -0.251747360E-005
   0.58736362835987155E-007  -0.339419125E-005
   0.58754850831843619E-007  -0.431079843E-005
   0.58773338827700083E-007  -0.501092654E-005
   0.58791826823556548E-007  -0.535933532E-005
   0.58810314819413012E-007  -0.546292949E-005
   0.58828802815269476E-007  -0.543143096E-005
   0.58847290811125941E-007  -0.520792764E-005
   0.58865778806982405E-007  -0.471218118E-005
   0.58884266802838869E-007  -0.398521206E-005
   0.58902754798695334E-007  -0.311594772E-005
   0.58921242794551798E-007  -0.215525711E-005
   0.58939730790408262E-007  -0.115948831E-005
   0.58958218786264727E-007  -0.210570022E-006
   0.58976706782121191E-007   0.655735278E-006
   0.58995194777977655E-007   0.146798891E-005
   0.59013682773834120E-007   0.225143867E-005
   0.59032170769690584E-007   0.301877321E-005
   0.59050658765547048E-007   0.382452390E-005
   0.59069146761403513E-007   0.471528165E-005
   0.59087634757259977E-007   0.558377360E-005
   0.59106122753116441E-007   0.617358501E-005
   0.59124610748972906E-007   0.630635350E-005
   0.59143098744829370E-007   0.604719025E-005
   0.59161586740685834E-007   0.559067121E-005
   0.59180074736542299E-007   0.504662239E-005
   0.59198562732398763E-007   0.439053110E-005
   0.59217050728255227E-007   0.355300381E-005
   0.59235538724111692E-007   0.249519871E-005
   0.59254026719968156E-007   0.125123972E-005
   0.59272514715824620E-007  -0.503862339E-007
   0.59291002711681084E-007  -0.124462144E-005
   0.59309490707537549E-007  -0.223769985E-005
   0.59327978703394013E-007  -0.303297952E-005
   0.59346466699250477E-007  -0.365497726E-005
   0.59364954695106942E-007  -0.408595724E-005
   0.59383442690963406E-007  -0.427750592E-005
   0.59401930686819870E-007  -0.420092965E-005
   0.59420418682676335E-007  -0.387676528E-005
   0.59438906678532799E-007  -0.334123092E-005
   0.59457394674389263E-007  -0.258558021E-005
   0.59475882670245728E-007  -0.157304919E-005
   0.59494370666102192E-007  -0.326665941E-006
   0.59512858661958656E-007   0.105425295E-005
   0.59531346657815121E-007   0.246863965E-005
   0.59549834653671585E-007   0.383449560E-005
   0.59568322649528049E-007   0.503498313E-005
   0.59586810645384514E-007   0.592186916E-005
   0.59605298641240978E-007   0.638045185E-005
   0.59623786637097442E-007   0.634738944E-005
   0.59642274632953907E-007   0.580773531E-005
   0.59660762628810371E-007   0.484605334E-005
   0.59679250624666835E-007   0.365704477E-005
   0.59697738620523300E-007   0.241799353E-005
   0.59716226616379764E-007   0.115858575E-005
   0.59734714612236228E-007  -0.192675088E-006
   0.59753202608092693E-007  -0.164776736E-005
   0.59771690603949157E-007  -0.308778181E-005
   0.59790178599805621E-007  -0.434692356E-005
   0.59808666595662086E-007  -0.533489538E-005
   0.59827154591518550E-007  -0.606928506E-005
   0.59845642587375014E-007  -0.661085960E-005
   0.59864130583231479E-007  -0.698734129E-005
   0.59882618579087943E-007  -0.717609100E-005
   0.59901106574944407E-007  -0.714630323E-005
   0.59919594570800871E-007  -0.690302386E-005
   0.59938082566657336E-007  -0.646651642E-005
   0.59956570562513800E-007  -0.580918277E-005
   0.59975058558370264E-007  -0.487152420E-005
   0.59993546554226729E-007  -0.367533357E-005
   0.60012034550083193E-007  -0.235534253E-005
   0.60030522545939657E-007  -0.103185755E-005
   0.60049010541796122E-007   0.268768531E-006
   0.60067498537652586E-007   0.151799657E-005
   0.60085986533509050E-007   0.260982756E-005
   0.60104474529365515E-007   0.343953661E-005
   0.60122962525221979E-007   0.396175210E-005
   0.60141450521078443E-007   0.414240594E-005
   0.60159938516934908E-007   0.397729491E-005
   0.60178426512791372E-007   0.358096304E-005
   0.60196914508647836E-007   0.312211296E-005
   0.60215402504504301E-007   0.265371364E-005
   0.60233890500360765E-007   0.213515636E-005
   0.60252378496217229E-007   0.160798174E-005
   0.60270866492073694E-007   0.118670437E-005
   0.60289354487930158E-007   0.863181981E-006
   0.60307842483786622E-007   0.480233894E-006
   0.60326330479643087E-007  -0.470583359E-007
   0.60344818475499551E-007  -0.595524909E-006
   0.60363306471356015E-007  -0.974447403E-006
   0.60381794467212480E-007  -0.111792656E-005
   0.60400282463068944E-007  -0.107545543E-005
   0.60418770458925408E-007  -0.879054483E-006
   0.60437258454781873E-007  -0.511392955E-006
   0.60455746450638337E-007   0.161444405E-007
   0.60474234446494801E-007   0.642899181E-006
   0.60492722442351265E-007   0.132701780E-005
   0.60511210438207730E-007   0.206834943E-005
   0.60529698434064194E-007   0.285287661E-005
   0.60548186429920658E-007   0.362755486E-005
   0.60566674425777123E-007   0.433093328E-005
   0.60585162421633587E-007   0.489658760E-005
   0.60603650417490051E-007   0.523337803E-005
   0.60622138413346516E-007   0.526095300E-005
   0.60640626409202980E-007   0.496727353E-005
   0.60659114405059444E-007   0.438828965E-005
   0.60677602400915909E-007   0.354125586E-005
   0.60696090396772373E-007   0.242813212E-005
   0.60714578392628837E-007   0.109781865E-005
   0.60733066388485302E-007  -0.353139285E-006
   0.60751554384341766E-007  -0.185031035E-005
   0.60770042380198230E-007  -0.335607319E-005
   0.60788530376054695E-007  -0.479283972E-005
   0.60807018371911159E-007  -0.600581370E-005
   0.60825506367767623E-007  -0.683962753E-005
   0.60843994363624088E-007  -0.721424385E-005
   0.60862482359480552E-007  -0.710649101E-005
   0.60880970355337016E-007  -0.652973313E-005
   0.60899458351193481E-007  -0.558840111E-005
   0.60917946347049945E-007  -0.449115441E-005
   0.60936434342906409E-007  -0.342880435E-005
   0.60954922338762874E-007  -0.245333695E-005
   0.60973410334619338E-007  -0.151607696E-005
   0.60991898330475802E-007  -0.591336345E-006
   0.61010386326332267E-007   0.282582334E-006
   0.61028874322188731E-007   0.105605795E-005
   0.61047362318045195E-007   0.170666135E-005
   0.61065850313901660E-007   0.222250287E-005
   0.61084338309758124E-007   0.258609907E-005
   0.61102826305614588E-007   0.280117115E-005
   0.61121314301471052E-007   0.292348477E-005
   0.61139802297327517E-007   0.303501565E-005
   0.61158290293183981E-007   0.318374100E-005
   0.61176778289040445E-007   0.337029655E-005
   0.61195266284896910E-007   0.357847171E-005
   0.61213754280753374E-007   0.376325374E-005
   0.61232242276609838E-007   0.380906977E-005
   0.61250730272466303E-007   0.357830686E-005
   0.61269218268322767E-007   0.304151672E-005
   0.61287706264179231E-007   0.231304762E-005
   0.61306194260035696E-007   0.153390420E-005
   0.61324682255892160E-007   0.770410736E-006
   0.61343170251748624E-007   0.452590712E-007
   0.61361658247605089E-007  -0.607198444E-006
   0.61380146243461553E-007  -0.117082266E-005
   0.61398634239318017E-007  -0.168297652E-005
   0.61417122235174482E-007  -0.218131436E-005
   0.61435610231030946E-007  -0.264342520E-005
   0.61454098226887410E-007  -0.302872741E-005
   0.61472586222743875E-007  -0.335303048E-005
   0.61491074218600339E-007  -0.366078757E-005
   0.61509562214456803E-007  -0.393151322E-005
   0.61528050210313268E-007  -0.407505149E-005
   0.61546538206169732E-007  -0.403471313E-005
   0.61565026202026196E-007  -0.384637769E-005
   0.61583514197882661E-007  -0.356099963E-005
   0.61602002193739125E-007  -0.313426858E-005
   0.61620490189595589E-007  -0.244334046E-005
   0.61638978185452054E-007  -0.143214345E-005
   0.61657466181308518E-007  -0.208771439E-006
   0.61675954177164982E-007   0.104003288E-005
   0.61694442173021447E-007   0.220545985E-005
   0.61712930168877911E-007   0.326193913E-005
   0.61731418164734375E-007   0.413810540E-005
   0.61749906160590839E-007   0.470235955E-005
   0.61768394156447304E-007   0.491409128E-005
   0.61786882152303768E-007   0.487763509E-005
   0.61805370148160232E-007   0.468674489E-005
   0.61823858144016697E-007   0.431462013E-005
   0.61842346139873161E-007   0.371716715E-005
   0.61860834135729625E-007   0.294706069E-005
   0.61879322131586090E-007   0.210390181E-005
   0.61897810127442554E-007   0.125718543E-005
   0.61916298123299018E-007   0.467320660E-006
   0.61934786119155483E-007  -0.198944349E-006
   0.61953274115011947E-007  -0.719529851E-006
   0.61971762110868411E-007  -0.112466114E-005
   0.61990250106724876E-007  -0.142527870E-005
   0.62008738102581340E-007  -0.156902740E-005
   0.62027226098437804E-007  -0.147741878E-005
   0.62045714094294269E-007  -0.112448356E-005
   0.62064202090150733E-007  -0.602122952E-006
   0.62082690086007197E-007  -0.907739377E-007
   0.62101178081863662E-007   0.284954211E-006
   0.62119666077720126E-007   0.543696729E-006
   0.62138154073576590E-007   0.733312845E-006
   0.62156642069433055E-007   0.791871116E-006
   0.62175130065289519E-007   0.617454134E-006
   0.62193618061145983E-007   0.215086772E-006
   0.62212106057002448E-007  -0.342084121E-006
   0.62230594052858912E-007  -0.104540061E-005
   0.62249082048715376E-007  -0.191390723E-005
   0.62267570044571841E-007  -0.285648503E-005
   0.62286058040428305E-007  -0.370577936E-005
   0.62304546036284769E-007  -0.439263613E-005
   0.62323034032141233E-007  -0.497153360E-005
   0.62341522027997698E-007  -0.545371086E-005
   0.62360010023854162E-007  -0.572078079E-005
   0.62378498019710626E-007  -0.564945549E-005
   0.62396986015567091E-007  -0.524324923E-005
   0.62415474011423555E-007  -0.458881414E-005
   0.62433962007280019E-007  -0.374370074E-005
   0.62452450003136484E-007  -0.272955958E-005
   0.62470937998992948E-007  -0.160337527E-005
   0.62489425994849412E-007  -0.474641638E-006
   0.62507913990705877E-007   0.561534534E-006
   0.62526401986562341E-007   0.149921971E-005
   0.62544889982418805E-007   0.242246256E-005
   0.62563377978275270E-007   0.341603959E-005
   0.62581865974131734E-007   0.446829745E-005
   0.62600353969988198E-007   0.546369984E-005
   0.62618841965844663E-007   0.624499125E-005
   0.62637329961701127E-007   0.666186315E-005
   0.62655817957557591E-007   0.661270951E-005
   0.62674305953414056E-007   0.611196447E-005
   0.62692793949270520E-007   0.530931538E-005
   0.62711281945126984E-007   0.439945734E-005
   0.62729769940983449E-007   0.351455287E-005
   0.62748257936839913E-007   0.270802457E-005
   0.62766745932696377E-007   0.200283580E-005
   0.62785233928552842E-007   0.142283557E-005
   0.62803721924409306E-007   0.977480909E-006
   0.62822209920265770E-007   0.624565644E-006
   0.62840697916122235E-007   0.275242655E-006
   0.62859185911978699E-007  -0.132175813E-006
   0.62877673907835163E-007  -0.580602375E-006
   0.62896161903691628E-007  -0.101879300E-005
   0.62914649899548092E-007  -0.141175144E-005
   0.62933137895404556E-007  -0.171558156E-005
   0.62951625891261020E-007  -0.186999023E-005
   0.62970113887117485E-007  -0.186913280E-005
   0.62988601882973949E-007  -0.179694030E-005
   0.63007089878830413E-007  -0.176195135E-005
   0.63025577874686878E-007  -0.182126860E-005
   0.63044065870543342E-007  -0.195261737E-005
   0.63062553866399806E-007  -0.206922914E-005
   0.63081041862256271E-007  -0.210125040E-005
   0.63099529858112735E-007  -0.209225072E-005
   0.63118017853969199E-007  -0.216990156E-005
   0.63136505849825664E-007  -0.241391558E-005
   0.63154993845682128E-007  -0.280409472E-005
   0.63173481841538592E-007  -0.326822101E-005
   0.63191969837395057E-007  -0.370083217E-005
   0.63210457833251521E-007  -0.396565883E-005
   0.63228945829107985E-007  -0.396111909E-005
   0.63247433824964450E-007  -0.366827953E-005
   0.63265921820820914E-007  -0.310380301E-005
   0.63284409816677378E-007  -0.228594308E-005
   0.63302897812533843E-007  -0.128538511E-005
   0.63321385808390307E-007  -0.243136583E-006
   0.63339873804246771E-007   0.713159807E-006
   0.63358361800103236E-007   0.153446558E-005
   0.63376849795959700E-007   0.220694051E-005
   0.63395337791816164E-007   0.269053680E-005
   0.63413825787672629E-007   0.294942242E-005
   0.63432313783529093E-007   0.302301714E-005
   0.63450801779385557E-007   0.301051136E-005
   0.63469289775242022E-007   0.297767906E-005
   0.63487777771098486E-007   0.291967717E-005
   0.63506265766954950E-007   0.281106691E-005
   0.63524753762811415E-007   0.264414007E-005
   0.63543241758667879E-007   0.243381919E-005
   0.63561729754524343E-007   0.223283268E-005
   0.63580217750380807E-007   0.209861105E-005
   0.63598705746237272E-007   0.199460601E-005
   0.63617193742093736E-007   0.180137874E-005
   0.63635681737950200E-007   0.147988442E-005
   0.63654169733806665E-007   0.111469728E-005
   0.63672657729663129E-007   0.737113396E-006
   0.63691145725519593E-007   0.240610348E-006
   0.63709633721376058E-007  -0.446608340E-006
   0.63728121717232522E-007  -0.120831146E-005
   0.63746609713088986E-007  -0.181965106E-005
   0.63765097708945451E-007  -0.212153736E-005
   0.63783585704801915E-007  -0.211378324E-005
   0.63802073700658379E-007  -0.191550248E-005
   0.63820561696514844E-007  -0.161092919E-005
   0.63839049692371308E-007  -0.116122931E-005
   0.63857537688227772E-007  -0.566716835E-006
   0.63876025684084237E-007  -0.553642394E-007
   0.63894513679940701E-007   0.749489004E-007
   0.63913001675797165E-007  -0.213053994E-006
   0.63931489671653630E-007  -0.685146745E-006
   0.63949977667510094E-007  -0.111761221E-005
   0.63968465663366558E-007  -0.143375019E-005
   0.63986953659223023E-007  -0.161856758E-005
   0.64005441655079487E-007  -0.166758548E-005
   0.64023929650935951E-007  -0.159633726E-005
   0.64042417646792416E-007  -0.139571853E-005
   0.64060905642648880E-007  -0.103314062E-005
   0.64079393638505344E-007  -0.567818120E-006
   0.64097881634361809E-007  -0.156935556E-006
   0.64116369630218273E-007   0.144351674E-006
   0.64134857626074737E-007   0.471503967E-006
   0.64153345621931201E-007   0.925586164E-006
   0.64171833617787666E-007   0.137100949E-005
   0.64190321613644130E-007   0.159701153E-005
   0.64208809609500594E-007   0.159999445E-005
   0.64227297605357059E-007   0.156677299E-005
   0.64245785601213523E-007   0.163739264E-005
   0.64264273597069987E-007   0.181246276E-005
   0.64282761592926452E-007   0.204773255E-005
   0.64301249588782916E-007   0.232349589E-005
   0.64319737584639380E-007   0.264178016E-005
   0.64338225580495845E-007   0.301735554E-005
   0.64356713576352309E-007   0.343084275E-005
   0.64375201572208773E-007   0.376293792E-005
   0.64393689568065238E-007   0.384751456E-005
   0.64412177563921702E-007   0.361795855E-005
   0.64430665559778166E-007   0.312914881E-005
   0.64449153555634631E-007   0.241440557E-005
   0.64467641551491095E-007   0.140065356E-005
   0.64486129547347559E-007   0.234385880E-007
   0.64504617543204024E-007  -0.159902902E-005
   0.64523105539060488E-007  -0.316622572E-005
   0.64541593534916952E-007  -0.439712085E-005
   0.64560081530773417E-007  -0.519449713E-005
   0.64578569526629881E-007  -0.559045475E-005
   0.64597057522486345E-007  -0.563340791E-005
   0.64615545518342810E-007  -0.541622694E-005
   0.64634033514199274E-007  -0.509837855E-005
   0.64652521510055738E-007  -0.476452942E-005
   0.64671009505912203E-007  -0.434907361E-005
   0.64689497501768667E-007  -0.378552500E-005
   0.64707985497625131E-007  -0.309043526E-005
   0.64726473493481596E-007  -0.224097221E-005
   0.64744961489338060E-007  -0.117605282E-005
   0.64763449485194524E-007   0.936563538E-008
   0.64781937481050988E-007   0.108359086E-005
   0.64800425476907453E-007   0.193744063E-005
   0.64818913472763917E-007   0.261918035E-005
   0.64837401468620381E-007   0.312149950E-005
   0.64855889464476846E-007   0.336055814E-005
   0.64874377460333310E-007   0.334721290E-005
   0.64892865456189774E-007   0.318505363E-005
   0.64911353452046239E-007   0.294788629E-005
   0.64929841447902703E-007   0.270298460E-005
   0.64948329443759167E-007   0.254489760E-005
   0.64966817439615632E-007   0.246761419E-005
   0.64985305435472096E-007   0.232771231E-005
   0.65003793431328560E-007   0.204927414E-005
   0.65022281427185025E-007   0.173880994E-005
   0.65040769423041489E-007   0.151922563E-005
   0.65059257418897953E-007   0.139672659E-005
   0.65077745414754418E-007   0.136510550E-005
   0.65096233410610882E-007   0.148474408E-005
   0.65114721406467346E-007   0.174960428E-005
   0.65133209402323811E-007   0.198717339E-005
   0.65151697398180275E-007   0.201550574E-005
   0.65170185394036739E-007   0.185804720E-005
   0.65188673389893204E-007   0.170506041E-005
   0.65207161385749668E-007   0.167058113E-005
   0.65225649381606132E-007   0.166642906E-005
   0.65244137377462597E-007   0.152692905E-005
   0.65262625373319061E-007   0.118495302E-005
   0.65281113369175525E-007   0.693120342E-006
   0.65299601365031990E-007   0.137291408E-006
   0.65318089360888454E-007  -0.416945568E-006
   0.65336577356744918E-007  -0.943245141E-006
   0.65355065352601383E-007  -0.149162986E-005
   0.65373553348457847E-007  -0.218137234E-005
   0.65392041344314311E-007  -0.308545850E-005
   0.65410529340170775E-007  -0.412612371E-005
   0.65429017336027240E-007  -0.513866235E-005
   0.65447505331883704E-007  -0.602224645E-005
   0.65465993327740168E-007  -0.676093487E-005
   0.65484481323596633E-007  -0.730891952E-005
   0.65502969319453097E-007  -0.754197708E-005
   0.65521457315309561E-007  -0.734817195E-005
   0.65539945311166026E-007  -0.672204442E-005
   0.65558433307022490E-007  -0.576606044E-005
   0.65576921302878954E-007  -0.464002096E-005
   0.65595409298735419E-007  -0.350677442E-005
   0.65613897294591883E-007  -0.248789433E-005
   0.65632385290448347E-007  -0.163974642E-005
   0.65650873286304812E-007  -0.934105344E-006
   0.65669361282161276E-007  -0.249300967E-006
   0.65687849278017740E-007   0.552632343E-006
   0.65706337273874205E-007   0.148888125E-005
   0.65724825269730669E-007   0.245200295E-005
   0.65743313265587133E-007   0.336707603E-005
   0.65761801261443598E-007   0.425127382E-005
   0.65780289257300062E-007   0.509131041E-005
   0.65798777253156526E-007   0.580290089E-005
   0.65817265249012991E-007   0.635404376E-005
   0.65835753244869455E-007   0.677469552E-005
   0.65854241240725919E-007   0.699910561E-005
   0.65872729236582384E-007   0.686160138E-005
   0.65891217232438848E-007   0.630805880E-005
   0.65909705228295312E-007   0.547296031E-005
   0.65928193224151777E-007   0.450054540E-005
   0.65946681220008241E-007   0.340736597E-005
   0.65965169215864705E-007   0.215407499E-005
   0.65983657211721169E-007   0.752680194E-006
   0.66002145207577634E-007  -0.727338602E-006
   0.66020633203434098E-007  -0.218691343E-005
   0.66039121199290562E-007  -0.349866218E-005
   0.66057609195147027E-007  -0.451482856E-005
   0.66076097191003491E-007  -0.511600183E-005
   0.66094585186859955E-007  -0.528753526E-005
   0.66113073182716420E-007  -0.514835256E-005
   0.66131561178572884E-007  -0.484917791E-005
   0.66150049174429348E-007  -0.442252895E-005
   0.66168537170285813E-007  -0.379791936E-005
   0.66187025166142277E-007  -0.297816564E-005
   0.66205513161998741E-007  -0.209033033E-005
   0.66224001157855206E-007  -0.120873892E-005
   0.66242489153711670E-007  -0.239326482E-006
   0.66260977149568134E-007   0.935660751E-006
   0.66279465145424599E-007   0.228332010E-005
   0.66297953141281063E-007   0.366575705E-005
   0.66316441137137527E-007   0.497249584E-005
   0.66334929132993992E-007   0.611843188E-005
   0.66353417128850456E-007   0.697586165E-005
