t              SphericalCavity.fdtd_Point probe_Ex_50_25_50.dat
   0.21760371123058508E-007  -0.141376586E-005
   0.21778859118914973E-007  -0.110417591E-005
   0.21797347114771437E-007  -0.975826424E-006
   0.21815835110627901E-007  -0.902480963E-006
   0.21834323106484366E-007  -0.822000288E-006
   0.21852811102340830E-007  -0.767589995E-006
   0.21871299098197294E-007  -0.685908105E-006
   0.21889787094053759E-007  -0.469318422E-006
   0.21908275089910223E-007  -0.177103715E-006
   0.21926763085766687E-007  -0.100218642E-007
   0.21945251081623152E-007  -0.454499265E-007
   0.21963739077479616E-007  -0.178312092E-006
   0.21982227073336080E-007  -0.325464299E-006
   0.22000715069192545E-007  -0.502763385E-006
   0.22019203065049009E-007  -0.685386112E-006
   0.22037691060905473E-007  -0.774938712E-006
   0.22056179056761938E-007  -0.753520737E-006
   0.22074667052618402E-007  -0.727766292E-006
   0.22093155048474866E-007  -0.771780435E-006
   0.22111643044331331E-007  -0.838571907E-006
   0.22130131040187795E-007  -0.855863846E-006
   0.22148619036044259E-007  -0.797068594E-006
   0.22167107031900724E-007  -0.629733620E-006
   0.22185595027757188E-007  -0.300820119E-006
   0.22204083023613652E-007   0.199034929E-006
   0.22222571019470116E-007   0.840104235E-006
   0.22241059015326581E-007   0.161023900E-005
   0.22259547011183045E-007   0.246279069E-005
   0.22278035007039509E-007   0.323477275E-005
   0.22296523002895974E-007   0.374946808E-005
   0.22315010998752438E-007   0.399829514E-005
   0.22333498994608902E-007   0.411463589E-005
   0.22351986990465367E-007   0.418914078E-005
   0.22370474986321831E-007   0.420966717E-005
   0.22388962982178295E-007   0.413615180E-005
   0.22407450978034760E-007   0.391452932E-005
   0.22425938973891224E-007   0.345075296E-005
   0.22444426969747688E-007   0.268760391E-005
   0.22462914965604153E-007   0.169290638E-005
   0.22481402961460617E-007   0.590689865E-006
   0.22499890957317081E-007  -0.556482746E-006
   0.22518378953173546E-007  -0.171260388E-005
   0.22536866949030010E-007  -0.277269282E-005
   0.22555354944886474E-007  -0.362523861E-005
   0.22573842940742939E-007  -0.428641397E-005
   0.22592330936599403E-007  -0.484154771E-005
   0.22610818932455867E-007  -0.525158930E-005
   0.22629306928312332E-007  -0.535577919E-005
   0.22647794924168796E-007  -0.509703932E-005
   0.22666282920025260E-007  -0.460799311E-005
   0.22684770915881725E-007  -0.402012984E-005
   0.22703258911738189E-007  -0.331770707E-005
   0.22721746907594653E-007  -0.245374395E-005
   0.22740234903451118E-007  -0.150273661E-005
   0.22758722899307582E-007  -0.624843437E-006
   0.22777210895164046E-007   0.463788297E-007
   0.22795698891020511E-007   0.450827685E-006
   0.22814186886876975E-007   0.628885346E-006
   0.22832674882733439E-007   0.721903973E-006
   0.22851162878589903E-007   0.854374605E-006
   0.22869650874446368E-007   0.100830175E-005
   0.22888138870302832E-007   0.110003316E-005
   0.22906626866159296E-007   0.115988394E-005
   0.22925114862015761E-007   0.131834747E-005
   0.22943602857872225E-007   0.160907746E-005
   0.22962090853728689E-007   0.189234879E-005
   0.22980578849585154E-007   0.200673458E-005
   0.22999066845441618E-007   0.193344727E-005
   0.23017554841298082E-007   0.178041364E-005
   0.23036042837154547E-007   0.163537368E-005
   0.23054530833011011E-007   0.146745253E-005
   0.23073018828867475E-007   0.118908133E-005
   0.23091506824723940E-007   0.802051943E-006
   0.23109994820580404E-007   0.427121989E-006
   0.23128482816436868E-007   0.157705102E-006
   0.23146970812293333E-007  -0.601870909E-007
   0.23165458808149797E-007  -0.343767312E-006
   0.23183946804006261E-007  -0.704205831E-006
   0.23202434799862726E-007  -0.101534749E-005
   0.23220922795719190E-007  -0.112760301E-005
   0.23239410791575654E-007  -0.979026595E-006
   0.23257898787432119E-007  -0.628223120E-006
   0.23276386783288583E-007  -0.211728434E-006
   0.23294874779145047E-007   0.159143156E-006
   0.23313362775001512E-007   0.480788231E-006
   0.23331850770857976E-007   0.813124188E-006
   0.23350338766714440E-007   0.115725834E-005
   0.23368826762570905E-007   0.143207967E-005
   0.23387314758427369E-007   0.159295291E-005
   0.23405802754283833E-007   0.171980503E-005
   0.23424290750140297E-007   0.192541506E-005
   0.23442778745996762E-007   0.218052264E-005
   0.23461266741853226E-007   0.229777129E-005
   0.23479754737709690E-007   0.213269459E-005
   0.23498242733566155E-007   0.174276784E-005
   0.23516730729422619E-007   0.126857435E-005
   0.23535218725279083E-007   0.712211317E-006
   0.23553706721135548E-007  -0.353564928E-007
   0.23572194716992012E-007  -0.958494184E-006
   0.23590682712848476E-007  -0.185074168E-005
   0.23609170708704941E-007  -0.251301253E-005
   0.23627658704561405E-007  -0.290569506E-005
   0.23646146700417869E-007  -0.308094604E-005
   0.23664634696274334E-007  -0.307667256E-005
   0.23683122692130798E-007  -0.291687252E-005
   0.23701610687987262E-007  -0.262358640E-005
   0.23720098683843727E-007  -0.218076980E-005
   0.23738586679700191E-007  -0.155286966E-005
   0.23757074675556655E-007  -0.776888839E-006
   0.23775562671413120E-007   0.231961508E-007
   0.23794050667269584E-007   0.748166428E-006
   0.23812538663126048E-007   0.138643986E-005
   0.23831026658982513E-007   0.192315792E-005
   0.23849514654838977E-007   0.226263387E-005
   0.23868002650695441E-007   0.232003867E-005
   0.23886490646551906E-007   0.213873932E-005
   0.23904978642408370E-007   0.183345060E-005
   0.23923466638264834E-007   0.145298395E-005
   0.23941954634121299E-007   0.972369662E-006
   0.23960442629977763E-007   0.387005684E-006
   0.23978930625834227E-007  -0.249408174E-006
   0.23997418621690692E-007  -0.855037001E-006
   0.24015906617547156E-007  -0.135187111E-005
   0.24034394613403620E-007  -0.170359408E-005
   0.24052882609260084E-007  -0.194484232E-005
   0.24071370605116549E-007  -0.214147235E-005
   0.24089858600973013E-007  -0.231593299E-005
   0.24108346596829477E-007  -0.242825331E-005
   0.24126834592685942E-007  -0.240525515E-005
   0.24145322588542406E-007  -0.217546994E-005
   0.24163810584398870E-007  -0.172324644E-005
   0.24182298580255335E-007  -0.112612645E-005
   0.24200786576111799E-007  -0.500154954E-006
   0.24219274571968263E-007   0.828571274E-007
   0.24237762567824728E-007   0.588385888E-006
   0.24256250563681192E-007   0.983606697E-006
   0.24274738559537656E-007   0.127608428E-005
   0.24293226555394121E-007   0.153424276E-005
   0.24311714551250585E-007   0.180019890E-005
   0.24330202547107049E-007   0.203406989E-005
   0.24348690542963514E-007   0.219623689E-005
   0.24367178538819978E-007   0.231392232E-005
   0.24385666534676442E-007   0.241240923E-005
   0.24404154530532907E-007   0.245739170E-005
   0.24422642526389371E-007   0.242734495E-005
   0.24441130522245835E-007   0.237329550E-005
   0.24459618518102300E-007   0.233808987E-005
   0.24478106513958764E-007   0.226650764E-005
   0.24496594509815228E-007   0.206117306E-005
   0.24515082505671693E-007   0.169977511E-005
   0.24533570501528157E-007   0.125053373E-005
   0.24552058497384621E-007   0.795132962E-006
   0.24570546493241086E-007   0.367115206E-006
   0.24589034489097550E-007  -0.608334858E-007
   0.24607522484954014E-007  -0.546480408E-006
   0.24626010480810478E-007  -0.109887674E-005
   0.24644498476666943E-007  -0.162406673E-005
   0.24662986472523407E-007  -0.200329873E-005
   0.24681474468379871E-007  -0.223254938E-005
   0.24699962464236336E-007  -0.242700548E-005
   0.24718450460092800E-007  -0.268146914E-005
   0.24736938455949264E-007  -0.298091300E-005
   0.24755426451805729E-007  -0.325007500E-005
   0.24773914447662193E-007  -0.343708007E-005
   0.24792402443518657E-007  -0.352731377E-005
   0.24810890439375122E-007  -0.348888739E-005
   0.24829378435231586E-007  -0.323031873E-005
   0.24847866431088050E-007  -0.266904499E-005
   0.24866354426944515E-007  -0.186668694E-005
   0.24884842422800979E-007  -0.101899104E-005
   0.24903330418657443E-007  -0.255758152E-006
   0.24921818414513908E-007   0.469468205E-006
   0.24940306410370372E-007   0.123521954E-005
   0.24958794406226836E-007   0.199595206E-005
   0.24977282402083301E-007   0.263436596E-005
   0.24995770397939765E-007   0.307205210E-005
   0.25014258393796229E-007   0.326225677E-005
   0.25032746389652694E-007   0.315754869E-005
   0.25051234385509158E-007   0.275233879E-005
   0.25069722381365622E-007   0.212066925E-005
   0.25088210377222087E-007   0.138952350E-005
   0.25106698373078551E-007   0.688111754E-006
   0.25125186368935015E-007   0.880915536E-007
   0.25143674364791480E-007  -0.445077148E-006
   0.25162162360647944E-007  -0.100797251E-005
   0.25180650356504408E-007  -0.163304787E-005
   0.25199138352360873E-007  -0.223468260E-005
   0.25217626348217337E-007  -0.270108603E-005
   0.25236114344073801E-007  -0.301390060E-005
   0.25254602339930265E-007  -0.325326164E-005
   0.25273090335786730E-007  -0.347572950E-005
   0.25291578331643194E-007  -0.358632997E-005
   0.25310066327499658E-007  -0.336966400E-005
   0.25328554323356123E-007  -0.269456882E-005
   0.25347042319212587E-007  -0.165899462E-005
   0.25365530315069051E-007  -0.474701096E-006
   0.25384018310925516E-007   0.745121952E-006
   0.25402506306781980E-007   0.198767248E-005
   0.25420994302638444E-007   0.317401737E-005
   0.25439482298494909E-007   0.414348506E-005
   0.25457970294351373E-007   0.482887845E-005
   0.25476458290207837E-007   0.530667967E-005
   0.25494946286064302E-007   0.561195657E-005
   0.25513434281920766E-007   0.562441437E-005
   0.25531922277777230E-007   0.522102800E-005
   0.25550410273633695E-007   0.444926491E-005
   0.25568898269490159E-007   0.347360765E-005
   0.25587386265346623E-007   0.243453997E-005
   0.25605874261203088E-007   0.142386739E-005
   0.25624362257059552E-007   0.504653769E-006
   0.25642850252916016E-007  -0.320250763E-006
   0.25661338248772481E-007  -0.108368215E-005
   0.25679826244628945E-007  -0.174370041E-005
   0.25698314240485409E-007  -0.218221135E-005
   0.25716802236341874E-007  -0.236935216E-005
   0.25735290232198338E-007  -0.244161834E-005
   0.25753778228054802E-007  -0.254014867E-005
   0.25772266223911267E-007  -0.262901881E-005
   0.25790754219767731E-007  -0.255018608E-005
   0.25809242215624195E-007  -0.222625022E-005
   0.25827730211480660E-007  -0.173457352E-005
   0.25846218207337124E-007  -0.119178878E-005
   0.25864706203193588E-007  -0.652000438E-006
   0.25883194199050052E-007  -0.153454721E-006
   0.25901682194906517E-007   0.213490210E-006
   0.25920170190762981E-007   0.372375894E-006
   0.25938658186619445E-007   0.371116329E-006
   0.25957146182475910E-007   0.345968175E-006
   0.25975634178332374E-007   0.367043498E-006
   0.25994122174188838E-007   0.376062786E-006
   0.26012610170045303E-007   0.288941237E-006
   0.26031098165901767E-007   0.107199114E-006
   0.26049586161758231E-007  -0.102022938E-006
   0.26068074157614696E-007  -0.298233488E-006
   0.26086562153471160E-007  -0.490712637E-006
   0.26105050149327624E-007  -0.680390770E-006
   0.26123538145184089E-007  -0.829641863E-006
   0.26142026141040553E-007  -0.899874863E-006
   0.26160514136897017E-007  -0.883290625E-006
   0.26179002132753482E-007  -0.802443765E-006
   0.26197490128609946E-007  -0.727912493E-006
   0.26215978124466410E-007  -0.784407860E-006
   0.26234466120322875E-007  -0.106723655E-005
   0.26252954116179339E-007  -0.154918541E-005
   0.26271442112035803E-007  -0.212772784E-005
   0.26289930107892268E-007  -0.273924252E-005
   0.26308418103748732E-007  -0.334052561E-005
   0.26326906099605196E-007  -0.379969788E-005
   0.26345394095461661E-007  -0.392215679E-005
   0.26363882091318125E-007  -0.361529374E-005
   0.26382370087174589E-007  -0.295390601E-005
   0.26400858083031054E-007  -0.205716947E-005
   0.26419346078887518E-007  -0.966578568E-006
   0.26437834074743982E-007   0.312297971E-006
   0.26456322070600446E-007   0.170077817E-005
   0.26474810066456911E-007   0.306087713E-005
   0.26493298062313375E-007   0.431488752E-005
   0.26511786058169839E-007   0.546073306E-005
   0.26530274054026304E-007   0.642525947E-005
   0.26548762049882768E-007   0.699162956E-005
   0.26567250045739232E-007   0.696787038E-005
   0.26585738041595697E-007   0.638530400E-005
   0.26604226037452161E-007   0.544811064E-005
   0.26622714033308625E-007   0.433056766E-005
   0.26641202029165090E-007   0.311478243E-005
   0.26659690025021554E-007   0.188725755E-005
   0.26678178020878018E-007   0.775456556E-006
   0.26696666016734483E-007  -0.134918196E-006
   0.26715154012590947E-007  -0.852883090E-006
   0.26733642008447411E-007  -0.143237776E-005
   0.26752130004303876E-007  -0.190520859E-005
   0.26770618000160340E-007  -0.226818793E-005
   0.26789105996016804E-007  -0.250351445E-005
   0.26807593991873269E-007  -0.259548369E-005
   0.26826081987729733E-007  -0.253426424E-005
   0.26844569983586197E-007  -0.230953469E-005
   0.26863057979442662E-007  -0.190956985E-005
   0.26881545975299126E-007  -0.134566790E-005
   0.26900033971155590E-007  -0.684278177E-006
   0.26918521967012055E-007  -0.347781679E-007
   0.26937009962868519E-007   0.517161141E-006
   0.26955497958724983E-007   0.960293278E-006
   0.26973985954581448E-007   0.132500691E-005
   0.26992473950437912E-007   0.160296918E-005
   0.27010961946294376E-007   0.171753561E-005
   0.27029449942150841E-007   0.157478792E-005
   0.27047937938007305E-007   0.112995951E-005
   0.27066425933863769E-007   0.416882358E-006
   0.27084913929720233E-007  -0.451942185E-006
   0.27103401925576698E-007  -0.131370575E-005
   0.27121889921433162E-007  -0.202419824E-005
   0.27140377917289626E-007  -0.251579286E-005
   0.27158865913146091E-007  -0.277186518E-005
   0.27177353909002555E-007  -0.276546643E-005
   0.27195841904859019E-007  -0.247923026E-005
   0.27214329900715484E-007  -0.197973759E-005
   0.27232817896571948E-007  -0.139949248E-005
   0.27251305892428412E-007  -0.823958203E-006
   0.27269793888284877E-007  -0.252001996E-006
   0.27288281884141341E-007   0.316381659E-006
   0.27306769879997805E-007   0.815240867E-006
   0.27325257875854270E-007   0.116474257E-005
   0.27343745871710734E-007   0.133715059E-005
   0.27362233867567198E-007   0.133458582E-005
   0.27380721863423663E-007   0.114256886E-005
   0.27399209859280127E-007   0.762808611E-006
   0.27417697855136591E-007   0.286609804E-006
   0.27436185850993056E-007  -0.121023930E-006
   0.27454673846849520E-007  -0.341009780E-006
   0.27473161842705984E-007  -0.374509000E-006
   0.27491649838562449E-007  -0.282110591E-006
   0.27510137834418913E-007  -0.111675618E-006
   0.27528625830275377E-007   0.647053895E-007
   0.27547113826131842E-007   0.121168682E-006
   0.27565601821988306E-007  -0.970092628E-008
   0.27584089817844770E-007  -0.228405682E-006
   0.27602577813701235E-007  -0.362037326E-006
   0.27621065809557699E-007  -0.345102080E-006
   0.27639553805414163E-007  -0.245680269E-006
   0.27658041801270628E-007  -0.152177279E-006
   0.27676529797127092E-007  -0.103307116E-006
   0.27695017792983556E-007  -0.112693364E-006
   0.27713505788840020E-007  -0.216247912E-006
   0.27731993784696485E-007  -0.476400402E-006
   0.27750481780552949E-007  -0.908397112E-006
   0.27768969776409413E-007  -0.139225654E-005
   0.27787457772265878E-007  -0.171907095E-005
   0.27805945768122342E-007  -0.175797948E-005
   0.27824433763978806E-007  -0.153327301E-005
   0.27842921759835271E-007  -0.115643820E-005
   0.27861409755691735E-007  -0.775559670E-006
   0.27879897751548199E-007  -0.556607574E-006
   0.27898385747404664E-007  -0.569317024E-006
   0.27916873743261128E-007  -0.685870305E-006
   0.27935361739117592E-007  -0.703264789E-006
   0.27953849734974057E-007  -0.553161442E-006
   0.27972337730830521E-007  -0.305334538E-006
   0.27990825726686985E-007  -0.182502902E-007
   0.28009313722543450E-007   0.304466766E-006
   0.28027801718399914E-007   0.639047016E-006
   0.28046289714256378E-007   0.915793748E-006
   0.28064777710112843E-007   0.108342419E-005
   0.28083265705969307E-007   0.117801267E-005
   0.28101753701825771E-007   0.131174977E-005
   0.28120241697682236E-007   0.156064584E-005
   0.28138729693538700E-007   0.186836758E-005
   0.28157217689395164E-007   0.211532256E-005
   0.28175705685251629E-007   0.226850079E-005
   0.28194193681108093E-007   0.238467692E-005
   0.28212681676964557E-007   0.247754451E-005
   0.28231169672821022E-007   0.246041805E-005
   0.28249657668677486E-007   0.222164385E-005
   0.28268145664533950E-007   0.173086471E-005
   0.28286633660390414E-007   0.110960787E-005
   0.28305121656246879E-007   0.591705714E-006
   0.28323609652103343E-007   0.330837423E-006
   0.28342097647959807E-007   0.254911527E-006
   0.28360585643816272E-007   0.192750178E-006
   0.28379073639672736E-007   0.926101862E-007
   0.28397561635529200E-007  -0.834219804E-009
   0.28416049631385665E-007  -0.121162117E-006
   0.28434537627242129E-007  -0.380833654E-006
   0.28453025623098593E-007  -0.815049248E-006
   0.28471513618955058E-007  -0.132755531E-005
   0.28490001614811522E-007  -0.177475158E-005
   0.28508489610667986E-007  -0.204736807E-005
   0.28526977606524451E-007  -0.211264978E-005
   0.28545465602380915E-007  -0.203218019E-005
   0.28563953598237379E-007  -0.191605022E-005
   0.28582441594093844E-007  -0.183495479E-005
   0.28600929589950308E-007  -0.179582048E-005
   0.28619417585806772E-007  -0.179944038E-005
   0.28637905581663237E-007  -0.187497733E-005
   0.28656393577519701E-007  -0.202745719E-005
   0.28674881573376165E-007  -0.217526326E-005
   0.28693369569232630E-007  -0.219429535E-005
   0.28711857565089094E-007  -0.204416369E-005
   0.28730345560945558E-007  -0.180809275E-005
   0.28748833556802023E-007  -0.157818840E-005
   0.28767321552658487E-007  -0.134079005E-005
   0.28785809548514951E-007  -0.100428838E-005
   0.28804297544371416E-007  -0.503534466E-006
   0.28822785540227880E-007   0.138974087E-006
   0.28841273536084344E-007   0.823041489E-006
   0.28859761531940809E-007   0.145466288E-005
   0.28878249527797273E-007   0.204877665E-005
   0.28896737523653737E-007   0.268671170E-005
   0.28915225519510201E-007   0.332694231E-005
   0.28933713515366666E-007   0.376818116E-005
   0.28952201511223130E-007   0.388494527E-005
   0.28970689507079594E-007   0.378017239E-005
   0.28989177502936059E-007   0.360820309E-005
   0.29007665498792523E-007   0.338412679E-005
   0.29026153494648987E-007   0.308118456E-005
   0.29044641490505452E-007   0.276684023E-005
   0.29063129486361916E-007   0.249434788E-005
   0.29081617482218380E-007   0.217192155E-005
   0.29100105478074845E-007   0.167724374E-005
   0.29118593473931309E-007   0.102631827E-005
   0.29137081469787773E-007   0.342350575E-006
   0.29155569465644238E-007  -0.254545057E-006
   0.29174057461500702E-007  -0.668732923E-006
   0.29192545457357166E-007  -0.860559283E-006
   0.29211033453213631E-007  -0.931642091E-006
   0.29229521449070095E-007  -0.107431856E-005
   0.29248009444926559E-007  -0.137215363E-005
   0.29266497440783024E-007  -0.174143497E-005
   0.29284985436639488E-007  -0.209522591E-005
   0.29303473432495952E-007  -0.243741783E-005
   0.29321961428352417E-007  -0.275857565E-005
   0.29340449424208881E-007  -0.298429336E-005
   0.29358937420065345E-007  -0.309480515E-005
   0.29377425415921810E-007  -0.317553122E-005
   0.29395913411778274E-007  -0.327482030E-005
   0.29414401407634738E-007  -0.330134503E-005
   0.29432889403491203E-007  -0.312372913E-005
   0.29451377399347667E-007  -0.270149053E-005
   0.29469865395204131E-007  -0.207252060E-005
   0.29488353391060595E-007  -0.127980479E-005
   0.29506841386917060E-007  -0.369021507E-006
   0.29525329382773524E-007   0.574117564E-006
   0.29543817378629988E-007   0.142987597E-005
   0.29562305374486453E-007   0.208860547E-005
   0.29580793370342917E-007   0.249182540E-005
   0.29599281366199381E-007   0.265923450E-005
   0.29617769362055846E-007   0.268000304E-005
   0.29636257357912310E-007   0.263731931E-005
   0.29654745353768774E-007   0.252162135E-005
   0.29673233349625239E-007   0.225344934E-005
   0.29691721345481703E-007   0.180605014E-005
   0.29710209341338167E-007   0.124856194E-005
   0.29728697337194632E-007   0.639863742E-006
   0.29747185333051096E-007  -0.407034690E-007
   0.29765673328907560E-007  -0.789184753E-006
   0.29784161324764025E-007  -0.146849607E-005
   0.29802649320620489E-007  -0.189265347E-005
   0.29821137316476953E-007  -0.199065312E-005
   0.29839625312333418E-007  -0.182098211E-005
   0.29858113308189882E-007  -0.145530305E-005
   0.29876601304046346E-007  -0.922286176E-006
   0.29895089299902811E-007  -0.263151207E-006
   0.29913577295759275E-007   0.420392269E-006
   0.29932065291615739E-007   0.100870216E-005
   0.29950553287472204E-007   0.144052808E-005
   0.29969041283328668E-007   0.172065404E-005
   0.29987529279185132E-007   0.185578949E-005
   0.30006017275041597E-007   0.181976804E-005
   0.30024505270898061E-007   0.159643503E-005
   0.30042993266754525E-007   0.122079507E-005
   0.30061481262610990E-007   0.758561782E-006
   0.30079969258467454E-007   0.283910538E-006
   0.30098457254323918E-007  -0.106113134E-006
   0.30116945250180382E-007  -0.306643699E-006
   0.30135433246036847E-007  -0.268102355E-006
   0.30153921241893311E-007  -0.158421187E-007
   0.30172409237749775E-007   0.399781584E-006
   0.30190897233606240E-007   0.927088138E-006
   0.30209385229462704E-007   0.147670858E-005
   0.30227873225319168E-007   0.191729828E-005
   0.30246361221175633E-007   0.214419856E-005
   0.30264849217032097E-007   0.212988084E-005
   0.30283337212888561E-007   0.189003731E-005
   0.30301825208745026E-007   0.143495788E-005
   0.30320313204601490E-007   0.789290823E-006
   0.30338801200457954E-007   0.372803584E-007
   0.30357289196314419E-007  -0.704141826E-006
   0.30375777192170883E-007  -0.137115796E-005
   0.30394265188027347E-007  -0.198351540E-005
   0.30412753183883812E-007  -0.257374722E-005
   0.30431241179740276E-007  -0.310582232E-005
   0.30449729175596740E-007  -0.348377307E-005
   0.30468217171453205E-007  -0.363268214E-005
   0.30486705167309669E-007  -0.355236944E-005
   0.30505193163166133E-007  -0.329401496E-005
   0.30523681159022598E-007  -0.290945582E-005
   0.30542169154879062E-007  -0.242799388E-005
   0.30560657150735526E-007  -0.184501334E-005
   0.30579145146591991E-007  -0.111656061E-005
   0.30597633142448455E-007  -0.217575803E-006
   0.30616121138304919E-007   0.762226136E-006
   0.30634609134161384E-007   0.164025732E-005
   0.30653097130017848E-007   0.229370926E-005
   0.30671585125874312E-007   0.271666249E-005
   0.30690073121730777E-007   0.289826176E-005
   0.30708561117587241E-007   0.276324977E-005
   0.30727049113443705E-007   0.230341811E-005
   0.30745537109300169E-007   0.165742176E-005
   0.30764025105156634E-007   0.965252752E-006
   0.30782513101013098E-007   0.216641013E-006
   0.30801001096869562E-007  -0.668505436E-006
   0.30819489092726027E-007  -0.164881692E-005
   0.30837977088582491E-007  -0.253172811E-005
   0.30856465084438955E-007  -0.315213947E-005
   0.30874953080295420E-007  -0.353558949E-005
   0.30893441076151884E-007  -0.382168628E-005
   0.30911929072008348E-007  -0.402857540E-005
   0.30930417067864813E-007  -0.398229668E-005
   0.30948905063721277E-007  -0.351136509E-005
   0.30967393059577741E-007  -0.262117669E-005
   0.30985881055434206E-007  -0.145019681E-005
   0.31004369051290670E-007  -0.167708890E-006
   0.31022857047147134E-007   0.105220772E-005
   0.31041345043003599E-007   0.207223866E-005
   0.31059833038860063E-007   0.284928615E-005
   0.31078321034716527E-007   0.339012763E-005
   0.31096809030572992E-007   0.368868791E-005
   0.31115297026429456E-007   0.378407776E-005
   0.31133785022285920E-007   0.379438052E-005
   0.31152273018142385E-007   0.378214099E-005
   0.31170761013998849E-007   0.366533686E-005
   0.31189249009855313E-007   0.336346056E-005
   0.31207737005711778E-007   0.295544487E-005
   0.31226225001568242E-007   0.260194656E-005
   0.31244712997424706E-007   0.237112636E-005
   0.31263200993281171E-007   0.221224445E-005
   0.31281688989137635E-007   0.205727451E-005
   0.31300176984994099E-007   0.188539400E-005
   0.31318664980850563E-007   0.169640737E-005
   0.31337152976707028E-007   0.146516197E-005
   0.31355640972563492E-007   0.114076272E-005
   0.31374128968419956E-007   0.668044777E-006
   0.31392616964276421E-007  -0.100163788E-008
   0.31411104960132885E-007  -0.863027083E-006
   0.31429592955989349E-007  -0.179200811E-005
   0.31448080951845814E-007  -0.257794636E-005
   0.31466568947702278E-007  -0.308929430E-005
   0.31485056943558742E-007  -0.333483672E-005
   0.31503544939415207E-007  -0.335262985E-005
   0.31522032935271671E-007  -0.316063165E-005
   0.31540520931128135E-007  -0.283814825E-005
   0.31559008926984600E-007  -0.250218545E-005
   0.31577496922841064E-007  -0.216475792E-005
   0.31595984918697528E-007  -0.175136870E-005
   0.31614472914553993E-007  -0.127272108E-005
   0.31632960910410457E-007  -0.839121356E-006
   0.31651448906266921E-007  -0.507648906E-006
   0.31669936902123386E-007  -0.244383784E-006
   0.31688424897979850E-007  -0.241562930E-007
   0.31706912893836314E-007   0.145505183E-006
   0.31725400889692779E-007   0.285451392E-006
   0.31743888885549243E-007   0.442074452E-006
   0.31762376881405707E-007   0.627470286E-006
   0.31780864877262172E-007   0.805983177E-006
   0.31799352873118636E-007   0.925422228E-006
   0.31817840868975100E-007   0.938504002E-006
   0.31836328864831565E-007   0.816858005E-006
   0.31854816860688029E-007   0.576733896E-006
   0.31873304856544493E-007   0.286816856E-006
   0.31891792852400958E-007   0.111556062E-007
   0.31910280848257422E-007  -0.271870363E-006
   0.31928768844113886E-007  -0.641869633E-006
   0.31947256839970350E-007  -0.109146617E-005
   0.31965744835826815E-007  -0.147825892E-005
   0.31984232831683279E-007  -0.168479460E-005
   0.32002720827539743E-007  -0.175924276E-005
   0.32021208823396208E-007  -0.183292252E-005
   0.32039696819252672E-007  -0.196394012E-005
   0.32058184815109136E-007  -0.210696476E-005
   0.32076672810965601E-007  -0.216409080E-005
   0.32095160806822065E-007  -0.204102435E-005
   0.32113648802678529E-007  -0.172577518E-005
   0.32132136798534994E-007  -0.130440640E-005
   0.32150624794391458E-007  -0.829131750E-006
   0.32169112790247922E-007  -0.223674931E-006
   0.32187600786104387E-007   0.587731222E-006
   0.32206088781960851E-007   0.152194514E-005
   0.32224576777817315E-007   0.241473799E-005
   0.32243064773673780E-007   0.321091989E-005
   0.32261552769530244E-007   0.397809526E-005
   0.32280040765386708E-007   0.474154649E-005
   0.32298528761243173E-007   0.537151163E-005
   0.32317016757099637E-007   0.566356402E-005
   0.32335504752956101E-007   0.552300435E-005
   0.32353992748812566E-007   0.503104957E-005
   0.32372480744669030E-007   0.430901946E-005
   0.32390968740525494E-007   0.338869540E-005
   0.32409456736381959E-007   0.228323188E-005
   0.32427944732238423E-007   0.110666213E-005
   0.32446432728094887E-007   0.192818561E-007
   0.32464920723951352E-007  -0.898568715E-006
   0.32483408719807816E-007  -0.164885080E-005
   0.32501896715664280E-007  -0.225569693E-005
   0.32520384711520745E-007  -0.275099660E-005
   0.32538872707377209E-007  -0.313886085E-005
   0.32557360703233673E-007  -0.333346975E-005
   0.32575848699090137E-007  -0.320913409E-005
   0.32594336694946602E-007  -0.274341664E-005
   0.32612824690803066E-007  -0.206090772E-005
   0.32631312686659530E-007  -0.133505068E-005
   0.32649800682515995E-007  -0.678070023E-006
   0.32668288678372459E-007  -0.102839920E-006
   0.32686776674228923E-007   0.424983853E-006
   0.32705264670085388E-007   0.877865943E-006
   0.32723752665941852E-007   0.114477643E-005
   0.32742240661798316E-007   0.116363253E-005
   0.32760728657654781E-007   0.100699697E-005
   0.32779216653511245E-007   0.768567588E-006
   0.32797704649367709E-007   0.445359689E-006
   0.32816192645224174E-007   0.560135049E-009
   0.32834680641080638E-007  -0.546517470E-006
   0.32853168636937102E-007  -0.114943066E-005
   0.32871656632793567E-007  -0.175581977E-005
   0.32890144628650031E-007  -0.225879830E-005
   0.32908632624506495E-007  -0.252962991E-005
   0.32927120620362960E-007  -0.253634016E-005
   0.32945608616219424E-007  -0.235544053E-005
   0.32964096612075888E-007  -0.206481377E-005
   0.32982584607932353E-007  -0.169809562E-005
   0.33001072603788817E-007  -0.129400178E-005
   0.33019560599645281E-007  -0.925091740E-006
   0.33038048595501746E-007  -0.676176683E-006
   0.33056536591358210E-007  -0.612331803E-006
   0.33075024587214674E-007  -0.740654627E-006
   0.33093512583071139E-007  -0.991235993E-006
   0.33112000578927603E-007  -0.126446230E-005
   0.33130488574784067E-007  -0.150545179E-005
   0.33148976570640531E-007  -0.171618285E-005
   0.33167464566496996E-007  -0.189624905E-005
   0.33185952562353460E-007  -0.198451630E-005
