t              TwoCables.fdtd_Probe_Start_Ez_10_25_10.dat
   0.30197719368477149E-008  -0.281077594E+000
   0.30213126368154944E-008  -0.275284797E+000
   0.30228533367832738E-008  -0.269491702E+000
   0.30243940367510533E-008  -0.263695031E+000
   0.30259347367188327E-008  -0.257902592E+000
   0.30274754366866122E-008  -0.252112091E+000
   0.30290161366543916E-008  -0.246321812E+000
   0.30305568366221711E-008  -0.240527138E+000
   0.30320975365899505E-008  -0.234722197E+000
   0.30336382365577300E-008  -0.228908882E+000
   0.30351789365255094E-008  -0.223086417E+000
   0.30367196364932889E-008  -0.217259407E+000
   0.30382603364610683E-008  -0.211424887E+000
   0.30398010364288477E-008  -0.205580994E+000
   0.30413417363966272E-008  -0.199730471E+000
   0.30428824363644066E-008  -0.193875879E+000
   0.30444231363321861E-008  -0.188024655E+000
   0.30459638362999655E-008  -0.182177469E+000
   0.30475045362677450E-008  -0.176331103E+000
   0.30490452362355244E-008  -0.170484975E+000
   0.30505859362033039E-008  -0.164633349E+000
   0.30521266361710833E-008  -0.158780545E+000
   0.30536673361388628E-008  -0.152926490E+000
   0.30552080361066422E-008  -0.147068948E+000
   0.30567487360744217E-008  -0.141200244E+000
   0.30582894360422011E-008  -0.135321394E+000
   0.30598301360099806E-008  -0.129433617E+000
   0.30613708359777600E-008  -0.123543657E+000
   0.30629115359455394E-008  -0.117651500E+000
   0.30644522359133189E-008  -0.111762501E+000
   0.30659929358810983E-008  -0.105876252E+000
   0.30675336358488778E-008  -0.999931023E-001
   0.30690743358166572E-008  -0.941044986E-001
   0.30706150357844367E-008  -0.882195160E-001
   0.30721557357522161E-008  -0.823343992E-001
   0.30736964357199956E-008  -0.764562264E-001
   0.30752371356877750E-008  -0.705762431E-001
   0.30767778356555545E-008  -0.646888688E-001
   0.30783185356233339E-008  -0.587937385E-001
   0.30798592355911134E-008  -0.528910235E-001
   0.30813999355588928E-008  -0.469843745E-001
   0.30829406355266722E-008  -0.410782732E-001
   0.30844813354944517E-008  -0.351743773E-001
   0.30860220354622311E-008  -0.292743053E-001
   0.30875627354300106E-008  -0.233744550E-001
   0.30891034353977900E-008  -0.174797010E-001
   0.30906441353655695E-008  -0.115890102E-001
   0.30921848353333489E-008  -0.570299011E-002
   0.30937255353011284E-008   0.180258445E-003
   0.30952662352689078E-008   0.606282428E-002
   0.30968069352366873E-008   0.119465794E-001
   0.30983476352044667E-008   0.178291183E-001
   0.30998883351722462E-008   0.237173457E-001
   0.31014290351400256E-008   0.296098404E-001
   0.31029697351078050E-008   0.355015807E-001
   0.31045104350755845E-008   0.413939655E-001
   0.31060511350433639E-008   0.472791493E-001
   0.31075918350111434E-008   0.531595498E-001
   0.31091325349789228E-008   0.590314753E-001
   0.31106732349467023E-008   0.648967549E-001
   0.31122139349144817E-008   0.707567632E-001
   0.31137546348822612E-008   0.766128823E-001
   0.31152953348500406E-008   0.824592710E-001
   0.31168360348178201E-008   0.883025303E-001
   0.31183767347855995E-008   0.941470787E-001
   0.31199174347533790E-008   0.999871939E-001
   0.31214581347211584E-008   0.105828449E+000
   0.31229988346889379E-008   0.111669876E+000
   0.31245395346567173E-008   0.117506899E+000
   0.31260802346244967E-008   0.123339631E+000
   0.31276209345922762E-008   0.129168749E+000
   0.31291616345600556E-008   0.134989396E+000
   0.31307023345278351E-008   0.140796900E+000
   0.31322430344956145E-008   0.146590322E+000
   0.31337837344633940E-008   0.152376145E+000
   0.31353244344311734E-008   0.158154681E+000
   0.31368651343989529E-008   0.163924679E+000
   0.31384058343667323E-008   0.169689208E+000
   0.31399465343345118E-008   0.175449476E+000
   0.31414872343022912E-008   0.181206629E+000
   0.31430279342700707E-008   0.186957628E+000
   0.31445686342378501E-008   0.192708880E+000
   0.31461093342056295E-008   0.198452920E+000
   0.31476500341734090E-008   0.204184979E+000
   0.31491907341411884E-008   0.209910706E+000
   0.31507314341089679E-008   0.215622395E+000
   0.31522721340767473E-008   0.221320570E+000
   0.31538128340445268E-008   0.227003545E+000
   0.31553535340123062E-008   0.232673183E+000
   0.31568942339800857E-008   0.238334835E+000
   0.31584349339478651E-008   0.243982270E+000
   0.31599756339156446E-008   0.249623626E+000
   0.31615163338834240E-008   0.255255610E+000
   0.31630570338512035E-008   0.260883123E+000
   0.31645977338189829E-008   0.266504705E+000
   0.31661384337867624E-008   0.272116780E+000
   0.31676791337545418E-008   0.277723134E+000
   0.31692198337223212E-008   0.283315867E+000
   0.31707605336901007E-008   0.288893670E+000
   0.31723012336578801E-008   0.294454038E+000
   0.31738419336256596E-008   0.299997091E+000
   0.31753826335934390E-008   0.305521250E+000
   0.31769233335612185E-008   0.311030447E+000
   0.31784640335289979E-008   0.316525906E+000
   0.31800047334967774E-008   0.322010487E+000
   0.31815454334645568E-008   0.327486932E+000
   0.31830861334323363E-008   0.332950860E+000
   0.31846268334001157E-008   0.338406652E+000
   0.31861675333678952E-008   0.343854845E+000
   0.31877082333356746E-008   0.349293739E+000
   0.31892489333034540E-008   0.354719311E+000
   0.31907896332712335E-008   0.360129237E+000
   0.31923303332390129E-008   0.365519524E+000
   0.31938710332067924E-008   0.370887041E+000
   0.31954117331745718E-008   0.376229852E+000
   0.31969524331423513E-008   0.381550372E+000
   0.31984931331101307E-008   0.386854589E+000
   0.32000338330779102E-008   0.392147452E+000
   0.32015745330456896E-008   0.397429407E+000
   0.32031152330134691E-008   0.402706593E+000
   0.32046559329812485E-008   0.407973707E+000
   0.32061966329490280E-008   0.413228303E+000
   0.32077373329168074E-008   0.418466508E+000
   0.32092780328845869E-008   0.423688412E+000
   0.32108187328523663E-008   0.428889990E+000
   0.32123594328201457E-008   0.434069544E+000
   0.32139001327879252E-008   0.439225763E+000
   0.32154408327557046E-008   0.444361508E+000
   0.32169815327234841E-008   0.449475765E+000
   0.32185222326912635E-008   0.454573065E+000
   0.32200629326590430E-008   0.459649861E+000
   0.32216036326268224E-008   0.464708865E+000
   0.32231443325946019E-008   0.469754845E+000
   0.32246850325623813E-008   0.474790633E+000
   0.32262257325301608E-008   0.479815125E+000
   0.32277664324979402E-008   0.484827012E+000
   0.32293071324657197E-008   0.489821285E+000
   0.32308478324334991E-008   0.494789571E+000
   0.32323885324012785E-008   0.499734133E+000
   0.32339292323690580E-008   0.504651546E+000
   0.32354699323368374E-008   0.509548247E+000
   0.32370106323046169E-008   0.514426172E+000
   0.32385513322723963E-008   0.519285142E+000
   0.32400920322401758E-008   0.524124920E+000
   0.32416327322079552E-008   0.528939843E+000
   0.32431734321757347E-008   0.533738077E+000
   0.32447141321435141E-008   0.538519919E+000
   0.32462548321112936E-008   0.543289423E+000
   0.32477955320790730E-008   0.548043191E+000
   0.32493362320468525E-008   0.552779973E+000
   0.32508769320146319E-008   0.557495177E+000
   0.32524176319824114E-008   0.562186182E+000
   0.32539583319501908E-008   0.566852093E+000
   0.32554990319179702E-008   0.571495771E+000
   0.32570397318857497E-008   0.576114118E+000
   0.32585804318535291E-008   0.580712438E+000
   0.32601211318213086E-008   0.585286558E+000
   0.32616618317890880E-008   0.589836597E+000
   0.32632025317568675E-008   0.594366312E+000
   0.32647432317246469E-008   0.598878920E+000
   0.32662839316924264E-008   0.603373408E+000
   0.32678246316602058E-008   0.607854187E+000
   0.32693653316279853E-008   0.612316132E+000
   0.32709060315957647E-008   0.616756856E+000
   0.32724467315635442E-008   0.621173799E+000
   0.32739874315313236E-008   0.625567973E+000
   0.32755281314991030E-008   0.629938900E+000
   0.32770688314668825E-008   0.634283364E+000
   0.32786095314346619E-008   0.638601184E+000
   0.32801502314024414E-008   0.642892718E+000
   0.32816909313702208E-008   0.647159338E+000
   0.32832316313380003E-008   0.651404977E+000
   0.32847723313057797E-008   0.655633330E+000
   0.32863130312735592E-008   0.659843028E+000
   0.32878537312413386E-008   0.664035261E+000
   0.32893944312091181E-008   0.668207049E+000
   0.32909351311768975E-008   0.672357917E+000
   0.32924758311446770E-008   0.676486492E+000
   0.32940165311124564E-008   0.680590630E+000
   0.32955572310802358E-008   0.684669077E+000
   0.32970979310480153E-008   0.688722610E+000
   0.32986386310157947E-008   0.692747593E+000
   0.33001793309835742E-008   0.696745157E+000
   0.33017200309513536E-008   0.700718164E+000
   0.33032607309191331E-008   0.704669654E+000
   0.33048014308869125E-008   0.708599269E+000
   0.33063421308546920E-008   0.712506592E+000
   0.33078828308224714E-008   0.716392934E+000
   0.33094235307902509E-008   0.720257223E+000
   0.33109642307580303E-008   0.724101663E+000
   0.33125049307258098E-008   0.727926970E+000
   0.33140456306935892E-008   0.731732070E+000
   0.33155863306613687E-008   0.735511780E+000
   0.33171270306291481E-008   0.739262223E+000
   0.33186677305969275E-008   0.742981732E+000
   0.33202084305647070E-008   0.746670246E+000
   0.33217491305324864E-008   0.750331223E+000
   0.33232898305002659E-008   0.753967762E+000
   0.33248305304680453E-008   0.757581592E+000
   0.33263712304358248E-008   0.761173129E+000
   0.33279119304036042E-008   0.764742255E+000
   0.33294526303713837E-008   0.768289506E+000
   0.33309933303391631E-008   0.771815956E+000
   0.33325340303069426E-008   0.775322199E+000
   0.33340747302747220E-008   0.778807104E+000
   0.33356154302425015E-008   0.782266080E+000
   0.33371561302102809E-008   0.785695970E+000
   0.33386968301780603E-008   0.789093792E+000
   0.33402375301458398E-008   0.792459607E+000
   0.33417782301136192E-008   0.795794904E+000
   0.33433189300813987E-008   0.799101591E+000
   0.33448596300491781E-008   0.802382469E+000
   0.33464003300169576E-008   0.805638671E+000
   0.33479410299847370E-008   0.808872521E+000
   0.33494817299525165E-008   0.812084258E+000
   0.33510224299202959E-008   0.815275609E+000
   0.33525631298880754E-008   0.818445861E+000
   0.33541038298558548E-008   0.821591914E+000
   0.33556445298236343E-008   0.824709415E+000
   0.33571852297914137E-008   0.827795267E+000
   0.33587259297591932E-008   0.830848098E+000
   0.33602666297269726E-008   0.833868802E+000
   0.33618073296947520E-008   0.836858749E+000
   0.33633480296625315E-008   0.839818895E+000
   0.33648887296303109E-008   0.842749774E+000
   0.33664294295980904E-008   0.845652223E+000
   0.33679701295658698E-008   0.848527551E+000
   0.33695108295336493E-008   0.851377964E+000
   0.33710515295014287E-008   0.854204893E+000
   0.33725922294692082E-008   0.857008040E+000
   0.33741329294369876E-008   0.859785557E+000
   0.33756736294047671E-008   0.862534702E+000
   0.33772143293725465E-008   0.865253031E+000
   0.33787550293403260E-008   0.867938578E+000
   0.33802957293081054E-008   0.870590091E+000
   0.33818364292758848E-008   0.873206675E+000
   0.33833771292436643E-008   0.875788033E+000
   0.33849178292114437E-008   0.878334641E+000
   0.33864585291792232E-008   0.880848944E+000
   0.33879992291470026E-008   0.883334041E+000
   0.33895399291147821E-008   0.885792971E+000
   0.33910806290825615E-008   0.888225794E+000
   0.33926213290503410E-008   0.890631855E+000
   0.33941620290181204E-008   0.893008173E+000
   0.33957027289858999E-008   0.895353377E+000
   0.33972434289536793E-008   0.897665977E+000
   0.33987841289214588E-008   0.899944663E+000
   0.34003248288892382E-008   0.902187228E+000
   0.34018655288570177E-008   0.904392064E+000
   0.34034062288247971E-008   0.906558335E+000
   0.34049469287925765E-008   0.908686936E+000
   0.34064876287603560E-008   0.910779357E+000
   0.34080283287281354E-008   0.912837386E+000
   0.34095690286959149E-008   0.914863229E+000
   0.34111097286636943E-008   0.916857243E+000
   0.34126504286314738E-008   0.918819964E+000
   0.34141911285992532E-008   0.920750141E+000
   0.34157318285670327E-008   0.922647178E+000
   0.34172725285348121E-008   0.924509287E+000
   0.34188132285025916E-008   0.926333368E+000
   0.34203539284703710E-008   0.928118765E+000
   0.34218946284381505E-008   0.929862499E+000
   0.34234353284059299E-008   0.931564212E+000
   0.34249760283737093E-008   0.933226347E+000
   0.34265167283414888E-008   0.934848249E+000
   0.34280574283092682E-008   0.936427712E+000
   0.34295981282770477E-008   0.937969387E+000
   0.34311388282448271E-008   0.939471960E+000
   0.34326795282126066E-008   0.940937400E+000
   0.34342202281803860E-008   0.942367733E+000
   0.34357609281481655E-008   0.943762839E+000
   0.34373016281159449E-008   0.945119798E+000
   0.34388423280837244E-008   0.946435869E+000
   0.34403830280515038E-008   0.947708547E+000
   0.34419237280192833E-008   0.948936522E+000
   0.34434644279870627E-008   0.950118601E+000
   0.34450051279548422E-008   0.951253772E+000
   0.34465458279226216E-008   0.952340961E+000
   0.34480865278904010E-008   0.953380287E+000
   0.34496272278581805E-008   0.954374790E+000
   0.34511679278259599E-008   0.955326557E+000
   0.34527086277937394E-008   0.956235528E+000
   0.34542493277615188E-008   0.957104445E+000
   0.34557900277292983E-008   0.957932234E+000
   0.34573307276970777E-008   0.958717823E+000
   0.34588714276648572E-008   0.959460378E+000
   0.34604121276326366E-008   0.960155427E+000
   0.34619528276004161E-008   0.960798979E+000
   0.34634935275681955E-008   0.961389363E+000
   0.34650342275359750E-008   0.961929023E+000
   0.34665749275037544E-008   0.962414205E+000
   0.34681156274715338E-008   0.962845206E+000
   0.34696563274393133E-008   0.963227749E+000
   0.34711970274070927E-008   0.963563740E+000
   0.34727377273748722E-008   0.963851452E+000
   0.34742784273426516E-008   0.964089811E+000
   0.34758191273104311E-008   0.964276075E+000
   0.34773598272782105E-008   0.964414954E+000
   0.34789005272459900E-008   0.964504600E+000
   0.34804412272137694E-008   0.964545071E+000
   0.34819819271815489E-008   0.964533150E+000
   0.34835226271493283E-008   0.964464605E+000
   0.34850633271171078E-008   0.964336097E+000
   0.34866040270848872E-008   0.964149952E+000
   0.34881447270526666E-008   0.963905632E+000
   0.34896854270204461E-008   0.963604033E+000
   0.34912261269882255E-008   0.963246286E+000
   0.34927668269560050E-008   0.962830484E+000
   0.34943075269237844E-008   0.962357879E+000
   0.34958482268915639E-008   0.961831689E+000
   0.34973889268593433E-008   0.961250663E+000
   0.34989296268271228E-008   0.960614800E+000
   0.35004703267949022E-008   0.959927738E+000
   0.35020110267626817E-008   0.959181607E+000
   0.35035517267304611E-008   0.958373606E+000
   0.35050924266982406E-008   0.957501650E+000
   0.35066331266660200E-008   0.956565619E+000
   0.35081738266337995E-008   0.955565155E+000
   0.35097145266015789E-008   0.954498112E+000
   0.35112552265693583E-008   0.953368366E+000
   0.35127959265371378E-008   0.952176332E+000
   0.35143366265049172E-008   0.950924516E+000
   0.35158773264726967E-008   0.949613154E+000
   0.35174180264404761E-008   0.948241949E+000
   0.35189587264082556E-008   0.946810663E+000
   0.35204994263760350E-008   0.945315480E+000
   0.35220401263438145E-008   0.943757415E+000
   0.35235808263115939E-008   0.942136228E+000
   0.35251215262793734E-008   0.940446019E+000
   0.35266622262471528E-008   0.938690484E+000
   0.35282029262149323E-008   0.936863065E+000
   0.35297436261827117E-008   0.934959531E+000
   0.35312843261504911E-008   0.932987452E+000
   0.35328250261182706E-008   0.930943072E+000
   0.35343657260860500E-008   0.928827167E+000
   0.35359064260538295E-008   0.926652133E+000
   0.35374471260216089E-008   0.924414396E+000
   0.35389878259893884E-008   0.922117710E+000
   0.35405285259571678E-008   0.919758201E+000
   0.35420692259249473E-008   0.917324662E+000
   0.35436099258927267E-008   0.914822400E+000
   0.35451506258605062E-008   0.912249327E+000
   0.35466913258282856E-008   0.909599781E+000
   0.35482320257960651E-008   0.906876087E+000
   0.35497727257638445E-008   0.904075980E+000
   0.35513134257316240E-008   0.901200891E+000
   0.35528541256994034E-008   0.898248792E+000
   0.35543948256671828E-008   0.895222366E+000
   0.35559355256349623E-008   0.892121375E+000
   0.35574762256027417E-008   0.888953030E+000
   0.35590169255705212E-008   0.885727286E+000
   0.35605576255383006E-008   0.882433653E+000
   0.35620983255060801E-008   0.879069626E+000
   0.35636390254738595E-008   0.875634074E+000
   0.35651797254416390E-008   0.872115612E+000
   0.35667204254094184E-008   0.868523717E+000
   0.35682611253771979E-008   0.864847839E+000
   0.35698018253449773E-008   0.861099839E+000
   0.35713425253127568E-008   0.857270658E+000
   0.35728832252805362E-008   0.853366852E+000
   0.35744239252483156E-008   0.849384010E+000
   0.35759646252160951E-008   0.845319569E+000
   0.35775053251838745E-008   0.841187418E+000
   0.35790460251516540E-008   0.836988866E+000
   0.35805867251194334E-008   0.832724273E+000
   0.35821274250872129E-008   0.828389287E+000
   0.35836681250549923E-008   0.823979974E+000
   0.35852088250227718E-008   0.819489658E+000
   0.35867495249905512E-008   0.814913213E+000
   0.35882902249583307E-008   0.810261190E+000
   0.35898309249261101E-008   0.805531204E+000
   0.35913716248938896E-008   0.800720453E+000
   0.35929123248616690E-008   0.795829952E+000
   0.35944530248294485E-008   0.790861368E+000
   0.35959937247972279E-008   0.785813570E+000
   0.35975344247650073E-008   0.780693650E+000
   0.35990751247327868E-008   0.775507927E+000
   0.36006158247005662E-008   0.770254374E+000
   0.36021565246683457E-008   0.764919162E+000
   0.36036972246361251E-008   0.759508431E+000
   0.36052379246039046E-008   0.754020810E+000
   0.36067786245716840E-008   0.748459041E+000
   0.36083193245394635E-008   0.742822111E+000
   0.36098600245072429E-008   0.737112761E+000
   0.36114007244750224E-008   0.731326163E+000
   0.36129414244428018E-008   0.725454092E+000
   0.36144821244105813E-008   0.719500363E+000
   0.36160228243783607E-008   0.713468492E+000
   0.36175635243461401E-008   0.707361221E+000
   0.36191042243139196E-008   0.701188803E+000
   0.36206449242816990E-008   0.694945574E+000
   0.36221856242494785E-008   0.688634813E+000
   0.36237263242172579E-008   0.682245135E+000
   0.36252670241850374E-008   0.675781310E+000
   0.36268077241528168E-008   0.669251263E+000
   0.36283484241205963E-008   0.662649512E+000
   0.36298891240883757E-008   0.655974329E+000
   0.36314298240561552E-008   0.649224162E+000
   0.36329705240239346E-008   0.642394960E+000
   0.36345112239917141E-008   0.635483801E+000
   0.36360519239594935E-008   0.628496170E+000
   0.36375926239272730E-008   0.621436596E+000
   0.36391333238950524E-008   0.614319682E+000
   0.36406740238628318E-008   0.607135534E+000
   0.36422147238306113E-008   0.599882782E+000
   0.36437554237983907E-008   0.592564583E+000
   0.36452961237661702E-008   0.585180283E+000
   0.36468368237339496E-008   0.577733517E+000
   0.36483775237017291E-008   0.570208371E+000
   0.36499182236695085E-008   0.562616825E+000
   0.36514589236372880E-008   0.554958403E+000
   0.36529996236050674E-008   0.547220945E+000
   0.36545403235728469E-008   0.539419770E+000
   0.36560810235406263E-008   0.531546056E+000
   0.36576217235084058E-008   0.523614466E+000
   0.36591624234761852E-008   0.515619695E+000
   0.36607031234439646E-008   0.507568181E+000
   0.36622438234117441E-008   0.499454349E+000
   0.36637845233795235E-008   0.491276562E+000
   0.36653252233473030E-008   0.483037233E+000
   0.36668659233150824E-008   0.474735409E+000
   0.36684066232828619E-008   0.466378182E+000
   0.36699473232506413E-008   0.457957029E+000
   0.36714880232184208E-008   0.449482352E+000
   0.36730287231862002E-008   0.440947592E+000
   0.36745694231539797E-008   0.432349652E+000
   0.36761101231217591E-008   0.423685580E+000
   0.36776508230895386E-008   0.414961129E+000
   0.36791915230573180E-008   0.406178802E+000
   0.36807322230250974E-008   0.397348791E+000
   0.36822729229928769E-008   0.388472378E+000
   0.36838136229606563E-008   0.379557371E+000
   0.36853543229284358E-008   0.370595098E+000
   0.36868950228962152E-008   0.361573964E+000
   0.36884357228639947E-008   0.352495193E+000
   0.36899764228317741E-008   0.343360335E+000
   0.36915171227995536E-008   0.334174216E+000
   0.36930578227673330E-008   0.324936539E+000
   0.36945985227351125E-008   0.315657616E+000
   0.36961392227028919E-008   0.306331605E+000
   0.36976799226706714E-008   0.296957344E+000
   0.36992206226384508E-008   0.287541956E+000
   0.37007613226062303E-008   0.278088629E+000
   0.37023020225740097E-008   0.268596381E+000
   0.37038427225417891E-008   0.259067625E+000
   0.37053834225095686E-008   0.249496087E+000
   0.37069241224773480E-008   0.239875585E+000
   0.37084648224451275E-008   0.230215266E+000
   0.37100055224129069E-008   0.220519692E+000
   0.37115462223806864E-008   0.210789308E+000
   0.37130869223484658E-008   0.201024413E+000
   0.37146276223162453E-008   0.191213697E+000
   0.37161683222840247E-008   0.181369379E+000
   0.37177090222518042E-008   0.171491176E+000
   0.37192497222195836E-008   0.161582366E+000
   0.37207904221873631E-008   0.151657313E+000
   0.37223311221551425E-008   0.141714036E+000
   0.37238718221229219E-008   0.131742865E+000
   0.37254125220907014E-008   0.121746108E+000
   0.37269532220584808E-008   0.111714043E+000
   0.37284939220262603E-008   0.101655975E+000
   0.37300346219940397E-008   0.915644765E-001
   0.37315753219618192E-008   0.814474225E-001
   0.37331160219295986E-008   0.713085681E-001
   0.37346567218973781E-008   0.611405782E-001
   0.37361974218651575E-008   0.509602167E-001
   0.37377381218329370E-008   0.407678336E-001
   0.37392788218007164E-008   0.305628516E-001
   0.37408195217684959E-008   0.203510206E-001
   0.37423602217362753E-008   0.101364022E-001
   0.37439009217040548E-008  -0.930967144E-004
   0.37454416216718342E-008  -0.103371106E-001
   0.37469823216396136E-008  -0.206021927E-001
   0.37485230216073931E-008  -0.308864601E-001
   0.37500637215751725E-008  -0.411846079E-001
   0.37516044215429520E-008  -0.514849648E-001
   0.37531451215107314E-008  -0.617929138E-001
   0.37546858214785109E-008  -0.721062943E-001
   0.37562265214462903E-008  -0.824115872E-001
   0.37577672214140698E-008  -0.927189514E-001
   0.37593079213818492E-008  -0.103026576E+000
   0.37608486213496287E-008  -0.113333441E+000
   0.37623893213174081E-008  -0.123639479E+000
   0.37639300212851876E-008  -0.133941591E+000
   0.37654707212529670E-008  -0.144244507E+000
   0.37670114212207464E-008  -0.154544234E+000
   0.37685521211885259E-008  -0.164847896E+000
   0.37700928211563053E-008  -0.175143287E+000
   0.37716335211240848E-008  -0.185431987E+000
   0.37731742210918642E-008  -0.195694655E+000
   0.37747149210596437E-008  -0.205937564E+000
   0.37762556210274231E-008  -0.216170281E+000
   0.37777963209952026E-008  -0.226392567E+000
   0.37793370209629820E-008  -0.236606702E+000
   0.37808777209307615E-008  -0.246807158E+000
   0.37824184208985409E-008  -0.256990314E+000
   0.37839591208663204E-008  -0.267151117E+000
   0.37854998208340998E-008  -0.277290314E+000
   0.37870405208018793E-008  -0.287408620E+000
   0.37885812207696587E-008  -0.297505498E+000
   0.37901219207374381E-008  -0.307583272E+000
   0.37916626207052176E-008  -0.317640215E+000
   0.37932033206729970E-008  -0.327668399E+000
   0.37947440206407765E-008  -0.337666184E+000
   0.37962847206085559E-008  -0.347625434E+000
   0.37978254205763354E-008  -0.357553750E+000
   0.37993661205441148E-008  -0.367457569E+000
   0.38009068205118943E-008  -0.377339095E+000
   0.38024475204796737E-008  -0.387185752E+000
   0.38039882204474532E-008  -0.396998495E+000
   0.38055289204152326E-008  -0.406782329E+000
   0.38070696203830121E-008  -0.416537464E+000
   0.38086103203507915E-008  -0.426259845E+000
   0.38101510203185709E-008  -0.435923487E+000
   0.38116917202863504E-008  -0.445536733E+000
   0.38132324202541298E-008  -0.455097646E+000
   0.38147731202219093E-008  -0.464616388E+000
   0.38163138201896887E-008  -0.474101245E+000
   0.38178545201574682E-008  -0.483554333E+000
   0.38193952201252476E-008  -0.492969751E+000
   0.38209359200930271E-008  -0.502343655E+000
   0.38224766200608065E-008  -0.511656284E+000
   0.38240173200285860E-008  -0.520924866E+000
   0.38255580199963654E-008  -0.530138493E+000
   0.38270987199641449E-008  -0.539311826E+000
   0.38286394199319243E-008  -0.548434615E+000
   0.38301801198997038E-008  -0.557501793E+000
   0.38317208198674832E-008  -0.566506982E+000
   0.38332615198352626E-008  -0.575446367E+000
   0.38348022198030421E-008  -0.584332287E+000
   0.38363429197708215E-008  -0.593163848E+000
   0.38378836197386010E-008  -0.601939082E+000
   0.38394243197063804E-008  -0.610652328E+000
   0.38409650196741599E-008  -0.619310737E+000
   0.38425057196419393E-008  -0.627906859E+000
   0.38440464196097188E-008  -0.636457443E+000
   0.38455871195774982E-008  -0.644959271E+000
   0.38471278195452777E-008  -0.653397739E+000
   0.38486685195130571E-008  -0.661763608E+000
   0.38502092194808366E-008  -0.670056522E+000
   0.38517499194486160E-008  -0.678269148E+000
   0.38532906194163954E-008  -0.686410129E+000
   0.38548313193841749E-008  -0.694483340E+000
   0.38563720193519543E-008  -0.702492416E+000
   0.38579127193197338E-008  -0.710429490E+000
   0.38594534192875132E-008  -0.718303382E+000
   0.38609941192552927E-008  -0.726107836E+000
   0.38625348192230721E-008  -0.733848810E+000
   0.38640755191908516E-008  -0.741528511E+000
   0.38656162191586310E-008  -0.749141455E+000
   0.38671569191264105E-008  -0.756675601E+000
   0.38686976190941899E-008  -0.764131784E+000
   0.38702383190619694E-008  -0.771495759E+000
   0.38717790190297488E-008  -0.778776824E+000
   0.38733197189975282E-008  -0.785979092E+000
   0.38748604189653077E-008  -0.793114126E+000
   0.38764011189330871E-008  -0.800174773E+000
   0.38779418189008666E-008  -0.807163835E+000
   0.38794825188686460E-008  -0.814073205E+000
   0.38810232188364255E-008  -0.820895076E+000
   0.38825639188042049E-008  -0.827647388E+000
   0.38841046187719844E-008  -0.834319174E+000
   0.38856453187397638E-008  -0.840912461E+000
   0.38871860187075433E-008  -0.847423553E+000
   0.38887267186753227E-008  -0.853847682E+000
   0.38902674186431022E-008  -0.860188663E+000
   0.38918081186108816E-008  -0.866448939E+000
   0.38933488185786611E-008  -0.872624993E+000
   0.38948895185464405E-008  -0.878716230E+000
   0.38964302185142199E-008  -0.884722650E+000
   0.38979709184819994E-008  -0.890642047E+000
   0.38995116184497788E-008  -0.896462619E+000
   0.39010523184175583E-008  -0.902204692E+000
   0.39025930183853377E-008  -0.907871306E+000
   0.39041337183531172E-008  -0.913457453E+000
   0.39056744183208966E-008  -0.918958247E+000
   0.39072151182886761E-008  -0.924369872E+000
   0.39087558182564555E-008  -0.929700673E+000
   0.39102965182242350E-008  -0.934935689E+000
   0.39118372181920144E-008  -0.940087020E+000
   0.39133779181597939E-008  -0.945146799E+000
   0.39149186181275733E-008  -0.950115919E+000
   0.39164593180953527E-008  -0.954984903E+000
   0.39180000180631322E-008  -0.959769011E+000
   0.39195407180309116E-008  -0.964459121E+000
   0.39210814179986911E-008  -0.969068468E+000
   0.39226221179664705E-008  -0.973596692E+000
   0.39241628179342500E-008  -0.978039742E+000
   0.39257035179020294E-008  -0.982391417E+000
   0.39272442178698089E-008  -0.986659348E+000
   0.39287849178375883E-008  -0.990836680E+000
   0.39303256178053678E-008  -0.994927704E+000
   0.39318663177731472E-008  -0.998923481E+000
   0.39334070177409267E-008  -0.100283706E+001
   0.39349477177087061E-008  -0.100665033E+001
   0.39364884176764856E-008  -0.101036644E+001
   0.39380291176442650E-008  -0.101398671E+001
   0.39395698176120444E-008  -0.101752007E+001
   0.39411105175798239E-008  -0.102096701E+001
   0.39426512175476033E-008  -0.102433038E+001
   0.39441919175153828E-008  -0.102761590E+001
   0.39457326174831622E-008  -0.103081048E+001
   0.39472733174509417E-008  -0.103392220E+001
   0.39488140174187211E-008  -0.103693688E+001
   0.39503547173865006E-008  -0.103986382E+001
   0.39518954173542800E-008  -0.104269922E+001
   0.39534361173220595E-008  -0.104544640E+001
   0.39549768172898389E-008  -0.104810822E+001
   0.39565175172576184E-008  -0.105066884E+001
   0.39580582172253978E-008  -0.105314195E+001
   0.39595989171931772E-008  -0.105552924E+001
   0.39611396171609567E-008  -0.105782771E+001
   0.39626803171287361E-008  -0.106004131E+001
   0.39642210170965156E-008  -0.106216872E+001
   0.39657617170642950E-008  -0.106421220E+001
   0.39673024170320745E-008  -0.106617498E+001
   0.39688431169998539E-008  -0.106805384E+001
   0.39703838169676334E-008  -0.106984282E+001
   0.39719245169354128E-008  -0.107155168E+001
   0.39734652169031923E-008  -0.107316947E+001
   0.39750059168709717E-008  -0.107470322E+001
   0.39765466168387512E-008  -0.107614517E+001
   0.39780873168065306E-008  -0.107750547E+001
   0.39796280167743101E-008  -0.107878089E+001
   0.39811687167420895E-008  -0.107996857E+001
