t              TwoCables.fdtd_Probe_Start_Ez_10_25_10.dat
   0.84507393232702635E-008   0.879323542E+000
   0.84522800232380429E-008   0.881729722E+000
   0.84538207232058224E-008   0.884085953E+000
   0.84553614231736018E-008   0.886392832E+000
   0.84569021231413813E-008   0.888651907E+000
   0.84584428231091607E-008   0.890864313E+000
   0.84599835230769402E-008   0.893023729E+000
   0.84615242230447196E-008   0.895127416E+000
   0.84630649230124991E-008   0.897172868E+000
   0.84646056229802785E-008   0.899161458E+000
   0.84661463229480580E-008   0.901096880E+000
   0.84676870229158374E-008   0.902982235E+000
   0.84692277228836169E-008   0.904816091E+000
   0.84707684228513963E-008   0.906597733E+000
   0.84723091228191758E-008   0.908325791E+000
   0.84738498227869552E-008   0.909997821E+000
   0.84753905227547346E-008   0.911614716E+000
   0.84769312227225141E-008   0.913179278E+000
   0.84784719226902935E-008   0.914694905E+000
   0.84800126226580730E-008   0.916160047E+000
   0.84815533226258524E-008   0.917569995E+000
   0.84830940225936319E-008   0.918925285E+000
   0.84846347225614113E-008   0.920222878E+000
   0.84861754225291908E-008   0.921465456E+000
   0.84877161224969702E-008   0.922651529E+000
   0.84892568224647497E-008   0.923779428E+000
   0.84907975224325291E-008   0.924852669E+000
   0.84923382224003086E-008   0.925869226E+000
   0.84938789223680880E-008   0.926832855E+000
   0.84954196223358674E-008   0.927744269E+000
   0.84969603223036469E-008   0.928605080E+000
   0.84985010222714263E-008   0.929415166E+000
   0.85000417222392058E-008   0.930171251E+000
   0.85015824222069852E-008   0.930872321E+000
   0.85031231221747647E-008   0.931516051E+000
   0.85046638221425441E-008   0.932101846E+000
   0.85062045221103236E-008   0.932630062E+000
   0.85077452220781030E-008   0.933100700E+000
   0.85092859220458825E-008   0.933514237E+000
   0.85108266220136619E-008   0.933872104E+000
   0.85123673219814414E-008   0.934175253E+000
   0.85139080219492208E-008   0.934424937E+000
   0.85154487219170003E-008   0.934621155E+000
   0.85169894218847797E-008   0.934764326E+000
   0.85185301218525591E-008   0.934855461E+000
   0.85200708218203386E-008   0.934893668E+000
   0.85216115217881180E-008   0.934878230E+000
   0.85231522217558975E-008   0.934807420E+000
   0.85246929217236769E-008   0.934678316E+000
   0.85262336216914564E-008   0.934488893E+000
   0.85277743216592358E-008   0.934239745E+000
   0.85293150216270153E-008   0.933933139E+000
   0.85308557215947947E-008   0.933572352E+000
   0.85323964215625742E-008   0.933159232E+000
   0.85339371215303536E-008   0.932693899E+000
   0.85354778214981331E-008   0.932175577E+000
   0.85370185214659125E-008   0.931603968E+000
   0.85385592214336919E-008   0.930979133E+000
   0.85400999214014714E-008   0.930301666E+000
   0.85416406213692508E-008   0.929570079E+000
   0.85431813213370303E-008   0.928782284E+000
   0.85447220213048097E-008   0.927936435E+000
   0.85462627212725892E-008   0.927032948E+000
   0.85478034212403686E-008   0.926073074E+000
   0.85493441212081481E-008   0.925059140E+000
   0.85508848211759275E-008   0.923992217E+000
   0.85524255211437070E-008   0.922871709E+000
   0.85539662211114864E-008   0.921697497E+000
   0.85555069210792659E-008   0.920469522E+000
   0.85570476210470453E-008   0.919188499E+000
   0.85585883210148248E-008   0.917856753E+000
   0.85601290209826042E-008   0.916472614E+000
   0.85616697209503836E-008   0.915035903E+000
   0.85632104209181631E-008   0.913545430E+000
   0.85647511208859425E-008   0.912000954E+000
   0.85662918208537220E-008   0.910402477E+000
   0.85678325208215014E-008   0.908750117E+000
   0.85693732207892809E-008   0.907043874E+000
   0.85709139207570603E-008   0.905280054E+000
   0.85724546207248398E-008   0.903460324E+000
   0.85739953206926192E-008   0.901588976E+000
   0.85755360206603987E-008   0.899667621E+000
   0.85770767206281781E-008   0.897698283E+000
   0.85786174205959576E-008   0.895681918E+000
   0.85801581205637370E-008   0.893616080E+000
   0.85816988205315164E-008   0.891496956E+000
   0.85832395204992959E-008   0.889324129E+000
   0.85847802204670753E-008   0.887099266E+000
   0.85863209204348548E-008   0.884823620E+000
   0.85878616204026342E-008   0.882495999E+000
   0.85894023203704137E-008   0.880114853E+000
   0.85909430203381931E-008   0.877681196E+000
   0.85924837203059726E-008   0.875196159E+000
   0.85940244202737520E-008   0.872661471E+000
   0.85955651202415315E-008   0.870077133E+000
   0.85971058202093109E-008   0.867442608E+000
   0.85986465201770904E-008   0.864759684E+000
   0.86001872201448698E-008   0.862029493E+000
   0.86017279201126493E-008   0.859253407E+000
   0.86032686200804287E-008   0.856429577E+000
   0.86048093200482081E-008   0.853559852E+000
   0.86063500200159876E-008   0.850638688E+000
   0.86078907199837670E-008   0.847663105E+000
   0.86094314199515465E-008   0.844635904E+000
   0.86109721199193259E-008   0.841558099E+000
   0.86125128198871054E-008   0.838436007E+000
   0.86140535198548848E-008   0.835265934E+000
   0.86155942198226643E-008   0.832048357E+000
   0.86171349197904437E-008   0.828783810E+000
   0.86186756197582232E-008   0.825472951E+000
   0.86202163197260026E-008   0.822117865E+000
   0.86217570196937821E-008   0.818720222E+000
   0.86232977196615615E-008   0.815275609E+000
   0.86248384196293409E-008   0.811785758E+000
   0.86263791195971204E-008   0.808248878E+000
   0.86279198195648998E-008   0.804666936E+000
   0.86294605195326793E-008   0.801035941E+000
   0.86310012195004587E-008   0.797361195E+000
   0.86325419194682382E-008   0.793637991E+000
   0.86340826194360176E-008   0.789868295E+000
   0.86356233194037971E-008   0.786052108E+000
   0.86371640193715765E-008   0.782191277E+000
   0.86387047193393560E-008   0.778290868E+000
   0.86402454193071354E-008   0.774352849E+000
   0.86417861192749149E-008   0.770371497E+000
   0.86433268192426943E-008   0.766349316E+000
   0.86448675192104737E-008   0.762281656E+000
   0.86464082191782532E-008   0.758167744E+000
   0.86479489191460326E-008   0.754012287E+000
   0.86494896191138121E-008   0.749817193E+000
   0.86510303190815915E-008   0.745578408E+000
   0.86525710190493710E-008   0.741294742E+000
   0.86541117190171504E-008   0.736969233E+000
   0.86556524189849299E-008   0.732602775E+000
   0.86571931189527093E-008   0.728195548E+000
   0.86587338189204888E-008   0.723748684E+000
   0.86602745188882682E-008   0.719263256E+000
   0.86618152188560477E-008   0.714736521E+000
   0.86633559188238271E-008   0.710174322E+000
   0.86648966187916066E-008   0.705576360E+000
   0.86664373187593860E-008   0.700936317E+000
   0.86679780187271654E-008   0.696259081E+000
   0.86695187186949449E-008   0.691541374E+000
   0.86710594186627243E-008   0.686784267E+000
   0.86726001186305038E-008   0.681985259E+000
   0.86741408185982832E-008   0.677147627E+000
   0.86756815185660627E-008   0.672270596E+000
   0.86772222185338421E-008   0.667358577E+000
   0.86787629185016216E-008   0.662411749E+000
   0.86803036184694010E-008   0.657430172E+000
   0.86818443184371805E-008   0.652414143E+000
   0.86833850184049599E-008   0.647365630E+000
   0.86849257183727394E-008   0.642284334E+000
   0.86864664183405188E-008   0.637166142E+000
   0.86880071183082982E-008   0.632011056E+000
   0.86895478182760777E-008   0.626813531E+000
   0.86910885182438571E-008   0.621581495E+000
   0.86926292182116366E-008   0.616318166E+000
   0.86941699181794160E-008   0.611022234E+000
   0.86957106181471955E-008   0.605694413E+000
   0.86972513181149749E-008   0.600329995E+000
   0.86987920180827544E-008   0.594928980E+000
   0.87003327180505338E-008   0.589493275E+000
   0.87018734180183133E-008   0.584029615E+000
   0.87034141179860927E-008   0.578536153E+000
   0.87049548179538722E-008   0.573016346E+000
   0.87064955179216516E-008   0.567469835E+000
   0.87080362178894311E-008   0.561888993E+000
   0.87095769178572105E-008   0.556274414E+000
   0.87111176178249899E-008   0.550622821E+000
   0.87126583177927694E-008   0.544942319E+000
   0.87141990177605488E-008   0.539232731E+000
   0.87157397177283283E-008   0.533490062E+000
   0.87172804176961077E-008   0.527714312E+000
   0.87188211176638872E-008   0.521916628E+000
   0.87203618176316666E-008   0.516091526E+000
   0.87219025175994461E-008   0.510241747E+000
   0.87234432175672255E-008   0.504366279E+000
   0.87249839175350050E-008   0.498457402E+000
   0.87265246175027844E-008   0.492519170E+000
   0.87280653174705639E-008   0.486558437E+000
   0.87296060174383433E-008   0.480568945E+000
   0.87311467174061227E-008   0.474555641E+000
   0.87326874173739022E-008   0.468515903E+000
   0.87342281173416816E-008   0.462452233E+000
   0.87357688173094611E-008   0.456356376E+000
   0.87373095172772405E-008   0.450232059E+000
   0.87388502172450200E-008   0.444081753E+000
   0.87403909172127994E-008   0.437910408E+000
   0.87419316171805789E-008   0.431714386E+000
   0.87434723171483583E-008   0.425494522E+000
   0.87450130171161378E-008   0.419255883E+000
   0.87465537170839172E-008   0.412992299E+000
   0.87480944170516967E-008   0.406713098E+000
   0.87496351170194761E-008   0.400411338E+000
   0.87511758169872556E-008   0.394084275E+000
   0.87527165169550350E-008   0.387736827E+000
   0.87542572169228144E-008   0.381358176E+000
   0.87557979168905939E-008   0.374956995E+000
   0.87573386168583733E-008   0.368537277E+000
   0.87588793168261528E-008   0.362095267E+000
   0.87604200167939322E-008   0.355624139E+000
   0.87619607167617117E-008   0.349136710E+000
   0.87635014167294911E-008   0.342633039E+000
   0.87650421166972706E-008   0.336116165E+000
   0.87665828166650500E-008   0.329588324E+000
   0.87681235166328295E-008   0.323044062E+000
   0.87696642166006089E-008   0.316479057E+000
   0.87712049165683884E-008   0.309893698E+000
   0.87727456165361678E-008   0.303292096E+000
   0.87742863165039472E-008   0.296669632E+000
   0.87758270164717267E-008   0.290025234E+000
   0.87773677164395061E-008   0.283353895E+000
   0.87789084164072856E-008   0.276662827E+000
   0.87804491163750650E-008   0.269947648E+000
   0.87819898163428445E-008   0.263227016E+000
   0.87835305163106239E-008   0.256498516E+000
   0.87850712162784034E-008   0.249770731E+000
   0.87866119162461828E-008   0.243032604E+000
   0.87881526162139623E-008   0.236281946E+000
   0.87896933161817417E-008   0.229509771E+000
   0.87912340161495212E-008   0.222719267E+000
   0.87927747161173006E-008   0.215913057E+000
   0.87943154160850801E-008   0.209081441E+000
   0.87958561160528595E-008   0.202233985E+000
   0.87973968160206389E-008   0.195375651E+000
   0.87989375159884184E-008   0.188507184E+000
   0.88004782159561978E-008   0.181629449E+000
   0.88020189159239773E-008   0.174743325E+000
   0.88035596158917567E-008   0.167849585E+000
   0.88051003158595362E-008   0.160952672E+000
   0.88066410158273156E-008   0.154045001E+000
   0.88081817157950951E-008   0.147134647E+000
   0.88097224157628745E-008   0.140205920E+000
   0.88112631157306540E-008   0.133267164E+000
   0.88128038156984334E-008   0.126311243E+000
   0.88143445156662129E-008   0.119343519E+000
   0.88158852156339923E-008   0.112361573E+000
   0.88174259156017717E-008   0.105377719E+000
   0.88189666155695512E-008   0.983906314E-001
   0.88205073155373306E-008   0.914019421E-001
   0.88220480155051101E-008   0.844055489E-001
   0.88235887154728895E-008   0.774006024E-001
   0.88251294154406690E-008   0.703874901E-001
   0.88266701154084484E-008   0.633669645E-001
   0.88282108153762279E-008   0.563391671E-001
   0.88297515153440073E-008   0.493143946E-001
   0.88312922153117868E-008   0.422861800E-001
   0.88328329152795662E-008   0.352523178E-001
   0.88343736152473457E-008   0.282152202E-001
   0.88359143152151251E-008   0.211663377E-001
   0.88374550151829045E-008   0.141130798E-001
   0.88389957151506840E-008   0.706184050E-002
   0.88405364151184634E-008   0.640567850E-005
   0.88420771150862429E-008  -0.705176173E-002
   0.88436178150540223E-008  -0.141150709E-001
   0.88451585150218018E-008  -0.211740322E-001
   0.88466992149895812E-008  -0.282386709E-001
   0.88482399149573607E-008  -0.352991745E-001
   0.88497806149251401E-008  -0.423542224E-001
   0.88513213148929196E-008  -0.494144447E-001
   0.88528620148606990E-008  -0.564747751E-001
   0.88544027148284785E-008  -0.635306686E-001
   0.88559434147962579E-008  -0.705853850E-001
   0.88574841147640374E-008  -0.776417106E-001
   0.88590248147318168E-008  -0.846984312E-001
   0.88605655146995962E-008  -0.917548239E-001
   0.88621062146673757E-008  -0.988145992E-001
   0.88636469146351551E-008  -0.105866268E+000
   0.88651876146029346E-008  -0.112910353E+000
   0.88667283145707140E-008  -0.119950242E+000
   0.88682690145384935E-008  -0.126980826E+000
   0.88698097145062729E-008  -0.134005338E+000
   0.88713504144740524E-008  -0.141028151E+000
   0.88728911144418318E-008  -0.148047179E+000
   0.88744318144096113E-008  -0.155060872E+000
   0.88759725143773907E-008  -0.162066653E+000
   0.88775132143451702E-008  -0.169075578E+000
   0.88790539143129496E-008  -0.176077977E+000
   0.88805946142807290E-008  -0.183073193E+000
   0.88821353142485085E-008  -0.190058708E+000
   0.88836760142162879E-008  -0.197026312E+000
   0.88852167141840674E-008  -0.203980088E+000
   0.88867574141518468E-008  -0.210930318E+000
   0.88882981141196263E-008  -0.217873603E+000
   0.88898388140874057E-008  -0.224809825E+000
   0.88913795140551852E-008  -0.231739238E+000
   0.88929202140229646E-008  -0.238655418E+000
   0.88944609139907441E-008  -0.245564654E+000
   0.88960016139585235E-008  -0.252465636E+000
   0.88975423139263030E-008  -0.259353459E+000
   0.88990830138940824E-008  -0.266219676E+000
   0.89006237138618619E-008  -0.273075491E+000
   0.89021644138296413E-008  -0.279915601E+000
   0.89037051137974207E-008  -0.286742389E+000
   0.89052458137652002E-008  -0.293561786E+000
   0.89067865137329796E-008  -0.300368428E+000
   0.89083272137007591E-008  -0.307162017E+000
   0.89098679136685385E-008  -0.313939095E+000
   0.89114086136363180E-008  -0.320696265E+000
   0.89129493136040974E-008  -0.327444732E+000
   0.89144900135718769E-008  -0.334178448E+000
   0.89160307135396563E-008  -0.340891838E+000
   0.89175714135074358E-008  -0.347588599E+000
   0.89191121134752152E-008  -0.354262322E+000
   0.89206528134429947E-008  -0.360911846E+000
   0.89221935134107741E-008  -0.367543101E+000
   0.89237342133785535E-008  -0.374160141E+000
   0.89252749133463330E-008  -0.380765647E+000
   0.89268156133141124E-008  -0.387354523E+000
   0.89283563132818919E-008  -0.393926948E+000
   0.89298970132496713E-008  -0.400484383E+000
   0.89314377132174508E-008  -0.407017231E+000
   0.89329784131852302E-008  -0.413527638E+000
   0.89345191131530097E-008  -0.420017153E+000
   0.89360598131207891E-008  -0.426471680E+000
   0.89376005130885686E-008  -0.432897389E+000
   0.89391412130563480E-008  -0.439300209E+000
   0.89406819130241275E-008  -0.445685714E+000
   0.89422226129919069E-008  -0.452055186E+000
   0.89437633129596864E-008  -0.458406448E+000
   0.89453040129274658E-008  -0.464730442E+000
   0.89468447128952452E-008  -0.471030653E+000
   0.89483854128630247E-008  -0.477310091E+000
   0.89499261128308041E-008  -0.483563364E+000
   0.89514668127985836E-008  -0.489792526E+000
   0.89530075127663630E-008  -0.495995611E+000
   0.89545482127341425E-008  -0.502171397E+000
   0.89560889127019219E-008  -0.508311987E+000
   0.89576296126697014E-008  -0.514422059E+000
   0.89591703126374808E-008  -0.520498395E+000
   0.89607110126052603E-008  -0.526545227E+000
   0.89622517125730397E-008  -0.532566190E+000
   0.89637924125408192E-008  -0.538560867E+000
   0.89653331125085986E-008  -0.544532776E+000
   0.89668738124763780E-008  -0.550485492E+000
   0.89684145124441575E-008  -0.556407094E+000
   0.89699552124119369E-008  -0.562298238E+000
   0.89714959123797164E-008  -0.568159759E+000
   0.89730366123474958E-008  -0.573992729E+000
   0.89745773123152753E-008  -0.579782903E+000
   0.89761180122830547E-008  -0.585536361E+000
   0.89776587122508342E-008  -0.591250837E+000
   0.89791994122186136E-008  -0.596927702E+000
   0.89807401121863931E-008  -0.602571905E+000
   0.89822808121541725E-008  -0.608188212E+000
   0.89838215121219520E-008  -0.613774240E+000
   0.89853622120897314E-008  -0.619324684E+000
   0.89869029120575109E-008  -0.624850333E+000
   0.89884436120252903E-008  -0.630341768E+000
   0.89899843119930697E-008  -0.635796785E+000
   0.89915250119608492E-008  -0.641220391E+000
   0.89930657119286286E-008  -0.646602273E+000
   0.89946064118964081E-008  -0.651941836E+000
   0.89961471118641875E-008  -0.657236099E+000
   0.89976878118319670E-008  -0.662490308E+000
   0.89992285117997464E-008  -0.667708576E+000
   0.90007692117675259E-008  -0.672896743E+000
   0.90023099117353053E-008  -0.678055644E+000
   0.90038506117030848E-008  -0.683171272E+000
   0.90053913116708642E-008  -0.688236237E+000
   0.90069320116386437E-008  -0.693260670E+000
   0.90084727116064231E-008  -0.698242843E+000
   0.90100134115742025E-008  -0.703195572E+000
   0.90115541115419820E-008  -0.708115339E+000
   0.90130948115097614E-008  -0.712998211E+000
   0.90146355114775409E-008  -0.717835248E+000
   0.90161762114453203E-008  -0.722620010E+000
   0.90177169114130998E-008  -0.727353632E+000
   0.90192576113808792E-008  -0.732043147E+000
   0.90207983113486587E-008  -0.736690283E+000
   0.90223390113164381E-008  -0.741301060E+000
   0.90238797112842176E-008  -0.745869577E+000
   0.90254204112519970E-008  -0.750396729E+000
   0.90269611112197765E-008  -0.754880607E+000
   0.90285018111875559E-008  -0.759320140E+000
   0.90300425111553353E-008  -0.763711751E+000
   0.90315832111231148E-008  -0.768062890E+000
   0.90331239110908942E-008  -0.772370756E+000
   0.90346646110586737E-008  -0.776629686E+000
   0.90362053110264531E-008  -0.780839086E+000
   0.90377460109942326E-008  -0.785000622E+000
   0.90392867109620120E-008  -0.789113402E+000
   0.90408274109297915E-008  -0.793181479E+000
   0.90423681108975709E-008  -0.797198772E+000
   0.90439088108653504E-008  -0.801167905E+000
   0.90454495108331298E-008  -0.805086553E+000
   0.90469902108009093E-008  -0.808959305E+000
   0.90485309107686887E-008  -0.812790155E+000
   0.90500716107364682E-008  -0.816578686E+000
   0.90516123107042476E-008  -0.820316195E+000
   0.90531530106720270E-008  -0.824005902E+000
   0.90546937106398065E-008  -0.827639759E+000
   0.90562344106075859E-008  -0.831218362E+000
   0.90577751105753654E-008  -0.834748030E+000
   0.90593158105431448E-008  -0.838227093E+000
   0.90608565105109243E-008  -0.841654181E+000
   0.90623972104787037E-008  -0.845030189E+000
   0.90639379104464832E-008  -0.848354340E+000
   0.90654786104142626E-008  -0.851629317E+000
   0.90670193103820421E-008  -0.854849994E+000
   0.90685600103498215E-008  -0.858022869E+000
   0.90701007103176010E-008  -0.861146808E+000
   0.90716414102853804E-008  -0.864217460E+000
   0.90731821102531598E-008  -0.867234886E+000
   0.90747228102209393E-008  -0.870200515E+000
   0.90762635101887187E-008  -0.873115301E+000
   0.90778042101564982E-008  -0.875974119E+000
   0.90793449101242776E-008  -0.878778577E+000
   0.90808856100920571E-008  -0.881523371E+000
   0.90824263100598365E-008  -0.884211838E+000
   0.90839670100276160E-008  -0.886843204E+000
   0.90855077099953954E-008  -0.889421701E+000
   0.90870484099631749E-008  -0.891948700E+000
   0.90885891099309543E-008  -0.894423664E+000
   0.90901298098987338E-008  -0.896848559E+000
   0.90916705098665132E-008  -0.899222195E+000
   0.90932112098342927E-008  -0.901541710E+000
   0.90947519098020721E-008  -0.903806329E+000
   0.90962926097698515E-008  -0.906012774E+000
   0.90978333097376310E-008  -0.908161640E+000
   0.90993740097054104E-008  -0.910244286E+000
   0.91009147096731899E-008  -0.912266374E+000
   0.91024554096409693E-008  -0.914230824E+000
   0.91039961096087488E-008  -0.916142225E+000
   0.91055368095765282E-008  -0.918002725E+000
   0.91070775095443077E-008  -0.919811249E+000
   0.91086182095120871E-008  -0.921563864E+000
   0.91101589094798666E-008  -0.923262775E+000
   0.91116996094476460E-008  -0.924905598E+000
   0.91132403094154255E-008  -0.926489532E+000
   0.91147810093832049E-008  -0.928015828E+000
   0.91163217093509843E-008  -0.929482937E+000
   0.91178624093187638E-008  -0.930889964E+000
   0.91194031092865432E-008  -0.932235658E+000
   0.91209438092543227E-008  -0.933523595E+000
   0.91224845092221021E-008  -0.934752464E+000
   0.91240252091898816E-008  -0.935925782E+000
   0.91255659091576610E-008  -0.937041879E+000
   0.91271066091254405E-008  -0.938102305E+000
   0.91286473090932199E-008  -0.939106941E+000
   0.91301880090609994E-008  -0.940055728E+000
   0.91317287090287788E-008  -0.940950632E+000
   0.91332694089965583E-008  -0.941786885E+000
   0.91348101089643377E-008  -0.942563772E+000
   0.91363508089321172E-008  -0.943278253E+000
   0.91378915088998966E-008  -0.943930745E+000
   0.91394322088676760E-008  -0.944521308E+000
   0.91409729088354555E-008  -0.945053279E+000
   0.91425136088032349E-008  -0.945527852E+000
   0.91440543087710144E-008  -0.945947826E+000
   0.91455950087387938E-008  -0.946313262E+000
   0.91471357087065733E-008  -0.946623445E+000
   0.91486764086743527E-008  -0.946875036E+000
   0.91502171086421322E-008  -0.947068036E+000
   0.91517578086099116E-008  -0.947201431E+000
   0.91532985085776911E-008  -0.947275281E+000
   0.91548392085454705E-008  -0.947289586E+000
   0.91563799085132500E-008  -0.947244823E+000
   0.91579206084810294E-008  -0.947141111E+000
   0.91594613084488088E-008  -0.946978986E+000
   0.91610020084165883E-008  -0.946759403E+000
   0.91625427083843677E-008  -0.946483195E+000
   0.91640834083521472E-008  -0.946150005E+000
   0.91656241083199266E-008  -0.945759952E+000
   0.91671648082877061E-008  -0.945311725E+000
   0.91687055082554855E-008  -0.944804549E+000
   0.91702462082232650E-008  -0.944238782E+000
   0.91717869081910444E-008  -0.943615556E+000
   0.91733276081588239E-008  -0.942935407E+000
   0.91748683081266033E-008  -0.942198753E+000
   0.91764090080943828E-008  -0.941405535E+000
   0.91779497080621622E-008  -0.940555453E+000
   0.91794904080299417E-008  -0.939648032E+000
   0.91810311079977211E-008  -0.938683212E+000
   0.91825718079655005E-008  -0.937660336E+000
   0.91841125079332800E-008  -0.936579049E+000
   0.91856532079010594E-008  -0.935439587E+000
   0.91871939078688389E-008  -0.934242785E+000
   0.91887346078366183E-008  -0.932989895E+000
   0.91902753078043978E-008  -0.931682229E+000
   0.91918160077721772E-008  -0.930320024E+000
   0.91933567077399567E-008  -0.928903282E+000
   0.91948974077077361E-008  -0.927431762E+000
   0.91964381076755156E-008  -0.925905228E+000
   0.91979788076432950E-008  -0.924323142E+000
   0.91995195076110745E-008  -0.922685087E+000
   0.92010602075788539E-008  -0.920989037E+000
   0.92026009075466333E-008  -0.919234753E+000
   0.92041416075144128E-008  -0.917423189E+000
   0.92056823074821922E-008  -0.915557027E+000
   0.92072230074499717E-008  -0.913637519E+000
   0.92087637074177511E-008  -0.911667109E+000
   0.92103044073855306E-008  -0.909643531E+000
   0.92118451073533100E-008  -0.907566905E+000
   0.92133858073210895E-008  -0.905436158E+000
   0.92149265072888689E-008  -0.903251588E+000
   0.92164672072566484E-008  -0.901013672E+000
   0.92180079072244278E-008  -0.898723245E+000
   0.92195486071922073E-008  -0.896377563E+000
   0.92210893071599867E-008  -0.893976748E+000
   0.92226300071277661E-008  -0.891521990E+000
   0.92241707070955456E-008  -0.889016271E+000
   0.92257114070633250E-008  -0.886457980E+000
   0.92272521070311045E-008  -0.883850694E+000
   0.92287928069988839E-008  -0.881192625E+000
   0.92303335069666634E-008  -0.878478527E+000
   0.92318742069344428E-008  -0.875712454E+000
   0.92334149069022223E-008  -0.872895598E+000
   0.92349556068700017E-008  -0.870030761E+000
   0.92364963068377812E-008  -0.867119431E+000
   0.92380370068055606E-008  -0.864157915E+000
   0.92395777067733401E-008  -0.861144960E+000
   0.92411184067411195E-008  -0.858079672E+000
   0.92426591067088990E-008  -0.854961932E+000
   0.92441998066766784E-008  -0.851796985E+000
   0.92457405066444578E-008  -0.848583281E+000
   0.92472812066122373E-008  -0.845320463E+000
   0.92488219065800167E-008  -0.842009306E+000
   0.92503626065477962E-008  -0.838648379E+000
   0.92519033065155756E-008  -0.835238278E+000
   0.92534440064833551E-008  -0.831782162E+000
   0.92549847064511345E-008  -0.828281403E+000
   0.92565254064189140E-008  -0.824734032E+000
   0.92580661063866934E-008  -0.821140230E+000
   0.92596068063544729E-008  -0.817500293E+000
   0.92611475063222523E-008  -0.813813686E+000
   0.92626882062900318E-008  -0.810080647E+000
   0.92642289062578112E-008  -0.806301653E+000
   0.92657696062255906E-008  -0.802473068E+000
   0.92673103061933701E-008  -0.798599064E+000
   0.92688510061611495E-008  -0.794681668E+000
   0.92703917061289290E-008  -0.790720224E+000
   0.92719324060967084E-008  -0.786717772E+000
   0.92734731060644879E-008  -0.782673061E+000
   0.92750138060322673E-008  -0.778581798E+000
   0.92765545060000468E-008  -0.774445713E+000
   0.92780952059678262E-008  -0.770264626E+000
   0.92796359059356057E-008  -0.766043246E+000
   0.92811766059033851E-008  -0.761783719E+000
   0.92827173058711646E-008  -0.757482111E+000
   0.92842580058389440E-008  -0.753139198E+000
   0.92857987058067235E-008  -0.748752475E+000
   0.92873394057745029E-008  -0.744321704E+000
   0.92888801057422823E-008  -0.739851475E+000
   0.92904208057100618E-008  -0.735341191E+000
   0.92919615056778412E-008  -0.730791688E+000
   0.92935022056456207E-008  -0.726200402E+000
   0.92950429056134001E-008  -0.721569538E+000
   0.92965836055811796E-008  -0.716899812E+000
   0.92981243055489590E-008  -0.712191522E+000
   0.92996650055167385E-008  -0.707449913E+000
   0.93012057054845179E-008  -0.702671349E+000
   0.93027464054522974E-008  -0.697857976E+000
   0.93042871054200768E-008  -0.693003058E+000
   0.93058278053878563E-008  -0.688106358E+000
   0.93073685053556357E-008  -0.683173656E+000
   0.93089092053234151E-008  -0.678205848E+000
   0.93104499052911946E-008  -0.673201323E+000
   0.93119906052589740E-008  -0.668162048E+000
   0.93135313052267535E-008  -0.663086236E+000
   0.93150720051945329E-008  -0.657973945E+000
   0.93166127051623124E-008  -0.652829230E+000
   0.93181534051300918E-008  -0.647651851E+000
   0.93196941050978713E-008  -0.642441452E+000
   0.93212348050656507E-008  -0.637197733E+000
   0.93227755050334302E-008  -0.631922424E+000
   0.93243162050012096E-008  -0.626613021E+000
   0.93258569049689891E-008  -0.621272683E+000
   0.93273976049367685E-008  -0.615896642E+000
   0.93289383049045480E-008  -0.610484123E+000
   0.93304790048723274E-008  -0.605043828E+000
   0.93320197048401068E-008  -0.599568546E+000
   0.93335604048078863E-008  -0.594066501E+000
   0.93351011047756657E-008  -0.588537514E+000
   0.93366418047434452E-008  -0.582977593E+000
   0.93381825047112246E-008  -0.577389181E+000
   0.93397232046790041E-008  -0.571768939E+000
   0.93412639046467835E-008  -0.566119313E+000
   0.93428046046145630E-008  -0.560443640E+000
   0.93443453045823424E-008  -0.554740727E+000
   0.93458860045501219E-008  -0.549009621E+000
   0.93474267045179013E-008  -0.543247938E+000
   0.93489674044856808E-008  -0.537454009E+000
   0.93505081044534602E-008  -0.531633735E+000
   0.93520488044212396E-008  -0.525788069E+000
   0.93535895043890191E-008  -0.519922256E+000
   0.93551302043567985E-008  -0.514031589E+000
   0.93566709043245780E-008  -0.508115947E+000
   0.93582116042923574E-008  -0.502170563E+000
   0.93597523042601369E-008  -0.496201009E+000
   0.93612930042279163E-008  -0.490208119E+000
   0.93628337041956958E-008  -0.484193325E+000
   0.93643744041634752E-008  -0.478161067E+000
   0.93659151041312547E-008  -0.472103953E+000
   0.93674558040990341E-008  -0.466019601E+000
   0.93689965040668136E-008  -0.459910274E+000
   0.93705372040345930E-008  -0.453774363E+000
   0.93720779040023725E-008  -0.447613776E+000
   0.93736186039701519E-008  -0.441433340E+000
   0.93751593039379313E-008  -0.435233176E+000
   0.93767000039057108E-008  -0.429016978E+000
   0.93782407038734902E-008  -0.422784567E+000
   0.93797814038412697E-008  -0.416532189E+000
   0.93813221038090491E-008  -0.410260260E+000
   0.93828628037768286E-008  -0.403965443E+000
   0.93844035037446080E-008  -0.397652119E+000
   0.93859442037123875E-008  -0.391320109E+000
   0.93874849036801669E-008  -0.384965062E+000
   0.93890256036479464E-008  -0.378590524E+000
   0.93905663036157258E-008  -0.372199804E+000
   0.93921070035835053E-008  -0.365792483E+000
   0.93936477035512847E-008  -0.359368026E+000
   0.93951884035190641E-008  -0.352929473E+000
   0.93967291034868436E-008  -0.346475035E+000
   0.93982698034546230E-008  -0.340006679E+000
   0.93998105034224025E-008  -0.333522648E+000
   0.94013512033901819E-008  -0.327018321E+000
