t              SphereGround.fdtd_Point probe_1_Ey_50_50_50.dat       incid
   0.65940521029594912E-008   0.440449821E-005   0.000000000E+000
   0.66248654305434140E-008   0.172644577E-004   0.000000000E+000
   0.66556787581273369E-008   0.138935320E-004   0.000000000E+000
   0.66864920857112597E-008  -0.228158751E-005   0.000000000E+000
   0.67173054132951826E-008  -0.170503827E-004   0.000000000E+000
   0.67481187408791055E-008  -0.161572934E-004   0.000000000E+000
   0.67789320684630283E-008   0.109824396E-005   0.000000000E+000
   0.68097453960469512E-008   0.176904123E-004   0.000000000E+000
   0.68405587236308740E-008   0.147715191E-004   0.000000000E+000
   0.68713720512147969E-008  -0.485505643E-005   0.000000000E+000
   0.69021853787987197E-008  -0.165210658E-004   0.000000000E+000
   0.69329987063826426E-008  -0.402991645E-005   0.000000000E+000
   0.69638120339665655E-008   0.168972547E-004   0.000000000E+000
   0.69946253615504883E-008   0.179241470E-004   0.000000000E+000
   0.70254386891344112E-008  -0.269613884E-005   0.000000000E+000
   0.70562520167183340E-008  -0.172344371E-004   0.000000000E+000
   0.70870653443022569E-008  -0.821767117E-005   0.000000000E+000
   0.71178786718861797E-008   0.758356964E-005   0.000000000E+000
   0.71486919994701026E-008   0.663127548E-005   0.000000000E+000
   0.71795053270540254E-008  -0.635872630E-005   0.000000000E+000
   0.72103186546379483E-008  -0.103344737E-004   0.000000000E+000
   0.72411319822218712E-008  -0.353514815E-005   0.000000000E+000
   0.72719453098057940E-008  -0.189304239E-005   0.000000000E+000
   0.73027586373897169E-008  -0.611054247E-005   0.000000000E+000
   0.73335719649736397E-008   0.280334461E-006   0.000000000E+000
   0.73643852925575626E-008   0.159620904E-004   0.000000000E+000
   0.73951986201414854E-008   0.162621727E-004   0.000000000E+000
   0.74260119477254083E-008  -0.427966370E-005   0.000000000E+000
   0.74568252753093311E-008  -0.145654276E-004   0.000000000E+000
   0.74876386028932540E-008   0.523347899E-005   0.000000000E+000
   0.75184519304771769E-008   0.263725778E-004   0.000000000E+000
   0.75492652580610997E-008   0.139888089E-004   0.000000000E+000
   0.75800785856450226E-008  -0.153252640E-004   0.000000000E+000
   0.76108919132289454E-008  -0.187606674E-004   0.000000000E+000
   0.76417052408128683E-008   0.371700844E-005   0.000000000E+000
   0.76725185683967911E-008   0.121444818E-004   0.000000000E+000
   0.77033318959807140E-008  -0.497427845E-005   0.000000000E+000
   0.77341452235646369E-008  -0.148254685E-004   0.000000000E+000
   0.77649585511485597E-008  -0.113538681E-005   0.000000000E+000
   0.77957718787324826E-008   0.872771398E-005   0.000000000E+000
   0.78265852063164054E-008  -0.352318966E-005   0.000000000E+000
   0.78573985339003283E-008  -0.134317443E-004   0.000000000E+000
   0.78882118614842511E-008  -0.466748133E-006   0.000000000E+000
   0.79190251890681740E-008   0.128618867E-004   0.000000000E+000
   0.79498385166520968E-008   0.256463682E-005   0.000000000E+000
   0.79806518442360197E-008  -0.121307030E-004   0.000000000E+000
   0.80114651718199426E-008  -0.441713109E-005   0.000000000E+000
   0.80422784994038654E-008   0.105141535E-004   0.000000000E+000
   0.80730918269877883E-008   0.421276263E-005   0.000000000E+000
   0.81039051545717111E-008  -0.118725511E-004   0.000000000E+000
   0.81347184821556340E-008  -0.754482380E-005   0.000000000E+000
   0.81655318097395568E-008   0.107024134E-004   0.000000000E+000
   0.81963451373234797E-008   0.119696233E-004   0.000000000E+000
   0.82271584649074025E-008  -0.405066021E-005   0.000000000E+000
   0.82579717924913254E-008  -0.980386540E-005   0.000000000E+000
   0.82887851200752483E-008   0.265273229E-006   0.000000000E+000
   0.83195984476591711E-008   0.557351723E-005   0.000000000E+000
   0.83504117752430940E-008   0.461680884E-006   0.000000000E+000
   0.83812251028270168E-008  -0.601825604E-006   0.000000000E+000
   0.84120384304109397E-008   0.405158426E-005   0.000000000E+000
   0.84428517579948625E-008   0.186283614E-005   0.000000000E+000
   0.84736650855787854E-008  -0.513733858E-005   0.000000000E+000
   0.85044784131627083E-008  -0.361398861E-005   0.000000000E+000
   0.85352917407466311E-008   0.307174696E-005   0.000000000E+000
   0.85661050683305540E-008   0.144499029E-005   0.000000000E+000
   0.85969183959144768E-008  -0.403730837E-005   0.000000000E+000
   0.86277317234983997E-008   0.247900971E-007   0.000000000E+000
   0.86585450510823225E-008   0.737642404E-005   0.000000000E+000
   0.86893583786662454E-008   0.301521140E-005   0.000000000E+000
   0.87201717062501682E-008  -0.673201339E-005   0.000000000E+000
   0.87509850338340911E-008  -0.509436359E-005   0.000000000E+000
   0.87817983614180140E-008   0.421220011E-005   0.000000000E+000
   0.88126116890019368E-008   0.574528667E-005   0.000000000E+000
   0.88434250165858597E-008   0.940417067E-006   0.000000000E+000
   0.88742383441697825E-008   0.539108896E-006   0.000000000E+000
   0.89050516717537054E-008   0.107990820E-005   0.000000000E+000
   0.89358649993376282E-008  -0.445492606E-005   0.000000000E+000
   0.89666783269215511E-008  -0.656346083E-005   0.000000000E+000
   0.89974916545054739E-008   0.365864662E-005   0.000000000E+000
   0.90283049820893968E-008   0.119364395E-004   0.000000000E+000
   0.90591183096733197E-008   0.215975160E-005   0.000000000E+000
   0.90899316372572425E-008  -0.133043450E-004   0.000000000E+000
   0.91207449648411654E-008  -0.113017468E-004   0.000000000E+000
   0.91515582924250882E-008   0.510458267E-005   0.000000000E+000
   0.91823716200090111E-008   0.124314829E-004   0.000000000E+000
   0.92131849475929339E-008   0.240926693E-005   0.000000000E+000
   0.92439982751768568E-008  -0.958007968E-005   0.000000000E+000
   0.92748116027607796E-008  -0.856252609E-005   0.000000000E+000
   0.93056249303447025E-008   0.274275135E-005   0.000000000E+000
   0.93364382579286254E-008   0.104194296E-004   0.000000000E+000
   0.93672515855125482E-008   0.583882866E-005   0.000000000E+000
   0.93980649130964711E-008  -0.465002722E-005   0.000000000E+000
   0.94288782406803939E-008  -0.721019114E-005   0.000000000E+000
   0.94596915682643168E-008   0.100329999E-005   0.000000000E+000
   0.94905048958482396E-008   0.791626007E-005   0.000000000E+000
   0.95213182234321625E-008   0.490579305E-005   0.000000000E+000
   0.95521315510160854E-008  -0.213196017E-005   0.000000000E+000
   0.95829448786000082E-008  -0.559814089E-005   0.000000000E+000
   0.96137582061839311E-008  -0.600061639E-005   0.000000000E+000
   0.96445715337678539E-008  -0.317637796E-005   0.000000000E+000
   0.96753848613517768E-008   0.534930086E-005   0.000000000E+000
   0.97061981889356996E-008   0.115586936E-004   0.000000000E+000
   0.97370115165196225E-008   0.241188718E-005   0.000000000E+000
   0.97678248441035453E-008  -0.155875587E-004   0.000000000E+000
   0.97986381716874682E-008  -0.189151378E-004   0.000000000E+000
   0.98294514992713911E-008  -0.124868529E-005   0.000000000E+000
   0.98602648268553139E-008   0.162479300E-004   0.000000000E+000
   0.98910781544392368E-008   0.156341703E-004   0.000000000E+000
   0.99218914820231596E-008   0.257903594E-005   0.000000000E+000
   0.99527048096070825E-008  -0.937139703E-005   0.000000000E+000
   0.99835181371910053E-008  -0.145141148E-004   0.000000000E+000
   0.10014331464774928E-007  -0.995255323E-005   0.000000000E+000
   0.10045144792358851E-007   0.546031333E-005   0.000000000E+000
   0.10075958119942774E-007   0.211445658E-004   0.000000000E+000
   0.10106771447526697E-007   0.201747189E-004   0.000000000E+000
   0.10137584775110620E-007   0.731466571E-006   0.000000000E+000
   0.10168398102694542E-007  -0.192100706E-004   0.000000000E+000
   0.10199211430278465E-007  -0.219357826E-004   0.000000000E+000
   0.10230024757862388E-007  -0.672049464E-005   0.000000000E+000
   0.10260838085446311E-007   0.130871704E-004   0.000000000E+000
   0.10291651413030234E-007   0.219427511E-004   0.000000000E+000
   0.10322464740614157E-007   0.124948147E-004   0.000000000E+000
   0.10353278068198080E-007  -0.807799370E-005   0.000000000E+000
   0.10384091395782002E-007  -0.218645582E-004   0.000000000E+000
   0.10414904723365925E-007  -0.158903822E-004   0.000000000E+000
   0.10445718050949848E-007   0.450754305E-005   0.000000000E+000
   0.10476531378533771E-007   0.201972307E-004   0.000000000E+000
   0.10507344706117694E-007   0.170735129E-004   0.000000000E+000
   0.10538158033701617E-007  -0.297382940E-006   0.000000000E+000
   0.10568971361285540E-007  -0.144312789E-004   0.000000000E+000
   0.10599784688869462E-007  -0.135517894E-004   0.000000000E+000
   0.10630598016453385E-007  -0.221221489E-005   0.000000000E+000
   0.10661411344037308E-007   0.676002128E-005   0.000000000E+000
   0.10692224671621231E-007   0.665990410E-005   0.000000000E+000
   0.10723037999205154E-007   0.721978267E-006   0.000000000E+000
   0.10753851326789077E-007  -0.447783486E-005   0.000000000E+000
   0.10784664654373000E-007  -0.545508192E-005   0.000000000E+000
   0.10815477981956922E-007  -0.325968540E-005   0.000000000E+000
   0.10846291309540845E-007  -0.882636414E-006   0.000000000E+000
   0.10877104637124768E-007   0.756726536E-006   0.000000000E+000
   0.10907917964708691E-007   0.313686496E-005   0.000000000E+000
   0.10938731292292614E-007   0.562077730E-005   0.000000000E+000
   0.10969544619876537E-007   0.447081720E-005   0.000000000E+000
   0.11000357947460460E-007  -0.890539468E-006   0.000000000E+000
   0.11031171275044382E-007  -0.497222663E-005   0.000000000E+000
   0.11061984602628305E-007  -0.301270484E-005   0.000000000E+000
   0.11092797930212228E-007   0.306631409E-005   0.000000000E+000
   0.11123611257796151E-007   0.763380922E-005   0.000000000E+000
   0.11154424585380074E-007   0.650916900E-005   0.000000000E+000
   0.11185237912963997E-007  -0.697506493E-006   0.000000000E+000
   0.11216051240547920E-007  -0.863592504E-005   0.000000000E+000
   0.11246864568131842E-007  -0.863428704E-005   0.000000000E+000
   0.11277677895715765E-007   0.946331966E-006   0.000000000E+000
   0.11308491223299688E-007   0.981195444E-005   0.000000000E+000
   0.11339304550883611E-007   0.774752789E-005   0.000000000E+000
   0.11370117878467534E-007  -0.212147734E-005   0.000000000E+000
   0.11400931206051457E-007  -0.847723095E-005   0.000000000E+000
   0.11431744533635380E-007  -0.617014530E-005   0.000000000E+000
   0.11462557861219302E-007   0.490018010E-006   0.000000000E+000
   0.11493371188803225E-007   0.494228379E-005   0.000000000E+000
   0.11524184516387148E-007   0.395792176E-005   0.000000000E+000
   0.11554997843971071E-007  -0.106088237E-005   0.000000000E+000
   0.11585811171554994E-007  -0.538440554E-005   0.000000000E+000
   0.11616624499138917E-007  -0.535962999E-005   0.000000000E+000
   0.11647437826722840E-007  -0.179977746E-005   0.000000000E+000
   0.11678251154306762E-007   0.206251866E-005   0.000000000E+000
   0.11709064481890685E-007   0.365038136E-005   0.000000000E+000
   0.11739877809474608E-007   0.157255477E-005   0.000000000E+000
   0.11770691137058531E-007  -0.257075158E-005   0.000000000E+000
   0.11801504464642454E-007  -0.332154241E-005   0.000000000E+000
   0.11832317792226377E-007   0.173700801E-005   0.000000000E+000
   0.11863131119810300E-007   0.615012277E-005   0.000000000E+000
   0.11893944447394222E-007   0.339468147E-005   0.000000000E+000
   0.11924757774978145E-007  -0.202426395E-005   0.000000000E+000
   0.11955571102562068E-007  -0.203480340E-005   0.000000000E+000
   0.11986384430145991E-007   0.109473513E-005   0.000000000E+000
   0.12017197757729914E-007   0.921404535E-007   0.000000000E+000
   0.12048011085313837E-007  -0.296250528E-005   0.000000000E+000
   0.12078824412897760E-007  -0.105286267E-005   0.000000000E+000
   0.12109637740481682E-007   0.324625785E-005   0.000000000E+000
   0.12140451068065605E-007   0.183277359E-005   0.000000000E+000
   0.12171264395649528E-007  -0.347002560E-005   0.000000000E+000
   0.12202077723233451E-007  -0.362671744E-005   0.000000000E+000
   0.12232891050817374E-007   0.160790887E-005   0.000000000E+000
   0.12263704378401297E-007   0.402240494E-005   0.000000000E+000
   0.12294517705985220E-007   0.187573232E-005   0.000000000E+000
   0.12325331033569142E-007   0.114749059E-005   0.000000000E+000
   0.12356144361153065E-007   0.244384455E-005   0.000000000E+000
   0.12386957688736988E-007   0.118491926E-006   0.000000000E+000
   0.12417771016320911E-007  -0.463515607E-005   0.000000000E+000
   0.12448584343904834E-007  -0.331515548E-005   0.000000000E+000
   0.12479397671488757E-007   0.435458242E-005   0.000000000E+000
   0.12510210999072680E-007   0.721254992E-005   0.000000000E+000
   0.12541024326656602E-007  -0.143369562E-006   0.000000000E+000
   0.12571837654240525E-007  -0.826680116E-005   0.000000000E+000
   0.12602650981824448E-007  -0.702070702E-005   0.000000000E+000
   0.12633464309408371E-007   0.749269020E-006   0.000000000E+000
   0.12664277636992294E-007   0.591816342E-005   0.000000000E+000
   0.12695090964576217E-007   0.519394098E-005   0.000000000E+000
   0.12725904292160140E-007   0.627790087E-006   0.000000000E+000
   0.12756717619744062E-007  -0.539769599E-005   0.000000000E+000
   0.12787530947327985E-007  -0.883177563E-005   0.000000000E+000
   0.12818344274911908E-007  -0.453415532E-005   0.000000000E+000
   0.12849157602495831E-007   0.564290758E-005   0.000000000E+000
   0.12879970930079754E-007   0.110217261E-004   0.000000000E+000
   0.12910784257663677E-007   0.456915132E-005   0.000000000E+000
   0.12941597585247600E-007  -0.679583263E-005   0.000000000E+000
   0.12972410912831522E-007  -0.100780262E-004   0.000000000E+000
   0.13003224240415445E-007  -0.193590677E-005   0.000000000E+000
   0.13034037567999368E-007   0.826343967E-005   0.000000000E+000
   0.13064850895583291E-007   0.988158354E-005   0.000000000E+000
   0.13095664223167214E-007   0.179833933E-005   0.000000000E+000
   0.13126477550751137E-007  -0.769626877E-005   0.000000000E+000
   0.13157290878335060E-007  -0.930349051E-005   0.000000000E+000
   0.13188104205918982E-007  -0.155778980E-005   0.000000000E+000
   0.13218917533502905E-007   0.724853999E-005   0.000000000E+000
   0.13249730861086828E-007   0.732389481E-005   0.000000000E+000
   0.13280544188670751E-007  -0.136023164E-005   0.000000000E+000
   0.13311357516254674E-007  -0.861999342E-005   0.000000000E+000
   0.13342170843838597E-007  -0.636813638E-005   0.000000000E+000
   0.13372984171422519E-007   0.219122740E-005   0.000000000E+000
   0.13403797499006442E-007   0.793921572E-005   0.000000000E+000
   0.13434610826590365E-007   0.639360997E-005   0.000000000E+000
   0.13465424154174288E-007   0.924442247E-007   0.000000000E+000
   0.13496237481758211E-007  -0.542713497E-005   0.000000000E+000
   0.13527050809342134E-007  -0.524241068E-005   0.000000000E+000
   0.13557864136926057E-007   0.110773772E-005   0.000000000E+000
   0.13588677464509979E-007   0.710014410E-005   0.000000000E+000
   0.13619490792093902E-007   0.526153644E-005   0.000000000E+000
