t              SphereGround.fdtd_Point probe_1_Ey_50_50_50.dat       incid
   0.13650304119677825E-007  -0.255432542E-005   0.000000000E+000
   0.13681117447261748E-007  -0.646769195E-005   0.000000000E+000
   0.13711930774845671E-007  -0.189102957E-005   0.000000000E+000
   0.13742744102429594E-007   0.442035798E-005   0.000000000E+000
   0.13773557430013517E-007   0.409574386E-005   0.000000000E+000
   0.13804370757597439E-007  -0.212630721E-005   0.000000000E+000
   0.13835184085181362E-007  -0.628097541E-005   0.000000000E+000
   0.13865997412765285E-007  -0.297395104E-005   0.000000000E+000
   0.13896810740349208E-007   0.452413315E-005   0.000000000E+000
   0.13927624067933131E-007   0.738622839E-005   0.000000000E+000
   0.13958437395517054E-007   0.101203705E-005   0.000000000E+000
   0.13989250723100977E-007  -0.846922376E-005   0.000000000E+000
   0.14020064050684899E-007  -0.102007543E-004   0.000000000E+000
   0.14050877378268822E-007  -0.140553857E-005   0.000000000E+000
   0.14081690705852745E-007   0.913588156E-005   0.000000000E+000
   0.14112504033436668E-007   0.108983113E-004   0.000000000E+000
   0.14143317361020591E-007   0.203095897E-005   0.000000000E+000
   0.14174130688604514E-007  -0.954321968E-005   0.000000000E+000
   0.14204944016188437E-007  -0.127361709E-004   0.000000000E+000
   0.14235757343772359E-007  -0.295613609E-005   0.000000000E+000
   0.14266570671356282E-007   0.114608356E-004   0.000000000E+000
   0.14297383998940205E-007   0.153045039E-004   0.000000000E+000
   0.14328197326524128E-007   0.327373982E-005   0.000000000E+000
   0.14359010654108051E-007  -0.121162311E-004   0.000000000E+000
   0.14389823981691974E-007  -0.142173249E-004   0.000000000E+000
   0.14420637309275897E-007  -0.146041748E-005   0.000000000E+000
   0.14451450636859819E-007   0.119335327E-004   0.000000000E+000
   0.14482263964443742E-007   0.126862824E-004   0.000000000E+000
   0.14513077292027665E-007   0.146617731E-005   0.000000000E+000
   0.14543890619611588E-007  -0.981631638E-005   0.000000000E+000
   0.14574703947195511E-007  -0.102088288E-004   0.000000000E+000
   0.14605517274779434E-007   0.242416718E-006   0.000000000E+000
   0.14636330602363357E-007   0.105252238E-004   0.000000000E+000
   0.14667143929947279E-007   0.959607496E-005   0.000000000E+000
   0.14697957257531202E-007  -0.160553645E-005   0.000000000E+000
   0.14728770585115125E-007  -0.107800870E-004   0.000000000E+000
   0.14759583912699048E-007  -0.799751706E-005   0.000000000E+000
   0.14790397240282971E-007   0.325695601E-005   0.000000000E+000
   0.14821210567866894E-007   0.103802759E-004   0.000000000E+000
   0.14852023895450817E-007   0.561003753E-005   0.000000000E+000
   0.14882837223034739E-007  -0.596390646E-005   0.000000000E+000
   0.14913650550618662E-007  -0.120940458E-004   0.000000000E+000
   0.14944463878202585E-007  -0.624823224E-005   0.000000000E+000
   0.14975277205786508E-007   0.560020908E-005   0.000000000E+000
   0.15006090533370431E-007   0.112619437E-004   0.000000000E+000
   0.15036903860954354E-007   0.504944137E-005   0.000000000E+000
   0.15067717188538277E-007  -0.654610494E-005   0.000000000E+000
   0.15098530516122199E-007  -0.116950314E-004   0.000000000E+000
   0.15129343843706122E-007  -0.507340974E-005   0.000000000E+000
   0.15160157171290045E-007   0.683008784E-005   0.000000000E+000
   0.15190970498873968E-007   0.119802617E-004   0.000000000E+000
   0.15221783826457891E-007   0.518640127E-005   0.000000000E+000
   0.15252597154041814E-007  -0.600560770E-005   0.000000000E+000
   0.15283410481625737E-007  -0.959304998E-005   0.000000000E+000
   0.15314223809209659E-007  -0.282594374E-005   0.000000000E+000
   0.15345037136793582E-007   0.548284788E-005   0.000000000E+000
   0.15375850464377505E-007   0.653429652E-005   0.000000000E+000
   0.15406663791961428E-007   0.135942128E-005   0.000000000E+000
   0.15437477119545351E-007  -0.276243873E-005   0.000000000E+000
   0.15468290447129274E-007  -0.216613535E-005   0.000000000E+000
   0.15499103774713197E-007   0.309151346E-006   0.000000000E+000
   0.15529917102297119E-007   0.920907098E-006   0.000000000E+000
   0.15560730429881042E-007  -0.112931957E-007   0.000000000E+000
   0.15591543757464965E-007   0.130106699E-006   0.000000000E+000
   0.15622357085048888E-007   0.166807479E-005   0.000000000E+000
   0.15653170412632811E-007   0.236441815E-005   0.000000000E+000
   0.15683983740216734E-007   0.122416634E-005   0.000000000E+000
   0.15714797067800657E-007  -0.380871711E-006   0.000000000E+000
   0.15745610395384579E-007  -0.172244677E-005   0.000000000E+000
   0.15776423722968502E-007  -0.346895717E-005   0.000000000E+000
   0.15807237050552425E-007  -0.443137151E-005   0.000000000E+000
   0.15838050378136348E-007  -0.158429316E-005   0.000000000E+000
   0.15868863705720271E-007   0.418894797E-005   0.000000000E+000
   0.15899677033304194E-007   0.611204177E-005   0.000000000E+000
   0.15930490360888117E-007  -0.357911176E-006   0.000000000E+000
   0.15961303688472039E-007  -0.912740688E-005   0.000000000E+000
   0.15992117016055962E-007  -0.871460634E-005   0.000000000E+000
   0.16022930343639885E-007   0.248988545E-005   0.000000000E+000
   0.16053743671223808E-007   0.115396597E-004   0.000000000E+000
   0.16084556998807731E-007   0.694172240E-005   0.000000000E+000
   0.16115370326391654E-007  -0.452976883E-005   0.000000000E+000
   0.16146183653975577E-007  -0.647576917E-005   0.000000000E+000
   0.16176996981559499E-007   0.272751231E-005   0.000000000E+000
   0.16207810309143422E-007   0.733192928E-005   0.000000000E+000
   0.16238623636727345E-007  -0.387129603E-006   0.000000000E+000
   0.16269436964311268E-007  -0.736980428E-005   0.000000000E+000
   0.16300250291895191E-007  -0.177274615E-005   0.000000000E+000
   0.16331063619479114E-007   0.683696999E-005   0.000000000E+000
   0.16361876947063037E-007   0.380287679E-005   0.000000000E+000
   0.16392690274646959E-007  -0.575502236E-005   0.000000000E+000
   0.16423503602230882E-007  -0.629648866E-005   0.000000000E+000
   0.16454316929814805E-007   0.163959476E-005   0.000000000E+000
   0.16485130257398728E-007   0.399544206E-005   0.000000000E+000
   0.16515943584982651E-007  -0.134375387E-005   0.000000000E+000
   0.16546756912566574E-007  -0.215316186E-005   0.000000000E+000
   0.16577570240150497E-007   0.423337178E-005   0.000000000E+000
   0.16608383567734419E-007   0.504311765E-005   0.000000000E+000
   0.16639196895318342E-007  -0.418377613E-005   0.000000000E+000
   0.16670010222902265E-007  -0.894257573E-005   0.000000000E+000
   0.16700823550486188E-007   0.425321559E-006   0.000000000E+000
   0.16731636878070111E-007   0.102429058E-004   0.000000000E+000
   0.16762450205654034E-007   0.402658907E-005   0.000000000E+000
   0.16793263533237957E-007  -0.985429506E-005   0.000000000E+000
   0.16824076860821879E-007  -0.978158823E-005   0.000000000E+000
   0.16854890188405802E-007   0.498245026E-005   0.000000000E+000
   0.16885703515989725E-007   0.122688871E-004   0.000000000E+000
   0.16916516843573648E-007   0.135148366E-005   0.000000000E+000
   0.16947330171157571E-007  -0.104315832E-004   0.000000000E+000
   0.16978143498741494E-007  -0.509818892E-005   0.000000000E+000
   0.17008956826325417E-007   0.833301783E-005   0.000000000E+000
   0.17039770153909339E-007   0.943093437E-005   0.000000000E+000
   0.17070583481493262E-007  -0.166733298E-005   0.000000000E+000
   0.17101396809077185E-007  -0.753312861E-005   0.000000000E+000
   0.17132210136661108E-007  -0.276586934E-005   0.000000000E+000
   0.17163023464245031E-007   0.155022553E-005   0.000000000E+000
   0.17193836791828954E-007   0.102058516E-005   0.000000000E+000
   0.17224650119412876E-007   0.269624411E-005   0.000000000E+000
   0.17255463446996799E-007   0.502216608E-005   0.000000000E+000
   0.17286276774580722E-007  -0.242723308E-005   0.000000000E+000
   0.17317090102164645E-007  -0.139854810E-004   0.000000000E+000
   0.17347903429748568E-007  -0.896397250E-005   0.000000000E+000
   0.17378716757332491E-007   0.124615017E-004   0.000000000E+000
   0.17409530084916414E-007   0.212491577E-004   0.000000000E+000
   0.17440343412500336E-007   0.247639218E-005   0.000000000E+000
   0.17471156740084259E-007  -0.189863295E-004   0.000000000E+000
   0.17501970067668182E-007  -0.152772809E-004   0.000000000E+000
   0.17532783395252105E-007   0.453897337E-005   0.000000000E+000
   0.17563596722836028E-007   0.139135018E-004   0.000000000E+000
   0.17594410050419951E-007   0.847233059E-005   0.000000000E+000
   0.17625223378003874E-007   0.128372449E-005   0.000000000E+000
   0.17656036705587796E-007  -0.473787622E-005   0.000000000E+000
   0.17686850033171719E-007  -0.125459947E-004   0.000000000E+000
   0.17717663360755642E-007  -0.123052114E-004   0.000000000E+000
   0.17748476688339565E-007   0.445733076E-005   0.000000000E+000
   0.17779290015923488E-007   0.211172337E-004   0.000000000E+000
   0.17810103343507411E-007   0.145001968E-004   0.000000000E+000
   0.17840916671091334E-007  -0.859766169E-005   0.000000000E+000
   0.17871729998675256E-007  -0.198616035E-004   0.000000000E+000
   0.17902543326259179E-007  -0.100021434E-004   0.000000000E+000
   0.17933356653843102E-007   0.454334804E-005   0.000000000E+000
   0.17964169981427025E-007   0.112946473E-004   0.000000000E+000
   0.17994983309010948E-007   0.120069353E-004   0.000000000E+000
   0.18025796636594871E-007   0.595396386E-005   0.000000000E+000
   0.18056609964178794E-007  -0.976643059E-005   0.000000000E+000
   0.18087423291762716E-007  -0.223812403E-004   0.000000000E+000
   0.18118236619346639E-007  -0.126412042E-004   0.000000000E+000
   0.18149049946930562E-007   0.133830808E-004   0.000000000E+000
   0.18179863274514485E-007   0.257566171E-004   0.000000000E+000
   0.18210676602098408E-007   0.108283439E-004   0.000000000E+000
   0.18241489929682331E-007  -0.114046106E-004   0.000000000E+000
   0.18272303257266254E-007  -0.175534988E-004   0.000000000E+000
   0.18303116584850176E-007  -0.809481571E-005   0.000000000E+000
   0.18333929912434099E-007   0.422373068E-005   0.000000000E+000
   0.18364743240018022E-007   0.129414066E-004   0.000000000E+000
   0.18395556567601945E-007   0.137879142E-004   0.000000000E+000
   0.18426369895185868E-007   0.145198646E-005   0.000000000E+000
   0.18457183222769791E-007  -0.160713080E-004   0.000000000E+000
   0.18487996550353714E-007  -0.177610964E-004   0.000000000E+000
   0.18518809877937636E-007   0.109720895E-005   0.000000000E+000
   0.18549623205521559E-007   0.169120376E-004   0.000000000E+000
   0.18580436533105482E-007   0.105309755E-004   0.000000000E+000
   0.18611249860689405E-007  -0.557218300E-005   0.000000000E+000
   0.18642063188273328E-007  -0.985212318E-005   0.000000000E+000
   0.18672876515857251E-007  -0.328811939E-005   0.000000000E+000
   0.18703689843441174E-007   0.112499401E-005   0.000000000E+000
   0.18734503171025096E-007   0.295805603E-005   0.000000000E+000
   0.18765316498609019E-007   0.671286261E-005   0.000000000E+000
   0.18796129826192942E-007   0.545591683E-005   0.000000000E+000
   0.18826943153776865E-007  -0.540743531E-005   0.000000000E+000
   0.18857756481360788E-007  -0.121998091E-004   0.000000000E+000
   0.18888569808944711E-007  -0.298182476E-005   0.000000000E+000
   0.18919383136528634E-007   0.982990059E-005   0.000000000E+000
   0.18950196464112556E-007   0.839772565E-005   0.000000000E+000
   0.18981009791696479E-007  -0.212628129E-005   0.000000000E+000
   0.19011823119280402E-007  -0.551257017E-005   0.000000000E+000
   0.19042636446864325E-007  -0.184939631E-005   0.000000000E+000
   0.19073449774448248E-007  -0.122000688E-005   0.000000000E+000
   0.19104263102032171E-007  -0.183587133E-005   0.000000000E+000
   0.19135076429616094E-007   0.342215253E-005   0.000000000E+000
   0.19165889757200016E-007   0.832523256E-005   0.000000000E+000
   0.19196703084783939E-007   0.245488263E-005   0.000000000E+000
   0.19227516412367862E-007  -0.825486586E-005   0.000000000E+000
   0.19258329739951785E-007  -0.926467055E-005   0.000000000E+000
   0.19289143067535708E-007  -0.944528438E-007   0.000000000E+000
   0.19319956395119631E-007   0.709400501E-005   0.000000000E+000
   0.19350769722703554E-007   0.649049662E-005   0.000000000E+000
   0.19381583050287476E-007   0.223297184E-005   0.000000000E+000
   0.19412396377871399E-007  -0.207768653E-005   0.000000000E+000
   0.19443209705455322E-007  -0.523606150E-005   0.000000000E+000
   0.19474023033039245E-007  -0.421205777E-005   0.000000000E+000
   0.19504836360623168E-007   0.160846412E-005   0.000000000E+000
   0.19535649688207091E-007   0.592768538E-005   0.000000000E+000
   0.19566463015791014E-007   0.350839946E-005   0.000000000E+000
   0.19597276343374936E-007  -0.165677830E-005   0.000000000E+000
   0.19628089670958859E-007  -0.305246749E-005   0.000000000E+000
   0.19658902998542782E-007  -0.155014186E-005   0.000000000E+000
   0.19689716326126705E-007  -0.163068455E-005   0.000000000E+000
   0.19720529653710628E-007  -0.243748468E-005   0.000000000E+000
   0.19751342981294551E-007  -0.307508799E-006   0.000000000E+000
   0.19782156308878474E-007   0.299213593E-005   0.000000000E+000
   0.19812969636462396E-007   0.240979261E-005   0.000000000E+000
   0.19843782964046319E-007  -0.143115403E-005   0.000000000E+000
   0.19874596291630242E-007  -0.277634058E-005   0.000000000E+000
   0.19905409619214165E-007  -0.140250449E-006   0.000000000E+000
   0.19936222946798088E-007   0.180129950E-005   0.000000000E+000
   0.19967036274382011E-007   0.649031108E-006   0.000000000E+000
