t              SphereGround.fdtd_Point probe_1_Ex_50_50_50.dat       incid
   0.13557864136926057E-007  -0.192647409E-001   0.000000000E+000
   0.13588677464509979E-007  -0.176018998E-001   0.000000000E+000
   0.13619490792093902E-007  -0.169742908E-001   0.000000000E+000
   0.13650304119677825E-007  -0.168244820E-001   0.000000000E+000
   0.13681117447261748E-007  -0.165604055E-001   0.000000000E+000
   0.13711930774845671E-007  -0.156850666E-001   0.000000000E+000
   0.13742744102429594E-007  -0.138703408E-001   0.000000000E+000
   0.13773557430013517E-007  -0.109691545E-001   0.000000000E+000
   0.13804370757597439E-007  -0.700839004E-002   0.000000000E+000
   0.13835184085181362E-007  -0.218728138E-002   0.000000000E+000
   0.13865997412765285E-007   0.314846355E-002   0.000000000E+000
   0.13896810740349208E-007   0.858752429E-002   0.000000000E+000
   0.13927624067933131E-007   0.137607744E-001   0.000000000E+000
   0.13958437395517054E-007   0.184128266E-001   0.000000000E+000
   0.13989250723100977E-007   0.224020891E-001   0.000000000E+000
   0.14020064050684899E-007   0.256436281E-001   0.000000000E+000
   0.14050877378268822E-007   0.280417036E-001   0.000000000E+000
   0.14081690705852745E-007   0.294693112E-001   0.000000000E+000
   0.14112504033436668E-007   0.298226327E-001   0.000000000E+000
   0.14143317361020591E-007   0.291051436E-001   0.000000000E+000
   0.14174130688604514E-007   0.274484307E-001   0.000000000E+000
   0.14204944016188437E-007   0.250318050E-001   0.000000000E+000
   0.14235757343772359E-007   0.219765939E-001   0.000000000E+000
   0.14266570671356282E-007   0.183304474E-001   0.000000000E+000
   0.14297383998940205E-007   0.141705563E-001   0.000000000E+000
   0.14328197326524128E-007   0.973389484E-002   0.000000000E+000
   0.14359010654108051E-007   0.544431200E-002   0.000000000E+000
   0.14389823981691974E-007   0.178141869E-002   0.000000000E+000
   0.14420637309275897E-007  -0.934126554E-003   0.000000000E+000
   0.14451450636859819E-007  -0.268276013E-002   0.000000000E+000
   0.14482263964443742E-007  -0.370751112E-002   0.000000000E+000
   0.14513077292027665E-007  -0.433700951E-002   0.000000000E+000
   0.14543890619611588E-007  -0.482489821E-002   0.000000000E+000
   0.14574703947195511E-007  -0.532601587E-002   0.000000000E+000
   0.14605517274779434E-007  -0.599276926E-002   0.000000000E+000
   0.14636330602363357E-007  -0.707268249E-002   0.000000000E+000
   0.14667143929947279E-007  -0.889869221E-002   0.000000000E+000
   0.14697957257531202E-007  -0.117585436E-001   0.000000000E+000
   0.14728770585115125E-007  -0.157289896E-001   0.000000000E+000
   0.14759583912699048E-007  -0.205910373E-001   0.000000000E+000
   0.14790397240282971E-007  -0.258807149E-001   0.000000000E+000
   0.14821210567866894E-007  -0.310288537E-001   0.000000000E+000
   0.14852023895450817E-007  -0.354912952E-001   0.000000000E+000
   0.14882837223034739E-007  -0.388011932E-001   0.000000000E+000
   0.14913650550618662E-007  -0.405448899E-001   0.000000000E+000
   0.14944463878202585E-007  -0.403170437E-001   0.000000000E+000
   0.14975277205786508E-007  -0.377246626E-001   0.000000000E+000
   0.15006090533370431E-007  -0.324778371E-001   0.000000000E+000
   0.15036903860954354E-007  -0.245384611E-001   0.000000000E+000
   0.15067717188538277E-007  -0.142405499E-001   0.000000000E+000
   0.15098530516122199E-007  -0.229691714E-002   0.000000000E+000
   0.15129343843706122E-007   0.103291087E-001   0.000000000E+000
   0.15160157171290045E-007   0.226260535E-001   0.000000000E+000
   0.15190970498873968E-007   0.337052159E-001   0.000000000E+000
   0.15221783826457891E-007   0.428642854E-001   0.000000000E+000
   0.15252597154041814E-007   0.495607667E-001   0.000000000E+000
   0.15283410481625737E-007   0.533901453E-001   0.000000000E+000
   0.15314223809209659E-007   0.541422255E-001   0.000000000E+000
   0.15345037136793582E-007   0.519043989E-001   0.000000000E+000
   0.15375850464377505E-007   0.471082702E-001   0.000000000E+000
   0.15406663791961428E-007   0.404496081E-001   0.000000000E+000
   0.15437477119545351E-007   0.327057615E-001   0.000000000E+000
   0.15468290447129274E-007   0.245426092E-001   0.000000000E+000
   0.15499103774713197E-007   0.164073743E-001   0.000000000E+000
   0.15529917102297119E-007   0.854721572E-002   0.000000000E+000
   0.15560730429881042E-007   0.110266171E-002   0.000000000E+000
   0.15591543757464965E-007  -0.582874287E-002   0.000000000E+000
   0.15622357085048888E-007  -0.122123519E-001   0.000000000E+000
   0.15653170412632811E-007  -0.181206763E-001   0.000000000E+000
   0.15683983740216734E-007  -0.236992054E-001   0.000000000E+000
   0.15714797067800657E-007  -0.290334150E-001   0.000000000E+000
   0.15745610395384579E-007  -0.340090804E-001   0.000000000E+000
   0.15776423722968502E-007  -0.382764675E-001   0.000000000E+000
   0.15807237050552425E-007  -0.413443074E-001   0.000000000E+000
   0.15838050378136348E-007  -0.427340567E-001   0.000000000E+000
   0.15868863705720271E-007  -0.421000235E-001   0.000000000E+000
   0.15899677033304194E-007  -0.392705463E-001   0.000000000E+000
   0.15930490360888117E-007  -0.342361704E-001   0.000000000E+000
   0.15961303688472039E-007  -0.271441266E-001   0.000000000E+000
   0.15992117016055962E-007  -0.183309652E-001   0.000000000E+000
   0.16022930343639885E-007  -0.836487859E-002   0.000000000E+000
   0.16053743671223808E-007   0.196848996E-002   0.000000000E+000
   0.16084556998807731E-007   0.117790718E-001   0.000000000E+000
   0.16115370326391654E-007   0.202542208E-001   0.000000000E+000
   0.16146183653975577E-007   0.268191285E-001   0.000000000E+000
   0.16176996981559499E-007   0.311947726E-001   0.000000000E+000
   0.16207810309143422E-007   0.333476514E-001   0.000000000E+000
   0.16238623636727345E-007   0.333972685E-001   0.000000000E+000
   0.16269436964311268E-007   0.315507762E-001   0.000000000E+000
   0.16300250291895191E-007   0.280831717E-001   0.000000000E+000
   0.16331063619479114E-007   0.233402345E-001   0.000000000E+000
   0.16361876947063037E-007   0.177383926E-001   0.000000000E+000
   0.16392690274646959E-007   0.117439097E-001   0.000000000E+000
   0.16423503602230882E-007   0.581873581E-002   0.000000000E+000
   0.16454316929814805E-007   0.342630316E-003   0.000000000E+000
   0.16485130257398728E-007  -0.444217678E-002   0.000000000E+000
   0.16515943584982651E-007  -0.841310062E-002   0.000000000E+000
   0.16546756912566574E-007  -0.114778141E-001   0.000000000E+000
   0.16577570240150497E-007  -0.134810386E-001   0.000000000E+000
   0.16608383567734419E-007  -0.141895497E-001   0.000000000E+000
   0.16639196895318342E-007  -0.133829117E-001   0.000000000E+000
   0.16670010222902265E-007  -0.109983860E-001   0.000000000E+000
   0.16700823550486188E-007  -0.723738596E-002   0.000000000E+000
   0.16731636878070111E-007  -0.256406981E-002   0.000000000E+000
   0.16762450205654034E-007   0.240900507E-002   0.000000000E+000
   0.16793263533237957E-007   0.708642509E-002   0.000000000E+000
   0.16824076860821879E-007   0.110080559E-001   0.000000000E+000
   0.16854890188405802E-007   0.138485264E-001   0.000000000E+000
   0.16885703515989725E-007   0.153247761E-001   0.000000000E+000
   0.16916516843573648E-007   0.151307397E-001   0.000000000E+000
   0.16947330171157571E-007   0.129981078E-001   0.000000000E+000
   0.16978143498741494E-007   0.885604601E-002   0.000000000E+000
   0.17008956826325417E-007   0.296506193E-002   0.000000000E+000
   0.17039770153909339E-007  -0.407546200E-002   0.000000000E+000
   0.17070583481493262E-007  -0.114522399E-001   0.000000000E+000
   0.17101396809077185E-007  -0.183317289E-001   0.000000000E+000
   0.17132210136661108E-007  -0.240327306E-001   0.000000000E+000
   0.17163023464245031E-007  -0.280929282E-001   0.000000000E+000
   0.17193836791828954E-007  -0.302016754E-001   0.000000000E+000
   0.17224650119412876E-007  -0.300812703E-001   0.000000000E+000
   0.17255463446996799E-007  -0.274666566E-001   0.000000000E+000
   0.17286276774580722E-007  -0.222565494E-001   0.000000000E+000
   0.17317090102164645E-007  -0.147326645E-001   0.000000000E+000
   0.17347903429748568E-007  -0.564834848E-002   0.000000000E+000
   0.17378716757332491E-007   0.391643122E-002   0.000000000E+000
   0.17409530084916414E-007   0.128471572E-001   0.000000000E+000
   0.17440343412500336E-007   0.202504117E-001   0.000000000E+000
   0.17471156740084259E-007   0.255498216E-001   0.000000000E+000
   0.17501970067668182E-007   0.284269527E-001   0.000000000E+000
   0.17532783395252105E-007   0.287066810E-001   0.000000000E+000
   0.17563596722836028E-007   0.263124965E-001   0.000000000E+000
   0.17594410050419951E-007   0.213597734E-001   0.000000000E+000
   0.17625223378003874E-007   0.143217482E-001   0.000000000E+000
   0.17656036705587796E-007   0.609314069E-002   0.000000000E+000
   0.17686850033171719E-007  -0.217558164E-002   0.000000000E+000
   0.17717663360755642E-007  -0.940640830E-002   0.000000000E+000
   0.17748476688339565E-007  -0.148700345E-001   0.000000000E+000
   0.17779290015923488E-007  -0.182483457E-001   0.000000000E+000
   0.17810103343507411E-007  -0.195080619E-001   0.000000000E+000
   0.17840916671091334E-007  -0.187397562E-001   0.000000000E+000
   0.17871729998675256E-007  -0.160910580E-001   0.000000000E+000
   0.17902543326259179E-007  -0.118066017E-001   0.000000000E+000
   0.17933356653843102E-007  -0.629734294E-002   0.000000000E+000
   0.17964169981427025E-007  -0.154256821E-003   0.000000000E+000
   0.17994983309010948E-007   0.592793571E-002   0.000000000E+000
   0.18025796636594871E-007   0.112934923E-001   0.000000000E+000
   0.18056609964178794E-007   0.154727809E-001   0.000000000E+000
   0.18087423291762716E-007   0.182586536E-001   0.000000000E+000
   0.18118236619346639E-007   0.196652263E-001   0.000000000E+000
   0.18149049946930562E-007   0.197973456E-001   0.000000000E+000
   0.18179863274514485E-007   0.187278874E-001   0.000000000E+000
   0.18210676602098408E-007   0.164684765E-001   0.000000000E+000
   0.18241489929682331E-007   0.130340047E-001   0.000000000E+000
   0.18272303257266254E-007   0.853409059E-002   0.000000000E+000
   0.18303116584850176E-007   0.323050795E-002   0.000000000E+000
   0.18333929912434099E-007  -0.246379385E-002   0.000000000E+000
   0.18364743240018022E-007  -0.805015117E-002   0.000000000E+000
   0.18395556567601945E-007  -0.130581968E-001   0.000000000E+000
   0.18426369895185868E-007  -0.171446949E-001   0.000000000E+000
   0.18457183222769791E-007  -0.200999100E-001   0.000000000E+000
   0.18487996550353714E-007  -0.217646174E-001   0.000000000E+000
   0.18518809877937636E-007  -0.219656527E-001   0.000000000E+000
   0.18549623205521559E-007  -0.205681864E-001   0.000000000E+000
   0.18580436533105482E-007  -0.176118240E-001   0.000000000E+000
   0.18611249860689405E-007  -0.134002743E-001   0.000000000E+000
   0.18642063188273328E-007  -0.846132450E-002   0.000000000E+000
   0.18672876515857251E-007  -0.340933632E-002   0.000000000E+000
   0.18703689843441174E-007   0.120653817E-002   0.000000000E+000
   0.18734503171025096E-007   0.501153897E-002   0.000000000E+000
   0.18765316498609019E-007   0.784558058E-002   0.000000000E+000
   0.18796129826192942E-007   0.972623751E-002   0.000000000E+000
   0.18826943153776865E-007   0.107649546E-001   0.000000000E+000
   0.18857756481360788E-007   0.111052040E-001   0.000000000E+000
   0.18888569808944711E-007   0.109235998E-001   0.000000000E+000
   0.18919383136528634E-007   0.104540233E-001   0.000000000E+000
   0.18950196464112556E-007   0.996096339E-002   0.000000000E+000
   0.18981009791696479E-007   0.965011306E-002   0.000000000E+000
   0.19011823119280402E-007   0.958261546E-002   0.000000000E+000
   0.19042636446864325E-007   0.965709519E-002   0.000000000E+000
   0.19073449774448248E-007   0.965651404E-002   0.000000000E+000
   0.19104263102032171E-007   0.931612682E-002   0.000000000E+000
   0.19135076429616094E-007   0.838658493E-002   0.000000000E+000
   0.19165889757200016E-007   0.669025816E-002   0.000000000E+000
   0.19196703084783939E-007   0.416193157E-002   0.000000000E+000
   0.19227516412367862E-007   0.858186977E-003   0.000000000E+000
   0.19258329739951785E-007  -0.305703166E-002   0.000000000E+000
   0.19289143067535708E-007  -0.732172187E-002   0.000000000E+000
   0.19319956395119631E-007  -0.115732783E-001   0.000000000E+000
   0.19350769722703554E-007  -0.153679922E-001   0.000000000E+000
   0.19381583050287476E-007  -0.182515979E-001   0.000000000E+000
   0.19412396377871399E-007  -0.198538564E-001   0.000000000E+000
   0.19443209705455322E-007  -0.199452862E-001   0.000000000E+000
   0.19474023033039245E-007  -0.184324645E-001   0.000000000E+000
   0.19504836360623168E-007  -0.153351016E-001   0.000000000E+000
   0.19535649688207091E-007  -0.107988752E-001   0.000000000E+000
   0.19566463015791014E-007  -0.514274277E-002   0.000000000E+000
   0.19597276343374936E-007   0.111169415E-002   0.000000000E+000
   0.19628089670958859E-007   0.727664912E-002   0.000000000E+000
   0.19658902998542782E-007   0.126076462E-001   0.000000000E+000
   0.19689716326126705E-007   0.164544489E-001   0.000000000E+000
   0.19720529653710628E-007   0.183950495E-001   0.000000000E+000
   0.19751342981294551E-007   0.182908829E-001   0.000000000E+000
   0.19782156308878474E-007   0.162469912E-001   0.000000000E+000
   0.19812969636462396E-007   0.125365313E-001   0.000000000E+000
   0.19843782964046319E-007   0.757306023E-002   0.000000000E+000
   0.19874596291630242E-007   0.194070721E-002   0.000000000E+000
   0.19905409619214165E-007  -0.360291079E-002   0.000000000E+000
   0.19936222946798088E-007  -0.823551789E-002   0.000000000E+000
   0.19967036274382011E-007  -0.112699978E-001   0.000000000E+000
