t              SphereGround.fdtd_Point probe_1_Ez_50_50_50.dat       incid
   0.13557864136926057E-007   0.320265972E-004   0.000000000E+000
   0.13588677464509979E-007   0.895259582E-004   0.000000000E+000
   0.13619490792093902E-007   0.594063677E-004   0.000000000E+000
   0.13650304119677825E-007  -0.373691728E-004   0.000000000E+000
   0.13681117447261748E-007  -0.114465241E-003   0.000000000E+000
   0.13711930774845671E-007  -0.100893376E-003   0.000000000E+000
   0.13742744102429594E-007  -0.113410788E-004   0.000000000E+000
   0.13773557430013517E-007   0.677598437E-004   0.000000000E+000
   0.13804370757597439E-007   0.667086788E-004   0.000000000E+000
   0.13835184085181362E-007   0.211680890E-005   0.000000000E+000
   0.13865997412765285E-007  -0.466082784E-004   0.000000000E+000
   0.13896810740349208E-007  -0.243904233E-004   0.000000000E+000
   0.13927624067933131E-007   0.440340882E-004   0.000000000E+000
   0.13958437395517054E-007   0.849915159E-004   0.000000000E+000
   0.13989250723100977E-007   0.561739071E-004   0.000000000E+000
   0.14020064050684899E-007  -0.874022226E-005   0.000000000E+000
   0.14050877378268822E-007  -0.386188185E-004   0.000000000E+000
   0.14081690705852745E-007  -0.551956691E-005   0.000000000E+000
   0.14112504033436668E-007   0.430891851E-004   0.000000000E+000
   0.14143317361020591E-007   0.383907900E-004   0.000000000E+000
   0.14174130688604514E-007  -0.313428536E-004   0.000000000E+000
   0.14204944016188437E-007  -0.105644780E-003   0.000000000E+000
   0.14235757343772359E-007  -0.112441099E-003   0.000000000E+000
   0.14266570671356282E-007  -0.390635905E-004   0.000000000E+000
   0.14297383998940205E-007   0.526500517E-004   0.000000000E+000
   0.14328197326524128E-007   0.797351749E-004   0.000000000E+000
   0.14359010654108051E-007   0.165154561E-004   0.000000000E+000
   0.14389823981691974E-007  -0.735066351E-004   0.000000000E+000
   0.14420637309275897E-007  -0.933869305E-004   0.000000000E+000
   0.14451450636859819E-007  -0.103202838E-004   0.000000000E+000
   0.14482263964443742E-007   0.107056207E-003   0.000000000E+000
   0.14513077292027665E-007   0.155699963E-003   0.000000000E+000
   0.14543890619611588E-007   0.982110214E-004   0.000000000E+000
   0.14574703947195511E-007  -0.780310802E-005   0.000000000E+000
   0.14605517274779434E-007  -0.714719790E-004   0.000000000E+000
   0.14636330602363357E-007  -0.511842591E-004   0.000000000E+000
   0.14667143929947279E-007   0.177187248E-004   0.000000000E+000
   0.14697957257531202E-007   0.638614147E-004   0.000000000E+000
   0.14728770585115125E-007   0.442558157E-004   0.000000000E+000
   0.14759583912699048E-007  -0.247516800E-004   0.000000000E+000
   0.14790397240282971E-007  -0.902627216E-004   0.000000000E+000
   0.14821210567866894E-007  -0.110044784E-003   0.000000000E+000
   0.14852023895450817E-007  -0.803529692E-004   0.000000000E+000
   0.14882837223034739E-007  -0.286705217E-004   0.000000000E+000
   0.14913650550618662E-007   0.125645565E-004   0.000000000E+000
   0.14944463878202585E-007   0.281526627E-004   0.000000000E+000
   0.14975277205786508E-007   0.240371719E-004   0.000000000E+000
   0.15006090533370431E-007   0.133173162E-004   0.000000000E+000
   0.15036903860954354E-007   0.194010499E-005   0.000000000E+000
   0.15067717188538277E-007  -0.814528084E-005   0.000000000E+000
   0.15098530516122199E-007  -0.751455627E-005   0.000000000E+000
   0.15129343843706122E-007   0.149552434E-004   0.000000000E+000
   0.15160157171290045E-007   0.507974328E-004   0.000000000E+000
   0.15190970498873968E-007   0.686306303E-004   0.000000000E+000
   0.15221783826457891E-007   0.431847075E-004   0.000000000E+000
   0.15252597154041814E-007  -0.143963043E-004   0.000000000E+000
   0.15283410481625737E-007  -0.608486480E-004   0.000000000E+000
   0.15314223809209659E-007  -0.565800510E-004   0.000000000E+000
   0.15345037136793582E-007  -0.307529262E-006   0.000000000E+000
   0.15375850464377505E-007   0.657933706E-004   0.000000000E+000
   0.15406663791961428E-007   0.868065181E-004   0.000000000E+000
   0.15437477119545351E-007   0.413725211E-004   0.000000000E+000
   0.15468290447129274E-007  -0.358401230E-004   0.000000000E+000
   0.15499103774713197E-007  -0.810773709E-004   0.000000000E+000
   0.15529917102297119E-007  -0.574788210E-004   0.000000000E+000
   0.15560730429881042E-007   0.113381248E-004   0.000000000E+000
   0.15591543757464965E-007   0.617888218E-004   0.000000000E+000
   0.15622357085048888E-007   0.474505541E-004   0.000000000E+000
   0.15653170412632811E-007  -0.177654692E-004   0.000000000E+000
   0.15683983740216734E-007  -0.721724209E-004   0.000000000E+000
   0.15714797067800657E-007  -0.669789952E-004   0.000000000E+000
   0.15745610395384579E-007  -0.149620610E-004   0.000000000E+000
   0.15776423722968502E-007   0.268200492E-004   0.000000000E+000
   0.15807237050552425E-007   0.209782484E-004   0.000000000E+000
   0.15838050378136348E-007  -0.137216412E-004   0.000000000E+000
   0.15868863705720271E-007  -0.305802969E-004   0.000000000E+000
   0.15899677033304194E-007  -0.758709211E-005   0.000000000E+000
   0.15930490360888117E-007   0.333944008E-004   0.000000000E+000
   0.15961303688472039E-007   0.515431966E-004   0.000000000E+000
   0.15992117016055962E-007   0.268743024E-004   0.000000000E+000
   0.16022930343639885E-007  -0.180464995E-004   0.000000000E+000
   0.16053743671223808E-007  -0.353632640E-004   0.000000000E+000
   0.16084556998807731E-007  -0.122588608E-005   0.000000000E+000
   0.16115370326391654E-007   0.506185279E-004   0.000000000E+000
   0.16146183653975577E-007   0.586777460E-004   0.000000000E+000
   0.16176996981559499E-007   0.435702168E-005   0.000000000E+000
   0.16207810309143422E-007  -0.603789485E-004   0.000000000E+000
   0.16238623636727345E-007  -0.686442654E-004   0.000000000E+000
   0.16269436964311268E-007  -0.136630624E-004   0.000000000E+000
   0.16300250291895191E-007   0.464307232E-004   0.000000000E+000
   0.16331063619479114E-007   0.547428208E-004   0.000000000E+000
   0.16361876947063037E-007   0.107684646E-004   0.000000000E+000
   0.16392690274646959E-007  -0.402790465E-004   0.000000000E+000
   0.16423503602230882E-007  -0.555293918E-004   0.000000000E+000
   0.16454316929814805E-007  -0.258892105E-004   0.000000000E+000
   0.16485130257398728E-007   0.236110900E-004   0.000000000E+000
   0.16515943584982651E-007   0.519805872E-004   0.000000000E+000
   0.16546756912566574E-007   0.323603599E-004   0.000000000E+000
   0.16577570240150497E-007  -0.198265770E-004   0.000000000E+000
   0.16608383567734419E-007  -0.534246174E-004   0.000000000E+000
   0.16639196895318342E-007  -0.310293071E-004   0.000000000E+000
   0.16670010222902265E-007   0.278711341E-004   0.000000000E+000
   0.16700823550486188E-007   0.642394007E-004   0.000000000E+000
   0.16731636878070111E-007   0.414924471E-004   0.000000000E+000
   0.16762450205654034E-007  -0.180334355E-004   0.000000000E+000
   0.16793263533237957E-007  -0.592918914E-004   0.000000000E+000
   0.16824076860821879E-007  -0.484323537E-004   0.000000000E+000
   0.16854890188405802E-007   0.127845124E-005   0.000000000E+000
   0.16885703515989725E-007   0.463993965E-004   0.000000000E+000
   0.16916516843573648E-007   0.485367091E-004   0.000000000E+000
   0.16947330171157571E-007   0.215643377E-005   0.000000000E+000
   0.16978143498741494E-007  -0.574796322E-004   0.000000000E+000
   0.17008956826325417E-007  -0.753137283E-004   0.000000000E+000
   0.17039770153909339E-007  -0.234539548E-004   0.000000000E+000
   0.17070583481493262E-007   0.621378567E-004   0.000000000E+000
   0.17101396809077185E-007   0.102839353E-003   0.000000000E+000
   0.17132210136661108E-007   0.517867011E-004   0.000000000E+000
   0.17163023464245031E-007  -0.518312227E-004   0.000000000E+000
   0.17193836791828954E-007  -0.113417736E-003   0.000000000E+000
   0.17224650119412876E-007  -0.732705230E-004   0.000000000E+000
   0.17255463446996799E-007   0.347955065E-004   0.000000000E+000
   0.17286276774580722E-007   0.113619812E-003   0.000000000E+000
   0.17317090102164645E-007   0.905121560E-004   0.000000000E+000
   0.17347903429748568E-007  -0.168169354E-004   0.000000000E+000
   0.17378716757332491E-007  -0.112542286E-003   0.000000000E+000
   0.17409530084916414E-007  -0.105521052E-003   0.000000000E+000
   0.17440343412500336E-007   0.579992047E-005   0.000000000E+000
   0.17471156740084259E-007   0.125690945E-003   0.000000000E+000
   0.17501970067668182E-007   0.145527301E-003   0.000000000E+000
   0.17532783395252105E-007   0.440844087E-004   0.000000000E+000
   0.17563596722836028E-007  -0.921699757E-004   0.000000000E+000
   0.17594410050419951E-007  -0.146578939E-003   0.000000000E+000
   0.17625223378003874E-007  -0.749276078E-004   0.000000000E+000
   0.17656036705587796E-007   0.555883016E-004   0.000000000E+000
   0.17686850033171719E-007   0.124141865E-003   0.000000000E+000
   0.17717663360755642E-007   0.660518635E-004   0.000000000E+000
   0.17748476688339565E-007  -0.623693995E-004   0.000000000E+000
   0.17779290015923488E-007  -0.134999282E-003   0.000000000E+000
   0.17810103343507411E-007  -0.820075365E-004   0.000000000E+000
   0.17840916671091334E-007   0.409868080E-004   0.000000000E+000
   0.17871729998675256E-007   0.116388583E-003   0.000000000E+000
   0.17902543326259179E-007   0.851954683E-004   0.000000000E+000
   0.17933356653843102E-007  -0.733171328E-005   0.000000000E+000
   0.17964169981427025E-007  -0.722331315E-004   0.000000000E+000
   0.17994983309010948E-007  -0.620394567E-004   0.000000000E+000
   0.18025796636594871E-007  -0.102222839E-005   0.000000000E+000
   0.18056609964178794E-007   0.475230518E-004   0.000000000E+000
   0.18087423291762716E-007   0.396023534E-004   0.000000000E+000
   0.18118236619346639E-007  -0.106679327E-004   0.000000000E+000
   0.18149049946930562E-007  -0.461539385E-004   0.000000000E+000
   0.18179863274514485E-007  -0.277770851E-004   0.000000000E+000
   0.18210676602098408E-007   0.210263570E-004   0.000000000E+000
   0.18241489929682331E-007   0.416635812E-004   0.000000000E+000
   0.18272303257266254E-007   0.109653738E-004   0.000000000E+000
   0.18303116584850176E-007  -0.314081735E-004   0.000000000E+000
   0.18333929912434099E-007  -0.328271672E-004   0.000000000E+000
   0.18364743240018022E-007   0.856898259E-005   0.000000000E+000
   0.18395556567601945E-007   0.436374903E-004   0.000000000E+000
   0.18426369895185868E-007   0.305876711E-004   0.000000000E+000
   0.18457183222769791E-007  -0.195673238E-004   0.000000000E+000
   0.18487996550353714E-007  -0.570150914E-004   0.000000000E+000
   0.18518809877937636E-007  -0.441821612E-004   0.000000000E+000
   0.18549623205521559E-007   0.922063919E-005   0.000000000E+000
   0.18580436533105482E-007   0.566599301E-004   0.000000000E+000
   0.18611249860689405E-007   0.582668508E-004   0.000000000E+000
   0.18642063188273328E-007   0.168765400E-004   0.000000000E+000
   0.18672876515857251E-007  -0.274877129E-004   0.000000000E+000
   0.18703689843441174E-007  -0.377413526E-004   0.000000000E+000
   0.18734503171025096E-007  -0.119363140E-004   0.000000000E+000
   0.18765316498609019E-007   0.219621106E-004   0.000000000E+000
   0.18796129826192942E-007   0.350593582E-004   0.000000000E+000
   0.18826943153776865E-007   0.192813204E-004   0.000000000E+000
   0.18857756481360788E-007  -0.109669545E-004   0.000000000E+000
   0.18888569808944711E-007  -0.323930544E-004   0.000000000E+000
   0.18919383136528634E-007  -0.319373794E-004   0.000000000E+000
   0.18950196464112556E-007  -0.165826295E-004   0.000000000E+000
   0.18981009791696479E-007  -0.250589528E-005   0.000000000E+000
   0.19011823119280402E-007   0.419911612E-005   0.000000000E+000
   0.19042636446864325E-007   0.948096840E-005   0.000000000E+000
   0.19073449774448248E-007   0.152338835E-004   0.000000000E+000
   0.19104263102032171E-007   0.128095171E-004   0.000000000E+000
   0.19135076429616094E-007  -0.212666237E-005   0.000000000E+000
   0.19165889757200016E-007  -0.174153120E-004   0.000000000E+000
   0.19196703084783939E-007  -0.159891879E-004   0.000000000E+000
   0.19227516412367862E-007   0.346301567E-005   0.000000000E+000
   0.19258329739951785E-007   0.232223611E-004   0.000000000E+000
   0.19289143067535708E-007   0.229287925E-004   0.000000000E+000
   0.19319956395119631E-007  -0.170337626E-005   0.000000000E+000
   0.19350769722703554E-007  -0.323734857E-004   0.000000000E+000
   0.19381583050287476E-007  -0.404774692E-004   0.000000000E+000
   0.19412396377871399E-007  -0.140199027E-004   0.000000000E+000
   0.19443209705455322E-007   0.249567292E-004   0.000000000E+000
   0.19474023033039245E-007   0.384523919E-004   0.000000000E+000
   0.19504836360623168E-007   0.134422935E-004   0.000000000E+000
   0.19535649688207091E-007  -0.219986996E-004   0.000000000E+000
   0.19566463015791014E-007  -0.292388031E-004   0.000000000E+000
   0.19597276343374936E-007  -0.484620614E-006   0.000000000E+000
   0.19628089670958859E-007   0.357085155E-004   0.000000000E+000
   0.19658902998542782E-007   0.458087125E-004   0.000000000E+000
   0.19689716326126705E-007   0.226191441E-004   0.000000000E+000
   0.19720529653710628E-007  -0.116803385E-004   0.000000000E+000
   0.19751342981294551E-007  -0.277341987E-004   0.000000000E+000
   0.19782156308878474E-007  -0.144091282E-004   0.000000000E+000
   0.19812969636462396E-007   0.127641324E-004   0.000000000E+000
   0.19843782964046319E-007   0.254055994E-004   0.000000000E+000
   0.19874596291630242E-007   0.750535219E-005   0.000000000E+000
   0.19905409619214165E-007  -0.276510273E-004   0.000000000E+000
   0.19936222946798088E-007  -0.462858479E-004   0.000000000E+000
   0.19967036274382011E-007  -0.272270336E-004   0.000000000E+000
