t              SphereGround.fdtd_Point probe_1_Ez_50_50_50.dat       incid
   0.65016121202077226E-008   0.115039998E-003   0.000000000E+000
   0.65324254477916455E-008   0.146284729E-004   0.000000000E+000
   0.65632387753755683E-008  -0.561985653E-004   0.000000000E+000
   0.65940521029594912E-008  -0.617349724E-004   0.000000000E+000
   0.66248654305434140E-008  -0.268252988E-004   0.000000000E+000
   0.66556787581273369E-008  -0.789723708E-005   0.000000000E+000
   0.66864920857112597E-008  -0.417807132E-004   0.000000000E+000
   0.67173054132951826E-008  -0.117899050E-003   0.000000000E+000
   0.67481187408791055E-008  -0.191314437E-003   0.000000000E+000
   0.67789320684630283E-008  -0.218207089E-003   0.000000000E+000
   0.68097453960469512E-008  -0.184016753E-003   0.000000000E+000
   0.68405587236308740E-008  -0.108049418E-003   0.000000000E+000
   0.68713720512147969E-008  -0.268148870E-004   0.000000000E+000
   0.69021853787987197E-008   0.309364004E-004   0.000000000E+000
   0.69329987063826426E-008   0.610877469E-004   0.000000000E+000
   0.69638120339665655E-008   0.811048303E-004   0.000000000E+000
   0.69946253615504883E-008   0.109777386E-003   0.000000000E+000
   0.70254386891344112E-008   0.148199208E-003   0.000000000E+000
   0.70562520167183340E-008   0.179040668E-003   0.000000000E+000
   0.70870653443022569E-008   0.181847718E-003   0.000000000E+000
   0.71178786718861797E-008   0.147576560E-003   0.000000000E+000
   0.71486919994701026E-008   0.829780474E-004   0.000000000E+000
   0.71795053270540254E-008   0.866258779E-005   0.000000000E+000
   0.72103186546379483E-008  -0.474486187E-004   0.000000000E+000
   0.72411319822218712E-008  -0.659587531E-004   0.000000000E+000
   0.72719453098057940E-008  -0.537287196E-004   0.000000000E+000
   0.73027586373897169E-008  -0.403829872E-004   0.000000000E+000
   0.73335719649736397E-008  -0.478525399E-004   0.000000000E+000
   0.73643852925575626E-008  -0.658765566E-004   0.000000000E+000
   0.73951986201414854E-008  -0.662932289E-004   0.000000000E+000
   0.74260119477254083E-008  -0.392835427E-004   0.000000000E+000
   0.74568252753093311E-008  -0.456373527E-005   0.000000000E+000
   0.74876386028932540E-008   0.136588278E-004   0.000000000E+000
   0.75184519304771769E-008   0.105751551E-004   0.000000000E+000
   0.75492652580610997E-008  -0.365661163E-005   0.000000000E+000
   0.75800785856450226E-008  -0.188063859E-004   0.000000000E+000
   0.76108919132289454E-008  -0.265674644E-004   0.000000000E+000
   0.76417052408128683E-008  -0.192733205E-004   0.000000000E+000
   0.76725185683967911E-008   0.749805622E-007   0.000000000E+000
   0.77033318959807140E-008   0.130886619E-004   0.000000000E+000
   0.77341452235646369E-008   0.576713455E-005   0.000000000E+000
   0.77649585511485597E-008  -0.975360854E-005   0.000000000E+000
   0.77957718787324826E-008  -0.725199288E-005   0.000000000E+000
   0.78265852063164054E-008   0.206036730E-004   0.000000000E+000
   0.78573985339003283E-008   0.544850627E-004   0.000000000E+000
   0.78882118614842511E-008   0.731583423E-004   0.000000000E+000
   0.79190251890681740E-008   0.714199778E-004   0.000000000E+000
   0.79498385166520968E-008   0.534071442E-004   0.000000000E+000
   0.79806518442360197E-008   0.265728650E-004   0.000000000E+000
   0.80114651718199426E-008   0.726944745E-005   0.000000000E+000
   0.80422784994038654E-008   0.126126570E-004   0.000000000E+000
   0.80730918269877883E-008   0.344830914E-004   0.000000000E+000
   0.81039051545717111E-008   0.367655048E-004   0.000000000E+000
   0.81347184821556340E-008  -0.512364204E-005   0.000000000E+000
   0.81655318097395568E-008  -0.696850548E-004   0.000000000E+000
   0.81963451373234797E-008  -0.107954475E-003   0.000000000E+000
   0.82271584649074025E-008  -0.928935624E-004   0.000000000E+000
   0.82579717924913254E-008  -0.420650977E-004   0.000000000E+000
   0.82887851200752483E-008   0.233404353E-005   0.000000000E+000
   0.83195984476591711E-008   0.823217306E-005   0.000000000E+000
   0.83504117752430940E-008  -0.222037143E-004   0.000000000E+000
   0.83812251028270168E-008  -0.517230037E-004   0.000000000E+000
   0.84120384304109397E-008  -0.386765896E-004   0.000000000E+000
   0.84428517579948625E-008   0.183130251E-004   0.000000000E+000
   0.84736650855787854E-008   0.699764787E-004   0.000000000E+000
   0.85044784131627083E-008   0.621576983E-004   0.000000000E+000
   0.85352917407466311E-008  -0.774736691E-005   0.000000000E+000
   0.85661050683305540E-008  -0.850164870E-004   0.000000000E+000
   0.85969183959144768E-008  -0.105806335E-003   0.000000000E+000
   0.86277317234983997E-008  -0.512183433E-004   0.000000000E+000
   0.86585450510823225E-008   0.354559852E-004   0.000000000E+000
   0.86893583786662454E-008   0.804194278E-004   0.000000000E+000
   0.87201717062501682E-008   0.425205544E-004   0.000000000E+000
   0.87509850338340911E-008  -0.417593510E-004   0.000000000E+000
   0.87817983614180140E-008  -0.837488042E-004   0.000000000E+000
   0.88126116890019368E-008  -0.267788710E-004   0.000000000E+000
   0.88434250165858597E-008   0.947459775E-004   0.000000000E+000
   0.88742383441697825E-008   0.185817626E-003   0.000000000E+000
   0.89050516717537054E-008   0.177732276E-003   0.000000000E+000
   0.89358649993376282E-008   0.840532521E-004   0.000000000E+000
   0.89666783269215511E-008  -0.187229380E-004   0.000000000E+000
   0.89974916545054739E-008  -0.582087341E-004   0.000000000E+000
   0.90283049820893968E-008  -0.239093388E-004   0.000000000E+000
   0.90591183096733197E-008   0.277841500E-004   0.000000000E+000
   0.90899316372572425E-008   0.268265103E-004   0.000000000E+000
   0.91207449648411654E-008  -0.434343565E-004   0.000000000E+000
   0.91515582924250882E-008  -0.129856184E-003   0.000000000E+000
   0.91823716200090111E-008  -0.162016615E-003   0.000000000E+000
   0.92131849475929339E-008  -0.120255412E-003   0.000000000E+000
   0.92439982751768568E-008  -0.504467389E-004   0.000000000E+000
   0.92748116027607796E-008  -0.137711868E-004   0.000000000E+000
   0.93056249303447025E-008  -0.246618692E-004   0.000000000E+000
   0.93364382579286254E-008  -0.400086028E-004   0.000000000E+000
   0.93672515855125482E-008  -0.107540236E-004   0.000000000E+000
   0.93980649130964711E-008   0.592894939E-004   0.000000000E+000
   0.94288782406803939E-008   0.114085691E-003   0.000000000E+000
   0.94596915682643168E-008   0.106561805E-003   0.000000000E+000
   0.94905048958482396E-008   0.501482682E-004   0.000000000E+000
   0.95213182234321625E-008   0.285301212E-005   0.000000000E+000
   0.95521315510160854E-008   0.587595514E-005   0.000000000E+000
   0.95829448786000082E-008   0.450288280E-004   0.000000000E+000
   0.96137582061839311E-008   0.696421776E-004   0.000000000E+000
   0.96445715337678539E-008   0.436556475E-004   0.000000000E+000
   0.96753848613517768E-008  -0.207559460E-004   0.000000000E+000
   0.97061981889356996E-008  -0.763663265E-004   0.000000000E+000
   0.97370115165196225E-008  -0.872869205E-004   0.000000000E+000
   0.97678248441035453E-008  -0.612660369E-004   0.000000000E+000
   0.97986381716874682E-008  -0.333333155E-004   0.000000000E+000
   0.98294514992713911E-008  -0.219020694E-004   0.000000000E+000
   0.98602648268553139E-008  -0.116915407E-004   0.000000000E+000
   0.98910781544392368E-008   0.180024472E-004   0.000000000E+000
   0.99218914820231596E-008   0.594421763E-004   0.000000000E+000
   0.99527048096070825E-008   0.808081968E-004   0.000000000E+000
   0.99835181371910053E-008   0.634315948E-004   0.000000000E+000
   0.10014331464774928E-007   0.286215218E-004   0.000000000E+000
   0.10045144792358851E-007   0.214888460E-004   0.000000000E+000
   0.10075958119942774E-007   0.622659718E-004   0.000000000E+000
   0.10106771447526697E-007   0.113328817E-003   0.000000000E+000
   0.10137584775110620E-007   0.105245454E-003   0.000000000E+000
   0.10168398102694542E-007   0.763517892E-005   0.000000000E+000
   0.10199211430278465E-007  -0.126799539E-003   0.000000000E+000
   0.10230024757862388E-007  -0.199782837E-003   0.000000000E+000
   0.10260838085446311E-007  -0.156309790E-003   0.000000000E+000
   0.10291651413030234E-007  -0.369598492E-004   0.000000000E+000
   0.10322464740614157E-007   0.579945845E-004   0.000000000E+000
   0.10353278068198080E-007   0.566785275E-004   0.000000000E+000
   0.10384091395782002E-007  -0.264930750E-004   0.000000000E+000
   0.10414904723365925E-007  -0.110716443E-003   0.000000000E+000
   0.10445718050949848E-007  -0.120694174E-003   0.000000000E+000
   0.10476531378533771E-007  -0.450650259E-004   0.000000000E+000
   0.10507344706117694E-007   0.613010197E-004   0.000000000E+000
   0.10538158033701617E-007   0.123173115E-003   0.000000000E+000
   0.10568971361285540E-007   0.100254256E-003   0.000000000E+000
   0.10599784688869462E-007   0.139860858E-004   0.000000000E+000
   0.10630598016453385E-007  -0.709144588E-004   0.000000000E+000
   0.10661411344037308E-007  -0.952882619E-004   0.000000000E+000
   0.10692224671621231E-007  -0.464491568E-004   0.000000000E+000
   0.10723037999205154E-007   0.380980309E-004   0.000000000E+000
   0.10753851326789077E-007   0.100338933E-003   0.000000000E+000
   0.10784664654373000E-007   0.998229661E-004   0.000000000E+000
   0.10815477981956922E-007   0.385869644E-004   0.000000000E+000
   0.10846291309540845E-007  -0.387328619E-004   0.000000000E+000
   0.10877104637124768E-007  -0.729561580E-004   0.000000000E+000
   0.10907917964708691E-007  -0.334867254E-004   0.000000000E+000
   0.10938731292292614E-007   0.540471920E-004   0.000000000E+000
   0.10969544619876537E-007   0.121994613E-003   0.000000000E+000
   0.11000357947460460E-007   0.112003792E-003   0.000000000E+000
   0.11031171275044382E-007   0.247153584E-004   0.000000000E+000
   0.11061984602628305E-007  -0.765071090E-004   0.000000000E+000
   0.11092797930212228E-007  -0.116188428E-003   0.000000000E+000
   0.11123611257796151E-007  -0.694997871E-004   0.000000000E+000
   0.11154424585380074E-007   0.188270569E-004   0.000000000E+000
   0.11185237912963997E-007   0.737953887E-004   0.000000000E+000
   0.11216051240547920E-007   0.494485284E-004   0.000000000E+000
   0.11246864568131842E-007  -0.393977898E-004   0.000000000E+000
   0.11277677895715765E-007  -0.129803855E-003   0.000000000E+000
   0.11308491223299688E-007  -0.154298148E-003   0.000000000E+000
   0.11339304550883611E-007  -0.893523757E-004   0.000000000E+000
   0.11370117878467534E-007   0.224197793E-004   0.000000000E+000
   0.11400931206051457E-007   0.998099713E-004   0.000000000E+000
   0.11431744533635380E-007   0.877571874E-004   0.000000000E+000
   0.11462557861219302E-007   0.543376518E-005   0.000000000E+000
   0.11493371188803225E-007  -0.695694544E-004   0.000000000E+000
   0.11524184516387148E-007  -0.676281343E-004   0.000000000E+000
   0.11554997843971071E-007   0.173652297E-004   0.000000000E+000
   0.11585811171554994E-007   0.126903498E-003   0.000000000E+000
   0.11616624499138917E-007   0.182568096E-003   0.000000000E+000
   0.11647437826722840E-007   0.141706623E-003   0.000000000E+000
   0.11678251154306762E-007   0.321883708E-004   0.000000000E+000
   0.11709064481890685E-007  -0.611653741E-004   0.000000000E+000
   0.11739877809474608E-007  -0.646940171E-004   0.000000000E+000
   0.11770691137058531E-007   0.115747098E-004   0.000000000E+000
   0.11801504464642454E-007   0.772136045E-004   0.000000000E+000
   0.11832317792226377E-007   0.517095395E-004   0.000000000E+000
   0.11863131119810300E-007  -0.528548553E-004   0.000000000E+000
   0.11893944447394222E-007  -0.148534862E-003   0.000000000E+000
   0.11924757774978145E-007  -0.160790398E-003   0.000000000E+000
   0.11955571102562068E-007  -0.884241454E-004   0.000000000E+000
   0.11986384430145991E-007   0.109015455E-004   0.000000000E+000
   0.12017197757729914E-007   0.702862017E-004   0.000000000E+000
   0.12048011085313837E-007   0.549876058E-004   0.000000000E+000
   0.12078824412897760E-007  -0.156721362E-004   0.000000000E+000
   0.12109637740481682E-007  -0.781750568E-004   0.000000000E+000
   0.12140451068065605E-007  -0.748189559E-004   0.000000000E+000
   0.12171264395649528E-007  -0.579000334E-005   0.000000000E+000
   0.12202077723233451E-007   0.735306821E-004   0.000000000E+000
   0.12232891050817374E-007   0.106015286E-003   0.000000000E+000
   0.12263704378401297E-007   0.749992905E-004   0.000000000E+000
   0.12294517705985220E-007   0.283031113E-005   0.000000000E+000
   0.12325331033569142E-007  -0.679812729E-004   0.000000000E+000
   0.12356144361153065E-007  -0.899623992E-004   0.000000000E+000
   0.12386957688736988E-007  -0.369849113E-004   0.000000000E+000
   0.12417771016320911E-007   0.616256584E-004   0.000000000E+000
   0.12448584343904834E-007   0.125891660E-003   0.000000000E+000
   0.12479397671488757E-007   0.905395354E-004   0.000000000E+000
   0.12510210999072680E-007  -0.272932521E-004   0.000000000E+000
   0.12541024326656602E-007  -0.135206734E-003   0.000000000E+000
   0.12571837654240525E-007  -0.145783095E-003   0.000000000E+000
   0.12602650981824448E-007  -0.514404237E-004   0.000000000E+000
   0.12633464309408371E-007   0.711574248E-004   0.000000000E+000
   0.12664277636992294E-007   0.123616774E-003   0.000000000E+000
   0.12695090964576217E-007   0.651076552E-004   0.000000000E+000
   0.12725904292160140E-007  -0.496097346E-004   0.000000000E+000
   0.12756717619744062E-007  -0.111126326E-003   0.000000000E+000
   0.12787530947327985E-007  -0.543846472E-004   0.000000000E+000
   0.12818344274911908E-007   0.735787398E-004   0.000000000E+000
   0.12849157602495831E-007   0.155296177E-003   0.000000000E+000
   0.12879970930079754E-007   0.119307631E-003   0.000000000E+000
   0.12910784257663677E-007   0.769599865E-005   0.000000000E+000
   0.12941597585247600E-007  -0.745522775E-004   0.000000000E+000
   0.12972410912831522E-007  -0.648449350E-004   0.000000000E+000
   0.13003224240415445E-007   0.747305603E-005   0.000000000E+000
   0.13034037567999368E-007   0.613668526E-004   0.000000000E+000
   0.13064850895583291E-007   0.407457046E-004   0.000000000E+000
   0.13095664223167214E-007  -0.393120281E-004   0.000000000E+000
   0.13126477550751137E-007  -0.107330408E-003   0.000000000E+000
   0.13157290878335060E-007  -0.998212854E-004   0.000000000E+000
   0.13188104205918982E-007  -0.241016096E-004   0.000000000E+000
   0.13218917533502905E-007   0.440216318E-004   0.000000000E+000
   0.13249730861086828E-007   0.366565255E-004   0.000000000E+000
   0.13280544188670751E-007  -0.315977995E-004   0.000000000E+000
   0.13311357516254674E-007  -0.767879901E-004   0.000000000E+000
   0.13342170843838597E-007  -0.372890536E-004   0.000000000E+000
   0.13372984171422519E-007   0.570040975E-004   0.000000000E+000
   0.13403797499006442E-007   0.114908646E-003   0.000000000E+000
   0.13434610826590365E-007   0.793736399E-004   0.000000000E+000
   0.13465424154174288E-007  -0.147063838E-004   0.000000000E+000
   0.13496237481758211E-007  -0.772955609E-004   0.000000000E+000
   0.13527050809342134E-007  -0.519697132E-004   0.000000000E+000
